S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp,
3.00,11.00,7.00,19.00,16.00,0.00,8.00,5.00,14.00,0.00,17.00,9.00,1.00,8.00,9.00,3.00,7.00,5.00,11.00,1.00,15.00,1.00,27.00,16.00,5.00,21.00,14.00,7.00,28.00,1.00,2.00,1.00,1.5499422550201416,0.6378754377365112,0.8554470539093018,1.6577006578445435,0.41107451915740967,0.6613304615020752,1.3852910995483398,0.15887193381786346,0.6714416146278381,1.3769679069519043,0.2911372184753418,0.8177974820137024,11_Sep_2023_14_29
1.00,12.00,6.00,19.00,17.00,0.00,4.00,0.00,13.00,0.00,17.00,3.00,1.00,4.00,8.00,2.00,5.00,8.00,8.00,4.00,19.00,0.00,27.00,14.00,5.00,20.00,13.00,10.00,28.00,0.00,0.00,0.00,1.5498924255371094,0.6378297805786133,0.8555277585983276,1.6576032638549805,0.4110327661037445,0.6616197228431702,1.3852487802505493,0.15887625515460968,0.671439528465271,1.3769665956497192,0.2910364270210266,0.8178534507751465,11_Sep_2023_14_29
3.00,8.00,5.00,19.00,15.00,0.00,2.00,0.00,14.00,2.00,15.00,0.00,3.00,4.00,8.00,6.00,7.00,1.00,9.00,1.00,17.00,3.00,25.00,16.00,11.00,21.00,12.00,9.00,26.00,0.00,2.00,0.00,1.5497924089431763,0.6377983093261719,0.8555805087089539,1.657523512840271,0.41105055809020996,0.661659836769104,1.385195016860962,0.15888555347919464,0.6714328527450562,1.3769696950912476,0.29093679785728455,0.8179187178611755,11_Sep_2023_14_29
3.00,8.00,6.00,13.00,16.00,0.00,2.00,0.00,14.00,0.00,16.00,7.00,0.00,1.00,6.00,3.00,7.00,4.00,9.00,5.00,15.00,0.00,27.00,12.00,3.00,19.00,11.00,6.00,27.00,1.00,4.00,0.00,1.5497924089431763,0.6377983093261719,0.8555805087089539,1.657523512840271,0.41105055809020996,0.661659836769104,1.385195016860962,0.15888555347919464,0.6714328527450562,1.3769696950912476,0.29093679785728455,0.8179187178611755,11_Sep_2023_14_29
3.00,7.00,8.00,14.00,12.00,0.00,6.00,1.00,14.00,0.00,17.00,4.00,0.00,3.00,8.00,2.00,7.00,5.00,13.00,7.00,13.00,1.00,26.00,16.00,3.00,25.00,11.00,9.00,25.00,0.00,1.00,0.00,1.54971444606781,0.6377997994422913,0.8557350039482117,1.6574355363845825,0.41108179092407227,0.6616838574409485,1.3851255178451538,0.1588958501815796,0.671408474445343,1.376959204673767,0.2908588945865631,0.8179894685745239,11_Sep_2023_14_29
2.00,11.00,7.00,17.00,15.00,1.00,1.00,1.00,19.00,0.00,15.00,3.00,2.00,4.00,8.00,4.00,7.00,2.00,10.00,8.00,18.00,0.00,27.00,16.00,1.00,23.00,13.00,9.00,28.00,0.00,1.00,15.00,1.54971444606781,0.6377997994422913,0.8557350039482117,1.6574355363845825,0.41108179092407227,0.6616838574409485,1.3851255178451538,0.1588958501815796,0.671408474445343,1.376959204673767,0.2908588945865631,0.8179894685745239,11_Sep_2023_14_29
3.00,10.00,8.00,17.00,13.00,2.00,3.00,0.00,9.00,9.00,18.00,4.00,0.00,4.00,9.00,1.00,7.00,2.00,8.00,3.00,17.00,0.00,27.00,18.00,6.00,21.00,8.00,8.00,28.00,0.00,0.00,2.00,1.5496405363082886,0.6377509236335754,0.8558014631271362,1.6573368310928345,0.4111124277114868,0.6616619825363159,1.3850650787353516,0.15890629589557648,0.6713853478431702,1.3769553899765015,0.29077407717704773,0.8180609345436096,11_Sep_2023_14_29
2.00,5.00,7.00,17.00,15.00,0.00,6.00,0.00,13.00,0.00,17.00,3.00,1.00,10.00,10.00,1.00,14.00,6.00,11.00,2.00,17.00,1.00,29.00,12.00,3.00,21.00,16.00,6.00,26.00,0.00,0.00,1.00,1.5496405363082886,0.6377509236335754,0.8558014631271362,1.6573368310928345,0.4111124277114868,0.6616619825363159,1.3850650787353516,0.15890629589557648,0.6713853478431702,1.3769553899765015,0.29077407717704773,0.8180609345436096,11_Sep_2023_14_29
5.00,9.00,8.00,19.00,17.00,5.00,9.00,0.00,15.00,0.00,15.00,2.00,0.00,3.00,7.00,1.00,9.00,4.00,10.00,2.00,16.00,0.00,27.00,17.00,3.00,25.00,13.00,9.00,25.00,0.00,1.00,1.00,1.5495585203170776,0.6377442479133606,0.8559269905090332,1.6572327613830566,0.4111267626285553,0.6616865992546082,1.3853192329406738,0.15883369743824005,0.6719472408294678,1.3769570589065552,0.2906724512577057,0.818134069442749,11_Sep_2023_14_29
1.00,9.00,5.00,21.00,13.00,0.00,4.00,0.00,21.00,0.00,18.00,3.00,9.00,4.00,9.00,0.00,8.00,0.00,11.00,6.00,16.00,0.00,22.00,16.00,4.00,21.00,12.00,8.00,24.00,0.00,0.00,7.00,1.5495585203170776,0.6377442479133606,0.8559269905090332,1.6572327613830566,0.4111267626285553,0.6616865992546082,1.3853192329406738,0.15883369743824005,0.6719472408294678,1.3769570589065552,0.2906724512577057,0.818134069442749,11_Sep_2023_14_29
