time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,P1,P2,P3,P4,P5,F1,F2,F3,F4,B1,B2,B3,S1,S2,class
562.23,5.18,0.04,1.44,-0.39,0.88,0.26,-0.06,-0.01,-0.44,0,0,0,0,583,343,662,629,0,674,435,0,484,535,0
562.33,5.52,0.59,1.64,-0.40,0.86,0.26,-0.06,-0.01,-0.43,0,0,0,0,582,342,663,628,0,674,435,0,485,535,0
562.44,4.57,0.04,0.86,-0.38,0.86,0.29,-0.06,-0.01,-0.42,0,0,0,0,583,343,663,628,0,673,435,0,485,535,0
562.54,1.03,-1.54,0.65,-0.38,0.90,0.26,-0.06,-0.01,-0.43,0,0,0,0,583,343,663,628,0,674,436,0,486,535,0
562.65,5.92,-2.08,2.64,-0.39,0.88,0.25,-0.05,-0.01,-0.42,0,0,0,0,583,343,663,627,0,674,435,0,485,535,0
562.76,3.53,0.38,1.01,-0.38,0.87,0.26,-0.06,-0.01,-0.43,0,0,0,0,582,343,662,627,0,674,434,0,483,534,0
562.86,3.75,-0.38,0.60,-0.38,0.89,0.26,-0.06,-0.02,-0.43,0,0,0,0,582,342,662,626,0,673,434,0,482,534,0
562.97,2.35,0.14,1.88,-0.39,0.91,0.24,-0.06,-0.02,-0.43,0,0,0,0,582,342,660,626,0,674,436,0,481,535,0
563.07,5.22,1.09,2.97,-0.38,0.91,0.22,-0.06,-0.02,-0.43,0,0,0,1,582,343,662,628,0,674,437,0,485,535,0
563.18,7.41,0.33,2.69,-0.38,0.88,0.25,-0.05,-0.02,-0.43,0,0,0,0,582,343,663,628,0,673,439,0,486,535,0
563.28,5.71,-1.10,1.58,-0.39,0.86,0.29,-0.06,-0.01,-0.42,0,0,0,0,583,343,663,629,0,675,439,0,489,536,0
563.39,3.49,-0.57,1.09,-0.39,0.88,0.26,-0.06,-0.01,-0.43,0,0,0,0,582,342,663,628,0,673,443,0,490,537,0
563.49,4.53,-0.25,2.36,-0.39,0.89,0.26,-0.06,-0.01,-0.43,0,0,0,0,582,342,663,628,0,673,442,0,490,537,0
563.60,3.49,-0.79,1.51,-0.38,0.87,0.26,-0.06,-0.02,-0.42,0,0,0,0,582,342,663,628,0,675,443,0,491,537,0
563.71,2.95,-0.02,0.76,-0.39,0.87,0.27,-0.06,-0.02,-0.43,0,0,0,0,583,342,662,628,0,675,444,0,491,538,0
563.81,3.10,-0.51,1.08,-0.39,0.88,0.27,-0.06,-0.02,-0.43,0,0,0,0,582,342,662,627,0,674,443,0,491,539,0
563.92,2.97,-0.84,0.56,-0.38,0.89,0.24,-0.06,-0.02,-0.43,1,0,0,0,582,343,663,628,0,674,444,0,492,539,0
564.02,5.65,0.84,1.66,-0.39,0.86,0.27,-0.06,-0.02,-0.43,0,0,0,0,583,343,663,629,0,674,445,0,491,539,0
564.13,2.59,0.87,0.28,-0.38,0.87,0.28,-0.06,-0.02,-0.43,0,0,0,0,582,342,663,630,0,674,444,0,490,539,0
