time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,P1,P2,P3,P4,P5,F1,F2,F3,F4,B1,B2,B3,S1,S2,class
412.26,2.68,0.12,2.89,-0.36,0.88,0.27,-0.04,-0.02,-0.43,0,0,0,0,579,341,651,624,0,663,349,0,514,456,0
412.37,8.25,1.29,3.00,-0.39,0.86,0.28,-0.04,-0.02,-0.43,0,0,0,0,579,341,651,625,0,663,350,0,521,418,0
412.47,6.46,0.19,0.31,-0.37,0.86,0.29,-0.04,-0.02,-0.43,0,0,0,0,580,341,651,625,0,664,350,0,535,413,0
412.58,4.87,-0.67,0.38,-0.37,0.89,0.28,-0.04,-0.02,-0.43,0,0,0,0,580,341,650,626,0,663,349,0,536,402,0
412.68,2.41,0.05,-0.30,-0.36,0.88,0.28,-0.04,-0.02,-0.43,0,0,0,0,579,341,651,624,0,663,348,0,528,399,0
412.79,1.79,0.73,0.39,-0.35,0.89,0.25,-0.04,-0.02,-0.42,0,0,0,0,579,340,650,622,0,664,347,0,534,398,0
412.90,6.76,6.21,0.28,-0.35,0.91,0.23,-0.04,-0.02,-0.43,0,0,0,0,579,340,649,622,0,664,347,0,522,396,0
413.00,44.99,1.92,6.05,-0.25,0.86,0.31,-0.03,-0.01,-0.43,0,0,0,0,580,340,653,625,0,675,344,0,504,345,0
413.11,156.38,-64.61,10.50,-0.13,0.70,0.26,-0.07,0.07,-0.47,0,0,0,0,579,343,657,627,0,706,332,0,469,175,0
413.21,70.48,-95.51,-34.55,-0.45,0.65,0.50,-0.13,0.17,-0.49,0,0,0,0,578,458,655,619,0,711,362,231,440,210,0
413.32,128.21,-44.75,-4.87,-0.39,0.51,0.71,-0.18,0.26,-0.48,0,0,0,0,572,488,650,607,0,697,383,0,397,224,0
413.42,74.64,-45.44,-26.50,-0.46,0.44,0.86,-0.22,0.35,-0.45,0,0,0,0,568,554,648,604,0,715,407,0,336,263,0
413.53,60.62,-18.86,-33.08,-0.54,0.28,0.54,-0.27,0.38,-0.41,0,0,0,0,565,592,652,606,0,731,435,0,282,299,0
413.64,-3.46,83.93,-85.95,-0.59,0.66,0.53,-0.28,0.36,-0.41,0,0,0,0,565,604,662,614,0,719,535,0,241,367,0
413.74,-252.73,262.11,36.59,-1.53,-0.71,1.90,-0.20,0.35,-0.46,0,0,0,0,573,578,667,617,0,720,487,0,202,324,0
413.85,97.53,107.67,2.66,-0.04,0.24,1.11,-0.13,0.35,-0.49,0,0,0,0,576,481,666,620,0,716,471,0,152,302,0
413.95,-46.93,64.05,-33.36,-0.02,0.92,0.40,-0.08,0.34,-0.50,0,0,0,0,573,374,664,621,0,713,478,0,152,325,0
414.06,95.02,112.35,48.28,0.47,0.21,0.84,0.01,0.40,-0.50,0,0,0,0,570,326,656,625,0,712,469,0,159,313,0
414.16,23.21,115.09,14.47,0.65,0.17,0.72,0.10,0.42,-0.48,0,0,0,0,560,318,654,628,0,710,462,0,185,275,0
414.27,24.48,76.84,-71.23,0.65,0.29,0.93,0.17,0.42,-0.44,0,0,0,0,554,319,658,633,0,712,465,0,221,263,0
414.38,-89.40,1.01,-81.03,0.91,1.74,0.45,0.17,0.41,-0.44,0,0,0,0,541,328,655,629,0,706,443,0,223,252,0
414.48,22.08,11.83,-6.23,0.72,0.10,0.83,0.18,0.42,-0.43,0,0,0,0,547,328,645,622,0,699,435,0,228,270,0
414.59,22.34,4.70,3.04,0.73,0.13,0.67,0.18,0.44,-0.43,0,0,0,0,549,328,638,622,0,697,433,0,234,268,0
414.69,6.47,-1.04,-1.21,0.65,0.20,0.66,0.18,0.44,-0.42,0,0,0,1,550,328,639,621,0,695,431,0,239,245,0
414.80,4.27,0.65,0.00,0.67,0.21,0.66,0.18,0.45,-0.42,0,0,0,0,551,329,639,621,0,696,430,0,246,269,0
414.90,0.67,1.60,-5.91,0.67,0.17,0.65,0.18,0.45,-0.42,0,0,0,0,549,327,637,620,0,694,430,0,269,253,0
415.01,8.43,-2.28,-1.29,0.68,0.17,0.66,0.18,0.45,-0.43,0,0,0,0,550,328,637,622,0,693,429,0,282,255,0
415.11,8.63,-3.44,1.86,0.67,0.18,0.66,0.18,0.45,-0.42,0,1,0,0,552,329,638,622,0,693,428,0,280,261,0
415.22,-1.64,5.23,-6.46,0.65,0.15,0.69,0.18,0.46,-0.42,0,0,0,0,552,332,639,624,0,694,430,0,285,260,0
415.33,-0.37,2.45,1.48,0.68,0.17,0.66,0.18,0.46,-0.42,0,0,0,0,553,332,639,625,0,693,426,0,284,260,0
415.43,3.67,-0.49,3.32,0.68,0.20,0.65,0.17,0.45,-0.42,0,0,0,0,554,333,641,626,0,693,424,0,277,260,0
415.54,-4.09,2.13,-1.28,0.69,0.17,0.63,0.18,0.45,-0.42,0,0,0,0,554,332,641,626,0,693,417,0,275,260,0
415.64,3.76,0.83,1.74,0.67,0.16,0.67,0.18,0.45,-0.42,0,0,0,0,554,334,641,627,0,692,420,0,273,260,0
415.75,1.84,1.63,1.36,0.69,0.17,0.64,0.18,0.45,-0.42,0,0,0,0,553,332,641,627,0,692,415,0,270,261,0
415.85,6.64,-2.17,4.31,0.69,0.17,0.65,0.18,0.45,-0.42,0,0,0,0,554,333,642,626,0,691,414,0,265,261,0
415.96,4.88,0.13,-0.16,0.67,0.17,0.67,0.18,0.45,-0.42,0,0,0,0,553,333,642,627,0,692,414,0,264,261,0
416.06,4.72,-0.17,-0.60,0.68,0.16,0.66,0.18,0.45,-0.42,0,0,0,0,554,333,641,628,0,692,415,0,265,261,0
416.17,5.70,-1.70,1.29,0.68,0.17,0.65,0.17,0.45,-0.42,0,0,0,0,555,333,641,628,0,692,416,0,264,260,0
416.27,4.76,-0.76,0.60,0.69,0.16,0.66,0.17,0.45,-0.42,0,0,0,0,555,333,642,627,0,691,412,0,264,262,0
416.38,5.23,-1.91,2.56,0.68,0.16,0.66,0.17,0.46,-0.42,0,0,0,0,555,333,641,627,0,691,411,0,237,274,0
416.49,4.32,-0.26,-0.60,0.68,0.15,0.66,0.17,0.45,-0.42,0,0,0,0,556,333,641,626,0,691,410,0,238,273,0
416.59,4.03,-0.54,1.16,0.67,0.15,0.67,0.18,0.45,-0.42,0,0,0,0,555,332,642,625,0,692,410,0,249,272,0
416.70,3.44,-0.06,0.67,0.68,0.15,0.66,0.17,0.45,-0.43,0,0,0,0,554,332,641,627,0,692,410,0,251,271,0
416.80,1.82,0.04,1.63,0.68,0.15,0.67,0.18,0.46,-0.42,0,0,0,0,555,332,641,628,0,692,411,0,254,271,0
416.91,1.45,2.28,0.92,0.66,0.16,0.68,0.17,0.46,-0.42,0,0,0,0,555,333,642,628,0,692,413,0,254,273,0
417.02,1.89,2.92,-1.89,0.68,0.16,0.66,0.18,0.46,-0.42,0,0,0,0,555,333,643,629,0,691,413,0,258,277,0
