time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,P1,P2,P3,P4,P5,F1,F2,F3,F4,B1,B2,B3,S1,S2,class
343.39,2.26,-2.45,0.26,-0.08,0.94,0.29,0.10,-0.03,-0.41,0,0,0,0,575,334,658,637,0,661,467,0,582,556,0
343.50,2.00,-3.25,-1.29,-0.08,0.94,0.26,0.10,-0.03,-0.41,0,0,0,0,575,333,658,636,0,663,468,0,586,557,0
343.60,1.79,3.33,0.00,-0.08,0.95,0.28,0.10,-0.04,-0.41,0,0,0,0,576,334,658,635,0,670,468,0,588,557,0
343.71,1.46,-0.98,0.88,-0.09,0.96,0.27,0.11,-0.03,-0.41,0,0,0,0,575,334,658,636,0,672,469,0,588,559,0
343.81,1.37,3.01,3.75,-0.08,0.96,0.28,0.10,-0.03,-0.41,0,0,0,0,575,333,658,637,0,672,475,0,590,557,0
343.92,1.88,-1.66,1.67,-0.08,0.92,0.30,0.11,-0.03,-0.41,0,0,0,0,575,333,658,637,0,635,476,0,590,558,0
344.02,5.62,-0.12,2.86,-0.09,0.96,0.25,0.11,-0.04,-0.41,1,0,0,0,573,332,657,635,0,670,476,0,592,558,0
344.13,7.57,0.46,4.25,-0.08,0.91,0.30,0.10,-0.04,-0.41,0,0,0,0,573,332,657,636,0,649,476,0,596,556,0
344.23,7.57,-1.28,2.04,-0.13,0.94,0.27,0.10,-0.04,-0.41,0,0,0,0,573,333,658,637,0,677,471,0,593,555,0
344.34,13.74,1.51,4.78,-0.07,0.95,0.28,0.10,-0.04,-0.42,0,0,0,0,574,333,659,638,0,664,431,0,581,541,0
344.45,7.45,-2.25,1.72,-0.05,0.99,0.29,0.10,-0.03,-0.42,0,0,0,0,574,333,659,638,0,618,412,0,573,497,0
344.55,13.12,-5.78,2.14,-0.06,0.97,0.32,0.10,-0.02,-0.43,0,0,0,0,574,333,659,638,0,680,400,0,576,493,0
344.66,2.91,-5.84,2.84,-0.11,0.97,0.33,0.09,-0.02,-0.43,0,0,0,0,574,333,658,636,0,653,395,0,578,489,0
