time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,F1,F2,F3,F4,B1,B2,S1,S2,S3,S4,class
273.76,6.49,0.86,1.39,0.57,-0.07,0.76,0.15,0.56,-0.33,0,0,0,0,0,0,530,422,173,175,1
273.86,3.96,0.79,2.04,0.57,-0.07,0.76,0.16,0.55,-0.33,0,0,0,0,1,0,530,421,173,174,1
273.97,3.99,-0.25,1.64,0.58,-0.08,0.76,0.15,0.55,-0.33,0,0,0,0,0,0,530,420,172,175,1
274.07,5.02,0.04,1.55,0.58,-0.07,0.76,0.16,0.55,-0.32,1,0,0,0,0,0,507,420,171,175,1
274.18,4.80,0.12,1.21,0.58,-0.07,0.75,0.16,0.55,-0.32,0,0,0,0,0,0,506,421,171,174,1
274.29,5.22,0.02,1.32,0.58,-0.07,0.76,0.15,0.55,-0.33,0,0,0,0,0,0,506,421,171,175,1
274.39,4.09,-0.11,1.37,0.58,-0.08,0.76,0.15,0.56,-0.33,0,0,0,0,0,0,528,422,171,176,1
274.50,3.13,-0.94,1.55,0.57,-0.07,0.77,0.15,0.55,-0.33,0,0,0,0,0,0,507,422,172,175,1
274.60,3.23,-2.13,1.30,0.58,-0.08,0.77,0.15,0.55,-0.33,0,0,0,0,0,0,505,421,169,175,1
274.71,2.88,0.38,1.10,0.57,-0.08,0.77,0.15,0.55,-0.33,0,0,0,0,0,0,503,421,169,175,1
274.81,3.74,0.25,1.02,0.65,-0.15,0.95,0.15,0.55,-0.33,0,0,0,0,0,0,566,408,170,175,1
274.92,42.37,-78.26,-27.52,0.63,-0.22,0.89,0.13,0.57,-0.32,0,0,0,0,0,0,590,385,192,173,1
275.02,1.08,-123.75,-71.60,0.23,-0.36,1.06,0.03,0.59,-0.33,0,0,0,0,0,0,581,341,179,172,1
275.13,-66.54,-141.26,-20.83,0.17,-0.03,1.13,-0.08,0.59,-0.35,0,0,0,0,0,0,596,353,225,174,1
275.23,-284.32,-122.95,17.86,0.00,0.83,0.33,-0.15,0.47,-0.42,0,0,0,0,0,0,643,371,272,175,1
275.34,-63.46,-36.15,128.22,-0.33,0.44,0.48,-0.16,0.39,-0.46,0,0,0,0,0,0,705,373,284,180,1
275.45,14.45,64.53,76.22,-0.50,0.56,0.40,-0.13,0.35,-0.47,0,0,0,0,0,0,745,372,297,216,1
275.55,-102.05,36.71,-10.04,-0.19,0.19,0.71,-0.05,0.37,-0.48,0,0,0,0,0,0,762,435,344,234,1
275.66,27.45,31.14,30.27,-0.31,0.46,0.70,-0.00,0.36,-0.48,0,0,0,0,0,0,738,452,359,241,1
275.76,-55.03,13.28,27.12,-0.15,-0.18,1.42,0.05,0.39,-0.46,0,0,0,0,0,0,707,456,349,238,1
275.87,-96.92,-41.04,5.39,-0.13,0.49,0.77,0.04,0.30,-0.49,0,0,0,0,0,0,658,454,338,242,1
275.97,-17.51,-9.60,6.47,-0.24,0.52,0.69,0.02,0.27,-0.50,0,0,0,0,0,0,574,407,316,243,1
276.08,-11.83,-15.85,3.49,-0.31,0.44,0.74,0.02,0.27,-0.49,0,0,0,0,0,0,505,380,308,245,1
276.18,7.76,-14.31,3.00,-0.36,0.52,0.72,-0.00,0.26,-0.49,0,0,0,0,0,0,497,376,294,245,1
276.29,-10.50,-5.80,1.89,-0.38,0.45,0.76,-0.01,0.25,-0.49,0,0,0,0,0,0,497,370,273,242,1
276.40,-14.39,-1.07,4.64,-0.39,0.46,0.75,-0.02,0.24,-0.49,0,0,0,0,0,0,500,373,274,242,1
276.50,-7.93,3.56,7.72,-0.43,0.45,0.79,-0.01,0.24,-0.50,0,0,0,0,0,0,502,373,273,242,1
276.61,-13.76,9.95,3.45,-0.42,0.43,0.88,-0.01,0.24,-0.50,0,0,0,0,0,0,500,352,267,246,1
276.71,8.53,-2.13,3.95,-0.43,0.51,0.81,-0.00,0.21,-0.50,0,0,0,0,0,0,502,337,260,248,1
276.82,-0.29,-15.49,2.80,-0.41,0.53,0.72,-0.01,0.21,-0.50,0,0,0,0,0,0,503,325,247,248,1
276.92,-6.80,-11.88,0.83,-0.41,0.50,0.65,-0.03,0.21,-0.49,0,1,0,0,0,0,497,334,241,247,1
277.03,7.52,-0.91,4.05,-0.43,0.49,0.69,-0.03,0.21,-0.49,0,0,0,0,0,0,488,329,237,248,1
277.13,8.95,3.26,6.89,-0.42,0.50,0.71,-0.03,0.21,-0.49,0,0,0,0,0,0,489,321,222,248,1
277.24,0.07,1.65,3.31,-0.45,0.54,0.67,-0.03,0.21,-0.50,0,0,0,0,0,0,483,326,225,247,1
277.35,4.03,1.37,3.97,-0.45,0.49,0.75,-0.03,0.21,-0.49,0,0,0,0,0,0,484,330,233,248,1
277.45,0.74,-0.57,0.55,-0.44,0.50,0.69,-0.03,0.21,-0.50,1,0,0,0,0,0,480,329,234,247,1
277.56,1.16,1.69,-0.08,-0.44,0.48,0.73,-0.03,0.20,-0.50,0,0,0,0,0,0,476,332,240,246,1
277.66,-1.07,0.36,-1.39,-0.43,0.55,0.69,-0.02,0.20,-0.50,0,0,0,0,0,0,479,344,251,246,1
277.77,2.29,-0.69,1.95,-0.45,0.59,0.68,-0.03,0.20,-0.50,0,0,0,0,0,0,480,348,257,247,1
277.87,16.14,-2.29,5.09,-0.44,0.50,0.72,-0.02,0.20,-0.50,0,0,0,0,0,0,478,339,247,248,1
277.98,3.26,-1.97,2.96,-0.45,0.49,0.69,-0.03,0.21,-0.50,1,0,0,0,0,0,474,330,235,246,1
278.08,-2.62,4.46,0.97,-0.44,0.52,0.67,-0.02,0.20,-0.50,0,0,0,0,0,0,473,334,237,246,1
278.19,4.93,2.94,-0.87,-0.44,0.54,0.69,-0.02,0.20,-0.50,0,0,0,0,0,0,468,339,242,246,1
278.30,13.69,-0.14,1.31,-0.47,0.57,0.67,-0.02,0.20,-0.49,0,0,0,0,0,0,470,346,250,246,1
278.40,-4.03,1.64,2.49,-0.43,0.55,0.69,-0.02,0.21,-0.50,0,0,0,0,0,0,477,358,260,247,1
278.51,-7.71,6.83,9.20,-0.43,0.66,0.70,-0.02,0.19,-0.49,0,0,0,0,0,0,496,378,272,248,1
