S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S15,S16,S17,S18,S21,S22,S23,S24,S25,S26,S27,S28,S29,S31,M3x,M3y,M3z,M1x,M1y,M1z,M4x,M4y,M4z,M2x,M2y,M2z,sesion_time_stamp
3,16,7,12,19,0,1,0,9,0,30,17,1,5,3,9,8,11,1,24,8,6,28,6,7,38,1,1.54324185848236,0.634922087192535,0.809365630149841,1.63843011856079,0.407193213701248,0.612280964851379,1.37083697319031,0.147347614169121,0.647201299667358,1.37708580493927,0.282974869012833,0.787523329257965,11_Sep_2023_14_26
1,13,3,13,19,1,3,0,6,0,30,15,2,8,3,6,2,7,2,27,9,6,23,9,7,35,1,1.54322814941406,0.634928941726685,0.809416890144348,1.6384129524231,0.407193213701248,0.612305998802185,1.37078607082367,0.147355869412422,0.647208452224731,1.37704086303711,0.282965779304504,0.787530779838562,11_Sep_2023_14_26
4,13,6,13,16,0,1,0,6,1,31,11,1,9,4,9,1,10,4,31,10,5,25,6,7,38,1,1.54322814941406,0.634928941726685,0.809416890144348,1.6384129524231,0.407193213701248,0.612305998802185,1.37078607082367,0.147355869412422,0.647208452224731,1.37704086303711,0.282965779304504,0.787530779838562,11_Sep_2023_14_26
7,11,5,14,19,3,2,1,7,1,29,13,0,5,4,10,4,7,2,27,6,6,25,6,6,35,0,1.54321682453156,0.634943068027496,0.809455811977387,1.6384094953537,0.407191932201386,0.612345635890961,1.37073218822479,0.147365063428879,0.647206962108612,1.37700498104095,0.282974600791931,0.78753674030304,11_Sep_2023_14_26
5,16,7,12,20,0,3,0,6,0,30,17,0,6,3,7,0,7,1,27,13,5,28,6,6,35,2,1.54321682453156,0.634943068027496,0.809455811977387,1.6384094953537,0.407191932201386,0.612345635890961,1.37073218822479,0.147365063428879,0.647206962108612,1.37700498104095,0.282974600791931,0.78753674030304,11_Sep_2023_14_26
2,11,12,17,17,0,3,0,6,0,30,18,1,6,5,9,6,9,2,26,6,7,23,6,2,37,0,1.54317879676819,0.634952902793884,0.809473633766174,1.63839268684387,0.407182544469833,0.612376689910889,1.3706887960434,0.147394180297852,0.647164463996887,1.3769736289978,0.28298208117485,0.787538051605225,11_Sep_2023_14_26
3,11,7,8,19,2,3,0,7,0,28,19,13,14,5,6,1,8,3,28,9,10,25,6,8,37,1,1.54317879676819,0.634952902793884,0.809473633766174,1.63839268684387,0.407182544469833,0.612376689910889,1.3706887960434,0.147394180297852,0.647164463996887,1.3769736289978,0.28298208117485,0.787538051605225,11_Sep_2023_14_26
4,13,6,11,21,0,4,0,4,0,32,13,1,6,4,5,3,9,3,28,9,6,21,6,6,37,2,1.5431455373764,0.63494223356247,0.809478402137756,1.63835895061493,0.407166630029678,0.612412989139557,1.37066054344177,0.14741238951683,0.647148013114929,1.3769394159317,0.282990008592606,0.787531435489654,11_Sep_2023_14_26
6,14,7,10,20,1,5,0,7,0,31,15,2,5,3,8,4,7,6,26,9,5,25,5,5,37,1,1.5431455373764,0.63494223356247,0.809478402137756,1.63835895061493,0.407166630029678,0.612412989139557,1.37066054344177,0.14741238951683,0.647148013114929,1.3769394159317,0.282990008592606,0.787531435489654,11_Sep_2023_14_26
1,14,8,8,20,0,1,0,7,0,33,12,0,6,4,7,3,8,3,29,8,8,24,6,6,35,0,1.54311454296112,0.634938597679138,0.809490919113159,1.63833594322205,0.407149016857147,0.612452328205109,1.3706066608429,0.147439494729042,0.647060453891754,1.37690782546997,0.282995998859406,0.787528693675995,11_Sep_2023_14_26
