S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S15,S16,S17,S18,S21,S22,S23,S24,S25,S26,S27,S28,S29,S31,M2x,M2y,M2z,M1x,M1y,M1z,M4x,M4y,M4z,M3x,M3y,M3z,sesion_time_stamp
0,1,4,20,7,0,3,0,4,5,23,5,1,16,2,0,0,5,0,38,21,3,16,3,5,8,1,1.541136265,0.62496078,0.85922718,1.643070817,0.391053528,0.642447352,1.353003979,0.160308689,0.62623781,1.399958372,0.274528444,0.812245071,11_Sep_2023_14_50
7,1,4,21,7,0,2,1,6,4,22,5,2,14,0,1,0,9,0,40,22,6,7,5,0,7,6,1.540787101,0.624895155,0.858975351,1.642474651,0.390854239,0.642444551,1.352564096,0.160150871,0.626285434,1.399456143,0.274368644,0.812394917,11_Sep_2023_14_50
4,9,10,21,6,0,4,0,6,6,23,6,0,14,0,3,1,12,0,42,22,3,13,2,1,7,1,1.539977193,0.624737263,0.859055042,1.64189446,0.390588492,0.642569005,1.352013111,0.160126776,0.626403391,1.398965955,0.274215341,0.812582374,11_Sep_2023_14_50
2,2,6,20,7,0,2,0,13,8,21,12,1,12,0,4,1,12,1,43,24,1,11,3,1,7,1,1.539977193,0.624737263,0.859055042,1.64189446,0.390588492,0.642569005,1.352013111,0.160126776,0.626403391,1.398965955,0.274215341,0.812582374,11_Sep_2023_14_50
3,2,7,17,8,7,3,0,6,7,24,8,0,15,0,6,0,9,0,44,22,3,10,1,0,10,0,1.539698482,0.624707401,0.858764172,1.641315222,0.390359938,0.642608881,1.351531506,0.159889445,0.626540542,1.398355603,0.274041086,0.812733829,11_Sep_2023_14_50
4,3,6,21,8,0,9,0,8,6,21,6,0,19,1,6,0,18,13,38,24,3,12,3,1,8,1,1.539698482,0.624707401,0.858764172,1.641315222,0.390359938,0.642608881,1.351531506,0.159889445,0.626540542,1.398355603,0.274041086,0.812733829,11_Sep_2023_14_50
1,0,11,19,6,0,3,0,7,6,22,8,10,16,0,3,0,14,1,41,22,2,11,9,0,8,0,1.538911819,0.624474823,0.858923495,1.640623927,0.390170753,0.642708719,1.351246357,0.159702361,0.626712084,1.397829056,0.273826361,0.812820494,11_Sep_2023_14_50
5,2,3,21,5,2,3,0,7,11,19,4,0,16,0,2,1,10,1,41,22,4,12,4,2,7,1,1.538683653,0.624557972,0.858741641,1.639977694,0.389915615,0.642704129,1.350942492,0.15927802,0.626893878,1.397212267,0.273686588,0.812995136,11_Sep_2023_14_50
4,5,3,21,6,1,4,4,7,1,23,4,6,15,0,3,0,11,2,43,25,4,13,3,15,7,1,1.538683653,0.624557972,0.858741641,1.639977694,0.389915615,0.642704129,1.350942492,0.15927802,0.626893878,1.397212267,0.273686588,0.812995136,11_Sep_2023_14_50
4,3,0,21,1,0,0,1,11,1,18,3,0,15,0,5,0,13,4,39,25,4,11,2,1,5,4,1.538683653,0.624557972,0.858741641,1.639977694,0.389915615,0.642704129,1.350942492,0.15927802,0.626893878,1.397212267,0.273686588,0.812995136,11_Sep_2023_14_50
5,4,5,22,6,7,3,2,13,2,26,7,0,15,4,6,0,11,4,42,24,1,15,13,0,14,0,1.538683653,0.624557972,0.858741641,1.639977694,0.389915615,0.642704129,1.350942492,0.15927802,0.626893878,1.397212267,0.273686588,0.812995136,11_Sep_2023_14_50
9,1,3,21,3,5,8,0,5,2,21,1,2,13,0,11,1,11,0,41,27,2,11,4,0,7,1,1.538683653,0.624557972,0.858741641,1.639977694,0.389915615,0.642704129,1.350942492,0.15927802,0.626893878,1.397212267,0.273686588,0.812995136,11_Sep_2023_14_50
11,2,2,22,10,0,0,10,4,3,23,4,1,14,0,0,0,13,0,43,22,2,13,3,0,8,6,1.538683653,0.624557972,0.858741641,1.639977694,0.389915615,0.642704129,1.350942492,0.15927802,0.626893878,1.397212267,0.273686588,0.812995136,11_Sep_2023_14_50
4,1,3,22,7,0,0,9,12,5,24,3,0,16,1,4,0,12,0,42,25,3,11,4,0,8,0,1.53773725,0.624290168,0.858983457,1.639386296,0.389719009,0.642720997,1.35053432,0.158919439,0.626803517,1.396699309,0.273448914,0.81309855,11_Sep_2023_14_50
2,11,3,19,3,0,0,1,4,4,18,4,0,17,0,7,0,16,1,42,26,0,14,3,1,9,0,1.537487507,0.624353409,0.858498335,1.638711214,0.389493138,0.642843843,1.349890709,0.158837765,0.626904011,1.396071553,0.273217827,0.81316644,11_Sep_2023_14_50
0,2,4,21,5,0,0,0,7,2,22,0,0,13,0,3,0,14,0,40,25,2,14,0,0,8,1,1.535524487,0.624011874,0.858539939,1.636609316,0.389006078,0.643119812,1.348668575,0.158099771,0.627100766,1.394136071,0.272536427,0.813479543,11_Sep_2023_14_50
3,2,12,20,2,0,0,0,4,5,23,3,0,14,1,3,0,17,0,39,26,3,12,3,1,7,2,1.535524487,0.624011874,0.858539939,1.636609316,0.389006078,0.643119812,1.348668575,0.158099771,0.627100766,1.394136071,0.272536427,0.813479543,11_Sep_2023_14_50
1,2,5,19,6,0,1,0,5,8,20,3,0,14,0,6,0,13,2,39,24,3,15,6,0,8,1,1.535524487,0.624011874,0.858539939,1.636609316,0.389006078,0.643119812,1.348668575,0.158099771,0.627100766,1.394136071,0.272536427,0.813479543,11_Sep_2023_14_50
