S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S15,S16,S17,S18,S21,S22,S23,S24,S25,S26,S27,S28,S29,S31,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp
0,5,10,18,17,0,5,0,12,10,21,10,1,2,6,7,8,12,12,33,16,3,45,10,0,45,0,1.55373323,0.642909646,0.741515815,1.656708837,0.411874056,0.548642039,1.36414814,0.186530873,0.540245414,1.378987551,0.306865424,0.682116747,11_Sep_2023_14_04
5,6,9,19,15,12,7,1,11,7,20,9,3,3,6,7,8,14,4,35,18,2,46,7,1,48,0,1.55373323,0.642909646,0.741515815,1.656708837,0.411874056,0.548642039,1.36414814,0.186530873,0.540245414,1.378987551,0.306865424,0.682116747,11_Sep_2023_14_04
5,7,11,18,14,1,8,0,10,6,20,10,0,3,5,6,8,13,6,36,19,2,38,11,0,49,0,1.55373323,0.642909646,0.741515815,1.656708837,0.411874056,0.548642039,1.36414814,0.186530873,0.540245414,1.378987551,0.306865424,0.682116747,11_Sep_2023_14_04
9,10,6,18,14,0,7,0,10,10,21,6,2,3,3,6,9,13,5,34,18,1,44,11,1,49,0,1.55373323,0.642909646,0.741515815,1.656708837,0.411874056,0.548642039,1.36414814,0.186530873,0.540245414,1.378987551,0.306865424,0.682116747,11_Sep_2023_14_04
6,11,7,17,15,14,7,2,10,6,19,9,1,6,6,2,10,12,6,33,16,2,42,10,0,51,8,1.55373323,0.642909646,0.741515815,1.656708837,0.411874056,0.548642039,1.36414814,0.186530873,0.540245414,1.378987551,0.306865424,0.682116747,11_Sep_2023_14_04
5,8,11,19,13,0,8,0,10,7,21,9,1,3,7,5,12,13,3,35,17,0,44,11,2,48,0,1.55373323,0.642909646,0.741515815,1.656708837,0.411874056,0.548642039,1.36414814,0.186530873,0.540245414,1.378987551,0.306865424,0.682116747,11_Sep_2023_14_04
6,7,8,19,16,1,6,0,10,5,22,11,1,5,6,7,11,14,5,37,18,2,44,10,0,48,13,1.55373323,0.642909646,0.741515815,1.656708837,0.411874056,0.548642039,1.36414814,0.186530873,0.540245414,1.378987551,0.306865424,0.682116747,11_Sep_2023_14_04
3,14,12,18,20,1,7,0,10,6,21,8,0,3,7,5,12,12,11,36,20,2,42,10,0,47,1,1.553735256,0.642882884,0.741509438,1.656668425,0.411804169,0.548675001,1.364073396,0.186487734,0.540289581,1.378956437,0.306879103,0.682174742,11_Sep_2023_14_04
2,6,10,17,21,0,8,0,10,6,21,10,1,2,4,5,10,14,7,36,19,2,42,11,13,50,1,1.553760529,0.642872214,0.741545022,1.656652451,0.411780149,0.548697889,1.364037037,0.186484158,0.540321708,1.378875732,0.306919992,0.682266474,11_Sep_2023_14_04
6,9,11,17,16,0,6,1,10,5,21,10,2,3,4,8,9,14,7,33,17,0,45,15,2,49,0,1.553760529,0.642872214,0.741545022,1.656652451,0.411780149,0.548697889,1.364037037,0.186484158,0.540321708,1.378875732,0.306919992,0.682266474,11_Sep_2023_14_04
6,13,7,19,17,0,4,1,13,5,21,8,1,3,5,7,16,17,4,33,17,2,44,14,0,49,2,1.55376482,0.642874599,0.741553247,1.656648278,0.411773264,0.548700094,1.364024639,0.186493069,0.540339291,1.378913999,0.306965798,0.682272255,11_Sep_2023_14_04
5,11,9,17,18,1,7,12,11,13,20,12,0,7,0,4,13,13,5,35,21,2,44,12,0,47,0,1.55376482,0.642874599,0.741553247,1.656648278,0.411773264,0.548700094,1.364024639,0.186493069,0.540339291,1.378913999,0.306965798,0.682272255,11_Sep_2023_14_04
6,6,10,18,18,0,9,0,11,7,21,11,0,2,7,6,8,11,5,35,19,3,44,10,0,48,0,1.553773522,0.642875493,0.741570771,1.656642795,0.411759466,0.548716784,1.364037514,0.186571002,0.540398955,1.378947139,0.306922764,0.682231724,11_Sep_2023_14_04
3,9,11,17,16,0,8,1,16,7,21,10,0,7,6,8,10,12,6,33,20,7,40,9,3,42,0,1.553773522,0.642875493,0.741570771,1.656642795,0.411759466,0.548716784,1.364037514,0.186571002,0.540398955,1.378947139,0.306922764,0.682231724,11_Sep_2023_14_04
2,7,7,18,23,0,7,0,10,6,22,9,1,6,5,7,14,14,5,37,19,2,41,12,0,55,1,1.553781033,0.642876983,0.741577506,1.656642318,0.411743313,0.548723221,1.363997579,0.18650201,0.540378392,1.378945947,0.306927562,0.682240307,11_Sep_2023_14_04
4,5,11,17,15,0,8,1,9,7,23,9,0,4,6,5,9,10,8,32,16,6,41,11,0,44,0,1.553781033,0.642876983,0.741577506,1.656642318,0.411743313,0.548723221,1.363997579,0.18650201,0.540378392,1.378945947,0.306927562,0.682240307,11_Sep_2023_14_04
6,6,10,16,15,0,6,3,11,5,21,6,1,0,4,7,12,13,5,35,20,2,42,11,0,47,0,1.553785563,0.642879605,0.741583645,1.656641006,0.41172573,0.548711598,1.363992691,0.186501443,0.540393591,1.378944159,0.306940436,0.682250977,11_Sep_2023_14_04
6,4,10,16,18,0,14,8,9,8,24,9,0,1,5,9,11,9,6,34,16,1,43,10,1,49,0,1.553785563,0.642879605,0.741583645,1.656641006,0.41172573,0.548711598,1.363992691,0.186501443,0.540393591,1.378944159,0.306940436,0.682250977,11_Sep_2023_14_04
10,5,11,17,17,0,10,0,11,4,20,6,6,3,6,7,16,13,5,36,16,2,41,11,0,45,0,1.55378449,0.642876685,0.74156785,1.656635046,0.411704659,0.548710227,1.363984585,0.186491862,0.540419936,1.378945708,0.306946218,0.682264566,11_Sep_2023_14_04
5,5,10,18,17,0,3,10,10,6,21,9,1,0,6,5,14,9,6,37,18,2,37,17,0,49,0,1.55378449,0.642876685,0.74156785,1.656635046,0.411704659,0.548710227,1.363984585,0.186491862,0.540419936,1.378945708,0.306946218,0.682264566,11_Sep_2023_14_04
5,8,10,17,16,0,8,2,12,2,25,8,1,3,0,6,12,12,6,36,16,3,39,11,0,49,0,1.553806424,0.642881751,0.741584361,1.656633019,0.411680907,0.548724771,1.36397469,0.186488882,0.540442884,1.378938317,0.306925923,0.68229419,11_Sep_2023_14_04
3,7,9,18,16,1,8,0,11,10,22,10,0,2,2,7,11,13,7,36,16,2,41,10,2,43,0,1.553806424,0.642881751,0.741584361,1.656633019,0.411680907,0.548724771,1.36397469,0.186488882,0.540442884,1.378938317,0.306925923,0.68229419,11_Sep_2023_14_04
5,8,7,19,16,1,8,0,11,10,19,11,0,4,5,7,8,13,6,37,16,9,43,11,1,43,0,1.553813577,0.642879963,0.741585135,1.656632662,0.411660105,0.548737407,1.363970876,0.186487541,0.540457428,1.37895298,0.306854218,0.682298779,11_Sep_2023_14_04
5,6,11,15,14,2,8,1,11,11,22,8,1,0,7,8,11,13,8,35,16,0,43,11,0,49,2,1.553813577,0.642879963,0.741585135,1.656632662,0.411660105,0.548737407,1.363970876,0.186487541,0.540457428,1.37895298,0.306854218,0.682298779,11_Sep_2023_14_04
6,8,9,18,14,5,9,7,10,8,22,9,1,2,8,3,12,17,7,34,20,0,42,11,0,49,0,1.553826094,0.642873645,0.741585433,1.65662384,0.411646247,0.548735023,1.363957763,0.186475649,0.540481687,1.3789258,0.306890547,0.682343304,11_Sep_2023_14_04
4,8,12,19,17,0,8,0,12,13,23,10,0,2,6,13,12,12,5,32,18,2,42,11,1,46,0,1.553826094,0.642873645,0.741585433,1.65662384,0.411646247,0.548735023,1.363957763,0.186475649,0.540481687,1.3789258,0.306890547,0.682343304,11_Sep_2023_14_04
7,7,11,19,18,0,13,0,11,6,21,8,1,1,10,6,9,14,3,36,16,3,42,14,2,51,0,1.553831577,0.642869711,0.741593421,1.656615853,0.411632538,0.548748553,1.363946915,0.186466664,0.540497184,1.378924727,0.306899458,0.682369769,11_Sep_2023_14_04
6,4,10,17,19,0,8,1,11,7,22,9,1,3,7,6,11,13,5,36,17,2,44,10,0,51,1,1.553831577,0.642869711,0.741593421,1.656615853,0.411632538,0.548748553,1.363946915,0.186466664,0.540497184,1.378924727,0.306899458,0.682369769,11_Sep_2023_14_04
5,9,9,19,18,1,5,0,11,12,21,7,2,2,5,11,11,13,6,35,16,2,42,10,0,53,1,1.553842902,0.642863512,0.741606534,1.656602621,0.411623895,0.548739672,1.363929749,0.186468095,0.540536284,1.37888515,0.306835204,0.682406664,11_Sep_2023_14_04
6,6,11,19,16,0,7,13,12,8,21,8,0,3,12,6,11,13,4,35,20,2,42,11,0,51,0,1.553842902,0.642863512,0.741606534,1.656602621,0.411623895,0.548739672,1.363929749,0.186468095,0.540536284,1.37888515,0.306835204,0.682406664,11_Sep_2023_14_04
7,6,10,18,17,7,8,1,10,6,20,9,1,1,5,8,6,12,5,39,16,1,42,11,1,53,4,1.553843379,0.642856479,0.741587341,1.656600475,0.411610216,0.548754334,1.36391592,0.186458796,0.540543616,1.378924012,0.306885451,0.68239826,11_Sep_2023_14_04
9,7,12,19,15,0,9,0,12,5,22,7,2,7,2,8,7,12,5,37,18,2,41,12,0,53,0,1.553843379,0.642856479,0.741587341,1.656600475,0.411610216,0.548754334,1.36391592,0.186458796,0.540543616,1.378924012,0.306885451,0.68239826,11_Sep_2023_14_04
0,6,10,17,13,0,3,1,11,6,21,10,0,3,13,7,10,10,6,35,16,2,42,9,0,52,9,1.553851366,0.642849088,0.741596162,1.656591177,0.411594391,0.548758805,1.363906026,0.186453521,0.540547431,1.378933311,0.306870311,0.682405949,11_Sep_2023_14_04
1,9,10,19,17,0,8,17,12,6,20,10,0,3,4,5,10,14,8,37,16,2,41,15,0,54,0,1.553849578,0.642845988,0.741585195,1.656587005,0.411575049,0.548777401,1.363893151,0.1864319,0.540550411,1.37893486,0.306867391,0.682413399,11_Sep_2023_14_04
4,8,12,19,17,0,7,4,9,5,18,7,0,3,2,7,9,9,8,32,17,0,42,11,0,52,1,1.553849578,0.642845988,0.741585195,1.656587005,0.411575049,0.548777401,1.363893151,0.1864319,0.540550411,1.37893486,0.306867391,0.682413399,11_Sep_2023_14_04
5,6,11,18,15,0,8,7,11,7,21,6,14,2,2,8,4,12,7,40,17,2,42,16,1,51,0,1.553854704,0.642844737,0.741590202,1.656582713,0.411558837,0.548771083,1.363875866,0.186406761,0.540555179,1.378935337,0.306862801,0.682422817,11_Sep_2023_14_04
9,7,9,18,16,8,8,14,13,8,23,9,1,8,9,7,8,11,3,37,15,0,41,10,2,49,0,1.553854704,0.642844737,0.741590202,1.656582713,0.411558837,0.548771083,1.363875866,0.186406761,0.540555179,1.378935337,0.306862801,0.682422817,11_Sep_2023_14_04
5,7,9,20,17,8,6,0,12,10,22,7,2,3,12,5,10,8,6,37,18,2,42,10,0,51,0,1.553856134,0.642845213,0.741585255,1.656592369,0.411531121,0.548797071,1.363883853,0.186412871,0.54058075,1.378904819,0.306774467,0.682442009,11_Sep_2023_14_04
4,8,10,16,14,0,6,5,7,6,23,8,0,3,2,5,11,11,11,38,18,3,41,9,0,53,1,1.553861618,0.642847955,0.741595984,1.656598687,0.41151157,0.548789978,1.363886237,0.186464563,0.540658951,1.378941178,0.306848288,0.682430029,11_Sep_2023_14_04
3,9,11,17,17,3,8,4,10,8,20,8,2,3,5,5,8,13,12,35,18,0,42,11,0,52,1,1.553861618,0.642847955,0.741595984,1.656598687,0.41151157,0.548789978,1.363886237,0.186464563,0.540658951,1.378941178,0.306848288,0.682430029,11_Sep_2023_14_04
7,5,11,16,15,0,7,1,10,3,21,7,1,3,1,5,11,13,6,37,18,2,41,11,0,50,0,1.553858399,0.642849684,0.741592884,1.656600595,0.411486566,0.548800468,1.363896012,0.186383218,0.540621519,1.378952146,0.30685249,0.682444215,11_Sep_2023_14_04
5,6,10,15,15,0,7,1,12,7,22,8,1,5,7,2,9,18,6,35,18,1,39,10,1,51,0,1.553858399,0.642849684,0.741592884,1.656600595,0.411486566,0.548800468,1.363896012,0.186383218,0.540621519,1.378952146,0.30685249,0.682444215,11_Sep_2023_14_04
6,5,10,18,18,0,4,1,11,6,21,13,1,3,6,11,11,11,6,35,17,2,43,10,0,52,1,1.553865075,0.642853618,0.741602004,1.656600952,0.411471725,0.548799932,1.363905311,0.186381206,0.540643036,1.378958225,0.306838363,0.682456076,11_Sep_2023_14_04
5,4,9,18,18,1,7,0,13,11,16,7,1,3,4,7,10,13,8,36,21,1,42,9,0,52,0,1.553865075,0.642853618,0.741602004,1.656600952,0.411471725,0.548799932,1.363905311,0.186381206,0.540643036,1.378958225,0.306838363,0.682456076,11_Sep_2023_14_04
3,7,10,19,16,1,13,7,8,7,22,6,1,5,7,8,8,11,6,41,18,1,43,10,3,52,0,1.553872228,0.642854452,0.741599977,1.656605005,0.411452651,0.548822701,1.363915086,0.186387211,0.540669799,1.378973842,0.306810826,0.682471812,11_Sep_2023_14_04
4,4,9,18,17,1,14,1,17,5,18,8,0,0,6,7,10,14,5,37,19,7,41,11,0,52,2,1.553875208,0.642855227,0.741600454,1.656599641,0.41144383,0.548814833,1.363923669,0.186376318,0.540685713,1.378942251,0.306757152,0.682510614,11_Sep_2023_14_04
2,7,9,18,16,0,7,0,11,4,25,9,0,3,4,7,7,13,5,35,19,3,40,11,1,52,1,1.553875208,0.642855227,0.741600454,1.656599641,0.41144383,0.548814833,1.363923669,0.186376318,0.540685713,1.378942251,0.306757152,0.682510614,11_Sep_2023_14_04
3,5,11,19,18,0,10,0,11,12,21,10,0,3,5,7,5,15,6,38,18,2,43,9,0,55,0,1.553882718,0.642852783,0.741610229,1.656598926,0.411428005,0.548832953,1.363927722,0.186453879,0.540769815,1.378981233,0.306817055,0.682506561,11_Sep_2023_14_04
5,7,9,18,16,0,7,0,6,11,21,10,2,9,7,8,8,13,11,41,18,1,44,10,0,51,2,1.553882718,0.642852783,0.741610229,1.656598926,0.411428005,0.548832953,1.363927722,0.186453879,0.540769815,1.378981233,0.306817055,0.682506561,11_Sep_2023_14_04
6,7,11,18,17,3,8,1,14,9,21,8,1,2,5,7,11,13,2,38,16,2,38,10,0,55,0,1.553887606,0.642851353,0.7416116,1.656587839,0.411419034,0.548831701,1.36393261,0.186453134,0.540786982,1.37895596,0.306767255,0.682540238,11_Sep_2023_14_04
5,6,10,17,18,0,3,1,12,7,20,10,1,2,11,7,14,11,9,35,22,2,38,11,3,54,0,1.553887606,0.642851353,0.7416116,1.656587839,0.411419034,0.548831701,1.36393261,0.186453134,0.540786982,1.37895596,0.306767255,0.682540238,11_Sep_2023_14_04
3,4,9,17,19,0,4,1,12,9,21,10,0,0,5,5,8,12,5,36,14,6,43,7,2,56,2,1.553884029,0.642843902,0.741599083,1.656583786,0.4114061,0.548829198,1.363935471,0.186352879,0.540708244,1.379007459,0.306811452,0.682527959,11_Sep_2023_14_04
5,9,10,17,19,1,3,0,11,5,20,4,3,3,6,7,11,13,9,37,19,2,42,9,5,51,0,1.553887606,0.642835677,0.741600096,1.656579971,0.411385745,0.548836768,1.363924861,0.18631351,0.540690541,1.378991008,0.306695193,0.682548225,11_Sep_2023_14_04
0,7,10,17,17,1,6,1,11,7,20,8,1,3,4,2,13,12,7,40,20,2,42,9,1,56,2,1.553887606,0.642835677,0.741600096,1.656579971,0.411385745,0.548836768,1.363924861,0.18631351,0.540690541,1.378991008,0.306695193,0.682548225,11_Sep_2023_14_04
7,11,9,17,16,1,8,0,10,3,22,12,1,1,7,6,8,10,7,36,18,1,46,9,1,54,0,1.553887367,0.642826855,0.741597235,1.656570911,0.411354899,0.548826993,1.363999248,0.186307192,0.540726542,1.379044175,0.306719661,0.682533205,11_Sep_2023_14_04
4,7,10,16,25,1,6,0,13,9,23,7,1,2,2,7,12,13,7,36,18,1,44,11,0,54,0,1.553887367,0.642826855,0.741597235,1.656570911,0.411354899,0.548826993,1.363999248,0.186307192,0.540726542,1.379044175,0.306719661,0.682533205,11_Sep_2023_14_04
4,7,11,17,15,0,3,2,11,7,20,10,1,4,3,7,9,13,13,36,18,0,43,10,0,55,0,1.553890824,0.642819464,0.741605103,1.65656209,0.411314458,0.548812509,1.364019275,0.186288178,0.540727317,1.379058838,0.306765854,0.682540476,11_Sep_2023_14_04
3,8,10,12,18,0,6,1,11,4,20,10,0,2,4,7,7,10,8,39,14,2,40,10,1,55,0,1.553890824,0.642819464,0.741605103,1.65656209,0.411314458,0.548812509,1.364019275,0.186288178,0.540727317,1.379058838,0.306765854,0.682540476,11_Sep_2023_14_04
5,12,15,16,16,1,7,6,11,8,23,10,2,2,4,5,10,11,6,35,17,2,44,11,0,53,0,1.553896785,0.642809868,0.741614521,1.656571269,0.411310941,0.548830152,1.36396122,0.186262697,0.540696442,1.379089832,0.3066746,0.682537377,11_Sep_2023_14_04
2,7,11,16,18,0,7,1,11,1,21,9,2,3,6,7,10,17,7,34,19,2,44,8,2,55,0,1.553903341,0.642805696,0.741623342,1.656575203,0.411300451,0.548836946,1.364014745,0.186242223,0.540660083,1.379075885,0.306781024,0.682581902,11_Sep_2023_14_04
9,8,9,18,21,0,8,0,11,10,27,11,1,2,7,4,11,16,6,39,19,3,44,10,0,66,0,1.553908825,0.642809749,0.741631866,1.656594276,0.411248803,0.548837721,1.364077806,0.186237246,0.540741324,1.379090548,0.306722343,0.682559013,11_Sep_2023_14_04
7,10,10,17,17,0,8,0,11,12,27,8,1,2,4,11,8,15,12,43,19,2,45,6,1,66,0,1.553908825,0.642809749,0.741631866,1.656594276,0.411248803,0.548837721,1.364077806,0.186237246,0.540741324,1.379090548,0.306722343,0.682559013,11_Sep_2023_14_04
6,10,15,19,21,0,9,8,11,6,27,6,0,4,6,6,10,16,7,40,18,4,44,6,0,63,1,1.553909779,0.642813087,0.741630137,1.656585455,0.411264986,0.548822105,1.364026189,0.186219215,0.540712953,1.379064798,0.306620896,0.682580709,11_Sep_2023_14_04
9,10,11,16,20,1,6,1,10,6,28,9,0,1,6,7,9,14,11,41,21,2,44,5,0,71,0,1.553909779,0.642813087,0.741630137,1.656585455,0.411264986,0.548822105,1.364026189,0.186219215,0.540712953,1.379064798,0.306620896,0.682580709,11_Sep_2023_14_04
7,10,9,20,21,3,9,1,11,5,26,6,1,5,3,6,11,13,6,45,20,3,45,6,0,63,0,1.553908587,0.642818391,0.741625428,1.656583548,0.411258221,0.548817277,1.364058971,0.186218873,0.540734828,1.37914288,0.306620479,0.68257004,11_Sep_2023_14_04
7,10,14,15,22,0,3,3,11,6,23,9,0,0,6,6,5,15,5,37,20,1,44,7,0,66,0,1.553910494,0.642819524,0.741624355,1.656584263,0.411249548,0.548815429,1.364070892,0.186185598,0.540732741,1.379109621,0.306740075,0.682616651,11_Sep_2023_14_04
9,9,8,20,21,0,8,0,9,6,28,10,0,3,6,6,10,13,7,44,19,3,45,8,1,63,0,1.553910494,0.642819524,0.741624355,1.656584263,0.411249548,0.548815429,1.364070892,0.186185598,0.540732741,1.379109621,0.306740075,0.682616651,11_Sep_2023_14_04
6,10,10,21,22,0,7,0,11,6,25,9,5,3,7,6,8,14,2,41,21,3,45,5,0,65,0,1.553910732,0.642811,0.741616011,1.65659678,0.411211431,0.548839211,1.364130616,0.186158776,0.540691733,1.379175305,0.306590557,0.682580173,11_Sep_2023_14_04
8,11,14,23,21,0,9,13,11,9,27,7,0,0,11,14,9,13,11,39,18,4,44,6,0,71,1,1.553917885,0.642783165,0.741604269,1.656587958,0.411152601,0.548804283,1.364200354,0.186082974,0.540695965,1.37921083,0.306582779,0.682603598,11_Sep_2023_14_04
5,11,12,20,22,0,10,0,10,6,27,8,2,2,5,5,13,14,9,38,22,9,45,6,2,63,1,1.553946376,0.64274615,0.74155736,1.656605363,0.411092401,0.548811078,1.364283204,0.186039314,0.540724933,1.379247069,0.306499898,0.682611883,11_Sep_2023_14_04
5,10,9,21,19,0,9,0,11,7,27,9,1,2,6,6,10,16,6,37,21,2,45,8,1,66,1,1.553952456,0.642764568,0.741570711,1.656636834,0.411036581,0.548828006,1.364412665,0.18594557,0.540741742,1.379428506,0.306380987,0.682569861,11_Sep_2023_14_04
5,9,11,18,22,0,7,1,11,5,26,8,0,1,8,6,10,13,7,38,16,7,40,6,1,65,1,1.553961396,0.642733753,0.741471052,1.656642795,0.410969228,0.548853517,1.364598513,0.185808316,0.540682554,1.379433155,0.30635944,0.682603776,11_Sep_2023_14_04
7,11,7,20,21,1,8,1,10,8,24,10,2,3,12,7,9,15,8,37,20,3,40,9,0,67,0,1.553980947,0.642709255,0.74147433,1.656702399,0.410892636,0.548871875,1.364655256,0.185826212,0.540718853,1.379511237,0.306300581,0.68258208,11_Sep_2023_14_04
7,9,11,18,18,1,9,0,8,7,27,9,0,2,6,5,11,16,5,35,17,1,45,9,0,66,1,1.553985715,0.642698944,0.74144119,1.656752229,0.410817415,0.548925579,1.364893675,0.185685217,0.540647864,1.379708529,0.306229085,0.682535827,11_Sep_2023_14_04
8,7,8,18,19,0,14,3,10,9,26,10,0,2,8,7,10,13,5,38,20,3,45,7,0,62,1,1.553982735,0.642713606,0.741411507,1.656786442,0.4107638,0.548904538,1.364987135,0.18565321,0.54068619,1.379852295,0.306134224,0.68249613,11_Sep_2023_14_04
6,9,9,20,17,0,8,0,9,8,28,9,0,2,2,7,11,17,7,38,21,7,41,11,0,65,0,1.554001093,0.642654479,0.741396308,1.656844616,0.41067037,0.548970759,1.365162015,0.185531393,0.54064244,1.379891038,0.306046575,0.682418942,11_Sep_2023_14_04
7,9,10,17,22,0,8,1,11,9,26,10,0,5,4,6,11,10,8,36,20,0,44,8,0,66,0,1.554001689,0.642642796,0.741372764,1.656885624,0.410621166,0.549000978,1.365329385,0.18546465,0.540596366,1.379972816,0.306024522,0.682434559,11_Sep_2023_14_04
6,8,10,19,22,1,6,2,10,9,26,10,0,0,6,5,7,20,5,35,19,3,41,5,1,68,2,1.553985238,0.642677426,0.74132812,1.656924009,0.41059497,0.54903543,1.365472913,0.185424998,0.54056263,1.380080342,0.305927008,0.682366848,11_Sep_2023_14_04
7,7,9,19,22,3,7,0,12,12,23,11,0,10,6,6,12,16,9,39,20,4,43,8,1,67,0,1.554012775,0.642593384,0.741333008,1.656987786,0.410484582,0.549028814,1.365657449,0.185348287,0.540489197,1.380150676,0.305877447,0.682323098,11_Sep_2023_14_04
5,6,10,16,20,0,8,0,5,6,27,9,0,2,5,6,9,14,7,37,21,2,43,6,0,68,0,1.55401206,0.642595947,0.741299093,1.657031417,0.41044879,0.549080968,1.365884781,0.185317591,0.540421903,1.380285859,0.305829495,0.682285309,11_Sep_2023_14_04
6,7,13,20,20,0,9,15,8,10,26,8,0,2,3,1,12,14,4,38,19,4,42,10,0,67,0,1.553990006,0.642599046,0.741254807,1.657106876,0.410414308,0.549012125,1.366021037,0.185273156,0.54038769,1.380360603,0.305751294,0.682254374,11_Sep_2023_14_04
5,8,8,17,21,0,7,0,9,6,25,12,0,2,7,3,10,13,8,37,22,1,45,10,0,62,0,1.553987503,0.642534852,0.74123472,1.657142282,0.410335153,0.549045205,1.366115451,0.185213402,0.540359735,1.380422592,0.30569905,0.682207048,11_Sep_2023_14_04
7,9,14,14,21,0,8,1,9,7,31,10,3,2,5,10,10,14,6,37,21,3,43,5,4,67,0,1.553975701,0.642512619,0.741221547,1.6572119,0.410305232,0.54906708,1.366223574,0.185182273,0.540325761,1.380502582,0.305652797,0.682173073,11_Sep_2023_14_04
6,7,8,21,21,2,15,0,11,9,27,9,0,0,5,7,10,14,1,37,21,3,46,7,0,67,0,1.553960323,0.642501593,0.741188407,1.657277226,0.410260379,0.549106121,1.366315246,0.185082659,0.540230811,1.380560279,0.305594891,0.682107389,11_Sep_2023_14_04
5,7,11,14,17,2,4,1,6,8,23,14,0,2,7,2,11,15,9,37,21,4,44,6,0,61,0,1.553934574,0.642438352,0.741151452,1.657372117,0.410173148,0.549173474,1.36646235,0.18505381,0.54014039,1.380561829,0.305533826,0.682029903,11_Sep_2023_14_04
3,7,5,20,21,0,9,0,9,5,26,8,0,3,5,6,9,15,6,37,21,2,42,7,0,68,0,1.55399704,0.642442048,0.741238832,1.65743959,0.410143405,0.549201012,1.366448045,0.18504703,0.540000796,1.3805089,0.305514783,0.681951821,11_Sep_2023_14_04
7,5,10,18,23,0,5,2,11,6,24,6,1,3,1,6,6,17,7,36,18,0,43,10,0,68,0,1.553959131,0.642423272,0.74116832,1.657671809,0.410030842,0.549597085,1.366566181,0.185122699,0.53973496,1.380400777,0.305534065,0.681753695,11_Sep_2023_14_04
7,8,9,21,25,14,7,1,10,7,25,8,2,2,6,4,10,16,9,38,20,3,41,7,0,69,1,1.553904295,0.642379463,0.741089642,1.657730699,0.409924805,0.549729526,1.366504788,0.185298175,0.539331496,1.380239129,0.305662692,0.681359947,11_Sep_2023_14_04
