S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S15,S16,S17,S18,S21,S22,S23,S24,S25,S26,S27,S28,S29,S31,M2x,M2y,M2z,M1x,M1y,M1z,M4x,M4y,M4z,M3x,M3y,M3z,sesion_time_stamp
6,12,4,8,5,0,3,0,13,4,16,12,0,3,1,10,13,46,4,20,15,4,39,12,0,26,3,1.52130019664764,0.637835741043091,0.80313915014267,1.63494956493378,0.411852180957794,0.608325302600861,1.34381461143494,0.154171764850616,0.640812993049622,1.34799873828888,0.292014867067337,0.770080387592316,11_Sep_2023_14_07
0,12,3,9,6,0,3,1,14,1,19,5,1,1,2,7,6,45,2,22,12,2,40,11,0,28,0,1.52130019664764,0.637835741043091,0.80313915014267,1.63494956493378,0.411852180957794,0.608325302600861,1.34381461143494,0.154171764850616,0.640812993049622,1.34799873828888,0.292014867067337,0.770080387592316,11_Sep_2023_14_07
3,13,3,15,7,0,5,0,15,1,14,8,4,8,2,8,7,45,0,20,10,3,42,9,1,31,0,1.52128124237061,0.637844502925873,0.80305814743042,1.63507783412933,0.411834061145782,0.608376622200012,1.34394884109497,0.154357999563217,0.640457153320313,1.34793257713318,0.292088150978088,0.769782423973084,11_Sep_2023_14_07
1,13,2,4,0,0,5,0,19,5,15,8,1,1,1,12,8,45,2,23,9,7,43,11,0,28,0,1.52128124237061,0.637844502925873,0.80305814743042,1.63507783412933,0.411834061145782,0.608376622200012,1.34394884109497,0.154357999563217,0.640457153320313,1.34793257713318,0.292088150978088,0.769782423973084,11_Sep_2023_14_07
1,12,2,9,4,15,3,0,17,5,12,7,0,2,4,15,8,33,0,23,8,3,42,10,0,35,2,1.52124500274658,0.63785058259964,0.802976071834564,1.63519072532654,0.411833882331848,0.608350157737732,1.34403240680695,0.154555529356003,0.639888525009155,1.34782779216766,0.292174100875854,0.769468605518341,11_Sep_2023_14_07
4,11,5,7,6,0,6,15,10,3,13,6,1,3,4,11,6,39,14,27,15,2,43,8,9,31,0,1.52124500274658,0.63785058259964,0.802976071834564,1.63519072532654,0.411833882331848,0.608350157737732,1.34403240680695,0.154555529356003,0.639888525009155,1.34782779216766,0.292174100875854,0.769468605518341,11_Sep_2023_14_07
3,10,7,11,6,0,6,0,7,9,13,13,0,3,4,13,8,27,2,25,16,1,45,12,0,34,0,1.52119970321655,0.637862265110016,0.802889049053192,1.63530254364014,0.411866575479507,0.60821670293808,1.34449028968811,0.154582932591438,0.640017926692963,1.34772491455078,0.292175054550171,0.769156575202942,11_Sep_2023_14_07
1,13,7,10,2,5,5,1,9,1,14,6,0,1,4,9,8,26,0,24,14,2,42,15,0,35,11,1.52119970321655,0.637862265110016,0.802889049053192,1.63530254364014,0.411866575479507,0.60821670293808,1.34449028968811,0.154582932591438,0.640017926692963,1.34772491455078,0.292175054550171,0.769156575202942,11_Sep_2023_14_07
6,16,12,10,8,0,1,1,9,3,10,9,8,2,0,10,11,29,3,24,16,1,39,14,0,31,1,1.5211615562439,0.637876451015472,0.802815794944763,1.63541305065155,0.411864042282105,0.608180642127991,1.34452068805695,0.154766112565994,0.639585435390472,1.34756565093994,0.292213350534439,0.768793225288391,11_Sep_2023_14_07
2,11,6,11,7,1,6,0,9,11,10,10,1,1,2,14,11,22,1,23,13,8,45,13,1,34,0,1.5211615562439,0.637876451015472,0.802815794944763,1.63541305065155,0.411864042282105,0.608180642127991,1.34452068805695,0.154766112565994,0.639585435390472,1.34756565093994,0.292213350534439,0.768793225288391,11_Sep_2023_14_07
