S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S15,S16,S17,S18,S21,S22,S23,S24,S25,S26,S27,S28,S29,S31,M3x,M3y,M3z,M1x,M1y,M1z,M4x,M4y,M4z,M2x,M2y,M2z,sesion_time_stamp
3,11,7,19,16,0,8,5,14,0,17,9,1,9,3,7,5,15,1,27,16,5,21,14,7,28,2,1.54994225502014,0.637875437736511,0.855447053909302,1.65770065784454,0.41107451915741,0.661330461502075,1.38529109954834,0.158871933817863,0.671441614627838,1.3769679069519,0.291137218475342,0.817797482013702,11_Sep_2023_14_29
1,12,6,19,17,0,4,0,13,0,17,3,1,8,2,5,8,19,0,27,14,5,20,13,10,28,0,1.54989242553711,0.637829780578613,0.855527758598328,1.65760326385498,0.411032766103745,0.66161972284317,1.38524878025055,0.15887625515461,0.671439528465271,1.37696659564972,0.291036427021027,0.817853450775147,11_Sep_2023_14_29
3,8,5,19,15,0,2,0,14,2,15,0,3,8,6,7,1,17,3,25,16,11,21,12,9,26,2,1.54979240894318,0.637798309326172,0.855580508708954,1.65752351284027,0.41105055809021,0.661659836769104,1.38519501686096,0.158885553479195,0.671432852745056,1.37696969509125,0.290936797857284,0.817918717861176,11_Sep_2023_14_29
3,8,6,13,16,0,2,0,14,0,16,7,0,6,3,7,4,15,0,27,12,3,19,11,6,27,4,1.54979240894318,0.637798309326172,0.855580508708954,1.65752351284027,0.41105055809021,0.661659836769104,1.38519501686096,0.158885553479195,0.671432852745056,1.37696969509125,0.290936797857284,0.817918717861176,11_Sep_2023_14_29
3,7,8,14,12,0,6,1,14,0,17,4,0,8,2,7,5,13,1,26,16,3,25,11,9,25,1,1.54971444606781,0.637799799442291,0.855735003948212,1.65743553638458,0.411081790924072,0.661683857440949,1.38512551784515,0.15889585018158,0.671408474445343,1.37695920467377,0.290858894586563,0.817989468574524,11_Sep_2023_14_29
2,11,7,17,15,1,1,1,19,0,15,3,2,8,4,7,2,18,0,27,16,1,23,13,9,28,1,1.54971444606781,0.637799799442291,0.855735003948212,1.65743553638458,0.411081790924072,0.661683857440949,1.38512551784515,0.15889585018158,0.671408474445343,1.37695920467377,0.290858894586563,0.817989468574524,11_Sep_2023_14_29
3,10,8,17,13,2,3,0,9,9,18,4,0,9,1,7,2,17,0,27,18,6,21,8,8,28,0,1.54964053630829,0.637750923633575,0.855801463127136,1.65733683109283,0.411112427711487,0.661661982536316,1.38506507873535,0.158906295895576,0.67138534784317,1.3769553899765,0.290774077177048,0.81806093454361,11_Sep_2023_14_29
2,5,7,17,15,0,6,0,13,0,17,3,1,10,1,14,6,17,1,29,12,3,21,16,6,26,0,1.54964053630829,0.637750923633575,0.855801463127136,1.65733683109283,0.411112427711487,0.661661982536316,1.38506507873535,0.158906295895576,0.67138534784317,1.3769553899765,0.290774077177048,0.81806093454361,11_Sep_2023_14_29
5,9,8,19,17,5,9,0,15,0,15,2,0,7,1,9,4,16,0,27,17,3,25,13,9,25,1,1.54955852031708,0.637744247913361,0.855926990509033,1.65723276138306,0.411126762628555,0.661686599254608,1.38531923294067,0.15883369743824,0.671947240829468,1.37695705890656,0.290672451257706,0.818134069442749,11_Sep_2023_14_29
1,9,5,21,13,0,4,0,21,0,18,3,9,9,0,8,0,16,0,22,16,4,21,12,8,24,0,1.54955852031708,0.637744247913361,0.855926990509033,1.65723276138306,0.411126762628555,0.661686599254608,1.38531923294067,0.15883369743824,0.671947240829468,1.37695705890656,0.290672451257706,0.818134069442749,11_Sep_2023_14_29
