S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S15,S16,S17,S18,S21,S22,S23,S24,S25,S26,S27,S28,S29,S31,M3x,M3y,M3z,M1x,M1y,M1z,M4x,M4y,M4z,M2x,M2y,M2z,sesion_time_stamp
5,0,7,10,5,0,2,0,5,3,23,5,8,15,2,1,0,15,0,50,44,2,6,4,3,11,2,1.504313231,0.60817498,0.915170014,1.618694067,0.388900459,0.688520372,1.343943477,0.123893209,0.701613963,1.357766509,0.255911767,0.860447347,11_Sep_2023_14_45
11,3,11,6,5,0,2,0,5,3,27,8,0,15,0,3,0,13,1,48,45,2,9,5,2,11,1,1.504313231,0.60817498,0.915170014,1.618694067,0.388900459,0.688520372,1.343943477,0.123893209,0.701613963,1.357766509,0.255911767,0.860447347,11_Sep_2023_14_45
9,1,7,5,5,0,1,1,8,3,24,6,2,15,12,4,0,13,0,47,44,3,7,2,0,11,1,1.504345298,0.60818553,0.915189683,1.618666768,0.388803393,0.688674569,1.344054699,0.12385086,0.701620817,1.3578161,0.255867928,0.860479891,11_Sep_2023_14_45
2,2,5,8,3,0,1,0,6,4,26,4,1,16,0,0,2,15,1,48,40,2,7,2,1,11,0,1.504345298,0.60818553,0.915189683,1.618666768,0.388803393,0.688674569,1.344054699,0.12385086,0.701620817,1.3578161,0.255867928,0.860479891,11_Sep_2023_14_45
3,11,4,2,7,0,0,4,7,8,25,7,2,15,0,0,0,9,0,47,40,6,4,2,0,10,2,1.504244685,0.608128369,0.915215135,1.61865139,0.388767958,0.688686252,1.344029784,0.123805404,0.701680362,1.357885599,0.255839527,0.860530853,11_Sep_2023_14_45
5,0,7,6,4,1,0,0,6,1,23,7,2,17,0,2,0,12,1,47,39,1,12,2,1,11,2,1.504244685,0.608128369,0.915215135,1.61865139,0.388767958,0.688686252,1.344029784,0.123805404,0.701680362,1.357885599,0.255839527,0.860530853,11_Sep_2023_14_45
7,0,7,6,5,0,1,0,4,4,23,6,2,16,0,13,0,9,1,47,43,2,10,3,1,11,0,1.504258871,0.608108997,0.915189445,1.618625641,0.388705701,0.688738406,1.344161868,0.123790868,0.70175153,1.357964039,0.255809963,0.860598862,11_Sep_2023_14_45
10,6,3,7,4,0,0,0,5,4,25,8,0,14,4,0,0,14,1,48,42,2,12,2,4,7,0,1.504258871,0.608108997,0.915189445,1.618625641,0.388705701,0.688738406,1.344161868,0.123790868,0.70175153,1.357964039,0.255809963,0.860598862,11_Sep_2023_14_45
5,0,3,7,7,16,0,1,6,5,27,7,6,14,1,3,4,13,1,47,41,3,9,3,3,12,1,1.504313469,0.608111858,0.915192246,1.618607044,0.388675839,0.688743949,1.344251633,0.123787232,0.701891899,1.358027577,0.255791843,0.860668957,11_Sep_2023_14_45
8,2,4,7,4,0,1,0,5,5,23,6,2,16,10,3,0,12,7,46,39,11,10,3,1,11,11,1.504313469,0.608111858,0.915192246,1.618607044,0.388675839,0.688743949,1.344251633,0.123787232,0.701891899,1.358027577,0.255791843,0.860668957,11_Sep_2023_14_45
6,2,2,8,5,0,0,1,4,4,27,7,0,13,0,0,0,13,1,50,41,3,10,1,0,10,3,1.504362822,0.608114183,0.915226042,1.618595958,0.388657331,0.688760698,1.344233274,0.1237486,0.701920927,1.358083606,0.255781949,0.860761762,11_Sep_2023_14_45
5,0,6,0,5,0,1,0,1,6,22,7,10,15,0,3,0,11,1,49,41,2,10,4,1,9,8,1.504362822,0.608114183,0.915226042,1.618595958,0.388657331,0.688760698,1.344233274,0.1237486,0.701920927,1.358083606,0.255781949,0.860761762,11_Sep_2023_14_45
4,2,3,7,3,2,0,0,3,5,24,8,7,14,0,3,0,13,1,46,40,0,15,4,4,7,1,1.504426718,0.608109117,0.915273964,1.618586183,0.388646632,0.688778043,1.344333529,0.123759814,0.702085912,1.3581357,0.255796432,0.860848129,11_Sep_2023_14_45
3,3,5,7,3,0,1,0,9,0,23,4,8,16,1,0,0,15,0,49,43,1,12,4,3,10,2,1.504426718,0.608109117,0.915273964,1.618586183,0.388646632,0.688778043,1.344333529,0.123759814,0.702085912,1.3581357,0.255796432,0.860848129,11_Sep_2023_14_45
4,3,3,1,12,2,1,14,7,0,24,12,0,23,0,2,2,8,0,46,42,0,12,4,3,8,2,1.504482746,0.608110845,0.91530329,1.618595481,0.388637096,0.688800454,1.344442844,0.123720221,0.70208925,1.358203053,0.255768687,0.860918105,11_Sep_2023_14_45
7,2,3,5,4,1,1,0,3,12,24,7,2,14,1,1,3,13,0,46,39,2,13,11,2,6,2,1.504482746,0.608110845,0.91530329,1.618595481,0.388637096,0.688800454,1.344442844,0.123720221,0.70208925,1.358203053,0.255768687,0.860918105,11_Sep_2023_14_45
5,3,4,3,14,0,0,0,5,3,23,11,0,14,2,3,0,13,1,45,40,7,10,4,2,5,1,1.504534841,0.60811156,0.915336072,1.61858809,0.388636172,0.688805282,1.344504714,0.123758309,0.70222187,1.358274817,0.255760878,0.860992193,11_Sep_2023_14_45
2,2,9,4,7,2,1,0,7,4,23,8,12,15,1,3,0,13,0,47,40,1,14,6,0,7,1,1.504534841,0.60811156,0.915336072,1.61858809,0.388636172,0.688805282,1.344504714,0.123758309,0.70222187,1.358274817,0.255760878,0.860992193,11_Sep_2023_14_45
7,2,5,6,6,12,2,0,5,3,23,8,2,15,0,13,0,10,1,47,42,3,13,8,3,7,2,1.504624844,0.60808903,0.915334761,1.618588686,0.388623893,0.688821912,1.344580531,0.12375918,0.70229727,1.35833776,0.255739689,0.861064017,11_Sep_2023_14_45
3,2,5,4,2,3,0,0,7,3,23,8,0,11,2,2,0,12,12,47,41,2,14,4,0,7,1,1.504624844,0.60808903,0.915334761,1.618588686,0.388623893,0.688821912,1.344580531,0.12375918,0.70229727,1.35833776,0.255739689,0.861064017,11_Sep_2023_14_45
4,2,10,5,4,1,1,0,11,3,25,9,5,15,0,5,0,13,1,48,42,3,14,3,3,8,5,1.504677892,0.608092308,0.915355563,1.618584991,0.38861537,0.688827813,1.344606757,0.123749033,0.702342331,1.35841167,0.255707383,0.86113894,11_Sep_2023_14_45
0,2,5,6,13,4,0,0,7,2,22,6,1,16,0,3,0,14,4,47,38,3,11,5,5,8,2,1.504677892,0.608092308,0.915355563,1.618584991,0.38861537,0.688827813,1.344606757,0.123749033,0.702342331,1.35841167,0.255707383,0.86113894,11_Sep_2023_14_45
5,0,4,5,4,5,0,0,6,5,26,8,6,17,2,1,0,11,2,51,38,2,12,6,2,5,1,1.50471735,0.60809952,0.915379226,1.618583798,0.388572574,0.688879192,1.344666839,0.123735271,0.70240736,1.35846138,0.255670696,0.861200392,11_Sep_2023_14_45
3,3,6,7,3,0,1,0,1,3,25,5,2,15,0,2,0,15,1,48,42,3,13,4,2,8,11,1.50471735,0.60809952,0.915379226,1.618583798,0.388572574,0.688879192,1.344666839,0.123735271,0.70240736,1.35846138,0.255670696,0.861200392,11_Sep_2023_14_45
1,7,8,5,4,1,3,0,4,4,25,6,1,14,0,1,1,15,13,45,43,2,16,5,1,7,2,1.504754901,0.608106911,0.915399849,1.618576527,0.388548642,0.688901663,1.344719291,0.123709016,0.702449203,1.358509064,0.255626738,0.861262321,11_Sep_2023_14_45
3,1,5,9,3,0,1,0,6,2,23,7,1,17,0,1,0,13,0,49,35,3,10,14,1,7,2,1.504754901,0.608106911,0.915399849,1.618576527,0.388548642,0.688901663,1.344719291,0.123709016,0.702449203,1.358509064,0.255626738,0.861262321,11_Sep_2023_14_45
3,3,6,4,4,1,5,0,7,2,23,3,1,16,0,3,0,14,8,49,35,2,12,6,2,7,4,1.504767656,0.608140051,0.915411413,1.618556023,0.388522416,0.688911557,1.344776273,0.123687506,0.702499688,1.358555555,0.255601346,0.861315668,11_Sep_2023_14_45
11,3,9,5,5,1,3,0,3,3,24,8,2,16,0,0,4,14,0,45,37,3,12,4,5,7,1,1.504767656,0.608140051,0.915411413,1.618556023,0.388522416,0.688911557,1.344776273,0.123687506,0.702499688,1.358555555,0.255601346,0.861315668,11_Sep_2023_14_45
10,2,2,4,3,0,3,0,7,4,30,5,1,14,6,5,0,13,13,49,37,3,12,5,3,6,0,1.50480926,0.608127832,0.91542381,1.618537426,0.388500243,0.688925505,1.344841957,0.123671181,0.702589095,1.358598471,0.255590022,0.861369014,11_Sep_2023_14_45
3,0,10,4,4,2,2,0,6,4,20,7,3,15,0,3,0,15,1,49,39,3,13,3,3,2,1,1.50480926,0.608127832,0.91542381,1.618537426,0.388500243,0.688925505,1.344841957,0.123671181,0.702589095,1.358598471,0.255590022,0.861369014,11_Sep_2023_14_45
3,4,5,11,6,0,3,0,7,5,23,10,1,15,0,2,1,15,2,45,40,1,11,2,2,8,1,1.50480926,0.608127832,0.91542381,1.618537426,0.388500243,0.688925505,1.344841957,0.123671181,0.702589095,1.358598471,0.255590022,0.861369014,11_Sep_2023_14_45
3,2,5,1,3,0,0,0,2,3,25,10,2,15,0,0,1,14,0,48,39,3,16,11,2,8,2,1.504828453,0.60814774,0.915441573,1.618514299,0.388483703,0.688913107,1.344891429,0.123654902,0.70264107,1.358648539,0.255588502,0.861423254,11_Sep_2023_14_45
3,2,4,6,2,1,0,0,3,5,24,6,1,16,0,3,8,13,0,47,40,2,16,4,3,5,1,1.504828453,0.60814774,0.915441573,1.618514299,0.388483703,0.688913107,1.344891429,0.123654902,0.70264107,1.358648539,0.255588502,0.861423254,11_Sep_2023_14_45
3,4,6,6,3,1,1,0,6,6,22,6,2,15,12,3,0,15,0,48,42,2,9,3,1,9,1,1.504861712,0.608152866,0.915468991,1.618504047,0.388473213,0.688913643,1.344940305,0.123636827,0.702680528,1.35871923,0.255580217,0.861507833,11_Sep_2023_14_45
4,1,5,3,0,8,0,0,6,6,23,7,4,18,1,2,0,14,0,47,43,2,11,5,3,4,1,1.504861712,0.608152866,0.915468991,1.618504047,0.388473213,0.688913643,1.344940305,0.123636827,0.702680528,1.35871923,0.255580217,0.861507833,11_Sep_2023_14_45
5,8,5,8,3,0,1,4,3,5,23,4,0,15,0,5,0,18,0,47,41,4,14,6,2,6,2,1.504908562,0.608156502,0.915513337,1.618496418,0.388447076,0.688979566,1.344945431,0.123579465,0.702621281,1.35878098,0.255553097,0.861570239,11_Sep_2023_14_45
6,2,4,4,0,0,11,0,5,2,26,9,0,15,10,2,1,14,4,47,38,3,9,3,3,7,2,1.504962921,0.60813874,0.915529728,1.618482947,0.388436317,0.688946962,1.345015764,0.123565532,0.702698529,1.358838797,0.255538434,0.861614704,11_Sep_2023_14_45
3,2,1,5,4,14,2,1,5,2,27,8,8,13,6,4,0,14,0,45,37,1,11,5,3,3,0,1.504962921,0.60813874,0.915529728,1.618482947,0.388436317,0.688946962,1.345015764,0.123565532,0.702698529,1.358838797,0.255538434,0.861614704,11_Sep_2023_14_45
6,0,5,6,3,0,1,0,4,2,23,6,1,16,0,3,7,12,8,43,38,1,8,2,3,4,0,1.505010962,0.608138442,0.915550828,1.618475318,0.388403535,0.68897438,1.345083714,0.123571143,0.702760935,1.358893156,0.255522639,0.861681283,11_Sep_2023_14_45
6,1,4,7,3,0,0,0,3,2,24,9,0,15,1,2,0,11,8,44,38,3,6,2,4,5,1,1.505010962,0.608138442,0.915550828,1.618475318,0.388403535,0.68897438,1.345083714,0.123571143,0.702760935,1.358893156,0.255522639,0.861681283,11_Sep_2023_14_45
7,1,2,5,7,0,1,5,4,5,22,7,1,18,0,2,0,14,4,39,40,2,10,2,5,6,2,1.505057216,0.608131886,0.915572166,1.618474126,0.388394564,0.688988745,1.345208764,0.123688594,0.702882707,1.358947992,0.255529702,0.861756623,11_Sep_2023_14_45
4,4,3,5,5,1,1,0,7,6,23,6,2,16,0,3,0,15,0,38,34,3,11,2,3,9,3,1.505057216,0.608131886,0.915572166,1.618474126,0.388394564,0.688988745,1.345208764,0.123688594,0.702882707,1.358947992,0.255529702,0.861756623,11_Sep_2023_14_45
13,0,5,3,5,1,1,0,6,2,21,5,2,16,0,0,0,14,0,39,37,2,11,2,4,9,2,1.505114555,0.608134985,0.915583134,1.618473768,0.388399392,0.688994586,1.345250607,0.123635769,0.702960849,1.358978271,0.255540013,0.861822665,11_Sep_2023_14_45
6,8,13,6,1,0,0,2,7,0,17,4,8,15,0,1,1,9,0,41,40,2,10,4,2,9,5,1.505114555,0.608134985,0.915583134,1.618473768,0.388399392,0.688994586,1.345250607,0.123635769,0.702960849,1.358978271,0.255540013,0.861822665,11_Sep_2023_14_45
2,4,1,2,5,4,1,0,4,5,15,6,1,15,0,3,0,17,1,42,39,1,9,4,3,3,2,1.505114555,0.608134985,0.915583134,1.618473768,0.388399392,0.688994586,1.345250607,0.123635769,0.702960849,1.358978271,0.255540013,0.861822665,11_Sep_2023_14_45
5,11,1,6,7,0,0,0,9,8,18,5,1,16,0,2,0,9,1,45,37,6,9,0,4,7,2,1.505157828,0.608135521,0.915592968,1.618461967,0.388388753,0.688995957,1.345291376,0.123622797,0.7029953,1.359032989,0.255507708,0.861890793,11_Sep_2023_14_45
7,3,2,4,3,0,0,0,6,4,20,5,1,16,0,1,1,14,1,44,46,3,15,0,8,8,1,1.505157828,0.608135521,0.915592968,1.618461967,0.388388753,0.688995957,1.345291376,0.123622797,0.7029953,1.359032989,0.255507708,0.861890793,11_Sep_2023_14_45
8,4,0,6,5,0,1,0,7,0,23,3,1,17,0,1,13,7,0,48,42,1,5,3,5,7,10,1.505192995,0.608147562,0.915610135,1.618456006,0.388379544,0.689009607,1.345271468,0.123543322,0.702934384,1.359070897,0.255482435,0.861934006,11_Sep_2023_14_45
11,2,2,5,7,0,0,1,9,7,27,1,1,17,14,3,0,8,0,56,44,3,13,3,6,11,2,1.505192995,0.608147562,0.915610135,1.618456006,0.388379544,0.689009607,1.345271468,0.123543322,0.702934384,1.359070897,0.255482435,0.861934006,11_Sep_2023_14_45
6,3,11,6,6,0,0,1,5,9,27,3,1,17,0,5,3,10,1,91,37,3,12,3,3,9,0,1.50521946,0.608154953,0.915616989,1.618449807,0.388356268,0.689035356,1.345336318,0.123521186,0.703053892,1.359107137,0.255477846,0.861992121,11_Sep_2023_14_45
6,0,6,5,7,0,0,0,5,9,17,8,1,17,6,10,0,8,1,90,35,2,18,5,5,9,2,1.50521946,0.608154953,0.915616989,1.618449807,0.388356268,0.689035356,1.345336318,0.123521186,0.703053892,1.359107137,0.255477846,0.861992121,11_Sep_2023_14_45
2,2,4,5,7,1,0,0,11,4,18,9,1,13,0,2,1,8,0,59,32,1,9,0,4,9,2,1.505253315,0.608165503,0.915623367,1.618443727,0.388346851,0.689051747,1.345460892,0.123532511,0.703122795,1.359141827,0.255467594,0.862046599,11_Sep_2023_14_45
5,1,1,6,6,0,1,0,6,3,19,8,1,15,0,5,0,14,0,47,34,2,15,2,4,9,2,1.505253315,0.608165503,0.915623367,1.618443727,0.388346851,0.689051747,1.345460892,0.123532511,0.703122795,1.359141827,0.255467594,0.862046599,11_Sep_2023_14_45
5,3,0,6,6,0,0,0,5,2,15,8,2,14,0,1,0,10,2,45,35,3,11,3,3,18,2,1.505271196,0.60817188,0.915630996,1.618440866,0.388318241,0.689092338,1.345493555,0.123538129,0.703193426,1.359196067,0.255462945,0.862087071,11_Sep_2023_14_45
6,7,5,5,6,0,3,1,4,4,14,6,1,19,0,1,0,7,0,43,29,2,8,2,4,7,2,1.505271196,0.60817188,0.915630996,1.618440866,0.388318241,0.689092338,1.345493555,0.123538129,0.703193426,1.359196067,0.255462945,0.862087071,11_Sep_2023_14_45
5,1,5,7,2,0,1,0,4,3,12,6,2,17,0,0,0,10,0,44,31,1,8,3,2,11,4,1.505294085,0.608176887,0.915647388,1.618428349,0.38829869,0.689095259,1.345517635,0.12344069,0.703231812,1.359226584,0.255459577,0.862132668,11_Sep_2023_14_45
6,0,5,1,5,0,1,0,8,6,13,6,1,16,0,11,0,11,0,41,33,1,8,0,5,7,2,1.505294085,0.608176887,0.915647388,1.618428349,0.38829869,0.689095259,1.345517635,0.12344069,0.703231812,1.359226584,0.255459577,0.862132668,11_Sep_2023_14_45
5,1,6,8,5,0,0,0,4,2,17,9,2,16,0,1,0,13,1,46,34,8,10,3,4,8,4,1.505317926,0.608190775,0.915653527,1.618430138,0.388248801,0.689183593,1.345535517,0.123413652,0.703267217,1.359264016,0.25546217,0.862187445,11_Sep_2023_14_45
