S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp,,,,,,,,,,,,,,,
7,8,1,20,28,4,4,0,19,10,12,5,1,2,4,12,7,5,35,13,29,5,27,12,9,41,7,15,19,6,3,0,1.61491370201111,0.650973677635193,0.788156926631928,1.70825529098511,0.405355960130692,0.57774555683136,1.49041557312012,0.65563952922821,0.348865002393723,1.40816307067871,0.578968524932861,0.531004905700684,16_Aug_2023_13_12,,,,,,,,,,,,,,,
7,5,0,20,28,0,4,0,19,7,11,0,4,7,2,9,3,4,34,11,22,3,24,12,8,44,2,15,19,9,2,0,1.61491370201111,0.650973677635193,0.788156926631928,1.70825529098511,0.405355960130692,0.57774555683136,1.49041557312012,0.65563952922821,0.348865002393723,1.40816307067871,0.578968524932861,0.531004905700684,16_Aug_2023_13_12,,,,,,,,,,,,,,,
3,5,1,23,28,0,6,0,14,7,10,7,0,6,11,11,13,5,32,13,19,11,26,14,8,39,8,8,17,4,7,0,1.61490702629089,0.650978326797485,0.788179993629456,1.70826137065887,0.405392825603485,0.577713131904602,1.49043142795563,0.655630052089691,0.348871111869812,1.40816247463226,0.578995048999786,0.531020104885101,16_Aug_2023_13_12,,,,,,,,,,,,,,,
7,4,1,21,31,0,5,0,15,8,11,8,2,7,3,9,6,8,31,10,24,6,24,9,8,41,7,9,17,6,2,0,1.61490702629089,0.650978326797485,0.788179993629456,1.70826137065887,0.405392825603485,0.577713131904602,1.49043142795563,0.655630052089691,0.348871111869812,1.40816247463226,0.578995048999786,0.531020104885101,16_Aug_2023_13_12,,,,,,,,,,,,,,,
9,10,8,23,29,1,3,0,19,7,16,2,1,6,1,12,3,6,32,14,23,7,23,13,9,47,5,11,18,8,3,1,1.61489987373352,0.650981605052948,0.788192391395569,1.70825910568237,0.405390858650207,0.577735006809235,1.49045407772064,0.655631482601166,0.348860025405884,1.40814280509949,0.579046070575714,0.531049430370331,16_Aug_2023_13_12,,,,,,,,,,,,,,,
11,7,1,21,26,0,4,0,14,9,9,3,0,9,2,11,6,4,31,12,24,3,23,12,8,43,6,8,17,4,5,1,1.61489987373352,0.650981605052948,0.788192391395569,1.70825910568237,0.405390858650207,0.577735006809235,1.49045407772064,0.655631482601166,0.348860025405884,1.40814280509949,0.579046070575714,0.531049430370331,16_Aug_2023_13_12,,,,,,,,,,,,,,,
6,7,7,21,31,0,4,0,15,9,11,3,0,7,4,5,6,4,32,16,23,4,25,9,9,40,7,12,18,3,1,4,1.61489248275757,0.650983870029449,0.788196265697479,1.7082587480545,0.405341893434525,0.577820599079132,1.49045145511627,0.655588328838348,0.348868489265442,1.40808367729187,0.579123020172119,0.53108274936676,16_Aug_2023_13_12,,,,,,,,,,,,,,,
7,11,0,21,32,0,4,1,17,7,16,4,5,6,3,12,3,8,34,13,23,2,25,10,9,43,6,9,14,4,4,4,1.61489248275757,0.650983870029449,0.788196265697479,1.7082587480545,0.405341893434525,0.577820599079132,1.49045145511627,0.655588328838348,0.348868489265442,1.40808367729187,0.579123020172119,0.53108274936676,16_Aug_2023_13_12,,,,,,,,,,,,,,,
2,7,1,22,33,0,6,6,16,8,11,5,1,6,2,13,4,1,29,13,24,0,21,11,7,40,6,7,12,5,2,1,1.61488914489746,0.650981247425079,0.788203418254852,1.70826613903046,0.405351221561432,0.577813625335693,1.49044454097748,0.655574381351471,0.348868638277054,1.40808868408203,0.579075038433075,0.531063616275787,16_Aug_2023_13_12,,,,,,,,,,,,,,,
7,11,1,23,31,0,6,6,17,7,12,11,1,1,3,12,5,5,33,18,29,2,25,10,7,38,4,11,12,5,2,1,1.61488914489746,0.650981247425079,0.788203418254852,1.70826613903046,0.405351221561432,0.577813625335693,1.49044454097748,0.655574381351471,0.348868638277054,1.40808868408203,0.579075038433075,0.531063616275787,16_Aug_2023_13_12,,,,,,,,,,,,,,,
9,9,1,26,30,1,0,0,15,9,10,0,0,5,0,13,5,4,31,13,25,1,25,8,7,42,6,9,14,3,1,0,1.61489117145538,0.650996744632721,0.788228571414948,1.70827436447144,0.405341804027557,0.577824532985687,1.49043548107147,0.655564188957214,0.348863691091537,1.4080845117569,0.579103469848633,0.531077086925507,16_Aug_2023_13_12,,,,,,,,,,,,,,,
6,13,1,25,32,1,6,0,15,1,10,4,0,9,2,14,0,4,31,13,26,2,23,15,12,42,7,4,15,7,0,0,1.61489117145538,0.650996744632721,0.788228571414948,1.70827436447144,0.405341804027557,0.577824532985687,1.49043548107147,0.655564188957214,0.348863691091537,1.4080845117569,0.579103469848633,0.531077086925507,16_Aug_2023_13_12,,,,,,,,,,,,,,,
8,9,0,21,35,0,4,0,11,10,10,4,2,3,1,15,6,6,35,12,19,2,25,7,3,43,7,12,14,6,2,1,1.61487686634064,0.650980234146118,0.788217961788178,1.70828485488892,0.405348658561707,0.577812910079956,1.49042761325836,0.655554413795471,0.348857134580612,1.4080718755722,0.579112768173218,0.531079769134522,16_Aug_2023_13_12,,,,,,,,,,,,,,,
7,12,1,22,34,0,6,1,14,10,10,0,6,9,7,16,5,5,34,15,24,3,21,12,7,43,7,9,11,8,2,0,1.61487686634064,0.650980234146118,0.788217961788178,1.70828485488892,0.405348658561707,0.577812910079956,1.49042761325836,0.655554413795471,0.348857134580612,1.4080718755722,0.579112768173218,0.531079769134522,16_Aug_2023_13_12,,,,,,,,,,,,,,,
7,11,0,24,33,0,4,0,17,5,11,1,2,7,3,13,7,4,31,13,18,3,24,11,5,42,5,11,11,7,2,1,1.61486566066742,0.650974810123444,0.788212060928345,1.70829129219055,0.405373364686966,0.577774584293366,1.49040186405182,0.655531942844391,0.348860085010529,1.40803372859955,0.57910543680191,0.531092047691345,16_Aug_2023_13_12,,,,,,,,,,,,,,,
6,8,3,24,33,0,0,2,15,5,10,1,2,8,3,13,4,1,31,17,16,5,24,13,9,43,5,7,14,5,2,6,1.61486566066742,0.650974810123444,0.788212060928345,1.70829129219055,0.405373364686966,0.577774584293366,1.49040186405182,0.655531942844391,0.348860085010529,1.40803372859955,0.57910543680191,0.531092047691345,16_Aug_2023_13_12,,,,,,,,,,,,,,,
5,11,0,22,34,1,3,0,11,6,11,2,0,9,3,14,3,4,33,13,17,6,23,11,7,43,8,5,13,8,2,4,1.61486196517944,0.65097576379776,0.788223028182983,1.70827877521515,0.405283719301224,0.577912986278534,1.4903872013092,0.655515968799591,0.348859310150146,1.40802204608917,0.579094171524048,0.531093299388886,16_Aug_2023_13_12,,,,,,,,,,,,,,,
7,13,1,25,33,0,3,1,13,6,10,4,2,10,2,11,4,3,31,13,19,3,23,9,10,41,5,7,13,3,1,0,1.61486196517944,0.65097576379776,0.788223028182983,1.70827877521515,0.405283719301224,0.577912986278534,1.4903872013092,0.655515968799591,0.348859310150146,1.40802204608917,0.579094171524048,0.531093299388886,16_Aug_2023_13_12,,,,,,,,,,,,,,,
8,11,0,26,35,0,8,0,17,5,13,11,1,6,3,18,3,11,32,13,17,0,23,7,8,41,3,9,19,6,2,0,1.61485207080841,0.65097838640213,0.788228988647461,1.70827794075012,0.405251175165176,0.577967703342438,1.49037396907806,0.655504465103149,0.348854780197144,1.40800821781158,0.579092562198639,0.531095087528229,16_Aug_2023_13_12,,,,,,,,,,,,,,,
8,11,2,21,33,0,7,0,17,7,12,3,1,9,3,10,3,6,33,17,20,4,23,9,9,40,3,6,15,7,0,0,1.61485207080841,0.65097838640213,0.788228988647461,1.70827794075012,0.405251175165176,0.577967703342438,1.49037396907806,0.655504465103149,0.348854780197144,1.40800821781158,0.579092562198639,0.531095087528229,16_Aug_2023_13_12,,,,,,,,,,,,,,,
9,6,1,26,28,0,6,6,14,9,9,4,1,4,3,11,3,4,34,13,20,1,22,15,8,45,4,6,18,5,1,1,1.61484777927399,0.650982618331909,0.788223326206207,1.70829105377197,0.405325591564178,0.577893078327179,1.49036002159119,0.65550434589386,0.348847031593323,1.40801346302032,0.579091370105743,0.531094789505005,16_Aug_2023_13_12,,,,,,,,,,,,,,,
9,13,5,24,35,0,9,0,14,11,11,2,1,1,4,16,5,0,35,14,21,1,22,10,10,44,7,7,19,6,2,0,1.61484777927399,0.650982618331909,0.788223326206207,1.70829105377197,0.405325591564178,0.577893078327179,1.49036002159119,0.65550434589386,0.348847031593323,1.40801346302032,0.579091370105743,0.531094789505005,16_Aug_2023_13_12,,,,,,,,,,,,,,,
5,5,1,26,32,1,4,0,19,8,9,8,0,3,4,13,3,0,35,12,18,5,24,12,8,44,2,9,21,4,0,6,1.61484265327454,0.650985896587372,0.788218379020691,1.70829427242279,0.405313521623611,0.577932476997376,1.49035227298737,0.655487895011902,0.348845034837723,1.40799570083618,0.579083740711212,0.53109472990036,16_Aug_2023_13_12,,,,,,,,,,,,,,,
10,16,1,23,34,0,0,0,17,3,17,5,1,6,11,9,4,3,37,13,14,4,23,13,5,45,4,13,21,4,5,1,1.61484265327454,0.650985896587372,0.788218379020691,1.70829427242279,0.405313521623611,0.577932476997376,1.49035227298737,0.655487895011902,0.348845034837723,1.40799570083618,0.579083740711212,0.53109472990036,16_Aug_2023_13_12,,,,,,,,,,,,,,,
6,9,9,24,34,0,0,0,15,0,13,5,1,11,5,14,4,3,37,10,17,3,25,13,10,41,5,9,21,6,8,1,1.61483073234558,0.650990068912506,0.788218975067139,1.70829784870148,0.405317515134811,0.577943503856659,1.49048066139221,0.65559983253479,0.348798900842667,1.40797555446625,0.579082310199737,0.531100273132324,16_Aug_2023_13_12,,,,,,,,,,,,,,,
7,10,0,25,33,3,2,0,19,5,13,4,1,5,1,14,12,4,35,16,20,7,23,16,6,45,0,10,23,5,1,1,1.61483073234558,0.650990068912506,0.788218975067139,1.70829784870148,0.405317515134811,0.577943503856659,1.49048066139221,0.65559983253479,0.348798900842667,1.40797555446625,0.579082310199737,0.531100273132324,16_Aug_2023_13_12,,,,,,,,,,,,,,,
7,6,0,28,32,0,5,0,19,7,11,2,0,5,4,16,1,4,36,10,18,5,20,14,5,43,5,13,23,6,1,1,1.61480128765106,0.650987267494202,0.788213849067688,1.70830690860748,0.405348867177963,0.57791656255722,1.49048817157745,0.655605018138886,0.348788678646088,1.4079487323761,0.579054176807404,0.531101226806641,16_Aug_2023_13_12,,,,,,,,,,,,,,,
7,9,0,27,34,0,3,0,15,5,15,5,2,6,3,13,3,5,37,13,19,7,22,11,6,43,6,9,21,6,1,1,1.61480128765106,0.650987267494202,0.788213849067688,1.70830690860748,0.405348867177963,0.57791656255722,1.49048817157745,0.655605018138886,0.348788678646088,1.4079487323761,0.579054176807404,0.531101226806641,16_Aug_2023_13_12,,,,,,,,,,,,,,,
8,4,1,27,32,1,4,0,18,5,18,2,0,13,3,16,5,5,36,15,19,5,23,14,7,42,3,13,23,5,0,1,1.61481118202209,0.65099424123764,0.788231015205383,1.708291888237,0.405282825231552,0.578011691570282,1.49030268192291,0.655441880226135,0.348830312490463,1.40795385837555,0.579066932201386,0.531102240085602,16_Aug_2023_13_12,,,,,,,,,,,,,,,
5,6,1,25,34,1,4,1,17,8,14,3,1,3,2,10,3,4,37,13,19,5,29,14,11,43,3,11,23,7,1,0,1.61481118202209,0.65099424123764,0.788231015205383,1.708291888237,0.405282825231552,0.578011691570282,1.49030268192291,0.655441880226135,0.348830312490463,1.40795385837555,0.579066932201386,0.531102240085602,16_Aug_2023_13_12,,,,,,,,,,,,,,,
9,14,1,24,33,0,5,0,17,7,18,4,1,7,3,16,3,4,37,13,18,6,27,14,8,43,11,8,23,5,1,1,1.61481487751007,0.650995314121246,0.788220345973969,1.70828950405121,0.405273079872131,0.57802814245224,1.49044406414032,0.655573844909668,0.348790943622589,1.40794515609741,0.57906174659729,0.5310999751091,16_Aug_2023_13_12,,,,,,,,,,,,,,,
7,8,0,26,35,0,4,0,15,10,16,8,8,2,2,14,4,7,37,15,18,5,25,15,10,45,7,10,23,3,2,5,1.61481487751007,0.650995314121246,0.788220345973969,1.70828950405121,0.405273079872131,0.57802814245224,1.49044406414032,0.655573844909668,0.348790943622589,1.40794515609741,0.57906174659729,0.5310999751091,16_Aug_2023_13_12,,,,,,,,,,,,,,,
5,8,1,25,35,5,1,0,18,7,18,6,2,9,5,12,2,13,34,12,20,3,26,14,8,44,6,8,19,6,0,0,1.61480355262756,0.651002943515778,0.788233160972595,1.70830309391022,0.405324220657349,0.57797509431839,1.49045598506928,0.655575454235077,0.348781108856201,1.40791118144989,0.579066038131714,0.5311159491539,16_Aug_2023_13_12,,,,,,,,,,,,,,,
11,6,1,25,34,2,3,0,14,8,16,1,2,5,3,11,3,6,36,13,22,7,23,13,7,43,7,9,21,5,0,0,1.61480355262756,0.651002943515778,0.788233160972595,1.70830309391022,0.405324220657349,0.57797509431839,1.49045598506928,0.655575454235077,0.348781108856201,1.40791118144989,0.579066038131714,0.5311159491539,16_Aug_2023_13_12,,,,,,,,,,,,,,,
9,7,0,23,34,0,6,0,14,10,15,5,1,7,0,13,4,6,35,12,22,3,27,13,8,42,1,8,25,5,0,0,1.61481547355652,0.650992095470428,0.788225531578064,1.70830893516541,0.405295640230179,0.578009843826294,1.49045264720917,0.655584752559662,0.348772972822189,1.40790605545044,0.579024970531464,0.531101167201996,16_Aug_2023_13_12,,,,,,,,,,,,,,,
7,6,11,26,37,0,5,0,13,8,18,12,0,3,8,13,13,3,34,15,19,4,24,11,5,44,9,8,25,6,1,0,1.61481547355652,0.650992095470428,0.788225531578064,1.70830893516541,0.405295640230179,0.578009843826294,1.49045264720917,0.655584752559662,0.348772972822189,1.40790605545044,0.579024970531464,0.531101167201996,16_Aug_2023_13_12,,,,,,,,,,,,,,,
6,2,3,24,38,1,7,0,13,9,17,8,0,5,3,13,9,7,40,14,23,1,22,10,8,44,5,8,24,5,2,0,1.61480700969696,0.650988161563873,0.788217604160309,1.70832467079163,0.405359417200089,0.577925205230713,1.49044001102448,0.655554294586182,0.348771899938583,1.40790355205536,0.579045236110687,0.531110763549805,16_Aug_2023_13_12,,,,,,,,,,,,,,,
5,5,7,25,33,0,4,4,17,6,19,3,0,5,3,12,3,11,35,17,24,8,23,11,6,46,6,10,27,8,0,3,1.61480700969696,0.650988161563873,0.788217604160309,1.70832467079163,0.405359417200089,0.577925205230713,1.49044001102448,0.655554294586182,0.348771899938583,1.40790355205536,0.579045236110687,0.531110763549805,16_Aug_2023_13_12,,,,,,,,,,,,,,,
7,8,5,26,34,1,3,1,14,10,17,7,2,5,9,12,3,4,37,16,22,6,23,11,7,43,7,12,26,8,0,3,1.61479425430298,0.651001214981079,0.788223922252655,1.7083158493042,0.405309736728668,0.577987313270569,1.49060451984406,0.655603349208832,0.348784476518631,1.40787053108215,0.579047739505768,0.5311239361763,16_Aug_2023_13_12,,,,,,,,,,,,,,,
8,5,4,25,33,1,3,0,12,10,19,8,2,4,4,17,2,5,37,16,19,4,24,12,9,40,5,9,27,5,0,0,1.61479425430298,0.651001214981079,0.788223922252655,1.7083158493042,0.405309736728668,0.577987313270569,1.49060451984406,0.655603349208832,0.348784476518631,1.40787053108215,0.579047739505768,0.5311239361763,16_Aug_2023_13_12,,,,,,,,,,,,,,,
9,5,3,26,38,0,2,4,14,7,19,8,1,3,2,11,2,7,37,15,23,6,23,11,8,47,7,9,24,2,1,0,1.61479008197784,0.650994300842285,0.78823310136795,1.70832717418671,0.405303299427033,0.578005313873291,1.49059665203094,0.655588805675507,0.348788887262344,1.40786242485046,0.579046726226807,0.531123042106628,16_Aug_2023_13_12,,,,,,,,,,,,,,,
5,7,1,25,35,0,4,0,11,7,15,8,1,6,2,11,2,6,38,12,23,4,23,14,8,41,11,8,21,6,0,0,1.61479008197784,0.650994300842285,0.78823310136795,1.70832717418671,0.405303299427033,0.578005313873291,1.49059665203094,0.655588805675507,0.348788887262344,1.40786242485046,0.579046726226807,0.531123042106628,16_Aug_2023_13_12,,,,,,,,,,,,,,,
8,4,1,24,34,1,5,0,15,7,15,13,0,4,3,10,0,7,37,13,22,5,24,9,6,45,6,8,24,6,1,4,1.61476039886475,0.6510049700737,0.788217127323151,1.7083261013031,0.405243068933487,0.578087508678436,1.49059057235718,0.655590832233429,0.34878271818161,1.40782999992371,0.579042613506317,0.531116724014282,16_Aug_2023_13_12,,,,,,,,,,,,,,,
7,6,2,27,33,0,6,0,14,6,17,2,0,0,4,8,1,5,31,12,21,1,22,13,7,44,6,8,18,5,0,0,1.61476039886475,0.6510049700737,0.788217127323151,1.7083261013031,0.405243068933487,0.578087508678436,1.49059057235718,0.655590832233429,0.34878271818161,1.40782999992371,0.579042613506317,0.531116724014282,16_Aug_2023_13_12,,,,,,,,,,,,,,,
8,7,2,26,33,0,5,0,12,3,14,5,0,2,4,13,3,6,35,13,21,6,23,12,9,40,7,7,22,5,0,0,1.614781498909,0.651004910469055,0.788227140903473,1.70833098888397,0.405216634273529,0.578136622905731,1.49058842658997,0.655586779117584,0.348781049251556,1.40779805183411,0.579008400440216,0.531116604804993,16_Aug_2023_13_12,,,,,,,,,,,,,,,
7,6,5,25,35,0,2,3,13,7,15,7,0,0,0,10,6,3,38,16,17,5,24,13,9,41,10,11,21,6,1,0,1.614781498909,0.651004910469055,0.788227140903473,1.70833098888397,0.405216634273529,0.578136622905731,1.49058842658997,0.655586779117584,0.348781049251556,1.40779805183411,0.579008400440216,0.531116604804993,16_Aug_2023_13_12,,,,,,,,,,,,,,,
4,6,8,24,33,0,7,1,12,9,16,5,1,5,4,13,3,6,37,16,22,5,25,16,6,45,6,7,25,6,0,1,1.61477327346802,0.651007652282715,0.788225054740906,1.70833849906921,0.405220299959183,0.578145503997803,1.49058067798615,0.655588269233704,0.348779559135437,1.40778636932373,0.579008758068085,0.531120479106903,16_Aug_2023_13_12,,,,,,,,,,,,,,,
13,6,3,23,35,1,4,0,15,7,16,8,1,3,2,16,2,7,37,14,19,6,26,11,8,42,2,9,22,5,1,9,1.61477327346802,0.651007652282715,0.788225054740906,1.70833849906921,0.405220299959183,0.578145503997803,1.49058067798615,0.655588269233704,0.348779559135437,1.40778636932373,0.579008758068085,0.531120479106903,16_Aug_2023_13_12,,,,,,,,,,,,,,,
8,3,4,20,35,12,4,0,12,10,16,5,1,1,9,13,1,7,36,10,27,3,25,9,14,41,5,10,22,5,1,1,1.61475849151611,0.651016891002655,0.788229048252106,1.70834469795227,0.405190318822861,0.578186273574829,1.49056887626648,0.655590951442719,0.34877336025238,1.40782225131989,0.579038083553314,0.53112918138504,16_Aug_2023_13_12,,,,,,,,,,,,,,,
3,6,2,26,32,0,6,0,10,6,15,8,8,0,5,11,8,4,42,14,21,4,23,14,8,44,7,6,23,7,2,0,1.61475849151611,0.651016891002655,0.788229048252106,1.70834469795227,0.405190318822861,0.578186273574829,1.49056887626648,0.655590951442719,0.34877336025238,1.40782225131989,0.579038083553314,0.53112918138504,16_Aug_2023_13_12,,,,,,,,,,,,,,,
8,8,1,25,31,0,2,0,14,6,12,6,0,7,2,10,3,5,38,13,27,9,24,13,8,41,7,9,24,6,1,1,1.6147665977478,0.651009917259216,0.788220763206482,1.7083512544632,0.405146807432175,0.578230857849121,1.49056255817413,0.655593752861023,0.348765641450882,1.4077455997467,0.578991174697876,0.531102418899536,16_Aug_2023_13_12,,,,,,,,,,,,,,,
7,5,3,24,35,9,3,1,13,5,15,1,2,3,0,9,3,10,35,13,21,3,24,14,8,45,5,9,22,6,2,7,1.6147665977478,0.651009917259216,0.788220763206482,1.7083512544632,0.405146807432175,0.578230857849121,1.49056255817413,0.655593752861023,0.348765641450882,1.4077455997467,0.578991174697876,0.531102418899536,16_Aug_2023_13_12,,,,,,,,,,,,,,,
7,4,3,24,31,0,1,0,15,4,16,5,0,1,0,11,5,7,35,15,17,4,26,15,8,39,7,7,27,5,1,0,1.61477136611938,0.651006817817688,0.788215160369873,1.70835816860199,0.405200749635696,0.578177392482758,1.49054539203644,0.655583620071411,0.348766624927521,1.40775656700134,0.579007685184479,0.531099438667297,16_Aug_2023_13_12,,,,,,,,,,,,,,,
7,9,4,23,33,0,3,0,11,7,14,5,0,5,3,13,5,6,37,14,23,5,25,12,9,45,6,8,22,6,0,1,1.61477136611938,0.651006817817688,0.788215160369873,1.70835816860199,0.405200749635696,0.578177392482758,1.49054539203644,0.655583620071411,0.348766624927521,1.40775656700134,0.579007685184479,0.531099438667297,16_Aug_2023_13_12,,,,,,,,,,,,,,,
7,7,2,26,32,0,1,0,9,5,16,10,0,4,2,13,4,8,39,11,23,0,26,11,12,43,5,10,25,7,0,0,1.61477136611938,0.651006817817688,0.788215160369873,1.70835816860199,0.405200749635696,0.578177392482758,1.49054539203644,0.655583620071411,0.348766624927521,1.40775656700134,0.579007685184479,0.531099438667297,16_Aug_2023_13_12,,,,,,,,,,,,,,,
7,5,3,25,25,0,5,1,9,7,15,5,5,4,0,7,6,11,37,13,21,5,23,14,7,44,6,11,23,10,1,0,1.61475884914398,0.651017487049103,0.788218080997467,1.7083545923233,0.405131757259369,0.578267633914948,1.49053108692169,0.655605792999268,0.348759472370148,1.40770518779755,0.578949570655823,0.5311079621315,16_Aug_2023_13_12,,,,,,,,,,,,,,,
7,4,5,22,29,0,5,0,8,10,17,5,0,4,2,14,4,4,37,10,20,3,23,14,8,43,5,10,21,6,1,0,1.61475884914398,0.651017487049103,0.788218080997467,1.7083545923233,0.405131757259369,0.578267633914948,1.49053108692169,0.655605792999268,0.348759472370148,1.40770518779755,0.578949570655823,0.5311079621315,16_Aug_2023_13_12,,,,,,,,,,,,,,,
9,6,9,25,30,1,1,0,11,5,15,4,1,1,4,10,0,6,38,14,20,4,26,13,9,43,10,8,21,5,0,1,1.61475312709808,0.651014387607574,0.788214981555939,1.70835876464844,0.405171096324921,0.57822185754776,1.49050962924957,0.655604004859924,0.348754405975342,1.40772175788879,0.578965306282043,0.53110146522522,16_Aug_2023_13_12,,,,,,,,,,,,,,,
