S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2,5,44,17,0,10,0,14,1,23,0,0,5,6,6,0,4,33,16,22,16,30,10,0,35,8,12,26,6,0,0,1.50587630271912,0.623811781406403,0.859483122825623,1.60852468013763,0.402118176221848,0.614514291286469,1.02301836013794,0.497651368379593,0.666481494903564,1.21350634098053,0.484388023614883,0.766033232212067,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,7,13,46,17,0,9,10,11,4,22,1,1,5,1,1,0,4,29,21,22,16,28,6,2,36,7,9,27,10,0,1,1.50587439537048,0.623933851718903,0.859422385692596,1.60842537879944,0.401998370885849,0.614475309848785,1.02113425731659,0.497565001249313,0.67275196313858,1.21322858333588,0.484980016946793,0.768743932247162,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2,8,50,18,0,7,0,9,2,23,3,0,6,1,0,7,0,29,20,24,14,31,4,1,33,13,12,25,8,0,0,1.50588142871857,0.62414425611496,0.859476745128632,1.60828304290771,0.401946812868118,0.61440509557724,1.01970136165619,0.497685641050339,0.679089248180389,1.21297538280487,0.485421508550644,0.771252870559692,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1,7,45,18,0,9,1,11,3,28,4,1,3,0,1,3,3,31,18,19,18,30,1,0,39,6,11,21,6,1,0,1.50585687160492,0.624302208423615,0.859350204467773,1.6081817150116,0.401808649301529,0.614406824111939,1.01800906658173,0.497401714324951,0.685629487037659,1.21291220188141,0.48562502861023,0.773823738098145,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,7,48,16,1,9,2,7,3,21,6,0,4,2,1,1,1,31,19,18,14,31,7,0,37,7,10,19,10,0,0,1.50578856468201,0.624421775341034,0.859137296676636,1.6081348657608,0.40170282125473,0.614368915557861,1.01709675788879,0.49709877371788,0.690295875072479,1.21300685405731,0.48560506105423,0.77576607465744,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1,7,45,14,3,11,0,10,10,18,5,0,3,0,1,0,2,31,21,19,16,30,0,0,38,6,11,23,8,1,0,1.50576317310333,0.624547958374023,0.859073400497437,1.60803043842316,0.401505291461945,0.614294350147247,1.01583385467529,0.496482998132706,0.696503818035126,1.21327340602875,0.485344141721726,0.778468728065491,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1,7,48,19,0,13,0,11,6,18,6,1,4,0,1,1,2,32,20,16,13,29,4,1,37,5,17,26,12,0,0,1.50572621822357,0.624660432338715,0.859026491641998,1.60793924331665,0.40134871006012,0.614327728748322,1.0145275592804,0.495743632316589,0.702598750591278,1.21355080604553,0.485038131475449,0.781069159507751,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2,7,49,17,1,13,1,10,14,23,5,0,3,0,0,9,3,29,21,19,17,29,4,0,39,7,11,23,8,1,1,1.50566899776459,0.624740421772003,0.858952462673187,1.60776317119598,0.401296764612198,0.614193320274353,1.01334607601166,0.494833946228027,0.708604693412781,1.2137336730957,0.48486939072609,0.783585011959076,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0,7,50,23,3,15,2,11,13,21,5,0,3,1,0,0,5,28,21,19,16,26,4,1,41,7,10,25,6,0,2,1.50559961795807,0.62483149766922,0.858881115913391,1.60758936405182,0.401387602090836,0.613978683948517,1.01256382465363,0.493961423635483,0.714779615402222,1.2138147354126,0.4846271276474,0.786159157752991,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0,8,49,19,0,15,0,9,12,20,6,0,4,0,1,2,3,30,19,19,21,32,5,2,35,5,10,23,7,0,0,1.50551736354828,0.624934315681458,0.858842074871063,1.60745120048523,0.401322424411774,0.613868474960327,1.01213812828064,0.493316739797592,0.719231367111206,1.21394383907318,0.484235435724258,0.788310170173645,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0,8,51,16,0,11,4,7,7,19,3,1,6,0,1,1,5,30,24,18,16,31,4,1,39,7,9,25,8,0,0,1.50542616844177,0.625013649463654,0.858778893947601,1.6072758436203,0.40130090713501,0.613783478736877,1.0117359161377,0.492368817329407,0.724944293498993,1.21439683437347,0.483404189348221,0.790985643863678,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,9,48,17,1,7,0,11,10,21,2,0,4,0,4,2,7,31,15,21,15,31,2,2,36,2,14,25,4,1,1,1.50529050827026,0.62509024143219,0.858783602714539,1.60706579685211,0.401231735944748,0.613904476165772,1.01132833957672,0.491342961788178,0.730358183383942,1.21510112285614,0.482482075691223,0.79351806640625,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,11,43,19,0,11,0,8,10,23,4,0,9,12,3,4,7,25,19,21,18,30,5,1,34,6,12,26,8,1,0,1.50516378879547,0.62513792514801,0.858718752861023,1.606978058815,0.401257306337357,0.613583922386169,1.01107776165009,0.490177392959595,0.735887944698334,1.21587491035461,0.481620192527771,0.795947730541229,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0,12,48,19,0,12,0,9,10,22,4,7,7,0,2,1,6,29,21,23,20,31,5,1,38,5,11,27,13,0,0,1.50504326820374,0.625197350978851,0.858654677867889,1.60680091381073,0.401259064674377,0.61357992887497,1.01092517375946,0.489034503698349,0.741379320621491,1.21640658378601,0.480942249298096,0.798801839351654,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,11,46,15,4,10,0,9,8,23,3,2,6,1,4,3,4,29,21,18,17,29,2,0,37,7,11,24,8,0,3,1.5049307346344,0.625203669071198,0.858593821525574,1.60668671131134,0.401200920343399,0.613754510879517,1.01092004776001,0.48814195394516,0.745481371879578,1.21680474281311,0.480345249176025,0.800704300403595,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0,11,47,15,0,10,0,9,6,16,4,0,14,0,6,3,7,30,21,17,17,35,6,1,37,5,13,24,8,1,0,1.50480735301971,0.625268757343292,0.858540117740631,1.6066232919693,0.401227116584778,0.613472104072571,1.01088321208954,0.48693710565567,0.750909805297852,1.21734178066254,0.47941729426384,0.802891314029694,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,9,46,15,0,7,0,10,9,20,5,0,9,2,5,0,7,29,25,20,18,37,5,0,38,7,11,22,9,4,0,1.50474762916565,0.625296831130981,0.858529984951019,1.60661053657532,0.401295632123947,0.613215863704681,1.01079177856445,0.485721856355667,0.756113290786743,1.21796274185181,0.478724628686905,0.805367887020111,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,13,48,13,1,9,0,9,13,20,4,1,9,0,7,2,5,27,26,19,16,36,3,5,35,5,13,21,8,0,0,1.5047504901886,0.625299990177155,0.858548521995544,1.60651826858521,0.40132001042366,0.613162219524383,1.01069641113281,0.484545588493347,0.761182844638824,1.21850514411926,0.478148967027664,0.807705402374268,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,11,9,46,14,0,9,0,11,10,25,6,0,4,0,7,1,7,30,23,17,16,34,5,1,36,6,13,21,11,0,0,1.50478279590607,0.625335395336151,0.858628213405609,1.60636305809021,0.40139451622963,0.613040208816528,1.01071488857269,0.483670890331268,0.766176104545593,1.21888732910156,0.477947503328323,0.810092449188232,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0,5,49,15,0,8,0,13,7,17,2,1,9,0,6,2,8,32,25,19,16,29,4,1,42,6,12,21,8,0,0,1.50480544567108,0.6253861784935,0.85868901014328,1.60615015029907,0.401465892791748,0.612846255302429,1.01080965995789,0.482794523239136,0.770990014076233,1.219202876091,0.47780442237854,0.812091767787933,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0,10,50,14,8,7,0,16,10,18,11,13,2,0,9,3,7,34,25,17,18,33,5,0,39,6,11,22,10,1,0,1.50482678413391,0.625425040721893,0.858726859092712,1.60596084594727,0.401518553495407,0.61278772354126,1.01095926761627,0.482062637805939,0.774556219577789,1.21949517726898,0.477691680192947,0.813526093959808,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,13,51,11,1,9,0,13,16,14,5,1,2,1,6,1,5,33,24,22,18,35,9,1,38,5,12,21,8,1,1,1.50482976436615,0.625493943691254,0.858814477920532,1.60571300983429,0.40155565738678,0.612799525260925,1.01099121570587,0.48093444108963,0.779411852359772,1.21999955177307,0.477455496788025,0.815418601036072,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,7,51,18,0,12,0,12,8,16,4,0,3,0,2,3,5,34,27,16,18,35,11,1,39,6,15,25,11,1,0,1.50484693050385,0.625583112239838,0.858889102935791,1.6054722070694,0.401637643575668,0.612681388854981,1.01128029823303,0.479746162891388,0.784170925617218,1.2205845117569,0.477111339569092,0.817273795604706,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,3,3,51,14,0,6,0,13,11,18,4,12,2,0,10,3,8,35,24,18,13,33,8,0,40,4,14,22,10,0,0,1.50481164455414,0.625662088394165,0.858970820903778,1.60523688793182,0.401747137308121,0.61252623796463,1.01160359382629,0.478501737117767,0.788843810558319,1.22115087509155,0.47665336728096,0.819120585918427,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0,5,53,14,14,8,0,13,7,19,4,1,3,0,7,6,5,36,27,20,13,36,9,1,42,9,13,19,8,0,1,1.5047265291214,0.625735640525818,0.858981728553772,1.60489404201508,0.40169358253479,0.612708270549774,1.01198935508728,0.477458715438843,0.793397545814514,1.22167634963989,0.476255059242249,0.820954144001007,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2,0,54,16,0,8,0,8,14,19,6,0,1,0,10,3,7,36,26,20,13,38,7,13,40,6,12,22,9,0,0,1.50458896160126,0.625768542289734,0.858943939208984,1.60469949245453,0.401752442121506,0.612591028213501,1.01247251033783,0.476786255836487,0.797890305519104,1.22220468521118,0.476019114255905,0.8227698802948,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,8,3,54,25,0,8,0,11,6,19,6,2,1,3,3,1,18,37,29,19,13,39,9,0,39,6,12,21,9,1,0,1.50447738170624,0.625806450843811,0.858924567699432,1.60454630851746,0.401949942111969,0.612256348133087,1.01277983188629,0.476378232240677,0.801177978515625,1.22259700298309,0.475903242826462,0.82416158914566,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0,3,57,15,0,10,0,12,8,17,5,1,8,1,9,6,6,33,26,15,17,39,6,1,39,6,11,22,8,1,3,1.50423622131348,0.625901579856873,0.858910977840424,1.60443079471588,0.402047723531723,0.612047612667084,1.0131402015686,0.475724965333939,0.805567741394043,1.22304308414459,0.475817620754242,0.826039910316467,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,2,53,16,5,12,0,16,11,17,5,0,3,0,8,1,9,34,25,18,20,42,7,7,41,6,8,26,7,0,1,1.50400114059448,0.625950276851654,0.858819782733917,1.6042891740799,0.402123034000397,0.611877679824829,1.01316606998444,0.474953174591064,0.810176849365234,1.22339391708374,0.475631475448608,0.828043222427368,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2,1,56,15,1,12,0,15,12,22,5,0,4,0,9,2,11,34,24,16,13,45,6,4,37,6,13,22,6,0,0,1.50375425815582,0.625992655754089,0.858688175678253,1.60412621498108,0.402227818965912,0.61175400018692,1.0134756565094,0.474127143621445,0.814681887626648,1.22372436523438,0.475317895412445,0.830152332782745,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,11,2,51,12,0,10,1,15,10,19,9,3,3,0,7,1,11,36,24,14,14,45,10,0,42,11,14,22,11,1,0,1.50345575809479,0.626056969165802,0.858477830886841,1.60401165485382,0.402347654104233,0.611555576324463,1.01416647434235,0.473421782255173,0.819136559963226,1.2241485118866,0.474994719028473,0.832292973995209,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1,4,47,16,4,11,5,14,13,19,11,9,7,0,2,1,9,30,20,15,13,45,4,0,43,6,12,23,9,1,3,1.50312495231628,0.626139104366303,0.85820722579956,1.60388648509979,0.40237107872963,0.611363351345062,1.01471841335297,0.472497165203095,0.823540687561035,1.22463846206665,0.474679708480835,0.834438741207123,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0,3,53,19,1,9,0,16,5,19,8,0,2,0,2,2,9,36,25,15,15,44,9,0,44,10,12,19,9,1,0,1.5029102563858,0.626198589801788,0.858022272586823,1.60381996631622,0.402425020933151,0.611156821250916,1.0151618719101,0.471880972385407,0.827016174793243,1.22507739067078,0.474361687898636,0.836005449295044,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1,3,58,18,10,10,0,15,8,19,0,1,5,1,5,1,8,36,25,16,15,45,4,0,43,6,15,21,8,0,1,1.50259435176849,0.62627500295639,0.857779800891876,1.60373866558075,0.402520596981049,0.610843539237976,1.01575076580048,0.471047669649124,0.831773996353149,1.22566533088684,0.474014490842819,0.838151633739471,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0,3,55,18,14,7,0,11,10,17,5,0,2,0,7,1,9,28,25,14,15,46,9,0,43,7,14,23,8,0,3,1.50225818157196,0.626379907131195,0.857475697994232,1.60369384288788,0.402578562498093,0.610670983791351,1.0162605047226,0.470098465681076,0.836503863334656,1.22625362873077,0.473821371793747,0.840344488620758,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0,14,58,14,0,1,0,13,14,18,6,0,5,0,4,2,10,29,23,15,13,45,11,0,45,5,13,24,8,0,0,1.50194561481476,0.626469135284424,0.857175469398499,1.60368394851685,0.402583450078964,0.610493659973145,1.01673865318298,0.469289362430573,0.84129136800766,1.22676551342011,0.473738372325897,0.842536509037018,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2,14,59,19,0,5,0,10,9,13,8,0,3,1,3,2,6,25,22,22,13,47,11,1,43,4,9,18,5,1,1,1.50163877010345,0.626577198505402,0.856872797012329,1.60364723205566,0.402639925479889,0.610255241394043,1.01720488071442,0.468717664480209,0.846231460571289,1.227126121521,0.473856449127197,0.844712555408478,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,17,58,19,0,7,0,13,9,17,8,1,6,0,4,1,4,25,24,19,15,47,11,0,45,6,11,23,8,13,14,1.50126230716705,0.626680850982666,0.856491446495056,1.60357630252838,0.402737885713577,0.60996013879776,1.0179705619812,0.468321025371552,0.851186692714691,1.22748684883118,0.474007934331894,0.846697509288788,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,15,55,21,0,5,0,7,5,19,9,1,7,0,6,0,9,25,28,17,14,47,12,0,44,6,11,22,3,1,0,1.50094819068909,0.626751065254211,0.856206834316254,1.60356330871582,0.402731865644455,0.609900832176209,1.01877319812775,0.468095570802689,0.855968117713928,1.22790944576263,0.474019587039948,0.848622620105743,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0,5,59,15,0,2,0,10,9,17,6,0,6,0,11,1,11,22,24,18,12,47,13,0,44,7,8,22,9,0,0,1.50067806243896,0.626835227012634,0.856050312519074,1.60354459285736,0.402824133634567,0.609658598899841,1.01932656764984,0.468089640140534,0.859606087207794,1.22825610637665,0.474064946174622,0.850031852722168,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,9,58,18,1,7,0,9,8,18,7,0,4,0,10,4,7,20,26,19,13,52,13,0,44,7,8,20,5,0,1,1.50026953220367,0.627001702785492,0.855849981307983,1.60350179672241,0.402778446674347,0.609550654888153,1.02008128166199,0.468197882175446,0.864443004131317,1.22868263721466,0.474338412284851,0.851823627948761,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0,9,60,22,1,7,0,6,10,19,10,1,4,1,6,1,11,21,23,18,15,49,12,2,44,11,9,19,5,0,0,1.49990832805634,0.627054870128632,0.855602741241455,1.60336852073669,0.402822524309158,0.609508812427521,1.02090048789978,0.468503087759018,0.869360387325287,1.22906029224396,0.474853485822678,0.853608727455139,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1,14,60,19,2,7,0,11,7,18,12,0,7,1,5,1,13,21,25,18,12,51,13,2,42,4,10,22,6,0,10,1.49959981441498,0.627151072025299,0.855416834354401,1.6032966375351,0.402994394302368,0.60924619436264,1.02148532867432,0.469082474708557,0.874195635318756,1.22931480407715,0.47562775015831,0.855374097824097,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,6,56,17,0,7,0,11,14,14,9,1,6,0,10,1,3,18,22,17,16,51,10,2,49,6,9,22,5,1,1,1.49934267997742,0.627224624156952,0.855295956134796,1.60322439670563,0.402974992990494,0.609216332435608,1.02216601371765,0.470436811447144,0.878708779811859,1.2294659614563,0.476473987102508,0.857134938240051,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0,9,50,17,1,5,1,11,13,16,7,0,4,1,9,0,1,21,24,15,13,49,8,0,49,6,9,24,2,0,1,1.49912071228027,0.627234160900116,0.855241060256958,1.60302603244782,0.403182446956634,0.60898745059967,1.02271020412445,0.472060769796371,0.883027970790863,1.22956037521362,0.477304995059967,0.858883380889893,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0,6,52,18,0,4,1,14,13,15,10,0,5,4,6,0,6,20,20,15,16,50,13,6,50,6,8,23,2,0,1,1.49894666671753,0.627228021621704,0.855237185955048,1.60297453403473,0.403252482414246,0.608857929706574,1.02311420440674,0.47338205575943,0.886024177074432,1.22962486743927,0.478002965450287,0.860246241092682,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,9,55,16,1,3,1,14,13,15,8,8,1,5,8,1,6,21,15,16,21,52,16,0,50,13,10,18,7,0,0,1.4987598657608,0.627236902713776,0.855276644229889,1.60294914245605,0.403382182121277,0.60864794254303,1.02367603778839,0.47532445192337,0.890091717243195,1.22973239421844,0.478924304246902,0.862054824829102,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0,4,53,15,1,1,13,12,10,13,11,1,4,1,9,1,6,15,13,16,17,53,14,0,50,5,15,23,7,2,0,1.49864912033081,0.627190828323364,0.855369567871094,1.60275721549988,0.403546422719955,0.608378887176514,1.02420234680176,0.47732937335968,0.893937408924103,1.22986543178558,0.479890286922455,0.863910615444183,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,6,11,53,15,14,4,0,9,11,15,7,0,4,0,12,0,6,21,14,15,15,61,17,0,52,6,18,23,6,1,0,1.49862051010132,0.627147972583771,0.855544745922089,1.60251450538635,0.403651893138886,0.60816490650177,1.02469396591187,0.479311615228653,0.897586345672607,1.23001301288605,0.480927556753159,0.865758776664734,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1,6,52,17,3,3,1,14,11,14,8,13,5,0,6,0,11,22,15,19,16,57,14,0,52,6,15,24,11,1,10,1.49867069721222,0.627101480960846,0.85579252243042,1.60222434997559,0.403733909130096,0.608144998550415,1.02523446083069,0.481243789196014,0.901040971279144,1.23021411895752,0.481927186250687,0.867611885070801,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1,6,50,15,1,4,0,14,14,14,9,1,7,0,12,1,16,21,19,15,16,54,16,13,53,5,12,23,5,0,0,1.49875485897064,0.627080380916595,0.856155097484589,1.6019127368927,0.403878182172775,0.608147740364075,1.02584505081177,0.482973307371139,0.904237866401672,1.23049092292786,0.482587248086929,0.869395315647125,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,13,9,50,17,0,3,0,12,11,13,10,0,5,0,9,0,13,17,21,16,13,55,7,0,55,6,13,26,6,0,0,1.49896728992462,0.627050399780273,0.856517612934112,1.60156333446503,0.403997510671616,0.608139336109161,1.02643024921417,0.484612584114075,0.907104909420013,1.23082804679871,0.483208924531937,0.871180772781372,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2,10,52,15,16,6,2,13,7,11,8,2,7,13,10,2,16,19,17,15,15,57,13,14,50,6,9,24,5,0,0,1.49914991855621,0.627039849758148,0.856840312480927,1.6012886762619,0.404083639383316,0.608038306236267,1.02687513828278,0.485729992389679,0.909179329872131,1.23111832141876,0.483785003423691,0.872482299804688,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1,15,53,17,0,4,0,13,7,13,9,0,8,0,8,0,15,22,16,16,17,53,12,0,53,5,10,21,10,0,0,1.49945020675659,0.627023220062256,0.857282102108002,1.60091459751129,0.404201507568359,0.607945024967194,1.02753210067749,0.487015426158905,0.911767780780792,1.23156130313873,0.484507381916046,0.87412440776825,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0,6,54,17,0,4,0,11,8,11,10,1,4,0,11,1,14,25,17,19,16,56,10,1,53,6,11,17,6,0,0,1.49973952770233,0.627045571804047,0.85765528678894,1.60048937797546,0.404390394687653,0.607962012290955,1.02815508842468,0.487960875034332,0.914276123046875,1.23201048374176,0.48497211933136,0.875673890113831,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0,6,51,14,0,5,0,15,6,12,7,0,4,0,11,0,14,19,16,13,16,59,14,0,53,13,13,24,7,0,0,1.50006926059723,0.627097189426422,0.858042776584625,1.60016298294067,0.404425531625748,0.607926785945892,1.02874553203583,0.48888623714447,0.916696429252624,1.23241770267487,0.48535543680191,0.877041101455689,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,7,53,13,0,3,0,13,5,15,8,11,5,0,12,2,9,20,18,18,14,59,10,0,54,6,14,23,7,0,0,1.50036239624023,0.62708842754364,0.858444511890411,1.59979212284088,0.404524296522141,0.607815504074097,1.02923107147217,0.489712774753571,0.918767213821411,1.23272204399109,0.485801964998245,0.878239750862122,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0,10,51,15,0,4,0,15,5,14,11,1,11,0,12,1,11,18,18,19,16,62,11,0,56,1,11,23,7,1,0,1.50071752071381,0.627063155174255,0.858896672725678,1.59932494163513,0.404623448848724,0.607816994190216,1.02964699268341,0.490510165691376,0.920580804347992,1.2329648733139,0.486389398574829,0.879346430301666,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,4,7,49,18,1,3,2,14,7,14,10,0,3,0,12,0,14,23,13,18,13,64,8,0,56,7,9,31,7,0,0,1.50112056732178,0.62706845998764,0.859378635883331,1.5988450050354,0.404700249433518,0.607823073863983,1.03011512756348,0.490977376699448,0.922173857688904,1.23311328887939,0.486825495958328,0.880289912223816,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1,6,51,12,2,3,1,13,7,15,9,2,4,0,11,1,19,17,17,14,16,69,10,0,56,6,14,26,7,3,0,1.50150394439697,0.627047777175903,0.859739184379578,1.59834229946136,0.404790788888931,0.607796728610992,1.03058624267578,0.491187810897827,0.923831403255463,1.23331034183502,0.487093925476074,0.881220579147339,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0,7,50,14,0,14,0,14,4,18,3,0,5,0,12,0,13,19,16,19,17,70,10,0,53,5,11,25,3,0,0,1.50179493427277,0.627083361148834,0.860015749931335,1.59786629676819,0.404772758483887,0.60795521736145,1.03101122379303,0.491240471601486,0.925113022327423,1.233562707901,0.487232893705368,0.881899774074554,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,7,7,51,15,0,4,1,12,10,15,11,0,6,0,11,1,14,19,16,19,14,71,8,3,53,5,10,26,5,1,0,1.50220763683319,0.627193808555603,0.860346376895904,1.59741806983948,0.404806911945343,0.607966125011444,1.03158462047577,0.49114990234375,0.926735758781433,1.23408687114716,0.487310349941254,0.882627069950104,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,9,54,15,0,1,0,13,10,14,12,2,7,0,11,0,14,20,18,15,17,71,12,1,54,7,9,26,7,0,1,1.50265169143677,0.627285242080689,0.860638737678528,1.59690725803375,0.404845058917999,0.608007967472076,1.03219044208527,0.490873277187347,0.928170442581177,1.23460578918457,0.487147718667984,0.883381605148315,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0,6,53,15,0,4,4,13,6,16,10,1,5,3,10,1,14,19,18,16,18,68,9,1,56,6,10,25,7,1,4,1.50306749343872,0.627411246299744,0.860920667648315,1.59649705886841,0.404852241277695,0.608110964298248,1.0328015089035,0.490488708019257,0.929512500762939,1.23514032363892,0.487045258283615,0.88410747051239,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,5,54,18,12,5,8,13,6,14,7,1,8,0,11,1,15,16,20,17,16,68,9,0,56,5,14,33,6,6,1,1.50336968898773,0.627514183521271,0.861174762248993,1.59616732597351,0.404982060194016,0.607950985431671,1.03338992595673,0.490041643381119,0.930665254592896,1.23553955554962,0.48686021566391,0.884581983089447,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,9,50,15,0,4,8,15,7,14,5,1,9,0,9,0,18,21,14,18,15,65,10,0,61,3,14,24,8,0,0,1.50370228290558,0.627554476261139,0.861391186714172,1.59595370292664,0.405029654502869,0.607971847057343,1.0339093208313,0.489753693342209,0.93167781829834,1.23591303825378,0.486912250518799,0.885152161121368,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0,9,53,15,0,4,15,18,5,15,6,0,8,14,10,1,16,21,18,16,14,67,13,2,58,7,13,24,5,0,1,1.5040545463562,0.627580523490906,0.861575484275818,1.59576857089996,0.405047923326492,0.607986569404602,1.03439426422119,0.489479005336762,0.932574093341827,1.23613488674164,0.486927717924118,0.885560512542725,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
