S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1,16,57,16,0,10,1,11,0,37,5,1,7,1,14,5,7,34,66,50,9,83,25,0,109,7,16,28,14,0,1,1.50793850421906,0.62073427438736,0.861284613609314,1.61290597915649,0.406203866004944,0.618713080883026,1.31827139854431,0.652250349521637,0.37725567817688,1.30246293544769,0.579106748104095,0.595628440380096,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,15,61,11,0,9,0,12,1,37,10,1,9,0,14,8,7,32,68,49,13,81,23,3,104,10,17,30,14,5,0,1.50791144371033,0.620721399784088,0.861185252666473,1.61295139789581,0.406124621629715,0.618772447109222,1.3184472322464,0.651807963848114,0.376888126134872,1.30264973640442,0.578950941562653,0.59536200761795,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,17,61,9,1,9,0,13,0,40,11,1,10,0,14,4,8,38,65,46,12,83,24,1,110,10,16,31,13,1,14,1.50785183906555,0.620641767978668,0.861034691333771,1.6130393743515,0.406135410070419,0.618770658969879,1.31839728355408,0.651523351669312,0.376549988985062,1.30292534828186,0.578906536102295,0.595079779624939,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2,19,59,9,0,9,13,14,12,38,10,0,7,2,9,3,13,36,65,50,13,79,21,1,111,10,17,29,19,0,1,1.50779354572296,0.620611846446991,0.860910058021545,1.61333656311035,0.406161278486252,0.61873072385788,1.31824541091919,0.651217877864838,0.376173466444015,1.30327081680298,0.578593969345093,0.594709277153015,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0,13,59,11,0,5,0,13,0,36,10,1,3,1,14,2,9,38,63,49,12,83,24,11,108,10,18,25,16,0,0,1.5077258348465,0.620613753795624,0.86079728603363,1.61360967159271,0.406269580125809,0.618529438972473,1.31812632083893,0.650958359241486,0.375865131616592,1.3034656047821,0.578429102897644,0.594394087791443,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,8,15,57,7,0,7,0,14,0,38,11,0,6,2,17,6,5,37,63,49,11,81,24,1,109,9,14,31,13,1,1,1.50766479969025,0.620597958564758,0.860795974731445,1.61369466781616,0.406297266483307,0.618510365486145,1.31793749332428,0.650706768035889,0.375608026981354,1.30353164672852,0.578259110450745,0.594164192676544,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1,17,60,13,0,9,0,12,0,36,12,2,9,1,16,4,3,37,63,50,13,85,25,1,107,8,16,28,12,0,0,1.50767457485199,0.620615661144257,0.860585987567902,1.61372053623199,0.406276166439056,0.618499279022217,1.31756365299225,0.650504767894745,0.375422894954681,1.30362010002136,0.578054368495941,0.593851268291473,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1,20,60,14,4,7,0,11,9,39,11,1,17,0,14,4,13,33,66,48,14,82,24,0,109,10,18,30,14,2,0,1.50766146183014,0.620624959468842,0.860497713088989,1.6137455701828,0.40625074505806,0.618494987487793,1.31721365451813,0.650299251079559,0.37528470158577,1.3037383556366,0.577897787094116,0.593633890151978,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0,13,59,13,0,11,0,11,0,39,8,1,9,1,15,3,7,37,65,49,13,79,25,5,108,11,16,26,15,6,0,1.50764811038971,0.620632648468018,0.860467493534088,1.61387622356415,0.406252801418304,0.61840432882309,1.31676650047302,0.650071918964386,0.375033915042877,1.30398070812225,0.577694535255432,0.593218386173248,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,17,60,7,4,7,11,13,2,40,8,1,11,1,18,4,8,40,65,48,16,78,28,1,109,10,19,30,16,1,0,1.50763714313507,0.620686769485474,0.860354125499725,1.61400270462036,0.406300842761993,0.618240833282471,1.31615102291107,0.649682879447937,0.374820321798325,1.30421507358551,0.577417552471161,0.5928835272789,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,17,56,6,1,10,1,10,8,39,11,12,11,1,13,1,7,39,65,49,12,78,24,3,105,16,17,30,16,1,0,1.5076287984848,0.620672345161438,0.860154807567596,1.61410450935364,0.406285226345062,0.618210911750793,1.3154901266098,0.649323344230652,0.374632745981216,1.30431592464447,0.57720273733139,0.592577219009399,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0,16,59,6,0,9,0,13,7,38,10,1,11,0,15,2,8,38,63,45,12,78,21,2,109,11,16,27,14,0,0,1.50762844085693,0.620702564716339,0.860028862953186,1.61429047584534,0.406337529420853,0.618162989616394,1.31463193893433,0.649000525474548,0.374490767717362,1.30443513393402,0.576981961727142,0.592284798622131,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,16,58,9,0,10,0,13,2,35,10,0,10,1,12,2,8,37,69,49,12,76,23,1,105,11,18,28,13,0,1,1.50764191150665,0.620709359645844,0.85989511013031,1.61441957950592,0.406311899423599,0.618152916431427,1.31356298923492,0.648705124855042,0.374381631612778,1.30457127094269,0.57679283618927,0.591965615749359,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2,16,58,10,1,9,2,15,2,37,8,1,11,1,13,3,4,37,66,47,13,74,22,0,106,7,16,29,15,0,0,1.5076996088028,0.620733857154846,0.859768152236939,1.6145396232605,0.40619084239006,0.618229269981384,1.31237018108368,0.648450136184692,0.374317824840546,1.30493366718292,0.576706230640411,0.591536819934845,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2,16,60,11,0,9,1,13,2,39,10,0,11,1,14,0,6,39,65,43,13,73,25,0,105,15,17,28,11,11,9,1.50771951675415,0.620728075504303,0.859682857990265,1.61469841003418,0.40621891617775,0.618177711963654,1.31110620498657,0.648000001907349,0.374365925788879,1.30518472194672,0.57653683423996,0.591262996196747,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1,17,58,10,1,14,0,18,2,42,10,0,11,0,14,3,6,42,61,48,15,78,21,2,108,11,16,26,11,0,1,1.5077360868454,0.620688319206238,0.859585762023926,1.61484444141388,0.406158894300461,0.618194997310638,1.3092679977417,0.647703289985657,0.374286383390427,1.30518639087677,0.576450705528259,0.591068923473358,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,6,22,58,9,0,9,0,11,1,37,13,2,10,1,21,6,1,35,54,48,15,71,22,1,108,11,17,26,13,0,0,1.50772559642792,0.62052458524704,0.859340310096741,1.61500525474548,0.406069397926331,0.61826080083847,1.30742490291595,0.647315621376038,0.374441176652908,1.30510246753693,0.576343536376953,0.590957045555115,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0,19,57,7,0,9,0,16,3,41,8,1,9,0,15,0,0,39,51,50,11,67,21,0,101,9,16,24,14,1,0,1.50773084163666,0.620474517345428,0.859198033809662,1.61517477035522,0.406000286340714,0.61837637424469,1.30517220497131,0.646947681903839,0.374577164649963,1.30466938018799,0.576063334941864,0.590966820716858,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1,18,58,9,0,6,0,13,0,40,8,1,10,1,11,3,1,43,49,47,13,69,20,5,102,11,16,23,15,1,0,1.50775384902954,0.620490729808807,0.859082877635956,1.61547517776489,0.406089037656784,0.618083715438843,1.30267095565796,0.646602869033814,0.374694168567658,1.30387544631958,0.575682759284973,0.591112434864044,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3,20,58,7,0,7,0,13,0,39,8,0,5,1,16,12,0,38,48,47,13,67,20,0,98,13,14,24,15,1,1,1.50782108306885,0.62050211429596,0.858920454978943,1.615758061409,0.406103283166885,0.617979407310486,1.30007183551788,0.646074652671814,0.37496754527092,1.30319559574127,0.575380384922028,0.591260552406311,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1,18,57,5,0,6,3,16,3,39,13,1,8,1,12,0,12,45,50,47,9,65,20,7,100,10,19,26,14,0,0,1.50784206390381,0.620496034622192,0.858954191207886,1.61588990688324,0.406070053577423,0.61800229549408,1.29785180091858,0.645753562450409,0.37529906630516,1.30263268947601,0.575212180614471,0.591415762901306,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2,17,58,10,0,7,4,11,3,40,3,0,7,1,11,0,5,38,49,49,14,63,18,1,89,9,18,24,19,0,0,1.50793588161469,0.620548844337463,0.858918845653534,1.61611330509186,0.40611943602562,0.617790460586548,1.29388391971588,0.645167052745819,0.375790953636169,1.30185925960541,0.575084745883942,0.591775894165039,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2,18,54,9,0,9,0,15,1,39,9,1,8,2,14,2,2,37,48,48,5,68,18,0,84,11,16,22,13,7,1,1.50801765918732,0.620559871196747,0.858780801296234,1.61657404899597,0.406312972307205,0.617177128791809,1.29130744934082,0.64485901594162,0.376263916492462,1.30132532119751,0.575150787830353,0.592133045196533,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2,18,54,10,0,6,0,12,1,39,6,0,6,1,11,2,1,37,48,50,10,71,19,0,81,11,16,19,14,0,15,1.50813186168671,0.62057638168335,0.85889995098114,1.61666750907898,0.406231343746185,0.617268264293671,1.28807878494263,0.644306778907776,0.376909047365189,1.30077767372131,0.575084805488586,0.592555403709412,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2,17,55,6,1,6,0,11,1,40,13,0,5,1,8,1,1,35,53,51,7,65,19,0,80,11,0,23,14,0,0,1.50822854042053,0.620589733123779,0.858831644058227,1.61680257320404,0.406212747097015,0.617209076881409,1.28453326225281,0.643738508224487,0.377759337425232,1.29992067813873,0.575129151344299,0.593158304691315,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0,14,53,6,0,4,0,12,0,37,8,2,8,0,10,2,0,35,47,47,8,65,19,0,78,12,20,21,14,14,9,1.50833868980408,0.62061619758606,0.85876876115799,1.61693787574768,0.406213521957398,0.617073237895966,1.28103196620941,0.64320969581604,0.378813624382019,1.29889035224915,0.574841022491455,0.593754231929779,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3,15,48,11,0,4,0,14,3,37,10,1,2,0,15,3,3,38,55,47,9,63,20,1,79,14,15,21,14,0,1,1.50845861434937,0.620679020881653,0.858686745166779,1.61717116832733,0.406214654445648,0.61691027879715,1.27755784988403,0.642536401748657,0.380202621221542,1.29735839366913,0.574296653270721,0.594651281833649,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4,17,50,9,1,4,1,14,0,35,5,2,4,3,8,1,0,37,60,47,9,63,16,0,78,14,17,19,14,0,0,1.50859045982361,0.620776891708374,0.858431279659271,1.61744844913483,0.406160354614258,0.61681854724884,1.2737158536911,0.641523361206055,0.381950438022613,1.2951385974884,0.573279142379761,0.595799207687378,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1,15,59,12,0,6,0,14,2,36,11,0,1,0,13,1,2,34,56,48,7,61,16,0,78,12,16,25,17,0,0,1.50867629051209,0.620804309844971,0.85781455039978,1.61788523197174,0.406084567308426,0.616818785667419,1.26938331127167,0.640217125415802,0.383884370326996,1.29240477085114,0.571796834468842,0.59712678194046,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3,17,48,12,1,7,0,15,1,34,4,1,7,0,9,2,3,39,53,43,8,63,19,0,79,11,17,19,13,1,1,1.50874423980713,0.620891094207764,0.857534229755402,1.61837911605835,0.405968606472015,0.61706668138504,1.26554393768311,0.639145910739899,0.385331153869629,1.29009294509888,0.570867717266083,0.598488926887512,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,3,17,47,11,0,8,0,17,2,34,9,2,5,1,9,6,0,37,56,47,7,65,16,2,85,11,13,22,11,0,0,1.50888335704803,0.620961666107178,0.857271552085876,1.61910927295685,0.405944913625717,0.616671502590179,1.2600291967392,0.637502670288086,0.387176841497421,1.2871869802475,0.569934010505676,0.600326418876648,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4,15,52,12,1,5,0,16,0,31,8,0,9,0,9,1,2,40,56,48,9,62,16,0,86,12,16,23,17,0,0,1.50914216041565,0.621114492416382,0.85686445236206,1.6195992231369,0.405895441770554,0.616495788097382,1.25386595726013,0.636048138141632,0.389171808958054,1.28484046459198,0.56954836845398,0.602314651012421,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,14,52,16,8,6,0,21,7,31,12,1,5,0,10,2,6,40,53,45,8,64,19,0,87,11,16,23,12,0,0,1.50950086116791,0.621279418468475,0.856566965579987,1.61995577812195,0.405889421701431,0.616302907466888,1.24777066707611,0.634872615337372,0.391691327095032,1.28252410888672,0.569718837738037,0.604448199272156,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,16,48,15,0,6,0,17,0,35,8,1,10,1,10,2,1,42,53,44,10,65,20,0,84,9,18,18,15,1,0,1.50981152057648,0.621447920799255,0.856097400188446,1.62035775184631,0.405813217163086,0.616131782531738,1.24149465560913,0.633865535259247,0.394682437181473,1.27981352806091,0.5694779753685,0.606868803501129,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1,13,51,17,12,1,1,17,1,33,9,0,5,1,11,3,3,44,53,46,10,64,18,7,84,12,18,22,13,0,0,1.51019060611725,0.621760904788971,0.855583310127258,1.62091505527496,0.405616372823715,0.616322159767151,1.23517060279846,0.632956862449646,0.398113518953323,1.27652621269226,0.569083869457245,0.609659612178803,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2,16,42,16,0,7,1,17,2,33,12,1,0,0,11,3,4,48,57,48,6,61,18,1,81,13,21,23,16,3,0,1.51063680648804,0.62202775478363,0.855096161365509,1.62176835536957,0.405832022428513,0.615482270717621,1.22863566875458,0.632125616073608,0.401729017496109,1.27306163311005,0.568589389324188,0.612837374210358,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2,14,49,15,0,7,0,17,2,32,10,1,11,0,8,3,4,43,54,46,7,66,12,0,82,7,18,25,16,0,0,1.51107263565063,0.622385859489441,0.854824721813202,1.62214636802673,0.405618488788605,0.615401566028595,1.22208940982819,0.631517171859741,0.405431717634201,1.26982033252716,0.56854635477066,0.616084516048431,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1,13,46,15,1,2,0,16,2,36,9,2,9,2,6,3,7,40,52,47,8,66,16,3,82,9,19,23,14,0,0,1.51148974895477,0.622637450695038,0.854636967182159,1.62250077724457,0.405513435602188,0.615196526050568,1.21677160263062,0.63118189573288,0.408636957406998,1.26753723621368,0.568830192089081,0.618843078613281,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,11,48,16,0,5,0,15,1,34,5,5,9,1,7,2,5,39,53,45,9,64,16,1,82,11,16,23,16,1,1,1.51256990432739,0.623359441757202,0.853764355182648,1.62320256233215,0.405208230018616,0.61461591720581,1.20388758182526,0.630558669567108,0.416878402233124,1.26273560523987,0.569837033748627,0.625111103057861,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,9,49,21,1,5,2,16,1,38,5,1,13,2,8,2,3,39,47,43,8,64,16,2,79,13,17,19,15,14,1,1.51270079612732,0.623511910438538,0.853630900382996,1.62329995632172,0.405162483453751,0.614622592926025,1.20199477672577,0.630407333374023,0.418278127908707,1.26206147670746,0.569912135601044,0.625925421714783,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3,15,48,18,0,5,1,16,5,30,5,1,10,0,8,3,8,41,52,43,11,65,19,0,81,10,17,26,11,0,0,1.51324141025543,0.623917102813721,0.85326075553894,1.62368476390839,0.405035257339478,0.614576399326324,1.19623517990112,0.630097091197968,0.422488898038864,1.2595751285553,0.569970965385437,0.629247069358826,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2,13,48,20,1,5,0,15,5,32,4,1,11,1,11,3,2,39,48,41,7,65,19,1,79,11,15,25,14,2,0,1.514044880867,0.624333620071411,0.852672457695007,1.62434458732605,0.404777258634567,0.61407995223999,1.18644666671753,0.629497826099396,0.429918587207794,1.25556766986847,0.569628536701202,0.63484400510788,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5,14,50,20,0,7,0,14,3,31,4,0,15,1,12,2,4,40,53,42,9,67,17,3,75,7,16,26,16,0,0,1.51498150825501,0.625200927257538,0.852453589439392,1.62466073036194,0.404516279697418,0.61394190788269,1.17802453041077,0.629294335842133,0.436097025871277,1.25271141529083,0.569355189800262,0.639452934265137,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2,11,50,23,0,6,0,15,6,27,9,2,11,0,12,3,3,39,54,43,10,65,14,0,75,15,13,23,15,14,0,1.51554942131042,0.625517189502716,0.852101862430573,1.62491476535797,0.404353886842728,0.61360639333725,1.17166674137115,0.629110753536224,0.441241651773453,1.25056374073029,0.569242715835571,0.643191695213318,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2,9,51,19,0,4,5,15,10,33,5,2,10,1,12,3,0,40,52,43,8,66,16,0,73,13,16,26,14,1,0,1.51611828804016,0.625633656978607,0.851569890975952,1.6252828836441,0.404311925172806,0.612996459007263,1.16345489025116,0.628750085830689,0.44852489233017,1.24794447422028,0.569132626056671,0.648112118244171,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,14,51,19,0,5,0,13,3,34,4,0,12,9,12,1,7,34,45,44,8,66,18,0,75,9,15,25,16,0,0,1.51687920093536,0.626048684120178,0.850992679595947,1.62556326389313,0.404087692499161,0.612682342529297,1.15535807609558,0.628362715244293,0.456386893987656,1.24513912200928,0.568807423114777,0.653410911560059,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3,7,53,23,0,5,0,15,3,31,5,12,6,13,12,0,8,35,53,47,8,63,19,1,75,5,17,24,12,12,8,1.51765465736389,0.626534879207611,0.850561141967773,1.62595617771149,0.404014617204666,0.612061083316803,1.14733445644379,0.627893328666687,0.464559584856033,1.24239087104797,0.56813645362854,0.65900444984436,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,11,51,24,0,3,1,14,5,30,5,1,6,3,5,1,9,39,54,45,6,66,24,0,75,11,17,26,15,1,1,1.5184428691864,0.627029716968536,0.850199580192566,1.62628746032715,0.403782695531845,0.611854732036591,1.1395058631897,0.627352595329285,0.472995907068253,1.23986959457397,0.567428469657898,0.664750039577484,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3,12,51,20,0,2,0,14,3,30,6,0,5,2,8,0,1,39,54,45,7,63,20,1,68,14,20,27,16,0,8,1.51912772655487,0.627303779125214,0.849631369113922,1.62654864788055,0.403550297021866,0.611625730991364,1.13160765171051,0.626927614212036,0.481843411922455,1.23754692077637,0.566934585571289,0.670643448829651,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3,11,53,24,2,4,0,15,5,30,2,0,11,0,11,2,6,39,59,43,9,59,19,3,63,6,17,23,13,0,0,1.51994907855988,0.627725124359131,0.849140167236328,1.6270067691803,0.40362074971199,0.610631227493286,1.12429285049438,0.626160562038422,0.49109473824501,1.23550546169281,0.566470623016357,0.676643967628479,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4,9,52,27,0,4,8,14,3,32,9,1,1,0,13,4,0,38,58,42,13,65,23,0,68,9,17,22,14,0,0,1.5206515789032,0.628129065036774,0.848540782928467,1.62732076644897,0.403567254543304,0.609945297241211,1.11666798591614,0.625566184520721,0.500917792320251,1.23363637924194,0.566049993038178,0.68299263715744,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2,7,56,22,0,3,1,15,2,34,7,0,6,1,9,2,2,37,50,47,8,63,21,4,73,11,17,25,19,14,1,1.52119576931,0.628275036811829,0.848001658916473,1.62756252288818,0.40346559882164,0.609543681144714,1.11119067668915,0.624987125396729,0.508338332176209,1.23249387741089,0.565583407878876,0.687653362751007,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,8,57,28,1,5,0,15,6,21,5,0,12,1,11,0,2,35,59,42,10,63,18,7,72,9,16,25,13,0,0,1.52191972732544,0.628749012947083,0.84741735458374,1.62795352935791,0.40332368016243,0.608939230442047,1.10430288314819,0.624303877353668,0.518732666969299,1.23100686073303,0.564909398555756,0.694116175174713,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,7,55,29,0,2,0,20,3,19,4,0,13,1,10,11,2,36,56,43,10,64,19,0,70,9,14,23,14,1,3,1.52265107631683,0.62906813621521,0.846733748912811,1.62829804420471,0.403160065412521,0.608170747756958,1.09766411781311,0.623178601264954,0.529321074485779,1.22961091995239,0.564397156238556,0.700711011886597,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,7,55,25,0,2,0,19,1,19,5,0,11,0,8,1,3,31,49,47,10,66,21,1,65,11,14,24,16,0,0,1.52338123321533,0.629417240619659,0.846175789833069,1.62865924835205,0.402952015399933,0.607743978500366,1.09104120731354,0.62245637178421,0.540538370609283,1.22838222980499,0.563665330410004,0.70748496055603,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,7,55,27,1,1,1,18,5,19,1,8,8,5,11,1,0,34,50,49,9,66,20,3,65,10,14,25,10,0,0,1.52402436733246,0.629740655422211,0.84554398059845,1.62901091575623,0.4028180539608,0.606910705566406,1.08487129211426,0.621339559555054,0.551878690719605,1.22743964195251,0.562876462936401,0.714436948299408,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,9,51,31,0,5,0,21,0,14,11,0,8,0,7,2,4,31,41,47,8,64,17,0,68,9,11,26,12,0,0,1.52460944652557,0.630041599273682,0.844899237155914,1.62942171096802,0.402779400348663,0.606034219264984,1.07890605926514,0.620680093765259,0.563384771347046,1.22662127017975,0.562186539173126,0.721452295780182,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,7,55,27,0,1,0,23,2,11,5,0,10,2,6,3,4,27,46,49,9,66,17,0,63,7,12,27,10,0,0,1.52503740787506,0.63025027513504,0.844534635543823,1.62959218025208,0.402690410614014,0.605442225933075,1.07504677772522,0.620184063911438,0.571863412857056,1.22624921798706,0.561809122562408,0.726612746715546,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2,7,54,33,1,9,0,24,0,11,3,1,9,1,8,6,5,28,36,51,10,67,20,0,65,7,14,26,12,0,0,1.52561688423157,0.630509853363037,0.844052076339722,1.62981867790222,0.402622401714325,0.604448139667511,1.07067346572876,0.619529783725739,0.583054065704346,1.22587537765503,0.561328828334808,0.73340380191803,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3,7,55,26,0,3,1,22,2,7,4,0,7,0,9,2,0,24,52,49,9,69,18,0,63,9,10,27,11,0,0,1.5261914730072,0.630752980709076,0.843522846698761,1.63007128238678,0.402564525604248,0.603517949581146,1.06666219234467,0.61922550201416,0.594501495361328,1.22556912899017,0.560845136642456,0.740263998508453,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,14,58,27,0,2,0,21,2,9,2,0,5,0,14,1,5,21,40,48,8,62,22,1,57,8,17,25,12,0,0,1.52649092674255,0.631058514118195,0.84318608045578,1.63033485412598,0.402563393115997,0.602838337421417,1.0641382932663,0.619049549102783,0.603107154369354,1.22548937797546,0.560420513153076,0.745584487915039,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,15,55,30,0,0,0,25,5,13,1,0,9,1,10,3,6,22,35,44,11,64,20,0,53,7,12,27,11,2,1,1.52698922157288,0.631392002105713,0.842673599720001,1.63059628009796,0.402423769235611,0.602068245410919,1.06041705608368,0.618680238723755,0.614934802055359,1.22554337978363,0.559777438640595,0.752948939800262,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,15,57,31,0,2,0,24,0,10,5,2,8,2,11,2,5,23,34,47,10,60,17,1,58,9,12,26,12,0,0,1.52753782272339,0.631671488285065,0.842207789421081,1.63087606430054,0.40242213010788,0.601012825965881,1.0565972328186,0.618251800537109,0.62706708908081,1.22578847408295,0.559213280677795,0.76039731502533,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,5,13,53,30,1,4,13,25,1,8,2,0,6,6,11,1,6,26,32,43,8,58,15,1,53,6,5,26,9,0,16,1.52809393405914,0.631959617137909,0.841755986213684,1.63102781772614,0.402320206165314,0.600187003612518,1.05276739597321,0.617815613746643,0.639175117015839,1.22616946697235,0.558973371982574,0.767501771450043,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,15,53,31,10,11,0,23,0,9,4,1,7,1,13,1,5,21,31,38,14,66,15,1,53,4,10,28,13,1,1,1.52854466438293,0.632212936878204,0.841282486915588,1.63110041618347,0.402199268341064,0.599301636219025,1.04906964302063,0.617548882961273,0.651322364807129,1.2266960144043,0.559123754501343,0.774146258831024,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,5,60,25,0,4,2,23,2,11,1,2,13,12,9,2,13,19,30,37,11,62,20,0,56,8,8,27,12,1,0,1.52898895740509,0.632444620132446,0.840831816196442,1.63118708133698,0.402154356241226,0.598359107971191,1.04588401317596,0.617412805557251,0.663398861885071,1.22731244564056,0.559378445148468,0.780362486839294,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,1,51,25,0,12,0,24,4,9,2,2,9,5,11,4,10,16,30,40,8,61,19,1,53,9,17,27,13,0,0,1.52937471866608,0.63272100687027,0.840386986732483,1.63103353977203,0.402064174413681,0.59749186038971,1.04314482212067,0.617428004741669,0.675427973270416,1.22806453704834,0.559753000736237,0.786321997642517,16_Aug_2023_11_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
