S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3,5,16,2,0,6,0,7,1,35,4,10,4,3,1,2,13,7,0,11,9,73,11,1,58,7,6,17,7,4,0,1.54763543605804,0.654323577880859,0.824081838130951,1.62300884723663,0.405589163303375,0.601341784000397,1.08884537220001,0.535857081413269,0.944721519947052,1.28523421287537,0.481569439172745,0.930047750473022,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,2,12,2,1,6,1,7,0,35,6,0,8,0,0,4,7,8,7,12,6,71,12,1,54,5,13,17,7,0,0,1.54748952388763,0.654207646846771,0.824444234371185,1.62295234203339,0.405726134777069,0.601494193077087,1.08854639530182,0.535639464855194,0.944540500640869,1.28491473197937,0.481348425149918,0.930190801620483,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3,1,20,3,0,5,0,7,1,37,4,1,3,0,0,0,10,7,0,11,8,64,13,2,57,7,11,19,11,0,0,1.54740905761719,0.654133379459381,0.824746668338776,1.62293684482574,0.405784726142883,0.601654410362244,1.08832728862762,0.535555601119995,0.944310486316681,1.28469228744507,0.481158703565598,0.930266082286835,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,1,16,5,1,6,7,6,1,35,3,1,6,0,4,1,17,7,1,10,6,66,11,6,53,2,14,19,11,0,1,1.54726600646973,0.654017686843872,0.825111210346222,1.6229100227356,0.405868351459503,0.601896405220032,1.08807933330536,0.535399198532105,0.943751454353332,1.2843724489212,0.480834901332855,0.930322706699371,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5,0,15,2,1,5,0,14,0,35,10,1,4,1,5,2,10,8,1,13,7,67,9,2,52,6,12,19,8,0,0,1.54704833030701,0.653873145580292,0.82552045583725,1.62285912036896,0.405976861715317,0.602100729942322,1.08774876594543,0.53529691696167,0.943389058113098,1.28404903411865,0.480534583330154,0.930344641208649,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2,0,11,3,0,5,1,7,1,37,3,1,6,1,4,0,11,6,0,11,4,66,12,1,54,5,13,22,11,1,0,1.54693949222565,0.653799712657928,0.82584136724472,1.62287044525146,0.40606239438057,0.602282881736755,1.08751976490021,0.535169959068298,0.943126142024994,1.28380465507507,0.480430275201798,0.930482506752014,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,1,19,0,2,2,2,6,1,38,3,1,0,0,7,0,10,3,2,11,7,67,10,2,55,5,13,16,12,1,0,1.54692494869232,0.653690993785858,0.826423168182373,1.62285423278809,0.406102657318115,0.602581381797791,1.08710169792175,0.535072386264801,0.942607223987579,1.28346788883209,0.480327308177948,0.930537343025208,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,0,21,7,0,1,1,6,1,41,1,0,9,1,3,1,9,9,0,10,7,67,13,2,54,4,13,17,7,0,5,1.54690051078796,0.653638422489166,0.82695460319519,1.62284958362579,0.406221687793732,0.602848529815674,1.08663904666901,0.535040855407715,0.942038238048553,1.28302788734436,0.480315655469894,0.930618226528168,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2,2,18,3,0,10,0,11,0,39,3,0,3,0,5,1,12,12,2,10,6,70,13,2,55,5,15,16,8,1,1,1.54685389995575,0.65357106924057,0.827322542667389,1.62280368804932,0.406229794025421,0.603123128414154,1.08628904819489,0.535131454467773,0.941525995731354,1.28268396854401,0.480246543884277,0.930569350719452,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4,1,14,3,1,5,12,6,2,37,10,9,4,0,6,1,8,7,1,10,7,66,10,2,52,7,16,16,7,0,0,1.5467621088028,0.65347546339035,0.827783703804016,1.62280058860779,0.406289488077164,0.603415846824646,1.08583664894104,0.535199701786041,0.94082647562027,1.28223145008087,0.48022472858429,0.93041056394577,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2,1,18,3,0,6,14,5,0,36,5,0,5,0,14,1,11,8,1,9,8,67,11,0,49,13,11,17,8,0,1,1.54661107063293,0.653363823890686,0.828153371810913,1.62278747558594,0.4063960313797,0.60372132062912,1.08535242080688,0.535244643688202,0.94014972448349,1.28179478645325,0.480277091264725,0.930387020111084,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,13,17,3,1,6,0,5,0,36,8,0,8,0,10,1,12,7,1,8,5,73,5,2,51,5,13,17,6,0,1,1.54645359516144,0.653248906135559,0.82853090763092,1.62290108203888,0.40641862154007,0.60416704416275,1.08484148979187,0.535389721393585,0.939342558383942,1.28127336502075,0.480165064334869,0.930228292942047,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2,2,17,3,3,5,0,6,1,35,7,0,0,0,8,1,13,7,0,10,8,70,13,5,47,3,15,18,5,0,1,1.54627764225006,0.653238773345947,0.828853607177734,1.6229772567749,0.406513810157776,0.604299902915955,1.08445370197296,0.535386085510254,0.938828468322754,1.28086960315704,0.480174601078034,0.930105805397034,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3,4,18,6,0,6,0,7,2,38,5,1,1,0,4,3,5,8,0,10,8,70,13,9,56,6,10,19,6,0,6,1.54610061645508,0.653164803981781,0.82915323972702,1.62308514118195,0.406543463468552,0.60472697019577,1.08388078212738,0.535563707351685,0.937737464904785,1.28029406070709,0.480240076780319,0.929917812347412,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1,4,18,3,0,6,0,7,1,37,0,0,8,0,5,2,14,5,3,12,8,71,8,2,52,7,14,22,7,12,0,1.54594874382019,0.653081059455872,0.829484522342682,1.62318277359009,0.406602680683136,0.605173110961914,1.08324980735779,0.535834968090057,0.936604976654053,1.27968311309814,0.480154275894165,0.92954671382904,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,6,17,3,3,6,0,6,2,36,1,1,4,0,0,5,8,9,1,9,6,70,8,4,53,2,15,17,6,0,0,1.54584884643555,0.653031706809998,0.829722404479981,1.62324333190918,0.406585812568665,0.605553567409515,1.08287370204926,0.535888254642487,0.935652613639832,1.27927196025848,0.480194270610809,0.929370820522308,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,7,15,0,2,4,0,6,0,38,5,1,3,0,1,11,9,7,4,13,8,70,10,5,49,5,14,18,11,0,0,1.54577040672302,0.652996480464935,0.830035328865051,1.62333941459656,0.406576007604599,0.605949521064758,1.0823860168457,0.536002218723297,0.934073448181152,1.27869117259979,0.480149209499359,0.929261803627014,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2,3,17,1,0,7,0,4,3,38,1,1,8,1,0,6,4,8,6,12,8,68,8,5,51,5,15,19,6,1,4,1.54563570022583,0.652921676635742,0.830364763736725,1.62337672710419,0.406545490026474,0.606419444084168,1.08179199695587,0.536185324192047,0.932465434074402,1.27809262275696,0.479961305856705,0.928832590579987,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,6,17,3,0,5,0,5,4,37,4,0,4,1,0,2,11,7,0,12,8,66,11,4,48,6,14,19,9,0,1,1.54563462734222,0.652870059013367,0.830687940120697,1.62336492538452,0.406520336866379,0.606798648834229,1.08111107349396,0.536437451839447,0.930607974529266,1.27740395069122,0.479957848787308,0.928442537784576,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,8,12,4,1,11,1,5,1,40,6,1,2,5,0,2,8,6,1,12,8,69,4,2,52,5,16,20,5,0,0,1.54566442966461,0.652838706970215,0.830970406532288,1.62336683273315,0.406477838754654,0.607156693935394,1.08058321475983,0.536686599254608,0.928872585296631,1.27685391902924,0.47998771071434,0.927964806556702,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0,7,16,4,0,7,0,8,0,42,4,0,2,0,0,3,9,11,0,9,8,70,7,2,53,10,14,18,2,7,0,1.54568040370941,0.65279746055603,0.831381797790527,1.62341630458832,0.406434237957001,0.607762217521668,1.07982742786407,0.537138640880585,0.926359713077545,1.27603244781494,0.480161547660828,0.9273481965065,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2,5,16,3,0,5,0,5,1,38,5,0,6,0,5,0,10,7,0,11,8,67,9,2,55,7,13,19,8,8,9,1.54569911956787,0.652774274349213,0.831827104091644,1.62332844734192,0.406381666660309,0.608312904834747,1.07905185222626,0.537511825561523,0.923420608043671,1.27511358261108,0.48037800192833,0.926522552967072,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0,7,14,6,6,5,3,5,1,43,0,0,3,0,9,4,10,8,2,11,9,69,6,3,52,7,10,19,6,1,14,1.54572224617004,0.652786552906036,0.832231640815735,1.62321770191193,0.406427353620529,0.608504474163055,1.07852077484131,0.537982761859894,0.921131134033203,1.27437293529511,0.4806267619133,0.925872266292572,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,6,5,19,6,1,6,4,6,3,40,7,1,4,1,6,1,9,6,3,12,6,66,4,1,56,2,11,20,2,1,1,1.54585337638855,0.652748942375183,0.832692384719849,1.62310707569122,0.406478762626648,0.60897958278656,1.0776287317276,0.538668930530548,0.91803902387619,1.27335870265961,0.480956196784973,0.924885749816894,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,7,17,5,1,3,0,7,4,36,2,0,4,0,6,2,11,7,2,13,2,68,9,2,50,6,11,19,4,9,0,1.54600298404694,0.652795553207397,0.833208203315735,1.62303745746613,0.406476080417633,0.609483420848846,1.07660913467407,0.53921639919281,0.914810419082642,1.27227115631104,0.481321334838867,0.923826813697815,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2,10,17,7,1,7,0,4,1,43,3,0,2,0,4,3,9,8,1,12,7,66,6,5,50,8,11,20,4,0,0,1.54610753059387,0.652774393558502,0.83358234167099,1.62299311161041,0.406464040279388,0.609882891178131,1.07596206665039,0.54006439447403,0.912156403064728,1.27142429351807,0.48165088891983,0.923009276390076,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3,6,14,5,0,6,2,7,1,45,4,8,6,0,11,2,10,7,1,10,6,65,6,1,49,6,10,17,4,0,1,1.54625368118286,0.652745068073273,0.834159970283508,1.62276375293732,0.406370162963867,0.610692858695984,1.07496404647827,0.540828347206116,0.908356308937073,1.27022063732147,0.481910616159439,0.921853601932526,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,2,17,8,0,5,0,5,1,35,3,5,8,0,7,3,7,9,2,14,8,67,6,0,54,7,12,20,1,0,0,1.54638385772705,0.652687013149262,0.834672868251801,1.62265813350678,0.406373023986816,0.611145257949829,1.07416462898254,0.541512608528137,0.904435694217682,1.26900315284729,0.482181340456009,0.920648515224457,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,6,17,3,0,8,0,8,1,38,4,0,5,0,8,2,8,9,2,13,10,63,8,2,52,8,15,26,3,0,0,1.54646420478821,0.652660548686981,0.835017085075378,1.6225825548172,0.406367599964142,0.611539423465729,1.07348537445068,0.542092442512512,0.901335000991821,1.26808369159698,0.482363015413284,0.919655919075012,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,6,14,7,1,5,0,8,1,34,5,11,4,1,11,0,10,10,3,10,5,65,9,2,54,8,9,19,2,1,0,1.54658877849579,0.652630090713501,0.835542261600494,1.62254703044891,0.406335651874542,0.612103164196014,1.07268345355988,0.542868852615356,0.89699137210846,1.2668948173523,0.482672333717346,0.918267488479614,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,9,15,7,5,15,0,9,1,39,4,0,5,0,13,3,10,14,1,6,9,66,8,1,53,6,10,22,8,0,6,1.54672479629517,0.652625620365143,0.836031436920166,1.62244689464569,0.40636819601059,0.61255806684494,1.07193922996521,0.543594241142273,0.892356932163239,1.26572263240814,0.482987701892853,0.916669428348541,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1,8,16,7,5,7,1,4,2,41,6,1,4,1,9,6,7,7,1,10,2,65,8,1,56,7,8,27,9,0,1,1.54694676399231,0.652539372444153,0.836424827575684,1.62237048149109,0.406310349702835,0.61320286989212,1.07123494148254,0.54418957233429,0.88737690448761,1.26449775695801,0.483128190040588,0.914837956428528,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,10,19,8,1,2,0,6,1,42,2,0,3,0,9,6,9,9,3,12,2,63,8,2,57,6,12,22,6,0,0,1.54713046550751,0.652546584606171,0.836875915527344,1.62229681015015,0.406320720911026,0.613599300384522,1.07070803642273,0.544459939002991,0.8835569024086,1.26349020004272,0.483236342668533,0.913615345954895,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,3,19,8,1,6,0,8,1,43,3,0,2,0,5,6,8,9,3,14,6,63,6,2,56,7,3,22,11,0,8,1.54736483097076,0.652452707290649,0.837506234645844,1.62210202217102,0.40632501244545,0.614211440086365,1.06999123096466,0.54473614692688,0.878679394721985,1.26214146614075,0.483160555362701,0.911745667457581,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11,6,18,7,1,7,0,7,1,47,7,0,3,0,9,6,7,10,6,14,5,63,10,2,57,11,6,30,8,0,0,1.54752123355865,0.652385056018829,0.837917923927307,1.62202000617981,0.40631291270256,0.614580810070038,1.06951868534088,0.544717371463776,0.874695599079132,1.26118528842926,0.483016014099121,0.910051345825195,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,5,20,8,0,5,1,8,6,44,2,1,3,1,5,14,8,8,4,14,6,59,12,2,55,7,9,22,8,0,0,1.54768133163452,0.652359068393707,0.838418066501617,1.62194502353668,0.406247526407242,0.615205883979797,1.06879794597626,0.544790089130402,0.86917632818222,1.25997722148895,0.482854098081589,0.907568752765656,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,6,16,7,1,9,1,8,1,48,1,1,3,1,14,1,7,9,1,12,6,61,8,2,56,7,8,23,10,0,0,1.54795241355896,0.652254700660706,0.838861107826233,1.62188982963562,0.40626534819603,0.615730941295624,1.06822800636292,0.544949889183044,0.863370299339294,1.25874090194702,0.482824176549912,0.905106544494629,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,11,19,5,0,10,0,9,1,52,5,4,3,1,5,3,12,9,2,9,8,63,6,3,56,11,7,25,7,0,0,1.54816389083862,0.652159750461578,0.839274704456329,1.62185025215149,0.406181812286377,0.616313636302948,1.06768691539764,0.544969975948334,0.857154786586762,1.25734829902649,0.482968658208847,0.902690052986145,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,6,18,7,13,10,1,9,4,49,7,0,1,0,8,6,6,10,0,11,6,66,8,0,54,5,5,27,9,0,0,1.54831528663635,0.652144908905029,0.839690983295441,1.62181437015533,0.406253278255463,0.616532742977142,1.06734001636505,0.545067250728607,0.852400481700897,1.25633192062378,0.482935041189194,0.900560736656189,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,7,19,11,0,8,0,9,1,47,2,1,2,11,8,0,10,9,1,13,6,63,8,3,54,8,9,27,8,2,1,1.54854500293732,0.651979565620422,0.840192198753357,1.62180042266846,0.406253814697266,0.617042362689972,1.06675231456757,0.544934153556824,0.845972120761871,1.25498294830322,0.48294734954834,0.897629916667938,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,10,17,5,0,9,0,10,0,43,3,2,3,0,7,3,10,11,3,13,5,67,8,1,54,6,11,32,3,6,0,1.54869222640991,0.651863157749176,0.840564429759979,1.62175273895264,0.406283289194107,0.617424488067627,1.0664119720459,0.544951379299164,0.839385211467743,1.25370705127716,0.482927054166794,0.894661128520966,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0,6,16,10,0,14,1,12,2,47,3,1,7,0,10,3,7,9,2,14,3,63,8,0,56,7,13,31,10,1,0,1.54884898662567,0.651773989200592,0.840979218482971,1.62180042266846,0.406254231929779,0.617865145206451,1.06611394882202,0.544821560382843,0.834502935409546,1.25281882286072,0.4829021692276,0.892234444618225,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,7,16,6,1,9,1,8,5,51,3,1,5,0,12,1,6,11,4,17,2,65,7,2,53,7,12,37,6,9,1,1.54901528358459,0.651651561260223,0.841406047344208,1.62185502052307,0.406279027462006,0.618247509002685,1.0658141374588,0.544846475124359,0.827897310256958,1.25162172317505,0.482723087072372,0.888920783996582,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,7,21,9,1,11,1,10,1,45,2,0,5,1,8,3,5,13,0,11,11,66,7,2,58,9,10,38,8,0,0,1.54909563064575,0.651586294174194,0.841419458389282,1.62189793586731,0.406317442655563,0.618600487709045,1.06571841239929,0.544208526611328,0.820719301700592,1.25038194656372,0.482390731573105,0.885378241539001,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,10,17,8,1,11,1,8,0,44,5,1,2,1,7,3,6,10,2,14,6,67,4,2,52,8,11,29,11,1,0,1.54930150508881,0.651417195796967,0.842178881168366,1.62193858623505,0.406333029270172,0.61900919675827,1.06581151485443,0.543601870536804,0.813636720180512,1.24918043613434,0.482055723667145,0.88183730840683,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,9,17,5,2,12,1,8,4,40,5,0,2,0,7,3,2,11,6,9,9,63,10,3,56,8,12,33,8,0,1,1.54947113990784,0.65130341053009,0.842601358890533,1.6219836473465,0.40629717707634,0.619477570056915,1.0657867193222,0.542951643466949,0.808265209197998,1.24830722808838,0.481736332178116,0.879056572914124,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,8,17,8,11,11,0,6,0,43,0,0,0,0,8,3,12,14,0,16,7,66,10,1,56,6,13,31,4,1,1,1.54946374893188,0.651177525520325,0.842773020267487,1.62201118469238,0.40639927983284,0.61980277299881,1.0658860206604,0.542487680912018,0.80107456445694,1.24722862243652,0.481380730867386,0.875249207019806,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,9,16,11,0,10,1,9,1,51,5,2,0,0,11,2,4,11,12,11,6,62,8,3,56,14,9,33,3,0,2,1.54958176612854,0.650987327098846,0.843374669551849,1.62203192710876,0.406460016965866,0.620097994804382,1.06608903408051,0.541853487491608,0.793887317180633,1.24614322185516,0.481264919042587,0.871531009674072,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,9,18,10,0,10,2,5,1,53,7,0,4,1,9,3,4,11,8,6,8,65,6,3,53,6,13,33,11,0,0,1.54958534240723,0.650789499282837,0.843607187271118,1.62221348285675,0.406331032514572,0.620725929737091,1.06616342067719,0.54137372970581,0.78648829460144,1.24503779411316,0.481147885322571,0.86764532327652,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,7,20,7,1,9,1,7,2,54,0,3,9,0,11,2,5,19,10,10,6,68,13,1,57,3,14,37,1,0,1,1.54953837394714,0.650701642036438,0.843746900558472,1.62224817276001,0.406426757574081,0.620730519294739,1.06615614891052,0.541107416152954,0.780766367912293,1.24413120746613,0.481123030185699,0.86467707157135,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,16,18,7,9,6,0,7,2,53,4,0,3,1,8,3,3,13,6,13,6,70,10,2,57,6,16,35,4,0,1,1.54940712451935,0.650618016719818,0.843947231769562,1.62243747711182,0.406388223171234,0.621113836765289,1.06637179851532,0.54070770740509,0.772879064083099,1.24279201030731,0.481168955564499,0.860525727272034,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,10,17,7,0,11,0,3,4,54,3,0,7,0,9,3,6,10,9,10,6,71,6,3,60,12,10,32,4,0,1,1.5492582321167,0.650488913059235,0.844221949577331,1.62251460552216,0.406349956989288,0.621489942073822,1.06676745414734,0.540441513061523,0.76493626832962,1.24151074886322,0.481314569711685,0.856201648712158,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,11,18,10,1,10,0,4,3,50,0,0,5,0,3,13,2,7,8,11,5,71,8,11,58,5,12,39,11,0,0,1.54905498027802,0.650474846363068,0.844362497329712,1.62255656719208,0.406345129013061,0.621771216392517,1.06716859340668,0.540399312973022,0.758831202983856,1.24062597751617,0.481441497802734,0.852898836135864,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,11,19,10,0,7,0,7,1,49,11,1,1,0,9,7,13,11,9,8,11,77,6,0,58,7,11,37,3,0,2,1.54884362220764,0.650412440299988,0.844521343708038,1.62263309955597,0.406303942203522,0.622190833091736,1.06777095794678,0.540498673915863,0.7507643699646,1.23952424526215,0.481729865074158,0.848388969898224,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,9,19,12,1,6,0,7,1,50,6,1,2,2,8,3,3,11,11,6,5,73,10,0,58,7,12,32,1,0,0,1.54858767986298,0.650360643863678,0.844646990299225,1.62260186672211,0.406251430511475,0.62259042263031,1.0685065984726,0.54052996635437,0.742709040641785,1.23836255073547,0.481886029243469,0.843881547451019,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,8,21,15,1,11,1,7,0,43,5,1,0,1,6,11,2,13,8,11,8,69,11,10,59,7,10,33,4,1,0,1.54830849170685,0.650289535522461,0.844789624214172,1.62259531021118,0.406191974878311,0.623087167739868,1.06946206092834,0.54064267873764,0.734476745128632,1.23718774318695,0.481887370347977,0.839169085025787,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,11,17,14,0,11,0,8,1,46,10,0,3,0,4,4,4,11,11,10,4,75,8,1,60,5,16,32,2,1,4,1.54805636405945,0.650289118289948,0.844624996185303,1.622554063797,0.406214416027069,0.623337507247925,1.07013344764709,0.540836215019226,0.728340089321137,1.23633706569672,0.481922745704651,0.835501253604889,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,11,20,15,0,9,0,9,0,44,5,2,1,1,8,3,3,15,9,10,6,75,7,2,58,7,15,33,7,0,0,1.54784071445465,0.650047361850739,0.845336616039276,1.62245726585388,0.406171798706055,0.623703360557556,1.07124495506287,0.541204869747162,0.719983220100403,1.23536121845245,0.48200199007988,0.83048403263092,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0,10,20,15,6,7,0,8,1,51,4,3,0,0,13,0,5,17,9,8,9,75,7,0,62,2,12,30,5,2,1,1.5475287437439,0.649939835071564,0.84566330909729,1.62232220172882,0.406162291765213,0.624269545078278,1.07257866859436,0.541435897350311,0.711558103561401,1.23453807830811,0.482158482074738,0.825135052204132,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,9,18,13,0,12,1,5,2,55,0,0,5,0,8,0,8,17,11,8,7,79,5,3,60,8,9,31,11,0,0,1.54720032215118,0.649824678897858,0.845970630645752,1.62216651439667,0.406164020299912,0.624674499034882,1.07405054569244,0.541839838027954,0.702971339225769,1.23381495475769,0.482483386993408,0.819818496704102,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,10,24,13,0,12,3,4,1,54,3,0,2,1,16,3,1,13,10,10,10,78,8,2,59,6,15,34,5,1,1,1.54696273803711,0.649733483791351,0.846222221851349,1.62199294567108,0.406175643205643,0.624837100505829,1.07521951198578,0.541859805583954,0.696560382843018,1.23337745666504,0.482751756906509,0.81571090221405,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,10,19,14,0,10,8,8,5,49,5,0,5,0,5,6,11,14,12,11,9,80,5,1,65,5,13,32,4,14,1,1.54674065113068,0.649645805358887,0.846653819084168,1.62182915210724,0.406174838542938,0.625243306159973,1.07714664936066,0.542271792888641,0.688038885593414,1.23287212848663,0.48298117518425,0.810205996036529,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,8,17,13,8,11,0,8,10,52,2,0,5,0,10,3,5,15,5,17,7,78,10,1,64,8,17,34,5,0,0,1.54648852348328,0.64955860376358,0.847029387950897,1.62160885334015,0.406175464391708,0.625694990158081,1.07905697822571,0.542098104953766,0.679504692554474,1.23257303237915,0.483152955770493,0.804559350013733,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,10,22,15,0,11,0,12,3,54,4,2,0,1,6,0,5,11,10,12,9,78,11,3,61,5,15,33,6,0,1,1.54622340202332,0.649466633796692,0.847369074821472,1.62132966518402,0.406117916107178,0.626203000545502,1.08137285709381,0.542230725288391,0.670394659042358,1.23249626159668,0.483178526163101,0.79883223772049,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6,9,14,16,1,9,9,8,2,48,6,1,1,0,10,4,11,12,7,14,6,77,11,1,61,6,8,27,5,0,1,1.54592549800873,0.649387300014496,0.84775310754776,1.6209522485733,0.405983030796051,0.626979470252991,1.08395171165466,0.541913449764252,0.661448180675507,1.23268532752991,0.483208388090134,0.793093919754028,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,8,22,13,0,7,0,10,4,57,1,0,1,1,10,4,12,9,11,19,5,78,10,2,60,5,9,30,8,0,2,1.54570841789246,0.649387955665588,0.847721517086029,1.62060642242432,0.405955612659454,0.627212822437286,1.08627784252167,0.541838645935059,0.654803931713104,1.23292863368988,0.483300268650055,0.78885942697525,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,10,21,14,9,7,13,9,3,58,4,1,2,1,6,10,8,11,13,13,8,73,8,1,57,7,11,32,7,1,1,1.54556894302368,0.649296700954437,0.848338663578033,1.62019026279449,0.405846953392029,0.627705156803131,1.08970296382904,0.541928708553314,0.645571351051331,1.23344922065735,0.483534932136536,0.783164799213409,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,13,19,11,1,7,0,9,2,56,4,0,1,1,6,3,8,20,10,14,10,75,7,1,56,5,14,43,6,0,0,1.54543483257294,0.649286329746246,0.848765015602112,1.61979520320892,0.405838996171951,0.628155171871185,1.09375166893005,0.541520774364471,0.636483311653137,1.23426032066345,0.483631402254105,0.777442157268524,16_Aug_2023_13_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
