S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp
15,2,3,29,71,0,0,2,7,16,13,5,1,7,2,0,2,4,5,30,23,9,56,13,2,65,0,18,12,7,1,1,1.4785338640213,0.60224175453186,0.912787139415741,1.56624281406403,0.406632095575333,0.637475728988647,1.04407227039337,0.558315336704254,0.582937061786652,1.17418909072876,0.518209278583527,0.772438049316406,16_Aug_2023_11_24
15,4,9,30,69,0,0,0,8,14,7,11,3,8,2,1,2,2,2,24,23,9,59,13,3,66,2,15,12,7,1,1,1.47886419296265,0.602379441261292,0.912786424160004,1.56583881378174,0.406571924686432,0.637401401996612,1.03968250751495,0.55885374546051,0.590968072414398,1.17324376106262,0.518274366855621,0.778003871440887,16_Aug_2023_11_24
15,1,5,29,73,0,0,1,9,17,5,3,0,4,0,1,2,3,10,24,23,4,58,12,0,64,1,17,14,8,5,0,1.4792195558548,0.602460563182831,0.912811040878296,1.56537926197052,0.406494617462158,0.637279152870178,1.03384351730347,0.55975604057312,0.600716590881348,1.17251586914063,0.51814866065979,0.783536314964294,16_Aug_2023_11_24
17,1,5,32,61,4,0,1,6,15,9,5,1,9,7,0,2,2,2,21,19,10,59,8,1,66,3,15,13,8,0,2,1.47955298423767,0.602543652057648,0.912859499454498,1.56480932235718,0.406598329544067,0.636947989463806,1.02868056297302,0.560924589633942,0.609583258628845,1.1718807220459,0.518373727798462,0.788881123065949,16_Aug_2023_11_24
18,0,2,33,69,0,1,0,6,19,8,0,0,7,1,2,2,5,0,26,21,7,52,11,5,67,3,16,15,7,0,1,1.47981810569763,0.602613687515259,0.91284441947937,1.56449341773987,0.406553208827972,0.636856973171234,1.02485477924347,0.563067495822907,0.615126371383667,1.17144215106964,0.518657386302948,0.792720317840576,16_Aug_2023_11_24
18,0,6,30,69,0,1,1,9,18,5,3,0,6,0,0,0,5,2,26,22,6,57,10,2,65,2,13,12,8,1,0,1.48009312152863,0.602702736854553,0.912847995758056,1.5640070438385,0.406581342220306,0.63646936416626,1.02112185955048,0.564126014709473,0.623429596424103,1.17095410823822,0.518880784511566,0.797628164291382,16_Aug_2023_11_24
20,0,4,27,63,1,0,0,5,18,5,0,8,8,1,0,1,13,2,26,22,8,60,14,2,68,0,12,11,10,0,0,1.4803911447525,0.602783977985382,0.912893354892731,1.56356239318848,0.406598538160324,0.636213481426239,1.01759278774261,0.564908385276794,0.631262421607971,1.17048799991608,0.519086837768555,0.802573144435883,16_Aug_2023_11_24
19,1,5,27,63,0,0,0,10,17,4,4,0,1,1,12,5,3,1,28,22,8,59,16,2,66,6,13,9,8,6,0,1.48066103458405,0.602887749671936,0.912976086139679,1.56309735774994,0.406583786010742,0.636124312877655,1.01376819610596,0.565845310688019,0.639111042022705,1.17020499706268,0.519321084022522,0.80722188949585,16_Aug_2023_11_24
19,0,4,31,65,1,1,2,10,13,7,7,1,9,0,1,1,5,2,24,21,2,61,16,2,64,3,14,14,10,1,0,1.48087477684021,0.602905452251434,0.913069725036621,1.56272852420807,0.406625032424927,0.635859906673431,1.01149499416351,0.566557765007019,0.644995033740997,1.17006897926331,0.519599378108978,0.810593485832214,16_Aug_2023_11_24
16,2,7,26,74,0,0,0,10,16,5,6,0,8,1,1,3,5,0,25,19,8,60,15,0,66,3,10,12,5,0,1,1.48118376731873,0.602944493293762,0.913200736045837,1.56219089031219,0.406645029783249,0.635784327983856,1.00829124450684,0.567292928695679,0.65249764919281,1.17003607749939,0.519870638847351,0.815060317516327,16_Aug_2023_11_24
17,0,7,25,66,0,2,1,10,17,1,7,2,11,0,0,3,8,11,26,20,10,58,16,1,68,3,12,13,8,9,0,1.48145484924316,0.603011131286621,0.913316190242767,1.56178069114685,0.406722575426102,0.635564684867859,1.00523638725281,0.568386495113373,0.660087466239929,1.17002308368683,0.519776582717896,0.819309234619141,16_Aug_2023_11_24
16,0,5,31,66,0,3,2,6,15,6,4,1,6,1,2,0,9,2,25,19,8,59,16,1,67,5,11,12,6,0,8,1.48170137405396,0.603013336658478,0.913436412811279,1.56123661994934,0.40679332613945,0.635282218456268,1.00250720977783,0.56909966468811,0.667637526988983,1.17017447948456,0.519587814807892,0.823600709438324,16_Aug_2023_11_24
17,0,4,29,65,0,10,0,7,16,6,6,0,1,0,1,1,12,1,26,20,10,60,15,2,71,3,12,11,10,0,1,1.48189997673035,0.602986633777618,0.913534760475159,1.5609370470047,0.406815081834793,0.635173320770264,1.00039041042328,0.569584786891937,0.673162400722504,1.17028641700745,0.51954972743988,0.826626896858215,16_Aug_2023_11_24
18,0,5,30,62,6,4,0,7,16,5,3,0,2,1,1,1,9,4,27,22,7,62,15,9,68,0,10,12,9,1,0,1.48222076892853,0.602980017662048,0.913671374320984,1.56054770946503,0.406889051198959,0.635062634944916,0.998301088809967,0.569994688034058,0.679721474647522,1.17034995555878,0.519810557365418,0.830489456653595,16_Aug_2023_11_24
21,1,5,28,66,0,3,5,9,13,4,5,0,7,0,3,3,3,1,27,22,10,62,14,0,61,2,15,11,8,0,0,1.48254764080048,0.602999329566956,0.913869559764862,1.56005311012268,0.406714737415314,0.63533627986908,0.995826184749603,0.570590138435364,0.686243534088135,1.1704523563385,0.52013224363327,0.834115028381348,16_Aug_2023_11_24
18,0,3,31,65,0,6,1,7,17,7,5,0,2,7,0,5,7,2,29,25,8,55,13,2,65,0,16,10,7,0,0,1.48279500007629,0.602957785129547,0.914036870002747,1.55964779853821,0.40679606795311,0.63505470752716,0.994164764881134,0.570816457271576,0.692439913749695,1.17066669464111,0.520118236541748,0.837709724903107,16_Aug_2023_11_24
17,0,7,26,60,10,2,0,7,17,2,4,2,13,0,0,3,4,2,28,23,11,59,17,1,67,3,14,11,6,0,0,1.4830607175827,0.60312956571579,0.914128661155701,1.55923306941986,0.40687221288681,0.634959578514099,0.99257093667984,0.571060359477997,0.698965668678284,1.17118799686432,0.519645690917969,0.841333508491516,16_Aug_2023_11_24
19,0,5,27,57,0,0,0,10,16,6,5,0,4,0,0,2,8,2,21,21,9,57,14,0,62,0,13,11,8,0,1,1.48329925537109,0.603177905082703,0.914284765720367,1.55891084671021,0.406815767288208,0.634968459606171,0.991577327251434,0.571008384227753,0.704177796840668,1.17172849178314,0.518925487995148,0.844027757644653,16_Aug_2023_11_24
9,3,4,27,54,1,0,9,9,14,6,5,0,5,0,0,6,7,2,25,25,8,57,14,2,71,6,11,8,8,0,1,1.48361480236053,0.603130161762237,0.914506494998932,1.55850481987,0.406940817832947,0.634711503982544,0.990169048309326,0.571039617061615,0.711184203624725,1.17250287532806,0.517756760120392,0.847550213336945,16_Aug_2023_11_24
10,1,4,32,55,1,0,0,8,16,3,3,0,14,0,0,2,7,0,26,30,7,61,14,1,68,6,16,16,9,1,1,1.48390924930573,0.603149950504303,0.914666712284088,1.55805909633636,0.407049417495728,0.634541511535645,0.9884192943573,0.571241497993469,0.718589961528778,1.17333269119263,0.516670107841492,0.851095736026764,16_Aug_2023_11_24
11,0,2,33,55,3,0,0,7,18,5,11,1,9,0,1,11,10,2,27,24,7,60,10,1,67,3,15,14,9,0,0,1.48416268825531,0.603213846683502,0.914790451526642,1.55766987800598,0.40704083442688,0.634499967098236,0.987113058567047,0.570932984352112,0.72535765171051,1.17409384250641,0.515754222869873,0.854512870311737,16_Aug_2023_11_24
11,5,0,28,57,0,1,1,7,18,8,0,0,6,1,2,0,10,0,29,22,8,61,13,2,71,4,13,12,10,7,0,1.48431825637817,0.603192090988159,0.914871692657471,1.55742025375366,0.407017171382904,0.634573698043823,0.986405730247498,0.570579946041107,0.729878008365631,1.17461812496185,0.515167474746704,0.856950640678406,16_Aug_2023_11_24
11,2,3,31,59,0,0,0,4,18,6,3,0,8,0,0,1,10,3,26,23,8,61,12,1,68,2,12,15,7,1,0,1.48452925682068,0.603173851966858,0.914946973323822,1.55712103843689,0.407107681035996,0.634379088878632,0.985329329967499,0.57002717256546,0.735683619976044,1.17525517940521,0.514625310897827,0.860071003437042,16_Aug_2023_11_24
11,1,5,25,56,3,1,2,3,21,7,1,4,5,0,0,2,11,2,27,23,6,58,18,2,68,5,7,12,7,0,1,1.48470485210419,0.603134751319885,0.91499000787735,1.55688154697418,0.40706467628479,0.634270131587982,0.984272837638855,0.569351553916931,0.740723609924316,1.17571270465851,0.514245510101318,0.86295998096466,16_Aug_2023_11_24
10,2,3,24,57,9,0,2,4,19,6,2,0,5,4,0,1,7,0,24,22,10,66,18,1,69,0,11,15,8,1,1,1.48484063148499,0.603082001209259,0.915008544921875,1.55666649341583,0.407165944576263,0.633990526199341,0.982870638370514,0.568611264228821,0.745585858821869,1.17614805698395,0.514000177383423,0.865745902061462,16_Aug_2023_11_24
15,2,3,28,58,0,0,1,10,19,6,4,1,15,0,0,2,7,6,27,23,8,61,19,0,74,3,10,16,7,0,0,1.48494338989258,0.60303521156311,0.914890110492706,1.55646657943726,0.407221466302872,0.633768677711487,0.981833755970001,0.567741096019745,0.750740587711334,1.17654359340668,0.513874173164368,0.868362128734589,16_Aug_2023_11_24
17,2,3,30,51,0,1,1,5,19,6,3,0,12,0,1,0,7,0,32,23,12,61,17,2,69,3,11,15,13,0,0,1.48500335216522,0.602973222732544,0.914840698242188,1.55633413791657,0.407278180122376,0.633546411991119,0.981389403343201,0.566976070404053,0.754544317722321,1.17685997486115,0.513798832893372,0.870232343673706,16_Aug_2023_11_24
15,2,3,31,57,2,3,0,8,23,6,2,0,16,0,0,0,6,1,26,24,5,62,19,0,69,1,13,15,6,0,0,1.48505246639252,0.602869391441345,0.914791166782379,1.55612194538116,0.407356709241867,0.633263647556305,0.980434715747833,0.566385388374329,0.759676098823547,1.17726337909698,0.513550460338593,0.872588753700256,16_Aug_2023_11_24
13,2,4,32,61,0,4,3,4,19,6,1,1,15,1,1,2,8,2,28,25,13,63,18,3,71,1,9,16,6,1,1,1.48504436016083,0.602881550788879,0.91466361284256,1.55590963363647,0.407402455806732,0.633023619651794,0.979012668132782,0.566163122653961,0.76553201675415,1.17772936820984,0.513087570667267,0.874866724014282,16_Aug_2023_11_24
11,0,3,26,59,0,3,4,7,17,3,2,0,7,0,10,2,7,1,30,25,5,63,18,0,77,7,8,17,8,1,0,1.48502540588379,0.602833151817322,0.91464239358902,1.5557097196579,0.407399982213974,0.632805287837982,0.97791177034378,0.565772831439972,0.771151602268219,1.1782808303833,0.512478947639465,0.87709367275238,16_Aug_2023_11_24
14,2,7,29,60,0,4,1,6,21,8,4,0,8,0,0,1,12,3,32,23,7,62,18,6,72,4,13,14,7,0,1,1.48501479625702,0.602809190750122,0.914433538913727,1.55548059940338,0.407336443662643,0.632734358310699,0.977008879184723,0.565483927726746,0.775423884391785,1.17876434326172,0.51217657327652,0.878961980342865,16_Aug_2023_11_24
12,2,6,30,59,0,3,0,7,21,7,3,1,8,0,1,9,7,3,33,23,8,59,20,2,72,3,14,17,7,1,1,1.48494827747345,0.602870464324951,0.914225995540619,1.55536150932312,0.407404810190201,0.632381021976471,0.975924074649811,0.565105020999908,0.780678033828735,1.17920780181885,0.512040257453918,0.881204009056091,16_Aug_2023_11_24
11,1,7,27,59,0,3,3,6,27,7,4,0,8,1,1,2,1,2,32,24,8,59,16,2,75,2,18,16,7,0,1,1.48485624790192,0.602893531322479,0.914104342460632,1.55518484115601,0.407333493232727,0.632245302200317,0.974997460842133,0.564795196056366,0.785565972328186,1.17960631847382,0.512020409107208,0.883147180080414,16_Aug_2023_11_24
13,2,2,30,61,0,2,0,10,22,6,6,1,14,9,14,3,4,9,33,25,6,63,19,11,73,6,12,17,9,1,0,1.484787940979,0.602867364883423,0.913795292377472,1.55503749847412,0.407301664352417,0.631957709789276,0.974285304546356,0.56450742483139,0.790210008621216,1.17995727062225,0.511971592903137,0.885172605514526,16_Aug_2023_11_24
13,3,5,24,62,0,3,0,9,23,5,8,4,12,1,0,3,6,0,31,23,8,61,18,2,73,1,12,16,8,0,9,1.48467481136322,0.602903604507446,0.913619935512543,1.55489766597748,0.407342284917831,0.6318239569664,0.973787784576416,0.564316332340241,0.793660521507263,1.18035304546356,0.511834025382996,0.886641025543213,16_Aug_2023_11_24
15,2,3,31,65,7,2,0,6,26,10,4,1,7,1,1,6,0,0,33,21,8,64,18,3,74,3,14,20,8,2,1,1.48451161384583,0.602936208248138,0.913358449935913,1.55479967594147,0.407350897789002,0.631446480751038,0.973254263401032,0.564007222652435,0.798250138759613,1.18094873428345,0.511665165424347,0.888697862625122,16_Aug_2023_11_24
19,0,6,28,67,0,0,0,3,25,6,9,0,5,10,0,3,4,2,34,24,10,63,15,5,72,4,11,18,6,0,6,1.48437476158142,0.602938234806061,0.913063645362854,1.55474066734314,0.407322436571121,0.631147801876068,0.972756803035736,0.563818335533142,0.802870035171509,1.18159151077271,0.511536777019501,0.890611052513123,16_Aug_2023_11_24
14,0,6,25,60,0,1,0,7,22,6,6,1,8,1,3,4,3,1,31,22,8,64,19,3,75,5,12,17,8,1,11,1.48416936397553,0.603012382984161,0.912830293178558,1.55469930171967,0.40732330083847,0.630862951278687,0.972136676311493,0.563822388648987,0.807476580142975,1.18215942382813,0.511588215827942,0.892612099647522,16_Aug_2023_11_24
15,2,3,28,60,0,2,0,6,24,6,9,0,11,0,1,3,6,3,29,23,5,69,15,0,72,5,10,18,9,1,1,1.48404681682587,0.60300624370575,0.912488579750061,1.55466294288635,0.407313078641892,0.630668342113495,0.971797823905945,0.563862800598145,0.81108170747757,1.18257415294647,0.511586904525757,0.893954038619995,16_Aug_2023_11_24
14,8,5,27,63,0,1,0,8,22,7,5,1,10,1,1,3,3,2,32,21,7,67,19,0,72,6,12,22,7,0,9,1.48384928703308,0.602965712547302,0.912092626094818,1.55463588237762,0.407340735197067,0.630304276943207,0.971497476100922,0.564083874225616,0.816135346889496,1.18324375152588,0.511310994625092,0.895671665668487,16_Aug_2023_11_24
10,1,3,30,63,0,2,0,7,23,13,5,1,6,0,1,2,4,3,32,20,12,66,18,0,78,6,13,19,6,0,0,1.48355031013489,0.602999746799469,0.911776185035706,1.55464613437653,0.407271087169647,0.63010311126709,0.971299231052399,0.564350068569183,0.821406602859497,1.1840124130249,0.51087611913681,0.897495746612549,16_Aug_2023_11_24
15,0,3,30,65,0,0,2,4,25,6,4,1,3,0,0,7,3,3,34,23,9,63,22,1,79,2,15,18,8,0,0,1.4832261800766,0.603056728839874,0.911172389984131,1.55469477176666,0.407281249761581,0.629613220691681,0.971384465694428,0.564777135848999,0.826817750930786,1.18505156040192,0.510354280471802,0.899567902088165,16_Aug_2023_11_24
13,0,3,28,65,0,2,2,8,23,7,6,1,5,3,1,1,7,3,30,20,9,65,17,2,78,3,14,16,8,0,0,1.48286461830139,0.603136658668518,0.910685837268829,1.55477380752563,0.40724390745163,0.629201650619507,0.971600353717804,0.565279245376587,0.832537055015564,1.18618583679199,0.509727716445923,0.901670753955841,16_Aug_2023_11_24
14,0,4,29,67,0,2,0,12,21,5,11,1,6,0,0,0,13,3,31,21,4,69,20,11,79,4,12,17,5,3,0,1.48260056972504,0.603176176548004,0.91013514995575,1.55487239360809,0.407197624444962,0.628937065601349,0.971834182739258,0.565596640110016,0.837090015411377,1.18710005283356,0.509233772754669,0.903365731239319,16_Aug_2023_11_24
21,0,4,28,66,0,0,1,10,23,7,9,3,2,0,1,3,4,1,34,20,3,70,19,1,77,5,9,18,7,1,0,1.48222589492798,0.603251039981842,0.90957373380661,1.55503833293915,0.407174974679947,0.628362357616425,0.972125589847565,0.566178739070892,0.843253433704376,1.18825674057007,0.508785426616669,0.905633985996246,16_Aug_2023_11_24
13,0,4,28,63,0,0,1,7,21,7,5,1,1,0,0,0,0,0,29,19,8,70,20,1,75,6,10,13,12,0,0,1.48186790943146,0.603390455245972,0.908988833427429,1.55528819561005,0.407125532627106,0.627831101417542,0.972592771053314,0.566693663597107,0.849016308784485,1.18933892250061,0.508666217327118,0.907923638820648,16_Aug_2023_11_24
14,4,1,25,67,0,1,0,7,19,6,10,2,7,0,0,1,9,1,32,20,9,68,21,1,80,6,10,14,7,2,4,1.48155629634857,0.603374063968658,0.908400297164917,1.55541431903839,0.40707603096962,0.627433061599731,0.972829639911652,0.567367076873779,0.854285061359406,1.19029140472412,0.508972942829132,0.910238146781921,16_Aug_2023_11_24
13,2,4,29,65,0,2,0,9,19,6,3,0,4,1,0,1,2,0,30,25,8,63,21,2,78,6,10,20,7,1,0,1.48133826255798,0.603437662124634,0.907995104789734,1.55551016330719,0.406997114419937,0.627120971679688,0.973128318786621,0.567775905132294,0.857854187488556,1.19091713428497,0.509424924850464,0.911958158016205,16_Aug_2023_11_24
11,0,6,29,62,0,12,0,6,17,0,5,1,5,5,1,7,9,0,26,21,8,67,17,1,74,5,9,20,7,0,0,1.48107588291168,0.603577196598053,0.907469630241394,1.55551540851593,0.406910061836243,0.626718640327454,0.973397791385651,0.568434000015259,0.862703919410706,1.19174039363861,0.50996595621109,0.914291381835938,16_Aug_2023_11_24
13,0,3,29,66,1,2,1,6,23,4,9,5,5,1,1,2,8,3,22,21,10,68,23,3,77,0,11,19,4,7,0,1.48089957237244,0.603712379932404,0.907127380371094,1.55543541908264,0.40678745508194,0.626340091228485,0.973855972290039,0.569070637226105,0.868049502372742,1.1926463842392,0.510294437408447,0.916643440723419,16_Aug_2023_11_24
11,0,4,27,69,0,0,0,0,22,5,11,2,5,0,1,9,8,0,24,25,3,69,24,5,74,6,10,20,3,1,0,1.4808337688446,0.603782176971435,0.906679451465607,1.55529892444611,0.406710982322693,0.625993371009827,0.974555730819702,0.569742739200592,0.873920679092407,1.19368290901184,0.510447859764099,0.919038355350494,16_Aug_2023_11_24
11,1,1,30,65,6,0,0,9,20,4,9,0,4,0,0,1,5,2,20,21,7,70,25,0,77,3,12,28,6,3,1,1.4808235168457,0.603893041610718,0.906446397304535,1.55510342121124,0.406658709049225,0.625666379928589,0.975112676620483,0.57021290063858,0.878322422504425,1.19449830055237,0.510463893413544,0.920837938785553,16_Aug_2023_11_24
11,0,1,31,66,0,3,2,2,23,5,3,1,4,1,0,1,3,0,22,22,10,69,23,11,76,4,13,23,5,0,1,1.48084044456482,0.604031503200531,0.906304836273193,1.55469441413879,0.406586647033691,0.625231146812439,0.975913166999817,0.570768713951111,0.883844256401062,1.19565749168396,0.510537445545197,0.923110783100128,16_Aug_2023_11_24
13,0,5,29,68,0,3,0,5,19,2,7,2,6,1,0,3,3,0,23,17,8,73,20,1,79,2,10,25,4,2,1,1.4809091091156,0.604159235954285,0.906100571155548,1.5542266368866,0.406410366296768,0.625153481960297,0.976665914058685,0.571366488933563,0.889069795608521,1.19677650928497,0.510740399360657,0.925403773784637,16_Aug_2023_11_24
11,0,1,30,70,13,3,0,7,23,7,9,1,14,1,0,3,5,1,26,19,8,71,22,2,79,3,10,19,3,0,1,1.4810072183609,0.604267239570618,0.905781209468842,1.55375385284424,0.406283050775528,0.62493634223938,0.977590262889862,0.57179868221283,0.894265472888947,1.19786882400513,0.510833561420441,0.927624046802521,16_Aug_2023_11_24
10,0,7,30,65,0,1,1,8,19,2,4,0,6,0,10,2,8,5,22,15,9,70,19,5,80,3,12,22,2,1,1,1.48117244243622,0.604402244091034,0.905522525310516,1.55328357219696,0.406130224466324,0.624665975570679,0.978574812412262,0.572187542915344,0.899478316307068,1.19903516769409,0.510937511920929,0.9300577044487,16_Aug_2023_11_24
13,0,1,33,67,0,2,0,8,20,0,0,0,10,0,1,2,8,5,33,21,8,71,19,1,81,5,10,21,0,0,1,1.48127615451813,0.604502975940704,0.905344545841217,1.55291247367859,0.406024783849716,0.624437212944031,0.979292333126068,0.572397828102112,0.903216004371643,1.19981396198273,0.511008381843567,0.931615829467773,16_Aug_2023_11_24
13,4,9,30,71,3,5,7,7,17,3,3,4,8,7,8,1,3,2,29,17,10,69,20,3,78,4,9,20,6,0,16,1.48143482208252,0.604647099971771,0.905211806297302,1.55240786075592,0.405888885259628,0.624046981334686,0.980237185955048,0.572593212127685,0.908036649227142,1.20087587833405,0.511146068572998,0.933782517910004,16_Aug_2023_11_24
9,13,4,29,69,2,3,0,8,18,0,7,0,1,0,0,1,7,2,31,18,9,68,18,1,76,3,11,21,0,1,0,1.48165202140808,0.604727029800415,0.905063629150391,1.55193555355072,0.405747145414352,0.623809278011322,0.981234014034271,0.572751402854919,0.912622630596161,1.20191287994385,0.511237382888794,0.935804486274719,16_Aug_2023_11_24
8,0,1,29,69,0,0,7,2,19,4,5,0,4,0,0,1,7,1,32,20,6,71,21,0,76,2,12,18,4,1,0,1.48188126087189,0.604820489883423,0.904834628105164,1.55133879184723,0.405576109886169,0.623704731464386,0.982142090797424,0.57287609577179,0.917017221450806,1.20298278331757,0.511301577091217,0.937714278697968,16_Aug_2023_11_24
8,4,8,27,69,0,3,2,10,21,3,7,1,4,1,1,4,4,2,33,19,4,61,20,1,81,3,9,21,1,0,1,1.4820808172226,0.604882955551147,0.904759228229523,1.55081212520599,0.405465394258499,0.623704791069031,0.982854723930359,0.572874903678894,0.920181751251221,1.2037650346756,0.511217892169952,0.938994944095612,16_Aug_2023_11_24
10,2,4,29,71,5,0,1,5,18,4,5,4,6,0,0,11,8,2,33,19,6,55,21,0,74,1,11,17,3,0,3,1.48240375518799,0.604948461055756,0.90470027923584,1.55027008056641,0.405387938022613,0.623472630977631,0.983733415603638,0.57290506362915,0.924061298370361,1.20477712154388,0.511186897754669,0.940717458724976,16_Aug_2023_11_24
11,0,5,30,71,0,3,1,8,23,4,7,0,2,0,0,3,5,2,34,19,5,55,20,2,83,2,10,21,4,1,7,1.48275291919708,0.60503226518631,0.904667913913727,1.5497567653656,0.405323773622513,0.623175799846649,0.984632849693298,0.572843372821808,0.927546739578247,1.20578944683075,0.511190354824066,0.94238805770874,16_Aug_2023_11_24
11,1,5,27,69,0,3,1,7,20,3,9,4,3,0,0,1,7,8,35,24,6,52,21,2,77,3,10,25,4,1,0,1.48302006721497,0.605137050151825,0.904617428779602,1.54914319515228,0.405162066221237,0.623188197612762,0.98563677072525,0.572855293750763,0.931307196617126,1.20679008960724,0.511181473731995,0.943923711776733,16_Aug_2023_11_24
11,0,5,28,67,0,10,1,8,18,3,7,0,1,0,0,0,6,0,29,22,8,58,17,1,81,2,10,18,8,8,0,1.48345673084259,0.60520339012146,0.904574275016785,1.548659324646,0.405088275671005,0.623066902160645,0.986349940299988,0.572764754295349,0.933790445327759,1.20756232738495,0.511069536209106,0.94501781463623,16_Aug_2023_11_24
12,0,5,27,71,0,2,0,7,21,5,6,0,3,13,1,2,5,3,28,24,6,55,17,2,78,3,10,19,6,1,2,1.48387348651886,0.605369031429291,0.904551386833191,1.54803609848022,0.405006766319275,0.622931361198425,0.987310290336609,0.572620093822479,0.936989009380341,1.20851075649261,0.510984539985657,0.946295201778412,16_Aug_2023_11_24
14,0,7,26,67,0,1,0,2,19,4,6,4,2,1,0,1,10,2,33,23,8,59,18,0,80,2,9,18,7,0,0,1.48415732383728,0.60554838180542,0.904488325119019,1.54740107059479,0.404953122138977,0.622643947601318,0.988198161125183,0.572394371032715,0.940007746219635,1.20939123630524,0.511049330234528,0.947609901428223,16_Aug_2023_11_24
12,0,2,28,69,0,2,0,10,20,3,8,0,5,0,1,0,8,3,36,19,8,61,18,2,78,2,10,18,4,0,0,1.48453962802887,0.605597734451294,0.904491066932678,1.54698300361633,0.404886901378632,0.622604072093964,0.988816022872925,0.572201907634735,0.942238211631775,1.2100350856781,0.511063098907471,0.948416411876678,16_Aug_2023_11_24
11,0,4,28,69,0,3,3,7,16,3,10,1,5,4,1,2,7,5,30,21,8,59,19,1,80,3,9,23,2,0,0,1.48489713668823,0.605744898319244,0.904429018497467,1.54635095596313,0.404752641916275,0.622644782066345,0.989637136459351,0.572023510932922,0.945254027843475,1.2108166217804,0.511169135570526,0.949509263038635,16_Aug_2023_11_24
13,0,8,29,67,0,1,0,6,15,2,9,0,4,2,0,2,7,2,37,21,7,57,19,0,79,2,10,17,4,1,0,1.4852579832077,0.605910062789917,0.904356777667999,1.54577243328094,0.404656797647476,0.622608125209808,0.99044269323349,0.571706712245941,0.947896480560303,1.21157884597778,0.511153042316437,0.95048600435257,16_Aug_2023_11_24
9,0,6,28,69,1,3,15,7,16,2,7,0,12,0,0,12,12,1,38,19,4,61,19,0,79,3,12,18,4,0,0,1.4855889081955,0.606067001819611,0.90427428483963,1.54532039165497,0.404523223638535,0.622535228729248,0.991216361522675,0.571314454078674,0.950125277042389,1.212278008461,0.511135339736939,0.951399207115173,16_Aug_2023_11_24
11,1,2,29,67,0,11,0,6,16,11,6,1,3,3,0,1,8,3,36,22,9,59,18,0,77,1,13,19,4,0,0,1.48581230640411,0.606216549873352,0.904209494590759,1.54492390155792,0.404473304748535,0.622369349002838,0.991822183132172,0.571024835109711,0.952086806297302,1.21292126178741,0.5112384557724,0.952242732048035,16_Aug_2023_11_24
11,0,5,28,66,0,2,1,0,12,2,9,0,4,0,1,2,10,1,39,21,9,61,18,0,77,3,13,18,8,0,0,1.48595690727234,0.606294751167297,0.904156804084778,1.54467689990997,0.404307961463928,0.622488856315613,0.992230772972107,0.570747256278992,0.953323304653168,1.21333718299866,0.511322140693665,0.952772319316864,16_Aug_2023_11_24
9,0,6,31,64,1,5,0,4,16,3,4,0,8,1,11,7,8,0,39,17,9,62,17,1,80,3,18,19,5,0,1,1.48607122898102,0.606288731098175,0.903983354568481,1.54431903362274,0.404287576675415,0.622266054153442,0.992717504501343,0.570393562316895,0.954984724521637,1.21382057666779,0.511340975761414,0.953465342521668,16_Aug_2023_11_24
15,0,4,29,65,0,3,0,5,15,3,6,1,3,1,0,3,8,1,37,16,4,62,18,1,80,3,11,18,3,0,0,1.48629188537598,0.606392979621887,0.903921604156494,1.54402792453766,0.404213041067123,0.622204303741455,0.993166625499725,0.569916069507599,0.956462502479553,1.21418023109436,0.511253833770752,0.954026758670807,16_Aug_2023_11_24
10,0,3,31,66,1,3,0,2,18,3,6,0,9,0,0,1,11,6,35,16,13,64,21,12,79,3,13,19,2,0,0,1.48664426803589,0.606642305850983,0.903923630714416,1.54361617565155,0.404054999351502,0.622445940971375,0.993532836437225,0.569488227367401,0.957692384719849,1.2145801782608,0.511086761951447,0.954559087753296,16_Aug_2023_11_24
9,0,4,29,63,1,1,1,3,18,4,9,0,5,0,0,1,10,1,33,15,11,65,20,0,82,2,12,20,0,0,0,1.48679351806641,0.606708288192749,0.903876721858978,1.54343175888062,0.403961449861527,0.622420191764831,0.99379312992096,0.569109857082367,0.958359956741333,1.21482610702515,0.510950803756714,0.954799175262451,16_Aug_2023_11_24
14,2,5,31,65,0,3,1,7,10,2,13,0,7,1,1,3,7,4,40,19,7,64,20,0,80,3,12,19,4,1,1,1.48699903488159,0.606793820858002,0.903843700885773,1.54321897029877,0.403914541006088,0.622340500354767,0.994088888168335,0.568568050861359,0.959003508090973,1.21513235569,0.51082855463028,0.955079555511475,16_Aug_2023_11_24
12,1,3,31,66,0,0,0,3,15,3,10,1,2,1,1,1,9,0,36,21,6,64,16,0,74,3,17,18,4,2,1,1.48723161220551,0.606872737407684,0.903841614723206,1.54305732250214,0.403857290744782,0.62225478887558,0.994268536567688,0.568046987056732,0.959368705749512,1.21538496017456,0.510775923728943,0.955240190029144,16_Aug_2023_11_24
12,0,3,31,65,0,2,1,5,17,1,7,0,4,1,12,2,6,2,36,20,7,61,19,0,75,3,13,19,6,3,1,1.48742866516113,0.606901228427887,0.903810322284698,1.54291105270386,0.403777271509171,0.622285783290863,0.994390785694122,0.567562460899353,0.959440290927887,1.21553838253021,0.51068902015686,0.955258727073669,16_Aug_2023_11_24
