S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp,,,,,,,,,,,,,,,,,,,,
17,6,3,34,14,1,8,0,12,4,26,11,0,0,9,5,8,17,12,5,29,3,179,13,1,66,4,9,46,6,0,0,1.5641747713089,0.654551684856415,0.814586341381073,1.64153063297272,0.411630064249039,0.584835708141327,1.08800494670868,0.522970318794251,0.795583367347717,1.25714075565338,0.520514667034149,0.853970646858215,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
14,8,8,30,13,1,10,14,6,2,31,6,5,1,1,4,2,17,12,7,31,11,179,13,2,62,5,8,51,6,0,0,1.56384551525116,0.654845952987671,0.814395070075989,1.64142239093781,0.411553025245667,0.584981977939606,1.08785402774811,0.522814929485321,0.790445506572723,1.25590252876282,0.520554423332214,0.851280152797699,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
14,11,6,33,13,0,9,0,9,3,36,1,1,4,2,4,3,13,9,13,23,2,173,12,1,60,3,8,50,11,0,0,1.56358790397644,0.654892027378082,0.814369380474091,1.64121890068054,0.411402642726898,0.585175216197968,1.08745694160461,0.522919654846191,0.784656167030335,1.25470650196075,0.520538806915283,0.848472356796265,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
15,5,5,35,15,0,7,0,10,1,37,0,2,2,0,0,9,16,11,5,29,4,180,12,1,66,3,16,50,8,0,0,1.56332814693451,0.655216455459595,0.814415574073792,1.64103937149048,0.41123628616333,0.585437953472137,1.08755576610565,0.523016691207886,0.778657257556915,1.25355899333954,0.52056086063385,0.845483958721161,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
16,5,5,34,18,0,9,0,7,1,39,5,1,1,3,3,3,16,11,8,29,4,174,14,0,63,2,7,51,5,0,0,1.56301748752594,0.654983699321747,0.814482748508453,1.64090204238892,0.411146700382233,0.585761249065399,1.08757507801056,0.523066401481628,0.77246618270874,1.25231778621674,0.520720899105072,0.842251241207123,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
11,3,4,37,14,0,9,0,7,0,39,5,5,1,0,2,5,16,14,12,30,5,178,13,4,64,5,7,51,7,0,0,1.56274497509003,0.654898643493652,0.814505517482758,1.64078485965729,0.411090761423111,0.585958659648895,1.0875061750412,0.523124158382416,0.767594993114471,1.25126373767853,0.52088725566864,0.839702010154724,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
10,4,7,35,14,0,8,0,7,1,37,2,0,0,0,1,3,11,10,5,31,2,180,13,2,63,4,12,50,9,1,0,1.5625022649765,0.654917538166046,0.814731180667877,1.64060175418854,0.411056697368622,0.586181461811066,1.08739638328552,0.523229956626892,0.761121869087219,1.24979841709137,0.521029353141785,0.836178719997406,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
12,4,6,33,14,0,3,0,9,4,39,3,0,1,0,2,3,14,10,7,32,3,177,14,1,66,7,11,52,4,0,0,1.56226277351379,0.654840767383575,0.814977169036865,1.6403306722641,0.411004662513733,0.586737632751465,1.08765459060669,0.523137807846069,0.754814624786377,1.24840378761292,0.521052241325378,0.83260303735733,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
13,5,2,35,16,0,7,1,9,0,42,0,9,0,0,2,4,14,8,10,34,3,181,13,0,67,6,5,47,1,5,1,1.56197607517242,0.654843270778656,0.815035402774811,1.64008271694183,0.410974442958832,0.587072849273682,1.08760106563568,0.523266315460205,0.74791145324707,1.24715030193329,0.520991504192352,0.828917682170868,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
10,3,0,35,16,0,9,0,9,2,36,6,0,3,1,2,3,11,13,4,26,0,178,14,0,67,3,9,54,9,0,1,1.56176710128784,0.654871702194214,0.815280675888062,1.63991391658783,0.411050140857697,0.587209284305573,1.08817553520203,0.523168444633484,0.741184890270233,1.24605619907379,0.520876824855804,0.825080692768097,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
11,4,4,34,17,0,10,0,6,2,40,5,1,7,1,0,3,17,12,9,33,3,177,15,1,64,5,11,54,7,0,0,1.56159138679504,0.654873073101044,0.815484941005707,1.63976716995239,0.411052882671356,0.587451100349426,1.08828675746918,0.523050665855408,0.735704600811005,1.24520289897919,0.520828545093536,0.822111010551453,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
10,3,5,34,18,0,9,1,7,2,41,2,0,2,0,2,3,19,11,13,31,4,177,13,7,64,3,9,51,8,1,0,1.5613466501236,0.654805123806,0.815778911113739,1.63964366912842,0.411028355360031,0.587774753570557,1.08919870853424,0.522735953330994,0.728818833827972,1.24403083324432,0.520865619182587,0.817932784557343,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
11,5,1,34,17,1,9,1,7,0,42,4,0,1,0,12,4,19,12,9,35,7,173,15,5,66,3,13,51,10,0,0,1.56112015247345,0.654658555984497,0.816012740135193,1.63942313194275,0.410966992378235,0.588274478912354,1.08960497379303,0.522354364395142,0.72113037109375,1.24285924434662,0.520895004272461,0.813621640205383,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
11,6,15,36,19,0,11,11,6,1,45,5,1,1,0,2,4,18,11,14,34,4,172,15,3,66,3,9,50,8,2,1,1.56088030338287,0.654630661010742,0.816364526748657,1.63939714431763,0.411027699708939,0.588555455207825,1.09040260314941,0.522010266780853,0.71337229013443,1.24178528785706,0.520910143852234,0.80925190448761,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
14,4,19,43,17,0,9,0,9,8,47,2,1,3,0,6,4,15,13,12,31,3,174,14,0,64,3,6,53,8,1,1,1.56061434745789,0.654684245586395,0.816487073898315,1.63939321041107,0.411014139652252,0.588974833488464,1.09170854091644,0.521570146083832,0.705451548099518,1.24089217185974,0.520866394042969,0.804773926734924,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
11,0,10,41,18,3,6,0,10,0,47,2,0,0,0,1,2,14,13,13,33,3,173,13,1,66,3,9,53,4,0,1,1.56033372879028,0.654263079166412,0.816270411014557,1.63945758342743,0.411044239997864,0.589163601398468,1.0923159122467,0.521189272403717,0.699676394462585,1.24023711681366,0.520957469940185,0.801275193691254,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
13,3,5,39,19,2,14,0,9,2,44,2,0,2,0,1,3,17,14,16,34,3,170,10,0,64,7,8,53,6,0,0,1.56023383140564,0.65400505065918,0.816734671592712,1.63958787918091,0.411002516746521,0.58954268693924,1.09338212013245,0.520763039588928,0.691770076751709,1.23928475379944,0.521359920501709,0.79634040594101,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,6,6,38,24,0,11,1,12,8,43,2,1,1,0,4,2,14,13,19,34,3,175,11,1,68,3,8,54,7,2,1,1.56004190444946,0.65446662902832,0.816865563392639,1.63973104953766,0.410939782857895,0.589957118034363,1.09424924850464,0.520569860935211,0.683728516101837,1.23822963237762,0.521911859512329,0.791114211082459,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
11,3,8,38,21,3,9,0,7,6,44,2,0,0,0,3,0,5,14,20,31,3,172,15,1,70,5,4,53,6,0,0,1.55990993976593,0.654379785060883,0.817006826400757,1.63983583450317,0.410943567752838,0.590254783630371,1.09520268440247,0.520186364650726,0.675683438777924,1.23714303970337,0.522441625595093,0.785824239253998,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,4,22,37,21,1,9,3,12,6,44,7,1,6,5,2,5,6,15,14,31,4,172,12,2,70,3,12,53,9,0,0,1.55998528003693,0.653809249401093,0.817457377910614,1.63984739780426,0.410960644483566,0.590549468994141,1.09606969356537,0.519957959651947,0.66773384809494,1.23612976074219,0.523029804229736,0.780364215373993,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
7,10,19,39,22,0,8,0,7,1,43,5,4,4,12,3,3,8,10,18,37,6,171,15,4,75,1,16,52,4,0,0,1.56005084514618,0.653651773929596,0.817852199077606,1.63979029655457,0.411029517650604,0.59074079990387,1.09661388397217,0.51982969045639,0.661704480648041,1.23536443710327,0.523479521274567,0.776003837585449,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
5,3,6,40,19,0,8,1,6,0,44,4,2,2,3,3,5,7,13,16,33,5,169,16,0,74,2,8,52,7,1,1,1.55994892120361,0.653476059436798,0.817749679088593,1.63960242271423,0.411059528589249,0.591113150119782,1.09758496284485,0.51939845085144,0.653619766235352,1.23449087142944,0.52428138256073,0.769802927970886,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,0,7,37,18,0,10,1,9,1,44,3,0,2,0,5,2,8,12,17,33,7,174,16,3,79,3,12,53,6,0,0,1.5600962638855,0.653770506381989,0.818825602531433,1.63938546180725,0.411158382892609,0.591405212879181,1.0986579656601,0.519268691539764,0.645329654216766,1.23398625850678,0.525277137756348,0.763051748275757,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
6,2,4,33,21,0,7,0,9,3,46,4,0,0,1,3,6,7,15,21,33,5,177,15,3,81,3,9,50,6,0,0,1.56009221076965,0.653626501560211,0.81923633813858,1.63920640945435,0.41127273440361,0.591697156429291,1.10020875930786,0.519168257713318,0.636664092540741,1.23374891281128,0.526293992996216,0.756281495094299,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
6,3,3,40,21,0,8,0,9,3,45,5,0,4,0,6,4,13,14,17,35,0,179,13,0,78,4,12,51,7,0,0,1.56005942821503,0.653534770011902,0.819480717182159,1.63913822174072,0.411367923021317,0.592029571533203,1.10251021385193,0.519136369228363,0.627245604991913,1.2338570356369,0.526957154273987,0.749739289283752,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
3,2,5,40,21,1,7,0,11,5,44,3,0,4,0,3,3,9,15,24,33,11,175,15,1,82,1,11,52,10,0,3,1.56001794338226,0.653093695640564,0.819335579872131,1.63913977146149,0.411448895931244,0.592321217060089,1.10471284389496,0.519359588623047,0.620209991931915,1.23417162895203,0.527296185493469,0.745214521884918,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
11,3,5,43,21,4,8,0,9,2,43,5,1,7,1,2,3,5,15,21,34,2,178,16,3,83,3,8,51,5,0,0,1.56001138687134,0.653022527694702,0.819543838500977,1.63921892642975,0.411507666110992,0.592619597911835,1.10798585414886,0.519533693790436,0.611395239830017,1.23484241962433,0.527505576610565,0.739356696605682,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
6,3,8,42,20,0,9,0,11,1,47,6,1,4,0,4,3,8,14,20,34,3,180,18,3,87,3,14,51,7,0,0,1.56002306938171,0.652981817722321,0.819737076759338,1.63927435874939,0.411505222320557,0.593076109886169,1.11167562007904,0.519585430622101,0.6028813123703,1.23567068576813,0.527662038803101,0.733682572841644,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
10,3,7,43,23,0,3,0,13,2,46,6,2,0,0,2,0,8,15,15,36,2,183,13,4,83,5,12,51,5,3,6,1.56004285812378,0.652876496315002,0.819991052150726,1.63948214054108,0.411521136760712,0.593377768993378,1.11545622348785,0.51951789855957,0.594824194908142,1.23640787601471,0.527711033821106,0.728052675724029,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
5,3,5,45,22,1,7,2,8,1,42,8,0,2,1,4,7,7,13,21,35,3,179,13,1,87,3,16,52,10,0,0,1.56002235412598,0.653466582298279,0.820332586765289,1.63965797424316,0.411604106426239,0.593430876731873,1.11841797828674,0.519709408283234,0.588636934757233,1.23699188232422,0.527706563472748,0.723977506160736,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
10,5,5,42,28,0,7,0,12,1,44,4,1,3,0,11,3,10,20,22,34,4,177,16,1,86,5,10,50,13,1,8,1.559983253479,0.652712881565094,0.820431470870972,1.63977670669556,0.411648780107498,0.593746542930603,1.12233877182007,0.520037949085236,0.580570876598358,1.23810470104218,0.527504920959473,0.718655526638031,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
10,4,5,43,25,10,8,2,9,1,45,5,1,7,1,4,3,8,19,20,30,5,168,17,2,82,3,15,49,8,1,1,1.55979669094086,0.652674794197083,0.820479393005371,1.63987910747528,0.411718308925629,0.594045341014862,1.12650454044342,0.520314872264862,0.572705328464508,1.2391961812973,0.527243793010712,0.713435828685761,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
10,1,2,40,29,0,4,5,10,0,42,3,1,7,0,1,3,3,19,21,37,4,160,16,3,86,3,16,48,8,0,0,1.55977690219879,0.652555346488953,0.820971012115479,1.63993728160858,0.411762654781342,0.594384610652924,1.13106644153595,0.52036726474762,0.564749956130981,1.24043166637421,0.527021169662476,0.708185076713562,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
10,4,3,48,30,0,9,0,9,1,43,0,0,0,0,0,3,10,18,22,33,6,157,14,1,88,2,16,51,11,0,8,1.55971312522888,0.652488529682159,0.821244180202484,1.63998985290527,0.411933422088623,0.594514071941376,1.13636064529419,0.52043479681015,0.556221127510071,1.24193179607391,0.526510953903198,0.702492535114288,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,4,7,47,25,0,7,1,9,0,44,2,1,10,1,12,3,16,18,21,35,5,153,17,0,88,3,13,52,5,11,1,1.55958831310272,0.652436554431915,0.821574151515961,1.6400580406189,0.412049531936646,0.594762623310089,1.14164459705353,0.520355641841888,0.548209071159363,1.24361789226532,0.525879919528961,0.696991205215454,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
8,3,7,47,23,0,10,8,9,0,45,6,0,3,1,3,5,8,21,24,35,9,158,16,0,85,3,13,52,6,3,1,1.55956089496613,0.652427613735199,0.821874380111694,1.64012539386749,0.41212671995163,0.595012724399567,1.14565598964691,0.520233750343323,0.542421817779541,1.24510836601257,0.52536278963089,0.693001627922058,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
7,3,4,45,22,1,12,2,9,1,46,9,2,6,1,3,3,12,20,20,35,3,164,13,3,80,3,9,55,8,1,1,1.55951583385468,0.652411639690399,0.822188973426819,1.64028704166412,0.412282198667526,0.595276355743408,1.15134537220001,0.519544899463654,0.534888386726379,1.24697315692902,0.524739682674408,0.687634885311127,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
6,6,7,43,28,0,12,4,11,2,44,7,1,8,0,3,2,10,11,21,34,7,170,15,3,84,3,10,52,8,3,1,1.55945575237274,0.653020262718201,0.822664082050324,1.64044988155365,0.412390977144241,0.595559656620026,1.15706706047058,0.519264042377472,0.526808738708496,1.24882316589355,0.524057984352112,0.682303249835968,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
6,4,5,47,31,1,10,0,11,4,42,6,2,6,1,3,3,11,17,20,35,5,170,17,2,89,11,13,53,9,0,1,1.55932462215424,0.652298092842102,0.822795033454895,1.64063227176666,0.412517547607422,0.5958491563797,1.16376256942749,0.518411159515381,0.518957495689392,1.25098645687103,0.523407638072968,0.676695227622986,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
10,6,4,45,35,1,13,0,11,2,41,4,9,7,0,5,3,11,18,24,34,10,173,15,1,83,4,11,53,10,10,1,1.55914533138275,0.652314901351929,0.823045670986176,1.64086771011353,0.412584364414215,0.596244871616364,1.17074167728424,0.517917811870575,0.51058155298233,1.25372350215912,0.522462129592896,0.670847415924072,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,4,6,49,35,0,13,2,10,4,45,4,11,5,0,5,5,11,15,25,37,9,167,17,4,88,2,12,49,12,0,1,1.5589804649353,0.652316570281982,0.823264062404633,1.64105761051178,0.412718892097473,0.596524119377136,1.1781690120697,0.516762435436249,0.50303840637207,1.25645899772644,0.521571397781372,0.665208637714386,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,6,5,52,39,0,11,0,12,1,44,4,1,10,0,2,2,8,20,21,35,6,166,16,0,80,2,9,53,8,0,7,1.55879056453705,0.652293801307678,0.82355260848999,1.64124500751495,0.412837356328964,0.596814930438995,1.18569135665894,0.515596687793732,0.495585381984711,1.25937306880951,0.520682275295258,0.659493803977966,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,3,6,52,40,0,13,3,10,0,42,8,0,9,0,7,2,13,19,18,33,5,165,18,1,84,5,16,51,8,0,1,1.55865371227264,0.652258217334747,0.823670387268066,1.64137804508209,0.412908911705017,0.597029685974121,1.19106042385101,0.515246748924255,0.489696323871613,1.26167905330658,0.52005410194397,0.655016005039215,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,2,4,48,40,1,14,2,10,4,45,0,2,23,0,3,3,11,22,21,31,8,167,32,3,88,2,20,53,8,0,0,1.5584454536438,0.652241051197052,0.823815643787384,1.64159119129181,0.413025319576263,0.597295880317688,1.19862055778503,0.514717042446137,0.481886565685272,1.26463747024536,0.519214272499085,0.649231910705566,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
11,3,4,56,31,0,11,0,11,4,47,9,0,8,1,7,3,14,21,19,35,7,173,24,2,86,2,25,52,10,1,0,1.55820775032043,0.652197778224945,0.82394939661026,1.64187204837799,0.413208514451981,0.597482442855835,1.20702421665192,0.51366400718689,0.47443488240242,1.26782846450806,0.518438339233398,0.643622756004334,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
8,2,6,59,41,0,9,0,11,0,53,5,0,2,0,8,2,14,24,17,37,5,169,23,3,86,3,20,52,9,2,0,1.55795693397522,0.652200162410736,0.824051737785339,1.64214956760407,0.413314819335938,0.597791433334351,1.21537065505981,0.512758255004883,0.466667115688324,1.27125108242035,0.517666041851044,0.637750208377838,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
5,0,7,59,42,1,6,1,11,5,55,1,9,3,1,9,3,9,22,18,42,10,173,29,0,84,5,16,47,7,1,1,1.55777585506439,0.652096033096314,0.824068009853363,1.64250075817108,0.41337239742279,0.598236620426178,1.22390294075012,0.512383580207825,0.459166049957275,1.2746993303299,0.517175734043121,0.631817936897278,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
7,3,8,62,44,0,10,0,16,3,63,6,6,12,1,10,7,12,24,23,36,6,172,18,2,88,9,21,51,9,0,0,1.55747020244598,0.651919960975647,0.824167311191559,1.64285397529602,0.413373589515686,0.598503172397614,1.23190534114838,0.511792182922363,0.451759725809097,1.27840197086334,0.516879141330719,0.625725269317627,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,9,5,61,45,1,10,0,13,0,67,4,1,12,1,6,3,11,23,22,39,9,173,15,2,88,0,20,51,8,0,0,1.5572612285614,0.651860773563385,0.82415246963501,1.64311230182648,0.41340246796608,0.598782002925873,1.23854923248291,0.511250972747803,0.446279406547546,1.28128671646118,0.516818821430206,0.621097087860107,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
7,2,7,60,46,0,13,1,14,3,65,14,0,5,13,14,8,18,21,24,37,6,166,19,7,89,1,24,50,11,8,1,1.55690932273865,0.651859283447266,0.824152648448944,1.6434098482132,0.413474977016449,0.599052846431732,1.24691319465637,0.510886430740356,0.43913209438324,1.28504514694214,0.51656585931778,0.615065217018127,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
8,1,6,53,46,0,12,0,11,2,64,6,1,12,0,10,2,22,26,29,40,8,165,19,6,85,0,25,50,11,1,0,1.55655741691589,0.651802837848663,0.824098289012909,1.64367485046387,0.413448989391327,0.599483072757721,1.25553572177887,0.510440707206726,0.432540088891983,1.28920197486877,0.516358494758606,0.609246075153351,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
11,11,12,61,42,0,11,0,14,2,64,6,1,14,0,8,3,17,29,22,33,9,166,24,7,88,2,23,51,6,7,0,1.55621528625488,0.651801109313965,0.824016690254211,1.64416897296906,0.41369616985321,0.599442303180695,1.26384353637695,0.510375738143921,0.425876051187515,1.2930736541748,0.516377627849579,0.603667378425598,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
12,3,5,65,48,0,13,0,10,4,67,5,1,14,0,10,5,22,31,25,37,5,165,21,3,93,9,34,49,4,1,0,1.55581903457642,0.651811063289642,0.823894560337067,1.64456284046173,0.413711398839951,0.599640846252441,1.27257573604584,0.510121703147888,0.419489622116089,1.29714238643646,0.516683459281921,0.597973167896271,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
11,4,4,71,49,0,14,0,9,2,63,7,6,7,2,10,1,21,29,27,37,8,163,25,5,90,2,27,47,7,1,0,1.55607926845551,0.652175486087799,0.823803901672363,1.64498770236969,0.41373199224472,0.59993988275528,1.28151738643646,0.509675145149231,0.413281112909317,1.30177640914917,0.51716423034668,0.592188060283661,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,0,8,72,52,1,16,0,9,6,66,11,1,18,0,6,5,20,32,26,35,8,167,22,4,96,3,30,52,11,1,10,1.55564796924591,0.651811242103577,0.823539912700653,1.64541387557983,0.413724094629288,0.600249826908112,1.29091668128967,0.510082244873047,0.406656831502914,1.30629050731659,0.517483711242676,0.586466491222382,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,7,2,68,52,12,14,1,9,2,69,14,0,9,0,7,2,20,36,26,37,8,166,27,7,91,5,27,61,10,3,1,1.55540585517883,0.651892006397247,0.823274075984955,1.64598643779755,0.413731336593628,0.600558757781982,1.30037581920624,0.510286450386047,0.400654643774033,1.31095468997955,0.517749309539795,0.581125140190125,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
11,3,11,74,53,1,15,1,9,4,71,7,0,11,1,10,0,16,35,25,37,8,164,39,12,93,1,25,66,12,1,0,1.55518436431885,0.651981592178345,0.8231001496315,1.64635646343231,0.413786441087723,0.600667536258698,1.30730450153351,0.510484576225281,0.396442145109177,1.31447422504425,0.517985284328461,0.577256917953491,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,2,3,88,53,0,15,1,9,2,75,11,1,14,3,9,2,16,33,28,39,8,165,43,4,96,3,32,73,8,2,0,1.55484676361084,0.652023136615753,0.822883367538452,1.64678859710693,0.413766473531723,0.600914895534515,1.31624984741211,0.51054310798645,0.390910595655441,1.3195013999939,0.518560945987701,0.571900725364685,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
11,0,2,74,54,0,17,0,9,7,77,14,1,11,1,8,2,20,41,23,36,9,163,41,5,99,1,23,73,8,2,0,1.55467188358307,0.652076721191406,0.822680115699768,1.64720070362091,0.413810342550278,0.601068437099457,1.32559943199158,0.510341167449951,0.386146754026413,1.32485330104828,0.519244432449341,0.566535472869873,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
10,1,3,88,51,0,17,0,7,5,85,13,0,14,1,18,3,23,39,31,37,5,166,32,5,95,5,24,75,7,7,0,1.5544798374176,0.652177035808563,0.822498857975006,1.64762926101685,0.413849264383316,0.601445615291595,1.3348423242569,0.510356426239014,0.381196856498718,1.33035814762115,0.520031452178955,0.561327993869782,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
13,1,3,86,53,0,14,0,8,5,83,9,0,13,1,10,11,19,32,31,33,4,161,31,3,94,3,30,68,5,0,0,1.55427634716034,0.652322709560394,0.822301626205444,1.64812314510345,0.413859069347382,0.601676821708679,1.34493970870972,0.510539889335632,0.376306861639023,1.3356100320816,0.520637214183807,0.556513071060181,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,3,3,89,54,0,20,1,11,6,81,20,1,10,1,13,1,17,33,30,35,5,162,33,9,94,2,26,74,9,0,0,1.55407917499542,0.65247654914856,0.822105169296265,1.64865493774414,0.414055943489075,0.601651072502136,1.35561192035675,0.51056432723999,0.371712297201157,1.34065330028534,0.521103382110596,0.551968991756439,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
8,2,1,92,56,7,17,1,13,7,83,21,1,3,0,5,2,16,38,30,38,2,162,29,7,90,3,29,77,5,0,0,1.55386316776276,0.652548849582672,0.821668446063995,1.64908540248871,0.414065778255463,0.601890563964844,1.36662483215332,0.510490834712982,0.367834508419037,1.34607779979706,0.521764576435089,0.547381520271301,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,1,2,91,53,0,14,0,12,10,84,20,1,9,0,13,1,12,35,24,36,0,164,27,2,90,5,23,89,7,3,0,1.55370700359344,0.652723371982574,0.821303308010101,1.6495463848114,0.413979530334473,0.602192938327789,1.37747168540955,0.510203242301941,0.364199429750442,1.35165548324585,0.522390961647034,0.543046712875366,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
11,3,4,97,55,0,19,0,13,3,85,17,0,7,0,12,1,10,39,27,38,4,164,28,4,94,2,25,86,11,3,1,1.55361974239349,0.652870953083038,0.821012496948242,1.65008246898651,0.413913875818253,0.6025550365448,1.38809561729431,0.509620010852814,0.361365914344788,1.35730290412903,0.522787690162659,0.539036870002747,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,0,7,97,59,0,19,0,13,8,86,17,1,11,14,18,1,15,42,26,35,4,163,29,7,97,5,28,87,8,0,0,1.55351197719574,0.653019666671753,0.820586144924164,1.65078902244568,0.414062082767487,0.602320373058319,1.39846122264862,0.509868025779724,0.358681708574295,1.36258435249329,0.522867619991303,0.535504579544067,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
6,2,2,93,58,1,22,1,15,5,88,19,0,7,2,16,1,12,38,23,36,5,156,29,3,100,7,29,101,6,2,0,1.55343961715698,0.653120160102844,0.820167243480682,1.65115964412689,0.414119184017181,0.602354824542999,1.4059282541275,0.509827852249146,0.357105255126953,1.36623311042786,0.522897303104401,0.533143818378449,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
8,3,7,95,51,0,18,0,18,3,89,24,1,11,1,13,1,9,36,30,42,3,158,27,0,99,3,30,102,11,1,1,1.55333948135376,0.653294265270233,0.819686651229858,1.6516900062561,0.414066433906555,0.602525353431702,1.41552782058716,0.509818434715271,0.355061948299408,1.37098586559296,0.522916793823242,0.530073225498199,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
9,0,5,93,49,1,16,0,16,7,92,16,1,5,0,10,1,18,38,29,38,3,157,32,3,87,4,27,97,8,3,1,1.55330789089203,0.65347683429718,0.819381892681122,1.65210819244385,0.414078176021576,0.602673530578613,1.42514514923096,0.50956803560257,0.353397697210312,1.37589704990387,0.523134350776672,0.527131319046021,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
7,1,10,102,47,0,15,1,15,5,95,19,1,14,0,13,1,14,38,36,35,1,153,37,5,90,5,23,96,12,4,9,1.55326211452484,0.653612732887268,0.819039821624756,1.65239250659943,0.414024263620377,0.602794587612152,1.43499326705933,0.509237825870514,0.35249599814415,1.38083219528198,0.523206532001495,0.524150490760803,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
3,0,5,110,45,0,16,8,11,3,95,26,2,5,1,12,11,17,40,26,36,4,149,33,3,87,4,23,113,9,0,0,1.55322456359863,0.653794825077057,0.818579614162445,1.65294694900513,0.414061158895493,0.602669358253479,1.44559288024902,0.50937157869339,0.35086578130722,1.38594174385071,0.522966325283051,0.521489799022675,16_Aug_2023_11_52,,,,,,,,,,,,,,,,,,,,
