S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,10,16,4,0,1,0,7,0,17,1,12,3,1,1,0,7,11,2,11,5,33,15,1,62,8,21,18,8,0,3,1.56469011306763,0.651842713356018,0.762472987174988,1.66200089454651,0.405922591686249,0.54905891418457,1.11811137199402,0.625018656253815,0.577130198478699,1.24755454063416,0.553170800209045,0.728361189365387,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,17,16,3,0,12,1,3,1,12,2,2,4,0,9,0,4,3,3,14,0,32,14,3,50,9,18,18,10,0,0,1.56463849544525,0.652037918567658,0.761879980564117,1.66187906265259,0.405762910842896,0.548704624176025,1.11590707302094,0.624169290065765,0.584076106548309,1.24813997745514,0.552735149860382,0.732878565788269,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,11,18,6,0,1,2,3,2,15,3,1,14,1,1,0,5,3,4,7,8,34,14,3,46,9,17,19,12,0,0,1.56455910205841,0.652224063873291,0.761334419250488,1.6619131565094,0.405622512102127,0.548182904720306,1.11346530914307,0.623464643955231,0.591218888759613,1.24882030487061,0.55193567276001,0.737421870231628,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,9,17,6,0,1,0,3,2,18,5,11,1,1,13,0,9,4,5,15,3,31,13,0,54,7,20,16,10,1,0,1.5644656419754,0.652372121810913,0.760666429996491,1.66197073459625,0.40548387169838,0.547602355480194,1.11117327213287,0.622656047344208,0.598604321479797,1.24940848350525,0.55107843875885,0.74192750453949,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,11,16,7,0,1,0,3,2,15,4,0,2,0,5,0,4,5,0,10,4,33,13,3,50,7,20,17,11,0,0,1.56434261798859,0.652491688728333,0.760150372982025,1.66202580928803,0.405341506004334,0.547283470630646,1.10953593254089,0.62206381559372,0.6041219830513,1.24986183643341,0.550559163093567,0.745319068431854,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,6,11,20,2,0,1,2,3,2,11,2,4,1,3,0,0,6,5,2,12,3,33,16,3,56,10,17,14,9,0,1,1.56420993804932,0.652641355991364,0.759532034397125,1.66211187839508,0.405272752046585,0.546682596206665,1.10718238353729,0.621296465396881,0.611577868461609,1.25058364868164,0.549948394298553,0.749659359455108,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,11,21,2,0,2,2,5,2,8,1,1,8,0,1,0,8,2,2,16,7,37,16,0,53,14,20,11,9,0,0,1.56399583816528,0.652789533138275,0.758955538272858,1.66216099262238,0.405170351266861,0.546116530895233,1.10490012168884,0.62060421705246,0.619088411331177,1.25130641460419,0.549421370029449,0.754049181938171,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,10,17,4,0,5,2,7,2,9,2,1,0,0,0,1,9,7,0,14,5,30,17,3,53,11,13,12,9,1,0,1.56381249427795,0.65284526348114,0.758442223072052,1.66224944591522,0.405165135860443,0.545634269714356,1.10332465171814,0.619984984397888,0.624674618244171,1.25184619426727,0.54913717508316,0.757338345050812,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0,14,21,6,5,13,0,3,6,3,3,0,2,0,2,0,12,4,1,16,6,30,16,6,51,9,18,10,13,0,5,1.5635758638382,0.652993261814117,0.75787091255188,1.66236770153046,0.40515062212944,0.545019209384918,1.10121512413025,0.619312226772308,0.632036089897156,1.25255119800568,0.548779010772705,0.761649787425995,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,13,18,2,0,1,0,3,3,13,5,1,2,1,3,1,7,3,1,13,5,30,16,2,49,8,19,10,11,0,3,1.56331443786621,0.653165459632874,0.757387638092041,1.66235864162445,0.405074656009674,0.544498980045319,1.09916198253632,0.618599474430084,0.639208316802979,1.25320053100586,0.548388719558716,0.765733778476715,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,11,20,2,0,1,1,2,3,7,5,0,0,1,0,1,9,4,2,10,3,30,17,3,46,7,17,11,16,0,0,1.56312012672424,0.653308093547821,0.756964802742004,1.66238689422607,0.405103653669357,0.543849229812622,1.09716367721558,0.617838144302368,0.646289467811585,1.25389754772186,0.548067808151245,0.769539952278137,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,9,24,10,0,0,0,1,5,10,5,3,1,0,0,0,5,5,1,11,7,29,12,3,48,9,19,10,9,0,1,1.56300354003906,0.653391838073731,0.756729543209076,1.66230452060699,0.404942065477371,0.543757855892181,1.09573066234589,0.617168664932251,0.651472449302673,1.25446391105652,0.547945857048035,0.772339344024658,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2,9,21,4,0,1,0,2,4,9,0,12,0,1,0,1,5,1,2,10,6,31,14,2,44,4,19,10,10,1,0,1.56282389163971,0.653466880321503,0.75648421049118,1.66227912902832,0.4051353931427,0.542960405349731,1.0938469171524,0.616357862949371,0.658253908157349,1.25517857074738,0.547798275947571,0.775928974151611,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,9,19,3,0,1,0,3,3,6,1,1,3,2,0,1,5,5,0,11,11,32,16,0,43,6,20,9,11,1,0,1.56261658668518,0.653576791286469,0.756320357322693,1.66207003593445,0.405217111110687,0.542519748210907,1.09235036373138,0.615430772304535,0.66460394859314,1.25593686103821,0.547700166702271,0.77930349111557,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,15,20,4,0,1,0,10,2,7,4,0,0,9,4,0,7,5,0,13,6,33,17,3,45,8,14,7,11,0,2,1.56243801116943,0.653610587120056,0.756151080131531,1.66187918186188,0.405356764793396,0.541908979415894,1.09147644042969,0.614772796630859,0.669043004512787,1.25654315948486,0.547512114048004,0.78174090385437,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,11,21,9,2,4,1,4,4,8,0,0,0,0,7,0,12,6,1,14,4,27,17,0,37,8,15,10,10,0,1,1.56217873096466,0.653652548789978,0.756056845188141,1.66163063049316,0.405464291572571,0.541498363018036,1.09044623374939,0.614011526107788,0.674896657466888,1.25739359855652,0.547072470188141,0.784895360469818,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,5,21,2,0,14,0,0,1,4,8,1,0,0,2,8,2,5,2,12,6,33,20,2,39,4,17,9,8,2,2,1.5619809627533,0.65365082025528,0.755936503410339,1.66134715080261,0.405540883541107,0.54100376367569,1.08939456939697,0.613378345966339,0.680692672729492,1.2582573890686,0.546500325202942,0.787963569164276,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,11,21,3,0,4,6,2,5,11,2,0,0,0,7,0,5,5,0,13,5,33,16,2,42,6,19,10,7,5,1,1.56182587146759,0.653631985187531,0.755872368812561,1.66115951538086,0.405614227056503,0.540560126304626,1.08878374099731,0.612815737724304,0.6849005818367,1.25888085365295,0.546142041683197,0.790158689022064,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2,9,21,13,0,1,0,2,3,9,4,0,0,1,3,1,6,5,0,15,5,31,13,2,40,5,16,10,9,0,1,1.56162810325623,0.653581857681274,0.755796730518341,1.66082417964935,0.405673056840897,0.540118992328644,1.08792150020599,0.612095177173615,0.690264225006104,1.25966429710388,0.545693278312683,0.793032169342041,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,13,19,3,2,2,1,4,2,8,5,0,3,2,2,0,10,6,3,17,4,34,16,1,43,7,15,10,9,5,1,1.56136250495911,0.653554737567902,0.755756139755249,1.66045892238617,0.405736356973648,0.539778769016266,1.08718001842499,0.611463069915772,0.695348739624023,1.26034963130951,0.545222461223602,0.795624196529388,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,10,21,0,1,0,0,5,0,9,1,0,1,0,5,0,9,5,0,13,7,34,17,2,46,7,15,7,9,4,0,1.56113052368164,0.653541505336762,0.755752563476563,1.66006016731262,0.405862331390381,0.539312303066254,1.08646321296692,0.610909044742584,0.70009970664978,1.26095247268677,0.544836580753326,0.798138380050659,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,10,23,2,0,1,0,2,0,7,1,0,2,1,7,2,10,6,1,11,8,31,13,2,43,6,22,17,8,0,0,1.56096720695496,0.65351939201355,0.755784749984741,1.65971982479095,0.405868172645569,0.539205014705658,1.08588993549347,0.610484182834625,0.703540503978729,1.26132798194885,0.544531583786011,0.799880027770996,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,10,19,0,1,2,1,6,15,10,0,0,1,1,3,0,5,13,0,15,7,31,16,3,43,3,22,10,11,1,0,1.56075620651245,0.653413057327271,0.755808889865875,1.65931487083435,0.405938655138016,0.538890302181244,1.08508920669556,0.60989260673523,0.708029925823212,1.26171052455902,0.5440514087677,0.801994979381561,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,9,19,0,0,2,0,4,1,10,0,0,0,2,9,0,6,6,1,11,5,35,16,1,44,5,17,10,9,0,0,1.56061732769012,0.653408169746399,0.755974233150482,1.6588808298111,0.406079173088074,0.538599967956543,1.08429849147797,0.609378933906555,0.712197601795197,1.26205670833588,0.543687462806702,0.803968071937561,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0,9,23,0,1,1,14,9,0,7,5,0,3,0,4,4,5,9,0,15,10,35,15,2,42,7,21,11,16,0,1,1.56053066253662,0.653381109237671,0.75611424446106,1.65852451324463,0.406163454055786,0.538339734077454,1.0837984085083,0.609023749828339,0.71504008769989,1.26226007938385,0.54345440864563,0.805305004119873,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12,9,22,2,0,2,1,5,0,10,4,0,1,0,6,0,3,6,2,16,8,32,16,2,43,7,20,10,12,0,0,1.56039953231812,0.653310358524323,0.756303787231445,1.65795969963074,0.406135439872742,0.538466453552246,1.08336901664734,0.608685314655304,0.718410432338715,1.26257693767548,0.543093383312225,0.806941747665405,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,10,21,1,11,1,0,1,2,10,5,1,1,8,4,0,2,5,2,18,5,33,19,2,40,11,21,11,12,1,0,1.56024897098541,0.65333217382431,0.756612122058868,1.65740823745728,0.406290501356125,0.538082718849182,1.08315980434418,0.608488380908966,0.721224963665008,1.26298999786377,0.542842626571655,0.808540225028992,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0,10,21,2,0,5,0,4,3,10,5,10,1,0,4,1,4,8,1,16,7,35,13,3,43,8,23,10,5,0,1,1.56011474132538,0.653258919715881,0.756825387477875,1.65697908401489,0.406314045190811,0.537963509559631,1.08315622806549,0.608388662338257,0.723577618598938,1.26334977149963,0.54263710975647,0.810055136680603,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,6,22,5,0,1,0,2,0,9,4,1,2,1,6,11,6,6,1,18,11,35,17,3,45,7,22,8,9,1,0,1.55997025966644,0.653208374977112,0.756999492645264,1.65673112869263,0.406439900398254,0.537732183933258,1.08316779136658,0.608320534229279,0.725109219551086,1.26357412338257,0.542580127716064,0.811183035373688,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,9,18,2,0,2,1,3,1,11,1,8,1,0,6,1,6,4,1,17,9,32,17,2,44,8,24,7,10,0,0,1.55976164340973,0.653050780296326,0.757133543491364,1.65641462802887,0.406562298536301,0.537499606609345,1.08327496051788,0.608373939990997,0.726899862289429,1.26382875442505,0.54261577129364,0.812567472457886,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,7,23,4,0,3,0,4,1,10,6,3,0,0,6,1,7,7,1,16,7,34,16,0,44,6,23,9,11,0,0,1.5595018863678,0.652941703796387,0.757293045520783,1.65611720085144,0.406617313623428,0.537499964237213,1.08358013629913,0.608487784862518,0.728380084037781,1.26411378383636,0.54263174533844,0.813865780830383,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,6,24,12,1,4,0,4,1,12,2,0,1,0,4,1,5,2,1,17,6,35,16,2,43,7,25,9,8,1,0,1.55929052829742,0.652859508991241,0.757428526878357,1.65599954128265,0.406767070293427,0.537286102771759,1.08385050296783,0.608689963817596,0.729272782802582,1.26429510116577,0.542664885520935,0.814813673496246,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,5,23,2,0,1,0,0,0,9,3,0,1,1,2,13,5,6,3,17,4,31,18,3,44,6,25,10,8,15,0,1.55898797512054,0.652697384357452,0.757558107376099,1.65587222576141,0.406842261552811,0.537222802639008,1.0842148065567,0.609115719795227,0.730062663555145,1.26446831226349,0.54286527633667,0.815942347049713,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2,6,19,2,1,11,0,3,0,7,5,2,1,1,2,2,6,7,8,16,7,34,21,5,41,7,27,10,9,0,0,1.5587203502655,0.652569949626923,0.757680952548981,1.6557412147522,0.406879425048828,0.537208795547485,1.08446395397186,0.609625518321991,0.730438590049744,1.26449227333069,0.543338239192963,0.816877365112305,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,4,23,7,0,2,0,2,0,10,4,1,0,1,5,0,5,9,2,21,7,37,20,3,47,6,22,8,9,0,0,1.55852615833282,0.652463436126709,0.757783234119415,1.6556738615036,0.406974822282791,0.537067770957947,1.08460521697998,0.61007821559906,0.730664134025574,1.26447081565857,0.543835520744324,0.817384421825409,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3,5,20,7,0,2,0,3,0,11,3,1,2,0,4,0,8,8,2,16,11,33,17,3,43,6,21,13,6,0,0,1.55828928947449,0.652291655540466,0.757881045341492,1.65560138225555,0.407077640295029,0.53691017627716,1.08478856086731,0.610757052898407,0.730778872966766,1.26435315608978,0.544543147087097,0.817871689796448,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2,6,21,1,0,3,1,7,0,6,2,1,6,1,6,4,8,6,1,20,9,39,19,2,48,7,18,13,13,0,3,1.55806303024292,0.652191400527954,0.758040308952331,1.6555507183075,0.407217472791672,0.536712527275085,1.08479487895966,0.611520826816559,0.730815351009369,1.26417291164398,0.545223951339722,0.818218231201172,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,9,19,4,2,3,1,3,1,11,2,0,3,1,2,0,9,8,5,19,5,35,19,2,40,6,21,13,13,9,0,1.55791223049164,0.652114391326904,0.7581747174263,1.65546095371246,0.407228350639343,0.536859512329102,1.08473658561707,0.612076163291931,0.7306969165802,1.26398479938507,0.545685648918152,0.818356156349182,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,5,23,7,0,2,0,3,3,11,4,1,2,3,4,5,10,7,4,18,10,35,18,1,43,4,26,14,10,3,0,1.55765295028687,0.651967525482178,0.758368909358978,1.65541672706604,0.407323837280273,0.536766827106476,1.08449912071228,0.612821340560913,0.730267345905304,1.26354646682739,0.54632979631424,0.818272888660431,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,3,25,3,1,2,1,4,3,7,6,3,1,1,8,1,9,3,1,18,9,35,16,2,43,13,22,12,8,0,0,1.55746114253998,0.651861488819122,0.758502006530762,1.65537202358246,0.40743225812912,0.536754608154297,1.08422088623047,0.613670349121094,0.729595601558685,1.26299607753754,0.547128617763519,0.817957699298858,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,6,7,22,3,0,2,1,7,3,10,2,0,4,1,0,0,9,5,3,18,8,34,18,7,43,7,23,12,11,0,1,1.55724680423737,0.651733338832855,0.758635342121124,1.65535318851471,0.407470732927322,0.536792874336243,1.08389353752136,0.614466369152069,0.728795647621155,1.26244950294495,0.547774851322174,0.817440450191498,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,5,23,0,0,3,2,3,2,12,2,1,4,1,2,1,7,5,1,17,9,34,18,1,44,7,21,13,9,1,0,1.55710661411285,0.651673555374146,0.758697986602783,1.65534710884094,0.40757018327713,0.536738455295563,1.08366405963898,0.615060210227966,0.728177070617676,1.26204299926758,0.548226594924927,0.81697690486908,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,5,24,1,0,2,0,0,1,12,4,0,0,0,2,1,3,3,6,19,8,34,15,2,39,6,23,13,11,0,0,1.5569372177124,0.651638507843018,0.758802831172943,1.6553270816803,0.407599747180939,0.536799311637878,1.08336770534515,0.615678429603577,0.727111458778381,1.26151061058044,0.548683702945709,0.816285669803619,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,4,24,2,1,2,1,2,1,9,1,0,1,0,5,0,11,6,1,16,6,33,19,0,46,5,23,13,9,0,6,1.55680310726166,0.651603937149048,0.758880794048309,1.65532994270325,0.40768700838089,0.536742866039276,1.08314824104309,0.616212010383606,0.72578626871109,1.260990858078,0.548969447612762,0.815519094467163,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5,5,20,3,1,4,1,12,0,9,3,0,0,1,12,1,7,6,0,17,6,35,22,9,42,3,24,14,8,0,3,1.55672347545624,0.65159147977829,0.758941531181335,1.65539526939392,0.407840102910996,0.53670471906662,1.08304822444916,0.61656528711319,0.724626064300537,1.26056146621704,0.549148678779602,0.814842939376831,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,4,24,3,0,0,4,5,13,9,4,0,0,1,3,0,8,6,1,18,6,30,18,2,39,6,22,13,8,0,9,1.55664956569672,0.651558578014374,0.75902247428894,1.65539169311523,0.407826542854309,0.536851704120636,1.08290648460388,0.616888880729675,0.722778499126434,1.25998139381409,0.549406111240387,0.81380558013916,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0,7,22,3,7,3,6,5,0,7,3,0,1,1,4,0,7,6,1,15,9,34,19,7,45,7,18,15,8,1,0,1.55655109882355,0.651552259922028,0.759146392345428,1.65533328056335,0.407822698354721,0.536874413490295,1.0828115940094,0.61709064245224,0.720482587814331,1.2593115568161,0.549526572227478,0.812639355659485,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,8,23,4,1,3,0,3,3,11,3,2,1,1,7,1,10,2,1,15,5,35,16,2,43,6,20,15,7,0,2,1.55653846263886,0.651519775390625,0.759238123893738,1.65536677837372,0.40794187784195,0.536879539489746,1.08280718326569,0.617094099521637,0.718545854091644,1.25880074501038,0.549595892429352,0.811694383621216,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,8,23,3,0,2,0,5,2,10,6,0,1,1,10,2,8,7,0,18,7,31,20,2,47,6,20,16,10,0,0,1.55654788017273,0.651457607746124,0.75936895608902,1.65527451038361,0.407884538173676,0.537020802497864,1.08279740810394,0.61710399389267,0.715657889842987,1.25810885429382,0.549661993980408,0.810214340686798,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,5,25,4,0,1,0,1,1,17,3,0,0,1,2,0,9,5,0,16,8,34,14,2,43,6,21,17,9,1,0,1.55656325817108,0.651414632797241,0.759482502937317,1.65523052215576,0.40784415602684,0.537229955196381,1.0828971862793,0.61685436964035,0.712618470191956,1.25743341445923,0.549720883369446,0.80861634016037,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,6,23,4,0,1,0,2,2,11,2,2,0,1,2,0,9,3,1,16,5,35,16,2,45,9,21,17,9,0,0,1.55656886100769,0.651386439800262,0.75957316160202,1.65524685382843,0.407956093549728,0.537178039550781,1.0828697681427,0.616633176803589,0.710148334503174,1.25693416595459,0.54969185590744,0.807274878025055,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,10,19,3,0,12,1,5,0,11,5,0,0,3,6,0,5,3,2,20,6,31,14,2,44,6,19,13,7,3,0,1.55662214756012,0.651365756988525,0.759674608707428,1.65521228313446,0.407930493354797,0.537314713001251,1.08288764953613,0.616219222545624,0.706582546234131,1.25619471073151,0.549658238887787,0.805357992649078,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,8,24,0,0,0,0,4,2,10,3,0,0,0,4,0,4,5,1,20,7,33,16,1,45,8,19,18,7,0,3,1.55677831172943,0.651309132575989,0.75983202457428,1.65517663955688,0.407902002334595,0.5375075340271,1.08291757106781,0.615869760513306,0.702776372432709,1.25536561012268,0.549534440040588,0.803272128105164,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,8,23,5,1,2,6,5,1,12,5,2,0,1,10,1,2,6,1,19,5,39,18,1,46,4,24,15,3,0,1,1.55687248706818,0.651216685771942,0.760030865669251,1.65514051914215,0.407899767160416,0.537665486335754,1.08305490016937,0.615285038948059,0.698649644851685,1.2545245885849,0.549260139465332,0.800987601280212,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,8,21,5,0,0,0,5,1,11,4,4,1,1,11,2,6,4,2,16,8,39,15,2,44,7,18,17,7,1,0,1.55689775943756,0.651149272918701,0.760192453861237,1.65510976314545,0.407851248979569,0.537940204143524,1.08319926261902,0.614986300468445,0.695483386516571,1.25391900539398,0.549014627933502,0.799167990684509,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,9,20,3,0,0,0,2,1,15,1,1,2,1,7,5,3,5,4,14,5,39,18,2,45,6,21,19,8,0,4,1.55696702003479,0.651075720787048,0.76040381193161,1.65501499176025,0.40783765912056,0.538181126117706,1.08345508575439,0.614464998245239,0.690852522850037,1.2531316280365,0.548810184001923,0.796688377857208,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,10,23,2,1,1,0,9,2,14,4,1,2,0,5,1,3,9,4,16,8,37,14,5,45,5,19,18,7,2,2,1.55705761909485,0.650992393493652,0.760714650154114,1.65492749214172,0.407799929380417,0.538451790809631,1.08376407623291,0.614031136035919,0.685777902603149,1.25215709209442,0.548593997955322,0.79385781288147,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,11,19,4,1,1,0,7,1,20,4,0,1,0,6,0,11,4,3,10,7,43,14,3,45,5,21,20,9,0,0,1.55715572834015,0.650950789451599,0.760949075222015,1.65489590167999,0.407866090536118,0.53856748342514,1.08398604393005,0.613758206367493,0.681775093078613,1.25138080120087,0.548486113548279,0.79158341884613,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,9,21,3,1,10,1,7,0,16,2,1,0,2,8,1,4,3,3,14,8,41,20,1,46,6,16,20,8,0,1,1.55726170539856,0.650791704654694,0.76120400428772,1.65481090545654,0.407939076423645,0.538730084896088,1.08447849750519,0.613263189792633,0.676224768161774,1.25032556056976,0.548416197299957,0.788444578647614,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,10,13,22,8,0,0,0,6,2,16,2,0,1,4,3,0,10,5,4,16,10,39,17,1,46,5,16,19,7,0,14,1.5572737455368,0.65059632062912,0.761423587799072,1.65474486351013,0.407912850379944,0.539004862308502,1.084916472435,0.612955451011658,0.670711040496826,1.24934947490692,0.548135221004486,0.785160601139069,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0,11,21,1,0,13,0,7,2,18,8,0,1,1,12,1,0,3,5,22,8,41,21,1,48,9,17,24,9,0,1,1.55722606182098,0.650423467159271,0.761583864688873,1.65466964244843,0.407867193222046,0.539399147033691,1.08546948432922,0.612521350383758,0.665124475955963,1.24837923049927,0.547928333282471,0.781877398490906,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,13,21,1,1,1,3,6,3,18,3,2,1,3,4,0,6,11,1,16,6,41,17,1,48,7,12,32,9,1,10,1.55720090866089,0.650313854217529,0.761673748493195,1.65471303462982,0.407894223928452,0.539476215839386,1.08594167232513,0.612232387065887,0.660809636116028,1.24767410755157,0.547775566577911,0.779275238513947,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,11,23,5,0,1,1,10,2,15,3,0,1,1,3,1,4,5,2,18,6,41,15,1,51,8,15,27,7,4,1,1.55715239048004,0.65013861656189,0.761858105659485,1.65475237369537,0.407854169607163,0.539728879928589,1.08658123016357,0.611706554889679,0.654839754104614,1.24666559696198,0.547606289386749,0.775683224201202,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,13,22,7,1,1,1,5,1,23,4,0,1,0,8,1,5,5,3,18,4,41,20,2,50,8,15,29,9,0,1,1.55707395076752,0.649959683418274,0.762050151824951,1.65466344356537,0.407792150974274,0.540186166763306,1.08736968040466,0.611170828342438,0.648515284061432,1.24559319019318,0.547468245029449,0.771950364112854,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2,13,19,7,0,0,1,12,0,18,4,0,1,1,2,0,4,5,2,15,6,43,17,2,50,8,17,31,4,0,3,1.55697095394135,0.649862408638001,0.762157261371612,1.65463948249817,0.407729625701904,0.540451109409332,1.08796668052673,0.610873281955719,0.643739759922028,1.24490714073181,0.547381401062012,0.769040465354919,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,12,15,6,11,4,0,7,1,20,2,1,0,0,4,1,2,4,9,13,1,44,18,2,51,8,19,35,9,1,0,1.55679178237915,0.649725198745728,0.7622150182724,1.65465843677521,0.407677263021469,0.540898442268372,1.08915150165558,0.610408484935761,0.63710629940033,1.244105219841,0.547430396080017,0.765182614326477,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1,11,17,3,0,2,2,12,7,24,5,5,2,1,2,0,3,5,8,19,5,42,19,1,50,5,17,35,9,1,0,1.55647325515747,0.649582982063293,0.762260377407074,1.65481209754944,0.407636761665344,0.54118275642395,1.09028661251068,0.610067248344421,0.630269646644592,1.24323081970215,0.54763263463974,0.761266231536865,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,11,19,6,2,3,1,5,2,27,4,0,0,0,0,0,4,5,13,20,1,47,18,2,52,5,18,26,5,0,7,1.55615043640137,0.649410843849182,0.762333273887634,1.65505838394165,0.407608032226563,0.541380703449249,1.0914717912674,0.609760165214539,0.623231112957001,1.24218964576721,0.547793388366699,0.757090508937836,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
