S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0,15,20,3,4,0,0,12,4,25,2,1,2,1,5,1,1,3,0,21,12,34,20,1,40,15,14,17,13,0,0,1.60237097740173,0.657057702541351,0.779607534408569,1.64649081230164,0.408394157886505,0.556560158729553,1.14348351955414,0.573846399784088,0.893422663211823,1.33049833774567,0.497538715600967,0.888066589832306,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0,11,28,1,0,2,0,11,0,24,6,3,3,1,11,3,0,3,0,22,7,34,10,0,39,19,15,16,9,0,0,1.6023987531662,0.656986474990845,0.779410719871521,1.64630305767059,0.408317178487778,0.556634187698364,1.14402711391449,0.57350492477417,0.894548535346985,1.33097720146179,0.497072249650955,0.888521611690521,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1,16,25,2,1,3,5,12,0,25,1,1,1,1,13,2,1,4,13,23,3,34,12,3,42,13,17,15,16,0,0,1.60244131088257,0.656941294670105,0.779442191123962,1.64609086513519,0.408323377370834,0.556515276432037,1.14446485042572,0.573184370994568,0.895609200000763,1.33129596710205,0.496641099452972,0.888950824737549,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,14,18,27,2,0,1,0,13,2,24,0,0,2,0,4,5,1,1,2,24,6,38,11,6,40,16,19,17,12,1,0,1.60247790813446,0.656888067722321,0.779565632343292,1.64589178562164,0.40821123123169,0.556744575500488,1.14478933811188,0.57285463809967,0.896632313728333,1.33160519599915,0.496337592601776,0.889427006244659,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0,14,23,2,1,0,3,14,7,24,4,2,2,1,8,2,1,0,2,25,12,34,11,0,48,15,18,18,14,3,1,1.60250639915466,0.65685099363327,0.779636144638062,1.64578926563263,0.408258557319641,0.556602954864502,1.14496243000031,0.572580277919769,0.897351562976837,1.33178198337555,0.496136009693146,0.8897625207901,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2,16,24,2,0,3,0,17,5,24,1,6,2,1,5,5,11,0,1,25,9,36,8,3,46,16,17,15,12,2,0,1.60251939296722,0.656802773475647,0.779815673828125,1.64553713798523,0.408307760953903,0.556659817695618,1.14509963989258,0.572296977043152,0.898207008838654,1.3319593667984,0.49596232175827,0.890193045139313,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,3,9,25,0,5,7,1,13,3,26,10,1,1,1,3,3,2,10,1,23,5,33,13,5,45,16,13,20,11,0,10,1.60254538059235,0.656744062900543,0.780069589614868,1.64543223381042,0.408350586891174,0.556697964668274,1.1452534198761,0.572043716907501,0.898915410041809,1.33207845687866,0.495765775442123,0.890559136867523,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0,11,23,3,0,1,0,19,4,24,5,1,2,4,2,1,4,6,2,27,8,35,16,0,48,15,20,18,12,0,1,1.6025515794754,0.65666127204895,0.78051233291626,1.64531195163727,0.408392876386642,0.556714117527008,1.1453959941864,0.571836352348328,0.899529099464417,1.33216857910156,0.495514571666718,0.890853404998779,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,20,25,3,0,1,0,9,6,25,2,2,0,1,6,2,4,3,1,19,5,36,15,2,45,19,17,17,9,0,0,1.60247337818146,0.656611621379852,0.780725538730621,1.64522707462311,0.408408880233765,0.556780338287354,1.1455100774765,0.571717321872711,0.899966895580292,1.33224356174469,0.49530154466629,0.891088843345642,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0,17,25,3,0,2,0,13,7,22,4,1,1,1,0,1,1,3,0,22,9,36,16,1,47,15,18,15,12,1,1,1.60241115093231,0.65656590461731,0.780813753604889,1.64516258239746,0.408331692218781,0.556794881820679,1.14557671546936,0.571692645549774,0.900183320045471,1.33228957653046,0.495229721069336,0.891251504421234,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,15,23,3,0,3,2,13,0,25,11,1,0,1,4,5,1,4,1,23,7,36,21,2,46,13,20,18,9,0,0,1.60234117507935,0.656498610973358,0.78096741437912,1.64510953426361,0.408324509859085,0.556818008422852,1.14562547206879,0.571684658527374,0.900438010692596,1.33231353759766,0.495115339756012,0.891485333442688,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0,15,21,2,0,3,1,11,0,21,4,1,2,2,4,1,0,3,0,23,8,35,20,2,48,15,13,18,9,0,1,1.60217428207397,0.656457424163818,0.780984580516815,1.64505541324615,0.408324003219605,0.556781351566315,1.14561247825623,0.571624755859375,0.900691449642181,1.33227241039276,0.495032072067261,0.891719877719879,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0,13,26,13,0,3,0,12,2,24,3,2,2,1,7,2,4,6,0,23,8,35,17,1,48,17,20,15,12,1,5,1.60186970233917,0.656376481056213,0.780619978904724,1.64501631259918,0.408251851797104,0.556758582592011,1.14556765556335,0.571507334709168,0.901035666465759,1.33219134807587,0.494932323694229,0.891889333724976,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0,14,22,1,0,3,0,9,4,23,2,0,3,2,4,1,0,5,1,30,2,35,20,2,50,16,19,17,9,0,0,1.60179388523102,0.656308591365814,0.780772149562836,1.64499402046204,0.408216625452042,0.556757271289825,1.1455557346344,0.571343541145325,0.901297152042389,1.33215153217316,0.494767487049103,0.891973376274109,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,9,20,3,2,3,0,13,3,20,9,0,1,3,1,0,3,1,0,27,8,35,18,2,50,16,16,18,10,10,1,1.60161662101746,0.656250059604645,0.780845820903778,1.64495944976807,0.408174514770508,0.556769967079163,1.14554572105408,0.571121513843536,0.901485681533814,1.33211243152618,0.494512498378754,0.892069816589356,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0,9,18,0,1,1,0,14,3,22,3,0,1,2,6,13,2,3,0,27,5,36,15,2,47,14,17,18,5,1,0,1.60146057605743,0.656186699867249,0.780942261219025,1.64493763446808,0.408097207546234,0.55678117275238,1.14554524421692,0.571021020412445,0.901449143886566,1.33203494548798,0.494236052036285,0.892096042633056,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2,9,21,3,0,2,13,13,1,25,3,1,5,3,3,2,1,1,0,26,12,39,16,3,49,14,16,17,10,1,1,1.60135340690613,0.656064391136169,0.781205713748932,1.6449066400528,0.408066749572754,0.556805968284607,1.14553761482239,0.570905089378357,0.90134871006012,1.33190751075745,0.493880987167358,0.892054915428162,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1,10,24,2,2,0,0,16,3,24,3,0,2,1,5,1,4,4,0,24,9,38,14,3,52,13,20,18,10,1,1,1.6012454032898,0.655975997447968,0.781568944454193,1.64491641521454,0.408012896776199,0.5568488240242,1.14546060562134,0.570730447769165,0.901227593421936,1.33180594444275,0.493607252836227,0.892059445381165,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0,8,23,3,0,3,0,17,3,23,2,0,1,0,6,0,10,2,0,23,8,35,14,2,45,15,19,15,10,0,0,1.60109496116638,0.655960142612457,0.781605124473572,1.64491879940033,0.407948702573776,0.55689799785614,1.14534413814545,0.570589959621429,0.90119081735611,1.33170878887177,0.49351093173027,0.892115175724029,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,7,18,4,0,3,8,9,3,26,6,1,1,0,4,1,2,1,2,24,2,31,17,2,48,14,15,17,11,2,0,1.60090386867523,0.655892729759216,0.781668066978455,1.64490842819214,0.407887697219849,0.556929647922516,1.14517426490784,0.57028591632843,0.901203095912933,1.33157384395599,0.493319123983383,0.892170310020447,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,9,23,3,0,3,0,14,0,26,5,0,0,2,9,1,4,3,0,25,6,35,12,4,46,11,18,17,6,6,0,1.60056686401367,0.655841171741486,0.781371772289276,1.64490795135498,0.407837271690369,0.556915402412415,1.14505505561829,0.569931328296661,0.901203155517578,1.33144497871399,0.493016004562378,0.89212566614151,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0,11,24,3,1,1,3,19,3,24,4,1,0,2,6,1,7,3,2,23,6,39,12,0,50,13,17,16,14,0,0,1.60035228729248,0.6557896733284,0.781466960906982,1.64488077163696,0.407785087823868,0.556920111179352,1.14495062828064,0.569589972496033,0.901046633720398,1.33130145072937,0.492717683315277,0.892041385173798,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0,9,23,3,10,2,0,13,2,25,6,1,1,2,7,0,2,3,1,23,8,37,13,2,51,15,18,19,8,0,0,1.60019946098328,0.655721008777618,0.781412720680237,1.64486742019653,0.407716929912567,0.556922852993012,1.14482641220093,0.569384098052979,0.900830090045929,1.33120572566986,0.492507576942444,0.891978979110718,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1,8,23,5,0,5,0,16,0,23,3,1,3,3,7,1,6,3,0,20,7,35,17,6,51,15,18,18,10,1,0,1.60003173351288,0.655674338340759,0.781439363956451,1.64486908912659,0.407700002193451,0.556933224201202,1.14459764957428,0.56916618347168,0.900472760200501,1.3310090303421,0.492294549942017,0.891855955123901,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2,8,24,4,10,3,0,11,7,25,2,1,1,3,9,7,1,6,2,23,8,33,18,2,52,17,16,15,6,6,0,1.59980618953705,0.655641198158264,0.781383037567139,1.64487659931183,0.407625675201416,0.556931912899017,1.14428114891052,0.568952083587647,0.900096297264099,1.33077025413513,0.492259293794632,0.8917436003685,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,3,9,22,3,0,2,1,14,3,26,5,0,1,2,10,3,1,8,6,26,8,34,22,2,58,15,18,12,9,1,2,1.59958982467651,0.65557187795639,0.781357884407043,1.64481210708618,0.407493233680725,0.556963443756104,1.14401412010193,0.56866991519928,0.899900078773499,1.33055484294891,0.492226153612137,0.891625046730042,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2,7,22,3,0,1,0,12,0,25,3,1,1,0,7,1,1,5,8,29,8,36,18,0,52,16,17,15,10,1,0,1.59942734241486,0.655514776706696,0.78138655424118,1.64484941959381,0.407495886087418,0.556933403015137,1.14381861686707,0.568405091762543,0.899810194969177,1.33040761947632,0.492111146450043,0.891499817371368,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2,8,17,2,1,2,0,13,0,25,9,1,2,2,4,11,0,2,1,28,7,35,21,2,55,13,15,17,11,0,1,1.59920382499695,0.655477702617645,0.781310737133026,1.6448301076889,0.40740031003952,0.556950986385345,1.14352691173553,0.568028450012207,0.899616003036499,1.33018052577972,0.491902053356171,0.891327857971191,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2,9,22,11,0,2,0,13,4,24,0,1,1,5,0,2,1,4,3,24,8,37,21,3,55,19,17,15,10,0,0,1.59892880916595,0.655408799648285,0.781147181987762,1.64482116699219,0.407298654317856,0.55689549446106,1.14324426651001,0.567725658416748,0.899344325065613,1.32994103431702,0.491670906543732,0.89119291305542,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1,9,22,0,0,2,10,11,4,24,6,1,3,2,6,2,0,3,3,21,6,35,23,0,56,13,16,15,9,1,0,1.59870505332947,0.655356466770172,0.781129777431488,1.64482402801514,0.40722781419754,0.556883931159973,1.14301896095276,0.567465782165527,0.898944854736328,1.32971107959747,0.491356015205383,0.89094203710556,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,9,25,5,0,0,1,11,7,25,2,1,0,0,4,1,3,3,0,20,1,33,23,3,53,15,17,12,9,0,0,1.59847211837769,0.655328631401062,0.781236469745636,1.64483284950256,0.407082259654999,0.556936740875244,1.14272177219391,0.5671266913414,0.898347675800324,1.32950735092163,0.49120032787323,0.890647709369659,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,10,21,4,1,2,0,13,3,22,4,2,2,3,7,0,3,3,3,19,8,33,24,3,53,16,19,16,9,1,0,1.59831249713898,0.655298054218292,0.78124326467514,1.64481770992279,0.407052993774414,0.556844890117645,1.14254450798035,0.566984295845032,0.897998034954071,1.32933294773102,0.49107900261879,0.890407264232636,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,8,10,22,5,2,2,1,9,4,26,6,0,2,1,7,1,2,2,3,20,3,35,24,0,52,16,15,13,8,0,0,1.59812784194946,0.655227541923523,0.781257092952728,1.64481770992279,0.406900644302368,0.556893944740295,1.1422723531723,0.566811919212341,0.897675633430481,1.32907795906067,0.490914106369019,0.890197038650513,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0,8,24,3,8,2,1,9,4,25,5,10,0,2,4,1,4,3,2,21,6,34,24,1,55,16,9,17,11,1,5,1.59786534309387,0.655197262763977,0.781191766262054,1.6448016166687,0.406755566596985,0.556881844997406,1.14189517498016,0.566590905189514,0.89712929725647,1.32876980304718,0.49077758193016,0.889975845813751,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0,16,21,4,1,2,0,13,2,29,5,0,2,0,8,12,1,3,0,19,8,35,20,2,55,14,16,19,8,0,0,1.59756636619568,0.655158221721649,0.781021296977997,1.64477741718292,0.406633079051971,0.556894659996033,1.14146280288696,0.566340208053589,0.896288990974426,1.32843410968781,0.490747421979904,0.88971734046936,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1,10,22,3,0,3,0,13,6,23,6,1,1,1,1,1,2,0,2,17,10,35,23,2,54,15,13,17,8,0,6,1.59732210636139,0.655133008956909,0.780795216560364,1.64476811885834,0.406550318002701,0.556901633739471,1.14119601249695,0.566397070884705,0.895696520805359,1.32813894748688,0.490699112415314,0.889437913894653,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1,7,20,3,0,12,2,13,1,21,2,0,2,1,4,3,0,3,0,22,4,31,23,11,53,14,17,17,5,2,0,1.59708118438721,0.655094563961029,0.780771911144257,1.64477741718292,0.406446576118469,0.556938767433167,1.1408154964447,0.56639689207077,0.894843697547913,1.32775163650513,0.490715533494949,0.889102458953857,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1,7,20,3,2,4,0,6,1,25,4,1,1,3,2,0,2,3,0,19,8,38,22,1,50,15,16,14,9,0,0,1.5966717004776,0.655057907104492,0.780391037464142,1.6447514295578,0.406351327896118,0.556948959827423,1.14035284519196,0.566303074359894,0.893929719924927,1.32725775241852,0.490631520748138,0.888712644577026,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,11,8,21,3,13,3,0,14,2,26,2,1,2,3,0,2,1,3,1,17,4,34,23,1,48,15,17,15,5,2,0,1.59639763832092,0.655031740665436,0.780406177043915,1.64472591876984,0.406216859817505,0.557045757770538,1.13986837863922,0.566128492355347,0.893068432807922,1.32678878307343,0.490604251623154,0.88852059841156,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,9,17,11,0,2,1,13,1,23,2,0,2,3,1,2,8,3,2,23,5,33,22,2,52,15,14,16,5,1,0,1.5961526632309,0.655021667480469,0.780245125293732,1.64472019672394,0.406133413314819,0.557090818881989,1.13942074775696,0.566018462181091,0.89237642288208,1.32641923427582,0.490486919879913,0.88814651966095,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0,11,21,4,5,14,0,15,2,23,1,0,1,0,8,1,2,2,0,21,6,31,10,2,52,14,13,17,8,0,0,1.59580278396606,0.654990673065185,0.780004560947418,1.64467084407806,0.406037777662277,0.557101011276245,1.13879334926605,0.565841138362885,0.891088247299194,1.32581007480621,0.490537822246552,0.887752771377564,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0,11,22,1,1,0,1,11,2,25,2,8,3,2,5,0,1,2,3,19,4,35,11,1,53,16,13,15,9,1,0,1.59556579589844,0.654948174953461,0.780010342597961,1.64465749263763,0.405915260314941,0.557160198688507,1.13817238807678,0.565917313098908,0.889838814735413,1.32520246505737,0.490537643432617,0.887170493602753,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3,6,21,1,11,1,0,11,11,25,2,2,2,5,7,7,1,3,1,15,8,32,13,5,48,13,12,15,5,0,3,1.59525239467621,0.654937386512756,0.779815912246704,1.64461505413055,0.405835747718811,0.55718594789505,1.13753437995911,0.565932393074035,0.888352155685425,1.32460916042328,0.490578085184097,0.88660603761673,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1,9,24,2,3,3,1,11,1,25,0,0,0,2,3,2,0,1,0,21,7,31,8,2,53,15,9,18,7,4,0,1.59495043754578,0.654934644699097,0.779842674732208,1.64458501338959,0.405721426010132,0.557236731052399,1.13685667514801,0.565806269645691,0.886796116828918,1.32394921779633,0.490499705076218,0.885855257511139,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,10,19,2,0,2,0,11,0,23,13,1,1,1,7,2,0,3,0,23,7,33,11,3,47,12,12,16,8,0,10,1.59477829933167,0.654900014400482,0.779999852180481,1.64456868171692,0.405621379613876,0.557335078716278,1.13633596897125,0.565678060054779,0.885668635368347,1.32346248626709,0.490435242652893,0.88535988330841,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2,8,20,3,2,5,0,15,2,25,1,1,0,0,0,2,2,8,1,17,3,35,9,1,53,11,15,18,9,1,1,1.59443747997284,0.654865086078644,0.779729425907135,1.64454817771912,0.405545145273209,0.557408273220062,1.1355504989624,0.565565943717957,0.884028673171997,1.32269465923309,0.490289986133575,0.884588003158569,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1,5,18,4,0,2,0,14,0,26,1,0,1,3,2,3,2,3,4,17,6,32,10,1,50,16,11,14,8,0,0,1.59420168399811,0.654867470264435,0.779690682888031,1.64449918270111,0.405372351408005,0.55761992931366,1.13473033905029,0.565477669239044,0.882231771945953,1.32184791564941,0.490200787782669,0.883761942386627,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,8,15,2,0,2,0,12,5,22,0,1,8,3,2,5,6,3,1,17,9,31,12,7,48,13,14,17,8,1,11,1.59404361248016,0.654857397079468,0.779703319072723,1.64423215389252,0.405425399541855,0.557398200035095,1.13406038284302,0.565329372882843,0.880530953407288,1.32118010520935,0.490059763193131,0.88306850194931,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1,10,19,3,1,2,3,13,0,28,1,0,0,2,8,1,0,9,1,16,8,37,10,1,50,12,16,15,9,0,0,1.59388029575348,0.654846906661987,0.77972286939621,1.64402985572815,0.405239582061768,0.55786806344986,1.13324737548828,0.565080523490906,0.878297924995422,1.32034385204315,0.489780217409134,0.882048487663269,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,9,19,3,1,2,0,16,2,21,5,0,3,2,3,0,0,5,6,19,8,33,8,2,49,14,12,22,9,0,0,1.5937682390213,0.654812574386597,0.779906272888184,1.64386284351349,0.405169397592545,0.558011591434479,1.13252627849579,0.564738094806671,0.876016557216644,1.31957924365997,0.489375025033951,0.88093501329422,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,9,16,0,0,8,0,13,1,28,2,2,1,2,3,0,1,3,2,23,8,35,11,3,53,17,13,18,9,1,0,1.59354019165039,0.654820621013641,0.779798567295074,1.64373326301575,0.405071377754211,0.558187067508698,1.13178145885468,0.564189910888672,0.873425960540772,1.31886720657349,0.488968193531036,0.879807651042938,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,10,17,2,2,1,8,13,2,27,4,2,0,2,4,1,5,3,1,19,8,34,14,3,48,15,18,16,6,0,2,1.59340417385101,0.654768705368042,0.77974396944046,1.64364528656006,0.405012845993042,0.558249473571777,1.13121151924133,0.563831627368927,0.871346771717072,1.31831789016724,0.488617718219757,0.878962635993958,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,4,20,2,1,2,0,16,0,24,1,0,0,2,5,1,0,5,2,22,7,33,10,2,52,16,12,19,9,0,0,1.59328734874725,0.654696702957153,0.779963374137878,1.64355909824371,0.404940873384476,0.558422327041626,1.13045012950897,0.563273429870606,0.868504583835602,1.31752467155457,0.488143116235733,0.877806723117828,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,5,13,21,7,0,3,0,15,2,26,1,0,0,3,0,1,0,4,1,21,6,32,13,2,52,16,15,17,10,0,0,1.59314942359924,0.654614090919495,0.780136108398438,1.64345824718475,0.404884099960327,0.558405756950378,1.12975490093231,0.562610745429993,0.865633606910706,1.31670463085175,0.487472236156464,0.876478970050812,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7,10,20,4,1,3,0,14,0,25,1,1,5,1,6,1,0,5,3,18,6,35,10,0,55,15,12,13,8,0,1,1.59293603897095,0.654497265815735,0.780245900154114,1.64332234859467,0.404850780963898,0.558573842048645,1.12908065319061,0.561775982379913,0.862669050693512,1.31592082977295,0.48671618103981,0.875122129917145,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,12,20,2,0,3,0,12,9,20,0,0,1,2,4,0,1,4,0,17,8,32,8,1,53,15,13,23,9,0,1,1.59269237518311,0.654465019702911,0.780076801776886,1.64322423934937,0.40488463640213,0.558575749397278,1.1285605430603,0.561183512210846,0.860435009002685,1.31534850597382,0.486127704381943,0.874054431915283,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,6,18,0,1,2,0,7,2,23,2,10,1,5,2,1,6,4,4,23,6,32,11,6,51,13,18,20,6,0,4,1.592489361763,0.654342651367188,0.780215919017792,1.64317345619202,0.40484756231308,0.558786928653717,1.12796998023987,0.560523688793182,0.857405424118042,1.31460607051849,0.485387921333313,0.872664451599121,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,11,21,3,0,0,0,12,1,30,0,0,3,1,1,5,5,2,1,21,4,33,11,3,49,17,19,18,8,0,0,1.592444896698,0.6541947722435,0.780862092971802,1.64311373233795,0.404958754777908,0.558975279331207,1.12719058990479,0.559863567352295,0.854051470756531,1.31374645233154,0.484716057777405,0.871277987957001,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2,7,19,4,0,3,0,12,1,26,1,1,0,2,0,2,2,6,2,21,9,36,13,0,51,16,16,19,8,4,0,1.59232318401337,0.654166162014008,0.781048893928528,1.64310824871063,0.405016779899597,0.559118270874023,1.12644684314728,0.559367418289185,0.851423263549805,1.31297791004181,0.484416991472244,0.870278835296631,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2,11,17,0,0,3,1,11,3,27,0,0,1,3,6,2,2,3,2,19,4,35,13,3,54,14,13,18,9,0,0,1.59227001667023,0.654052734375,0.781489133834839,1.64314019680023,0.405083268880844,0.559366524219513,1.12543380260468,0.558885276317596,0.847852051258087,1.31182479858398,0.484100848436356,0.868895173072815,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,11,20,4,0,3,1,11,2,26,0,1,1,2,2,13,0,3,2,15,6,38,14,2,53,18,15,21,8,0,0,1.59220576286316,0.653993189334869,0.781960844993591,1.6431725025177,0.40517446398735,0.559674382209778,1.12437212467194,0.558533132076263,0.844129860401154,1.31051886081696,0.483819246292114,0.867310881614685,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,3,10,18,4,0,3,0,17,4,26,0,0,1,2,11,4,14,7,0,19,9,32,9,2,52,15,12,19,9,0,0,1.59205687046051,0.653816998004913,0.781941711902618,1.64323234558105,0.40516671538353,0.559983968734741,1.12334775924683,0.558293581008911,0.840315699577331,1.30931866168976,0.483844101428986,0.865693867206574,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,14,20,0,3,2,0,11,0,26,3,0,8,5,8,0,2,13,4,19,7,38,9,0,48,17,16,22,6,1,0,1.59203267097473,0.653692841529846,0.782363295555115,1.64333629608154,0.405128061771393,0.560339748859406,1.12236535549164,0.558151721954346,0.836559236049652,1.30809700489044,0.483791917562485,0.863784730434418,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,9,15,4,1,5,0,9,2,23,5,4,7,2,6,1,2,1,4,19,8,37,12,1,51,17,16,21,5,1,7,1.59187138080597,0.65366929769516,0.782207667827606,1.64339828491211,0.405069082975388,0.560669422149658,1.12166476249695,0.558036625385284,0.833723545074463,1.30722224712372,0.483771234750748,0.862299025058746,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1,9,19,3,2,1,0,9,5,23,0,0,5,2,12,1,1,0,5,22,7,37,9,5,49,15,8,25,12,0,1,1.59189713001251,0.653589308261871,0.782588481903076,1.64350748062134,0.405094683170319,0.560901820659637,1.12074899673462,0.557966530323029,0.829829692840576,1.30604732036591,0.483829826116562,0.860333383083344,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,9,16,5,0,9,0,9,2,28,1,0,9,1,3,1,3,3,3,21,8,39,8,2,53,14,11,25,9,0,1,1.59192728996277,0.653530716896057,0.782700896263123,1.64358747005463,0.4051353931427,0.561154425144196,1.11997270584106,0.557984471321106,0.825863540172577,1.30491125583649,0.483856439590454,0.85833877325058,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,7,19,5,1,3,0,7,2,28,3,1,0,3,2,1,2,3,3,21,8,36,10,3,48,16,12,25,6,0,0,1.59207391738892,0.653459966182709,0.78323233127594,1.64368963241577,0.405143529176712,0.561355650424957,1.11943364143372,0.558112323284149,0.822738945484161,1.30407452583313,0.483846515417099,0.85684198141098,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,9,20,6,1,3,0,9,1,23,3,5,12,1,3,3,4,5,0,19,5,35,7,2,53,17,12,25,7,0,0,1.59202694892883,0.653479218482971,0.783173561096191,1.64382231235504,0.40526494383812,0.561518967151642,1.11893260478973,0.558413326740265,0.818399488925934,1.30300426483154,0.483811765909195,0.854722321033478,16_Aug_2023_13_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
