S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,11,37,23,0,10,9,9,9,49,7,1,0,0,7,6,4,10,6,12,4,77,2,2,85,6,9,19,0,1,0,1.60415661334991,0.647645711898804,0.802664041519165,1.69647216796875,0.401013970375061,0.576371610164642,1.17711889743805,0.53872287273407,0.551357567310333,1.30839920043945,0.460013598203659,0.698741495609283,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,12,35,22,0,9,0,5,5,50,4,1,0,1,8,7,3,12,6,13,0,79,7,1,81,3,10,20,0,0,0,1.60348701477051,0.647484183311462,0.802884459495544,1.69661009311676,0.401049971580505,0.576843917369843,1.18112313747406,0.538642466068268,0.543526887893677,1.30951261520386,0.460049718618393,0.693535625934601,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,10,38,19,0,9,0,7,9,46,2,0,0,1,8,5,3,12,10,15,4,78,7,2,82,2,12,21,0,0,0,1.60303092002869,0.647368133068085,0.803027153015137,1.69668817520142,0.401106059551239,0.577153742313385,1.18433797359467,0.538696765899658,0.537519931793213,1.31023871898651,0.460341066122055,0.689869940280914,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,15,12,30,22,1,7,0,7,2,48,2,1,0,0,6,6,7,14,9,12,4,70,10,2,89,5,10,23,0,0,7,1.6024352312088,0.647255480289459,0.803089261054993,1.69683837890625,0.401139497756958,0.577620446681976,1.18894577026367,0.539159417152405,0.529443383216858,1.31103622913361,0.460993260145187,0.685028731822968,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0,11,34,21,0,7,0,9,4,46,4,1,0,0,9,6,7,9,7,13,6,71,2,0,96,2,11,27,0,1,1,1.60187375545502,0.647192358970642,0.803195238113403,1.69697904586792,0.401128947734833,0.578164398670197,1.19377458095551,0.54004442691803,0.521340847015381,1.31211972236633,0.461754828691483,0.679950535297394,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,13,37,19,0,7,0,8,4,47,0,14,0,1,8,7,5,17,14,17,5,78,4,0,96,1,10,25,0,0,0,1.60131669044495,0.647149562835693,0.803314685821533,1.69708704948425,0.401089936494827,0.578632414340973,1.19925177097321,0.540391147136688,0.514111220836639,1.31310129165649,0.462682455778122,0.675049066543579,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,12,35,21,0,7,13,8,2,47,6,0,0,1,7,6,1,19,10,19,5,80,0,2,91,0,11,26,0,14,4,1.6008597612381,0.647122144699097,0.803304314613342,1.69715762138367,0.401047021150589,0.579032003879547,1.20317721366882,0.541476368904114,0.507510960102081,1.31410133838654,0.463515669107437,0.671207964420319,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,11,36,19,8,7,0,9,3,45,7,0,0,0,5,3,4,19,11,13,4,76,7,2,96,3,11,24,0,0,0,1.60026204586029,0.647087574005127,0.803299129009247,1.69724702835083,0.401003181934357,0.579552710056305,1.20918273925781,0.542317152023315,0.499883979558945,1.31554675102234,0.464380204677582,0.666135013103485,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,12,39,20,0,9,0,5,6,49,4,2,0,0,8,6,5,17,5,14,2,79,12,3,91,3,10,20,0,1,0,1.59974610805511,0.647076845169067,0.803251087665558,1.69738042354584,0.400893479585648,0.57998651266098,1.21508598327637,0.543542921543121,0.491347461938858,1.31684923171997,0.465538531541824,0.661440789699554,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2,12,32,19,0,9,5,10,4,46,4,0,0,0,7,6,4,20,7,12,6,79,9,0,93,1,11,29,0,0,0,1.59919989109039,0.647151172161102,0.80308336019516,1.69751930236816,0.400723963975906,0.580682873725891,1.22144913673401,0.543796300888062,0.484285235404968,1.31863570213318,0.466081589460373,0.65638142824173,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12,12,32,19,1,7,0,8,8,49,3,1,0,1,6,7,3,20,8,13,6,81,12,1,95,3,10,32,0,1,0,1.59882307052612,0.64719146490097,0.802951276302338,1.69771707057953,0.400664299726486,0.580959916114807,1.22604084014893,0.544336557388306,0.478847295045853,1.31997990608215,0.466446191072464,0.652863264083862,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,11,12,38,21,1,13,9,10,2,54,7,1,0,1,10,4,7,20,13,14,4,83,13,2,94,3,9,33,0,2,1,1.5982928276062,0.647187888622284,0.80268257856369,1.69800734519959,0.40040323138237,0.581632971763611,1.23107731342316,0.545435786247253,0.471145927906036,1.3218252658844,0.466958314180374,0.648167550563812,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,12,36,20,1,8,0,9,5,52,3,1,0,1,8,7,9,20,8,11,5,84,5,1,86,1,6,32,0,3,1,1.5977635383606,0.647280097007751,0.802371203899383,1.69838106632233,0.400284379720688,0.582027018070221,1.23698472976685,0.546117544174194,0.464205086231232,1.32368159294128,0.467695415019989,0.643427491188049,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,11,36,17,0,11,0,5,4,53,6,2,0,4,5,5,7,19,8,12,7,83,2,1,86,5,10,33,0,0,2,1.59732306003571,0.647343158721924,0.802053868770599,1.69875407218933,0.400069057941437,0.582606852054596,1.24311590194702,0.546717703342438,0.457348883152008,1.32559514045715,0.468605160713196,0.638783574104309,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1,11,37,19,0,7,0,9,3,47,3,1,0,1,10,7,7,19,6,17,5,84,9,3,87,2,12,29,0,1,1,1.59699177742004,0.647432386875153,0.801835834980011,1.69902229309082,0.399951010942459,0.583040773868561,1.24779498577118,0.547269284725189,0.45242303609848,1.32716512680054,0.469225138425827,0.63551652431488,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,10,33,22,0,9,0,11,2,47,9,12,0,1,10,8,7,20,8,11,9,86,4,0,87,2,12,31,0,0,0,1.59657347202301,0.647522687911987,0.801454484462738,1.69947075843811,0.399771392345428,0.583623826503754,1.2538914680481,0.547939777374268,0.446080356836319,1.32942521572113,0.469788014888763,0.631235122680664,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,8,32,19,0,17,0,10,3,48,8,8,0,0,13,6,12,18,15,13,2,91,9,1,93,4,9,34,0,0,0,1.59619164466858,0.64762020111084,0.801149666309357,1.69986271858215,0.399514496326447,0.584279239177704,1.26028680801392,0.548151552677155,0.440032422542572,1.33172225952148,0.470052659511566,0.627176463603973,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4,9,35,23,1,10,0,11,3,48,9,1,0,1,11,6,15,19,8,9,7,91,7,6,91,3,8,31,0,0,0,1.59590673446655,0.647722482681274,0.800957977771759,1.70028448104858,0.39927726984024,0.584971964359283,1.26686310768127,0.548439860343933,0.434341669082642,1.33386886119843,0.470364540815353,0.62346613407135,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5,10,39,19,0,11,0,7,5,48,11,1,0,0,14,7,9,12,19,12,1,87,13,3,91,0,11,33,0,0,1,1.59567677974701,0.647734045982361,0.800501406192779,1.70084047317505,0.399040639400482,0.585612237453461,1.27343308925629,0.548489272594452,0.428870111703873,1.33585619926453,0.470818012952805,0.619960427284241,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,9,38,22,10,14,0,6,10,47,12,3,0,1,11,7,8,15,7,14,4,93,12,2,87,3,11,34,0,2,0,1.59555971622467,0.647810757160187,0.800240278244019,1.70123517513275,0.39884939789772,0.586134672164917,1.2783682346344,0.548530757427216,0.424908638000488,1.33734476566315,0.471179008483887,0.617379486560822,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,10,39,23,0,13,0,6,6,49,10,0,0,0,16,9,15,14,8,14,5,90,11,9,91,2,9,45,0,1,0,1.59534525871277,0.647889792919159,0.799741089344025,1.70180010795593,0.398797512054443,0.586493611335754,1.2850170135498,0.548517346382141,0.420055568218231,1.33950281143188,0.471472799777985,0.613986790180206,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,8,35,23,0,14,0,10,5,48,8,1,0,2,12,6,10,14,20,13,7,88,5,1,93,3,10,40,0,0,0,1.59522843360901,0.647952973842621,0.79937607049942,1.70240652561188,0.398579716682434,0.587123572826386,1.29171860218048,0.548351049423218,0.415138959884644,1.34170079231262,0.471843302249908,0.61077344417572,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,11,31,22,0,14,0,8,5,45,10,1,0,2,11,7,10,12,13,11,9,88,14,5,92,3,10,41,0,0,0,1.59514081478119,0.648046433925629,0.79908674955368,1.70293605327606,0.398368418216705,0.587862849235535,1.29805243015289,0.54830276966095,0.410469740629196,1.34390103816986,0.472239673137665,0.607695519924164,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,10,39,23,1,11,0,9,5,47,10,2,0,0,15,4,9,12,25,11,5,83,11,11,92,0,9,43,0,0,0,1.59511089324951,0.648098886013031,0.798865556716919,1.7035276889801,0.398132771253586,0.588679194450378,1.30446064472198,0.548065543174744,0.405818700790405,1.34602701663971,0.472671419382095,0.604583382606506,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,10,35,23,1,10,0,9,4,45,12,0,0,0,14,7,10,11,22,15,4,90,14,1,97,3,8,42,0,0,6,1.59517431259155,0.648163259029388,0.798662126064301,1.70400702953339,0.398023933172226,0.589189827442169,1.31073975563049,0.548030853271484,0.40137168765068,1.34795701503754,0.473390758037567,0.601434886455536,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,15,36,19,0,10,0,9,3,46,7,2,0,1,13,5,16,10,20,15,3,88,9,3,95,7,10,43,0,4,0,1.59520721435547,0.648237347602844,0.798510074615479,1.70437228679657,0.39806392788887,0.589391708374023,1.31550705432892,0.548178613185883,0.398338913917542,1.34955418109894,0.473978787660599,0.598915278911591,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,10,33,22,0,7,1,9,6,43,9,0,0,0,10,3,14,13,20,12,7,83,8,2,93,4,7,45,0,0,0,1.59525394439697,0.648319661617279,0.798358201980591,1.70477044582367,0.397871673107147,0.590196311473846,1.32204973697662,0.548514544963837,0.394215941429138,1.35193204879761,0.474782586097717,0.59573632478714,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,9,40,26,0,8,1,7,6,43,9,4,0,1,13,4,14,15,13,16,7,80,11,1,91,3,10,43,0,0,1,1.59531795978546,0.648400664329529,0.79828542470932,1.70518815517426,0.397891789674759,0.5905522108078,1.32838034629822,0.548778533935547,0.390517592430115,1.3544237613678,0.475548654794693,0.592892944812775,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2,13,37,26,0,10,0,6,1,44,9,0,0,1,10,4,11,15,12,16,3,77,9,2,92,3,8,51,0,0,0,1.59540820121765,0.648432374000549,0.798235833644867,1.70573830604553,0.39797168970108,0.590814530849457,1.33469748497009,0.548973441123962,0.386756092309952,1.35713183879852,0.476070612668991,0.590145885944366,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,14,34,26,1,12,0,2,3,40,8,1,0,0,13,5,6,15,12,14,5,79,7,0,94,1,9,53,0,0,3,1.59554421901703,0.648462772369385,0.798280894756317,1.70595264434814,0.397803574800491,0.591490805149078,1.34083306789398,0.549213409423828,0.383318841457367,1.35973167419434,0.476868182420731,0.587460160255432,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3,11,35,28,0,11,1,6,11,39,11,1,0,0,10,5,12,11,11,9,4,79,12,1,92,4,9,53,0,1,0,1.59565353393555,0.648515582084656,0.798329293727875,1.70613396167755,0.397587954998016,0.592166781425476,1.3455171585083,0.549444258213043,0.38097882270813,1.36167824268341,0.477227658033371,0.585391759872437,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5,15,35,27,4,12,0,8,3,41,9,1,0,1,10,7,6,14,16,10,6,79,10,2,88,3,7,57,0,0,5,1.59582448005676,0.648542821407318,0.798286437988281,1.70641875267029,0.397671014070511,0.592273056507111,1.35188901424408,0.549910187721252,0.378088176250458,1.36451125144959,0.477563828229904,0.582640528678894,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3,16,32,27,1,11,0,11,2,47,5,0,0,0,16,4,4,14,15,11,3,78,12,2,86,3,11,61,0,1,0,1.59599542617798,0.648647308349609,0.798341453075409,1.70666038990021,0.397631645202637,0.592856466770172,1.35820698738098,0.550225555896759,0.37544721364975,1.36725401878357,0.477718442678452,0.580237507820129,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,17,32,27,0,22,0,9,5,37,9,5,0,1,11,8,6,14,16,9,5,81,7,1,87,2,9,65,0,2,0,1.5961766242981,0.648725867271423,0.798552393913269,1.70687735080719,0.39755180478096,0.593468248844147,1.36442017555237,0.550411880016327,0.373152434825897,1.37029671669006,0.477157711982727,0.577896177768707,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,13,37,23,0,13,4,8,3,40,8,1,0,0,21,5,6,14,14,15,3,78,15,9,86,1,9,62,0,0,0,1.59634983539581,0.648711383342743,0.798671364784241,1.70715856552124,0.397539108991623,0.593819797039032,1.3706933259964,0.550300598144531,0.37097156047821,1.37323009967804,0.476725339889526,0.575701951980591,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1,16,36,24,0,13,2,8,3,38,10,3,0,0,20,1,9,13,12,14,1,83,8,0,90,5,8,59,0,0,0,1.59649193286896,0.648699939250946,0.798653483390808,1.70739257335663,0.397663682699203,0.59404581785202,1.37539780139923,0.550321459770203,0.369452029466629,1.37529218196869,0.476391971111298,0.574080228805542,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,6,16,37,23,0,14,2,7,1,39,8,0,0,0,21,1,4,14,14,14,4,83,8,1,87,3,9,62,0,0,0,1.59667718410492,0.648686170578003,0.798658013343811,1.70786583423615,0.397747218608856,0.59419721364975,1.38172197341919,0.550224244594574,0.367635369300842,1.37806081771851,0.476103693246841,0.571944952011108,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2,16,43,25,4,10,0,11,8,36,20,0,0,1,19,3,11,13,11,13,4,82,9,5,87,5,7,63,0,0,1,1.59687578678131,0.648696959018707,0.798787415027618,1.70814979076386,0.397714287042618,0.594814717769623,1.38790380954742,0.550150394439697,0.36596292257309,1.38120639324188,0.475379019975662,0.569839477539063,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,6,15,32,26,0,14,4,15,0,30,14,0,0,0,12,4,14,11,18,16,8,83,9,2,82,3,10,63,0,0,0,1.59704554080963,0.648651838302612,0.798963069915772,1.70841336250305,0.397769451141357,0.595264077186585,1.3937805891037,0.549938440322876,0.364300489425659,1.38449239730835,0.474390119314194,0.567889213562012,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,3,15,32,21,1,13,2,11,1,30,17,3,0,2,12,4,18,16,23,14,4,83,10,0,85,11,11,61,0,0,0,1.59722900390625,0.648564755916595,0.79922890663147,1.7086284160614,0.39769896864891,0.59583580493927,1.39937579631805,0.549867510795593,0.362649261951447,1.38741981983185,0.473791629076004,0.566021978855133,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,17,34,26,1,17,0,5,5,33,13,12,0,1,13,5,26,11,15,15,4,79,15,2,84,5,8,58,0,1,3,1.59739184379578,0.648484587669373,0.799455523490906,1.70891726016998,0.397666126489639,0.596429347991943,1.40533065795898,0.550044357776642,0.360815286636352,1.39027798175812,0.473849624395371,0.564188122749329,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,19,40,27,12,13,4,17,9,31,13,1,0,1,15,4,24,12,15,17,2,85,12,1,84,8,8,59,0,7,0,1.59754908084869,0.648428440093994,0.799677014350891,1.70935535430908,0.39765664935112,0.59713089466095,1.41123962402344,0.550313651561737,0.359238892793655,1.39329409599304,0.474030643701553,0.562208831310272,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4,16,31,22,1,12,0,10,7,24,13,0,0,0,12,4,26,13,15,20,3,83,11,1,84,6,9,58,0,0,0,1.59766578674316,0.648456692695618,0.799859642982483,1.70979106426239,0.397869676351547,0.597167670726776,1.41586089134216,0.550709307193756,0.358164817094803,1.39554309844971,0.474220186471939,0.560767531394959,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3,15,30,25,0,11,0,15,4,22,14,0,0,11,14,5,20,12,16,21,4,83,14,1,84,6,8,67,0,1,2,1.59781527519226,0.648534297943115,0.800085723400116,1.71019375324249,0.397842764854431,0.597817838191986,1.42184317111969,0.551091969013214,0.356983304023743,1.39851582050323,0.474124878644943,0.559067845344543,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,17,35,25,0,14,0,13,4,22,15,1,0,1,23,0,28,13,11,16,9,84,12,1,86,3,8,69,0,0,0,1.59800171852112,0.648559510707855,0.80026376247406,1.71060752868652,0.397991001605988,0.59814989566803,1.42770993709564,0.551184773445129,0.355851948261261,1.40116560459137,0.473956048488617,0.557587683200836,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,15,30,19,0,14,3,8,4,26,20,6,0,0,18,3,16,15,15,19,2,82,16,5,84,1,8,59,0,0,0,1.59824419021606,0.648553371429443,0.80047744512558,1.71094954013824,0.398062348365784,0.598726272583008,1.43350374698639,0.551439106464386,0.354653924703598,1.40419638156891,0.473789304494858,0.555968821048737,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,14,31,18,0,14,0,10,0,21,18,2,0,1,18,4,24,13,12,19,2,83,20,2,84,5,8,62,0,1,0,1.5985004901886,0.648533880710602,0.800801992416382,1.71141445636749,0.398155838251114,0.598991990089417,1.43943750858307,0.551727771759033,0.353566497564316,1.40670597553253,0.474255204200745,0.554414689540863,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4,21,31,19,0,16,5,9,7,22,16,1,0,0,26,1,25,15,15,25,2,81,19,0,82,4,9,63,0,1,1,1.59875190258026,0.648580968379974,0.801062881946564,1.71186435222626,0.398240178823471,0.599451661109924,1.44508457183838,0.552137315273285,0.352690100669861,1.40912294387817,0.47493252158165,0.552925646305084,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3,12,29,19,4,19,0,10,6,23,18,0,0,4,24,5,25,17,14,24,4,83,19,2,84,2,11,59,0,0,0,1.5990035533905,0.648647427558899,0.801209449768066,1.71233224868774,0.398284703493118,0.600030839443207,1.45030856132507,0.552519738674164,0.351986736059189,1.41167008876801,0.475085437297821,0.551496744155884,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2,15,27,19,1,23,1,6,3,23,24,2,0,0,19,6,23,15,15,23,1,82,21,9,82,4,10,58,0,13,0,1.59919345378876,0.648727297782898,0.801312148571014,1.71273744106293,0.398323506116867,0.600354373455048,1.45403158664703,0.552496492862701,0.35153278708458,1.41353392601013,0.474953949451447,0.550616919994354,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0,17,28,18,0,21,0,12,6,23,19,0,0,1,13,3,30,17,25,20,2,81,22,12,84,4,8,57,0,2,0,1.59942650794983,0.648811101913452,0.801512956619263,1.71334731578827,0.398434579372406,0.600798189640045,1.45850706100464,0.552363514900208,0.350766599178314,1.41585612297058,0.474723398685455,0.549541592597961,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1,17,30,16,0,21,0,12,6,25,26,1,0,2,22,4,23,13,22,22,0,78,21,4,83,0,9,59,0,1,0,1.5996857881546,0.64886599779129,0.80182945728302,1.7138603925705,0.398427188396454,0.601381182670593,1.46293878555298,0.552126944065094,0.350172519683838,1.41783440113068,0.474662125110626,0.548488914966583,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,16,37,15,13,20,0,12,5,27,17,1,0,1,21,3,24,14,21,21,2,81,23,3,81,4,13,58,0,0,0,1.60002672672272,0.648900926113129,0.802005469799042,1.71454739570618,0.398588806390762,0.601556301116943,1.46710610389709,0.552172541618347,0.349751949310303,1.41991984844208,0.474670499563217,0.547540724277496,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,14,37,17,1,15,0,11,5,26,21,0,0,0,21,4,24,19,17,19,3,80,17,5,85,6,11,55,0,1,8,1.60038340091705,0.648951470851898,0.80230325460434,1.71504878997803,0.398648709058762,0.602066993713379,1.47078609466553,0.552495300769806,0.349392592906952,1.42160046100616,0.474868148565292,0.546666741371155,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,15,34,14,0,21,1,13,4,26,21,1,0,1,11,2,22,13,11,21,4,75,19,4,80,3,12,58,0,0,0,1.60070836544037,0.648995757102966,0.802489161491394,1.71554839611053,0.398698329925537,0.602502882480621,1.47448694705963,0.552743911743164,0.34926763176918,1.42314052581787,0.474976658821106,0.545974850654602,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12,15,33,15,0,18,0,11,6,26,23,0,0,0,19,4,26,10,16,21,6,74,19,3,86,4,9,60,0,1,0,1.60098516941071,0.649019598960876,0.80270928144455,1.71603262424469,0.398620784282684,0.60326337814331,1.47769200801849,0.553076088428497,0.349252879619598,1.42438292503357,0.475171536207199,0.545373201370239,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,14,37,14,0,19,0,11,3,27,21,0,0,1,20,10,23,9,20,23,6,73,19,3,85,3,10,57,0,1,0,1.60132670402527,0.649010062217712,0.802906036376953,1.71691656112671,0.39884689450264,0.60316264629364,1.48068571090698,0.553473293781281,0.349136680364609,1.42558109760284,0.475363224744797,0.54476809501648,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,11,37,15,0,18,0,10,13,23,17,1,0,1,22,3,24,12,23,23,5,68,21,4,80,3,13,55,0,1,0,1.60167849063873,0.649060308933258,0.803153395652771,1.71742212772369,0.398887485265732,0.603593051433563,1.48333430290222,0.553963482379913,0.349136680364609,1.42670392990112,0.475696533918381,0.544368147850037,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,14,15,40,14,0,19,1,8,9,25,16,0,0,2,20,4,21,11,17,22,6,74,21,1,80,3,13,51,0,10,0,1.60204780101776,0.64909952878952,0.803307414054871,1.71796274185181,0.399043798446655,0.603796005249023,1.48573958873749,0.554422736167908,0.349324226379395,1.42762613296509,0.476200550794601,0.543969213962555,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,7,15,36,17,0,18,0,11,7,25,18,1,0,0,16,5,25,13,15,22,5,73,19,9,86,2,14,53,0,0,3,1.60239136219025,0.649074614048004,0.803641080856323,1.71842348575592,0.399027675390244,0.604321300983429,1.48744118213654,0.554981470108032,0.349242866039276,1.42843723297119,0.476498961448669,0.543715119361877,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,12,16,37,17,1,18,3,11,12,26,21,0,0,1,19,0,25,12,14,24,5,74,19,5,80,5,12,54,0,14,0,1.60263967514038,0.649079620838165,0.803838133811951,1.71892857551575,0.399189352989197,0.604290127754211,1.48865926265717,0.555441081523895,0.349311828613281,1.42902588844299,0.476829439401627,0.543529033660889,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3,19,38,16,1,20,0,11,6,26,18,1,0,0,24,3,22,11,12,23,11,80,16,5,79,6,10,51,0,1,0,1.60295617580414,0.649116337299347,0.804142415523529,1.71937251091003,0.399207830429077,0.60461950302124,1.48990726470947,0.556034207344055,0.349232405424118,1.42960727214813,0.4774129986763,0.543267011642456,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,13,36,19,0,20,1,9,10,26,17,0,0,1,13,4,21,15,8,21,6,71,15,7,72,5,15,52,0,1,0,1.60327589511871,0.649122476577759,0.804465651512146,1.71984505653381,0.399305135011673,0.604740023612976,1.49113094806671,0.556875288486481,0.349286615848541,1.42998576164246,0.478274315595627,0.54311066865921,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,17,35,19,0,19,0,13,11,20,16,1,0,0,13,3,23,12,16,19,4,75,17,3,77,3,10,50,0,1,0,1.60358440876007,0.649151921272278,0.804755389690399,1.72012531757355,0.399314016103745,0.605159342288971,1.49243092536926,0.557918131351471,0.349543392658234,1.4303560256958,0.479197978973389,0.542955994606018,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,14,36,17,0,23,0,12,6,21,16,1,0,0,16,3,21,9,22,20,7,71,20,5,71,6,12,49,0,0,0,1.60392022132874,0.649165213108063,0.80497944355011,1.72053396701813,0.399398297071457,0.605270981788635,1.49343883991241,0.558971166610718,0.349837213754654,1.43069994449615,0.479924231767654,0.54291158914566,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,15,40,18,0,20,1,10,6,19,17,0,0,1,10,5,18,9,20,19,6,71,19,4,69,6,8,46,0,0,0,1.60429644584656,0.649162769317627,0.805309414863586,1.72114765644074,0.399639368057251,0.605170905590057,1.49411606788635,0.559807777404785,0.350233346223831,1.43102335929871,0.480352729558945,0.542969167232513,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,16,39,18,0,19,0,7,10,20,18,0,0,1,16,4,17,9,22,17,6,71,18,2,70,5,7,44,0,0,1,1.6046553850174,0.649150967597961,0.805514812469482,1.72149932384491,0.399707168340683,0.605359315872192,1.49442219734192,0.560482740402222,0.350187927484512,1.43113100528717,0.480904966592789,0.543046772480011,16_Aug_2023_13_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
