S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp,,,,,,,,,,,,,,,,,,,
4,0,2,1,5,8,6,6,31,1,20,13,0,6,1,1,0,0,9,23,1,0,14,39,11,4,40,2,10,125,2,21,-1.051402092,0.639196813,-0.167223707,-1.158768058,0.438643426,0.045073889,-0.566034615,0.575681329,0.001473054,-0.767569482,0.554557264,-0.089457907,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,0,5,0,5,2,8,5,29,1,19,10,1,4,1,1,1,1,10,25,0,0,11,38,11,8,43,2,10,128,1,19,-1.051417708,0.639096379,-0.167192221,-1.158722281,0.438729435,0.045190249,-0.565144956,0.57527411,-0.002088051,-0.767639697,0.554134786,-0.091304757,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,0,1,0,5,2,8,1,31,3,13,6,1,11,12,1,0,1,9,25,0,0,13,41,11,6,41,2,9,147,9,21,-1.051441669,0.639132738,-0.16712977,-1.158758283,0.438704342,0.045289926,-0.564558208,0.574898958,-0.004836001,-0.767718375,0.553892612,-0.092597164,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
6,0,3,0,7,5,5,4,32,2,17,8,3,9,0,1,8,0,7,22,0,0,13,40,13,3,41,2,7,132,1,25,-1.051452279,0.639203548,-0.167057931,-1.158758879,0.438699394,0.045411121,-0.564129472,0.574234068,-0.008481031,-0.767852962,0.553511322,-0.094383232,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
5,0,1,0,8,3,9,6,30,2,19,8,0,14,0,0,1,2,11,27,0,9,15,45,14,5,40,5,13,126,2,20,-1.051505089,0.639471889,-0.166928604,-1.158750772,0.438780963,0.045525424,-0.563486993,0.573856592,-0.012026208,-0.767967224,0.553203762,-0.096100859,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
8,0,4,0,6,3,11,6,29,0,20,5,0,2,2,1,1,0,9,27,0,0,12,44,11,5,40,2,10,132,2,20,-1.051512957,0.639559865,-0.166832477,-1.158765197,0.438754737,0.045654844,-0.563140512,0.573282897,-0.015666043,-0.768098593,0.55295223,-0.097845092,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
5,0,2,0,7,4,3,7,27,3,16,6,0,8,0,0,1,0,10,26,0,1,15,42,13,5,41,2,12,126,3,16,-1.051541805,0.639666259,-0.166735604,-1.158821225,0.438770831,0.045768715,-0.562647998,0.572925329,-0.019195877,-0.768292904,0.552720666,-0.099567063,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,0,5,2,7,4,3,5,27,3,19,14,0,8,1,0,4,0,9,28,0,0,13,39,17,10,43,2,11,130,2,20,-1.051578879,0.639733791,-0.166683123,-1.158838391,0.43882814,0.045815799,-0.562173963,0.572677016,-0.021666452,-0.768410146,0.552539527,-0.100899734,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
4,1,3,0,7,2,4,5,24,1,17,7,1,8,1,0,0,0,5,23,5,4,12,36,11,3,43,1,9,121,3,19,-1.051626801,0.63986963,-0.16665484,-1.158873916,0.4388825,0.04596018,-0.561784089,0.572223425,-0.024885336,-0.768490613,0.552379012,-0.102571741,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
2,0,3,0,8,3,6,9,28,0,17,6,5,8,2,3,0,14,9,24,1,0,11,37,11,9,39,1,11,130,0,21,-1.051677346,0.639980614,-0.16662468,-1.158849597,0.438908905,0.04607721,-0.561463833,0.571606517,-0.028089849,-0.768530905,0.552226305,-0.104220994,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,0,3,0,7,6,3,7,30,2,16,5,0,6,13,0,2,1,11,27,1,0,14,37,13,5,44,0,11,133,1,20,-1.051710367,0.640060246,-0.166590989,-1.158765912,0.438989103,0.046158105,-0.560949445,0.571107805,-0.031172829,-0.768655598,0.551993906,-0.105955496,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,0,4,0,7,2,3,9,21,2,14,5,0,6,0,0,1,0,10,28,0,2,14,28,11,11,43,1,8,133,6,20,-1.051793337,0.640137851,-0.166604415,-1.158725739,0.43902415,0.046265882,-0.560799658,0.570688248,-0.033570644,-0.768791497,0.551843941,-0.107237928,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,0,1,0,7,3,3,8,25,3,17,5,0,8,0,0,0,0,10,24,0,0,13,28,14,8,41,2,10,135,2,18,-1.051826954,0.640222967,-0.166614845,-1.158657789,0.439032674,0.046353504,-0.560334086,0.570165038,-0.036569916,-0.768961489,0.551527977,-0.10896188,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,5,0,3,6,3,2,22,3,17,3,0,4,1,0,0,0,1,28,0,1,11,23,15,8,43,1,10,131,5,22,-1.051871419,0.640288949,-0.166712672,-1.158579826,0.439118624,0.046416387,-0.56014818,0.569612145,-0.039751615,-0.769091487,0.551229894,-0.110668555,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,0,2,1,7,0,3,7,20,3,19,4,2,7,4,2,0,0,11,25,0,0,11,31,16,8,43,12,11,128,2,22,-1.051934958,0.640332162,-0.166854739,-1.158496618,0.439178228,0.046496078,-0.55984509,0.569039822,-0.042931557,-0.769376814,0.55079484,-0.112335928,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
4,0,5,0,7,0,5,9,23,3,10,5,1,6,1,1,0,0,11,24,0,0,12,33,13,11,44,0,11,132,2,19,-1.051974297,0.640375733,-0.166968495,-1.158354282,0.439214349,0.046525851,-0.55973047,0.568603337,-0.045366745,-0.76949966,0.55060637,-0.113593981,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
2,0,0,9,6,4,6,8,25,3,15,3,1,6,2,0,0,0,12,24,1,0,11,32,14,9,43,2,11,140,0,17,-1.052011967,0.640394628,-0.167055279,-1.158269167,0.439343482,0.046581291,-0.559540629,0.568100035,-0.048593204,-0.769827127,0.550212145,-0.115171634,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,3,0,3,3,9,7,23,1,17,5,1,4,2,4,0,0,10,24,1,0,13,26,14,8,43,3,9,141,7,15,-1.052045345,0.640391886,-0.167166173,-1.158216476,0.43941167,0.046634801,-0.559369683,0.567523062,-0.051755734,-0.770065486,0.549890041,-0.116842724,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
4,0,7,0,0,10,10,7,23,9,17,3,0,7,1,0,1,2,10,26,1,0,8,25,13,9,43,1,11,143,1,22,-1.052039385,0.640413344,-0.167285174,-1.158157349,0.439493269,0.046647336,-0.559283018,0.5670892,-0.054894906,-0.770370543,0.549543083,-0.118456244,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
4,1,0,4,2,6,7,5,23,2,19,5,0,4,1,0,1,2,7,24,1,0,13,27,11,7,46,2,11,148,7,20,-1.052055836,0.640403152,-0.167370483,-1.158146024,0.439584553,0.04667376,-0.559031427,0.566781461,-0.057291429,-0.770525396,0.549329937,-0.119686291,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,0,1,0,4,0,8,8,23,3,25,4,2,9,0,0,0,0,12,26,0,1,13,28,11,10,44,2,10,144,1,20,-1.052093744,0.640376389,-0.167525828,-1.158113956,0.439629555,0.046706747,-0.558647394,0.566418171,-0.060419701,-0.770757139,0.549099207,-0.121324204,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,1,3,6,8,5,9,25,1,21,3,0,7,2,0,0,13,10,23,0,1,13,30,12,5,44,1,7,136,2,20,-1.052130103,0.640370548,-0.167676717,-1.158144951,0.439830393,0.046845332,-0.558403015,0.566083074,-0.063441664,-0.770859361,0.549005628,-0.122898191,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,1,2,0,3,0,9,9,23,4,20,5,1,8,0,1,0,3,13,25,8,1,13,28,12,2,47,2,10,138,0,16,-1.052218199,0.640342474,-0.167823672,-1.158063889,0.43995285,0.046868335,-0.558082819,0.565798879,-0.066465236,-0.771000445,0.548940957,-0.124445423,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,3,1,5,3,10,10,22,3,20,5,0,5,1,1,0,1,11,29,0,0,13,24,14,6,45,2,12,144,0,17,-1.052273154,0.640338778,-0.168037191,-1.157958984,0.44001174,0.046872381,-0.557946682,0.565403938,-0.069553196,-0.771167934,0.548888147,-0.125882253,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,4,7,5,2,11,5,24,4,19,1,1,5,0,3,0,0,11,25,1,0,10,32,11,4,48,1,13,148,0,20,-1.052308083,0.640359342,-0.168202266,-1.157793522,0.440135419,0.046880111,-0.557713032,0.565158129,-0.071897671,-0.771223783,0.548927546,-0.127066031,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,6,0,3,3,9,8,19,3,20,3,1,6,0,0,2,15,10,22,0,0,11,30,15,7,48,2,11,150,3,20,-1.052430749,0.640396357,-0.168431148,-1.157576442,0.440246552,0.046900056,-0.557278454,0.564992964,-0.075043559,-0.771441042,0.548891544,-0.128573477,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,0,1,0,0,0,8,8,27,1,19,3,0,6,0,6,0,0,11,29,1,1,17,26,11,10,48,4,10,150,3,20,-1.052532196,0.640447676,-0.168632835,-1.157413244,0.4403072,0.04694913,-0.557044983,0.564701974,-0.078060433,-0.771557391,0.54897517,-0.130089417,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,3,0,3,2,8,7,19,0,20,7,0,8,0,1,1,0,11,27,0,1,13,27,10,9,50,1,9,149,2,16,-1.052653909,0.640488923,-0.168770447,-1.157201767,0.440425366,0.046976186,-0.556814253,0.564657867,-0.080901958,-0.771718323,0.549094081,-0.131569967,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,4,2,0,2,1,7,6,20,1,20,6,2,3,0,0,0,0,10,25,0,0,13,29,12,8,49,3,10,148,0,20,-1.052704692,0.640517473,-0.168877125,-1.157063127,0.440489769,0.047003053,-0.556720734,0.564599693,-0.083011456,-0.77185297,0.54917711,-0.132645234,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
2,2,7,1,1,4,5,5,19,3,20,5,1,4,11,1,0,0,10,25,1,1,11,21,13,6,53,3,10,156,2,18,-1.052756548,0.640694797,-0.169068143,-1.156957626,0.440544218,0.047078107,-0.556671381,0.564674556,-0.085686676,-0.772050798,0.549182534,-0.13408497,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
2,0,0,1,3,2,6,5,25,3,20,2,1,5,0,1,0,0,10,28,8,1,12,26,12,10,47,2,8,161,5,20,-1.052810669,0.640581787,-0.169241339,-1.15670383,0.440595984,0.047130123,-0.556608796,0.564662814,-0.088433661,-0.772339165,0.549353302,-0.135583416,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,1,1,0,0,11,4,4,17,2,21,3,0,7,1,1,0,0,12,24,0,0,13,24,9,3,52,6,11,165,2,18,-1.052846313,0.640744448,-0.169418752,-1.156563163,0.440669984,0.04719381,-0.556548178,0.564834893,-0.091064975,-0.772613645,0.54953748,-0.137078449,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,3,0,5,0,4,10,18,0,19,4,0,3,0,1,0,0,11,27,0,1,15,25,12,6,55,0,11,171,3,17,-1.052985311,0.640876651,-0.16957438,-1.156349778,0.440763503,0.047227383,-0.5567258,0.564924002,-0.093683966,-0.772907913,0.54955411,-0.138486654,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,4,1,1,4,4,12,7,12,1,20,6,0,1,1,0,0,0,8,28,0,0,13,27,12,3,56,11,11,170,0,20,-1.053104162,0.64106679,-0.169638574,-1.156278014,0.440901667,0.047264442,-0.556835651,0.565070271,-0.095676757,-0.77312237,0.549555182,-0.139587462,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,0,0,5,4,3,6,15,2,19,12,0,6,2,1,0,1,12,31,0,0,3,27,13,5,59,3,9,165,5,16,-1.053252339,0.641277015,-0.169818729,-1.156072736,0.440940619,0.047265582,-0.557113945,0.564982772,-0.0983143,-0.77346915,0.549486458,-0.141079247,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,0,6,5,3,3,8,9,0,19,12,0,5,2,2,2,2,11,28,0,1,2,22,12,2,58,5,11,177,1,16,-1.053282619,0.641273856,-0.16993323,-1.155861497,0.441008925,0.047253586,-0.557331443,0.564870179,-0.100949608,-0.77394557,0.549177945,-0.142547876,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
2,1,1,0,9,2,4,8,19,3,17,6,1,4,2,1,1,3,11,29,1,0,7,24,13,4,60,2,11,173,2,19,-1.053478479,0.64170903,-0.170088306,-1.155775666,0.441146076,0.047279917,-0.557893991,0.564433515,-0.103644833,-0.774489343,0.548938274,-0.14403531,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,0,0,8,5,8,9,17,6,19,6,1,3,1,0,0,5,13,32,3,0,9,26,12,0,62,5,9,178,1,16,-1.053620815,0.641934752,-0.170175403,-1.155730367,0.441165954,0.047313981,-0.558340907,0.563993931,-0.105560213,-0.774938345,0.548711538,-0.145353109,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,9,1,0,2,2,0,12,15,1,19,5,1,4,0,14,0,3,8,27,2,2,11,26,9,2,64,1,4,177,0,19,-1.053739309,0.642123818,-0.17019102,-1.155635595,0.441211671,0.047364566,-0.558828652,0.563405991,-0.108068086,-0.775543272,0.548336148,-0.146791458,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
9,0,2,0,6,1,4,11,15,3,17,4,1,4,0,0,0,14,11,31,0,0,8,27,8,2,65,2,7,176,4,18,-1.053872585,0.642065942,-0.170382082,-1.155565858,0.441375822,0.047446914,-0.559365332,0.562656224,-0.110629871,-0.776083827,0.547941864,-0.148308486,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,1,1,5,3,2,16,12,2,17,4,1,6,1,0,1,0,11,35,0,2,7,24,11,16,70,3,13,176,0,17,-1.054019809,0.642178416,-0.170519248,-1.15553391,0.441440225,0.047549624,-0.55965656,0.561973512,-0.11330872,-0.776535749,0.547472775,-0.149870053,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,1,1,0,1,3,1,13,17,3,17,3,0,9,0,1,3,1,0,29,0,0,8,25,10,16,68,2,9,180,0,17,-1.054172516,0.642251194,-0.170599088,-1.155419707,0.441565126,0.047598232,-0.559929669,0.561071038,-0.115955688,-0.777021587,0.546895564,-0.151326314,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
6,0,3,0,7,8,6,18,12,2,15,4,4,5,0,0,0,3,0,33,1,0,10,24,11,17,69,2,9,181,0,19,-1.054332614,0.642622828,-0.170640051,-1.155378222,0.44164443,0.047637373,-0.560163319,0.560511947,-0.118208885,-0.777412176,0.546509981,-0.152386695,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,1,2,6,4,3,11,13,4,16,0,1,8,0,0,0,11,0,35,0,0,12,24,12,16,63,3,7,179,2,17,-1.054518342,0.642705619,-0.170806944,-1.155314922,0.441707045,0.047667656,-0.560430825,0.559445858,-0.120954491,-0.777961135,0.546217799,-0.153642938,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,2,0,8,8,5,14,15,2,14,2,0,6,0,1,0,0,1,36,0,1,11,26,12,18,66,1,9,185,0,16,-1.054686904,0.642793477,-0.170853689,-1.155287623,0.441777229,0.047695111,-0.560567975,0.558557987,-0.123649448,-0.778399348,0.545981109,-0.15482229,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,0,2,3,5,6,12,12,19,5,16,3,0,7,0,1,1,0,1,37,0,1,9,25,11,18,63,1,9,180,1,15,-1.054811358,0.642905593,-0.17087467,-1.15526855,0.441863358,0.047710359,-0.560587823,0.558007479,-0.125607461,-0.778719425,0.545784473,-0.155741006,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
5,0,1,1,5,3,1,14,22,2,14,4,1,5,1,0,3,1,0,35,0,0,9,25,10,18,69,2,9,180,0,17,-1.054970026,0.643211424,-0.170848817,-1.155276895,0.441855937,0.047753412,-0.560760736,0.557258427,-0.128085539,-0.779204905,0.545659006,-0.156832814,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
5,1,1,1,5,4,5,11,20,2,19,3,0,6,0,0,1,2,0,39,9,0,10,21,10,18,69,11,11,185,0,15,-1.055101156,0.64335233,-0.170862719,-1.155309081,0.441920936,0.047783524,-0.560924768,0.556541741,-0.130700946,-0.779687285,0.545608997,-0.157926783,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,0,1,4,4,5,7,9,15,2,14,6,3,6,0,2,0,0,0,37,1,0,11,25,11,18,70,2,7,186,1,18,-1.05520618,0.643385828,-0.170930192,-1.155360818,0.441985279,0.047783542,-0.561072946,0.555913627,-0.133508965,-0.780116022,0.545557678,-0.159034222,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
9,0,1,0,6,6,1,16,18,3,11,2,11,5,2,2,0,0,8,41,1,16,7,23,9,16,69,1,10,187,0,12,-1.055325508,0.643545508,-0.170942828,-1.155442715,0.441995442,0.047801342,-0.561131179,0.555368483,-0.136374861,-0.780529261,0.545594513,-0.160090402,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,2,0,6,6,2,17,17,1,14,2,0,8,0,0,2,0,0,41,3,0,12,23,10,11,69,2,9,193,0,18,-1.055410385,0.643474698,-0.171030805,-1.155491471,0.442078292,0.047817696,-0.561146915,0.555032909,-0.138529256,-0.780828178,0.545669198,-0.160965472,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,2,0,5,4,2,17,22,2,13,2,0,4,0,0,1,0,1,37,3,0,11,25,10,1,69,2,7,187,1,18,-1.055552244,0.643820405,-0.17100732,-1.155499578,0.442123264,0.047814421,-0.561212897,0.554718077,-0.141137496,-0.781164348,0.545846999,-0.162105352,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
4,0,7,0,2,2,3,15,17,3,13,3,1,7,1,0,1,1,2,43,1,0,9,20,9,3,69,5,11,191,0,20,-1.055701733,0.644039512,-0.171014935,-1.155530691,0.442129582,0.04783259,-0.561301053,0.554555476,-0.143514082,-0.781474233,0.546041787,-0.16315943,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
2,0,3,0,3,0,3,16,15,1,11,0,0,6,0,0,0,0,1,37,0,0,10,25,11,1,62,2,10,192,6,18,-1.055855751,0.64419353,-0.171088651,-1.155503631,0.442185044,0.047840506,-0.561371744,0.554384947,-0.145791203,-0.781754792,0.546320021,-0.164106116,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,0,1,0,3,0,3,11,15,9,16,3,1,8,0,2,1,1,1,36,3,0,11,24,17,10,67,1,11,192,0,16,-1.055974483,0.644340336,-0.171174854,-1.155413508,0.442217678,0.047808871,-0.561323345,0.55430907,-0.147452816,-0.781856298,0.546526015,-0.164765671,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,0,7,1,6,5,2,12,11,1,17,3,0,3,0,2,0,0,1,39,0,0,9,27,7,4,65,12,11,196,0,18,-1.056218266,0.644696593,-0.171337098,-1.155260563,0.442212254,0.047776598,-0.561348736,0.554141521,-0.149776146,-0.78200978,0.546802759,-0.165651605,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
6,1,0,0,2,5,1,17,11,2,17,3,2,5,1,5,5,1,1,36,7,0,11,26,10,2,63,3,12,189,0,12,-1.056401968,0.644860089,-0.171707094,-1.155044317,0.442244858,0.047729649,-0.561364949,0.554011285,-0.152135774,-0.782153189,0.547002196,-0.166654304,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
5,0,2,0,4,6,0,17,9,8,14,12,0,6,0,2,1,4,0,32,0,0,9,26,9,10,67,5,12,195,1,17,-1.056584597,0.644944608,-0.17201747,-1.154738426,0.442294598,0.047647163,-0.561369836,0.553948462,-0.154300034,-0.782377481,0.547170579,-0.167425677,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,0,2,0,5,3,2,18,9,1,15,0,1,6,0,6,1,1,0,33,0,0,9,28,8,16,67,2,10,192,1,19,-1.056707025,0.644999325,-0.172253564,-1.154512525,0.442325294,0.047597818,-0.561479211,0.553986728,-0.155651033,-0.78252393,0.547265172,-0.16809006,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
5,1,2,0,7,6,8,18,8,1,14,6,1,7,0,1,0,7,10,36,0,1,9,26,11,22,64,3,17,188,0,13,-1.056910276,0.645121276,-0.172556192,-1.154224038,0.442423761,0.047527958,-0.561684012,0.554077685,-0.156994194,-0.782740712,0.54739207,-0.168850139,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,1,5,1,5,5,5,19,8,15,16,9,0,5,1,1,0,0,0,26,0,0,11,28,12,19,66,3,10,190,2,19,-1.056964874,0.645436168,-0.172864601,-1.153995395,0.442457944,0.047457542,-0.561887205,0.554281712,-0.157876343,-0.782937527,0.547486424,-0.169574007,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,0,9,1,7,3,0,18,9,1,16,2,1,7,1,6,0,11,2,32,0,0,10,29,10,19,66,0,11,190,0,17,-1.05710268,0.645498335,-0.173189819,-1.153687,0.442429453,0.047349781,-0.561992407,0.55454731,-0.158525482,-0.783039093,0.547551632,-0.170212269,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,2,2,0,6,4,1,19,9,6,18,3,1,9,1,4,0,0,0,35,1,0,11,27,11,17,66,2,9,191,2,15,-1.057174921,0.64559865,-0.173329979,-1.153512836,0.4424797,0.047313578,-0.562106788,0.554784238,-0.15892002,-0.783131063,0.547596931,-0.170556217,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,4,0,7,5,2,19,7,2,14,1,2,9,0,2,0,2,5,36,1,0,10,31,7,18,67,3,9,193,0,15,-1.057240248,0.645747423,-0.173372328,-1.153278589,0.442475438,0.047188237,-0.562329531,0.555104136,-0.159443498,-0.783270597,0.547545493,-0.171099678,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,5,1,1,5,6,2,19,8,2,20,4,1,6,0,2,0,0,5,33,1,0,9,31,10,20,66,2,11,193,5,14,-1.057296991,0.645552456,-0.173482731,-1.153102636,0.442374885,0.047084857,-0.562550843,0.555411518,-0.16008088,-0.783445597,0.547603071,-0.171522856,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,0,0,6,6,3,18,8,2,15,3,0,7,2,1,0,0,7,30,6,0,9,30,10,15,63,2,11,198,0,24,-1.057332993,0.645647228,-0.173556045,-1.15292716,0.442317277,0.046988651,-0.562746108,0.555629492,-0.160531968,-0.78357327,0.547627211,-0.172008187,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,0,3,0,3,4,3,20,3,2,16,2,0,5,0,10,6,1,11,30,0,0,8,27,10,14,63,3,8,195,0,15,-1.057354331,0.645686567,-0.173606843,-1.152776718,0.442314744,0.046914101,-0.562745631,0.555916667,-0.160880417,-0.783591807,0.547654033,-0.172305018,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,1,3,0,4,4,3,19,6,2,19,2,0,6,0,1,0,7,11,33,0,0,5,28,11,16,64,0,8,198,0,17,-1.057346463,0.645788014,-0.173717886,-1.152598739,0.442251742,0.046832968,-0.562686741,0.556082666,-0.160977364,-0.783525705,0.547828078,-0.172542363,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,4,0,3,0,3,20,8,2,15,7,2,8,0,0,1,0,10,35,0,5,11,32,9,4,65,11,11,198,7,18,-1.057412028,0.645893216,-0.173848942,-1.152424216,0.442174435,0.046726823,-0.562611103,0.556309044,-0.16117385,-0.783395946,0.548001945,-0.172682419,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,5,12,4,4,9,20,5,3,18,3,1,8,0,1,0,2,11,36,0,0,6,29,12,4,66,1,11,196,11,17,-1.057396293,0.645964384,-0.173950225,-1.152267337,0.442163944,0.046591405,-0.562596798,0.556469023,-0.161543235,-0.78333509,0.548028588,-0.172794342,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,12,4,0,2,3,5,21,7,5,18,4,0,6,0,0,0,3,11,34,0,1,9,30,9,4,67,2,11,205,0,13,-1.057376027,0.6460132,-0.174015403,-1.152121782,0.442124188,0.046469022,-0.562542439,0.55659622,-0.161862284,-0.783260226,0.548238277,-0.17292805,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,0,3,0,5,3,3,19,8,4,17,3,1,14,0,1,0,4,11,33,0,0,9,30,9,3,67,8,6,195,0,19,-1.057339191,0.646117032,-0.174068823,-1.152010798,0.442030698,0.046382312,-0.562403858,0.556778789,-0.162049323,-0.783211648,0.548445225,-0.172997296,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,0,1,0,5,0,2,18,9,6,17,4,1,7,1,1,0,3,8,32,1,0,9,31,5,3,67,0,11,200,11,13,-1.057266235,0.646172702,-0.174067765,-1.151871562,0.441992909,0.046240389,-0.562228978,0.556967497,-0.161947414,-0.783083379,0.54859674,-0.173002958,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,1,0,1,1,3,20,7,4,11,2,4,6,2,1,0,1,11,32,0,0,9,33,10,5,69,4,9,198,0,17,-1.057155609,0.646269321,-0.174034804,-1.151749134,0.441926658,0.046088398,-0.562012851,0.557250619,-0.16169861,-0.782877326,0.548852384,-0.172907501,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
5,0,0,0,0,3,3,16,9,5,16,5,1,4,1,2,4,2,10,33,0,0,9,31,5,1,66,2,11,195,2,17,-1.057085276,0.646327436,-0.173969269,-1.151677847,0.441799939,0.045937371,-0.561843216,0.55757153,-0.161456719,-0.782712936,0.549037576,-0.17279087,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,0,2,1,4,3,5,18,9,3,15,1,2,5,0,5,0,0,10,34,0,10,7,33,7,0,67,1,11,201,7,16,-1.05695951,0.64640224,-0.173895091,-1.151613832,0.441701829,0.0457846,-0.56163162,0.557731569,-0.161023781,-0.782488704,0.5492208,-0.172553301,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
11,1,2,8,4,5,3,17,9,6,18,3,0,4,0,10,0,0,12,35,3,1,9,34,10,4,67,1,12,195,1,14,-1.056826711,0.646417558,-0.173888221,-1.151548028,0.441643804,0.045670949,-0.561408937,0.558011055,-0.16064398,-0.782216072,0.549438,-0.172335938,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,0,2,1,5,3,3,18,7,2,19,4,0,5,1,1,0,6,8,33,1,1,7,34,9,5,71,0,11,200,2,20,-1.056485534,0.646315932,-0.173853114,-1.151456952,0.441550106,0.045552686,-0.561172307,0.558213592,-0.160152733,-0.781988919,0.54959625,-0.172046497,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,0,2,0,5,10,3,17,11,2,19,3,0,5,1,2,0,1,10,27,0,0,14,35,7,0,68,1,13,203,1,19,-1.056386948,0.646299779,-0.173940957,-1.151404381,0.441548526,0.045431964,-0.561066151,0.558342934,-0.159695432,-0.781794786,0.549613178,-0.171852037,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
