S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp,,,,,,,,,,,,,,,,,,,
7,0,5,0,13,11,9,11,49,5,25,3,1,5,0,6,2,4,19,75,1,1,13,108,21,9,49,3,6,104,9,25,-0.958873153,0.636313677,-0.164983884,-1.084423423,0.426581323,0.018225983,-0.958346963,0.545090973,0.344311923,-0.876773477,0.540891886,0.143155932,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
6,0,3,2,15,17,11,11,52,8,23,6,1,8,0,6,1,8,20,70,0,0,16,110,15,9,51,3,11,100,9,25,-0.958864152,0.635958195,-0.165319696,-1.084326506,0.42648533,0.018220736,-0.949733734,0.545795023,0.345153093,-0.872804105,0.541080475,0.142243579,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,0,5,0,13,10,13,13,51,4,21,0,0,4,1,5,1,4,21,71,0,1,14,112,17,9,55,4,12,103,8,26,-0.958644211,0.63574636,-0.165633276,-1.084282517,0.426563293,0.018297397,-0.941054761,0.545892537,0.346179694,-0.868457556,0.541370153,0.141230956,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
14,0,9,0,11,17,13,16,53,5,22,5,1,5,1,9,2,0,24,71,0,0,15,115,15,8,55,2,11,91,6,20,-0.958587229,0.635498166,-0.165895969,-1.084192514,0.426582992,0.018387279,-0.934998214,0.545984209,0.346227258,-0.865489841,0.541348577,0.140437424,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
10,2,4,0,14,12,7,12,53,8,22,1,2,10,0,0,3,2,20,74,0,0,17,111,17,10,52,8,12,99,9,24,-0.958654523,0.63532418,-0.166283295,-1.084060192,0.426714689,0.018587403,-0.927187324,0.545849085,0.346923858,-0.861746788,0.541298807,0.139340267,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
11,0,5,8,13,11,11,11,56,5,20,2,1,5,0,5,1,1,18,66,1,1,14,112,20,7,51,0,10,98,6,21,-0.958289206,0.635040581,-0.166615114,-1.083838582,0.42681697,0.018703621,-0.917986274,0.546042383,0.346557349,-0.857693613,0.541562796,0.138036653,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
11,0,3,0,6,14,9,11,54,8,17,1,2,8,0,5,0,1,16,63,0,0,11,110,17,5,53,2,11,96,6,21,-0.95820123,0.634809554,-0.166902989,-1.083638191,0.426920682,0.018931216,-0.909006596,0.54625535,0.346493691,-0.853147209,0.541922331,0.136664927,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
8,0,4,0,11,12,14,14,51,5,18,1,1,9,0,7,1,1,18,61,14,0,17,115,18,13,53,0,13,95,7,25,-0.958122849,0.6346398,-0.167215198,-1.083575726,0.427125514,0.019470608,-0.900575638,0.546516061,0.346258789,-0.848624468,0.542224824,0.135338232,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
8,2,8,0,5,10,10,13,50,9,21,4,1,11,0,10,1,1,19,65,1,0,11,117,14,8,50,2,12,97,7,24,-0.957965791,0.634478927,-0.167544678,-1.083103299,0.427142948,0.019528065,-0.892107129,0.546712816,0.345799774,-0.844801605,0.542342007,0.133726493,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
13,0,3,2,9,11,11,14,50,3,21,2,1,8,2,11,2,1,14,68,1,1,14,115,15,13,50,0,9,103,10,21,-0.95806998,0.634383142,-0.167853191,-1.082684159,0.427162558,0.019694392,-0.88368094,0.546791434,0.345195591,-0.8408885,0.541947067,0.132241368,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,0,5,7,4,10,11,13,51,8,21,4,1,13,0,4,1,3,18,62,1,1,12,110,17,8,55,2,13,100,8,24,-0.957953632,0.634192407,-0.168104902,-1.082246423,0.427217513,0.019905105,-0.875777066,0.546942353,0.344245106,-0.836744606,0.541977763,0.130664811,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
10,0,3,0,7,11,13,14,51,0,21,2,1,9,0,4,1,0,19,65,0,0,8,114,15,8,53,0,13,92,7,25,-0.957830906,0.633962214,-0.168267369,-1.081920147,0.427235961,0.020246262,-0.867146313,0.547099471,0.343447685,-0.832570553,0.542099953,0.129020348,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
13,2,5,0,7,11,13,10,53,6,19,0,0,7,0,7,2,3,18,61,1,0,10,103,15,7,53,1,8,88,6,23,-0.957728326,0.633845985,-0.168341488,-1.081735969,0.427256495,0.020532249,-0.860639274,0.54719758,0.342642307,-0.829260051,0.542206347,0.127756163,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
9,0,0,0,14,10,12,10,57,3,19,5,1,8,1,9,0,2,20,58,0,0,15,102,14,9,51,2,10,100,6,22,-0.957350552,0.633564353,-0.168376878,-1.08140254,0.427313507,0.020923981,-0.852206528,0.547865748,0.34171021,-0.824833155,0.54189527,0.126142859,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
11,1,1,1,7,6,10,13,54,4,15,3,1,7,0,1,0,1,17,59,8,0,15,104,15,7,51,0,10,97,7,22,-0.957484126,0.633433461,-0.168495491,-1.080985904,0.427338749,0.021335084,-0.843657911,0.548574209,0.340641528,-0.820536077,0.541959465,0.124310091,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
11,0,1,0,9,7,14,12,56,4,17,3,1,9,8,3,2,5,17,61,0,0,14,104,17,9,51,2,9,94,7,21,-0.957296252,0.633291245,-0.168615282,-1.080684543,0.427416682,0.021795174,-0.835047543,0.548732162,0.33886385,-0.816206753,0.542122781,0.122243896,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
12,0,1,0,4,7,13,7,54,8,16,2,0,8,1,3,0,0,18,51,0,1,17,105,17,9,50,10,10,100,10,22,-0.957215607,0.633075953,-0.168800056,-1.080319524,0.427502662,0.022279218,-0.826301277,0.549138725,0.337581575,-0.811825514,0.542418361,0.12007986,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
14,0,0,0,9,2,11,10,51,4,14,3,1,12,2,3,1,1,19,56,1,0,13,107,17,7,47,3,11,100,7,20,-0.957138479,0.632835567,-0.168952301,-1.079979658,0.427687645,0.022917263,-0.817340255,0.549761593,0.335764736,-0.807378888,0.542539895,0.117973015,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
13,2,3,0,7,5,17,5,55,9,15,6,1,13,0,1,1,2,17,54,1,0,13,96,17,10,48,2,11,106,4,20,-0.957104266,0.632696092,-0.169003874,-1.079625964,0.427723169,0.023376435,-0.811060965,0.549877226,0.334019631,-0.803898871,0.542826414,0.116202816,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
11,1,2,0,7,12,7,11,53,9,15,1,2,15,0,4,1,6,16,52,0,14,12,102,15,8,49,1,7,114,5,23,-0.957114697,0.632548034,-0.16903241,-1.079091668,0.427754045,0.023855463,-0.802745819,0.549946487,0.331302494,-0.799825549,0.542950749,0.113932624,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
11,1,2,0,9,1,11,9,56,7,16,2,0,9,1,2,1,0,18,52,0,0,15,100,18,9,46,4,9,106,11,20,-0.957207084,0.632371485,-0.169101238,-1.078665614,0.427899927,0.024504565,-0.794570029,0.550887644,0.329610944,-0.795619249,0.543122709,0.111392379,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
9,1,3,0,6,3,12,8,58,7,14,3,0,12,0,1,0,2,17,53,1,0,13,97,16,7,48,1,14,105,5,24,-0.957279742,0.632243395,-0.169153675,-1.078307867,0.428016663,0.02514497,-0.78619951,0.550946236,0.326846212,-0.79155916,0.543362319,0.108966015,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
9,0,1,2,9,3,9,8,57,4,14,4,0,13,1,2,1,0,17,53,7,1,12,98,15,10,48,4,7,97,4,23,-0.957151651,0.63207531,-0.169281036,-1.077944517,0.428142726,0.025770415,-0.777829111,0.551337242,0.324284226,-0.787796021,0.54358834,0.10631758,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,0,3,0,5,3,13,7,53,5,12,4,0,9,0,0,2,0,17,49,0,14,11,92,18,4,50,1,7,96,4,23,-0.957231939,0.631899714,-0.169374153,-1.077604532,0.428362787,0.026487127,-0.76904583,0.551462114,0.321251869,-0.783820868,0.544039607,0.10348919,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
6,0,0,6,7,3,10,6,63,5,15,1,0,12,0,3,1,2,17,46,0,0,10,79,15,13,48,2,11,102,6,26,-0.957303822,0.631735861,-0.169153571,-1.077327251,0.428491235,0.027046507,-0.762833476,0.551073253,0.317717582,-0.781232417,0.544069946,0.101722933,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
6,0,1,0,6,0,9,6,59,5,18,4,0,5,1,0,2,0,15,48,0,0,9,81,15,8,49,4,11,104,7,27,-0.957422674,0.631676495,-0.169127777,-1.076969147,0.428603739,0.027676232,-0.754816771,0.550409079,0.313655019,-0.777189136,0.543746054,0.098622985,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
6,0,0,1,8,2,9,8,58,7,18,6,0,9,0,1,1,0,16,48,3,0,9,77,14,10,51,0,9,106,3,27,-0.957600474,0.631653726,-0.168989301,-1.07672894,0.428752095,0.028450206,-0.746526778,0.550832629,0.310121447,-0.773231626,0.543876112,0.095158279,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
5,4,0,0,6,2,11,3,61,9,18,2,0,8,0,1,2,2,17,53,0,0,12,73,15,12,51,2,9,103,6,28,-0.957852483,0.631689727,-0.168922052,-1.076685429,0.429060459,0.029199805,-0.737952292,0.551517248,0.305999428,-0.769228756,0.543686032,0.091540359,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
11,4,1,0,9,1,11,4,66,5,17,2,0,12,0,7,0,1,15,51,1,0,12,70,15,12,49,1,7,110,7,28,-0.958254099,0.631833911,-0.168835714,-1.076515079,0.429003805,0.029496575,-0.731817722,0.551358819,0.302633673,-0.766322494,0.54358089,0.088768013,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,0,0,8,11,3,10,6,59,8,16,3,0,15,1,4,2,1,16,49,2,5,13,65,15,10,52,1,11,106,2,26,-0.958480537,0.631776333,-0.168826312,-1.076607466,0.429168671,0.03019781,-0.723331094,0.551332951,0.297997952,-0.762545943,0.543349087,0.085095987,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
8,0,1,1,7,5,12,8,60,9,19,10,1,13,0,4,5,1,16,46,0,1,17,68,18,9,51,2,9,105,0,33,-0.958560169,0.631947279,-0.168937713,-1.076880693,0.429517359,0.0309778,-0.714591444,0.551402807,0.292992175,-0.758815289,0.543118119,0.08134748,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,0,0,2,5,1,11,3,57,7,22,12,0,6,13,5,4,4,18,51,1,0,19,66,17,9,51,1,12,108,3,32,-0.958628595,0.631790161,-0.16894953,-1.076850533,0.429632187,0.031492077,-0.706326425,0.551410735,0.288240045,-0.755191624,0.543025613,0.077521302,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,0,1,6,2,5,6,7,53,6,25,8,0,10,1,3,3,0,15,50,1,2,17,70,15,11,52,5,11,105,7,32,-0.958965063,0.63167423,-0.168906182,-1.076923847,0.429859757,0.032114197,-0.697870076,0.55115062,0.282951355,-0.751489282,0.543050349,0.0735953,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
8,0,0,0,7,2,5,4,58,5,18,4,0,8,0,0,3,6,15,53,0,3,15,78,18,9,51,1,11,102,5,36,-0.95916456,0.631557822,-0.168995634,-1.077006459,0.4300915,0.032693464,-0.689450026,0.551008046,0.278113991,-0.747752547,0.543219268,0.06969142,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
6,0,0,0,9,0,7,7,55,6,11,2,13,10,1,2,1,1,18,49,1,3,10,69,16,8,51,1,10,114,3,30,-0.959263623,0.631495714,-0.168964475,-1.077056646,0.430183649,0.03307154,-0.683230102,0.550942302,0.274168998,-0.745007336,0.543221414,0.066764235,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,0,8,0,5,6,8,3,59,5,14,3,0,13,1,4,2,0,16,50,9,1,9,57,14,10,55,1,11,109,2,30,-0.959211111,0.631444752,-0.168949068,-1.077172399,0.430304587,0.033565201,-0.674625695,0.551164329,0.268523455,-0.741231263,0.543283105,0.062621526,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
8,0,3,1,3,2,7,2,55,4,17,13,0,10,0,3,13,0,16,46,0,1,10,57,13,10,48,1,11,109,3,27,-0.959245622,0.631683171,-0.168738797,-1.077268839,0.430467099,0.034093231,-0.665463746,0.552755237,0.263030648,-0.737708747,0.543061078,0.058533963,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
8,0,1,1,7,2,2,1,53,5,11,10,0,10,0,0,1,1,16,54,0,14,13,58,14,10,51,0,14,117,3,24,-0.959168732,0.631739199,-0.168035701,-1.077232361,0.430511296,0.034612183,-0.656811714,0.553157985,0.256471664,-0.734127402,0.542952895,0.054120112,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
11,0,2,0,3,2,9,3,52,8,7,0,1,7,1,4,1,0,17,46,3,0,15,62,16,10,53,3,10,118,0,24,-0.959399223,0.631758928,-0.167890355,-1.077218533,0.43063578,0.035243336,-0.648094893,0.553742707,0.249803632,-0.73077631,0.543027282,0.049577583,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
6,0,1,0,7,3,6,3,47,8,14,1,0,9,0,3,1,0,15,46,0,0,17,61,15,12,53,1,12,119,5,21,-0.959507048,0.631678462,-0.167912915,-1.077193856,0.43076086,0.035711657,-0.641885877,0.554179907,0.244838074,-0.728410363,0.542963564,0.046303496,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,0,1,1,10,2,2,2,46,7,16,2,0,2,0,4,2,0,15,41,0,0,14,44,15,5,51,1,10,122,4,21,-0.959764004,0.631603599,-0.168116048,-1.077163339,0.430978715,0.036369566,-0.633897841,0.554816842,0.238273755,-0.7252056,0.543315411,0.041812964,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,1,0,2,3,2,5,5,48,10,14,2,0,8,0,6,1,0,15,40,0,0,11,42,14,11,51,1,14,122,6,22,-0.959959626,0.631146789,-0.167850047,-1.077059507,0.431117564,0.03696321,-0.626161575,0.555567861,0.23174943,-0.722299099,0.543645382,0.037573181,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
6,6,0,1,6,3,8,5,50,7,15,2,1,6,0,0,3,1,15,45,6,1,11,38,15,12,55,2,14,118,3,18,-0.960155964,0.631242633,-0.167640582,-1.076926351,0.431316733,0.037558354,-0.618575871,0.556357145,0.225060835,-0.719546795,0.544023514,0.033332177,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
4,0,0,1,3,0,9,6,46,8,13,3,0,4,0,2,2,0,18,44,0,1,11,42,18,9,54,3,15,124,7,16,-0.960349143,0.631656528,-0.167401299,-1.076783061,0.431478471,0.038235787,-0.611031711,0.557318866,0.21843873,-0.716804504,0.544409513,0.029098053,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
5,0,0,0,8,0,5,5,48,10,18,3,0,11,0,5,0,1,19,40,1,0,11,39,17,8,54,2,14,126,6,24,-0.960393667,0.631735384,-0.167060792,-1.076699615,0.431629002,0.03869196,-0.606074929,0.557602286,0.213339314,-0.714845717,0.544653714,0.025819322,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,0,0,1,3,0,6,3,47,9,16,2,0,10,0,4,1,2,19,48,4,0,9,48,17,10,53,1,9,126,4,20,-0.960946977,0.631855249,-0.16713959,-1.076520085,0.431916237,0.039285749,-0.599306762,0.558431089,0.206616849,-0.71249944,0.544807613,0.021579687,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
6,0,1,0,4,3,6,6,46,8,12,6,1,4,1,4,5,0,15,42,0,0,11,44,13,9,54,3,11,126,6,24,-0.9613235,0.632058561,-0.167074934,-1.076232076,0.432017565,0.039883405,-0.593399525,0.558610857,0.199688599,-0.710354447,0.544951916,0.017358366,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
5,14,1,0,3,0,5,2,46,9,9,2,0,8,1,5,2,1,19,41,0,0,9,45,16,7,54,1,13,148,6,28,-0.961596191,0.632187068,-0.166801885,-1.07583344,0.432202011,0.04057765,-0.587595344,0.55907625,0.193165064,-0.708423138,0.545065165,0.013257467,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,2,0,0,7,1,17,4,45,10,11,0,0,9,2,1,1,0,19,39,0,0,12,48,13,9,52,3,16,158,5,20,-0.962156057,0.632464647,-0.16714181,-1.075595498,0.432369322,0.04116806,-0.583481729,0.55932045,0.188088804,-0.707112491,0.545093417,0.010275241,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,0,0,0,1,1,11,2,42,10,11,0,4,7,1,0,1,1,0,37,0,0,13,44,13,9,54,3,11,163,4,22,-0.962543309,0.632541776,-0.167100787,-1.075195909,0.432430416,0.041783679,-0.578312516,0.55934602,0.181525096,-0.705456197,0.544964433,0.006164134,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
6,0,13,0,2,1,7,5,46,6,19,1,3,9,0,0,1,3,4,37,0,0,9,41,13,10,53,0,12,165,3,22,-0.963079453,0.632653236,-0.167151421,-1.074879408,0.432642549,0.042486306,-0.573816061,0.559135139,0.174963593,-0.703911245,0.544498324,0.001994916,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
5,2,0,0,3,1,7,0,42,7,21,3,0,13,1,0,2,0,0,38,0,0,11,44,15,6,55,1,7,166,11,26,-0.963612974,0.632750213,-0.167135507,-1.074433208,0.432842255,0.043234993,-0.569595516,0.558745861,0.168206543,-0.702529728,0.543786049,-0.002416107,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,14,13,4,3,2,7,5,47,5,25,5,0,8,0,0,1,0,2,37,8,0,11,41,16,9,55,1,11,165,2,25,-0.964307606,0.632914901,-0.167213812,-1.074219704,0.432970077,0.043905549,-0.565417886,0.557942569,0.161319837,-0.701358199,0.543076456,-0.0068283,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,0,2,1,13,0,3,4,45,13,19,3,1,7,0,1,1,1,0,32,0,0,12,36,12,11,53,1,11,169,1,21,-0.96487844,0.633011401,-0.167340234,-1.074059486,0.433063924,0.044352829,-0.562362432,0.557300627,0.156129837,-0.700540304,0.542676151,-0.010178473,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
2,4,0,0,7,0,3,5,47,9,15,3,1,9,11,0,0,1,0,37,0,0,11,40,14,10,55,5,11,165,0,25,-0.965536475,0.632926464,-0.167312801,-1.073774695,0.433190614,0.044931896,-0.558125675,0.556373298,0.149218202,-0.699595273,0.541925251,-0.014055628,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
5,0,0,0,2,0,6,4,47,7,13,2,0,11,1,1,1,0,0,35,0,0,9,33,15,5,55,5,11,167,1,25,-0.966301441,0.63294065,-0.167422101,-1.073568821,0.43331176,0.045510847,-0.554082036,0.555466712,0.142625615,-0.698611021,0.541432261,-0.01787227,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,4,0,0,7,0,6,5,46,5,18,2,1,7,0,0,1,0,1,39,9,0,11,35,14,8,56,1,11,167,13,24,-0.966930151,0.632860541,-0.167371407,-1.073353887,0.433443844,0.046126552,-0.550463974,0.554801464,0.136051714,-0.697809935,0.541063368,-0.021557994,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,8,0,1,6,0,5,5,44,6,14,1,0,4,0,0,1,0,0,34,1,0,9,37,11,8,55,1,11,166,13,24,-0.967531025,0.632984519,-0.167558298,-1.073194385,0.433547705,0.046607342,-0.548061013,0.554091215,0.131526217,-0.697408736,0.540611804,-0.024247088,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
4,0,0,3,5,1,0,4,45,6,9,3,1,7,0,0,1,1,0,37,14,0,6,32,9,7,55,3,11,168,0,27,-0.968240261,0.632982612,-0.167361677,-1.07292819,0.433692992,0.047193199,-0.544922292,0.553224921,0.125314131,-0.696876407,0.540074468,-0.027951475,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
12,0,0,2,7,2,7,6,44,4,12,3,0,16,1,1,0,3,1,39,0,0,7,34,15,8,58,5,13,173,2,24,-0.968824089,0.633088231,-0.16720587,-1.072922468,0.43380025,0.047830131,-0.541831493,0.552217126,0.119223714,-0.696386933,0.539662302,-0.031636305,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
4,1,0,0,6,2,5,3,46,3,11,3,8,8,0,1,1,0,0,42,2,0,10,30,15,9,59,2,9,167,0,26,-0.969396114,0.633174181,-0.166964531,-1.072939634,0.433866143,0.048385754,-0.538479149,0.551381826,0.112913571,-0.695848942,0.539262354,-0.035110295,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,1,0,0,5,3,7,7,43,7,14,3,1,8,1,0,1,0,7,39,0,0,9,34,14,10,59,0,11,171,1,26,-0.969797373,0.633271694,-0.166735604,-1.072921872,0.433980405,0.048791066,-0.536015272,0.550943017,0.107991785,-0.695459068,0.538905978,-0.037534557,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
8,0,1,1,7,0,5,3,42,6,13,0,1,3,1,1,2,4,1,36,1,2,7,31,11,5,58,0,12,170,11,27,-0.970420539,0.633323669,-0.166444272,-1.072845697,0.433944046,0.049409565,-0.532746434,0.55034095,0.101665653,-0.694958568,0.538632095,-0.040800937,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
5,0,0,0,7,8,6,3,36,8,7,2,0,7,0,3,1,0,0,41,0,1,6,34,11,6,55,1,12,166,1,24,-0.970802784,0.633413017,-0.166113481,-1.072681427,0.433856606,0.049878433,-0.5296911,0.549655676,0.095169604,-0.694542646,0.538157046,-0.044043347,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
5,1,1,0,6,8,8,4,41,5,11,5,1,12,0,1,1,0,0,39,0,0,4,29,11,9,59,1,7,171,3,26,-0.971440017,0.633581161,-0.165831819,-1.072582841,0.433879524,0.0504888,-0.526530564,0.5489586,0.088778667,-0.694287062,0.537786782,-0.047265463,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,2,1,0,5,4,13,3,42,5,11,3,1,9,9,8,2,0,5,39,3,1,6,31,10,7,59,13,11,172,3,25,-0.971932888,0.633733749,-0.165532872,-1.072473407,0.433846325,0.050901134,-0.52454257,0.548334479,0.083950952,-0.694171011,0.537537992,-0.049664091,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
4,0,0,0,5,8,11,6,43,7,13,4,0,3,14,1,1,1,0,41,1,4,9,30,15,9,59,1,7,170,1,23,-0.972498715,0.633872092,-0.165240496,-1.072391987,0.433828861,0.051492624,-0.521680832,0.547672749,0.077379353,-0.694019139,0.537257075,-0.052881937,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,3,1,0,3,1,11,3,41,10,12,1,0,4,0,0,1,1,0,34,1,1,10,34,14,9,62,0,9,169,0,27,-0.973124802,0.634018719,-0.164856702,-1.072194934,0.433818668,0.052060217,-0.518680274,0.54715091,0.070635423,-0.693890274,0.536910534,-0.055974491,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
2,2,0,0,0,1,7,6,38,9,16,6,0,12,0,2,1,0,0,42,0,2,9,32,15,8,62,1,10,162,13,25,-0.973662376,0.634354711,-0.164489761,-1.072044373,0.43386817,0.052701235,-0.515913069,0.54650861,0.063706592,-0.693787992,0.536616862,-0.059104979,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
4,0,0,1,10,0,6,6,41,9,16,9,0,0,1,1,1,0,1,38,0,0,5,36,15,8,63,2,13,166,3,28,-0.974295676,0.634598255,-0.164331228,-1.071894646,0.433843285,0.053108022,-0.514208198,0.545528054,0.058394853,-0.693774343,0.53648448,-0.061527967,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,0,1,0,5,1,4,7,36,8,16,6,1,5,0,4,1,0,2,36,3,0,5,31,16,5,59,3,12,163,3,24,-0.975036681,0.634780765,-0.164060026,-1.071789622,0.433704615,0.053681899,-0.511679173,0.544837117,0.051785249,-0.693812668,0.536439538,-0.064848877,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,3,6,1,5,0,1,3,37,11,10,1,0,1,7,1,2,0,0,48,3,0,5,35,13,10,60,1,16,162,6,26,-0.97571528,0.635118663,-0.163652554,-1.071802139,0.433667392,0.054255713,-0.509359539,0.543912649,0.045330659,-0.693900943,0.536413908,-0.068006694,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,0,1,3,3,7,6,2,37,8,11,4,1,1,0,2,1,0,6,36,0,0,6,33,15,6,59,11,11,162,5,24,-0.976346672,0.635164499,-0.163249791,-1.071831465,0.433624178,0.054880537,-0.50707376,0.543094754,0.038961183,-0.694109082,0.536374032,-0.070908338,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,0,2,2,3,0,5,1,30,8,13,5,5,4,1,2,1,0,0,40,1,3,6,33,17,7,59,0,14,166,3,28,-0.976861477,0.635630012,-0.162921786,-1.071833491,0.433516175,0.055369765,-0.505422831,0.542359114,0.034175504,-0.694237649,0.536439955,-0.073019542,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
4,0,3,2,2,0,2,4,31,8,10,6,0,4,3,1,1,0,2,42,2,0,7,33,13,11,60,1,13,161,3,28,-0.977433383,0.635918438,-0.162325099,-1.071865678,0.433247954,0.055943668,-0.503045917,0.541465163,0.027947946,-0.694318056,0.536655366,-0.075587213,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
2,1,0,0,2,0,2,2,33,5,11,6,0,0,0,0,0,5,1,42,1,0,8,29,13,14,58,0,17,162,3,25,-0.978008747,0.635919988,-0.161830157,-1.07190907,0.433043689,0.056576472,-0.500991881,0.540244937,0.021828849,-0.694425166,0.536959052,-0.078252301,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,2,0,3,4,5,2,29,5,14,6,1,5,0,4,0,0,0,40,0,0,13,31,11,8,59,0,13,163,9,25,-0.97853148,0.63612771,-0.161098689,-1.071998835,0.432834446,0.057100371,-0.498992145,0.539352477,0.015842119,-0.694509625,0.537179172,-0.080958672,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
0,0,0,1,0,3,4,4,32,0,10,5,0,6,1,4,1,2,0,39,7,0,7,33,11,4,63,12,13,160,6,28,-0.978944361,0.63648814,-0.160482526,-1.072114348,0.432600617,0.057534017,-0.497786522,0.538504839,0.011286965,-0.694582283,0.537280321,-0.082868822,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,1,0,2,6,5,5,3,31,3,9,4,0,2,2,5,1,6,0,43,0,1,8,28,13,8,63,1,13,159,1,23,-0.979415417,0.636706829,-0.159750313,-1.072299361,0.432362825,0.058034267,-0.496371865,0.537084997,0.005022724,-0.69479233,0.537258863,-0.085476324,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
