time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,P1,P2,P3,P4,P5,F1,F2,F3,F4,B1,B2,B3,S1,S2,class
14.16,2.41,1.55,0.74,0.11,-0.96,-0.3,0.3,0.5,0.13,0,0,0,0,0,550,715,203,663,0,560,575,661,186,2
14.27,5.08,1.48,0.67,0.1,-0.98,-0.29,0.29,0.5,0.13,0,0,0,0,0,550,715,203,664,0,560,575,661,187,2
14.37,5.06,2.24,1.21,0.11,-0.98,-0.26,0.29,0.5,0.14,0,0,0,0,0,551,713,204,664,0,560,575,661,186,2
14.48,4.97,-0.24,3.11,0.1,-0.97,-0.29,0.29,0.5,0.13,1,0,0,0,0,550,715,204,664,0,560,576,663,186,2
14.58,3.12,-0.04,0.81,0.11,-0.97,-0.28,0.29,0.5,0.13,0,0,0,0,0,551,714,203,665,0,560,576,663,186,2
14.69,2.41,-2.63,1.97,0.11,-0.97,-0.27,0.29,0.49,0.14,0,0,0,0,0,551,715,205,665,0,560,576,663,187,2
14.79,4.52,-2.95,0.67,0.12,-0.96,-0.28,0.29,0.49,0.13,0,0,0,0,0,552,716,203,665,0,560,575,663,186,2
14.9,5.33,-1.27,-0.87,0.11,-0.96,-0.3,0.29,0.5,0.12,0,0,0,0,0,551,717,204,665,0,560,576,664,186,2
15.01,4.49,-1.34,2.47,0.12,-0.98,-0.25,0.29,0.49,0.13,0,0,0,0,0,551,715,203,665,0,560,575,666,187,2
15.11,-2.2,-11.94,-2.61,0.12,-0.95,-0.3,0.3,0.49,0.13,0,0,0,0,0,549,716,204,663,0,559,575,670,188,2
15.22,0.84,-5.04,-2.17,0.12,-0.96,-0.29,0.3,0.5,0.12,0,0,0,0,0,541,720,204,663,0,560,573,670,187,2
15.32,-7.68,-1.44,2.82,0.12,-1.01,-0.25,0.3,0.5,0.12,0,0,0,0,0,546,719,203,663,0,560,573,674,187,2
15.43,9.82,-1.74,4.66,0.11,-0.96,-0.26,0.3,0.5,0.12,0,0,0,0,0,540,720,206,663,0,562,575,680,187,2
15.53,4.31,-1.19,0.83,0.12,-0.96,-0.28,0.3,0.5,0.12,0,0,0,0,0,540,721,205,663,0,561,575,680,188,2
15.64,5.78,-0.76,0.66,0.12,-0.95,-0.28,0.3,0.5,0.12,0,0,0,0,0,540,719,205,663,0,560,575,680,187,2
15.74,4.43,0.99,1.68,0.11,-0.97,-0.26,0.3,0.5,0.11,0,0,0,0,0,539,719,205,663,0,561,575,679,188,2
15.85,0.74,3.63,4.28,0.11,-0.99,-0.26,0.3,0.5,0.12,0,0,0,0,0,540,717,206,664,0,561,576,677,187,2
15.95,2.5,2.5,4.26,0.12,-0.98,-0.25,0.3,0.49,0.11,0,0,0,0,0,541,714,206,664,0,561,577,676,188,2
16.06,0.3,-1.27,2.23,0.13,-0.97,-0.25,0.3,0.49,0.12,0,0,0,0,0,540,714,205,663,0,560,576,674,187,2
16.17,3.98,-2.65,0.05,0.12,-0.98,-0.26,0.3,0.5,0.12,0,0,0,0,0,547,716,206,662,0,560,576,674,187,2
16.27,3.78,-0.74,-1.25,0.13,-0.98,-0.26,0.3,0.49,0.11,0,0,0,0,0,540,716,206,664,0,561,576,675,187,2
16.38,3.05,1.13,-2.01,0.13,-0.95,-0.28,0.3,0.51,0.12,0,0,0,0,0,548,714,207,664,0,561,577,676,188,2
16.48,2.53,-0.4,2.35,0.12,-0.94,-0.26,0.3,0.5,0.12,0,0,0,0,0,548,707,207,664,0,561,577,675,188,2
16.59,7.19,-0.42,1.02,0.12,-0.98,-0.25,0.3,0.5,0.12,0,0,0,0,0,550,712,206,664,0,561,576,674,188,2
16.69,3.26,-2.99,3.15,0.12,-0.97,-0.24,0.3,0.5,0.12,0,0,0,0,0,550,715,205,659,0,560,577,674,188,2
16.8,2.68,-1.72,1.64,0.12,-0.98,-0.26,0.31,0.5,0.11,0,0,0,0,0,549,720,205,659,0,560,576,674,188,2
16.91,5.47,-0.94,1.61,0.13,-0.95,-0.27,0.3,0.5,0.11,0,0,0,0,0,550,722,206,658,0,560,576,675,188,2
17.01,2.79,-1.23,2.25,0.14,-0.98,-0.28,0.31,0.49,0.11,0,0,0,0,0,549,723,206,659,0,559,576,674,188,2
17.12,4.73,0.47,2.43,0.13,-0.97,-0.26,0.31,0.49,0.11,0,0,0,0,0,550,723,207,660,0,560,576,675,188,2
17.22,8.57,1.84,2.28,0.13,-0.99,-0.28,0.31,0.49,0.11,0,0,0,0,0,550,723,208,659,0,560,576,674,187,2
17.33,4.67,0.88,2.23,0.14,-0.98,-0.26,0.3,0.49,0.12,0,0,0,0,0,550,723,207,660,0,559,577,674,188,2
17.43,2.56,-0.04,3.36,0.13,-0.99,-0.26,0.3,0.49,0.11,0,0,0,0,0,550,723,206,660,0,559,576,674,188,2
