time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,P1,P2,P3,P4,P5,F1,F2,F3,F4,B1,B2,B3,S1,S2,class
489.52,6.56,0.99,-3.25,-0.39,0.49,0.75,-0.38,0.35,-0.33,0,0,0,0,0,482,415,269,527,0,0,204,130,100,2
489.63,-0.74,2.7,2.77,-0.4,0.47,0.77,-0.38,0.35,-0.33,0,0,0,0,0,481,417,266,528,0,0,202,138,100,2
526.81,3.78,0.25,2,-0.45,0.58,0.66,-0.41,0.29,-0.27,0,0,0,0,0,496,436,284,552,0,0,172,159,78,2
526.91,4.7,0.38,0.52,-0.44,0.58,0.66,-0.42,0.29,-0.28,0,0,0,0,0,496,439,285,553,0,0,173,159,78,2
527.02,3.56,0.39,1.54,-0.44,0.58,0.67,-0.42,0.29,-0.28,0,0,0,0,0,496,438,286,551,0,1,171,159,77,2
527.12,4.66,0.74,1.32,-0.43,0.58,0.66,-0.42,0.29,-0.27,0,0,0,0,0,496,437,285,554,0,0,173,159,77,2
527.23,2.2,0.36,1.15,-0.42,0.57,0.65,-0.42,0.29,-0.28,0,0,0,0,0,496,438,284,553,0,0,177,159,79,2
527.34,3.16,0.02,0.17,-0.44,0.58,0.66,-0.42,0.29,-0.28,0,0,0,0,0,495,439,284,553,0,0,184,158,78,2
527.44,5.17,-0.4,2.56,-0.45,0.57,0.67,-0.42,0.3,-0.27,0,0,0,0,0,496,438,284,553,0,0,186,160,78,2
527.55,5.7,-0.81,1.83,-0.44,0.58,0.66,-0.42,0.29,-0.29,0,0,0,0,0,494,437,283,553,0,0,188,163,78,2
527.65,5.24,-0.59,2.19,-0.45,0.58,0.66,-0.42,0.29,-0.28,0,0,0,0,0,480,439,280,552,0,0,187,168,76,2
527.76,5.81,0.31,1.28,-0.45,0.58,0.66,-0.42,0.29,-0.28,0,0,0,0,0,466,439,270,548,0,0,189,168,78,2
527.86,5.71,0.26,2.35,-0.45,0.56,0.67,-0.42,0.29,-0.28,0,0,0,0,0,463,443,272,549,0,0,190,166,76,2
527.97,2.74,0.25,1.05,-0.44,0.58,0.66,-0.42,0.29,-0.28,0,0,0,0,0,462,443,273,550,0,0,189,166,75,2
528.08,3.03,0.24,0.74,-0.44,0.58,0.66,-0.42,0.29,-0.28,0,0,0,0,0,456,444,273,550,0,0,190,169,74,2
528.18,6.63,-1.38,3.33,-0.45,0.58,0.67,-0.42,0.3,-0.27,0,0,0,0,0,452,444,273,549,0,0,190,169,72,2
528.29,4.38,-0.19,2.88,-0.44,0.57,0.66,-0.42,0.3,-0.27,0,0,0,0,0,452,445,273,550,0,0,190,166,74,2
528.39,4.25,-0.52,2.46,-0.45,0.57,0.66,-0.42,0.3,-0.27,0,0,0,0,0,453,445,276,550,0,0,190,168,74,2
528.5,3.01,2.19,1.47,-0.45,0.58,0.66,-0.43,0.3,-0.27,0,0,0,0,0,453,445,275,548,0,0,190,168,74,2
528.6,2.18,0.52,0.76,-0.45,0.58,0.66,-0.42,0.3,-0.27,0,0,0,0,0,450,446,275,546,0,0,187,169,74,2
528.71,2.62,0.16,1.31,-0.45,0.58,0.66,-0.42,0.3,-0.27,0,0,0,0,0,451,446,275,546,0,0,178,167,73,2
528.81,3.54,-0.21,1.34,-0.45,0.57,0.66,-0.42,0.3,-0.27,0,0,0,0,0,450,445,276,545,0,0,178,169,74,2
528.92,3.78,0.35,1.58,-0.45,0.58,0.66,-0.42,0.3,-0.27,0,0,0,1,0,451,445,276,545,0,0,178,168,74,2
529.03,3.76,0.44,1.15,-0.45,0.57,0.66,-0.42,0.3,-0.27,0,0,0,0,0,453,445,281,545,0,0,174,167,74,2
529.13,3.51,0.02,1.95,-0.45,0.57,0.66,-0.42,0.3,-0.27,0,0,0,0,0,453,445,279,545,0,0,175,167,75,2
529.24,5.27,-0.41,1.52,-0.46,0.57,0.67,-0.42,0.3,-0.28,0,0,0,0,0,452,445,279,546,0,0,174,168,75,2
529.34,3.62,0.03,1.32,-0.45,0.56,0.67,-0.42,0.3,-0.28,0,0,0,0,0,452,446,280,546,0,0,175,169,75,2
529.45,2.87,-0.2,1.37,-0.46,0.57,0.66,-0.42,0.3,-0.27,0,0,0,0,0,451,446,278,546,0,0,174,168,75,2
529.55,4.3,0.16,1.3,-0.45,0.57,0.67,-0.42,0.3,-0.27,0,0,0,0,0,455,446,278,546,0,0,174,169,75,2
529.66,4.3,0.38,1.6,-0.45,0.56,0.66,-0.42,0.3,-0.28,0,0,0,0,0,456,446,278,547,0,1,174,168,75,2
529.76,2.12,0.41,0.74,-0.45,0.58,0.66,-0.42,0.29,-0.28,0,0,0,0,0,455,445,280,546,0,0,174,169,76,2
529.87,2.77,0.26,1.64,-0.45,0.57,0.66,-0.42,0.3,-0.28,0,0,0,0,0,457,444,280,547,1,0,174,167,76,2
529.98,0.21,1.9,-2.29,-0.46,0.57,0.67,-0.42,0.3,-0.27,0,0,0,0,0,460,445,280,547,0,0,187,164,76,2
530.08,8.48,2.22,2.25,-0.43,0.57,0.67,-0.42,0.3,-0.28,0,0,0,0,0,462,442,279,548,0,0,170,144,76,2
530.19,8.04,1.28,4.09,-0.44,0.56,0.66,-0.42,0.3,-0.29,0,0,0,0,0,460,437,265,547,0,0,189,157,69,2
530.29,3.01,-3.33,-0.57,-0.45,0.54,0.67,-0.42,0.29,-0.28,0,0,0,0,0,460,436,272,548,0,0,192,163,61,2
530.4,2.81,-3.67,1.47,-0.45,0.58,0.68,-0.42,0.29,-0.28,0,0,0,0,0,464,445,279,547,0,0,168,157,66,2
530.5,1.4,-0.34,1.64,-0.45,0.6,0.64,-0.42,0.29,-0.27,0,0,0,0,0,466,445,280,549,0,0,182,160,70,2
530.61,7.71,3.75,2.13,-0.45,0.55,0.67,-0.43,0.3,-0.28,0,0,0,0,0,467,441,278,550,0,0,187,166,68,2
530.72,5.07,0.08,0.16,-0.45,0.55,0.69,-0.43,0.3,-0.28,0,0,0,0,0,465,439,277,550,0,0,190,172,58,2
530.82,4.03,-3.04,0.15,-0.45,0.58,0.66,-0.43,0.3,-0.27,0,1,0,0,0,470,444,280,550,0,0,188,160,65,2
530.93,3.06,1.25,4.05,-0.45,0.57,0.66,-0.43,0.29,-0.28,0,0,0,0,0,469,444,278,550,0,0,189,168,64,2
531.03,3.01,-0.17,0.96,-0.45,0.57,0.66,-0.43,0.3,-0.28,0,0,0,0,0,468,443,277,550,0,0,190,167,65,2
531.14,3.87,-0.35,2.66,-0.45,0.56,0.67,-0.42,0.3,-0.28,0,0,0,0,0,466,444,275,550,0,0,186,167,65,2
531.24,4.3,-1.28,2.19,-0.46,0.57,0.67,-0.42,0.29,-0.28,0,0,0,0,0,466,444,275,549,0,0,185,206,66,2
531.35,4.72,-1,2.37,-0.46,0.55,0.67,-0.42,0.3,-0.27,0,0,0,0,0,464,444,273,549,0,0,173,205,67,2
