time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,P1,P2,P3,P4,P5,F1,F2,F3,F4,B1,B2,B3,S1,S2,class
286.81,-2.7,17.89,-42.67,-0.36,0.48,0.85,-0.01,0.4,-0.49,0,0,0,0,0,709,845,640,803,0,234,696,453,262,2
286.92,-54.23,23.69,-40.01,0.29,0.37,1.42,0,0.4,-0.49,0,0,0,0,0,754,856,642,761,1,271,760,462,250,2
287.02,-135.43,35.08,67.29,0,0.76,0.87,0,0.25,-0.51,0,0,0,0,0,755,852,631,744,0,311,746,466,262,2
287.13,-96.12,84.01,121.76,-0.02,0.84,0.57,0.04,0.11,-0.48,0,0,0,0,0,750,854,639,737,0,304,695,433,274,2
287.23,-95.02,108.12,120.97,-0.12,0.6,0.51,0.08,0.04,-0.44,0,0,0,0,0,747,850,651,743,0,283,665,392,280,2
287.34,43.27,110.74,106.5,-0.14,0.56,0.57,0.11,-0.02,-0.42,0,0,0,0,0,771,884,706,802,0,274,662,452,294,2
287.45,3.69,16.95,38.51,-0.31,0.5,0.6,0.13,-0.03,-0.4,0,0,0,0,0,794,920,725,812,0,306,686,391,292,2
287.55,28.22,2.15,19.22,-0.36,0.72,0.44,0.12,-0.03,-0.4,0,0,0,0,0,794,920,726,818,0,319,690,390,298,2
287.66,-1.72,0.72,2.95,-0.36,0.6,0.7,0.12,-0.01,-0.41,0,0,0,0,0,793,919,721,813,0,315,684,389,315,2
287.76,52,2.16,18.85,-0.37,0.55,0.78,0.11,0,-0.42,0,0,0,0,0,794,922,722,812,0,305,684,389,336,2
287.87,-1.56,-8.95,1.27,-0.34,0.57,0.62,0.11,0,-0.42,0,0,0,0,0,792,921,722,815,0,308,674,403,341,2
287.97,6.78,2.52,-1.13,-0.37,0.64,0.6,0.11,0.01,-0.43,0,0,0,0,0,791,922,719,810,0,304,674,401,340,2
288.08,-5.28,2.23,-0.74,-0.36,0.64,0.69,0.11,0.02,-0.43,0,0,0,0,0,791,922,718,803,0,295,674,415,337,2
288.18,4.48,-0.3,2.11,-0.38,0.62,0.75,0.11,0.02,-0.43,1,0,0,0,0,791,921,718,798,0,289,672,415,335,2
288.29,6.21,-7.39,-0.25,-0.36,0.58,0.65,0.1,0.02,-0.43,0,0,0,0,0,788,918,715,795,0,285,672,416,334,2
288.39,7.06,4.12,6.05,-0.38,0.63,0.64,0.1,0.02,-0.43,0,0,0,0,0,788,919,711,804,0,282,671,411,335,2
288.5,9.36,8.63,7.87,-0.36,0.57,0.7,0.11,0.02,-0.42,0,0,0,1,0,788,924,715,814,0,289,677,429,337,2
288.61,-17.26,0.49,-2.77,-0.4,0.62,0.69,0.11,0.01,-0.42,0,0,0,0,0,798,930,730,817,0,293,681,439,341,2
288.71,1.18,2.84,4.19,-0.33,0.71,0.57,0.12,-0.01,-0.42,0,0,0,0,0,796,927,731,812,0,294,685,454,342,2
288.82,9.35,1.23,-2.52,-0.34,0.62,0.67,0.11,0,-0.42,0,0,0,0,0,795,926,730,807,0,294,685,461,342,2
288.92,8.41,3.01,-2.33,-0.35,0.67,0.66,0.12,0,-0.42,0,0,0,0,0,795,926,728,807,0,291,681,459,341,2
289.03,13.11,-2.75,-0.11,-0.36,0.65,0.69,0.12,0,-0.42,0,0,0,0,0,796,926,730,805,0,290,679,457,336,2
289.13,2.2,-4.18,0.81,-0.36,0.63,0.6,0.12,0,-0.42,0,0,0,0,0,793,923,726,804,0,290,677,455,336,2
289.24,0.24,2.82,2.01,-0.35,0.66,0.63,0.12,0,-0.42,0,0,0,0,0,791,922,724,801,0,290,676,448,335,2
289.35,3.2,2.45,3.01,-0.38,0.64,0.64,0.12,0,-0.42,0,0,0,0,0,791,920,724,801,0,284,677,461,336,2
