time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,P1,P2,P3,P4,P5,F1,F2,F3,F4,B1,B2,B3,S1,S2,class
43.42,2.4,5.34,-15.5,-0.11,0.77,0.68,-0.37,0.19,-0.34,0,0,0,0,0,659,767,602,676,0,12,540,647,250,2
43.53,-30.69,20.48,-47.76,0.2,0.88,0.75,-0.35,0.18,-0.36,0,0,0,0,0,676,805,592,666,0,13,636,657,248,2
43.63,-110.21,52.49,28.81,0.15,0.95,0.67,-0.3,0.11,-0.38,0,0,0,0,0,674,814,577,634,0,14,642,661,248,2
43.74,-112.6,117.99,31.94,0.07,0.77,0.36,-0.23,0.03,-0.39,0,0,0,0,0,652,796,556,621,0,15,625,651,251,2
43.85,-166.77,187.97,-20.27,0.07,0.79,-0.12,-0.13,-0.08,-0.35,0,0,0,0,0,641,777,555,613,0,16,608,641,255,2
43.95,-50.19,252.49,-5.59,0.36,1.03,-0.3,0.01,-0.16,-0.27,0,0,0,0,0,649,775,598,618,0,16,574,647,259,2
44.06,59.74,237.22,38.16,0.41,1.05,-0.08,0.11,-0.18,-0.22,0,0,0,0,0,667,802,638,658,0,16,605,555,256,2
44.16,180.83,168.51,79.63,0.09,0.83,0.2,0.14,-0.16,-0.24,0,0,0,0,0,678,830,657,699,0,45,620,402,246,2
44.27,132.49,77.66,62.4,-0.22,0.63,0.46,0.13,-0.09,-0.33,0,0,0,0,0,674,847,652,701,0,67,626,391,233,2
44.37,31.4,2.55,20.49,-0.19,0.59,0.66,0.14,-0.08,-0.35,0,0,0,0,0,669,859,654,701,0,88,625,386,231,2
44.48,-4.78,10.31,-9.62,-0.35,0.79,0.6,0.14,-0.06,-0.36,0,0,0,1,0,683,874,664,706,0,94,630,381,235,2
44.58,29.16,-3.06,9.22,-0.29,0.77,0.62,0.14,-0.05,-0.36,0,0,0,0,0,687,881,683,708,0,93,634,384,234,2
44.69,-15.46,-2.69,-2.84,-0.25,0.91,0.42,0.15,-0.05,-0.36,0,0,0,0,0,686,882,689,714,0,96,634,387,236,2
44.79,-1.88,0.84,2.14,-0.26,0.74,0.58,0.14,-0.05,-0.37,0,0,0,0,0,680,881,687,708,0,95,633,387,236,2
44.9,8.99,4.51,-2.55,-0.28,0.83,0.44,0.14,-0.05,-0.38,0,0,0,0,0,679,880,689,706,0,97,633,389,237,2
45.01,1.27,3.04,-2.7,-0.24,0.8,0.47,0.14,-0.04,-0.38,0,0,0,0,0,674,878,685,699,0,92,632,385,234,2
45.11,-6.42,9.17,-3.33,-0.26,0.86,0.54,0.15,-0.04,-0.37,0,0,0,0,0,675,881,684,699,0,93,633,384,226,2
45.22,2.73,2.51,4.31,-0.25,0.77,0.58,0.16,-0.05,-0.36,0,0,0,0,0,672,881,683,696,0,94,632,380,226,2
45.32,-9.14,-0.09,-1.01,-0.29,0.82,0.57,0.16,-0.06,-0.36,0,0,0,0,0,671,881,681,693,0,93,630,379,227,2
45.43,7.9,-9.87,3.89,-0.27,0.81,0.55,0.15,-0.06,-0.36,0,0,0,0,0,673,881,681,697,0,93,632,365,228,2
45.53,2.29,-10.77,0.61,-0.27,0.73,0.53,0.15,-0.05,-0.37,0,0,0,0,0,669,880,678,695,0,93,630,374,228,2
45.64,10.32,-3.4,2.83,-0.26,0.78,0.48,0.14,-0.05,-0.37,0,0,0,0,0,668,879,674,695,0,94,628,373,228,2
45.74,2.23,-0.28,-0.32,-0.28,0.79,0.48,0.14,-0.05,-0.37,0,0,0,0,0,667,880,673,693,0,91,627,374,227,2
45.85,-0.47,3.82,0.59,-0.28,0.78,0.55,0.14,-0.05,-0.36,0,0,0,0,0,667,879,673,692,0,88,628,380,226,2
45.96,-0.65,-1.97,2.17,-0.28,0.76,0.55,0.15,-0.05,-0.36,0,0,0,0,0,666,879,671,693,0,86,629,397,227,2
46.06,3.54,-1.99,2.07,-0.27,0.78,0.53,0.14,-0.05,-0.36,0,0,0,0,0,667,879,670,691,0,87,628,400,228,2
46.17,0.52,-1.35,2.56,-0.28,0.81,0.51,0.14,-0.05,-0.36,0,0,0,0,0,667,879,671,692,0,84,627,406,228,2
46.27,9.06,1.29,2.98,-0.28,0.78,0.49,0.14,-0.05,-0.37,0,0,1,0,0,667,880,673,693,0,84,625,416,228,2
46.38,0.74,2.03,1.84,-0.34,0.78,0.51,0.14,-0.05,-0.37,0,0,0,0,0,668,879,672,693,0,83,627,419,228,2
46.48,3.95,6.34,4.67,-0.31,0.77,0.57,0.14,-0.05,-0.37,0,0,0,0,0,668,880,674,694,1,82,630,426,228,2
46.59,-1.31,-4.27,-1.46,-0.28,0.77,0.57,0.15,-0.05,-0.37,0,0,0,0,0,669,881,675,694,0,80,630,438,229,2
46.7,8.59,-9.94,-2.6,-0.31,0.83,0.5,0.14,-0.05,-0.37,0,0,0,0,0,668,881,673,694,0,82,630,432,228,2
46.8,5.29,-4.87,0.55,-0.29,0.8,0.48,0.14,-0.05,-0.37,0,0,0,0,0,668,882,674,693,0,83,629,429,229,2
46.91,-1.03,4.66,1.61,-0.29,0.8,0.5,0.13,-0.05,-0.38,0,0,0,0,0,670,882,674,694,0,83,629,429,229,2
47.01,0,4.66,5.81,-0.31,0.81,0.53,0.13,-0.05,-0.37,0,0,0,1,0,672,883,677,696,0,80,632,436,229,2
