time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,P1,P2,P3,P4,P5,F1,F2,F3,F4,B1,B2,B3,S1,S2,class
40.56,4.75,0.11,4.67,0.05,-0.99,-0.23,0.27,0.52,0.13,0,0,0,0,0,555,747,236,698,0,560,577,666,200,1
40.66,3.37,0.27,3.3,0.05,-0.99,-0.22,0.27,0.52,0.13,0,0,0,0,0,554,747,237,698,0,559,577,666,200,1
40.77,-1.63,-1.89,2.08,0.06,-0.99,-0.23,0.27,0.52,0.13,0,0,0,0,0,554,746,236,698,0,560,577,666,200,1
40.87,1.6,-2.65,1.97,0.06,-0.97,-0.27,0.27,0.53,0.13,0,0,0,0,0,555,747,234,698,0,560,577,667,200,1
40.98,3.68,-0.26,2.56,0.05,-1,-0.25,0.27,0.52,0.13,0,0,0,0,0,554,747,234,698,0,559,578,666,200,1
41.09,6.07,1.26,0.25,0.05,-0.99,-0.25,0.27,0.52,0.13,0,0,0,0,0,554,745,234,698,0,559,578,666,200,1
41.19,3.95,-0.16,1.2,0.05,-0.97,-0.24,0.27,0.52,0.12,0,0,0,0,0,554,745,234,697,0,560,577,667,200,1
41.3,5.12,0.96,-0.5,0.05,-0.97,-0.25,0.27,0.52,0.13,0,0,0,0,0,554,747,236,698,0,560,578,668,200,1
41.4,4.99,2.09,0.29,0.06,-0.99,-0.22,0.27,0.52,0.14,0,0,0,0,0,553,748,236,697,0,559,579,668,200,1
41.51,2.64,-0.04,1.93,0.05,-0.99,-0.24,0.27,0.52,0.13,0,0,0,0,0,555,746,235,697,0,560,578,668,201,1
41.61,4.08,0.15,0.21,0.05,-0.97,-0.25,0.27,0.52,0.13,0,0,0,1,0,554,748,236,698,0,560,578,668,202,1
41.72,5.68,0.16,2.62,0.06,-0.98,-0.23,0.27,0.52,0.12,0,0,0,0,0,553,746,236,697,0,560,578,668,201,1
41.83,5.31,1.92,2.52,0.06,-1,-0.22,0.27,0.52,0.13,0,0,0,0,0,553,746,235,698,0,561,578,669,201,1
41.93,2.81,0.28,1.31,0.06,-0.97,-0.24,0.27,0.52,0.13,0,0,1,0,0,554,746,235,699,0,560,579,668,201,1
42.04,2.43,-1.6,1.97,0.05,-0.97,-0.25,0.27,0.52,0.13,0,0,0,0,0,554,746,235,698,0,561,578,669,201,1
42.14,3.45,0.32,0.27,0.06,-0.98,-0.26,0.27,0.52,0.13,0,0,0,0,0,554,747,236,698,0,561,580,669,201,1
42.25,4.05,2.02,2.15,0.07,-0.99,-0.25,0.27,0.52,0.13,0,0,1,0,0,554,748,237,699,0,561,580,669,201,1
42.35,1.52,7.22,-0.09,0.05,-1.04,-0.32,0.27,0.52,0.13,0,0,0,0,0,555,750,242,699,0,562,583,669,202,1
42.46,-6.84,26.4,-11.52,0.05,-1.03,-0.38,0.26,0.53,0.14,0,0,0,0,0,557,746,246,701,0,565,587,669,204,1
42.56,-9.97,40.71,-11.16,0.04,-1.01,-0.43,0.24,0.53,0.14,0,0,0,0,0,561,748,250,704,0,568,588,661,218,1
42.67,7.6,71.56,-0.28,0.06,-0.86,-0.45,0.22,0.54,0.16,0,0,0,0,0,560,747,250,703,0,567,582,626,300,1
42.78,8.52,92.12,11.02,0.07,-0.9,-0.36,0.19,0.54,0.2,0,0,0,0,0,558,744,247,700,0,560,580,606,312,1
