time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,P1,P2,P3,P4,P5,F1,F2,F3,F4,B1,B2,B3,S1,S2,class
28.61,6.97,-0.69,3.95,-0.28,0.96,0.06,-0.21,0.17,-0.41,0,0,326,344,0,365,479,465,772,0,370,663,407,0,1
28.72,10.12,1.55,2.84,-0.27,0.97,0.07,-0.21,0.17,-0.41,0,0,326,344,0,364,478,464,771,0,372,662,407,0,1
28.82,5.46,0.42,1.64,-0.27,0.95,0.08,-0.22,0.17,-0.41,0,0,326,344,0,364,478,465,771,0,370,664,407,0,1
28.93,5.94,-0.38,1.09,-0.28,0.97,0.07,-0.22,0.17,-0.41,0,0,326,344,0,364,477,465,771,0,371,663,408,0,1
29.03,7.48,-0.68,2.39,-0.28,0.95,0.08,-0.22,0.17,-0.41,0,0,326,344,0,363,477,465,770,1,369,663,409,0,1
29.14,6.74,-1.72,2,-0.28,0.96,0.07,-0.22,0.17,-0.41,0,0,325,344,0,363,477,465,770,0,370,663,408,0,1
29.25,5.95,-2.46,-1.22,-0.28,0.96,0.08,-0.21,0.17,-0.41,0,0,325,344,0,363,476,464,770,0,368,661,409,0,1
29.35,5.89,-2.34,3.82,-0.29,0.97,0.06,-0.22,0.17,-0.41,0,0,325,344,0,363,476,466,770,0,368,662,408,0,1
29.46,2.12,1.17,4.23,-0.28,0.94,0.08,-0.22,0.17,-0.41,0,0,325,344,0,364,479,467,773,1,369,663,409,0,1
29.56,3.46,-1.95,1.93,-0.28,0.94,0.08,-0.21,0.17,-0.4,0,0,325,344,0,364,480,466,772,0,368,663,407,0,1
29.67,3.01,-0.14,0.74,-0.28,0.96,0.07,-0.22,0.18,-0.41,0,0,325,344,0,365,479,467,772,0,368,661,404,0,1
29.77,0.29,1.34,-0.81,-0.27,0.98,0.07,-0.22,0.17,-0.4,0,0,325,344,0,364,479,466,773,0,367,661,401,0,1
29.88,-2.64,-1.77,-0.34,-0.28,1.01,0.04,-0.22,0.17,-0.4,0,0,325,344,0,363,478,466,771,0,364,658,402,0,1
29.98,8.09,-6.12,3.79,-0.28,1.07,0.1,-0.22,0.17,-0.4,0,0,325,344,0,366,488,466,775,0,362,670,399,0,1
30.09,24.93,-23.36,19.42,-0.26,1.1,0.32,-0.23,0.19,-0.37,0,0,327,342,0,375,529,472,796,0,364,681,398,0,1
30.2,13.09,-79.48,45.6,-0.29,0.9,0.35,-0.27,0.22,-0.38,0,0,327,339,0,377,541,474,791,0,366,683,412,0,1
30.3,57.32,-106.24,46.64,-0.38,0.94,0.15,-0.33,0.27,-0.32,0,0,327,340,0,375,509,467,771,0,380,668,433,0,1
30.41,1.13,-125.68,21.66,-0.52,0.75,0.11,-0.37,0.31,-0.25,0,0,326,341,0,367,497,423,751,0,392,657,426,0,1
30.51,-40.65,-158.11,11.18,-0.48,0.72,-0.05,-0.4,0.32,-0.17,0,0,326,344,0,354,481,392,731,0,401,633,404,0,1
30.62,2.46,-140.11,-23.49,-0.37,0.57,-0.11,-0.42,0.33,-0.06,0,0,325,342,0,336,461,337,708,0,401,612,360,0,1
30.72,25.66,-79.97,-37.61,-0.41,0.93,-0.6,-0.41,0.31,0.01,0,0,322,343,0,329,449,342,705,0,402,610,255,0,1
30.83,102.22,-44.82,-19.53,-0.34,0.87,-0.14,-0.41,0.28,0.06,0,0,327,345,0,329,442,326,697,0,394,608,235,0,1
30.93,8.6,-3.5,-24.81,-0.2,1.02,-0.25,-0.4,0.26,0.05,1,0,325,346,0,340,455,345,709,0,391,607,221,0,1
31.04,22.35,-39.33,-13.63,-0.13,1.17,-0.37,-0.4,0.26,0.07,0,0,309,348,0,349,454,380,718,0,420,603,209,81,1
31.15,-0.49,-46.89,-9.96,-0.22,0.86,-0.25,-0.4,0.25,0.1,0,0,326,346,0,351,454,422,722,0,430,599,232,82,1
31.25,-11.23,-29.75,-20.36,-0.14,0.98,-0.49,-0.4,0.26,0.13,1,0,325,345,0,350,447,436,715,0,425,593,233,80,1
31.36,17.45,-1.28,-8.72,-0.19,1.05,-0.46,-0.4,0.26,0.14,0,0,314,343,0,349,443,440,717,0,414,588,234,78,1
31.46,38.66,18.11,4.36,-0.17,1,-0.21,-0.41,0.25,0.13,0,0,324,330,0,349,446,443,721,0,407,586,234,79,1
31.57,1.95,11.87,-0.12,-0.18,0.87,-0.08,-0.41,0.24,0.12,0,0,324,333,0,349,450,443,724,0,405,583,235,80,1
31.67,-2.2,-1.22,-10.03,-0.17,1,-0.28,-0.41,0.24,0.12,0,0,325,330,0,349,448,442,721,0,406,589,227,81,1
31.78,6.89,1.34,-0.1,-0.16,0.97,-0.26,-0.42,0.23,0.12,0,0,325,329,0,348,443,443,720,0,403,590,231,79,1
31.89,-0.32,6.26,-0.47,-0.1,0.99,-0.24,-0.42,0.23,0.12,0,0,324,329,0,348,443,442,718,0,400,591,234,82,1
31.99,-9.98,2.47,-1.97,-0.11,0.99,-0.31,-0.42,0.23,0.1,0,0,0,329,0,348,442,442,717,0,402,590,234,82,1
32.1,15.92,2.76,-1.86,-0.16,0.88,-0.15,-0.42,0.23,0.1,0,0,0,324,0,349,444,443,717,0,400,588,228,82,1
