time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,F1,F2,F3,F4,B1,B2,S1,S2,S3,S4,class
1442.81,8.72,3.87,8.11,-0.24,0.53,0.83,-0.12,0.33,-0.48,0,0,0,0,0,1,729,360,291,180,3
1442.92,10.27,-4.33,5.06,-0.22,0.51,0.80,-0.12,0.32,-0.48,0,0,0,0,0,0,727,358,288,185,3
1443.02,7.30,-7.11,-0.38,-0.24,0.49,0.82,-0.12,0.33,-0.48,0,0,0,0,0,0,727,356,285,188,3
1443.13,-1.96,-6.29,-1.19,-0.24,0.51,0.78,-0.13,0.33,-0.47,0,0,0,0,0,0,729,355,280,187,3
1443.23,8.40,-2.01,1.60,-0.25,0.50,0.78,-0.12,0.33,-0.47,0,0,0,0,0,0,730,353,278,191,3
1443.34,11.23,-1.44,0.21,-0.25,0.51,0.77,-0.13,0.33,-0.47,0,0,0,0,0,0,730,353,280,192,3
1443.44,14.76,-2.93,-0.47,-0.26,0.51,0.79,-0.13,0.34,-0.47,0,0,0,0,0,0,733,353,285,192,3
1443.55,9.62,-0.02,4.80,-0.25,0.49,0.82,-0.13,0.35,-0.46,0,0,0,0,0,0,737,354,289,192,3
1443.66,11.42,4.32,8.04,-0.26,0.46,0.78,-0.13,0.35,-0.47,0,0,0,0,0,0,739,348,288,189,3
1443.76,11.22,5.07,3.46,-0.26,0.45,0.83,-0.12,0.35,-0.47,1,0,0,0,0,0,738,344,289,186,3
1443.87,5.01,3.14,2.56,-0.25,0.46,0.86,-0.12,0.35,-0.47,0,0,0,0,0,0,739,344,290,188,3
1443.97,2.40,-0.91,0.88,-0.25,0.47,0.83,-0.12,0.35,-0.47,1,0,0,0,0,0,739,345,288,188,3
1444.08,-0.44,-0.06,1.69,-0.25,0.45,0.84,-0.12,0.35,-0.46,0,0,0,0,0,0,738,344,289,189,3
1444.18,3.19,-1.03,0.42,-0.26,0.44,0.82,-0.12,0.35,-0.46,0,0,0,0,0,0,738,345,291,190,3
1444.29,4.69,0.93,0.59,-0.26,0.45,0.82,-0.12,0.35,-0.46,0,0,0,0,0,0,739,344,289,190,3
1444.39,6.91,0.40,0.62,-0.26,0.47,0.85,-0.12,0.36,-0.47,0,0,0,0,0,0,738,345,290,191,3
1444.50,7.24,-1.23,1.93,-0.26,0.47,0.83,-0.12,0.35,-0.46,0,0,0,0,0,0,739,345,290,191,3
1444.60,6.17,-2.77,0.72,-0.25,0.45,0.81,-0.13,0.36,-0.46,0,0,0,0,0,0,739,343,290,190,3
1444.71,1.72,3.19,1.58,-0.27,0.50,0.77,-0.13,0.35,-0.47,0,0,0,1,0,0,738,342,286,190,3
1444.82,5.08,4.72,4.45,-0.26,0.47,0.83,-0.12,0.35,-0.47,0,0,0,0,0,0,739,343,291,190,3
1444.92,5.65,-0.59,2.13,-0.26,0.46,0.84,-0.12,0.35,-0.47,0,0,0,0,0,0,740,343,291,189,3
1445.03,3.41,-0.81,2.64,-0.26,0.47,0.80,-0.12,0.35,-0.47,0,0,0,0,0,0,741,343,289,191,3
1445.13,5.64,0.90,2.11,-0.26,0.46,0.81,-0.12,0.35,-0.47,0,0,0,0,0,0,740,343,291,190,3
1445.24,6.91,1.07,1.52,-0.26,0.45,0.83,-0.12,0.35,-0.47,0,0,0,0,1,0,741,343,291,190,3
1445.34,2.28,-0.30,0.17,-0.26,0.45,0.85,-0.13,0.35,-0.48,0,0,0,0,0,0,741,343,292,190,3
1445.45,1.63,-1.32,-0.72,-0.25,0.47,0.82,-0.13,0.35,-0.48,0,0,0,0,0,0,741,343,293,190,3
1445.55,-0.35,-0.29,-1.30,-0.26,0.47,0.84,-0.12,0.35,-0.47,0,0,0,0,0,0,740,343,293,190,3
1445.66,-0.38,-0.26,1.09,-0.24,0.47,0.82,-0.12,0.35,-0.47,0,0,0,0,0,0,740,344,296,189,3
1445.77,3.54,1.13,-0.64,-0.24,0.43,0.75,-0.12,0.35,-0.47,0,0,0,0,0,0,740,342,294,186,3
1445.87,7.20,4.66,-1.40,-0.26,0.49,0.84,-0.12,0.35,-0.47,0,0,0,0,0,0,741,344,299,186,3
1445.98,4.28,2.29,2.67,-0.24,0.50,0.88,-0.12,0.36,-0.47,0,0,1,0,0,0,742,344,301,188,3
1446.08,0.67,-5.21,2.09,-0.24,0.46,0.84,-0.12,0.36,-0.46,0,0,0,1,0,0,742,345,298,188,3
1446.19,-1.33,-1.83,0.92,-0.23,0.44,0.75,-0.12,0.35,-0.47,0,0,0,0,0,0,741,345,313,186,3
1446.29,2.48,3.37,0.66,-0.24,0.48,0.81,-0.12,0.34,-0.47,0,0,0,0,0,0,741,345,319,186,3
1446.40,2.62,1.71,1.70,-0.25,0.48,0.83,-0.12,0.34,-0.47,0,0,0,0,0,0,741,345,323,187,3
1446.50,5.50,-2.09,1.09,-0.24,0.47,0.84,-0.12,0.34,-0.47,0,0,0,0,0,0,741,345,322,187,3
1446.61,3.37,-1.02,0.27,-0.24,0.47,0.81,-0.12,0.35,-0.47,0,0,0,0,0,0,741,345,319,186,3
1446.71,2.40,1.35,2.18,-0.25,0.50,0.81,-0.12,0.35,-0.47,0,0,0,0,0,0,741,346,322,186,3
1446.82,5.55,0.62,2.47,-0.25,0.46,0.83,-0.12,0.35,-0.47,0,0,0,0,0,0,741,345,324,184,3
1446.93,2.20,-0.22,-0.05,-0.24,0.48,0.80,-0.12,0.34,-0.47,0,0,0,0,0,0,742,346,325,184,3
1447.03,3.39,-0.78,0.88,-0.24,0.47,0.82,-0.12,0.35,-0.47,0,0,0,0,0,0,741,346,325,185,3
1447.14,3.39,0.75,0.64,-0.24,0.46,0.80,-0.12,0.35,-0.46,0,0,0,0,0,0,741,345,323,185,3
1447.24,12.60,-0.61,0.81,-0.23,0.47,0.82,-0.12,0.35,-0.47,0,0,0,0,0,0,741,346,322,186,3
1447.35,45.73,-9.09,7.18,-0.30,0.71,0.97,-0.13,0.36,-0.47,0,0,0,0,0,0,739,348,296,193,3
1447.45,11.40,-65.09,38.15,-0.26,0.72,1.09,-0.15,0.38,-0.45,0,0,0,0,0,0,723,346,278,213,3
1447.56,27.76,-102.22,78.66,-0.43,0.45,1.00,-0.19,0.41,-0.42,0,0,0,0,0,0,692,311,220,284,3
1447.66,-6.34,-99.72,74.57,-0.53,0.04,0.78,-0.24,0.45,-0.38,0,0,0,0,0,0,696,221,118,297,3
1447.77,-0.19,-95.70,41.87,-0.65,-0.16,0.54,-0.28,0.46,-0.35,0,0,0,0,0,0,741,123,1,239,3
1447.88,-85.60,-67.88,-18.09,-0.92,-0.23,0.28,-0.33,0.44,-0.32,0,0,0,0,0,0,757,28,0,174,3
1447.98,-47.89,-70.62,-16.94,-0.78,0.22,0.19,-0.37,0.39,-0.31,0,0,0,0,0,0,757,0,0,131,3
