time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,P1,P2,P3,P4,P5,F1,F2,F3,F4,B1,B2,B3,S1,S2,class
55.01,-2.07,0.44,3.05,-0.03,1.02,-0.18,-0.42,0.17,0.08,0,0,282,314,0,354,459,456,723,0,355,603,256,91,3
55.12,5.62,1.96,5,-0.07,0.97,-0.12,-0.42,0.18,0.08,0,0,285,315,0,355,460,454,722,0,355,605,249,91,3
55.22,4.19,2.78,4.03,-0.04,0.97,-0.09,-0.42,0.17,0.08,0,0,287,316,0,355,461,454,724,0,355,605,251,91,3
55.33,1.7,2.69,0.58,-0.08,0.97,-0.15,-0.42,0.18,0.07,0,0,286,317,0,355,461,454,723,0,355,605,254,91,3
55.43,-1.43,3.12,-3.84,-0.07,0.99,-0.14,-0.42,0.18,0.07,0,0,287,317,0,355,462,456,723,0,355,605,254,92,3
55.54,12.54,-6.34,5.04,-0.02,1.01,-0.13,-0.42,0.18,0.07,0,0,286,317,0,355,461,456,724,0,355,606,257,91,3
55.64,16.24,-1.03,7.26,-0.07,0.99,-0.16,-0.42,0.17,0.08,0,0,287,317,0,355,459,455,720,0,355,607,252,90,3
55.75,-3.61,2.91,-4.54,-0.07,1,-0.14,-0.42,0.17,0.08,0,0,289,316,0,356,470,455,721,0,359,609,259,92,3
55.85,10.74,-12.2,7.41,0,1.35,-0.11,-0.42,0.17,0.07,0,0,289,317,0,367,492,462,737,0,363,626,270,94,3
55.96,51.9,-61.78,94.6,-0.06,1.28,-0.09,-0.4,0.19,0.1,0,0,299,324,0,372,535,474,744,0,381,633,295,0,3
56.06,-70.73,-23.02,103.96,-0.27,0.87,-0.09,-0.38,0.22,0.14,0,0,317,326,0,358,506,413,712,0,404,645,271,0,3
56.17,-87.33,-0.31,73.55,-0.41,0.79,-0.17,-0.37,0.29,0.15,0,0,303,324,0,349,492,398,700,0,412,651,269,0,3
56.28,-87.96,18.4,51.52,-0.61,0.64,-0.28,-0.36,0.35,0.14,0,0,308,339,0,336,482,388,688,0,412,647,280,0,3
56.38,-44.92,39.83,44.38,-0.57,0.55,-0.32,-0.36,0.4,0.1,0,0,314,339,0,334,479,387,684,0,406,632,294,33,3
56.49,-42.05,40.83,34.87,-0.68,0.61,-0.45,-0.36,0.42,0.07,0,0,321,339,0,335,478,395,687,0,399,622,313,88,3
56.59,-18.73,36.92,33.6,-0.79,0.52,-0.38,-0.37,0.45,0.03,0,0,318,330,0,338,477,390,688,0,396,619,352,100,3
56.7,-39.31,37.69,28.97,-0.78,0.59,-0.39,-0.36,0.46,0,0,0,317,337,0,346,480,396,691,0,396,620,377,112,3
