time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,P1,P2,P3,P4,P5,F1,F2,F3,F4,B1,B2,B3,S1,S2,class
342.68,2.48,2.06,2.04,-0.24,0.78,0.54,-0.21,0.18,-0.44,0,0,0,0,0,750,858,662,774,0,183,715,240,239,3
342.79,3.46,1.42,2.44,-0.24,0.78,0.54,-0.21,0.18,-0.45,0,0,0,0,0,752,860,664,776,0,183,715,240,239,3
342.89,1.44,3.21,0.81,-0.23,0.78,0.54,-0.21,0.18,-0.44,0,0,0,0,0,752,860,664,777,0,184,715,238,240,3
343,2.28,-2.05,-0.52,-0.23,0.79,0.53,-0.21,0.18,-0.45,0,0,0,0,0,752,860,664,777,0,183,716,238,240,3
343.11,3.65,-1.91,-1.21,-0.22,0.8,0.54,-0.21,0.18,-0.44,0,0,0,0,0,751,858,662,776,0,183,715,240,241,3
343.21,3.15,-3.99,-0.27,-0.21,0.81,0.53,-0.22,0.18,-0.44,0,0,0,0,0,751,858,661,774,0,183,716,239,239,3
343.32,2.59,0.58,1.76,-0.25,0.81,0.52,-0.21,0.18,-0.44,0,0,0,0,0,751,857,660,775,0,184,716,242,241,3
343.42,5.59,-1.37,1.51,-0.22,0.78,0.53,-0.22,0.18,-0.44,0,0,0,0,0,751,857,659,775,0,183,717,242,241,3
343.53,3.88,-5.08,-2.71,-0.23,0.79,0.53,-0.22,0.18,-0.44,0,0,0,0,0,750,855,657,774,0,184,722,244,240,3
343.63,3.72,-1.53,-1.02,-0.21,0.83,0.54,-0.22,0.18,-0.44,0,0,0,0,0,750,855,657,774,0,169,729,250,241,3
343.74,-4.34,-12.64,-1.25,-0.17,0.85,0.52,-0.23,0.18,-0.45,0,0,0,0,0,750,852,649,767,0,166,728,253,242,3
343.84,-3.75,-7.11,12.4,-0.2,0.93,0.54,-0.23,0.17,-0.43,0,0,0,0,1,750,851,646,764,0,163,742,268,244,3
343.95,18.42,-28.73,32.16,-0.2,0.98,0.6,-0.24,0.18,-0.43,0,0,0,0,0,749,851,639,763,0,144,760,274,246,3
344.05,66.84,-102.75,96.86,-0.48,0.68,1.2,-0.29,0.24,-0.4,0,0,0,0,0,751,853,632,764,0,148,776,288,257,3
344.16,-50.31,-118.47,78.16,-0.68,0.52,0.5,-0.37,0.28,-0.34,0,0,0,0,0,738,824,609,751,0,179,762,292,288,3
344.27,-84.48,-53.18,60.7,-0.8,0.41,0.25,-0.41,0.29,-0.27,0,0,0,0,0,717,808,606,743,0,237,735,287,304,3
344.37,-92.8,-17.12,51.88,-0.83,0.41,0.17,-0.42,0.29,-0.25,0,0,0,0,0,721,815,612,742,0,259,693,261,313,3
344.48,-65.59,-22.99,80.26,-0.78,0.22,0.04,-0.43,0.3,-0.25,0,0,0,0,0,719,822,627,761,0,274,688,261,320,3
344.58,-56.51,-38.9,51.01,-0.83,0.1,-0.05,-0.43,0.3,-0.24,0,0,0,0,0,714,820,642,773,0,279,681,295,328,3
344.69,-39,24.71,20.12,-0.77,0,-0.1,-0.43,0.3,-0.25,0,0,0,0,0,720,824,669,801,0,283,675,324,342,3
344.79,-14.26,1.87,4.21,-0.94,0.19,-0.03,-0.42,0.3,-0.27,0,0,0,0,0,732,839,691,817,0,281,699,333,376,3
344.9,-17.42,-6.75,-2.22,-1.1,0.22,-0.08,-0.42,0.3,-0.26,0,0,0,0,0,738,838,686,817,0,281,699,333,393,3
345.01,-39.9,19.06,-9.61,-0.95,0.3,-0.11,-0.42,0.28,-0.28,1,0,0,0,0,739,845,691,819,0,283,686,337,402,3
345.11,-33.15,22.97,-9.62,-0.96,0.19,-0.1,-0.41,0.25,-0.29,0,0,0,0,0,743,854,700,820,0,280,682,352,401,3
345.22,8.56,0.4,4.09,-1.02,0.22,-0.04,-0.4,0.24,-0.3,1,0,0,0,0,745,863,702,816,0,273,672,380,394,3
345.32,20.03,-17.42,1.72,-1,0.23,-0.1,-0.41,0.25,-0.29,0,0,0,0,0,746,862,706,818,1,279,669,383,395,3
345.43,26.32,-18.8,-1.29,-0.98,0.33,-0.18,-0.41,0.25,-0.27,0,0,0,0,0,744,857,702,815,0,281,661,356,391,3
345.53,11.53,-1,-1.57,-1,0.25,-0.14,-0.42,0.26,-0.27,0,0,0,0,0,743,855,705,814,0,279,664,356,389,3
345.64,15.27,-5.34,3.05,-0.94,0.27,-0.17,-0.42,0.27,-0.26,0,0,0,0,0,742,855,710,816,0,282,673,356,390,3
345.74,31.15,7.74,6.27,-0.98,0.23,-0.09,-0.42,0.27,-0.28,0,0,0,0,0,744,857,732,820,0,281,677,344,387,3
345.85,0.41,3.37,0.82,-0.98,0.31,-0.12,-0.42,0.28,-0.27,0,0,0,0,0,744,858,730,821,0,282,678,341,387,3
345.95,7.78,-0.75,1.89,-0.99,0.21,-0.02,-0.41,0.28,-0.27,0,0,0,0,0,743,859,725,820,0,280,680,340,387,3
346.06,2.43,0.28,-1.46,-0.98,0.24,-0.05,-0.41,0.28,-0.27,0,0,0,0,0,743,855,722,816,0,281,680,334,387,3
346.17,0.24,1.68,0.42,-0.99,0.25,-0.06,-0.42,0.28,-0.27,0,0,0,0,1,744,853,726,820,0,280,679,335,387,3
346.27,2.98,1.47,1.51,-0.97,0.24,-0.1,-0.42,0.28,-0.27,0,0,0,0,0,744,856,725,821,0,278,680,334,387,3
346.38,-1.41,1.42,-0.11,-0.98,0.27,-0.08,-0.42,0.28,-0.27,0,0,0,0,0,743,854,723,818,0,280,680,331,387,3
346.48,-5.51,0,-0.62,-1,0.21,-0.06,-0.42,0.28,-0.27,0,0,0,0,0,744,852,723,819,0,280,680,331,388,3
346.59,6.66,0.04,1.78,-0.98,0.23,-0.1,-0.42,0.28,-0.26,0,0,1,0,0,741,851,716,817,0,282,680,332,387,3
346.7,-0.47,1.52,0.1,-0.99,0.26,-0.09,-0.42,0.27,-0.26,0,0,0,0,0,741,851,714,815,0,280,678,332,387,3
346.8,0.32,-0.33,1.06,-0.98,0.23,-0.08,-0.42,0.27,-0.27,0,0,0,0,0,741,850,709,815,0,279,678,331,387,3
346.91,10.16,1.92,2.01,-0.99,0.21,-0.05,-0.42,0.28,-0.26,0,0,0,0,0,741,849,706,813,0,276,678,331,386,3
347.01,2.87,-3.38,0.35,-1,0.23,-0.05,-0.41,0.28,-0.27,0,0,0,1,0,740,849,704,813,0,280,677,330,386,3
347.12,14.37,0.53,5.69,-0.97,0.23,-0.06,-0.42,0.28,-0.27,0,0,0,0,0,742,850,720,817,0,276,678,330,388,3
347.22,4.13,-2.34,-1.78,-1.01,0.21,-0.06,-0.41,0.28,-0.26,0,0,0,0,0,741,850,716,816,0,274,677,330,387,3
347.33,-8.36,1.55,-3.85,-0.97,0.3,-0.1,-0.42,0.28,-0.26,0,0,0,0,0,740,848,711,814,0,272,675,328,385,3
347.43,-8.6,0.14,-0.83,-1,0.23,-0.06,-0.41,0.27,-0.27,0,0,0,0,0,741,848,712,813,0,274,675,328,384,3
347.54,8.73,3.31,3.07,-0.98,0.21,-0.1,-0.42,0.27,-0.27,0,0,0,0,0,739,850,710,814,0,275,676,329,384,3
347.64,6.4,3.8,-2.63,-0.99,0.28,-0.05,-0.41,0.27,-0.27,0,0,0,0,0,738,847,707,812,0,269,677,329,385,3
347.75,1.48,1.58,2.42,-1,0.29,-0.05,-0.41,0.27,-0.27,0,0,0,0,0,738,847,706,810,0,264,677,329,385,3
347.86,2.79,2.05,3.65,-0.98,0.21,-0.03,-0.41,0.27,-0.27,1,0,0,0,0,738,847,705,811,0,263,677,329,385,3
347.96,-1.53,-2.34,-2.89,-0.99,0.25,-0.07,-0.41,0.27,-0.27,0,0,0,0,0,739,848,709,813,0,263,676,329,385,3
348.07,7.02,-1.7,2.65,-0.96,0.27,-0.06,-0.41,0.27,-0.28,0,0,0,0,0,739,845,709,813,0,260,671,327,384,3
348.17,5.98,-0.25,3.37,-1.02,0.25,-0.06,-0.42,0.28,-0.27,0,0,0,0,0,740,841,706,814,0,266,675,324,384,3
348.28,3.41,-1.55,3.66,-0.98,0.23,-0.05,-0.42,0.29,-0.26,0,0,0,0,0,740,842,709,813,0,266,676,327,385,3
348.38,0.77,-4.03,-1.73,-0.99,0.25,-0.11,-0.42,0.27,-0.26,0,0,0,0,0,739,841,704,813,0,267,678,329,386,3
348.49,-7.37,0.36,-0.25,-0.99,0.28,-0.1,-0.41,0.27,-0.26,0,0,0,0,0,738,840,697,812,0,273,678,329,387,3
348.6,7.82,2.26,5.49,-0.97,0.21,-0.03,-0.41,0.28,-0.26,0,0,0,0,0,738,841,698,812,0,269,677,328,387,3
348.7,12.07,-1.99,1.46,-0.98,0.25,-0.07,-0.41,0.28,-0.27,0,0,0,0,0,736,841,695,810,0,272,676,327,388,3
348.81,0.37,2.56,1.22,-1,0.28,-0.06,-0.42,0.28,-0.27,0,0,0,0,0,740,843,707,815,0,275,676,328,388,3
348.91,-9.34,5.66,3.99,-1.02,0.2,0,-0.42,0.28,-0.28,0,0,0,0,0,741,849,713,816,0,268,677,329,385,3
349.02,-0.41,-12.68,-2.23,-0.99,0.18,-0.12,-0.41,0.27,-0.27,0,0,0,0,0,738,849,710,814,0,277,675,331,385,3
349.12,20.89,-0.44,3.8,-1,0.21,-0.13,-0.41,0.28,-0.27,0,0,0,0,0,738,849,706,814,0,282,677,335,388,3
349.23,-4.89,5.86,0.88,-1.04,0.31,-0.16,-0.42,0.28,-0.26,1,0,0,0,0,739,848,700,814,0,284,677,336,391,3
349.33,-5.96,-6.55,3.84,-0.97,0.14,-0.01,-0.42,0.28,-0.26,0,0,0,0,0,737,846,701,813,0,280,676,337,398,3
349.44,9.14,-7.85,1.44,-0.98,0.19,-0.19,-0.42,0.27,-0.25,0,0,0,0,0,738,846,698,813,0,280,674,343,414,3
349.55,31.35,1.58,3.11,-0.92,0.28,-0.13,-0.42,0.28,-0.25,0,0,0,0,0,738,849,700,814,0,279,676,343,423,3
349.65,13.34,6.2,0.8,-0.96,0.37,-0.04,-0.42,0.29,-0.26,0,0,0,0,0,738,848,701,813,0,278,677,340,425,3
349.76,31.14,-1.17,15.96,-1,0.24,-0.06,-0.42,0.3,-0.25,0,0,0,0,0,738,847,700,813,0,277,677,340,424,3
349.86,1.33,1.15,4.86,-0.96,0.25,-0.12,-0.42,0.3,-0.25,0,0,0,0,0,738,847,699,813,0,273,677,338,409,3
349.97,-12.56,0.9,-5.96,-0.99,0.19,-0.1,-0.42,0.3,-0.25,0,0,0,0,0,738,846,694,813,0,272,676,339,406,3
350.07,0.5,2.55,-0.11,-0.99,0.19,-0.07,-0.42,0.3,-0.26,0,0,0,0,0,737,843,693,812,0,271,677,335,403,3
350.18,-11.43,6.65,-5.7,-0.97,0.27,-0.13,-0.42,0.29,-0.25,0,0,0,0,0,737,842,692,812,0,272,677,334,398,3
350.29,6.69,1.94,5.17,-0.99,0.23,-0.03,-0.42,0.3,-0.26,0,0,0,0,0,737,842,693,813,0,271,678,334,399,3
350.39,1.09,-12.86,-5.64,-0.97,0.2,-0.08,-0.42,0.3,-0.26,0,0,0,0,0,739,841,699,815,0,275,679,332,401,3
350.5,-2.87,-1.92,-6.36,-0.97,0.26,-0.14,-0.42,0.28,-0.25,0,0,0,0,0,739,835,697,814,0,276,679,336,404,3
350.6,-2,9.07,-4.87,-1.01,0.27,-0.07,-0.42,0.28,-0.26,0,0,0,0,0,738,833,692,812,0,276,680,335,404,3
350.71,-2.82,8.17,5.64,-0.98,0.31,-0.03,-0.41,0.27,-0.27,0,0,0,0,0,738,834,692,812,0,274,679,333,403,3
350.81,11.56,-0.35,4.05,-0.99,0.16,-0.06,-0.41,0.28,-0.26,0,0,0,0,0,736,835,693,814,0,273,680,331,397,3
350.92,11.62,2.93,1.86,-0.98,0.24,-0.07,-0.41,0.28,-0.27,0,0,0,0,0,737,834,691,812,0,274,677,333,398,3
351.02,5.26,9.62,-0.26,-0.99,0.31,-0.05,-0.41,0.28,-0.27,0,0,0,0,0,736,844,691,809,0,261,673,336,403,3
351.13,1,-8.63,5.24,-1,0.29,-0.03,-0.41,0.27,-0.28,0,0,0,0,0,736,845,692,810,0,266,676,337,402,3
351.23,20.73,-16.43,9.57,-0.99,0.18,-0.13,-0.41,0.28,-0.26,0,0,0,0,0,736,845,694,812,0,278,676,345,403,3
351.34,1.48,-4.12,-4.85,-0.97,0.2,-0.14,-0.42,0.28,-0.26,0,0,0,0,0,738,841,697,813,0,279,676,343,401,3
351.45,13.43,9.37,0.84,-0.94,0.3,-0.1,-0.42,0.28,-0.26,0,0,0,0,0,738,840,694,813,0,279,678,341,404,3
351.55,3.65,0.18,3.9,-0.98,0.29,-0.09,-0.42,0.28,-0.27,0,0,0,0,0,736,835,691,811,0,276,678,335,403,3
351.66,35.39,6.87,5.01,-0.93,0.22,-0.04,-0.41,0.29,-0.27,0,0,0,0,0,736,834,691,812,0,274,678,335,405,3
351.76,-12.53,6.61,-13.49,-0.96,0.36,-0.04,-0.41,0.29,-0.27,0,0,0,0,0,737,840,693,814,0,277,681,336,412,3
351.87,6.15,2.44,-2.37,-1.05,0.32,0.05,-0.41,0.28,-0.28,0,0,0,0,0,738,842,693,813,0,278,681,334,411,3
351.97,-35.31,-6.76,-2.92,-0.96,0.34,-0.1,-0.41,0.27,-0.27,0,0,0,0,0,737,836,690,814,0,283,680,338,410,3
352.08,-35.65,9.34,1.51,-1,0.15,-0.08,-0.41,0.26,-0.27,0,0,0,0,0,739,836,697,816,0,284,681,340,405,3
352.18,-37.12,8.01,-5.54,-1.02,0.23,-0.08,-0.42,0.24,-0.28,0,0,0,0,0,739,840,703,818,0,282,681,337,406,3
352.29,-9.33,-1.79,-2.72,-0.98,0.17,-0.06,-0.41,0.23,-0.28,0,0,0,0,0,737,841,697,816,0,282,681,337,407,3
352.4,-0.08,-0.92,-6.22,-0.96,0.3,-0.08,-0.41,0.23,-0.29,0,0,0,0,0,737,836,689,815,0,281,676,336,409,3
352.5,6.36,4.66,8.21,-1.02,0.34,-0.13,-0.41,0.23,-0.28,0,0,0,0,0,738,833,689,813,0,285,676,341,412,3
352.61,-9.05,3.44,5.82,-1.02,0.27,-0.08,-0.41,0.23,-0.28,0,0,0,0,0,737,834,692,814,0,285,677,341,410,3
352.71,-20.33,-6.36,-6.16,-1,0.17,-0.12,-0.41,0.22,-0.28,0,0,0,0,0,736,833,691,813,0,284,676,342,409,3
352.82,15.09,-5.04,4.9,-0.93,0.29,-0.19,-0.41,0.2,-0.28,0,0,0,0,0,737,833,693,814,0,284,677,349,416,3
