S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,MWx,MWy,MWz,MSx,MSy,MSz,MCx,MCy,MCz,MEx,MEy,MEz,session_time_stamp
25,16,15,0,14,0,1,0,0,3,0,8,0,1,8,2,1,10,4,0,11,27,10,14,6,1,3,1,0.0275036599487066,-0.18943253159523,0.136285975575447,-0.204092010855675,-0.348459780216217,0.573286771774292,-0.0129612293094396,-0.471054881811142,0.3063605427742,-0.149460271000862,-0.137869834899902,0.237496331334114,29_Jan_2024_11_15
29,14,15,0,11,0,1,0,7,7,3,7,1,1,8,2,3,11,5,0,12,27,9,12,1,1,9,0,0.0283313728868961,-0.19427053630352,0.136247932910919,-0.204003468155861,-0.348341763019562,0.573292791843414,-0.0131100136786699,-0.471074819564819,0.306280136108398,-0.147925436496735,-0.138844192028046,0.236969098448753,29_Jan_2024_11_15
27,11,11,0,13,0,6,0,0,1,0,8,1,1,8,2,2,13,3,3,12,31,5,14,5,1,2,0,0.0289800725877285,-0.197361722588539,0.136280491948128,-0.203951343894005,-0.348273634910583,0.573294997215271,-0.0132020218297839,-0.471086531877518,0.306231796741486,-0.146759197115898,-0.139496445655823,0.23662693798542,29_Jan_2024_11_15
26,13,13,2,18,0,11,4,4,3,1,3,0,0,4,4,2,9,5,3,9,24,9,14,4,0,3,0,0.0298005305230617,-0.202006503939629,0.136239007115364,-0.20388600230217,-0.348177433013916,0.573290884494782,-0.0133303357288241,-0.471104770898819,0.306164264678955,-0.144814670085907,-0.140423968434334,0.236165910959244,29_Jan_2024_11_15
27,17,12,1,15,0,6,0,1,3,1,6,1,2,8,12,1,11,10,3,8,29,9,12,12,0,4,0,0.0307318642735481,-0.206788823008537,0.136209264397621,-0.203831404447555,-0.348082989454269,0.573277771472931,-0.0134462257847189,-0.471126139163971,0.306106835603714,-0.142794653773308,-0.141483545303345,0.235715314745903,29_Jan_2024_11_15
24,13,15,0,12,0,3,0,0,7,2,6,1,0,8,0,2,12,2,2,14,27,15,13,4,0,2,0,0.0314629003405571,-0.210058391094208,0.13630773127079,-0.203802421689033,-0.348020613193512,0.573265492916107,-0.0135230058804154,-0.471143901348114,0.306076228618622,-0.141438513994217,-0.14222227036953,0.235371530056,29_Jan_2024_11_15
27,11,14,0,13,0,5,1,0,3,0,4,0,1,4,4,4,9,4,3,11,30,12,12,0,0,6,0,0.0326102077960968,-0.214851498603821,0.13639859855175,-0.203765615820885,-0.347929745912552,0.573243737220764,-0.013633731752634,-0.471171587705612,0.30604213476181,-0.139319345355034,-0.143394872546196,0.234816119074821,29_Jan_2024_11_15
22,9,16,0,10,1,4,1,1,5,1,11,5,2,9,1,2,7,7,2,10,28,8,12,4,1,0,2,0.0334697365760803,-0.217972666025162,0.136477962136269,-0.203743889927864,-0.347856819629669,0.573223173618317,-0.0137043697759509,-0.471188008785248,0.306024312973022,-0.137887015938759,-0.144228458404541,0.23439747095108,29_Jan_2024_11_15
24,10,13,1,12,0,5,0,1,4,1,5,0,1,10,3,2,9,0,3,15,26,10,13,7,0,4,0,0.0346737280488014,-0.222895607352257,0.136588037014008,-0.203699007630348,-0.347743451595306,0.573192238807678,-0.0137985832989215,-0.47121325135231,0.305999577045441,-0.135713890194893,-0.145596846938133,0.233748123049736,29_Jan_2024_11_15
28,10,13,1,13,0,6,5,2,6,0,13,3,3,8,2,1,9,4,0,12,28,5,12,4,2,0,0,0.035341914743185,-0.225956052541733,0.13652178645134,-0.203661650419235,-0.347657442092895,0.573165833950043,-0.0138698369264602,-0.471242338418961,0.305979907512665,-0.134244471788406,-0.146560460329056,0.233319908380508,29_Jan_2024_11_15
24,16,15,0,14,0,7,3,7,4,1,6,1,0,10,3,0,10,4,2,11,26,7,16,2,0,6,0,0.0365410521626472,-0.230728447437286,0.136555373668671,-0.203570976853371,-0.347553461790085,0.573119699954987,-0.0139799155294895,-0.471298903226852,0.30593991279602,-0.132038593292236,-0.148111373186111,0.232681214809418,29_Jan_2024_11_15
23,13,19,0,14,12,6,7,3,1,0,7,0,1,10,3,4,6,4,0,13,29,5,13,6,0,3,0,0.0372778587043285,-0.233892813324928,0.136560782790184,-0.203499853610992,-0.347487598657608,0.573087513446808,-0.0140362242236733,-0.47136127948761,0.305922836065292,-0.130564302206039,-0.149221643805504,0.232228055596352,29_Jan_2024_11_15
27,16,16,0,16,6,5,14,0,3,2,7,1,3,15,3,5,9,3,2,14,27,7,15,3,0,4,0,0.0383295938372612,-0.238758325576782,0.136466205120087,-0.203399673104286,-0.347370266914368,0.573027789592743,-0.0141451237723231,-0.471469759941101,0.305876433849335,-0.128320693969727,-0.15092958509922,0.23151658475399,29_Jan_2024_11_15
24,14,13,0,20,10,4,0,2,3,2,6,0,1,8,2,2,7,8,2,10,24,6,14,1,14,3,2,0.0396608561277389,-0.243473619222641,0.136564776301384,-0.203288197517395,-0.347234219312668,0.572953164577484,-0.0141935274004936,-0.471617013216019,0.305857717990875,-0.126003459095955,-0.152669906616211,0.230786383152008,29_Jan_2024_11_15
24,13,12,0,14,0,3,0,2,3,4,5,0,0,12,2,4,11,1,4,11,27,7,15,2,0,3,0,0.0403816401958465,-0.246776714920998,0.136583089828491,-0.203194722533226,-0.34713613986969,0.572896718978882,-0.0141796441748738,-0.471747487783432,0.305858373641968,-0.124433159828186,-0.153853386640549,0.230295047163963,29_Jan_2024_11_15
27,18,12,2,18,0,5,0,0,5,0,6,1,13,4,4,9,10,5,8,9,29,6,10,2,9,10,1,0.0407177805900573,-0.251332938671112,0.136047765612602,-0.203040525317192,-0.347005814313888,0.57280695438385,-0.0141893224790692,-0.471924781799316,0.305842667818069,-0.12205958366394,-0.155669838190079,0.229547917842865,29_Jan_2024_11_15
26,15,13,1,15,0,6,0,1,3,0,7,1,0,17,5,8,13,11,3,13,28,7,14,2,0,2,3,0.041504543274641,-0.254724264144897,0.136210709810257,-0.20293715596199,-0.346919924020767,0.572749316692352,-0.0142190791666507,-0.472032934427261,0.305823743343353,-0.120477944612503,-0.156904429197311,0.229042485356331,29_Jan_2024_11_15
19,13,12,0,13,2,5,0,0,6,5,8,2,0,9,5,3,11,3,3,12,27,6,14,3,0,2,9,0.0421819128096103,-0.25922954082489,0.136012718081474,-0.202799379825592,-0.346790224313736,0.572658479213715,-0.0142796970903873,-0.472205281257629,0.305810391902924,-0.118107229471207,-0.158792108297348,0.228295013308525,29_Jan_2024_11_15
23,15,13,1,17,0,7,0,0,3,0,11,1,3,12,0,1,8,4,9,12,31,5,9,2,4,0,0,0.0431199222803115,-0.263983637094498,0.136077761650085,-0.202650681138039,-0.346682131290436,0.572563588619232,-0.0143396342173218,-0.472406685352325,0.305808782577515,-0.115766540169716,-0.160735115408897,0.227552190423012,29_Jan_2024_11_15
23,13,10,0,19,0,7,1,0,0,0,9,2,3,11,3,1,11,5,2,10,28,7,15,2,0,4,0,0.0437427498400211,-0.267024755477905,0.136089742183685,-0.202560469508171,-0.346604257822037,0.572495818138123,-0.0143670160323381,-0.472550451755524,0.305817067623138,-0.114215150475502,-0.162041038274765,0.22705166041851,29_Jan_2024_11_15
25,18,15,0,18,0,6,3,7,5,4,5,1,10,7,3,0,10,5,4,10,27,7,15,2,3,5,1,0.044597253203392,-0.271684288978577,0.136158749461174,-0.202424302697182,-0.346479266881943,0.572392821311951,-0.0144077977165579,-0.472769200801849,0.305824548006058,-0.111902356147766,-0.164001539349556,0.226329505443573,29_Jan_2024_11_15
25,15,11,1,16,0,11,0,1,2,1,12,0,9,5,8,0,14,4,2,9,26,7,17,0,0,4,1,0.0451786182820797,-0.274751722812653,0.136257916688919,-0.202321216464043,-0.346407532691955,0.572327196598053,-0.0144090894609689,-0.472927242517471,0.305851399898529,-0.110412508249283,-0.165362104773521,0.225830003619194,29_Jan_2024_11_15
23,14,15,0,17,0,0,0,1,5,0,8,3,1,10,0,1,9,9,3,10,32,10,17,1,6,6,0,0.0458866246044635,-0.279289931058884,0.136257350444794,-0.202144503593445,-0.346306353807449,0.572218954563141,-0.0143918916583061,-0.473182111978531,0.305896699428558,-0.108246237039566,-0.167467057704925,0.225098729133606,29_Jan_2024_11_15
25,14,13,1,17,2,6,0,7,3,0,8,1,1,11,2,0,7,6,6,13,32,9,15,4,0,5,0,0.0465623848140239,-0.283765017986298,0.136399641633034,-0.201940253376961,-0.346185058355331,0.57210111618042,-0.0144230276346206,-0.473425626754761,0.305916786193848,-0.106153175234795,-0.169500827789307,0.22440043091774,29_Jan_2024_11_15
25,17,15,0,19,0,5,3,1,1,0,7,0,0,12,3,3,8,4,1,10,31,6,12,1,0,3,0,0.0469762161374092,-0.286706537008286,0.136490061879158,-0.201785996556282,-0.34611114859581,0.572032332420349,-0.0144243855029344,-0.473607629537582,0.305934250354767,-0.104780495166779,-0.1708774715662,0.223930045962334,29_Jan_2024_11_15
24,16,13,0,18,1,5,0,10,2,3,9,0,3,11,7,10,7,5,5,7,30,7,16,0,0,4,0,0.0474885329604148,-0.291079252958298,0.136640965938568,-0.20152935385704,-0.346025973558426,0.571943461894989,-0.0144176622852683,-0.473894566297531,0.305968821048737,-0.102869838476181,-0.173001274466515,0.223303407430649,29_Jan_2024_11_15
27,21,13,3,18,0,7,0,1,3,4,8,1,2,10,1,0,7,6,4,15,30,7,18,2,0,4,1,0.0478406138718128,-0.293881595134735,0.136783272027969,-0.201362431049347,-0.345965206623077,0.571886360645294,-0.0143996132537722,-0.474088907241821,0.306004017591476,-0.101631991565227,-0.174371942877769,0.222889795899391,29_Jan_2024_11_15
27,15,14,5,17,0,4,0,3,3,0,9,8,1,10,0,0,10,3,8,12,33,5,11,2,0,2,0,0.0482650361955165,-0.297976046800613,0.137040942907333,-0.201102048158646,-0.34587898850441,0.571809589862824,-0.0143663976341485,-0.474408000707626,0.306037932634354,-0.0998647883534431,-0.176393866539001,0.222289264202118,29_Jan_2024_11_15
28,17,15,0,18,0,7,0,4,5,1,5,0,1,10,4,4,10,5,4,9,30,7,19,2,0,4,2,0.0484705157577991,-0.300642877817154,0.137100890278816,-0.200926199555397,-0.345843076705933,0.571768760681152,-0.0143288671970367,-0.474636346101761,0.306066632270813,-0.0987128242850303,-0.177666187286377,0.221884474158287,29_Jan_2024_11_15
24,14,15,0,17,0,2,0,5,5,0,9,1,2,14,6,6,6,4,5,5,30,8,15,0,0,5,0,0.0488274022936821,-0.304596304893494,0.137394666671753,-0.200640797615051,-0.345778793096542,0.571717023849487,-0.0142641011625528,-0.474998086690903,0.306100010871887,-0.0970770716667175,-0.179516464471817,0.221274256706238,29_Jan_2024_11_15
27,17,14,0,18,3,9,0,2,1,2,7,0,7,12,5,5,13,7,2,11,30,3,17,4,2,3,13,0.0488630793988704,-0.307187229394913,0.13743793964386,-0.200436756014824,-0.345745533704758,0.571692585945129,-0.0142285795882344,-0.475235104560852,0.306110441684723,-0.0960177257657051,-0.180735751986504,0.220855534076691,29_Jan_2024_11_15
28,16,14,0,18,0,6,0,1,5,8,9,1,0,9,3,2,9,3,0,7,33,6,15,2,0,4,0,0.0490231961011886,-0.310945987701416,0.137530758976936,-0.200091555714607,-0.345693379640579,0.571651816368103,-0.0141949625685811,-0.475563079118729,0.306112408638,-0.0945335179567337,-0.182552978396416,0.220206439495087,29_Jan_2024_11_15
23,13,13,0,17,1,3,0,2,1,0,9,4,3,15,4,3,8,5,5,6,31,8,20,1,0,5,0,0.0490313842892646,-0.314677029848099,0.137593731284142,-0.199711680412292,-0.34564682841301,0.571609199047089,-0.0141312135383486,-0.475935697555542,0.306181639432907,-0.0931114181876182,-0.18435874581337,0.219602167606354,29_Jan_2024_11_15
28,17,15,1,19,0,5,0,0,3,5,9,1,3,12,6,6,10,4,2,8,28,8,19,1,0,5,1,0.0489922948181629,-0.317180037498474,0.137645363807678,-0.199459165334701,-0.3455930352211,0.571570992469788,-0.0140851251780986,-0.476184368133545,0.306220173835754,-0.0921935737133026,-0.18553814291954,0.219206094741821,29_Jan_2024_11_15
28,13,14,0,14,1,5,1,5,1,2,8,2,0,14,0,1,8,4,0,9,33,5,17,4,0,5,1,0.0488062836229801,-0.320632189512253,0.137557476758957,-0.199056595563888,-0.345544874668121,0.571513235569,-0.0140016125515103,-0.476553976535797,0.306234657764435,-0.0908693596720695,-0.187249079346657,0.218598499894142,29_Jan_2024_11_15
24,13,18,0,16,0,3,0,4,3,0,8,7,6,14,5,9,9,5,4,8,32,8,19,1,7,7,1,0.0486669056117534,-0.322909951210022,0.137578189373016,-0.198780253529549,-0.345500469207764,0.57146942615509,-0.0139337871223688,-0.476809144020081,0.306255638599396,-0.0900287106633186,-0.188335612416267,0.218196839094162,29_Jan_2024_11_15
25,14,12,0,17,0,4,0,2,3,0,11,3,4,15,3,10,7,4,2,12,34,6,14,4,2,2,0,0.0483353547751903,-0.326296657323837,0.13763028383255,-0.198371589183807,-0.345462828874588,0.571365356445313,-0.0138518176972866,-0.477167129516602,0.306295871734619,-0.0888535007834434,-0.189885959029198,0.217610225081444,29_Jan_2024_11_15
25,15,15,1,18,1,6,0,5,2,0,10,0,1,12,4,7,5,5,1,11,35,6,15,3,0,4,0,0.0479805693030357,-0.328448444604874,0.137532204389572,-0.198087871074677,-0.345425069332123,0.571288645267487,-0.0137868989259004,-0.477415382862091,0.306319266557693,-0.0881286039948463,-0.190890207886696,0.217212617397308,29_Jan_2024_11_15
27,15,14,0,18,0,5,0,5,5,1,9,2,0,8,5,5,10,2,11,9,34,6,14,3,1,4,1,0.0474116653203964,-0.33168563246727,0.137371867895126,-0.197642281651497,-0.345303118228912,0.571180105209351,-0.0136885000392794,-0.477785557508469,0.306339800357819,-0.087089903652668,-0.192319810390472,0.21667093038559,29_Jan_2024_11_15
24,15,15,0,18,0,3,1,2,6,1,11,4,3,6,4,4,8,6,3,9,33,8,17,0,0,7,0,0.0467076078057289,-0.334985047578812,0.137221187353134,-0.197206795215607,-0.345160335302353,0.57107001543045,-0.0135897928848862,-0.478153377771378,0.30635279417038,-0.0860093384981155,-0.193560376763344,0.216191798448563,29_Jan_2024_11_15
28,14,16,1,18,0,7,0,8,1,0,8,4,1,9,0,0,9,4,4,10,33,7,17,2,0,6,0,0.0462103746831417,-0.337206482887268,0.137215614318848,-0.196928381919861,-0.345052093267441,0.57100510597229,-0.0135219600051641,-0.47838619351387,0.30635017156601,-0.085338145494461,-0.194432184100151,0.215901553630829,29_Jan_2024_11_15
31,15,19,0,21,0,5,0,6,5,1,9,0,0,10,3,4,11,12,3,13,33,3,18,4,1,13,0,0.0454063564538955,-0.34060725569725,0.137202978134155,-0.196503087878227,-0.344935119152069,0.570921957492828,-0.0134116690605878,-0.478710770606995,0.306323021650314,-0.0843894109129905,-0.195682480931282,0.215504959225655,29_Jan_2024_11_15
27,17,17,0,21,0,5,0,4,2,5,10,2,0,10,1,4,10,7,4,7,34,7,19,3,0,6,2,0.044970940798521,-0.342761546373367,0.137404784560203,-0.196222633123398,-0.344852954149246,0.570874989032745,-0.0133346412330865,-0.478933960199356,0.306311786174774,-0.0837101861834526,-0.196417212486267,0.215311869978905,29_Jan_2024_11_15
30,17,15,0,20,4,7,1,2,3,0,7,1,1,6,6,15,8,6,4,8,31,7,19,2,0,6,0,0.0441668853163719,-0.345679879188538,0.137384876608848,-0.195758491754532,-0.344780147075653,0.570820033550262,-0.0132217835634946,-0.479235053062439,0.306279391050339,-0.0827060490846633,-0.197436183691025,0.21504844725132,29_Jan_2024_11_15
28,16,18,0,21,2,8,0,3,1,0,11,1,3,5,3,15,8,4,6,5,34,9,16,0,0,7,0,0.0434404797852039,-0.347522228956222,0.137247949838638,-0.195458486676216,-0.344715446233749,0.570794641971588,-0.0131464134901762,-0.479420334100723,0.306259572505951,-0.0821595638990402,-0.198218390345573,0.214862108230591,29_Jan_2024_11_15
24,11,15,0,18,0,5,0,6,3,0,11,0,5,6,5,10,11,4,2,6,32,7,20,4,0,5,1,0.0426983200013637,-0.35033768415451,0.137413814663887,-0.195005834102631,-0.34460899233818,0.570771157741547,-0.0130275413393974,-0.479681730270386,0.306220561265945,-0.0816422700881958,-0.199839577078819,0.214440360665321,29_Jan_2024_11_15
27,16,14,0,19,0,5,11,3,2,0,13,5,2,7,0,8,15,6,3,8,35,9,15,3,0,6,0,0.0424313060939312,-0.353039026260376,0.137738168239594,-0.194527864456177,-0.344531983137131,0.57075297832489,-0.012891630642116,-0.479906588792801,0.306121379137039,-0.0810340493917465,-0.201271280646324,0.214100614190102,29_Jan_2024_11_15
25,14,14,0,19,3,12,0,5,0,0,9,2,3,8,4,6,5,10,4,6,36,7,16,4,0,5,0,0.0417306050658226,-0.355079382658005,0.137980654835701,-0.194215431809425,-0.344477832317352,0.570744335651398,-0.0128019759431481,-0.480037569999695,0.306046307086945,-0.0806268900632858,-0.202186897397041,0.213893368840218,29_Jan_2024_11_15
24,14,15,1,19,0,5,0,0,6,0,11,12,7,10,1,7,9,3,3,16,30,7,20,2,0,6,1,0.0404902435839176,-0.357290118932724,0.137540057301521,-0.193713009357452,-0.344431042671204,0.570731639862061,-0.0126545680686831,-0.480238080024719,0.305978357791901,-0.0799006223678588,-0.203625380992889,0.213652893900871,29_Jan_2024_11_15
29,15,15,0,18,8,7,0,6,12,1,13,7,2,7,0,7,9,5,1,8,35,6,14,4,1,5,15,0.0399569794535636,-0.358927994966507,0.137525394558906,-0.193393185734749,-0.344373106956482,0.570718944072723,-0.0125574152916669,-0.480367213487625,0.30594077706337,-0.0794140771031379,-0.204563900828361,0.213557735085487,29_Jan_2024_11_15
27,15,13,1,19,0,7,0,5,4,0,9,2,10,8,2,12,10,3,4,12,36,5,14,3,0,4,4,0.0389051213860511,-0.361121714115143,0.137251049280167,-0.192930802702904,-0.344265311956406,0.570700347423553,-0.0123988538980484,-0.480548083782196,0.305894821882248,-0.0787269994616508,-0.20588444173336,0.2134058624506,29_Jan_2024_11_15
25,13,11,3,20,1,5,0,3,3,0,9,1,2,9,4,16,9,3,3,13,34,7,19,3,0,6,1,0.0383323915302753,-0.362503707408905,0.137092992663383,-0.192621022462845,-0.344205498695373,0.570676803588867,-0.0122887771576642,-0.48064598441124,0.305856764316559,-0.0782916918396949,-0.206686571240425,0.213287398219108,29_Jan_2024_11_15
29,17,15,8,20,0,5,1,9,2,1,7,0,7,12,4,14,8,4,5,13,32,7,19,2,0,6,0,0.0374750234186649,-0.364436715841293,0.136832922697067,-0.192164406180382,-0.344131231307983,0.570640921592712,-0.012111990712583,-0.480753660202026,0.305775880813599,-0.077674850821495,-0.207737386226654,0.213097587227821,29_Jan_2024_11_15
32,19,14,0,17,0,6,1,5,5,1,8,0,3,11,4,12,9,0,4,12,34,5,20,5,0,6,0,0.0365061797201633,-0.366086930036545,0.136429011821747,-0.191724836826324,-0.344045013189316,0.570597648620606,-0.0119344135746359,-0.480853229761124,0.305721402168274,-0.0770686417818069,-0.208588421344757,0.212890744209289,29_Jan_2024_11_15
30,16,14,3,19,1,10,1,4,3,0,11,1,4,9,7,11,7,0,3,14,36,7,16,3,0,6,0,0.0361404493451118,-0.367099791765213,0.136293008923531,-0.191430956125259,-0.343992203474045,0.570566892623901,-0.0118062337860465,-0.480896145105362,0.305667042732239,-0.0766938924789428,-0.209052070975304,0.212748914957046,29_Jan_2024_11_15
29,17,17,1,19,0,6,3,7,3,0,9,1,2,8,1,8,6,7,2,12,34,7,19,3,0,7,1,0.0359126441180706,-0.367875635623932,0.136120095849037,-0.191060692071915,-0.343849658966064,0.570480406284332,-0.0116239627823233,-0.480948179960251,0.305594563484192,-0.0761756002902984,-0.209581613540649,0.21254026889801,29_Jan_2024_11_15
29,16,17,0,19,2,7,0,5,2,0,9,0,2,10,4,8,11,1,3,9,33,7,20,3,0,6,2,0.035794299095869,-0.368546932935715,0.136218726634979,-0.190851241350174,-0.343756198883057,0.570407629013062,-0.0115022789686918,-0.48097836971283,0.305561572313309,-0.0758581906557083,-0.20983050763607,0.212415665388107,29_Jan_2024_11_15
27,17,15,0,19,0,6,9,5,0,0,15,0,5,8,5,9,7,3,6,8,35,10,20,1,0,9,0,0.0354893840849399,-0.368923455476761,0.13591967523098,-0.190565094351769,-0.343639582395554,0.570307850837708,-0.0113069796934723,-0.481025964021683,0.305545777082443,-0.0754220485687255,-0.210057377815246,0.212267488241196,29_Jan_2024_11_15
28,17,14,2,21,0,7,3,7,5,0,6,0,4,8,3,9,8,3,0,12,36,9,18,0,0,8,0,0.0353780090808868,-0.369146525859833,0.135681018233299,-0.190297603607178,-0.34354504942894,0.570229768753052,-0.0111156133934855,-0.481049805879593,0.305568695068359,-0.0750322043895721,-0.210105776786804,0.212169289588928,29_Jan_2024_11_15
26,15,11,0,23,0,6,0,1,5,0,11,1,7,13,3,11,6,6,2,10,37,6,17,2,0,2,0,0.0352771915495395,-0.369263768196106,0.135620951652527,-0.190127924084663,-0.343518078327179,0.570200920104981,-0.0109833860769867,-0.481058835983276,0.30559104681015,-0.0748049542307853,-0.210052713751793,0.212137758731842,29_Jan_2024_11_15
27,14,13,0,18,0,6,1,4,3,0,10,0,9,12,5,14,8,10,11,14,35,6,17,1,0,8,0,0.0353439524769783,-0.368759304285049,0.135356053709984,-0.189883485436439,-0.343499600887299,0.570155024528503,-0.010763649828732,-0.481055617332459,0.305608630180359,-0.0745262056589126,-0.20984274148941,0.212120413780212,29_Jan_2024_11_15
26,14,14,0,18,0,6,9,5,5,0,12,0,6,9,3,9,9,4,2,11,34,7,21,2,0,8,0,0.0354435965418815,-0.368078172206879,0.135098546743393,-0.189737811684608,-0.343494743108749,0.570128679275513,-0.0106154531240463,-0.481039464473724,0.30560690164566,-0.0744006335735321,-0.209625333547592,0.2121312469244,29_Jan_2024_11_15
21,17,14,5,20,0,6,6,5,3,0,6,1,6,12,6,14,10,2,3,16,34,3,20,5,1,8,0,0.0360320620238781,-0.367112219333649,0.135017052292824,-0.189561933279037,-0.343422323465347,0.570041239261627,-0.0103931166231632,-0.481020838022232,0.30558842420578,-0.0742970034480094,-0.209172755479813,0.212179452180862,29_Jan_2024_11_15
30,17,15,0,19,0,5,2,5,4,0,10,0,3,5,3,11,8,1,5,14,35,6,23,3,1,3,0,0.0365470051765441,-0.365989565849304,0.135015562176704,-0.189362734556198,-0.343377262353897,0.569991588592529,-0.0101703163236379,-0.480989396572113,0.305572658777237,-0.0743599012494087,-0.208590447902679,0.212243631482124,29_Jan_2024_11_15
29,18,15,0,19,0,7,1,6,0,0,10,7,5,13,5,14,8,3,5,13,30,7,21,2,5,8,0,0.0369690135121345,-0.365065038204193,0.134958565235138,-0.189221307635307,-0.343360275030136,0.569965958595276,-0.0100259166210889,-0.4809650182724,0.305567622184753,-0.0744944810867309,-0.208129242062569,0.212290316820145,29_Jan_2024_11_15
28,16,14,0,21,2,6,7,7,1,0,8,0,1,10,6,9,7,4,4,11,31,7,20,3,0,7,2,0.0376511178910732,-0.363477617502213,0.134945228695869,-0.188998147845268,-0.343339443206787,0.569946050643921,-0.0098668504506349,-0.480884492397308,0.305544823408127,-0.0748275443911552,-0.207343339920044,0.212365761399269,29_Jan_2024_11_15
23,13,16,0,20,0,7,1,5,4,0,6,0,1,12,3,10,13,3,0,15,35,7,18,4,0,5,0,0.0380588211119174,-0.362370163202286,0.134816572070122,-0.188842087984085,-0.343355119228363,0.569962918758392,-0.0097461408004164,-0.480829864740372,0.305536597967148,-0.0751281380653381,-0.206765756011009,0.212416112422943,29_Jan_2024_11_15
32,17,14,2,20,0,11,0,4,2,1,8,1,2,7,10,9,10,3,3,12,35,6,17,4,0,7,0,0.0394109487533569,-0.359994977712631,0.135008737444878,-0.188634380698204,-0.343357354402542,0.569972515106201,-0.0095328073948621,-0.48075994849205,0.305533468723297,-0.0757106989622116,-0.205842420458794,0.21247935295105,29_Jan_2024_11_15
28,15,13,0,21,0,7,0,1,4,0,11,5,5,13,2,15,12,0,3,16,34,7,20,7,0,7,0,0.0400297231972217,-0.358667701482773,0.13493400812149,-0.188503086566925,-0.343358904123306,0.569971680641174,-0.0093676866963505,-0.480724394321442,0.305534809827804,-0.0761367157101631,-0.205186545848846,0.21253377199173,29_Jan_2024_11_15
25,14,14,0,17,1,6,0,5,2,0,13,0,8,16,3,11,11,0,3,16,34,5,20,4,1,7,2,0.0409982465207576,-0.356058925390243,0.134575501084328,-0.188302248716354,-0.343387991189957,0.57001256942749,-0.0090908156707882,-0.480680108070373,0.305543273687363,-0.0768403559923172,-0.204147353768349,0.212629988789558,29_Jan_2024_11_15
23,19,14,0,19,0,6,0,6,2,0,9,0,2,15,6,15,15,3,6,12,34,8,18,6,0,7,0,0.0421639308333396,-0.353413611650467,0.134406790137291,-0.188109934329986,-0.343463987112045,0.570077180862427,-0.0088272094726562,-0.48061603307724,0.305535584688187,-0.0775985866785049,-0.203033238649368,0.2127525806427,29_Jan_2024_11_15
30,17,12,2,19,0,5,0,3,5,5,9,0,7,10,4,10,11,4,5,14,33,7,20,3,0,8,0,0.0428878590464592,-0.351709485054016,0.134335175156593,-0.187958106398582,-0.343527853488922,0.570110201835632,-0.0086506055667996,-0.480574250221252,0.305528044700622,-0.0781339630484581,-0.202245458960533,0.212848871946335,29_Jan_2024_11_15
27,17,13,0,18,0,8,0,6,5,0,13,5,5,8,2,17,13,1,2,17,34,4,19,6,0,6,0,0.0439480990171432,-0.348581731319427,0.13407289981842,-0.187759757041931,-0.343598961830139,0.570089638233185,-0.0083368327468633,-0.480526238679886,0.305549770593643,-0.0789890512824058,-0.200981184840202,0.213008180260658,29_Jan_2024_11_15
28,15,15,0,21,2,7,0,6,5,0,8,1,2,13,3,15,13,7,3,14,34,7,20,2,0,7,3,0.0446291826665401,-0.345059931278229,0.133376985788345,-0.18752309679985,-0.343641668558121,0.570063173770905,-0.0080370474606752,-0.480458527803421,0.305563598871231,-0.0798716470599174,-0.199600264430046,0.21319730579853,29_Jan_2024_11_15
30,16,15,0,21,2,8,0,3,3,0,12,3,9,14,4,14,13,0,7,16,35,5,16,3,1,3,0,0.04519734531641,-0.342780739068985,0.133070111274719,-0.187363266944885,-0.343688458204269,0.570050537586212,-0.0078803300857543,-0.4803866147995,0.30555334687233,-0.0804767310619354,-0.198615163564682,0.213347226381302,29_Jan_2024_11_15
28,17,14,4,20,3,9,0,2,1,12,9,1,1,12,3,10,14,0,3,14,34,13,18,4,0,11,8,0.0458909831941127,-0.3392353951931,0.13260680437088,-0.187130331993103,-0.343767821788788,0.57003790140152,-0.0076160952448844,-0.480306655168533,0.30555260181427,-0.0813730061054229,-0.197065755724907,0.213627874851227,29_Jan_2024_11_15
28,15,15,0,20,14,6,1,3,2,0,8,3,0,11,1,11,9,5,3,14,35,7,19,2,0,8,1,0.0469096899032592,-0.335520684719086,0.132248818874359,-0.186913684010506,-0.343876540660858,0.570073485374451,-0.0073045743629336,-0.480253279209137,0.305586218833923,-0.0822374671697616,-0.195415660738945,0.213985830545425,29_Jan_2024_11_15
32,13,14,0,19,0,7,0,2,6,2,9,3,2,12,6,15,11,3,4,14,32,7,19,3,0,7,2,0.0474793203175067,-0.332985639572143,0.131948947906494,-0.186777025461197,-0.343951553106308,0.570087432861328,-0.0071483561769127,-0.48019152879715,0.305577158927917,-0.082796387374401,-0.194271847605705,0.214264020323753,29_Jan_2024_11_15
28,16,15,0,19,4,7,0,6,0,0,9,0,2,14,2,17,15,0,4,16,34,4,18,4,0,6,0,0.0484895706176757,-0.328942388296127,0.131646692752838,-0.186594858765602,-0.344062864780426,0.57008308172226,-0.006898958235979,-0.480119228363037,0.305585443973541,-0.0836221203207969,-0.192497923970222,0.214734569191933,29_Jan_2024_11_15
