S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,MWx,MWy,MWz,MSx,MSy,MSz,MCx,MCy,MCz,MEx,MEy,MEz,session_time_stamp
49,17,19,0,7,0,9,0,1,8,2,5,2,1,11,0,0,29,6,0,5,12,14,11,3,0,1,1,0.0235866121947765,-0.195264399051666,0.300479292869568,-0.194304972887039,-0.366810619831085,0.588028728961945,-0.004454119130969,-0.476566851139069,0.306301891803741,-0.167709156870842,-0.129738420248032,0.29266569018364,29_Jan_2024_11_15
48,18,19,1,11,0,7,0,3,10,2,5,1,1,12,0,3,30,4,5,3,8,14,11,0,0,2,0,0.0218204297125339,-0.19587005674839,0.299885630607605,-0.19429475069046,-0.366834938526153,0.588061392307282,-0.0044421493075788,-0.476480543613434,0.306236565113068,-0.169043391942978,-0.129174143075943,0.293455928564072,29_Jan_2024_11_15
50,19,20,0,5,2,5,0,3,13,0,5,4,1,8,2,5,25,9,4,5,14,10,14,4,0,2,0,0.0190297588706016,-0.19716902077198,0.298409909009933,-0.194278612732887,-0.366863340139389,0.588103473186493,-0.0044546844437718,-0.476402580738068,0.306181311607361,-0.171013176441193,-0.128435179591179,0.294734418392181,29_Jan_2024_11_15
54,19,18,0,7,0,5,0,1,9,2,4,0,8,15,0,2,29,3,5,4,10,10,12,2,0,1,1,0.0164022650569677,-0.198152586817741,0.297652125358581,-0.19425742328167,-0.36688905954361,0.588148415088654,-0.0044719269499182,-0.476348459720612,0.306133806705475,-0.17290635406971,-0.127733066678047,0.296044111251831,29_Jan_2024_11_15
50,15,19,2,5,0,5,1,2,4,0,6,0,0,7,0,6,27,7,3,4,12,12,16,2,4,9,0,0.0145540153607726,-0.19889959692955,0.296939373016357,-0.194247975945473,-0.366878598928451,0.58818644285202,-0.0044850455597043,-0.476323008537293,0.30610716342926,-0.174091443419456,-0.127233937382698,0.296892821788788,29_Jan_2024_11_15
51,18,17,1,7,0,4,14,9,7,3,7,0,1,8,3,2,26,9,4,5,12,11,7,5,0,2,3,0.0118113607168197,-0.199781894683838,0.296001434326172,-0.194235026836395,-0.366876274347305,0.588252782821655,-0.0045004049316048,-0.476293236017227,0.306060612201691,-0.175867930054665,-0.126486852765083,0.298108875751495,29_Jan_2024_11_15
46,14,18,0,1,0,5,1,0,6,1,8,0,2,9,1,4,26,8,3,4,17,8,11,8,1,2,0,0.0100052217021584,-0.200310707092285,0.295454561710358,-0.194216936826706,-0.366872131824493,0.588302612304688,-0.0045031225308775,-0.476273775100708,0.306015193462372,-0.177049443125725,-0.126039266586304,0.298888027667999,29_Jan_2024_11_15
46,16,18,0,6,0,6,3,3,3,0,7,0,1,5,1,6,28,8,8,1,14,12,10,0,1,5,0,0.007258822210133,-0.201096132397652,0.294546753168106,-0.194167494773865,-0.366846591234207,0.588387429714203,-0.0045045497827231,-0.476236492395401,0.305927008390427,-0.17885285615921,-0.125455915927887,0.299962937831879,29_Jan_2024_11_15
49,16,16,0,6,0,14,0,2,9,2,3,0,8,8,0,4,26,7,6,3,15,11,10,2,0,2,0,0.0054462375119328,-0.201533600687981,0.294032692909241,-0.19412599503994,-0.366824328899383,0.588443458080292,-0.0045041437260806,-0.476219236850739,0.305879354476929,-0.180072531104088,-0.125126421451569,0.300604432821274,29_Jan_2024_11_15
47,17,19,0,5,0,5,0,2,6,3,10,0,0,9,9,4,22,9,4,5,12,11,11,2,0,2,1,0.0026479857042431,-0.202288016676903,0.293269664049148,-0.19402739405632,-0.366796106100082,0.588544964790344,-0.0045010922476649,-0.476200848817825,0.30582457780838,-0.181952148675919,-0.124736830592155,0.301468163728714,29_Jan_2024_11_15
49,18,19,4,7,0,3,13,1,5,4,3,2,1,6,0,4,28,6,0,6,14,11,10,5,0,1,0,0.0008925823494791,-0.202685117721558,0.292732566595078,-0.193967536091805,-0.366755813360214,0.588606953620911,-0.0044996012002229,-0.476182818412781,0.305790960788727,-0.18324613571167,-0.124564528465271,0.301984995603561,29_Jan_2024_11_15
45,17,19,0,6,2,5,0,8,7,1,5,2,1,6,10,4,29,6,4,8,9,10,10,1,12,2,3,-0.001745646353811,-0.203195154666901,0.292199045419693,-0.193895429372787,-0.366675585508346,0.588685870170593,-0.0044966074638068,-0.476157814264298,0.305750101804733,-0.185262501239777,-0.124437019228935,0.302663028240204,29_Jan_2024_11_15
48,16,21,1,4,0,4,12,11,6,4,5,0,3,9,1,2,23,9,4,4,12,8,10,3,0,1,0,-0.0043356423266232,-0.203714191913605,0.291638761758804,-0.193819776177406,-0.366590768098831,0.58875435590744,-0.0044934935867786,-0.47611403465271,0.305705428123474,-0.187371239066124,-0.124461725354195,0.303228855133057,29_Jan_2024_11_15
48,17,19,1,7,0,5,14,2,7,6,4,1,0,8,0,2,28,5,0,5,9,10,11,3,0,1,2,-0.0061095017008483,-0.204107075929642,0.291320323944092,-0.193768978118896,-0.366533368825912,0.588796079158783,-0.0044873058795928,-0.476093173027039,0.305680572986603,-0.188840165734291,-0.124562606215477,0.303553372621536,29_Jan_2024_11_15
50,17,21,0,4,0,4,9,8,4,0,2,0,3,9,0,6,27,2,5,3,6,10,12,8,0,1,13,-0.007959621027112,-0.204389750957489,0.290806978940964,-0.193723529577255,-0.366475641727447,0.588832914829254,-0.0044727595522999,-0.476087421178818,0.305659770965576,-0.190351754426956,-0.124719858169556,0.303829491138458,29_Jan_2024_11_15
55,19,21,1,3,0,4,7,3,4,1,5,3,1,8,0,5,31,6,4,3,13,9,11,6,0,2,0,-0.0108168004080653,-0.20481850206852,0.290273308753967,-0.193655624985695,-0.366366922855377,0.588873863220215,-0.0044560865499079,-0.4760921895504,0.305642366409302,-0.192709073424339,-0.125071033835411,0.304177284240723,29_Jan_2024_11_15
50,19,21,0,5,1,6,0,2,1,0,4,0,4,8,1,4,34,7,8,0,10,10,11,3,0,2,0,-0.0134981404989957,-0.205347314476967,0.28990438580513,-0.193557798862457,-0.366207480430603,0.588920414447784,-0.0044423318468034,-0.476077288389206,0.305614948272705,-0.195172414183617,-0.125534206628799,0.304444015026092,29_Jan_2024_11_15
48,16,19,0,2,0,10,0,2,7,3,4,0,0,8,0,5,27,7,5,3,6,10,14,0,1,4,0,-0.0153363328427076,-0.205357477068901,0.289557665586471,-0.193477585911751,-0.366111427545547,0.588948845863342,-0.0044315275736153,-0.476051688194275,0.30559116601944,-0.196856990456581,-0.125907227396965,0.304575324058533,29_Jan_2024_11_15
48,16,21,0,3,0,5,3,3,7,11,8,0,0,9,1,5,31,7,2,4,10,9,9,2,0,3,0,-0.0181349422782659,-0.205682769417763,0.289158374071121,-0.193371757864952,-0.365957707166672,0.588982939720154,-0.0044134766794741,-0.476014643907547,0.305567294359207,-0.199390083551407,-0.126585021615028,0.304714947938919,29_Jan_2024_11_15
41,15,23,0,5,1,5,0,0,9,3,5,2,0,4,0,3,32,8,3,4,7,13,7,3,0,2,0,-0.0199196990579366,-0.205769419670105,0.288936018943787,-0.193305492401123,-0.365854024887085,0.589005529880524,-0.0044017136096954,-0.475979685783386,0.305546760559082,-0.201131418347359,-0.127090781927109,0.30476188659668,29_Jan_2024_11_15
52,21,22,0,5,0,12,0,3,7,5,5,0,5,7,0,4,31,7,7,5,10,9,3,3,1,1,0,-0.0226998589932918,-0.205926939845085,0.288615345954895,-0.193199574947357,-0.365711838006973,0.589037239551544,-0.0043895179405808,-0.475941002368927,0.305529147386551,-0.203864976763725,-0.127905651926994,0.304797261953354,29_Jan_2024_11_15
50,20,23,0,5,0,3,1,4,8,4,3,0,0,9,0,3,32,7,4,7,9,8,11,0,0,2,15,-0.0245022699236869,-0.20621545612812,0.288565307855606,-0.1931182295084,-0.365629732608795,0.589055299758911,-0.0043848589994013,-0.47592493891716,0.305529206991196,-0.205747663974762,-0.128494128584862,0.304801821708679,29_Jan_2024_11_15
47,21,22,0,5,4,5,0,10,8,1,8,1,5,12,0,1,32,7,4,1,12,10,9,2,0,2,6,-0.0273266676813364,-0.20622207224369,0.288138180971146,-0.19299341738224,-0.365512102842331,0.589077293872833,-0.0043710051104426,-0.475868970155716,0.305501192808151,-0.208634629845619,-0.129437580704689,0.304796576499939,29_Jan_2024_11_15
51,17,23,0,5,2,10,1,3,9,2,2,12,6,6,1,4,31,8,3,4,11,7,7,2,4,0,0,-0.0290041826665401,-0.206325992941856,0.288207083940506,-0.192913889884949,-0.365438103675842,0.58908486366272,-0.0043597011826932,-0.475827395915985,0.305482745170593,-0.210608154535293,-0.130092144012451,0.304790884256363,29_Jan_2024_11_15
51,19,21,14,13,0,2,11,3,8,2,7,1,1,6,9,4,33,7,4,4,11,7,16,2,4,0,1,-0.0317251309752464,-0.206601709127426,0.288347959518433,-0.192787513136864,-0.365242093801498,0.58909273147583,-0.0043388837948441,-0.47576892375946,0.305470675230026,-0.213585913181305,-0.131114423274994,0.304794609546661,29_Jan_2024_11_15
53,22,21,2,6,0,5,10,1,13,0,8,0,4,8,0,3,31,9,3,3,5,9,9,9,0,2,0,-0.0335567742586135,-0.206304162740707,0.287986576557159,-0.192725658416748,-0.365119487047195,0.589099645614624,-0.0043186242692172,-0.475725799798965,0.305463641881943,-0.215602874755859,-0.131804123520851,0.304812788963318,29_Jan_2024_11_15
52,18,20,0,4,2,5,0,3,7,4,7,10,8,7,0,2,32,7,3,3,7,10,8,2,0,3,0,-0.0361831188201904,-0.206279411911964,0.28796723484993,-0.192675530910492,-0.364944875240326,0.589112281799316,-0.0042720329947769,-0.47566169500351,0.305467158555984,-0.218657344579697,-0.132838189601898,0.304871737957001,29_Jan_2024_11_15
54,25,23,0,1,0,3,6,1,3,11,8,2,4,9,0,4,33,6,0,6,10,10,9,2,7,6,1,-0.0379529111087322,-0.206303358078003,0.287986248731613,-0.192662492394447,-0.364841908216476,0.589120030403137,-0.0042386446148157,-0.475614011287689,0.305471152067184,-0.220698580145836,-0.133524417877197,0.30493152141571,29_Jan_2024_11_15
51,19,19,1,3,0,5,0,1,7,6,6,4,0,6,1,2,33,6,2,2,16,10,10,5,1,4,10,-0.0405486226081848,-0.206258326768875,0.287954658269882,-0.192674368619919,-0.36471626162529,0.589132428169251,-0.0041867401450872,-0.475522816181183,0.305482745170593,-0.223799869418144,-0.134549304842949,0.305096685886383,29_Jan_2024_11_15
52,23,22,0,6,0,3,9,1,8,8,5,0,0,10,5,7,34,7,8,12,10,11,7,2,1,0,0,-0.0421841591596603,-0.206220135092735,0.287942945957184,-0.192708894610405,-0.364643901586533,0.589141726493835,-0.0041230218484997,-0.475412994623184,0.305480092763901,-0.22585354745388,-0.135200127959251,0.305211514234543,29_Jan_2024_11_15
45,23,20,3,5,0,3,1,1,5,3,6,1,1,9,0,5,34,7,7,12,10,12,8,10,1,10,0,-0.0446718335151672,-0.206260770559311,0.28797921538353,-0.192796766757965,-0.364563703536987,0.589164853096008,-0.0040287771262228,-0.47524493932724,0.305478006601334,-0.228845864534378,-0.136141240596771,0.30543714761734,29_Jan_2024_11_15
51,19,19,0,4,3,1,0,3,8,5,5,1,5,9,0,1,32,6,3,3,9,9,6,2,1,3,0,-0.0471881479024887,-0.206331938505173,0.287985414266586,-0.192907512187958,-0.364512860774994,0.58918684720993,-0.0039633605629205,-0.475062072277069,0.305491924285889,-0.231770873069763,-0.137030214071274,0.305748879909515,29_Jan_2024_11_15
49,22,18,0,5,0,3,6,3,8,2,5,0,1,7,1,0,33,3,3,4,8,8,11,1,0,9,0,-0.048828799277544,-0.20647169649601,0.28804537653923,-0.192986756563187,-0.364490926265716,0.589195728302002,-0.0039193993434309,-0.4749416410923,0.305512249469757,-0.233654171228409,-0.137587383389473,0.305990904569626,29_Jan_2024_11_15
53,21,21,0,5,1,4,0,3,8,2,6,2,6,6,0,3,35,6,4,4,7,10,13,0,0,5,0,-0.0513074696063995,-0.206454217433929,0.288078606128693,-0.193133056163788,-0.364465117454529,0.589207172393799,-0.0038474756292998,-0.474765032529831,0.305556774139404,-0.236417084932327,-0.138361528515816,0.306413054466247,29_Jan_2024_11_15
54,21,20,0,5,0,2,0,3,7,1,8,1,6,5,0,4,36,8,3,4,9,5,14,2,1,2,0,-0.052942618727684,-0.206591084599495,0.287998974323273,-0.193256422877312,-0.36444166302681,0.589214622974396,-0.0038065914995968,-0.474652767181397,0.305589914321899,-0.238212257623672,-0.138832822442055,0.306736260652542,29_Jan_2024_11_15
55,21,19,0,4,12,0,0,3,8,1,15,5,5,5,0,4,37,4,3,5,4,8,8,2,0,2,0,-0.0553884916007518,-0.206521406769752,0.288013786077499,-0.193443953990936,-0.36441159248352,0.58923864364624,-0.0037547359243035,-0.474481999874115,0.305630475282669,-0.240844860672951,-0.139481201767921,0.307286471128464,29_Jan_2024_11_15
52,20,19,0,4,0,6,0,1,14,0,19,0,8,7,0,3,33,6,4,2,10,6,8,3,0,2,1,-0.0569366551935672,-0.206506282091141,0.287935316562653,-0.193530544638634,-0.364440977573395,0.589265704154968,-0.0037435493431985,-0.474342942237854,0.305628836154938,-0.242561891674995,-0.139880135655403,0.307694971561432,29_Jan_2024_11_15
53,17,22,1,4,5,4,0,1,9,3,9,0,7,7,1,2,32,7,8,4,11,5,15,2,1,2,0,-0.0593243241310119,-0.20656406879425,0.287911236286163,-0.193669900298119,-0.36446863412857,0.589316189289093,-0.0037244060076773,-0.474150031805038,0.305658787488937,-0.245077133178711,-0.140464946627617,0.3083456158638,29_Jan_2024_11_15
54,22,21,7,5,0,0,0,1,9,4,7,0,1,5,0,0,32,6,4,2,11,7,7,3,1,1,0,-0.0609140247106552,-0.206557020545006,0.287915050983429,-0.193758338689804,-0.364487528800964,0.589349687099457,-0.0037132771685719,-0.474023789167404,0.305688500404358,-0.246675685048103,-0.140846103429794,0.308801263570786,29_Jan_2024_11_15
55,18,23,1,4,0,6,0,1,9,2,15,2,2,3,0,0,32,7,3,5,9,5,11,2,5,4,1,-0.0631909742951393,-0.206465050578117,0.287943333387375,-0.193877190351486,-0.364516407251358,0.589402258396149,-0.0037124124355614,-0.473812192678451,0.305723339319229,-0.2490444034338,-0.141394212841988,0.309535771608353,29_Jan_2024_11_15
56,20,24,0,5,1,1,1,4,9,1,9,1,13,2,1,2,31,5,4,5,9,4,13,0,1,6,1,-0.064728282392025,-0.206510558724403,0.287911683320999,-0.193943053483963,-0.364539176225662,0.589439630508423,-0.0037109702825546,-0.473669737577438,0.305742830038071,-0.250605911016464,-0.14175908267498,0.310049146413803,29_Jan_2024_11_15
54,18,23,0,1,1,4,0,2,9,3,9,0,4,1,0,3,28,7,4,4,15,6,10,1,0,2,12,-0.0670549422502517,-0.206482693552971,0.287860155105591,-0.194038465619087,-0.364573687314987,0.589501738548279,-0.003698474727571,-0.473470836877823,0.305779337882996,-0.252939134836197,-0.142283514142036,0.310837745666504,29_Jan_2024_11_15
60,19,19,0,4,15,0,0,6,8,2,12,2,7,4,4,4,28,8,1,5,11,10,11,5,0,2,1,-0.0684949234127998,-0.206466689705849,0.287820428609848,-0.194095462560654,-0.364586502313614,0.589542746543884,-0.0037082103081047,-0.473345428705215,0.305804640054703,-0.254488825798035,-0.142651438713074,0.311383366584778,29_Jan_2024_11_15
59,19,21,0,3,2,3,0,4,9,5,10,0,5,2,0,9,29,8,4,4,11,4,6,3,0,1,0,-0.0707634389400482,-0.206277936697006,0.287816435098648,-0.194172948598862,-0.36460942029953,0.589613854885101,-0.003655222710222,-0.473191231489182,0.305883437395096,-0.256766617298126,-0.143215209245682,0.312229096889496,29_Jan_2024_11_15
57,19,25,14,3,2,2,0,6,7,2,17,0,7,5,0,6,32,5,4,5,8,4,12,1,1,3,1,-0.0721842125058174,-0.206211701035499,0.287868291139603,-0.19421175122261,-0.364618569612503,0.589662134647369,-0.0036329478025436,-0.473068475723267,0.305915176868439,-0.258264899253845,-0.143573626875877,0.312792599201202,29_Jan_2024_11_15
63,21,22,0,4,0,2,0,3,7,0,14,12,7,2,1,5,34,5,4,7,9,5,11,1,5,2,0,-0.0744099915027618,-0.206136867403984,0.287806391716003,-0.194243758916855,-0.364627778530121,0.589734673500061,-0.0036269091069698,-0.472904056310654,0.305946618318558,-0.260565489530563,-0.14408315718174,0.313649475574493,29_Jan_2024_11_15
62,21,25,0,4,6,8,0,0,9,6,16,0,4,1,0,3,32,5,11,5,11,1,10,3,1,1,0,-0.0758164003491401,-0.206099733710289,0.287828505039215,-0.194250538945198,-0.364627599716187,0.589781165122986,-0.0036238708999007,-0.472807943820953,0.30596712231636,-0.262088358402252,-0.144398495554924,0.314209371805191,29_Jan_2024_11_15
64,21,22,0,3,1,5,0,1,6,8,10,0,4,1,4,6,31,7,4,4,8,8,8,2,0,2,1,-0.077902965247631,-0.20607890188694,0.287786096334457,-0.194242224097252,-0.364623069763184,0.589845836162567,-0.00360769755207,-0.472691029310226,0.306011378765106,-0.264309585094452,-0.144852191209793,0.315015077590942,29_Jan_2024_11_15
65,19,23,0,4,0,3,0,1,6,8,11,0,7,1,13,12,35,6,5,7,9,5,9,10,0,3,0,-0.0792768821120262,-0.206027284264564,0.287826150655746,-0.194230824708939,-0.364606529474258,0.589887201786041,-0.0036164543125778,-0.472617924213409,0.306039571762085,-0.265746057033539,-0.145144104957581,0.315534383058548,29_Jan_2024_11_15
62,21,23,1,3,0,0,0,3,7,5,14,7,7,0,0,4,33,7,5,6,9,4,10,2,0,4,1,-0.0811868757009506,-0.206008836627006,0.287852376699448,-0.194216370582581,-0.364563763141632,0.589944541454315,-0.0036348602734506,-0.472512781620026,0.306069254875183,-0.267818689346313,-0.145574197173119,0.31629291176796,29_Jan_2024_11_15
65,21,23,0,5,0,1,1,7,6,1,13,3,5,0,0,8,33,7,4,3,7,4,11,0,0,3,0,-0.0824496746063232,-0.206034868955612,0.28781646490097,-0.194211483001709,-0.36453253030777,0.589977920055389,-0.0036486231256276,-0.472447842359543,0.30608543753624,-0.269150346517563,-0.145857527852058,0.316795945167541,29_Jan_2024_11_15
69,22,24,4,4,0,3,0,3,6,2,15,5,2,0,0,4,29,8,4,4,11,5,8,3,3,0,0,-0.084227055311203,-0.205928027629852,0.287864506244659,-0.19420962035656,-0.364491403102875,0.590021133422852,-0.0036768917925655,-0.472354263067246,0.306107193231583,-0.271062523126602,-0.146268293261528,0.317539423704147,29_Jan_2024_11_15
72,22,22,6,4,0,2,4,0,10,9,13,0,6,5,0,6,32,14,3,6,8,7,12,1,15,2,0,-0.0853519514203071,-0.205946013331413,0.287852942943573,-0.194217920303345,-0.36446025967598,0.59004533290863,-0.0036811311729252,-0.472301930189133,0.306125402450562,-0.272293627262115,-0.146532416343689,0.318013101816177,29_Jan_2024_11_15
73,17,19,0,2,1,1,0,1,6,8,10,0,9,2,0,5,30,13,2,9,9,8,11,2,0,4,0,-0.0870794057846069,-0.205822467803955,0.287950843572617,-0.194240272045136,-0.364399999380112,0.590077519416809,-0.0036111273802816,-0.472208350896835,0.306145817041397,-0.274053394794464,-0.146914660930633,0.31869974732399,29_Jan_2024_11_15
69,26,23,0,10,7,13,0,0,6,11,10,2,5,2,7,11,31,7,5,4,11,4,11,7,0,2,0,-0.0886084362864494,-0.20586995780468,0.288163095712662,-0.194255977869034,-0.364336729049683,0.590104937553406,-0.0035968450829386,-0.472113370895386,0.306162744760513,-0.27569842338562,-0.147271424531937,0.319352746009827,29_Jan_2024_11_15
70,24,24,0,3,1,5,0,0,6,12,14,0,8,4,1,4,31,7,5,0,10,10,9,0,0,2,0,-0.089643083512783,-0.205881327390671,0.288212150335312,-0.194259330630302,-0.364295333623886,0.590119600296021,-0.0035939775407314,-0.472056806087494,0.306176751852036,-0.27672067284584,-0.147508800029755,0.319765895605087,29_Jan_2024_11_15
72,26,21,1,4,0,9,0,0,7,11,13,1,6,3,5,6,37,5,2,6,9,5,11,3,0,2,1,-0.0910355374217033,-0.205846294760704,0.288541734218597,-0.194266900420189,-0.364216774702072,0.590137004852295,-0.0035974441561847,-0.471985876560211,0.306200832128525,-0.278163105249405,-0.147872880101204,0.320346236228943,29_Jan_2024_11_15
71,23,25,0,0,0,1,0,1,6,11,10,1,6,0,1,5,33,6,2,3,11,6,9,2,0,2,0,-0.0919459983706474,-0.205848053097725,0.288514465093613,-0.194273948669434,-0.364146590232849,0.590147376060486,-0.0036063597071915,-0.471945226192474,0.306218445301056,-0.279066473245621,-0.148112028837204,0.320711731910705,29_Jan_2024_11_15
69,21,23,8,3,0,1,1,3,5,8,10,0,7,1,1,1,37,5,6,6,8,5,12,2,0,3,6,-0.0932153835892677,-0.20598030090332,0.288775056600571,-0.194292739033699,-0.364054948091507,0.590158224105835,-0.0036252450663596,-0.471893608570099,0.306245386600494,-0.280355304479599,-0.148444771766663,0.321202456951141,29_Jan_2024_11_15
73,26,25,0,4,1,1,13,0,7,14,11,2,7,9,3,3,37,9,3,4,10,5,8,1,0,2,0,-0.0939722433686256,-0.206016272306442,0.288882434368133,-0.19431371986866,-0.364000409841537,0.590167820453644,-0.0036440987605601,-0.471866607666016,0.306258797645569,-0.281153440475464,-0.148652985692024,0.32150673866272,29_Jan_2024_11_15
69,24,23,0,3,0,1,0,0,9,13,11,4,5,7,1,3,37,7,6,1,8,5,8,1,0,1,0,-0.0950539782643318,-0.205964982509613,0.289073050022125,-0.194352433085442,-0.363930553197861,0.590173482894897,-0.0036803530529141,-0.471839964389801,0.30627378821373,-0.282277017831802,-0.148951724171639,0.321930199861526,29_Jan_2024_11_15
72,26,25,3,3,0,2,0,0,6,14,12,0,11,7,3,1,34,7,2,4,10,4,6,2,1,1,0,-0.0958845317363739,-0.205825448036194,0.289361149072647,-0.194409221410751,-0.363873541355133,0.590181529521942,-0.0037207105197012,-0.471826583147049,0.306288331747055,-0.283297091722488,-0.149226561188698,0.322296798229217,29_Jan_2024_11_15
73,25,25,1,4,1,5,0,1,3,8,7,0,9,2,2,3,35,5,1,9,8,5,12,1,0,5,1,-0.096434898674488,-0.205713883042335,0.289473623037338,-0.194452047348022,-0.363844394683838,0.590186238288879,-0.0037504623178392,-0.471826016902924,0.306297600269318,-0.283924907445908,-0.149405509233475,0.322516471147537,29_Jan_2024_11_15
74,26,26,0,4,0,3,0,0,8,16,15,2,6,3,5,5,38,5,1,6,9,4,12,2,0,4,1,-0.0971277058124542,-0.205682426691055,0.289655834436417,-0.194525226950645,-0.36382919549942,0.590196847915649,-0.0038041525986045,-0.471836030483246,0.306311786174774,-0.284738749265671,-0.149675354361534,0.322790503501892,29_Jan_2024_11_15
81,24,25,0,4,4,3,0,2,7,17,11,2,6,1,1,4,38,5,3,4,7,5,9,2,0,2,1,-0.0974511504173278,-0.205610349774361,0.289814442396164,-0.194584637880325,-0.363844335079193,0.590207278728485,-0.0038459326606243,-0.471844673156738,0.306321173906326,-0.285204172134399,-0.149848207831383,0.322942644357681,29_Jan_2024_11_15
73,26,27,0,4,0,4,1,1,6,15,8,0,8,4,4,8,36,7,3,0,9,4,7,2,9,7,0,-0.0978974848985672,-0.205541968345642,0.289955258369446,-0.194683626294136,-0.363892883062363,0.590228259563446,-0.0039259972982108,-0.471859991550446,0.306337624788284,-0.285820037126541,-0.150105699896812,0.323115468025208,29_Jan_2024_11_15
72,23,26,0,13,0,3,2,7,5,10,15,7,10,4,4,2,35,9,3,4,12,1,10,5,1,3,0,-0.0980670228600502,-0.205438986420631,0.290075033903122,-0.194764018058777,-0.363936066627502,0.590245842933655,-0.0039826473221182,-0.471871316432953,0.306345134973526,-0.286164224147797,-0.150282472372055,0.323176324367523,29_Jan_2024_11_15
74,25,27,0,3,0,3,0,0,8,12,13,0,9,2,0,4,35,6,3,7,9,4,11,2,0,2,1,-0.098213642835617,-0.205375611782074,0.290179550647736,-0.194916695356369,-0.364012509584427,0.590282797813416,-0.0040698302909731,-0.471889615058899,0.306358695030212,-0.286551773548126,-0.150517955422401,0.323216289281845,29_Jan_2024_11_15
71,25,27,0,5,0,3,0,1,8,19,10,0,9,1,1,4,37,12,2,5,8,5,12,0,0,6,1,-0.098209835588932,-0.205325812101364,0.290248781442642,-0.195050179958344,-0.364073783159256,0.590313136577606,-0.0041351094841957,-0.471901774406433,0.306368112564087,-0.286718964576721,-0.150649085640907,0.323196917772293,29_Jan_2024_11_15
70,26,26,0,4,0,5,0,2,9,11,11,0,12,2,1,3,34,7,3,4,11,4,12,2,1,2,0,-0.0980666428804397,-0.205224603414535,0.290347069501877,-0.195261836051941,-0.364177227020264,0.590350866317749,-0.0042359642684459,-0.471923857927322,0.306377083063126,-0.286856800317764,-0.150784716010094,0.323095977306366,29_Jan_2024_11_15
72,29,25,0,5,0,4,0,1,8,13,14,2,7,0,3,8,39,6,0,5,10,4,9,2,0,4,0,-0.0979244336485862,-0.205160677433014,0.290403008460998,-0.195412009954452,-0.364244908094406,0.590368747711182,-0.0043142363429069,-0.471947461366653,0.306379944086075,-0.286850929260254,-0.15086056292057,0.322986721992493,29_Jan_2024_11_15
73,26,24,1,5,1,5,14,0,7,11,14,0,6,11,1,4,38,5,8,7,10,4,11,3,0,3,0,-0.0976253747940063,-0.205047845840454,0.29047629237175,-0.195660814642906,-0.364344418048859,0.590379238128662,-0.0044162105768918,-0.471995800733566,0.306399762630463,-0.286701560020447,-0.150956332683563,0.322762340307236,29_Jan_2024_11_15
70,24,27,3,5,0,4,0,2,6,10,10,0,7,1,0,6,34,7,3,3,10,5,9,5,1,3,0,-0.0970170348882675,-0.205012559890747,0.290694087743759,-0.195905774831772,-0.364490181207657,0.59037321805954,-0.0045135775581002,-0.472058266401291,0.306433647871017,-0.286366969347,-0.150983214378357,0.32247120141983,29_Jan_2024_11_15
70,25,25,2,5,0,13,0,0,9,12,11,2,7,0,2,6,39,13,3,10,9,6,10,2,0,4,0,-0.096625804901123,-0.204799473285675,0.290702193975449,-0.196090027689934,-0.364598512649536,0.590368807315826,-0.004578957799822,-0.472105503082275,0.306452214717865,-0.286050945520401,-0.150980100035667,0.322247892618179,29_Jan_2024_11_15
68,24,25,0,3,0,1,14,1,6,9,13,0,10,0,3,5,34,7,2,3,10,6,8,2,1,3,0,-0.0961924120783805,-0.204614832997322,0.290765225887299,-0.196289330720902,-0.364697307348251,0.590353846549988,-0.0046351812779903,-0.472161591053009,0.306463688611984,-0.285674691200256,-0.15096952021122,0.321987867355347,29_Jan_2024_11_15
65,23,18,1,3,0,3,0,0,10,10,13,2,7,2,3,7,39,4,1,4,6,5,8,2,0,1,0,-0.0953646376729011,-0.204322814941406,0.290978878736496,-0.19660547375679,-0.364856362342834,0.590320706367493,-0.0047004860825836,-0.472253561019897,0.306485652923584,-0.285019546747208,-0.150919079780579,0.321578532457352,29_Jan_2024_11_15
67,24,25,0,4,1,7,0,0,14,6,13,0,9,2,2,6,32,7,3,1,9,5,7,2,1,4,0,-0.0943921580910682,-0.204029440879822,0.291313290596008,-0.196932315826416,-0.365011692047119,0.590277433395386,-0.0047998898662626,-0.472370088100433,0.30649670958519,-0.284230828285217,-0.150817006826401,0.321127504110336,29_Jan_2024_11_15
67,24,25,0,5,1,3,0,1,8,10,12,0,7,2,0,9,35,8,3,2,10,6,8,1,0,3,11,-0.0936501398682594,-0.203832104802132,0.291550129652023,-0.19716340303421,-0.365115582942963,0.590249955654144,-0.004884258378297,-0.472466111183167,0.306493699550629,-0.283646106719971,-0.150696635246277,0.320829153060913,29_Jan_2024_11_15
59,26,23,0,4,14,0,0,1,8,11,11,2,5,0,5,8,36,5,1,10,9,4,10,1,0,6,0,-0.0925164893269538,-0.203293114900589,0.291875720024109,-0.197531297802925,-0.365308612585068,0.590207397937775,-0.0050217756070196,-0.472625523805618,0.306477248668671,-0.282648742198944,-0.150493741035461,0.320357739925385,29_Jan_2024_11_15
