S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,MWx,MWy,MWz,MSx,MSy,MSz,MCx,MCy,MCz,MEx,MEy,MEz,session_time_stamp
65,13,11,1,6,0,2,0,1,9,5,9,8,9,16,0,10,7,12,27,37,157,9,100,3,6,1,8,0.199160486459732,-0.309044539928436,0.319334238767624,-0.201735347509384,-0.338631391525268,0.572234988212585,-0.0288344081491231,-0.476739913225174,0.310590624809265,0.0632202923297882,-0.157304927706718,0.33952984213829,29_Jan_2024_11_07
70,12,14,0,7,1,7,0,9,9,5,9,13,4,15,0,10,11,15,25,41,164,12,105,3,7,2,0,0.2057214230299,-0.309638291597366,0.320546239614487,-0.201079547405243,-0.338715493679047,0.572344064712524,-0.0290155336260795,-0.47711980342865,0.310630023479462,0.0674396157264709,-0.159807443618774,0.341689199209213,29_Jan_2024_11_07
72,15,17,0,4,4,0,0,3,8,4,9,12,5,13,11,5,7,15,21,38,169,10,104,1,3,1,0,0.210212349891663,-0.309799820184708,0.321287930011749,-0.200723588466644,-0.33867534995079,0.572389125823975,-0.029122756794095,-0.477368384599686,0.310679286718368,0.0701677575707435,-0.161524742841721,0.343052208423614,29_Jan_2024_11_07
63,14,14,1,9,1,3,1,6,5,2,3,9,2,17,0,7,10,13,23,41,172,15,101,8,6,10,4,0.216825604438782,-0.309922516345978,0.322410583496094,-0.200155556201935,-0.338629901409149,0.572461009025574,-0.0292833428829908,-0.477751433849335,0.310773402452469,0.0741322487592697,-0.1641735881567,0.344974100589752,29_Jan_2024_11_07
67,15,15,0,5,0,3,0,4,7,6,6,13,0,21,2,7,10,15,22,42,172,11,102,3,9,0,11,0.223396226763725,-0.309949249029159,0.323581635951996,-0.199545234441757,-0.338667243719101,0.572551012039185,-0.0294607356190681,-0.478131175041199,0.310868948698044,0.0779381543397903,-0.166865736246109,0.346761256456375,29_Jan_2024_11_07
66,18,18,0,5,0,3,0,5,3,3,6,11,3,15,0,5,15,13,14,37,171,7,97,4,7,3,1,0.229993432760239,-0.30964595079422,0.324725270271301,-0.198930725455284,-0.338738352060318,0.572598695755005,-0.0296345949172973,-0.478509962558746,0.310956329107284,0.0815783143043518,-0.169584482908249,0.34838792681694,29_Jan_2024_11_07
68,21,17,0,6,0,3,0,4,9,10,8,14,4,14,4,9,16,14,19,40,169,9,103,2,3,2,0,0.234085395932197,-0.309684693813324,0.325637131929398,-0.198533520102501,-0.33873438835144,0.572621405124664,-0.0297585222870111,-0.478764772415161,0.31100207567215,0.0839232951402664,-0.171396180987358,0.349384933710098,29_Jan_2024_11_07
70,27,18,0,6,1,4,0,5,6,7,6,11,2,22,8,8,14,13,19,39,172,6,99,1,3,2,0,0.240172207355499,-0.309497505426407,0.326878875494003,-0.197960630059242,-0.338671177625656,0.572643280029297,-0.029960997402668,-0.479121565818787,0.311058789491653,0.0872964411973953,-0.174078077077866,0.350758641958237,29_Jan_2024_11_07
69,24,18,13,4,0,2,0,5,9,6,7,12,1,23,7,7,11,15,17,40,171,6,102,4,7,2,0,0.245836466550827,-0.309209287166595,0.327872931957245,-0.197439596056938,-0.338499158620834,0.57263058423996,-0.0301250219345092,-0.479494661092758,0.311135768890381,0.0904621109366417,-0.176702365279198,0.351969480514526,29_Jan_2024_11_07
62,20,17,1,7,1,9,0,7,9,5,5,16,8,12,2,8,9,14,15,40,177,15,110,3,8,5,4,0.249424174427986,-0.309050053358078,0.328586161136627,-0.197073921561241,-0.338419169187546,0.572626173496246,-0.0302071347832679,-0.479749292135239,0.311204373836517,0.0924341306090354,-0.178408339619636,0.352677971124649,29_Jan_2024_11_07
67,15,18,0,7,3,1,10,5,12,6,5,13,0,11,1,7,9,15,13,42,172,15,112,4,10,4,0,0.254543423652649,-0.308925956487656,0.329714566469192,-0.196541219949722,-0.338231772184372,0.572608530521393,-0.0303350780159235,-0.480125278234482,0.311286151409149,0.0951981917023658,-0.180914759635925,0.353638708591461,29_Jan_2024_11_07
66,25,20,1,7,0,5,0,10,10,7,9,15,4,22,0,7,10,14,17,42,177,12,112,4,7,0,8,0.259262531995773,-0.309000581502914,0.330846905708313,-0.195973798632622,-0.33808222413063,0.572600364685059,-0.0304785016924142,-0.480503499507904,0.311336368322372,0.0977559983730316,-0.183362066745758,0.354527980089188,29_Jan_2024_11_07
65,18,19,1,9,0,2,0,5,3,6,6,12,0,20,0,9,11,13,18,44,176,13,109,2,7,12,0,0.259262531995773,-0.309000581502914,0.330846905708313,-0.195973798632622,-0.33808222413063,0.572600364685059,-0.0304785016924142,-0.480503499507904,0.311336368322372,0.0977559983730316,-0.183362066745758,0.354527980089188,29_Jan_2024_11_07
62,20,17,3,7,1,3,0,10,7,9,8,9,0,15,0,7,9,15,11,46,172,9,105,2,4,3,0,0.26232972741127,-0.308757275342941,0.331371903419495,-0.19559071958065,-0.337967902421951,0.572589337825775,-0.030566930770874,-0.480751007795334,0.311364501714706,0.0993574485182762,-0.184947028756142,0.355086833238602,29_Jan_2024_11_07
66,23,20,2,5,0,4,1,9,5,10,7,13,0,12,4,3,15,16,19,46,176,8,110,1,5,2,0,0.269602119922638,-0.308166235685348,0.33296400308609,-0.19516459107399,-0.337792098522186,0.572563886642456,-0.0306832399219274,-0.48104003071785,0.311397582292557,0.101316377520561,-0.186882212758064,0.355788677930832,29_Jan_2024_11_07
69,24,18,1,9,0,7,3,14,6,11,6,11,0,26,14,9,10,17,18,47,198,10,111,8,7,3,0,0.272365003824234,-0.30757611989975,0.333570212125778,-0.194927513599396,-0.337710618972778,0.572558522224426,-0.0307448580861091,-0.481194734573364,0.311420947313309,0.102352909743786,-0.187909707427025,0.356168657541275,29_Jan_2024_11_07
65,27,18,1,10,0,4,0,8,2,6,5,11,1,20,0,11,7,18,18,46,188,10,114,3,8,5,3,0.27896124124527,-0.305961608886719,0.335304647684097,-0.194254904985428,-0.337537705898285,0.572518646717072,-0.0309037305414676,-0.481657594442367,0.311524093151092,0.105403400957584,-0.190994992852211,0.357276231050491,29_Jan_2024_11_07
65,24,19,10,8,0,5,0,9,3,9,6,15,2,25,1,7,10,19,17,47,188,11,117,0,7,2,0,0.281233102083206,-0.304685980081558,0.335436731576919,-0.193834468722343,-0.337474346160889,0.572483420372009,-0.0309923756867647,-0.481944739818573,0.311598002910614,0.107188455760479,-0.192877769470215,0.357925534248352,29_Jan_2024_11_07
64,26,15,0,11,1,6,0,7,5,11,6,9,0,23,0,7,7,16,15,45,190,12,120,0,13,3,0,0.284351676702499,-0.30347415804863,0.336327224969864,-0.193308487534523,-0.337383806705475,0.572432518005371,-0.0311058945953845,-0.482316642999649,0.311712265014648,0.109427511692047,-0.195362597703934,0.358757793903351,29_Jan_2024_11_07
64,25,17,0,10,0,6,0,8,10,10,0,10,2,20,0,8,8,22,18,44,182,12,120,7,8,0,15,0.285465121269226,-0.303060054779053,0.33660700917244,-0.193152815103531,-0.337362378835678,0.572417736053467,-0.0311452932655811,-0.482430249452591,0.311743974685669,0.110070392489433,-0.196111857891083,0.359005331993103,29_Jan_2024_11_07
67,23,17,1,11,0,4,0,5,5,6,12,12,0,18,2,8,8,20,18,45,188,8,122,0,13,2,0,0.285465121269226,-0.303060054779053,0.33660700917244,-0.193152815103531,-0.337362378835678,0.572417736053467,-0.0311452932655811,-0.482430249452591,0.311743974685669,0.110070392489433,-0.196111857891083,0.359005331993103,29_Jan_2024_11_07
66,24,17,0,10,0,5,0,3,12,9,0,14,6,18,2,10,8,20,20,45,194,10,117,4,7,7,1,0.291181802749634,-0.30076676607132,0.338431090116501,-0.192685857415199,-0.337199628353119,0.572356224060059,-0.031236121430993,-0.482797503471375,0.311865985393524,0.111940011382103,-0.198442950844765,0.359822660684585,29_Jan_2024_11_07
62,25,17,0,11,0,5,0,6,9,8,3,10,1,18,2,7,7,21,19,46,185,10,120,7,8,1,0,0.294250547885895,-0.299564033746719,0.339448034763336,-0.192289724946022,-0.337001115083694,0.572288036346436,-0.0312879644334316,-0.483153939247131,0.312013655900955,0.113667607307434,-0.200799748301506,0.360741168260574,29_Jan_2024_11_07
62,27,20,13,8,0,1,0,4,6,10,2,12,0,25,12,6,5,25,14,46,192,7,118,5,6,2,0,0.295646756887436,-0.299088537693024,0.339731305837631,-0.192038491368294,-0.336941480636597,0.572273671627045,-0.0313032567501068,-0.483352810144424,0.312113136053085,0.114601522684097,-0.202172726392746,0.361294209957123,29_Jan_2024_11_07
64,29,25,0,9,0,9,4,6,10,9,0,13,0,18,1,8,13,19,19,45,196,10,119,5,8,8,1,0.298054695129394,-0.298126697540283,0.340228348970413,-0.191755205392837,-0.336800515651703,0.572238504886627,-0.0312995202839374,-0.483605831861496,0.312251597642898,0.11578481644392,-0.204031258821487,0.362115859985351,29_Jan_2024_11_07
60,23,18,3,11,2,4,3,9,4,11,5,11,0,15,0,7,12,16,14,41,199,8,117,4,8,2,1,0.298637598752975,-0.29800620675087,0.340400218963623,-0.19168247282505,-0.336733162403107,0.572222292423248,-0.031291976571083,-0.483681261539459,0.312295317649841,0.116135708987713,-0.204626753926277,0.362399846315384,29_Jan_2024_11_07
60,26,19,0,8,0,13,2,5,1,10,2,15,3,19,2,10,10,17,17,46,203,10,120,4,8,2,0,0.30066367983818,-0.297544091939926,0.340857475996017,-0.191499799489975,-0.336543023586273,0.572183966636658,-0.0312408618628978,-0.483888298273086,0.312434703111648,0.117084965109825,-0.206433907151222,0.3632852435112,29_Jan_2024_11_07
61,27,20,0,10,1,4,0,7,5,15,4,12,0,19,1,8,6,13,13,44,201,8,122,4,13,1,0,0.302148729562759,-0.296832740306854,0.34100079536438,-0.191393733024597,-0.336378693580627,0.572153806686401,-0.031170018017292,-0.484037071466446,0.312565118074417,0.117781333625317,-0.208003416657448,0.364068537950516,29_Jan_2024_11_07
59,27,19,0,9,0,3,0,3,3,8,3,10,2,20,2,9,13,16,14,45,203,9,122,2,4,1,0,0.30340301990509,-0.29608342051506,0.341120541095734,-0.191350355744362,-0.336236238479614,0.57213169336319,-0.0310807079076766,-0.484133630990982,0.312695473432541,0.118251897394657,-0.209382101893425,0.364760339260101,29_Jan_2024_11_07
58,23,19,1,10,0,2,0,5,4,8,1,13,2,20,1,11,9,17,17,45,214,10,123,2,4,1,0,0.304521262645721,-0.295535951852798,0.341350317001343,-0.191346392035484,-0.336120069026947,0.572114169597626,-0.0309816636145114,-0.484193205833435,0.312825590372085,0.1185292750597,-0.210579097270965,0.365320920944214,29_Jan_2024_11_07
62,19,14,2,10,0,5,0,0,7,2,5,12,0,22,7,9,14,18,19,43,211,11,124,4,8,2,0,0.305419087409973,-0.294689059257507,0.341201931238174,-0.191356748342514,-0.33606094121933,0.57210248708725,-0.0309110600501298,-0.484213799238205,0.312907367944717,0.118632391095161,-0.211292967200279,0.365616142749786,29_Jan_2024_11_07
61,26,19,0,9,0,3,0,5,3,8,4,11,1,22,1,10,6,14,15,46,207,11,117,8,12,2,0,0.306373864412308,-0.293591380119324,0.340874344110489,-0.191383346915245,-0.335986316204071,0.572087407112122,-0.0307950787246227,-0.484212189912796,0.313023686408997,0.118695579469204,-0.212233006954193,0.365956962108612,29_Jan_2024_11_07
61,25,18,3,11,0,6,0,3,2,6,0,10,0,21,1,11,10,17,18,45,215,10,117,8,13,2,0,0.307330042123794,-0.292396575212479,0.340673953294754,-0.191427335143089,-0.335906952619553,0.57206928730011,-0.0306637287139892,-0.484167218208313,0.313132107257843,0.118648685514927,-0.213041961193085,0.366142064332962,29_Jan_2024_11_07
60,24,25,2,10,3,6,4,5,2,8,2,10,0,18,0,9,9,19,17,47,219,11,118,6,9,2,1,0.308252245187759,-0.290929555892944,0.340369820594788,-0.191489726305008,-0.335829824209213,0.572045922279358,-0.0304863583296537,-0.484103232622147,0.313250452280044,0.11849070340395,-0.213714987039566,0.366176664829254,29_Jan_2024_11_07
59,26,18,1,11,0,13,0,1,0,6,0,9,0,22,1,11,10,18,16,45,215,10,112,6,8,12,0,0.308729112148285,-0.289981961250305,0.340168833732605,-0.191542342305183,-0.33577635884285,0.572027206420898,-0.0303614120930433,-0.484043002128601,0.313322484493256,0.118314571678638,-0.214093595743179,0.366097271442413,29_Jan_2024_11_07
60,23,18,1,11,0,5,0,8,5,10,11,9,1,24,3,15,13,19,17,48,216,12,117,1,4,2,0,0.309309631586075,-0.287712275981903,0.339414656162262,-0.191639080643654,-0.335700333118439,0.572000980377197,-0.0301581695675849,-0.483934968709946,0.313427478075027,0.117920897901058,-0.214518219232559,0.365819811820984,29_Jan_2024_11_07
59,25,18,0,15,5,4,0,8,0,8,1,9,0,27,2,14,9,20,20,44,217,12,116,6,8,6,9,0.309786289930344,-0.285425186157226,0.338887512683868,-0.191740840673447,-0.335645854473114,0.571982204914093,-0.029949402436614,-0.48380970954895,0.313523560762405,0.117387697100639,-0.214750483632088,0.365310877561569,29_Jan_2024_11_07
59,24,18,0,10,0,4,0,6,5,7,0,12,0,27,1,12,8,17,14,44,223,12,119,4,3,3,0,0.31023496389389,-0.283058881759643,0.338225096464157,-0.19183075428009,-0.335532546043396,0.571938931941986,-0.0297380462288856,-0.48366978764534,0.313602745532989,0.116731427609921,-0.214760527014732,0.364543527364731,29_Jan_2024_11_07
55,24,18,3,11,0,4,0,8,4,9,1,10,0,24,0,13,6,20,20,46,225,13,115,4,8,2,0,0.310447365045547,-0.281537353992462,0.337651371955872,-0.191888406872749,-0.335454910993576,0.571885645389557,-0.0295946728438138,-0.483571231365204,0.313652485609054,0.116233564913273,-0.214640527963638,0.363914906978607,29_Jan_2024_11_07
56,21,17,2,11,0,8,0,9,10,9,3,12,1,24,0,10,5,19,17,42,220,12,114,7,7,0,9,0.310422658920288,-0.279263496398926,0.336661040782928,-0.191922277212143,-0.335378646850586,0.571803748607636,-0.029360182583332,-0.483415991067886,0.313740134239197,0.115432433784008,-0.214274778962135,0.362793892621994,29_Jan_2024_11_07
58,23,18,2,12,4,9,1,9,2,9,5,12,0,30,1,10,8,21,20,46,226,12,116,6,8,8,1,0.310136824846268,-0.277274936437607,0.335667073726654,-0.19194096326828,-0.335306316614151,0.571706056594849,-0.0291224475950002,-0.483250468969345,0.313824206590652,0.114558316767216,-0.213711827993393,0.361445605754852,29_Jan_2024_11_07
61,26,20,0,19,0,7,1,7,1,7,1,15,0,27,6,7,7,20,20,46,227,12,119,6,8,10,8,0.30954110622406,-0.275438070297241,0.33461919426918,-0.191931784152985,-0.335267126560211,0.57160896062851,-0.0288979336619377,-0.483085453510284,0.313889265060425,0.113614171743393,-0.212926790118217,0.359906315803528,29_Jan_2024_11_07
58,26,20,14,10,0,8,0,6,3,3,9,8,0,25,0,8,6,25,20,45,227,12,118,13,12,3,0,0.309110939502716,-0.274346947669983,0.334008753299713,-0.191916674375534,-0.335250586271286,0.571546375751495,-0.028752876445651,-0.482979446649551,0.313920199871063,0.112935215234756,-0.212265536189079,0.358784765005112,29_Jan_2024_11_07
56,28,21,0,11,0,7,1,7,1,10,3,13,0,29,4,11,25,20,18,45,231,13,118,5,7,6,1,0.308078438043594,-0.272788107395172,0.332902640104294,-0.191894084215164,-0.335138320922851,0.571439504623413,-0.0285203624516725,-0.482818961143494,0.313979923725128,0.111834295094013,-0.211065262556076,0.356998533010483,29_Jan_2024_11_07
55,25,23,0,11,0,5,0,7,1,6,1,13,0,30,2,14,21,19,21,44,225,14,118,6,7,9,0,0.307104468345642,-0.271197438240051,0.331960409879684,-0.191825315356255,-0.335110157728195,0.571344316005707,-0.0282836239784955,-0.482664167881012,0.314030289649963,0.110641531646252,-0.209672719240189,0.355115681886673,29_Jan_2024_11_07
56,29,19,0,10,0,9,0,10,4,10,4,13,0,29,0,7,6,17,12,45,225,13,117,3,4,3,0,0.305871576070786,-0.269721746444702,0.330903977155685,-0.191757932305336,-0.335047692060471,0.571237981319428,-0.0280544497072696,-0.482495576143265,0.314069867134094,0.109365850687027,-0.208169594407082,0.353160262107849,29_Jan_2024_11_07
53,29,18,0,19,12,6,0,8,0,8,1,11,0,25,0,6,4,20,14,45,225,14,118,5,7,3,0,0.304546505212784,-0.268445491790771,0.33002707362175,-0.191704720258713,-0.334978610277176,0.571151673793793,-0.0278398245573043,-0.482293635606766,0.314100444316864,0.108042322099209,-0.206562921404838,0.351192086935043,29_Jan_2024_11_07
55,28,20,0,8,0,12,0,4,2,5,0,14,0,26,2,9,8,21,14,45,223,14,118,8,7,3,4,0.303571850061417,-0.267792850732803,0.329487055540085,-0.191676959395409,-0.334938615560532,0.571102440357208,-0.0276902876794338,-0.482147037982941,0.314112633466721,0.107126608490944,-0.205447807908058,0.349878370761871,29_Jan_2024_11_07
49,29,21,0,12,0,4,0,6,2,2,0,14,0,30,1,12,16,23,14,43,216,12,115,6,7,3,1,0.301934957504272,-0.26715013384819,0.32878765463829,-0.191663846373558,-0.334886610507965,0.571025848388672,-0.0274650417268276,-0.481896489858627,0.314123958349228,0.105700723826885,-0.203737407922745,0.347891122102737,29_Jan_2024_11_07
52,26,18,3,13,3,7,1,12,3,9,10,13,0,28,0,8,10,18,14,40,215,11,113,7,8,0,0,0.300085633993149,-0.266636550426483,0.328119248151779,-0.191679641604423,-0.334841072559357,0.570959150791168,-0.0272576101124286,-0.481603473424912,0.314116686582565,0.104207739233971,-0.201975658535957,0.34586375951767,29_Jan_2024_11_07
52,29,19,0,20,0,6,0,11,5,11,2,13,0,32,2,7,28,18,16,44,217,13,114,5,7,4,8,0.298133015632629,-0.266460686922073,0.327582746744156,-0.191720575094223,-0.334717869758606,0.570882916450501,-0.0270528979599475,-0.48129403591156,0.314094483852386,0.102653905749321,-0.200165241956711,0.34378108382225,29_Jan_2024_11_07
54,27,19,0,11,0,7,0,12,5,7,3,13,1,27,4,9,30,17,14,44,209,15,113,5,7,2,0,0.295982867479324,-0.266194403171539,0.32714432477951,-0.191780179738998,-0.334605425596237,0.570792555809021,-0.0268317367881536,-0.480968713760376,0.314069718122482,0.10101942718029,-0.19829785823822,0.341620922088623,29_Jan_2024_11_07
52,28,22,0,13,0,13,2,7,3,9,1,13,0,28,8,11,30,17,13,44,206,13,112,2,2,2,0,0.294465661048889,-0.265958547592163,0.326942920684814,-0.191827148199081,-0.334531098604202,0.570718348026276,-0.0266784820705652,-0.480747073888779,0.314046323299408,0.09987673163414,-0.197022721171379,0.340131372213364,29_Jan_2024_11_07
51,22,15,1,14,2,7,1,10,1,5,1,12,1,29,4,9,30,18,15,45,206,12,112,6,8,2,0,0.291947245597839,-0.265517830848694,0.326707303524017,-0.191867023706436,-0.334389925003052,0.570620834827423,-0.0264498125761747,-0.480390459299088,0.314005732536316,0.0981170088052749,-0.195039168000221,0.337855100631714,29_Jan_2024_11_07
45,23,26,0,11,1,5,1,7,9,4,4,10,0,27,1,9,28,12,12,44,201,11,106,4,5,2,0,0.289199203252792,-0.264863908290863,0.326462924480438,-0.191910684108734,-0.33425909280777,0.570541262626648,-0.0262136738747358,-0.480032682418823,0.313965857028961,0.0962142273783683,-0.192969143390655,0.335441589355469,29_Jan_2024_11_07
50,25,19,0,9,0,2,0,7,0,5,3,12,0,30,4,7,29,15,15,47,200,12,104,6,7,3,0,0.286126017570496,-0.264163643121719,0.326190054416656,-0.191953748464584,-0.334124326705933,0.570461988449097,-0.0259604398161172,-0.47966656088829,0.31390842795372,0.0941316336393356,-0.190839350223541,0.332841366529465,29_Jan_2024_11_07
52,25,19,0,11,1,9,1,11,5,7,3,13,1,22,0,4,32,15,13,44,203,14,101,7,7,3,0,0.284025251865387,-0.263765126466751,0.3260038793087,-0.191976636648178,-0.334073185920715,0.57041722536087,-0.0257743131369352,-0.479425460100174,0.3138747215271,0.0926510468125343,-0.189410880208015,0.331027269363403,29_Jan_2024_11_07
48,25,18,0,10,0,6,0,10,3,8,3,15,2,25,3,7,25,11,9,43,200,15,96,11,12,2,0,0.280664831399918,-0.263245761394501,0.32575199007988,-0.192001268267631,-0.334023386240005,0.57035768032074,-0.0255253780633211,-0.479067295789719,0.313824266195297,0.0902930349111557,-0.18726934492588,0.32819476723671,29_Jan_2024_11_07
48,24,16,0,9,0,4,0,9,0,6,3,14,0,24,1,6,27,14,12,45,197,12,102,1,2,4,0,0.277200728654861,-0.262977540493011,0.325524002313614,-0.192038550972938,-0.333891242742538,0.570281445980072,-0.0252806954085826,-0.478702872991562,0.313748300075531,0.0878507941961288,-0.185187071561813,0.325378000736237,29_Jan_2024_11_07
50,25,16,0,12,0,4,0,7,1,5,3,12,1,26,2,8,26,16,13,41,194,14,96,3,6,6,1,0.273453682661057,-0.262839645147324,0.325267195701599,-0.192117407917976,-0.333699643611908,0.570189833641052,-0.025068387389183,-0.478349655866623,0.313635051250458,0.0853168815374374,-0.183166936039925,0.322604268789291,29_Jan_2024_11_07
50,22,15,0,17,0,3,1,7,3,9,1,12,0,26,4,7,24,16,11,37,189,16,93,2,5,5,1,0.270928114652634,-0.262780636548996,0.32513353228569,-0.192205816507339,-0.333540618419647,0.570119917392731,-0.0249254368245601,-0.47812357544899,0.313559591770172,0.0835765749216079,-0.181953266263008,0.320785462856293,29_Jan_2024_11_07
49,19,15,4,12,0,4,0,9,5,9,1,15,0,21,0,6,29,15,9,38,189,13,96,3,6,3,0,0.266994506120682,-0.262650728225708,0.324928283691406,-0.192322850227356,-0.333338677883148,0.570027768611908,-0.0246769171208143,-0.477779030799866,0.313456565141678,0.0808649733662605,-0.1802698969841,0.318024188280106,29_Jan_2024_11_07
51,16,13,1,13,2,4,1,8,4,7,3,15,0,31,8,6,27,10,9,40,184,13,90,3,6,3,1,0.262808710336685,-0.262486040592194,0.324677973985672,-0.192476525902748,-0.333096027374268,0.569936633110046,-0.0244240965694189,-0.477429062128067,0.313368290662765,0.0779953077435493,-0.178666889667511,0.315179407596588,29_Jan_2024_11_07
53,19,16,0,11,0,4,0,9,3,9,9,14,0,24,1,4,30,10,9,40,186,14,86,2,5,2,0,0.259782046079636,-0.262265652418137,0.324339866638184,-0.19256129860878,-0.332990527153015,0.569888651371002,-0.0242511257529258,-0.47720867395401,0.313318014144897,0.0759773626923561,-0.177614510059357,0.313216656446457,29_Jan_2024_11_07
49,17,16,1,11,0,6,0,8,1,6,6,11,0,24,0,16,24,13,9,41,183,14,88,3,4,0,0,0.255144447088242,-0.26197338104248,0.323587954044342,-0.192650258541107,-0.332829624414444,0.569819569587708,-0.0239922795444726,-0.476906478404999,0.313247561454773,0.0727691277861595,-0.176069438457489,0.310171484947205,29_Jan_2024_11_07
51,14,14,0,10,0,4,0,9,3,11,3,13,2,26,1,8,28,13,12,40,186,14,86,3,5,3,0,0.250412970781326,-0.2616006731987,0.322610646486282,-0.192731469869614,-0.332666426897049,0.569743096828461,-0.0237265191972255,-0.476626873016357,0.31316602230072,0.0693663209676742,-0.174564361572266,0.307051509618759,29_Jan_2024_11_07
52,16,16,0,10,2,3,0,7,5,6,3,11,0,28,1,11,31,13,12,39,185,14,83,3,4,4,0,0.245746657252312,-0.261274933815002,0.321432113647461,-0.19277586042881,-0.332537919282913,0.569697737693787,-0.0234725289046764,-0.476379692554474,0.313092648983002,0.0657917484641075,-0.173155531287193,0.303901672363281,29_Jan_2024_11_07
50,17,14,0,11,0,6,1,7,7,5,5,11,0,23,5,8,29,13,12,39,179,14,81,3,7,2,0,0.242634207010269,-0.261086851358414,0.320573270320892,-0.192798763513565,-0.332441926002502,0.569676339626312,-0.0233006235212087,-0.476216971874237,0.313039392232895,0.0633433163166046,-0.172280833125114,0.301824599504471,29_Jan_2024_11_07
48,15,15,2,12,1,3,10,5,2,5,3,12,0,21,4,8,30,13,15,37,176,13,81,1,4,3,0,0.237992569804192,-0.26074880361557,0.319189727306366,-0.192879736423492,-0.332305997610092,0.569652795791626,-0.0230537597090005,-0.475951135158539,0.312951594591141,0.0595597252249717,-0.171114936470985,0.298720359802246,29_Jan_2024_11_07
51,12,15,1,13,2,5,0,7,3,8,1,11,0,20,10,7,27,11,17,38,177,19,77,3,7,4,5,0.233211189508438,-0.260498315095901,0.317565470933914,-0.192995220422745,-0.332177579402924,0.56962651014328,-0.0227988082915544,-0.47567942738533,0.312871724367142,0.0556545630097389,-0.170109614729881,0.295628100633621,29_Jan_2024_11_07
51,15,14,1,11,0,3,0,2,8,4,2,13,1,26,6,5,29,7,12,38,169,11,79,2,6,2,0,0.228793710470199,-0.260281592607498,0.316519320011139,-0.193121820688248,-0.332049071788788,0.569581747055054,-0.022547923028469,-0.475396722555161,0.312809646129608,0.0516029819846153,-0.169252574443817,0.292507082223892,29_Jan_2024_11_07
53,16,14,0,9,0,4,0,1,1,5,1,9,0,24,6,7,25,6,12,34,169,13,76,2,4,4,9,0.225523591041565,-0.260095536708832,0.315477102994919,-0.193186357617378,-0.331963300704956,0.569551944732666,-0.0223901718854904,-0.475201725959778,0.312763392925262,0.0488218814134597,-0.16873662173748,0.290419429540634,29_Jan_2024_11_07
48,16,16,0,10,1,0,0,0,4,4,0,10,0,24,4,10,29,11,12,35,166,13,71,1,6,2,1,0.220452785491943,-0.25997593998909,0.313494890928268,-0.193246379494667,-0.331822693347931,0.569511294364929,-0.0221636313945055,-0.474917441606522,0.312684506177902,0.0445554256439209,-0.168037727475166,0.287227809429169,29_Jan_2024_11_07
52,13,14,0,9,0,5,0,5,5,7,1,10,0,24,4,8,30,10,14,36,172,10,75,1,5,5,2,0.21549080312252,-0.259853005409241,0.311396211385727,-0.193250954151154,-0.331648200750351,0.5694300532341,-0.0219445787370204,-0.474667370319366,0.312615066766739,0.0402187258005142,-0.16737987101078,0.284001767635345,29_Jan_2024_11_07
45,14,13,0,12,0,3,0,4,3,6,3,11,1,23,3,7,30,12,15,34,169,9,69,2,6,2,0,0.212218821048736,-0.259773045778274,0.309936732053757,-0.193238765001297,-0.331574589014053,0.569407284259796,-0.0218144580721855,-0.474511176347732,0.312557280063629,0.03731120377779,-0.16697658598423,0.281835108995438,29_Jan_2024_11_07
50,14,14,7,11,0,7,0,7,7,0,10,11,0,22,4,11,29,10,13,32,162,12,69,5,5,1,0,0.207367524504661,-0.259653031826019,0.307589411735535,-0.193225011229515,-0.331441432237625,0.569340646266937,-0.0216475427150726,-0.474243998527527,0.312496870756149,0.0329671278595924,-0.166426569223404,0.278624206781387,29_Jan_2024_11_07
52,13,11,7,10,0,1,0,0,10,4,0,12,2,19,5,12,31,9,9,32,163,9,68,1,5,3,1,0.202734261751175,-0.259701132774353,0.30542778968811,-0.193206936120987,-0.331316858530044,0.569262683391571,-0.0215010978281497,-0.47397580742836,0.31243497133255,0.0286090597510337,-0.165993005037308,0.275429844856262,29_Jan_2024_11_07
54,16,14,0,10,0,5,1,7,6,6,3,12,1,21,4,9,27,13,15,33,160,12,72,2,4,0,0,0.198009729385376,-0.259684443473816,0.303145617246628,-0.193190991878509,-0.33120122551918,0.569160640239716,-0.0213450100272893,-0.473781853914261,0.312310308218002,0.0242917314171791,-0.165631607174873,0.272351682186127,29_Jan_2024_11_07
50,16,15,1,12,0,4,1,3,7,6,5,12,0,16,3,10,25,11,13,36,157,10,69,4,7,2,0,0.194829002022743,-0.259872138500214,0.301570475101471,-0.193161174654961,-0.331095367670059,0.56909841299057,-0.021243005990982,-0.473643392324448,0.312241733074188,0.021408200263977,-0.165450572967529,0.270359933376312,29_Jan_2024_11_07
52,13,11,0,13,1,3,2,7,8,6,5,12,1,17,4,7,18,13,15,32,148,10,67,2,1,2,0,0.190213069319725,-0.260171175003052,0.299357235431671,-0.193091675639152,-0.330828845500946,0.568968057632446,-0.0211082305759191,-0.473412930965424,0.312138974666595,0.0170887447893619,-0.165259942412376,0.267453372478485,29_Jan_2024_11_07
