S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,MWx,MWy,MWz,MSx,MSy,MSz,MCx,MCy,MCz,MEx,MEy,MEz,session_time_stamp
18,48,11,1,8,0,7,0,1,2,3,1,1,0,1,1,2,14,4,7,32,50,6,14,10,10,4,0,0.0860672146081924,-0.168844178318977,0.123233407735825,-0.181220531463623,-0.328424066305161,0.561649560928345,0.0032444847747683,-0.448609530925751,0.307997792959213,-0.088216632604599,-0.142470508813858,0.217679634690285,29_Jan_2024_11_11
21,52,14,0,6,0,11,0,0,0,0,11,0,5,0,1,2,14,5,7,30,47,2,15,2,0,5,1,0.0861044079065322,-0.16885270178318,0.123238407075405,-0.181265354156494,-0.328495413064957,0.56165885925293,0.0031436523422598,-0.448744177818298,0.308018326759338,-0.0881188437342643,-0.142480105161667,0.2177854180336,29_Jan_2024_11_11
21,49,13,0,8,0,2,0,1,6,0,3,1,2,0,10,5,12,4,5,31,48,7,18,2,0,4,0,0.0861636847257614,-0.168863445520401,0.123265400528908,-0.181353837251663,-0.328460454940796,0.561633110046387,0.0030391819309443,-0.448873579502106,0.308032691478729,-0.0879886522889137,-0.142497822642326,0.217927113175392,29_Jan_2024_11_11
21,51,14,1,8,0,3,0,0,2,0,0,0,1,2,0,10,11,4,5,31,49,5,13,2,0,6,3,0.0862294286489486,-0.168884351849556,0.123293370008469,-0.181400120258331,-0.3284552693367,0.561631441116333,0.0029774564318358,-0.448956608772278,0.308049738407135,-0.0878723487257957,-0.14252881705761,0.218039646744728,29_Jan_2024_11_11
21,50,11,0,5,1,8,0,2,4,0,1,8,1,1,15,4,15,6,6,28,46,7,16,1,2,4,0,0.0862886533141136,-0.168904945254326,0.123322509229183,-0.181445077061653,-0.328473150730133,0.561650454998016,0.0028854005504399,-0.449075013399124,0.308082669973373,-0.0877458676695823,-0.142556935548782,0.218243286013603,29_Jan_2024_11_11
19,52,13,0,9,0,5,1,1,2,3,3,2,0,0,0,1,18,6,4,30,44,8,17,3,0,5,0,0.0863154828548431,-0.168933615088463,0.123329140245914,-0.181439653038979,-0.328494012355804,0.561679661273956,0.0028198657091706,-0.44915047287941,0.30810135602951,-0.0876432359218597,-0.142579972743988,0.218366131186485,29_Jan_2024_11_11
23,49,14,0,8,0,1,0,1,1,0,2,1,0,0,1,5,12,5,6,29,46,5,17,2,5,4,0,0.0863610729575157,-0.168970420956612,0.12335155159235,-0.181442961096764,-0.328516125679016,0.561734080314636,0.0027458244003355,-0.449264973402023,0.308160990476608,-0.0874485820531845,-0.142676413059235,0.218541458249092,29_Jan_2024_11_11
23,53,14,0,8,0,1,0,8,6,0,1,0,1,0,0,3,13,9,5,30,47,7,16,2,1,4,0,0.0864013135433197,-0.168999716639519,0.123358674347401,-0.181450664997101,-0.328578799962997,0.561777949333191,0.0027035428211092,-0.449334770441055,0.308203786611557,-0.0873397961258888,-0.142732843756676,0.21865601837635,29_Jan_2024_11_11
24,51,14,0,9,0,1,0,13,7,0,1,0,0,14,0,0,11,12,11,31,48,7,17,2,0,3,0,0.0864453390240669,-0.169019415974617,0.123369961977005,-0.181489318609238,-0.328651070594788,0.561836123466492,0.002630611648783,-0.449426770210266,0.308254837989807,-0.0871869772672653,-0.142763629555702,0.21881753206253,29_Jan_2024_11_11
21,48,8,1,9,1,4,0,1,3,0,2,2,0,0,14,3,14,1,5,33,48,5,14,2,0,5,0,0.0864736437797546,-0.169025838375091,0.123370215296745,-0.181521221995354,-0.328693509101868,0.561876356601715,0.0025609387084841,-0.449472904205322,0.30825212597847,-0.0870728492736816,-0.142796888947487,0.218909502029419,29_Jan_2024_11_11
25,48,13,0,7,0,2,14,0,8,0,1,0,0,0,0,1,14,3,7,30,46,7,15,3,7,3,0,0.086506150662899,-0.169015884399414,0.123385883867741,-0.18159855902195,-0.328781813383102,0.561924159526825,0.0024685366079211,-0.44953790307045,0.308263629674911,-0.0869066417217254,-0.14285284280777,0.219026044011116,29_Jan_2024_11_11
20,49,9,0,8,0,8,0,0,2,0,0,3,6,0,2,5,14,0,5,31,52,6,14,2,0,4,0,0.0865459144115448,-0.169014096260071,0.12339274585247,-0.181671902537346,-0.328896969556808,0.561982035636902,0.0023899816442281,-0.449591219425201,0.308281481266022,-0.0867968052625656,-0.142891198396683,0.219177812337875,29_Jan_2024_11_11
24,51,13,12,7,14,0,0,0,3,0,0,0,1,4,0,1,14,6,6,34,51,7,17,4,1,0,14,0.0865654274821281,-0.169004365801811,0.123410694301128,-0.181664749979973,-0.328984618186951,0.562033951282501,0.0023393309675157,-0.449621826410294,0.308297514915466,-0.0867126137018203,-0.14290677011013,0.219288691878319,29_Jan_2024_11_11
18,49,8,7,9,0,10,0,9,6,0,0,0,13,0,0,2,13,4,6,35,51,5,12,2,1,4,0,0.0866048112511634,-0.169002369046211,0.12342169880867,-0.181670308113098,-0.329115599393845,0.562102556228638,0.002290787640959,-0.449667036533356,0.308344423770904,-0.0866113677620887,-0.142906218767166,0.219439551234245,29_Jan_2024_11_11
23,52,12,0,9,1,6,1,0,0,0,0,0,0,1,2,6,14,5,6,30,48,2,20,1,0,4,0,0.0866307467222213,-0.169007435441017,0.12345502525568,-0.181683197617531,-0.329185247421265,0.562143206596375,0.0022401921451091,-0.44968119263649,0.308346301317215,-0.0865515768527984,-0.142904996871948,0.219528764486313,29_Jan_2024_11_11
20,49,10,1,8,0,5,1,0,6,7,2,1,2,0,0,1,14,4,7,30,48,11,17,2,1,3,0,0.0866610407829284,-0.169004932045937,0.123475082218647,-0.181706473231316,-0.329277873039246,0.562195897102356,0.0021772240288555,-0.449703305959701,0.308362543582916,-0.0864703133702278,-0.142902672290802,0.219643875956535,29_Jan_2024_11_11
20,46,14,0,9,8,0,0,0,3,0,0,1,1,1,1,2,14,3,5,34,46,7,15,3,1,0,2,0.0866748094558715,-0.169018089771271,0.12347674369812,-0.181724175810814,-0.329331785440445,0.562226295471191,0.0021288206335157,-0.449711978435516,0.308373183012009,-0.0864206776022911,-0.142902582883835,0.219707235693931,29_Jan_2024_11_11
20,50,10,1,11,1,5,1,9,7,0,9,2,7,0,1,8,13,3,3,33,52,7,17,2,0,4,0,0.0867320895195007,-0.169041767716408,0.123483367264271,-0.181753620505333,-0.329399406909943,0.562264442443848,0.0020659312140196,-0.449716985225678,0.30838617682457,-0.0863564759492874,-0.142906844615936,0.21978548169136,29_Jan_2024_11_11
24,52,12,0,9,3,5,1,4,3,4,1,2,1,0,1,1,14,3,6,34,49,1,15,2,1,4,0,0.0867171660065651,-0.169067695736885,0.123490750789642,-0.181775808334351,-0.329436719417572,0.562285363674164,0.0020248615182936,-0.449716478586197,0.308392763137817,-0.0863200053572654,-0.142914116382599,0.219829127192497,29_Jan_2024_11_11
21,47,12,0,7,14,3,0,0,3,7,2,1,1,0,0,2,16,2,3,33,53,8,15,4,0,6,0,0.0867226123809814,-0.169085159897804,0.123507872223854,-0.181812986731529,-0.329482614994049,0.562313556671143,0.0019833499100059,-0.449713200330734,0.308416455984116,-0.0862665176391601,-0.142936736345291,0.219887569546699,29_Jan_2024_11_11
26,48,15,1,8,0,4,0,0,1,0,1,2,0,0,0,1,14,3,8,30,50,3,16,2,2,4,0,0.086770012974739,-0.169114783406258,0.1235062032938,-0.181841820478439,-0.329507350921631,0.562330365180969,0.001959431450814,-0.449707746505737,0.308435946702957,-0.0862353667616844,-0.142952650785446,0.219923108816147,29_Jan_2024_11_11
23,47,17,1,8,0,3,0,11,2,0,2,0,1,0,0,3,16,1,3,34,52,9,16,0,14,5,0,0.0867413356900215,-0.169135868549347,0.123517841100693,-0.181892409920692,-0.329536199569702,0.562353312969208,0.0019266658928245,-0.449692368507385,0.308468520641327,-0.0861802250146865,-0.142991438508034,0.219981834292412,29_Jan_2024_11_11
22,49,12,0,11,0,3,0,1,4,0,4,2,2,4,0,1,8,2,8,30,50,7,18,2,0,4,0,0.0867512747645378,-0.169128969311714,0.123537287116051,-0.181954175233841,-0.329554289579391,0.562376141548157,0.0019016747828572,-0.449663192033768,0.308517336845398,-0.0861269533634185,-0.143030777573586,0.220033586025238,29_Jan_2024_11_11
22,51,15,0,14,0,5,0,1,5,2,2,0,1,1,0,3,13,3,10,32,51,7,17,3,1,2,0,0.0867989808320999,-0.169106140732765,0.123592756688595,-0.182000443339348,-0.329575181007385,0.562395870685577,0.0018876802641898,-0.449635356664658,0.308558791875839,-0.0860999897122383,-0.143051296472549,0.22006793320179,29_Jan_2024_11_11
24,49,14,0,7,0,1,0,0,1,0,2,2,1,1,0,3,14,4,7,33,53,5,20,2,0,4,0,0.0868031531572341,-0.169066861271858,0.123624205589294,-0.182087004184723,-0.329611271619797,0.56243246793747,0.0018907457124441,-0.449589610099793,0.30864691734314,-0.0860713198781013,-0.143076300621033,0.220122560858726,29_Jan_2024_11_11
23,51,12,1,9,4,7,1,0,4,2,5,2,1,0,0,2,11,1,7,32,56,6,13,2,0,7,1,0.086732842028141,-0.169015169143677,0.123609140515327,-0.182148471474647,-0.32961630821228,0.562465667724609,0.0018898760899901,-0.449556142091751,0.308697640895843,-0.0860609710216522,-0.143088340759277,0.220160230994224,29_Jan_2024_11_11
24,51,14,0,7,0,3,0,0,0,1,0,0,9,0,1,2,14,2,3,29,57,8,16,1,0,4,0,0.0867495685815811,-0.168861791491508,0.123686194419861,-0.182255893945694,-0.329584389925003,0.562513291835785,0.0018864062149077,-0.449505776166916,0.308775216341019,-0.0860952362418174,-0.143090203404427,0.220234677195549,29_Jan_2024_11_11
27,54,13,0,15,0,3,0,0,3,0,2,8,1,0,0,0,14,3,9,29,56,5,12,2,0,6,0,0.0866788104176521,-0.16867259144783,0.123716108500957,-0.182349696755409,-0.329556941986084,0.562536954879761,0.0018980510067194,-0.449471890926361,0.308845609426498,-0.0861480608582496,-0.143083661794662,0.220282450318336,29_Jan_2024_11_11
24,49,19,1,8,0,3,0,0,7,0,1,6,1,3,0,6,14,4,9,28,54,7,18,4,0,0,0,0.0865336656570434,-0.168132469058037,0.123757235705852,-0.18247851729393,-0.329530298709869,0.56257963180542,0.0019168192520737,-0.449423938989639,0.308947175741196,-0.0862807855010032,-0.143065243959427,0.220347553491592,29_Jan_2024_11_11
30,51,15,0,6,0,1,0,0,2,0,2,0,3,2,1,5,14,7,10,31,59,5,13,2,0,3,0,0.0863730087876319,-0.167751580476761,0.123768284916878,-0.182544991374016,-0.329521536827087,0.562614321708679,0.0019323113374412,-0.449398577213287,0.309009611606598,-0.086407646536827,-0.143054038286209,0.220378056168556,29_Jan_2024_11_11
26,52,12,0,8,0,3,0,0,3,0,1,0,2,0,2,4,12,6,14,27,58,6,19,3,6,1,8,0.0860535353422164,-0.16703774034977,0.123711779713631,-0.182597190141678,-0.329474002122879,0.562658846378326,0.0019726185128092,-0.449373990297318,0.309100270271301,-0.0866492539644241,-0.143069460988045,0.220395341515541,29_Jan_2024_11_11
26,53,14,1,10,7,2,1,5,4,0,1,1,0,0,0,5,14,5,13,30,58,4,18,2,0,4,0,0.0858208686113357,-0.166247621178627,0.123816639184952,-0.182587549090385,-0.329404532909393,0.562694847583771,0.0020101908594369,-0.449362963438034,0.309180051088333,-0.0869414135813713,-0.143209308385849,0.220369696617126,29_Jan_2024_11_11
32,55,15,0,9,0,4,0,1,5,1,5,1,1,2,0,2,13,4,4,31,60,9,17,1,0,4,0,0.0856081619858741,-0.165630280971527,0.123821727931499,-0.182579681277275,-0.329359889030456,0.562710285186768,0.0020366546232253,-0.449375212192535,0.309227645397186,-0.0871583446860313,-0.143318876624107,0.220332235097885,29_Jan_2024_11_11
34,60,17,13,7,5,0,0,0,1,0,3,0,1,0,0,3,14,6,11,29,61,5,18,1,0,5,0,0.0853113010525703,-0.164989978075027,0.123742081224918,-0.182562097907066,-0.329332083463669,0.562737226486206,0.0020558484829962,-0.449415445327759,0.309278309345245,-0.0875058621168136,-0.143448740243912,0.220231801271439,29_Jan_2024_11_11
30,57,15,0,10,0,4,0,1,4,0,0,6,1,13,14,2,13,3,5,31,63,6,18,8,1,0,1,0.0850785374641418,-0.16466797888279,0.123617604374886,-0.182525366544724,-0.329297572374344,0.562756061553955,0.0020467364229261,-0.449455261230469,0.309296160936356,-0.0877467766404151,-0.143490597605705,0.220153987407684,29_Jan_2024_11_11
33,53,16,0,12,2,4,1,3,3,1,2,1,1,0,1,4,15,4,5,30,64,8,19,2,1,1,0,0.0848972424864769,-0.164581418037414,0.123522311449051,-0.18246054649353,-0.329233467578888,0.562779068946838,0.0020503851119428,-0.449531942605972,0.309332817792892,-0.0881211385130882,-0.14353109896183,0.220038518309593,29_Jan_2024_11_11
29,55,15,0,12,0,4,0,3,3,0,1,1,1,2,2,5,16,5,10,28,63,14,15,2,0,6,0,0.0848590582609176,-0.164487138390541,0.123542293906212,-0.182410538196564,-0.329212516546249,0.562784433364868,0.0020542910788208,-0.449584096670151,0.309354037046432,-0.088343046605587,-0.143568351864815,0.219964310526848,29_Jan_2024_11_11
35,56,17,0,7,0,2,0,0,2,0,4,5,2,0,9,2,20,5,11,26,63,7,20,4,3,2,0,0.0848696082830429,-0.163958445191383,0.123741120100021,-0.182329669594765,-0.329205989837646,0.562785744667053,0.0020736188162118,-0.449673920869827,0.309389263391495,-0.0886721834540367,-0.143598839640617,0.219853192567825,29_Jan_2024_11_11
31,58,20,0,11,1,3,1,5,7,1,8,2,1,7,0,0,17,2,10,30,67,8,22,2,0,3,0,0.0848031491041183,-0.163128018379211,0.123906888067722,-0.182170212268829,-0.329240083694458,0.56280505657196,0.0021008537150919,-0.449770152568817,0.309422731399536,-0.0890029072761535,-0.14362695813179,0.219744846224785,29_Jan_2024_11_11
32,55,20,0,12,0,1,0,0,3,0,4,2,1,9,0,4,14,2,8,27,69,7,22,1,0,4,0,0.084624633193016,-0.162377849221229,0.124002479016781,-0.182020634412766,-0.329273104667664,0.56281441450119,0.0021296688355505,-0.449845284223557,0.309435099363327,-0.089224062860012,-0.143651828169823,0.219657719135284,29_Jan_2024_11_11
33,57,18,0,9,0,2,0,0,11,0,1,2,1,1,0,1,12,4,10,30,70,6,19,4,0,5,0,0.0845275595784187,-0.161192819476128,0.124162450432777,-0.181748420000076,-0.329429447650909,0.562878489494324,0.0021814228966832,-0.449971616268158,0.309440284967422,-0.0895395874977111,-0.143697619438171,0.219521597027779,29_Jan_2024_11_11
34,59,19,0,11,0,2,0,1,5,0,4,3,2,2,0,8,14,3,8,30,70,6,23,2,0,4,0,0.0844397470355033,-0.160654217004776,0.124198243021965,-0.181559279561043,-0.329578697681427,0.562936842441559,0.0022296761162579,-0.450063347816467,0.309443742036819,-0.0897743254899978,-0.143686950206757,0.219473138451576,29_Jan_2024_11_11
34,57,19,0,12,0,3,0,0,4,0,1,0,7,0,4,0,13,3,9,32,71,7,19,1,0,5,0,0.0843285024166107,-0.160168573260307,0.124365389347076,-0.181299656629562,-0.329698354005814,0.562989234924316,0.0023215408436954,-0.45021116733551,0.309447348117828,-0.0902184173464775,-0.143606290221214,0.219473198056221,29_Jan_2024_11_11
36,57,19,1,11,0,5,3,1,7,1,5,1,2,0,0,3,12,5,10,31,75,7,20,7,0,5,1,0.084516741335392,-0.159644246101379,0.124787084758282,-0.181116372346878,-0.329769372940063,0.563026249408722,0.002408726606518,-0.450316667556763,0.309462755918503,-0.090503878891468,-0.143545404076576,0.21951250731945,29_Jan_2024_11_11
37,59,17,0,10,0,0,0,3,4,3,3,0,1,0,3,0,12,3,11,29,79,3,19,3,0,4,0,0.0846114754676818,-0.159325405955315,0.125303149223328,-0.180852964520454,-0.32987767457962,0.563102841377258,0.0025595356710255,-0.450479090213776,0.309504300355911,-0.0908861830830574,-0.143335103988647,0.219610452651977,29_Jan_2024_11_11
40,59,20,0,10,0,4,0,6,3,0,1,1,0,0,0,2,10,4,11,30,76,4,23,4,0,4,0,0.0844740644097328,-0.158678665757179,0.125489637255669,-0.180601343512535,-0.330049932003021,0.563181459903717,0.002706159139052,-0.450630784034729,0.309543758630752,-0.0912130400538444,-0.143006697297096,0.219793006777763,29_Jan_2024_11_11
37,57,19,0,10,0,3,0,0,6,0,4,2,1,0,0,4,11,5,10,28,74,3,21,2,1,4,0,0.0844172164797782,-0.157689288258552,0.125793576240539,-0.180474400520325,-0.330061435699463,0.563203275203705,0.0027835413347929,-0.450719714164734,0.309545546770096,-0.0914434492588043,-0.142734989523888,0.219956427812576,29_Jan_2024_11_11
37,65,20,0,9,0,6,9,0,2,1,1,0,2,2,0,4,12,1,5,30,79,8,23,2,0,4,0,0.0841720774769783,-0.156414702534676,0.126011356711388,-0.180338874459267,-0.330059319734573,0.56322318315506,0.0028599228244274,-0.450812488794327,0.309554725885391,-0.0916894450783729,-0.14241087436676,0.220157712697983,29_Jan_2024_11_11
37,57,18,0,9,1,3,0,0,2,1,1,2,0,0,0,1,12,4,11,31,77,6,18,2,0,6,1,0.0837211683392524,-0.154120996594429,0.126260966062546,-0.180229172110558,-0.330093055963516,0.563247501850128,0.0029646742623299,-0.450925678014755,0.309601753950119,-0.0919964089989662,-0.142026513814926,0.220417305827141,29_Jan_2024_11_11
34,62,17,2,11,0,6,1,2,2,0,1,0,0,0,0,2,5,2,10,30,76,5,16,1,0,5,1,0.0832159966230392,-0.151435568928719,0.126573711633682,-0.180031985044479,-0.330178737640381,0.563315629959106,0.0031158190686255,-0.451079815626144,0.309668958187103,-0.0924273431301117,-0.141331359744072,0.220902279019356,29_Jan_2024_11_11
34,60,19,0,7,0,1,0,0,10,0,4,3,0,0,0,6,10,1,7,34,77,10,23,3,0,3,0,0.0828930512070655,-0.149684220552444,0.126841336488724,-0.179904326796532,-0.330290675163269,0.563368380069733,0.00321497162804,-0.451175153255463,0.309711396694183,-0.0927724912762641,-0.140827238559723,0.22127266228199,29_Jan_2024_11_11
37,59,20,0,15,4,4,2,0,4,8,0,1,1,1,0,4,10,3,10,31,76,6,19,3,0,4,0,0.0823620557785034,-0.146993845701218,0.127204954624176,-0.179666221141815,-0.33044296503067,0.563448190689087,0.0033463651780039,-0.451313257217407,0.309764921665192,-0.0933128073811531,-0.140001714229584,0.221917569637298,29_Jan_2024_11_11
35,60,19,3,11,8,4,0,3,3,1,0,3,0,0,0,8,12,5,8,30,74,7,23,4,0,5,0,0.0818824842572212,-0.144461706280708,0.12754762172699,-0.179422467947006,-0.330614387989044,0.563549101352692,0.0034517671447247,-0.451459050178528,0.309787005186081,-0.0938819497823715,-0.139045730233192,0.222541019320488,29_Jan_2024_11_11
34,59,19,0,11,0,5,0,3,3,6,3,0,0,0,0,4,12,4,9,28,74,6,21,5,1,0,15,0.0816556960344314,-0.142616614699364,0.127820625901222,-0.179264813661575,-0.330742090940475,0.563614308834076,0.0035091538447886,-0.451545029878616,0.309786289930344,-0.0942531153559684,-0.138337448239326,0.222976610064506,29_Jan_2024_11_11
36,58,26,0,9,0,3,0,2,5,0,0,0,0,1,0,5,12,10,14,33,77,9,20,2,0,5,0,0.0810565948486328,-0.139729261398315,0.128143355250359,-0.179014340043068,-0.330925345420837,0.56371545791626,0.0036085015162825,-0.451660513877869,0.30981233716011,-0.0947856158018112,-0.137223705649376,0.223694384098053,29_Jan_2024_11_11
33,58,18,1,10,0,2,7,2,3,2,2,4,5,0,3,1,12,5,11,31,73,5,21,3,2,2,0,0.0807432457804679,-0.137654408812523,0.128389447927475,-0.178857326507568,-0.331036418676376,0.563784182071686,0.003689075121656,-0.451742380857468,0.309833407402039,-0.095095507800579,-0.136437401175499,0.22421433031559,29_Jan_2024_11_11
33,62,17,0,10,0,3,0,0,4,3,2,0,2,0,0,4,9,9,9,33,77,10,23,2,0,4,0,0.080148234963417,-0.134275585412979,0.128732219338417,-0.178651347756386,-0.331227779388428,0.563866794109345,0.0038076885975897,-0.451858997344971,0.309866160154343,-0.0955278053879737,-0.135193377733231,0.225034743547439,29_Jan_2024_11_11
31,58,18,0,8,15,2,0,1,3,1,0,0,1,0,0,3,9,3,10,32,77,7,19,11,0,4,0,0.0798318982124328,-0.131997168064117,0.128918841481209,-0.178534597158432,-0.331366568803787,0.563917279243469,0.0038668098859488,-0.451923131942749,0.30986538529396,-0.0957782641053199,-0.134332597255707,0.225606232881546,29_Jan_2024_11_11
31,59,19,0,12,0,6,1,4,3,5,2,0,2,2,3,7,10,1,9,31,78,7,20,6,1,6,1,0.0792374834418296,-0.128516525030136,0.129076153039932,-0.178373843431473,-0.331578254699707,0.563994765281677,0.0039637750014662,-0.452021807432175,0.309886366128921,-0.0960933044552803,-0.13295815885067,0.226523503661156,29_Jan_2024_11_11
32,59,19,0,10,1,2,0,1,6,1,5,1,1,2,1,5,10,0,9,33,77,6,20,4,0,3,0,0.0784363225102424,-0.124828107655048,0.12920081615448,-0.178216844797134,-0.331786900758743,0.564063310623169,0.0040687965229153,-0.452111929655075,0.309914886951446,-0.0963528603315353,-0.131555140018463,0.227475255727768,29_Jan_2024_11_11
31,53,17,1,10,0,3,0,0,2,1,0,0,0,1,1,3,12,4,11,33,76,6,19,2,0,6,0,0.07792729139328,-0.122462049126625,0.129214823246002,-0.178109630942345,-0.331910669803619,0.564102470874786,0.0041320705786347,-0.452163875102997,0.30992916226387,-0.0965118482708931,-0.130583480000496,0.228100195527077,29_Jan_2024_11_11
31,57,16,1,10,0,3,3,6,5,3,1,0,0,14,0,0,13,4,10,34,77,6,20,4,0,6,1,0.0773876830935478,-0.119019508361816,0.129332214593887,-0.177960261702537,-0.332075327634811,0.564154207706451,0.0042277215979993,-0.452235579490662,0.30996423959732,-0.0967030748724937,-0.129116371273994,0.229040995240211,29_Jan_2024_11_11
32,58,17,1,9,0,5,0,1,5,9,3,3,1,4,0,4,8,3,11,33,78,6,22,0,0,5,1,0.0770899727940559,-0.116704367101192,0.129587545990944,-0.177855968475342,-0.332178086042404,0.564193904399872,0.0042846295982599,-0.452280104160309,0.30999168753624,-0.0968177393078804,-0.128149107098579,0.229688018560409,29_Jan_2024_11_11
32,59,15,0,9,0,2,6,4,3,4,2,0,3,2,1,3,12,2,11,32,77,6,22,7,0,7,0,0.0765682086348533,-0.113147959113121,0.129819050431251,-0.177707299590111,-0.332312941551208,0.564248740673065,0.004366414155811,-0.452344268560409,0.310036808252335,-0.0969554930925369,-0.1267209649086,0.230662137269974,29_Jan_2024_11_11
32,57,17,0,9,1,4,1,7,3,2,0,2,2,1,0,3,10,4,11,33,76,5,17,4,0,8,1,0.0758844166994094,-0.109562806785107,0.129988163709641,-0.177567347884178,-0.332430750131607,0.564301073551178,0.0044641345739364,-0.452400684356689,0.310098707675934,-0.0970528796315193,-0.125288054347038,0.231622606515884,29_Jan_2024_11_11
33,58,17,14,7,0,4,0,0,1,0,1,0,1,0,0,3,9,4,9,29,79,5,22,2,0,4,0,0.0754895955324173,-0.107138700783253,0.130204826593399,-0.177476435899735,-0.332494825124741,0.5643310546875,0.0045259334146976,-0.452437341213226,0.310142904520035,-0.0970838591456413,-0.124337628483772,0.232275575399399,29_Jan_2024_11_11
34,59,14,0,9,0,0,4,0,1,0,2,8,8,0,0,2,10,3,8,27,78,7,23,2,0,5,0,0.0750580206513404,-0.103641405701637,0.130495861172676,-0.17733907699585,-0.33256071805954,0.56436675786972,0.0046103978529572,-0.452485352754593,0.310208439826965,-0.0971274897456169,-0.122942641377449,0.233236789703369,29_Jan_2024_11_11
35,61,16,0,10,1,6,0,1,3,0,1,1,1,2,0,6,10,0,10,33,78,9,22,2,0,3,0,0.0746427625417709,-0.101313382387161,0.130600348114967,-0.1772520840168,-0.332597315311432,0.564387321472168,0.0046704611741006,-0.452520489692688,0.310254514217377,-0.0971484184265136,-0.122037768363953,0.233871743083,29_Jan_2024_11_11
30,58,14,1,10,0,1,0,5,2,2,0,0,0,0,0,3,10,0,12,33,78,7,23,1,0,5,0,0.072865791618824,-0.0976150631904602,0.130176678299904,-0.177118346095085,-0.332659810781479,0.564417898654938,0.004774204455316,-0.452578693628311,0.31032332777977,-0.0971191003918647,-0.120687320828438,0.234816804528236,29_Jan_2024_11_11
32,60,18,0,8,0,4,0,1,4,0,2,2,4,0,0,4,9,4,11,34,79,7,23,2,0,4,0,0.0727685168385505,-0.0954572409391403,0.130502209067345,-0.177025094628334,-0.33270651102066,0.564437210559845,0.0048506329767405,-0.452612996101379,0.310373395681381,-0.0970830619335174,-0.119822293519974,0.23544180393219,29_Jan_2024_11_11
32,61,15,0,8,0,3,0,2,0,1,0,0,2,10,2,4,13,3,11,35,79,5,20,8,0,6,1,0.0723670125007629,-0.092262789607048,0.130741402506828,-0.176900044083595,-0.33276179432869,0.564464330673218,0.0049617094919085,-0.452655076980591,0.310447961091995,-0.0969972088932991,-0.118565514683723,0.236321032047272,29_Jan_2024_11_11
34,58,15,0,8,5,1,14,3,3,3,1,0,1,0,0,2,12,4,10,29,71,7,22,3,0,3,0,0.0721905529499054,-0.090154580771923,0.130992323160172,-0.176825940608978,-0.332792222499847,0.564480841159821,0.005029818508774,-0.452676355838776,0.310493260622024,-0.0969422236084938,-0.117765530943871,0.236903965473175,29_Jan_2024_11_11
30,58,13,0,10,0,3,0,1,3,1,1,1,0,0,0,6,12,6,10,32,76,11,22,3,0,5,0,0.0716992393136024,-0.0869736075401306,0.131209641695023,-0.176718756556511,-0.332820564508438,0.56450092792511,0.0051287044771015,-0.452702313661575,0.310558080673218,-0.0968067571520805,-0.116610243916512,0.237746313214302,29_Jan_2024_11_11
38,59,16,0,6,0,0,3,0,11,0,1,3,1,2,0,2,8,4,11,34,78,6,23,2,0,5,0,0.0713301971554756,-0.0838083177804946,0.131408676505089,-0.176612347364426,-0.332810461521149,0.564512252807617,0.0052292230539023,-0.452731251716614,0.310618460178375,-0.0965991914272308,-0.115476205945015,0.238529145717621,29_Jan_2024_11_11
29,56,14,0,9,0,2,4,4,3,2,2,1,1,0,0,0,12,2,7,33,78,8,24,2,1,4,1,0.0709801763296127,-0.0817460268735885,0.131580710411072,-0.176550582051277,-0.332794815301895,0.564513921737671,0.0052934773266315,-0.452744454145432,0.310658186674118,-0.0964699015021324,-0.114762485027313,0.2390046864748,29_Jan_2024_11_11
33,53,13,0,9,1,3,0,0,3,4,4,4,1,0,0,7,12,4,10,30,74,7,22,3,0,5,0,0.0703799724578857,-0.0784671530127525,0.131582632660866,-0.176468089222908,-0.332767337560654,0.564515709877014,0.0053926813416182,-0.45274806022644,0.310713320970535,-0.0962336510419845,-0.113779582083225,0.239716172218323,29_Jan_2024_11_11
32,56,13,3,11,3,3,0,3,4,5,4,0,1,0,0,8,11,1,8,32,77,7,26,3,0,5,0,0.0703311264514923,-0.0765910595655441,0.131796941161156,-0.176425859332085,-0.332746624946594,0.564511179924011,0.0054536191746592,-0.452744662761688,0.310745894908905,-0.0960698798298835,-0.113144665956497,0.240149959921837,29_Jan_2024_11_11
32,54,13,1,10,0,6,0,3,3,0,4,1,7,0,7,6,11,3,10,33,80,6,25,6,0,3,0,0.0691391006112098,-0.0736217349767685,0.131363391876221,-0.176369845867157,-0.332705587148666,0.564492583274841,0.0055384980514645,-0.452733993530273,0.310798108577728,-0.0957743301987648,-0.112235203385353,0.24075673520565,29_Jan_2024_11_11
33,60,14,7,10,2,3,0,0,7,2,2,2,3,1,0,4,14,2,11,32,82,7,25,4,1,13,9,0.0690429881215095,-0.0716807544231414,0.131533652544022,-0.176330327987671,-0.332669824361801,0.564474165439606,0.0055975141003727,-0.452720701694489,0.310838282108307,-0.0955469831824302,-0.111653923988342,0.241152122616768,29_Jan_2024_11_11
