S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp,
14.00,4.00,11.00,42.00,11.00,0.00,12.00,0.00,15.00,8.00,64.00,9.00,1.00,7.00,0.00,15.00,0.00,10.00,14.00,20.00,21.00,15.00,78.00,11.00,2.00,84.00,10.00,19.00,57.00,17.00,1.00,1.00,1.5197765827178955,0.6431013941764832,0.8247493505477905,1.6290757656097412,0.4114474952220917,0.6129318475723267,1.3426997661590576,0.6490826606750488,0.37797579169273376,1.2980411052703857,0.5665494203567505,0.573088526725769,16_Aug_2023_13_09
11.00,3.00,10.00,45.00,9.00,1.00,13.00,0.00,17.00,9.00,63.00,8.00,0.00,3.00,0.00,12.00,0.00,11.00,20.00,18.00,25.00,13.00,80.00,23.00,3.00,90.00,8.00,16.00,56.00,11.00,0.00,0.00,1.5197062492370605,0.6430879235267639,0.8247562646865845,1.629106044769287,0.411430686712265,0.6129950284957886,1.3427493572235107,0.6490449905395508,0.37790557742118835,1.2981164455413818,0.5664348602294922,0.5729671120643616,16_Aug_2023_13_09
8.00,8.00,11.00,38.00,11.00,0.00,10.00,2.00,16.00,7.00,66.00,6.00,1.00,5.00,3.00,13.00,0.00,13.00,17.00,16.00,22.00,9.00,79.00,28.00,1.00,88.00,7.00,20.00,54.00,14.00,0.00,0.00,1.5197062492370605,0.6430879235267639,0.8247562646865845,1.629106044769287,0.411430686712265,0.6129950284957886,1.3427493572235107,0.6490449905395508,0.37790557742118835,1.2981164455413818,0.5664348602294922,0.5729671120643616,16_Aug_2023_13_09
9.00,1.00,11.00,41.00,11.00,0.00,10.00,6.00,17.00,6.00,62.00,8.00,1.00,4.00,0.00,9.00,2.00,4.00,17.00,18.00,21.00,14.00,78.00,28.00,0.00,90.00,5.00,17.00,53.00,14.00,0.00,0.00,1.5196268558502197,0.6430639624595642,0.8247548341751099,1.6291353702545166,0.41143202781677246,0.6130385994911194,1.3429397344589233,0.6489488482475281,0.377814918756485,1.2980996370315552,0.5664467811584473,0.572901725769043,16_Aug_2023_13_09
9.00,0.00,12.00,42.00,13.00,0.00,11.00,0.00,17.00,6.00,68.00,5.00,0.00,2.00,4.00,13.00,0.00,12.00,15.00,20.00,24.00,15.00,85.00,24.00,0.00,93.00,5.00,20.00,50.00,13.00,0.00,0.00,1.5196268558502197,0.6430639624595642,0.8247548341751099,1.6291353702545166,0.41143202781677246,0.6130385994911194,1.3429397344589233,0.6489488482475281,0.377814918756485,1.2980996370315552,0.5664467811584473,0.572901725769043,16_Aug_2023_13_09
7.00,0.00,6.00,43.00,9.00,0.00,12.00,0.00,15.00,10.00,64.00,10.00,0.00,5.00,1.00,12.00,0.00,8.00,20.00,20.00,27.00,13.00,84.00,30.00,2.00,90.00,10.00,17.00,53.00,11.00,1.00,1.00,1.5195406675338745,0.6430594325065613,0.8247531652450562,1.62924063205719,0.41147518157958984,0.6129441857337952,1.3429564237594604,0.6489388942718506,0.3777240216732025,1.298175573348999,0.5663509368896484,0.5727877616882324,16_Aug_2023_13_09
4.00,1.00,12.00,42.00,12.00,3.00,13.00,0.00,16.00,6.00,63.00,14.00,2.00,0.00,4.00,9.00,1.00,9.00,16.00,19.00,23.00,13.00,86.00,27.00,4.00,96.00,7.00,16.00,54.00,9.00,0.00,0.00,1.5195406675338745,0.6430594325065613,0.8247531652450562,1.62924063205719,0.41147518157958984,0.6129441857337952,1.3429564237594604,0.6489388942718506,0.3777240216732025,1.298175573348999,0.5663509368896484,0.5727877616882324,16_Aug_2023_13_09
7.00,0.00,12.00,43.00,11.00,0.00,10.00,0.00,16.00,1.00,66.00,8.00,1.00,3.00,1.00,11.00,1.00,11.00,14.00,20.00,26.00,13.00,85.00,26.00,2.00,92.00,9.00,18.00,53.00,10.00,0.00,0.00,1.5194644927978516,0.6430537104606628,0.8247670531272888,1.6292825937271118,0.4114885628223419,0.6129719018936157,1.3429381847381592,0.6488226652145386,0.37757623195648193,1.298201322555542,0.5663229823112488,0.5727015733718872,16_Aug_2023_13_09
8.00,0.00,9.00,43.00,11.00,0.00,13.00,0.00,15.00,3.00,61.00,12.00,1.00,0.00,0.00,14.00,1.00,6.00,16.00,21.00,23.00,12.00,81.00,23.00,0.00,88.00,9.00,18.00,51.00,13.00,0.00,1.00,1.5194644927978516,0.6430537104606628,0.8247670531272888,1.6292825937271118,0.4114885628223419,0.6129719018936157,1.3429381847381592,0.6488226652145386,0.37757623195648193,1.298201322555542,0.5663229823112488,0.5727015733718872,16_Aug_2023_13_09
9.00,0.00,15.00,40.00,10.00,13.00,12.00,1.00,15.00,5.00,65.00,8.00,8.00,0.00,8.00,11.00,0.00,17.00,14.00,20.00,21.00,16.00,81.00,22.00,7.00,97.00,10.00,20.00,50.00,12.00,1.00,1.00,1.519397258758545,0.6430471539497375,0.8247668743133545,1.6292303800582886,0.4114309847354889,0.6131614446640015,1.3430798053741455,0.6488774418830872,0.3775424659252167,1.2982475757598877,0.5662900805473328,0.5725757479667664,16_Aug_2023_13_09
