S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp
0,0,8,9,78,24,11,13,5,112,14,13,4,12,159,22,-0.733097553,0.403723419,-0.020272015,-0.992069185,0.126062676,-0.054293241,-0.817603409,0.625436783,0.168977857,-0.982900143,0.308317363,0.060615353,28_Jun_2023_08_53
0,0,8,8,80,25,11,16,1,112,10,12,4,13,156,22,-0.732942164,0.403477043,-0.020452373,-0.99176079,0.125949383,-0.054586634,-0.817450523,0.625449955,0.168822452,-0.98262006,0.308197856,0.06034708,28_Jun_2023_08_53
0,0,10,6,75,24,10,14,3,112,15,14,3,8,163,18,-0.385274082,-0.024306411,0.166099548,1.616659403,-1.318298697,0.304623365,1.09805131,-0.055720568,0.030986397,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
10,3,6,6,80,22,14,9,1,107,12,9,1,10,158,23,-0.732592285,0.402731121,-0.020992985,-0.990071714,0.12515375,-0.055053037,-0.81709677,0.625712037,0.167834476,-0.981673658,0.307662666,0.059624959,28_Jun_2023_08_53
0,0,8,4,78,22,10,14,3,109,12,14,7,14,161,18,-0.732524276,0.402394086,-0.021411851,-0.989380836,0.12474589,-0.054937914,-0.816690326,0.625299931,0.166542888,-0.981329322,0.307423443,0.059374753,28_Jun_2023_08_53
5,0,9,10,77,24,9,9,0,107,14,8,0,11,163,23,-0.385254055,-0.024297643,0.166119948,1.616659403,-1.318298697,0.304623365,1.09807384,-0.055740517,0.031015273,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
1,0,9,4,78,22,10,9,6,108,14,13,0,13,160,18,-0.732363403,0.401758462,-0.022245929,-0.989794374,0.123943865,-0.054987773,-0.816602409,0.625254214,0.165341347,-0.981205821,0.306885183,0.058925644,28_Jun_2023_08_53
0,4,10,3,74,24,8,12,0,108,11,12,5,14,162,23,-0.732339978,0.401538014,-0.02271805,-0.989710629,0.123504892,-0.055076528,-0.816763639,0.625306308,0.164610475,-0.981041431,0.30655688,0.058665395,28_Jun_2023_08_53
0,0,8,4,74,20,6,13,0,107,12,15,3,13,163,24,-0.385271013,-0.024321739,0.166123614,1.616659403,-1.318298697,0.304623365,1.098077416,-0.055707816,0.030933155,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,0,13,9,76,24,8,10,7,107,14,9,3,12,163,22,-0.732647598,0.401040256,-0.023921089,-0.988277376,0.12231265,-0.055518262,-0.817072451,0.625056386,0.163305089,-0.980430245,0.305406064,0.05810038,28_Jun_2023_08_53
2,3,6,9,77,23,10,12,1,106,12,13,2,11,162,21,-0.385279179,-0.024295066,0.166096985,1.616659403,-1.318298697,0.304623365,1.098076582,-0.055750918,0.030960254,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,13,9,7,77,20,8,9,0,104,12,12,4,6,162,22,-0.385259271,-0.024325257,0.166133404,1.616659403,-1.318298697,0.304623365,1.098060846,-0.055758201,0.030921979,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,0,7,6,79,21,10,8,1,106,13,14,5,10,162,21,-0.733349025,0.400553286,-0.025399378,-0.989398062,0.121133842,-0.055065926,-0.817306697,0.624636114,0.162059084,-0.980971932,0.304526389,0.05807161,28_Jun_2023_08_53
0,0,13,3,78,17,3,12,3,102,14,9,4,9,159,21,-0.733461022,0.400435835,-0.025708837,-0.989845574,0.121144228,-0.055121124,-0.817257226,0.624649346,0.161775693,-0.981160522,0.304547727,0.058034763,28_Jun_2023_08_53
0,0,8,7,78,19,3,9,2,104,12,10,3,8,165,23,-0.733519554,0.400318146,-0.025846468,-0.989816666,0.121329978,-0.055458523,-0.817141116,0.624711096,0.161671087,-0.98105973,0.304557562,0.057923887,28_Jun_2023_08_53
0,0,8,7,77,20,0,13,0,104,14,11,6,14,162,23,-0.73347944,0.400270224,-0.025628349,-0.989490867,0.121537335,-0.055821251,-0.817049384,0.624649346,0.161949217,-0.980892658,0.304470569,0.057883061,28_Jun_2023_08_53
4,0,10,11,78,20,5,12,1,105,15,13,3,12,166,20,-0.385281712,-0.024349792,0.166205227,1.616659403,-1.318298697,0.304623365,1.098011136,-0.055718049,0.031023543,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,0,12,14,77,17,3,13,1,100,12,14,3,13,168,21,-0.733392715,0.400364518,-0.025111273,-0.989262164,0.122006059,-0.055821642,-0.816699743,0.624551594,0.16299057,-0.980566144,0.304618239,0.05830485,28_Jun_2023_08_53
0,0,11,11,77,22,1,12,0,102,13,16,4,11,165,19,-0.733387649,0.400396973,-0.024816442,-0.989558101,0.122292913,-0.055624507,-0.816509902,0.624647796,0.163466945,-0.980662942,0.304868907,0.058644403,28_Jun_2023_08_53
1,0,10,12,77,19,3,13,1,107,12,10,5,12,165,21,-0.385270476,-0.02428849,0.166106552,1.616659403,-1.318298697,0.304623365,1.098061681,-0.055729616,0.030969527,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
1,0,8,13,76,17,2,12,2,100,15,9,3,13,162,23,-0.733523428,0.400399208,-0.024254275,-0.99015367,0.122685753,-0.05525361,-0.816381574,0.624779403,0.163964778,-0.981008649,0.305250317,0.058995083,28_Jun_2023_08_53
0,0,8,12,76,17,1,12,1,99,13,11,3,8,162,24,-0.733703494,0.400337458,-0.024168985,-0.990455449,0.122815318,-0.055032633,-0.816441476,0.624897897,0.163924932,-0.981178761,0.305354595,0.059108317,28_Jun_2023_08_53
8,0,11,12,77,18,0,12,8,105,12,12,2,12,158,20,-0.385272622,-0.024318507,0.166170806,1.616659403,-1.318298697,0.304623365,1.098095059,-0.055719063,0.031001283,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
14,9,9,11,74,19,8,13,1,106,13,11,0,14,161,23,-0.73392427,0.400141805,-0.0242441,-0.990833521,0.12257532,-0.054691609,-0.81656152,0.624949455,0.163565457,-0.981434941,0.305271089,0.059191253,28_Jun_2023_08_53
1,0,10,5,76,19,2,10,1,107,13,11,3,9,159,19,-0.733843982,0.40005824,-0.024452066,-0.990670919,0.122314908,-0.054617934,-0.81664288,0.624915302,0.163190395,-0.981408596,0.305084288,0.059041075,28_Jun_2023_08_53
2,0,7,6,78,20,3,14,0,106,14,12,5,10,158,25,-0.385242552,-0.024324469,0.166148171,1.616659403,-1.318298697,0.304623365,1.098090053,-0.055723604,0.030978722,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
4,1,10,7,75,20,6,10,8,103,13,14,0,13,159,19,-0.733700216,0.400144458,-0.024802912,-0.990321994,0.122362524,-0.055332858,-0.816564381,0.624660373,0.163249046,-0.981098533,0.304923087,0.058670346,28_Jun_2023_08_53
10,0,10,1,79,19,9,15,2,106,16,8,0,12,161,22,-0.733623385,0.400143862,-0.024970325,-0.990007222,0.12249279,-0.055994257,-0.816451967,0.624580145,0.163276613,-0.980907083,0.304888994,0.058302034,28_Jun_2023_08_53
1,1,9,6,78,17,8,11,1,107,14,7,10,12,157,20,-0.385259181,-0.024320124,0.166158631,1.616659403,-1.318298697,0.304623365,1.098085284,-0.055746015,0.031005045,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,0,12,3,78,17,0,13,2,104,12,14,3,10,159,24,-0.733395278,0.400213003,-0.025350705,-0.98958993,0.12259791,-0.056516655,-0.816241622,0.624606669,0.163110167,-0.980583072,0.304953456,0.057887621,28_Jun_2023_08_53
0,0,12,2,79,14,3,12,1,104,14,8,6,11,157,24,-0.73327595,0.400253385,-0.025401292,-0.989507556,0.122594312,-0.056513458,-0.816184819,0.624696493,0.162922934,-0.980564475,0.305052489,0.057766292,28_Jun_2023_08_53
0,0,11,5,77,17,1,13,2,105,11,11,2,8,164,24,-0.385287195,-0.024308495,0.166170552,1.616659403,-1.318298697,0.304623365,1.098068953,-0.05570576,0.031025471,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,2,10,7,79,20,4,12,11,108,15,13,4,9,157,20,-0.733265579,0.400526375,-0.025392517,-0.989737451,0.12286976,-0.056327067,-0.816241145,0.624991238,0.162751243,-0.980829835,0.305426478,0.057857841,28_Jun_2023_08_53
0,0,10,2,72,22,4,12,3,107,16,13,2,12,160,24,-0.733235121,0.400816441,-0.025283109,-0.98984468,0.122940049,-0.056324109,-0.816303372,0.624757588,0.163278088,-0.980916917,0.305465549,0.057909627,28_Jun_2023_08_53
0,0,11,3,78,23,6,11,0,107,11,9,9,11,163,21,-0.385267735,-0.024348982,0.166168332,1.616659403,-1.318298697,0.304623365,1.098026037,-0.055771597,0.030985992,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,1,11,8,76,20,9,9,1,111,13,12,2,9,172,25,-0.733643889,0.401536584,-0.024756294,-0.990074933,0.123426557,-0.056290749,-0.816764355,0.624620318,0.164368629,-0.981297076,0.305629164,0.058407325,28_Jun_2023_08_53
1,0,10,7,75,23,5,12,1,111,12,13,3,11,171,26,-0.733968675,0.402012914,-0.024389226,-0.990936041,0.123886675,-0.056093022,-0.816954792,0.624376714,0.165227503,-0.98182106,0.305842072,0.058999632,28_Jun_2023_08_53
0,1,12,9,78,19,3,12,1,107,18,8,7,11,171,26,-0.385250658,-0.024320243,0.166141748,1.616659403,-1.318298697,0.304623365,1.098066688,-0.055702813,0.031006781,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
1,0,7,6,78,21,2,12,2,111,11,9,3,11,169,23,-0.734561265,0.402787566,-0.023981744,-0.992885709,0.124656275,-0.055029444,-0.81778121,0.624771357,0.166223213,-0.983007908,0.306581199,0.060057342,28_Jun_2023_08_53
0,0,10,7,79,24,2,12,2,108,17,13,4,10,174,25,-0.734752595,0.403005511,-0.023852617,-0.993738174,0.12484467,-0.054600924,-0.817522228,0.624826372,0.166713014,-0.983583391,0.306883425,0.060368761,28_Jun_2023_08_53
0,0,12,10,80,24,5,14,1,109,14,10,2,10,173,24,-0.385245949,-0.024342205,0.166141227,1.616659403,-1.318298697,0.304623365,1.098048568,-0.055753086,0.031030985,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
7,0,6,7,75,19,2,12,1,110,13,8,2,12,174,24,-0.734615684,0.403198093,-0.024030028,-0.994312704,0.125028014,-0.054211922,-0.817404985,0.625412881,0.16642724,-0.983900547,0.307171553,0.060443453,28_Jun_2023_08_53
0,0,11,8,78,23,3,13,1,112,13,12,3,13,168,25,-0.734392464,0.402901024,-0.024126375,-0.993871331,0.124853909,-0.054172684,-0.817174613,0.625166535,0.165283695,-0.983593285,0.307161361,0.060262032,28_Jun_2023_08_53
0,13,9,5,79,25,4,9,1,110,15,11,2,11,171,22,-0.385245413,-0.024309026,0.166124254,1.616659403,-1.318298697,0.304623365,1.098063946,-0.055743676,0.030955277,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,3,8,9,78,25,2,11,0,107,16,12,2,13,174,26,-0.733936429,0.402151436,-0.024208017,-0.991914451,0.123708747,-0.053996146,-0.817000628,0.625222504,0.164558753,-0.982475579,0.306285143,0.060022067,28_Jun_2023_08_53
2,0,8,9,78,20,4,11,1,109,10,12,3,13,171,25,-0.73381424,0.401779413,-0.024288673,-0.991139293,0.123069674,-0.053772677,-0.81700784,0.625210345,0.164146513,-0.982038438,0.305845559,0.06006217,28_Jun_2023_08_53
4,0,10,10,75,24,10,8,1,109,15,14,3,8,171,25,-0.385270476,-0.02428849,0.166106552,1.616659403,-1.318298697,0.304623365,1.098088026,-0.055722285,0.031061325,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,0,10,6,73,21,2,14,1,109,17,11,1,11,171,25,-0.73405087,0.401317507,-0.024135983,-0.991086841,0.122535087,-0.053337179,-0.817085087,0.624826193,0.16433844,-0.981914699,0.30521965,0.060539663,28_Jun_2023_08_53
15,0,10,8,74,23,3,13,8,107,14,13,3,12,174,23,-0.734235346,0.401198715,-0.024041977,-0.991383791,0.122346289,-0.053014293,-0.817081988,0.624569535,0.164748579,-0.982027709,0.305018455,0.060846232,28_Jun_2023_08_53
0,0,7,7,75,18,0,12,0,106,13,11,2,8,176,22,-0.38529703,-0.024324993,0.166179329,1.616659403,-1.318298697,0.304623365,1.098031998,-0.055740908,0.030978655,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,1,9,7,75,22,3,11,11,103,11,14,6,12,179,20,-0.734735847,0.400975019,-0.023933269,-0.991455615,0.121843167,-0.052425355,-0.817703009,0.624876201,0.165300176,-0.982146442,0.304540396,0.061428383,28_Jun_2023_08_53
1,1,12,6,78,22,5,10,2,104,13,12,2,9,181,22,-0.385264307,-0.024309,0.166156024,1.616659403,-1.318298697,0.304623365,1.09811902,-0.055767883,0.030947715,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,0,10,4,76,19,3,10,8,104,13,9,2,11,185,20,-0.385254055,-0.024297643,0.166119948,1.616659403,-1.318298697,0.304623365,1.098093271,-0.055676386,0.030997939,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
4,0,5,3,73,20,5,11,1,103,12,13,3,10,181,23,-0.735289574,0.400669038,-0.02328499,-0.991210341,0.121221378,-0.051480256,-0.818147004,0.624391496,0.165732577,-0.982204199,0.303959936,0.062268637,28_Jun_2023_08_53
0,0,12,7,79,19,2,8,3,102,11,10,5,6,179,23,-0.385280967,-0.0243144,0.166164353,1.616659403,-1.318298697,0.304623365,1.098114014,-0.055722099,0.030987795,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,2,9,7,80,16,3,12,2,104,15,11,3,14,172,23,-0.735331953,0.400518119,-0.022712454,-0.991153419,0.12096262,-0.050525498,-0.818101823,0.624368548,0.166193888,-0.9821437,0.303798914,0.063068286,28_Jun_2023_08_53
0,0,7,2,78,19,0,12,7,104,14,8,5,13,174,23,-0.735348105,0.400567949,-0.0223954,-0.991404951,0.121048987,-0.050151024,-0.817912519,0.624372959,0.166671842,-0.982132316,0.303893447,0.063474618,28_Jun_2023_08_53
0,2,9,7,79,19,2,13,1,105,14,13,3,13,180,23,-0.735364556,0.40063405,-0.02200985,-0.991557717,0.121465385,-0.050007895,-0.817786396,0.624559164,0.167079449,-0.982162893,0.304133564,0.063845061,28_Jun_2023_08_53
0,0,10,5,76,19,7,8,0,102,13,11,5,13,179,23,-0.735319555,0.400742948,-0.021721741,-0.991723239,0.121883146,-0.049863547,-0.817672312,0.62447983,0.167535454,-0.98209995,0.304389864,0.064192168,28_Jun_2023_08_53
0,0,11,6,75,19,2,11,1,101,11,11,0,14,179,23,-0.735278726,0.400808424,-0.021561714,-0.991699517,0.122143328,-0.049789067,-0.817724049,0.624603868,0.167754799,-0.982049286,0.304622859,0.064370856,28_Jun_2023_08_53
0,1,10,6,80,20,4,11,3,103,11,11,3,8,177,20,-0.385283917,-0.024299266,0.166141197,1.616659403,-1.318298697,0.304623365,1.09806478,-0.055726133,0.030973809,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,0,8,7,79,20,4,11,9,104,13,7,3,12,173,25,-0.735003769,0.400925428,-0.021386985,-0.991653681,0.12247128,-0.050132617,-0.817189693,0.625267446,0.16809988,-0.982035398,0.304962188,0.064067587,28_Jun_2023_08_53
0,0,10,5,79,16,0,12,1,100,15,10,1,15,180,24,-0.734814286,0.400947303,-0.021361401,-0.991562665,0.122735247,-0.050654959,-0.816845357,0.624721766,0.167828575,-0.981959581,0.305096775,0.063594818,28_Jun_2023_08_53
1,0,8,7,78,19,2,12,2,104,15,12,4,14,180,25,-0.385264337,-0.024296608,0.166134492,1.616659403,-1.318298697,0.304623365,1.098080516,-0.055724397,0.031040452,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,1,10,6,76,18,6,12,5,102,13,12,3,12,179,24,-0.734533548,0.400886297,-0.021386618,-0.990885556,0.122846648,-0.051097997,-0.816488087,0.624813318,0.167668417,-0.981493175,0.305160373,0.063278422,28_Jun_2023_08_53
11,3,7,7,78,19,4,8,12,101,15,10,6,12,185,22,-0.734337568,0.400773644,-0.021368893,-0.990626872,0.122678667,-0.050781742,-0.81636095,0.624991775,0.167464525,-0.981338859,0.305135995,0.063453749,28_Jun_2023_08_53
3,0,7,6,80,20,4,12,0,105,13,14,2,8,181,25,-0.38529551,-0.024304386,0.1661641,1.616659403,-1.318298697,0.304623365,1.098068714,-0.055766143,0.030973686,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,3,8,7,80,16,4,12,3,102,13,11,5,11,184,23,-0.734216034,0.400696844,-0.02106381,-0.99104017,0.122644179,-0.050004561,-0.816379666,0.624576747,0.167527542,-0.981297195,0.305175811,0.064146504,28_Jun_2023_08_53
0,0,9,6,76,20,3,8,1,105,13,12,4,12,187,24,-0.734263062,0.400786906,-0.020771816,-0.991218388,0.122772805,-0.049636871,-0.816003323,0.624883711,0.168446228,-0.981393218,0.305103213,0.064603694,28_Jun_2023_08_53
1,0,8,5,80,20,7,8,1,102,13,12,7,13,182,22,-0.385280162,-0.024339261,0.166112453,1.616659403,-1.318298697,0.304623365,1.098060608,-0.055719014,0.030998886,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,0,4,6,78,18,0,12,1,100,15,14,5,13,186,24,-0.734411597,0.401033312,-0.020047426,-0.990937412,0.122764505,-0.048962392,-0.816045702,0.624581277,0.169893429,-0.981318891,0.305087119,0.065486774,28_Jun_2023_08_53
0,1,9,6,77,15,2,12,1,102,10,15,5,11,180,24,-0.734531641,0.401216507,-0.019570442,-0.991016269,0.122933336,-0.048833583,-0.816276789,0.624504745,0.170526981,-0.981481552,0.305147618,0.065781221,28_Jun_2023_08_53
0,0,9,3,74,20,4,11,1,100,13,12,3,10,182,25,-0.385298312,-0.024296034,0.166153684,1.616659403,-1.318298697,0.304623365,1.098095894,-0.055706922,0.031024326,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,0,13,6,77,19,4,12,1,99,13,8,3,14,179,25,-0.73490274,0.401711941,-0.018753357,-0.991682887,0.123436354,-0.048684217,-0.817145467,0.624726832,0.171853244,-0.982239127,0.305441678,0.066246115,28_Jun_2023_08_53
0,8,11,6,79,23,4,13,1,104,13,12,4,9,174,26,-0.735015512,0.402118474,-0.018481294,-0.99207449,0.123756692,-0.048682913,-0.817516327,0.625018716,0.172517076,-0.982556641,0.305647194,0.066372111,28_Jun_2023_08_53
0,15,7,9,81,22,4,12,2,104,14,12,4,12,173,20,-0.385255963,-0.024335142,0.166181862,1.616659403,-1.318298697,0.304623365,1.098041058,-0.055758793,0.030944264,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
1,0,12,4,74,18,2,9,2,102,11,12,5,14,179,24,-0.735146105,0.402832508,-0.017901106,-0.992413402,0.124371648,-0.048922736,-0.817786753,0.624530196,0.173488349,-0.983012497,0.305925488,0.066664368,28_Jun_2023_08_53
0,0,8,8,80,22,3,10,1,101,16,12,8,13,176,25,-0.735218167,0.403265178,-0.017582536,-0.992576778,0.124708116,-0.048979208,-0.817966163,0.624431551,0.174130425,-0.983162105,0.306050152,0.066913731,28_Jun_2023_08_53
1,0,7,8,78,21,5,12,0,105,15,15,6,12,175,25,-0.385277748,-0.024307318,0.166168228,1.616659403,-1.318298697,0.304623365,1.098057389,-0.055737358,0.031011414,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
2,0,10,10,79,21,1,12,1,104,15,11,4,14,171,25,-0.735441625,0.404118031,-0.017051114,-0.993407249,0.125134736,-0.048401352,-0.818251908,0.624124765,0.175769076,-0.98368609,0.306228667,0.06774728,28_Jun_2023_08_53
0,0,11,6,79,21,1,10,4,101,15,11,6,10,170,25,-0.735651135,0.404444307,-0.016955523,-0.993736088,0.125099972,-0.047950279,-0.818796098,0.624531269,0.175865099,-0.98393631,0.306307316,0.06810078,28_Jun_2023_08_53
0,0,9,9,80,23,9,14,0,107,15,12,6,11,172,26,-0.385256052,-0.024335951,0.166182458,1.616659403,-1.318298697,0.304623365,1.098081231,-0.055691272,0.031027678,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,11,9,7,80,23,0,12,8,106,15,12,4,14,173,26,-0.736139655,0.404507846,-0.016897382,-0.994479597,0.124766156,-0.047220796,-0.819803178,0.623954356,0.175385863,-0.984601796,0.306202352,0.068495303,28_Jun_2023_08_53
0,0,10,9,77,24,0,13,1,107,14,12,10,13,176,26,-0.736322403,0.404156595,-0.01697238,-0.994512439,0.12430156,-0.047095794,-0.819706023,0.62431252,0.175323382,-0.984793842,0.305864036,0.068454541,28_Jun_2023_08_53
0,7,9,8,78,23,4,12,4,107,13,11,0,17,176,21,-0.385247707,-0.02434006,0.166188926,1.616659403,-1.318298697,0.304623365,1.098053455,-0.055742737,0.031015277,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
1,13,12,5,73,21,2,13,2,106,13,12,5,12,178,27,-0.736680329,0.403530985,-0.017382929,-0.993604481,0.12289352,-0.046877854,-0.820526779,0.624014318,0.174277321,-0.984458745,0.304715842,0.068383299,28_Jun_2023_08_53
0,0,7,7,78,22,0,13,2,107,12,10,4,12,173,24,-0.736737669,0.403183222,-0.01766729,-0.993145347,0.122222111,-0.046964277,-0.821065784,0.6242612,0.174019903,-0.984281123,0.304130971,0.068119347,28_Jun_2023_08_53
0,0,11,6,76,22,0,8,3,106,13,13,5,16,176,24,-0.38525492,-0.024299776,0.166176006,1.616659403,-1.318298697,0.304623365,1.0980407,-0.055669516,0.030981924,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,0,10,5,74,21,5,12,1,102,12,8,4,14,176,25,-0.736986578,0.402540565,-0.018358694,-0.992856801,0.121430241,-0.04751613,-0.821620286,0.623643875,0.172715321,-0.984162927,0.30336374,0.067463808,28_Jun_2023_08_53
1,0,7,9,75,22,3,10,5,106,14,12,7,15,182,23,-0.737111986,0.402313709,-0.018677406,-0.99295491,0.121046975,-0.047413331,-0.821472108,0.62349391,0.172584563,-0.984211445,0.303049326,0.067427099,28_Jun_2023_08_53
0,0,11,7,78,20,2,11,3,101,14,13,2,14,177,25,-0.385293096,-0.02428481,0.16613616,1.616659403,-1.318298697,0.304623365,1.098051071,-0.055764329,0.031074248,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
3,0,6,6,73,21,1,11,2,104,14,11,5,16,179,26,-0.38531509,-0.024324438,0.166180477,1.616659403,-1.318298697,0.304623365,1.098103285,-0.055704128,0.030942664,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,0,12,5,77,21,4,12,1,104,12,12,3,14,177,23,-0.737094045,0.401647031,-0.019908885,-0.992530704,0.120007776,-0.047104616,-0.821123481,0.623458326,0.170687452,-0.983813286,0.302525133,0.066947736,28_Jun_2023_08_53
0,0,7,6,74,17,2,11,0,102,9,12,2,16,178,25,-0.385270476,-0.02428849,0.166106552,1.616659403,-1.318298697,0.304623365,1.098037601,-0.055713385,0.0310429,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,0,9,9,74,16,0,8,2,102,13,8,8,17,180,24,-0.736887217,0.401204348,-0.02077719,-0.991956651,0.119788259,-0.048105065,-0.82104522,0.623769999,0.169271186,-0.983436108,0.302354246,0.065824039,28_Jun_2023_08_53
4,2,7,6,74,15,1,9,1,101,9,6,8,17,177,24,-0.736718655,0.401004583,-0.02135456,-0.99167639,0.119507819,-0.048478581,-0.821008146,0.623965681,0.168130934,-0.983213484,0.302203655,0.065193057,28_Jun_2023_08_53
0,0,7,6,76,18,4,11,6,101,12,13,4,13,172,23,-0.385268152,-0.024306355,0.166154161,1.616659403,-1.318298697,0.304623365,1.098106503,-0.055722296,0.030994201,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
14,0,5,9,73,17,2,11,2,104,12,13,0,14,172,24,-0.736387789,0.400605351,-0.022531517,-0.991323471,0.11907883,-0.04930082,-0.820555806,0.623717487,0.166606471,-0.982873082,0.302107632,0.063951388,28_Jun_2023_08_53
0,0,7,9,74,18,3,14,0,104,12,13,6,14,179,24,-0.385290116,-0.024287973,0.166195169,1.616659403,-1.318298697,0.304623365,1.098054886,-0.055712059,0.031056622,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,0,11,3,75,14,0,10,3,100,12,15,2,13,180,22,-0.736199439,0.400305271,-0.023396948,-0.991061926,0.119217567,-0.050455682,-0.820201337,0.62381506,0.165427044,-0.982627034,0.302108258,0.062883876,28_Jun_2023_08_53
0,0,6,6,76,18,2,12,2,101,11,12,2,13,169,23,-0.736099303,0.400143594,-0.023733791,-0.990869343,0.11904002,-0.05060957,-0.820022881,0.623721778,0.165069669,-0.982462704,0.302002251,0.062664792,28_Jun_2023_08_53
0,0,8,9,72,16,3,11,2,100,12,13,7,12,174,24,-0.736017227,0.400049597,-0.024059827,-0.99069798,0.118784443,-0.050380293,-0.819971025,0.624070823,0.164829418,-0.982279122,0.301873803,0.062593669,28_Jun_2023_08_53
1,0,7,2,75,16,7,14,1,104,13,10,5,13,169,24,-0.736012161,0.399990976,-0.024251278,-0.990632355,0.118591927,-0.05014329,-0.81987983,0.62399137,0.164697915,-0.982206047,0.301767468,0.062725343,28_Jun_2023_08_53
0,0,7,6,74,18,4,12,5,103,14,10,4,11,172,20,-0.736058414,0.400004089,-0.024275605,-0.990722239,0.118527845,-0.050017994,-0.819850981,0.623985529,0.164725751,-0.982228041,0.301711857,0.062858976,28_Jun_2023_08_53
4,0,5,9,71,20,2,13,1,99,12,11,3,16,166,24,-0.736182153,0.400040835,-0.024191422,-0.990820467,0.11852324,-0.049905263,-0.81972754,0.623590291,0.16466026,-0.98230207,0.301638752,0.063067503,28_Jun_2023_08_53
0,1,7,8,71,19,3,13,0,102,13,12,0,13,168,23,-0.736327112,0.400115222,-0.024012275,-0.990857303,0.118410662,-0.049696464,-0.819948196,0.623571038,0.165150806,-0.982434034,0.301503062,0.063380346,28_Jun_2023_08_53
0,0,4,9,72,19,3,10,0,105,13,9,4,12,171,21,-0.736520231,0.400156587,-0.023779994,-0.991024911,0.118172862,-0.049079262,-0.820184708,0.623481631,0.165516719,-0.982522309,0.301299602,0.063942432,28_Jun_2023_08_53
0,0,9,7,70,18,6,11,1,104,13,13,5,12,171,23,-0.736842275,0.400146097,-0.023478031,-0.991122782,0.11797221,-0.048392463,-0.82045722,0.623356164,0.165971518,-0.982699692,0.301109344,0.064544134,28_Jun_2023_08_53
0,0,10,10,65,17,4,12,1,106,14,11,8,12,170,19,-0.737190843,0.400134027,-0.023229925,-0.991516531,0.117967546,-0.047910497,-0.820698559,0.623280525,0.166266486,-0.98293519,0.30103147,0.065105155,28_Jun_2023_08_53
0,1,6,9,70,18,4,9,1,105,9,13,4,14,170,24,-0.737462521,0.400122523,-0.022839665,-0.992161036,0.118038051,-0.047601927,-0.821071267,0.623164892,0.166984037,-0.983345628,0.300915927,0.065539643,28_Jun_2023_08_53
0,0,7,10,66,18,2,11,0,104,13,12,4,14,170,20,-0.737589777,0.400179982,-0.022512656,-0.992426813,0.118066743,-0.047446571,-0.821348667,0.623203337,0.167297721,-0.983553588,0.300881654,0.065858923,28_Jun_2023_08_53
3,9,9,6,66,18,3,10,2,105,14,9,2,13,167,24,-0.737599254,0.400222361,-0.02222709,-0.992154419,0.117979355,-0.0472943,-0.821653783,0.623400092,0.167934388,-0.98344177,0.300781757,0.066080615,28_Jun_2023_08_53
