S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp
0,1,0,8,37,16,0,28,0,139,14,77,5,16,119,28,-0.716537714,0.411094427,-0.028865384,-1.297736049,0.490299225,0.041690279,-0.794801652,0.641287506,0.169356018,-1.101416349,0.476886541,0.120092914,28_Jun_2023_08_53
0,0,2,5,45,12,5,26,1,128,14,69,9,16,130,26,-0.385259181,-0.024320124,0.166158631,1.616659403,-1.318298697,0.304623365,1.098032832,-0.05575088,0.030996947,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,0,1,9,49,10,6,25,4,127,10,72,7,16,130,30,-0.715763807,0.412407398,-0.024352008,-1.276527405,0.50189954,-0.037901189,-0.795163691,0.640435159,0.17336376,-1.099509239,0.48335138,0.075916953,28_Jun_2023_08_53
0,0,2,13,58,11,6,21,1,130,10,78,2,16,126,32,-0.715782583,0.412506491,-0.021747304,-1.259904146,0.506306052,-0.077497184,-0.795528531,0.640212417,0.175708652,-1.094676495,0.485035479,0.053190529,28_Jun_2023_08_53
0,0,2,14,56,10,3,18,1,124,16,74,5,17,125,33,-0.71565485,0.41262275,-0.019869674,-1.242123127,0.507746458,-0.109969206,-0.796476126,0.64008069,0.176936641,-1.088342547,0.485147566,0.033699673,28_Jun_2023_08_53
1,0,2,10,59,10,5,11,2,133,14,77,4,14,128,31,-0.715384007,0.41247189,-0.01712502,-1.216390491,0.508237302,-0.14853327,-0.798229098,0.639751673,0.177604154,-1.078219652,0.484346569,0.010529829,28_Jun_2023_08_53
0,1,1,9,52,9,2,10,3,117,12,70,4,18,130,31,-0.714222133,0.412207007,-0.015009849,-1.187970281,0.511579216,-0.184114531,-0.799938381,0.639161289,0.177323893,-1.069780707,0.488249779,-0.009278196,28_Jun_2023_08_53
0,2,1,10,59,15,10,15,9,122,15,69,6,13,135,31,-0.385260165,-0.024298081,0.166161105,1.616659403,-1.318298697,0.304623365,1.098011732,-0.055757314,0.030972619,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
1,0,5,11,50,6,6,12,1,127,12,64,8,18,137,26,-0.713123262,0.411781192,-0.01211091,-1.124039173,0.517702937,-0.24180539,-0.803493977,0.637805045,0.176845819,-1.049947023,0.495153934,-0.043386344,28_Jun_2023_08_53
0,0,1,5,67,3,12,15,0,144,14,41,0,15,131,29,-0.713062346,0.411698848,-0.010664408,-1.087471128,0.519175768,-0.265815288,-0.805117071,0.636927009,0.176356643,-1.036250472,0.496919423,-0.059339721,28_Jun_2023_08_53
0,0,3,11,85,7,17,17,3,133,15,32,10,19,130,29,-0.38530615,-0.024299849,0.166177794,1.616659403,-1.318298697,0.304623365,1.098056912,-0.055706877,0.030992661,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
2,1,3,3,71,8,22,17,1,124,11,27,5,13,135,26,-0.712018311,0.411773324,-0.009030741,-1.013541937,0.521744668,-0.299876988,-0.808893204,0.634658873,0.175363436,-1.005949378,0.496942669,-0.086278602,28_Jun_2023_08_53
5,2,6,5,81,8,19,27,7,126,14,23,5,17,170,29,-0.712016344,0.411804587,-0.008344008,-0.977091789,0.522127986,-0.311219901,-0.810411155,0.633685827,0.175075293,-0.989584029,0.497236222,-0.097508229,28_Jun_2023_08_53
0,0,8,0,81,10,16,26,7,125,11,20,10,22,92,26,-0.385281533,-0.024317171,0.166188762,1.616659403,-1.318298697,0.304623365,1.098055601,-0.055718869,0.0310219,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,8,5,3,72,12,26,26,9,126,8,22,6,16,109,25,-0.712545455,0.412080199,-0.007619125,-0.900939286,0.520965874,-0.320858479,-0.812800229,0.632425725,0.174333796,-0.959615529,0.498167813,-0.113037355,28_Jun_2023_08_53
0,0,5,1,97,10,18,33,14,126,11,21,2,16,181,26,-0.712345481,0.412160188,-0.007349604,-0.85534519,0.520035863,-0.31967625,-0.812334836,0.632684827,0.173152119,-0.94291997,0.502286553,-0.120259024,28_Jun_2023_08_53
0,0,7,0,79,4,13,29,1,118,10,21,6,15,180,30,-0.385254055,-0.024297643,0.166119948,1.616659403,-1.318298697,0.304623365,1.098042011,-0.055730052,0.031010509,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,0,6,9,79,8,29,29,10,119,8,21,4,17,184,22,-0.710745573,0.412579268,-0.007556591,-0.783756196,0.520648837,-0.306589395,-0.811999917,0.632346034,0.171207368,-0.914950252,0.505705774,-0.129766077,28_Jun_2023_08_53
9,0,4,0,90,8,29,30,17,117,10,22,3,20,178,23,-0.708913445,0.412849784,-0.007665556,-0.750578701,0.518634319,-0.29493615,-0.811720133,0.631960273,0.169864029,-0.902786434,0.505940974,-0.134660795,28_Jun_2023_08_53
0,0,5,0,94,9,23,37,7,106,13,16,5,16,189,22,-0.385276347,-0.024301268,0.166147292,1.616659403,-1.318298697,0.304623365,1.098020792,-0.055695243,0.031015066,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,1,7,2,122,11,25,37,10,109,11,19,9,19,198,25,-0.70542419,0.412871093,-0.008683234,-0.699179828,0.509800971,-0.266249657,-0.811209321,0.631886423,0.165903136,-0.88113898,0.501232445,-0.14073208,28_Jun_2023_08_53
0,0,10,6,111,9,20,44,9,111,12,23,5,22,188,22,-0.704077482,0.412572086,-0.009091852,-0.682213724,0.504153252,-0.256462634,-0.81093061,0.63153106,0.163872182,-0.871244669,0.49630776,-0.142359138,28_Jun_2023_08_53
0,0,17,8,109,8,23,37,11,117,13,18,4,19,172,18,-0.385269493,-0.024312163,0.16617538,1.616659403,-1.318298697,0.304623365,1.098112106,-0.05571897,0.030984795,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
1,3,10,3,92,8,20,31,8,110,8,22,6,22,168,21,-0.70036459,0.412496448,-0.009264495,-0.680454552,0.49644044,-0.266552657,-0.809608042,0.631082296,0.161575168,-0.865909815,0.489125758,-0.145565048,28_Jun_2023_08_53
1,0,18,2,70,9,26,21,9,121,12,26,6,21,162,22,-0.699810982,0.412647158,-0.009695681,-0.691836298,0.498290896,-0.276664615,-0.808849871,0.631513953,0.162326232,-0.870825231,0.49241209,-0.146193266,28_Jun_2023_08_53
2,0,18,2,70,9,32,22,0,129,10,26,3,20,174,27,-0.385255963,-0.024335142,0.166181862,1.616659403,-1.318298697,0.304623365,1.098090053,-0.055677745,0.031065414,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,0,15,2,68,11,20,25,4,131,8,25,8,22,171,29,-0.702291369,0.413209289,-0.009998545,-0.734842539,0.507532239,-0.298240632,-0.807030618,0.631152511,0.166710526,-0.891677499,0.498354793,-0.141949132,28_Jun_2023_08_53
0,0,11,9,47,10,21,16,4,137,11,21,3,18,155,30,-0.704170585,0.413291574,-0.009591927,-0.764386296,0.511743307,-0.305949807,-0.806059897,0.630874813,0.170009241,-0.907529533,0.500977039,-0.137728393,28_Jun_2023_08_53
0,0,8,1,49,9,14,17,5,141,13,22,4,22,125,26,-0.385318696,-0.024304336,0.166164801,1.616659403,-1.318298697,0.304623365,1.098044515,-0.055715572,0.031011546,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,3,6,1,55,6,17,13,4,141,10,25,2,22,106,34,-0.708538532,0.413073242,-0.008687225,-0.837866247,0.5209409,-0.316214144,-0.805004239,0.630593479,0.175704643,-0.944415808,0.503525317,-0.124061242,28_Jun_2023_08_53
15,4,8,1,38,11,14,14,4,145,8,27,5,18,101,33,-0.710736632,0.413037568,-0.008672665,-0.880115271,0.528863907,-0.317484736,-0.805575788,0.630662262,0.177609414,-0.964008808,0.506961107,-0.115451634,28_Jun_2023_08_53
0,0,9,1,33,10,5,7,4,149,15,30,5,20,99,27,-0.385259211,-0.024307936,0.166137069,1.616659403,-1.318298697,0.304623365,1.098081827,-0.055679802,0.031016463,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,2,10,2,34,10,10,12,5,149,12,27,7,15,98,32,-0.712242365,0.41297847,-0.009279953,-0.975297809,0.548053503,-0.310536861,-0.804700911,0.631320536,0.178653285,-1.002375364,0.514094591,-0.096067324,28_Jun_2023_08_53
1,2,4,2,37,8,7,13,5,147,11,30,6,18,100,32,-0.385265738,-0.02431036,0.16610612,1.616659403,-1.318298697,0.304623365,1.098088145,-0.055709511,0.031002786,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
1,0,0,1,44,18,8,22,8,141,11,36,6,14,100,34,-0.38526243,-0.024293561,0.166113466,1.616659403,-1.318298697,0.304623365,1.098055243,-0.055708811,0.030975249,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,0,2,3,32,13,4,19,0,141,11,36,7,20,105,34,-0.71195662,0.413823932,-0.01226277,-1.098852992,0.561163425,-0.260376155,-0.800659776,0.631708026,0.178367674,-1.053416014,0.51584655,-0.052681651,28_Jun_2023_08_53
0,0,2,7,27,10,4,22,9,141,11,46,3,23,107,36,-0.712950766,0.413963735,-0.013432086,-1.129992604,0.563872576,-0.238719836,-0.79988718,0.632099867,0.178462818,-1.066044092,0.515673399,-0.03674328,28_Jun_2023_08_53
3,0,1,6,27,8,5,25,6,140,14,43,6,20,107,32,-0.385276258,-0.024312409,0.166144922,1.616659403,-1.318298697,0.304623365,1.098045588,-0.055725638,0.03099709,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,3,1,2,32,15,6,21,4,146,14,54,9,17,103,34,-0.713241935,0.414177656,-0.015950123,-1.197229385,0.565326095,-0.17840448,-0.798353791,0.632992029,0.17727977,-1.084934235,0.509396136,-0.002480556,28_Jun_2023_08_53
0,0,2,8,40,16,7,26,4,140,15,64,11,19,107,35,-0.713270843,0.414303839,-0.017270314,-1.228540063,0.561163545,-0.143427163,-0.797115088,0.633730769,0.176495314,-1.090515375,0.508271277,0.012738597,28_Jun_2023_08_53
1,0,3,8,42,16,3,28,2,139,11,70,8,19,100,38,-0.385253817,-0.024304986,0.166117728,1.616659403,-1.318298697,0.304623365,1.098038912,-0.055720165,0.030989608,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,0,1,3,32,18,8,31,4,142,14,73,5,20,113,42,-0.712823749,0.413900048,-0.020985369,-1.265725017,0.55577153,-0.078535371,-0.79396081,0.635659039,0.174136758,-1.100297689,0.506147146,0.047450345,28_Jun_2023_08_53
0,0,0,9,16,21,4,24,1,139,13,72,10,19,104,37,-0.712436259,0.413462758,-0.022769028,-1.278244257,0.554023802,-0.04666036,-0.792649865,0.636429429,0.173280746,-1.103018403,0.505039096,0.065508239,28_Jun_2023_08_53
0,0,8,3,18,20,9,19,5,147,16,69,9,20,101,40,-0.385254055,-0.024297643,0.166119948,1.616659403,-1.318298697,0.304623365,1.098024368,-0.055727225,0.030987225,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,0,8,4,20,22,9,37,5,141,17,68,7,16,98,41,-0.711737096,0.412629157,-0.025806097,-1.295623064,0.542819023,0.023369445,-0.790313661,0.637763917,0.171499908,-1.103776336,0.496444672,0.104455628,28_Jun_2023_08_53
0,0,1,9,21,20,8,32,4,131,17,63,10,13,102,41,-0.711878359,0.412279308,-0.027242677,-1.300042152,0.533878922,0.057855614,-0.789475501,0.637966752,0.170727476,-1.101347566,0.490085125,0.122181647,28_Jun_2023_08_53
0,0,8,6,16,28,3,33,4,148,14,57,4,17,97,41,-0.712431252,0.411897302,-0.028550843,-1.302172661,0.525153637,0.094431274,-0.788705647,0.638604641,0.170077071,-1.097744942,0.484820426,0.140432134,28_Jun_2023_08_53
1,0,0,9,18,27,3,39,10,153,17,51,10,21,90,35,-0.71308744,0.411183327,-0.029829772,-1.301534057,0.516421258,0.130737126,-0.788024127,0.639769673,0.168950364,-1.093471169,0.480413318,0.158219263,28_Jun_2023_08_53
0,0,3,5,16,23,5,37,8,144,17,38,10,15,92,37,-0.385253817,-0.024304986,0.166117728,1.616659403,-1.318298697,0.304623365,1.09807086,-0.055739414,0.031020997,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
1,0,0,5,15,22,1,35,7,135,14,26,19,14,32,33,-0.715819836,0.410351694,-0.032518309,-1.29674685,0.507951796,0.191780806,-0.787440121,0.641523421,0.166923344,-1.085802555,0.481192499,0.187532231,28_Jun_2023_08_53
0,0,1,5,11,11,1,36,6,133,13,22,18,16,24,34,-0.717746735,0.409862399,-0.033743706,-1.293455362,0.507595241,0.215637833,-0.787583113,0.642591715,0.165805548,-1.083288074,0.483508348,0.19953616,28_Jun_2023_08_53
0,0,0,6,21,17,2,35,6,139,6,25,14,16,27,33,-0.719498396,0.409525156,-0.034384068,-1.290500641,0.508423269,0.231404439,-0.787104547,0.643374205,0.165665925,-1.081468344,0.485340327,0.20722802,28_Jun_2023_08_53
1,1,0,6,15,13,3,34,5,133,11,26,17,13,28,35,-0.72147572,0.409428924,-0.034653213,-1.289537549,0.510120332,0.237429842,-0.786894739,0.643700898,0.166241467,-1.080921292,0.486569166,0.211743504,28_Jun_2023_08_53
0,0,0,5,19,16,13,35,4,135,13,27,9,14,28,38,-0.722617865,0.409283102,-0.034558244,-1.290743589,0.510356426,0.234922901,-0.786845028,0.643751502,0.166587815,-1.081567168,0.4857409,0.211551651,28_Jun_2023_08_53
0,0,13,4,11,15,2,33,1,133,9,27,13,10,36,42,-0.385245413,-0.024309026,0.166124254,1.616659403,-1.318298697,0.304623365,1.098024368,-0.05574096,0.031014927,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,0,0,2,14,15,1,34,5,121,10,32,15,12,63,42,-0.721938252,0.409403503,-0.034128908,-1.29642427,0.50807339,0.203468561,-0.787676036,0.643115103,0.167518303,-1.085649729,0.481522173,0.197810829,28_Jun_2023_08_53
0,0,2,11,23,17,0,32,2,115,8,42,16,16,69,41,-0.720843077,0.409803659,-0.033592351,-1.299796462,0.509203494,0.17857866,-0.788339496,0.642451823,0.168162882,-1.089629292,0.480921298,0.185203925,28_Jun_2023_08_53
0,0,1,10,21,15,3,30,3,120,6,45,14,16,87,42,-0.385268152,-0.024306355,0.166154161,1.616659403,-1.318298697,0.304623365,1.098063588,-0.05574473,0.030969249,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,5,0,10,23,17,2,25,5,125,10,53,17,12,97,41,-0.717941999,0.410834193,-0.032409191,-1.303879499,0.513706684,0.116635203,-0.791039169,0.640638649,0.1696257,-1.097307682,0.481258661,0.153642058,28_Jun_2023_08_53
0,1,2,10,25,16,2,23,3,132,7,56,18,15,75,43,-0.71682173,0.411207438,-0.03123939,-1.302347064,0.514580369,0.083250612,-0.792048156,0.640141606,0.170403823,-1.099900126,0.481271625,0.13716051,28_Jun_2023_08_53
0,1,5,11,29,12,2,21,3,133,10,64,12,14,72,35,-0.385267586,-0.024303846,0.166130602,1.616659403,-1.318298697,0.304623365,1.098085403,-0.055692319,0.031043347,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
4,0,3,11,33,12,4,23,0,119,11,52,7,15,35,31,-0.714610696,0.411939204,-0.028059756,-1.293181658,0.518110216,0.013213642,-0.794988155,0.63918221,0.172406048,-1.103147984,0.48241061,0.101346701,28_Jun_2023_08_53
0,0,2,13,42,13,2,23,0,126,9,36,8,11,34,33,-0.715769827,0.412472695,-0.025576068,-1.28438139,0.51481241,-0.022269066,-0.795880079,0.639081419,0.175727293,-1.102379084,0.482058704,0.082212277,28_Jun_2023_08_53
0,0,5,13,41,9,3,15,1,122,11,47,6,14,34,33,-0.385250658,-0.024320243,0.166141748,1.616659403,-1.318298697,0.304623365,1.098053336,-0.055680774,0.031036936,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
1,2,2,9,44,8,5,18,5,118,11,47,7,16,63,30,-0.716177046,0.413032025,-0.019932911,-1.252181888,0.516694009,-0.095974334,-0.799223065,0.638249874,0.180111155,-1.093537211,0.48351413,0.040748194,28_Jun_2023_08_53
0,0,1,11,42,12,4,18,1,114,13,51,4,17,54,29,-0.716139734,0.41330269,-0.017178936,-1.235041976,0.52039367,-0.126222253,-0.801219225,0.637975097,0.182308644,-1.086460114,0.486085683,0.020888627,28_Jun_2023_08_53
1,0,2,11,48,12,0,15,0,99,13,45,7,13,42,26,-0.385298312,-0.024296034,0.166153684,1.616659403,-1.318298697,0.304623365,1.098055243,-0.055701494,0.03100354,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
8,0,0,10,42,8,5,24,2,89,11,36,5,16,38,27,-0.716077864,0.413597912,-0.011833844,-1.186935782,0.517187476,-0.185600817,-0.805337846,0.636092126,0.185208663,-1.066870332,0.483131319,-0.014486503,28_Jun_2023_08_53
2,0,10,9,55,7,5,22,5,86,11,30,2,17,41,24,-0.716379166,0.413635194,-0.009567942,-1.16097033,0.507520735,-0.21040225,-0.807940066,0.634656668,0.186044022,-1.054891348,0.476613432,-0.029398946,28_Jun_2023_08_53
0,14,4,5,44,3,7,18,6,95,8,28,5,13,91,29,-0.385292411,-0.02428489,0.166138068,1.616659403,-1.318298697,0.304623365,1.09803617,-0.055731189,0.030977821,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
2,1,2,4,56,8,9,23,4,92,13,30,6,17,95,29,-0.715685129,0.413014203,-0.006159636,-1.096622229,0.497683764,-0.2614142,-0.813733995,0.633585751,0.18317844,-1.031922579,0.474539071,-0.060721688,28_Jun_2023_08_53
0,1,7,5,61,5,11,18,0,86,16,33,6,18,85,34,-0.71520865,0.412365913,-0.005106085,-1.065237403,0.49600485,-0.281936169,-0.817715585,0.633058488,0.179996759,-1.020796776,0.473360717,-0.07507091,28_Jun_2023_08_53
0,0,0,3,79,7,8,14,6,91,15,33,8,15,117,35,-0.385250449,-0.02429072,0.166148588,1.616659403,-1.318298697,0.304623365,1.098032832,-0.05575088,0.030996947,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,2,1,4,103,1,14,16,6,100,18,24,3,17,120,34,-0.713541865,0.41148603,-0.003713091,-0.993384182,0.499760509,-0.313197434,-0.821987689,0.632696927,0.175007001,-0.994056404,0.476221561,-0.100602612,28_Jun_2023_08_53
0,0,3,5,83,3,14,17,9,98,14,22,6,19,116,32,-0.712383151,0.411587417,-0.003886112,-0.95728755,0.499148697,-0.320823312,-0.822194576,0.633133352,0.173053175,-0.979277968,0.473480165,-0.10886091,28_Jun_2023_08_53
0,2,5,5,68,4,15,18,4,96,17,25,8,17,128,33,-0.711312532,0.412171602,-0.004180273,-0.924630523,0.494404584,-0.323652774,-0.822077096,0.633378625,0.172338977,-0.964582086,0.469123691,-0.11378254,28_Jun_2023_08_53
0,1,4,5,99,4,10,28,10,96,16,23,4,20,90,33,-0.710195243,0.412755728,-0.004243039,-0.893290401,0.490881741,-0.32283932,-0.821624815,0.633547544,0.172053039,-0.952857733,0.465973824,-0.117253676,28_Jun_2023_08_53
0,1,2,6,70,6,12,31,9,88,17,26,3,18,131,31,-0.708765686,0.413360238,-0.004669443,-0.86842531,0.484901935,-0.317262799,-0.820827246,0.633820593,0.171574548,-0.945386946,0.45845893,-0.11791075,28_Jun_2023_08_53
0,0,2,6,95,8,13,30,8,90,18,22,3,17,129,33,-0.707549393,0.413392931,-0.004787269,-0.85065937,0.477544755,-0.311512709,-0.819878697,0.634103596,0.170050055,-0.940546811,0.452072829,-0.117640555,28_Jun_2023_08_53
1,7,2,6,84,9,14,28,3,86,16,28,3,20,149,29,-0.707321882,0.413757563,-0.00483221,-0.835678875,0.474125087,-0.309444994,-0.819193363,0.634494424,0.170306772,-0.935661793,0.454225779,-0.119234756,28_Jun_2023_08_53
0,4,2,10,89,10,15,43,7,95,17,25,4,19,85,32,-0.707822978,0.414080828,-0.004478106,-0.824350476,0.475086302,-0.306347877,-0.818049014,0.635130346,0.170367613,-0.931051075,0.456101149,-0.120041125,28_Jun_2023_08_53
0,0,8,8,108,5,13,34,4,102,19,30,3,20,91,32,-0.70809561,0.413835049,-0.003827392,-0.823489487,0.478412122,-0.306271672,-0.817600131,0.635459602,0.170244768,-0.929688931,0.45585829,-0.119767502,28_Jun_2023_08_53
7,0,0,8,105,7,13,18,7,99,19,28,7,20,82,33,-0.707232475,0.41369614,-0.002906652,-0.829194248,0.484905124,-0.307399362,-0.816875696,0.63600409,0.170299754,-0.932704747,0.459348887,-0.120206423,28_Jun_2023_08_53
1,2,2,3,70,7,12,22,7,99,20,28,7,17,74,30,-0.706018925,0.413762003,-0.002120422,-0.848434389,0.489004582,-0.312637985,-0.815794528,0.636551797,0.170514613,-0.940839648,0.463746279,-0.119492307,28_Jun_2023_08_53
0,0,0,8,88,9,13,24,6,107,19,26,3,14,73,36,-0.705348015,0.413755625,-0.001535814,-0.875957072,0.491318971,-0.317767084,-0.814810693,0.6370309,0.171095133,-0.950822353,0.467176288,-0.11677669,28_Jun_2023_08_53
0,0,5,6,51,9,11,19,2,104,19,30,5,16,58,33,-0.706438601,0.413829058,-0.001469783,-0.908105671,0.491669834,-0.318128705,-0.813568532,0.637337029,0.17231001,-0.962217033,0.467785329,-0.110796407,28_Jun_2023_08_53
0,0,0,4,50,14,14,18,5,105,17,25,5,18,49,30,-0.707894444,0.413290441,-0.001972407,-0.941003203,0.486592948,-0.311847985,-0.812217236,0.63747251,0.172786415,-0.976681173,0.462069482,-0.101094425,28_Jun_2023_08_53
1,0,0,6,48,12,10,15,2,103,15,22,5,18,46,30,-0.709358394,0.41274333,-0.002557712,-0.971734762,0.473816872,-0.303571492,-0.811811626,0.637286127,0.173258603,-0.988627791,0.453892678,-0.090248436,28_Jun_2023_08_53
0,0,8,5,41,13,11,12,6,100,16,19,2,14,41,30,-0.711000443,0.411930561,-0.003190268,-1.00079906,0.451472908,-0.293682218,-0.812214673,0.636541545,0.173785508,-0.997903883,0.442171276,-0.079295605,28_Jun_2023_08_53
0,0,4,4,44,14,10,13,3,94,14,19,6,18,48,29,-0.712132514,0.411030561,-0.003883098,-1.024868011,0.422177881,-0.281279534,-0.812861681,0.63588053,0.172717884,-1.004824519,0.427860886,-0.068262808,28_Jun_2023_08_53
0,1,0,8,67,8,12,15,4,78,14,14,4,19,47,29,-0.71295923,0.409991413,-0.004797556,-1.039485097,0.391002238,-0.267456591,-0.813794434,0.635430098,0.171350688,-1.009691119,0.412666053,-0.057059765,28_Jun_2023_08_53
0,14,4,3,89,13,8,13,5,78,13,15,6,21,45,29,-0.713758171,0.408833802,-0.006031259,-1.047584057,0.352670997,-0.249225006,-0.814888477,0.635114908,0.168829665,-1.011731386,0.392362714,-0.042677958,28_Jun_2023_08_53
4,0,8,6,93,15,11,14,5,74,14,11,9,20,44,28,-0.385272741,-0.024319401,0.166171387,1.616659403,-1.318298697,0.304623365,1.098033667,-0.055670444,0.03102869,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,1,2,4,109,9,7,15,4,71,13,16,1,22,44,29,-0.715245605,0.406999826,-0.007887316,-1.035883307,0.282758802,-0.214676574,-0.817137718,0.63354075,0.165997997,-1.003430009,0.357090205,-0.017685087,28_Jun_2023_08_53
0,3,4,6,115,15,10,14,3,83,15,13,5,19,41,29,-0.714875758,0.406300455,-0.008807003,-1.019252419,0.253899962,-0.198220611,-0.817253292,0.633033156,0.164880529,-0.997081161,0.343310297,-0.00622973,28_Jun_2023_08_53
0,2,2,3,127,11,10,13,6,82,17,13,4,18,42,25,-0.385280967,-0.0243144,0.166164353,1.616659403,-1.318298697,0.304623365,1.098029494,-0.055718727,0.031008113,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,0,6,1,112,22,10,14,3,85,15,11,9,15,44,23,-0.713397503,0.405107826,-0.010580329,-0.991149426,0.204257548,-0.163635314,-0.816594779,0.632233083,0.162890539,-0.983331203,0.32131052,0.014699802,28_Jun_2023_08_53
2,0,4,7,101,22,8,10,4,87,16,15,8,17,45,22,-0.713092029,0.404789984,-0.011774807,-0.983554602,0.183004096,-0.141100675,-0.81575197,0.631979406,0.162454739,-0.980592728,0.3127262,0.029610315,28_Jun_2023_08_53
0,0,5,5,92,21,5,8,4,102,10,16,3,17,42,26,-0.71250242,0.404334843,-0.012729283,-0.987194419,0.165284932,-0.115631551,-0.814664125,0.631901085,0.161490262,-0.980511189,0.307044744,0.046006441,28_Jun_2023_08_53
0,0,0,12,83,20,4,13,3,108,16,8,8,16,37,27,-0.712092936,0.404108942,-0.013790787,-1.00678885,0.15229249,-0.088895224,-0.813021958,0.632234693,0.161041692,-0.983126223,0.306180835,0.060212869,28_Jun_2023_08_53
0,0,8,4,85,25,7,12,2,107,17,7,10,15,41,28,-0.385294884,-0.024301602,0.166179776,1.616659403,-1.318298697,0.304623365,1.098068595,-0.055712678,0.031008381,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,3,0,3,76,24,5,12,3,131,16,7,3,15,38,26,-0.711422265,0.403738737,-0.015878512,-1.077055931,0.161892429,-0.045623116,-0.807766616,0.633956611,0.159602195,-1.003915071,0.317740947,0.086164907,28_Jun_2023_08_53
4,2,1,0,36,21,7,16,4,137,16,13,1,18,74,32,-0.711699903,0.40375644,-0.016633375,-1.117277026,0.185884908,-0.032599043,-0.80491358,0.634861767,0.160324678,-1.019368649,0.330130905,0.096885674,28_Jun_2023_08_53
0,0,2,7,44,20,4,18,4,113,14,4,6,16,40,33,-0.712177634,0.404144228,-0.017154619,-1.15601635,0.219178572,-0.026687695,-0.801751971,0.636529028,0.162029788,-1.035168052,0.34645167,0.10191866,28_Jun_2023_08_53
0,1,0,0,44,17,3,21,6,104,13,12,6,18,69,29,-0.712639809,0.404912531,-0.017157612,-1.184155941,0.259114116,-0.031316746,-0.798285365,0.638727844,0.164804846,-1.049566865,0.366908193,0.101262063,28_Jun_2023_08_53
0,1,5,1,32,15,4,16,7,107,13,13,7,19,75,32,-0.713406205,0.405989379,-0.016545177,-1.20357573,0.306161344,-0.047239274,-0.794613421,0.640424132,0.169503629,-1.063800812,0.390633702,0.096743949,28_Jun_2023_08_53
9,0,1,0,40,20,6,11,3,114,14,19,4,14,78,33,-0.385272354,-0.024300877,0.166149303,1.616659403,-1.318298697,0.304623365,1.098071575,-0.055705197,0.031032853,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,0,1,4,32,8,5,12,1,106,17,23,7,17,50,32,-0.714858949,0.407818496,-0.013879545,-1.217969537,0.401709825,-0.089760192,-0.790356398,0.641838491,0.177106112,-1.079755187,0.43497619,0.074048817,28_Jun_2023_08_53
0,0,1,6,29,6,8,14,3,115,11,27,13,17,46,33,-0.714828491,0.408537954,-0.012449003,-1.214308143,0.456701189,-0.117107563,-0.789224863,0.64301604,0.180214047,-1.083700657,0.464150459,0.055436604,28_Jun_2023_08_53
0,2,2,15,23,10,3,10,0,117,12,41,15,19,43,36,-0.385259181,-0.024320124,0.166158631,1.616659403,-1.318298697,0.304623365,1.098067045,-0.055755373,0.030980675,-0.50461334,-0.619406044,0.327643245,28_Jun_2023_08_53
0,0,7,8,29,7,5,12,4,124,10,44,12,17,85,37,-0.714882314,0.409307539,-0.010562895,-1.186866045,0.563274205,-0.161266774,-0.790213287,0.644449651,0.183150038,-1.082050204,0.521182954,0.022005081,28_Jun_2023_08_53
0,0,3,7,31,4,4,15,2,134,9,53,8,18,82,36,-0.714814007,0.409797847,-0.009357026,-1.165324807,0.609315455,-0.179562584,-0.790971816,0.644890249,0.183586717,-1.075299263,0.547244012,0.005772549,28_Jun_2023_08_53
