S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp,,,,,,,,,,,,,,,,,,,,,,,,
5,1,6,34,7,2,0,0,9,1,42,1,0,4,0,0,0,20,12,10,13,0,66,26,1,97,5,26,30,8,1,1,1.56260514259338,0.654892981052399,0.717123329639435,1.64005613327026,0.409837245941162,0.504357814788818,1.08071053028107,0.546331644058228,0.640716850757599,1.26034259796143,0.484773367643356,0.74186372756958,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
12,0,4,33,14,1,0,6,7,0,42,8,0,1,0,2,1,19,14,8,11,12,68,22,2,100,7,25,31,9,9,0,1.56251728534699,0.654715061187744,0.717438697814941,1.64016449451447,0.409851580858231,0.504614055156708,1.08154487609863,0.545985400676727,0.631329119205475,1.25865483283997,0.484896987676621,0.736993193626404,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
3,6,3,31,7,0,5,14,3,0,41,6,1,5,0,2,0,19,12,9,18,1,69,21,1,101,5,28,28,7,1,0,1.56241750717163,0.654550731182098,0.717768132686615,1.64014768600464,0.409932911396027,0.504766285419464,1.08211004734039,0.545606553554535,0.624803364276886,1.25746512413025,0.484859645366669,0.733235895633698,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
3,2,1,26,5,0,1,0,7,0,43,6,3,3,1,2,1,20,14,8,16,5,64,25,0,101,8,24,31,9,1,0,1.56226944923401,0.654290854930878,0.71816486120224,1.64007902145386,0.409879595041275,0.505366444587708,1.08289039134979,0.545240640640259,0.616233587265015,1.2561993598938,0.484784036874771,0.728163480758667,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
4,0,3,31,9,0,6,0,8,0,40,3,0,1,0,2,3,18,14,8,13,0,68,25,1,100,6,27,31,11,0,0,1.56211888790131,0.654114365577698,0.718482255935669,1.64010059833527,0.409983396530151,0.505577921867371,1.08419620990753,0.544943749904633,0.607141077518463,1.25504302978516,0.484710574150086,0.723167896270752,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
6,0,3,32,7,0,7,1,9,0,41,2,1,4,1,4,0,21,14,3,18,13,70,24,3,101,6,25,31,12,4,1,1.56187212467194,0.653920829296112,0.718815088272095,1.64010083675385,0.410174369812012,0.505619168281555,1.08584690093994,0.544825315475464,0.597490727901459,1.25390720367432,0.484630852937698,0.718052327632904,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
10,0,2,30,11,0,7,0,8,1,39,3,6,0,4,1,0,20,15,6,15,2,71,21,2,103,6,26,33,10,0,0,1.56174886226654,0.653772830963135,0.719107925891876,1.64013707637787,0.410204380750656,0.505910158157349,1.08740818500519,0.54454517364502,0.590090870857239,1.25303888320923,0.484565645456314,0.713992357254028,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
4,0,2,31,17,0,11,0,8,0,41,2,0,4,0,13,1,18,17,7,18,1,71,23,1,101,4,26,34,12,0,1,1.56170797348022,0.653595328330994,0.719560205936432,1.64015007019043,0.410288721323013,0.506194829940796,1.08952152729034,0.544212996959686,0.580439805984497,1.25202810764313,0.484504520893097,0.708518147468567,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,0,4,35,11,1,5,1,8,1,41,0,0,5,0,2,0,17,21,3,18,1,70,23,0,104,4,29,34,11,11,0,1.56154584884644,0.65339732170105,0.71999728679657,1.64007043838501,0.410427421331406,0.506511449813843,1.09159815311432,0.54391223192215,0.571436524391174,1.25126540660858,0.484367251396179,0.703097403049469,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
10,0,0,30,12,1,6,0,8,3,39,3,13,12,1,2,1,16,18,3,18,4,71,20,1,103,8,25,32,11,0,0,1.56134557723999,0.653126835823059,0.720448195934296,1.64002013206482,0.410487532615662,0.506830632686615,1.09377408027649,0.543586254119873,0.562820851802826,1.25078201293945,0.483979046344757,0.697824716567993,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
4,1,3,30,10,0,6,0,7,0,42,0,0,3,2,4,0,19,16,5,19,4,71,24,2,103,7,26,34,11,0,0,1.56106507778168,0.652928352355957,0.720725417137146,1.63998556137085,0.410504072904587,0.507294178009033,1.09628212451935,0.543299078941345,0.554118096828461,1.25032186508179,0.483481556177139,0.69271719455719,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
3,0,0,38,9,8,5,0,6,2,35,2,3,4,0,3,5,15,19,6,17,1,73,23,1,105,5,31,35,10,0,0,1.56085669994354,0.652813494205475,0.720944166183472,1.63995945453644,0.410563111305237,0.507622539997101,1.09839606285095,0.543207406997681,0.547387897968292,1.2499498128891,0.483068853616715,0.689000189304352,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,12,4,37,9,9,0,0,4,1,41,8,0,2,6,0,2,16,16,7,13,3,74,20,1,105,5,26,37,6,0,0,1.56059181690216,0.652666389942169,0.721310973167419,1.63998961448669,0.410638093948364,0.507705569267273,1.10169422626495,0.543135344982147,0.538258016109467,1.24948620796204,0.482317119836807,0.683880746364594,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,0,4,41,9,1,3,0,6,0,42,2,0,4,1,0,1,15,18,6,18,6,71,16,1,104,4,28,35,11,0,0,1.56034731864929,0.652503132820129,0.721729516983032,1.63981640338898,0.410712629556656,0.508085429668427,1.10559666156769,0.543083548545837,0.528922855854034,1.24922645092011,0.481555342674255,0.678505182266235,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
6,4,1,42,11,2,5,15,5,2,40,1,0,2,1,0,0,18,18,4,15,3,73,21,3,106,5,29,39,9,0,0,1.56006193161011,0.652294993400574,0.722240924835205,1.63968229293823,0.410793483257294,0.508411705493927,1.10959553718567,0.543099820613861,0.519799590110779,1.24928200244904,0.480840623378754,0.672946453094482,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
6,13,7,40,10,0,13,0,4,1,44,0,2,2,0,1,1,16,18,4,19,3,74,19,0,105,3,22,38,12,0,0,1.55975329875946,0.652050316333771,0.722675323486328,1.63946616649628,0.410880237817764,0.508895933628082,1.1136577129364,0.543138980865479,0.510764956474304,1.2496143579483,0.480466783046722,0.667317390441895,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
4,0,3,47,11,0,3,13,4,1,43,2,0,5,0,1,2,14,16,8,15,1,76,20,1,111,3,27,35,10,0,1,1.5594642162323,0.651894152164459,0.722974836826324,1.63938772678375,0.410898625850678,0.509211659431458,1.11677849292755,0.543362200260162,0.503853738307953,1.24981665611267,0.480497032403946,0.663214862346649,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,1,6,44,16,0,6,1,4,2,45,3,0,1,0,1,0,17,17,6,18,5,79,21,5,113,6,27,37,9,0,0,1.55905532836914,0.651707589626312,0.723336100578308,1.63934648036957,0.410926192998886,0.509628295898438,1.1213071346283,0.543844282627106,0.494413107633591,1.25006866455078,0.480653405189514,0.657563269138336,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
6,1,3,44,9,0,7,0,3,4,43,3,1,5,0,4,0,14,15,3,17,3,83,18,3,114,4,30,39,12,0,0,1.55866718292236,0.651549875736237,0.723631918430328,1.63926541805267,0.411044746637344,0.509939968585968,1.12632095813751,0.544585287570953,0.484680891036987,1.25031113624573,0.480997294187546,0.651814937591553,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,1,3,46,15,0,2,1,4,4,44,6,1,4,0,1,0,11,17,5,16,5,81,19,2,114,4,29,36,12,0,0,1.55830895900726,0.651481449604034,0.723969399929047,1.63915407657623,0.411070048809052,0.510272085666657,1.13178670406342,0.545241177082062,0.474957972764969,1.25066411495209,0.481415450572968,0.645900189876556,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,0,3,40,14,0,6,1,6,4,43,3,12,3,0,1,0,10,18,6,15,5,81,20,3,114,6,27,38,10,2,0,1.5579297542572,0.651418209075928,0.724365472793579,1.63905894756317,0.411195605993271,0.510578215122223,1.13716268539429,0.545822024345398,0.465746819972992,1.25132167339325,0.481637865304947,0.639384806156158,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
6,1,1,49,9,1,5,1,4,3,43,0,0,2,1,6,0,15,18,10,18,0,85,20,2,116,6,28,38,10,0,1,1.55770397186279,0.651318907737732,0.724636733531952,1.63894069194794,0.41120770573616,0.510925650596619,1.14098596572876,0.546382606029511,0.459086716175079,1.2519816160202,0.482009619474411,0.634926855564117,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
4,1,2,54,11,0,4,1,9,4,45,4,0,0,0,0,0,10,18,6,17,1,85,11,2,118,2,28,38,13,0,0,1.55729246139526,0.651233017444611,0.724887609481812,1.63877010345459,0.411158323287964,0.511485040187836,1.14623665809631,0.547199249267578,0.450090110301971,1.25310242176056,0.482443898916245,0.628550708293915,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
4,0,3,52,16,0,5,0,9,2,44,1,1,3,1,2,1,15,18,5,15,1,83,11,5,121,6,29,37,12,2,0,1.55696547031403,0.651206433773041,0.725162625312805,1.63870704174042,0.411234736442566,0.511839866638184,1.15207970142365,0.548110842704773,0.441550970077515,1.25435256958008,0.483019679784775,0.622315585613251,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,0,3,52,11,2,9,0,7,6,50,3,0,0,1,1,0,11,15,4,18,1,87,13,6,122,2,27,38,8,2,0,1.55664551258087,0.65113627910614,0.725351929664612,1.63870704174042,0.411364138126373,0.512051403522491,1.15838491916657,0.549142718315125,0.432535916566849,1.25576746463776,0.483429193496704,0.61611407995224,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
6,1,3,59,9,2,14,1,4,2,50,1,1,2,0,9,0,16,16,9,15,0,94,13,0,122,4,29,35,10,1,0,1.55640602111816,0.651151597499847,0.725519239902496,1.63870477676392,0.411404430866242,0.512327909469605,1.16323339939117,0.54984176158905,0.426042288541794,1.25687789916992,0.48366317152977,0.61154305934906,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
4,1,4,60,9,0,13,0,7,1,51,3,0,6,1,4,1,13,15,0,15,2,94,12,10,133,5,28,36,11,1,0,1.55611395835876,0.651117086410522,0.725694894790649,1.63870441913605,0.411455273628235,0.512644708156586,1.16942751407623,0.550775229930878,0.417497277259827,1.25869119167328,0.48416194319725,0.605082094669342,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
7,0,4,63,11,4,15,0,7,2,48,5,0,7,0,2,0,16,15,6,17,1,89,16,2,123,6,32,35,9,4,0,1.55566358566284,0.651066303253174,0.725957036018372,1.63872361183167,0.411519110202789,0.512970626354218,1.17531502246857,0.551702797412872,0.409183979034424,1.26038730144501,0.485213667154312,0.599088847637177,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,0,2,59,9,2,12,0,3,13,54,0,0,6,0,0,0,13,20,9,17,0,92,11,2,123,7,32,33,12,1,1,1.55532848834991,0.651081442832947,0.726217031478882,1.63875293731689,0.411642909049988,0.513331532478333,1.18130326271057,0.552986681461334,0.401047378778458,1.26253831386566,0.486398547887802,0.592854022979736,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
7,1,3,58,9,0,14,0,4,1,55,5,0,7,1,7,0,19,16,12,15,1,94,12,5,129,6,32,43,9,0,0,1.55500245094299,0.651083827018738,0.726337373256683,1.63874959945679,0.411648720502853,0.513820946216583,1.18778455257416,0.553991854190826,0.393020808696747,1.26506721973419,0.487441182136536,0.586629927158356,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
0,1,3,60,15,1,15,0,4,7,51,1,0,6,0,3,1,27,15,8,15,0,98,16,1,131,2,33,43,12,0,0,1.55466401576996,0.651063203811646,0.726370751857758,1.63878989219666,0.411712765693665,0.514087975025177,1.19268071651459,0.555091142654419,0.386954635381699,1.26697325706482,0.488195866346359,0.582016170024872,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
4,2,0,60,9,0,10,1,4,3,53,12,1,5,0,6,0,21,20,6,17,2,98,18,0,124,6,26,49,12,0,0,1.55439019203186,0.65104341506958,0.726481974124908,1.63886451721191,0.411803364753723,0.514436423778534,1.19967842102051,0.556137561798096,0.379236578941345,1.26953780651093,0.489072650671005,0.575784027576447,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
4,1,6,62,9,2,10,1,3,0,52,13,0,4,0,5,0,23,15,10,20,0,95,28,0,119,8,30,51,9,0,0,1.55407977104187,0.651030600070953,0.726511657238007,1.63898468017578,0.411851316690445,0.514765441417694,1.2066193819046,0.55723911523819,0.371663272380829,1.27210819721222,0.490030586719513,0.569700479507446,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,0,7,64,9,2,14,2,3,0,55,8,0,4,0,10,0,21,18,15,20,5,101,20,6,120,5,32,44,12,0,0,1.55384659767151,0.650953710079193,0.726451754570007,1.63912272453308,0.411859601736069,0.515196621417999,1.21403610706329,0.558799386024475,0.363840281963348,1.27487444877625,0.490999013185501,0.563744127750397,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
4,0,3,53,10,0,12,0,3,0,57,13,0,6,2,13,1,25,14,16,20,0,98,15,1,129,5,34,50,12,0,1,1.55351138114929,0.650961995124817,0.726477026939392,1.63923597335815,0.411845475435257,0.515626847743988,1.22091269493103,0.560008525848389,0.356589674949646,1.27781546115875,0.492133438587189,0.557885766029358,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,0,3,60,7,13,11,0,4,1,55,10,1,4,0,11,0,30,18,17,17,3,96,23,5,124,8,30,50,10,1,0,1.55324101448059,0.650988161563873,0.72643256187439,1.63943684101105,0.411856800317764,0.516075551509857,1.22810924053192,0.561342477798462,0.34959551692009,1.28094863891602,0.493581384420395,0.552203893661499,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,1,3,57,9,1,11,1,7,0,52,12,1,5,1,8,0,23,14,9,14,2,97,20,1,121,5,19,47,10,0,0,1.55300724506378,0.650983393192291,0.726275205612183,1.63964438438416,0.412098377943039,0.515938103199005,1.23549425601959,0.56267660856247,0.342972040176392,1.28442513942719,0.494940251111984,0.546774804592133,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
2,5,3,54,7,0,10,0,6,1,50,8,1,5,1,7,4,19,14,10,18,4,98,16,3,125,6,28,42,12,0,0,1.55280947685242,0.651091456413269,0.726263821125031,1.63985872268677,0.412264883518219,0.515966951847076,1.24108850955963,0.563600659370422,0.338241130113602,1.28706085681915,0.495764642953873,0.542925119400024,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,0,4,65,9,1,9,0,3,0,47,9,0,3,0,10,0,20,13,16,20,10,97,24,2,128,6,27,50,12,3,1,1.55259609222412,0.651222467422485,0.7261643409729,1.64003229141235,0.412288993597031,0.516305923461914,1.24841046333313,0.564803659915924,0.332368671894073,1.290407538414,0.496750324964523,0.538138329982758,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
4,1,5,59,4,1,12,1,11,1,51,6,1,5,0,10,13,23,13,16,16,4,97,25,1,127,6,29,56,12,0,0,1.55249607563019,0.651261448860168,0.725869953632355,1.64029717445374,0.412345200777054,0.516444385051727,1.25576293468475,0.565805494785309,0.326610207557678,1.29358780384064,0.497601747512817,0.533547580242157,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
6,1,6,81,10,7,11,0,4,0,53,11,1,8,0,10,0,20,19,16,16,6,101,19,3,134,4,24,52,13,0,0,1.55237674713135,0.651388943195343,0.725634694099426,1.64055681228638,0.412396311759949,0.516718029975891,1.26313650608063,0.566795587539673,0.321371853351593,1.29679191112518,0.498302191495895,0.528990149497986,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
3,1,5,64,3,0,8,0,13,9,50,12,0,7,0,10,1,17,18,19,14,3,99,17,0,137,1,28,60,12,0,0,1.55218434333801,0.651583194732666,0.725384473800659,1.64088320732117,0.412510454654694,0.516804218292236,1.27080368995667,0.567680299282074,0.316364467144012,1.30007839202881,0.499012053012848,0.524684011936188,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
3,2,3,75,7,13,9,8,2,2,46,6,0,3,0,6,1,13,18,12,17,3,100,31,1,134,5,27,58,12,1,0,1.55205309391022,0.651704013347626,0.725184619426727,1.64132034778595,0.412600845098496,0.516800761222839,1.27865266799927,0.568509161472321,0.311663836240768,1.30363285541534,0.499290764331818,0.520573019981384,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
3,2,4,74,11,0,6,0,2,0,51,8,0,5,3,4,0,15,20,16,20,7,99,33,1,142,3,29,60,13,1,0,1.55200052261353,0.651737451553345,0.724985122680664,1.64162981510162,0.412744879722595,0.51683908700943,1.2845139503479,0.569060206413269,0.308480888605118,1.30597424507141,0.499811977148056,0.517796576023102,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,1,5,50,10,1,9,1,0,2,49,5,10,6,0,5,1,18,19,23,17,6,98,35,3,140,6,25,66,11,0,1,1.55187129974365,0.651750385761261,0.72461199760437,1.64198267459869,0.412707954645157,0.517001688480377,1.29230403900146,0.569916248321533,0.304608851671219,1.30853283405304,0.500596642494202,0.514219760894775,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,0,6,67,11,0,8,11,5,3,53,4,0,4,0,10,0,13,17,28,20,1,99,32,3,146,5,32,68,13,0,0,1.55172693729401,0.651765167713165,0.724155962467194,1.64234924316406,0.41270723938942,0.517109990119934,1.30016386508942,0.57041472196579,0.30093315243721,1.31113040447235,0.500994861125946,0.510850667953491,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
4,2,6,68,9,14,9,1,8,4,51,6,0,6,1,11,1,15,20,20,20,0,100,20,3,147,1,26,67,14,0,0,1.55155825614929,0.651819169521332,0.72378134727478,1.64280605316162,0.412763357162476,0.517164647579193,1.30833876132965,0.571144640445709,0.297878831624985,1.31387150287628,0.501060366630554,0.507640719413757,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
4,0,5,64,5,0,13,0,6,10,52,10,5,4,0,9,0,19,19,18,21,3,101,27,5,155,7,31,71,15,0,1,1.55142879486084,0.651867270469666,0.723553538322449,1.6431804895401,0.412788361310959,0.517213046550751,1.31668519973755,0.571528911590576,0.294885903596878,1.31664884090424,0.50108540058136,0.504692435264587,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
6,0,5,74,7,0,10,1,6,2,52,10,0,4,0,12,0,16,16,20,27,2,101,17,3,155,5,33,71,15,0,3,1.55130279064178,0.651888132095337,0.723395168781281,1.64342594146729,0.412837266921997,0.517263054847717,1.32525050640106,0.571779012680054,0.292259186506271,1.31946587562561,0.501232385635376,0.501902997493744,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
3,2,5,80,3,0,12,0,6,4,51,7,0,6,0,8,1,20,16,23,23,9,102,23,2,152,6,33,63,13,0,1,1.55116832256317,0.651918113231659,0.723231732845306,1.64363563060761,0.412876963615418,0.517404198646545,1.33364355564117,0.571905136108398,0.289721459150314,1.322185754776,0.501570343971252,0.499177545309067,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
4,0,4,85,5,4,13,0,7,3,47,13,1,5,0,3,0,16,16,29,21,3,102,22,4,152,12,33,63,11,0,0,1.55109000205994,0.651935935020447,0.7230464220047,1.64398455619812,0.412915229797363,0.51751309633255,1.34007728099823,0.572419226169586,0.287600368261337,1.32434380054474,0.501825451850891,0.497124493122101,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
6,1,7,81,5,0,11,0,7,4,48,9,0,7,1,18,13,28,16,21,28,3,106,23,1,153,6,31,62,12,0,1,1.55097627639771,0.651987612247467,0.722877025604248,1.64418387413025,0.412979871034622,0.517561912536621,1.34801518917084,0.572553694248199,0.285371005535126,1.32715737819672,0.502169728279114,0.49445453286171,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,0,7,85,5,1,16,0,10,5,49,13,0,5,2,16,0,26,16,23,25,1,102,18,2,152,5,33,64,12,4,1,1.5508816242218,0.652025401592255,0.722718000411987,1.64434266090393,0.412901639938355,0.517978727817535,1.3560163974762,0.572594106197357,0.283304899930954,1.33014369010925,0.502349197864533,0.491759181022644,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,10,8,78,8,0,11,0,11,5,53,9,3,6,1,21,1,29,16,24,35,0,103,25,2,155,4,36,60,14,1,0,1.5508017539978,0.652084589004517,0.72258985042572,1.64451134204865,0.413076341152191,0.517876207828522,1.36383259296417,0.57267689704895,0.281338483095169,1.33324444293976,0.502349495887756,0.489098310470581,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
3,0,8,80,5,1,11,0,7,0,46,12,0,7,1,16,1,28,17,24,33,0,103,21,1,154,4,29,60,8,0,0,1.55077624320984,0.652131140232086,0.722515106201172,1.64463841915131,0.41310378909111,0.518089354038239,1.3715488910675,0.572702944278717,0.27929013967514,1.33639430999756,0.502178549766541,0.486521929502487,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
3,1,7,32,7,0,11,0,7,1,41,6,0,4,0,20,0,28,17,17,31,5,103,22,3,153,4,31,67,13,0,0,1.55075621604919,0.652180671691895,0.722521483898163,1.64469909667969,0.413319975137711,0.51790452003479,1.3789359331131,0.572652757167816,0.277424484491348,1.33983182907105,0.501947283744812,0.484010368585587,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
3,0,7,28,3,0,7,0,7,1,43,7,1,11,1,16,1,30,17,24,31,0,100,20,7,155,6,29,73,14,2,0,1.55071949958801,0.652219116687775,0.722515165805817,1.64481139183044,0.413509577512741,0.518076241016388,1.3861483335495,0.572473347187042,0.275570571422577,1.34335708618164,0.501925706863403,0.481520771980286,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,0,7,36,7,0,10,0,4,5,40,9,0,4,0,22,1,31,19,19,32,6,101,24,9,154,0,31,65,14,0,1,1.55064404010773,0.65221506357193,0.722424924373627,1.64481496810913,0.413516134023666,0.518110930919647,1.39164054393768,0.57232928276062,0.274161607027054,1.34605240821838,0.502024590969086,0.479677766561508,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
4,0,7,29,5,8,12,0,5,2,41,17,1,7,0,14,1,31,18,17,32,2,104,27,4,152,5,32,62,16,3,2,1.55059814453125,0.652233302593231,0.722336769104004,1.64501953125,0.4137864112854,0.518033087253571,1.39855980873108,0.572243690490723,0.27241712808609,1.34944820404053,0.502236425876617,0.477346330881119,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,0,6,32,4,0,12,0,4,2,37,15,1,7,7,21,0,39,20,20,32,3,103,25,4,152,6,34,56,14,9,0,1.55055820941925,0.652169167995453,0.722143411636353,1.64521980285645,0.413831919431686,0.5180304646492,1.4055210351944,0.572232604026794,0.270509481430054,1.35339856147766,0.502265393733978,0.4747274518013,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
12,0,8,32,8,0,13,0,7,1,39,15,7,8,0,16,4,37,19,11,30,4,105,28,11,150,6,29,55,13,1,0,1.55051708221436,0.652205169200897,0.722205221652985,1.64539289474487,0.413772404193878,0.518461763858795,1.41241586208344,0.572069942951202,0.268220484256744,1.35705709457397,0.502376556396484,0.471803307533264,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,0,6,42,7,3,11,0,4,9,37,18,0,2,0,23,1,43,15,14,28,5,104,35,6,148,6,29,58,17,0,1,1.55051684379578,0.652222752571106,0.722410678863525,1.64536929130554,0.413808584213257,0.518376588821411,1.41906571388245,0.572127044200897,0.26640447974205,1.36071074008942,0.502918422222137,0.469044357538223,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
6,0,15,30,5,0,11,0,5,4,38,19,1,4,4,21,0,40,15,14,36,6,106,31,3,148,5,32,57,12,0,1,1.55052614212036,0.652362048625946,0.722417593002319,1.64574241638184,0.414010345935822,0.517739176750183,1.42562568187714,0.572093546390533,0.264942675828934,1.36411428451538,0.503858923912048,0.466685384511948,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,1,2,28,7,0,11,1,7,4,38,18,1,6,1,16,0,35,18,24,40,6,106,36,0,145,9,26,53,10,0,0,1.55056297779083,0.652496933937073,0.722240567207336,1.64564549922943,0.413709253072739,0.519461989402771,1.43166422843933,0.571890711784363,0.263798117637634,1.3672947883606,0.504017114639282,0.464756488800049,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,0,10,40,10,0,10,0,7,2,38,24,1,7,4,21,2,43,22,22,43,7,107,36,4,148,5,25,49,12,1,0,1.55061388015747,0.652680039405823,0.722046077251434,1.64596998691559,0.413677960634232,0.519764065742493,1.43727242946625,0.571525812149048,0.262727409601212,1.37029480934143,0.503780663013458,0.463254630565643,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,0,10,36,6,0,11,0,8,0,36,22,1,4,2,12,3,33,19,12,36,4,105,34,3,144,6,28,54,12,4,1,1.5506751537323,0.652818083763123,0.721998989582062,1.64628565311432,0.413675099611282,0.519806504249573,1.44215035438538,0.570909559726715,0.261659353971481,1.37323677539825,0.503423571586609,0.461927026510239,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
4,0,6,32,7,1,11,0,5,2,29,34,0,3,3,22,0,29,15,13,41,3,104,33,3,148,5,28,53,10,0,0,1.55074429512024,0.652856171131134,0.722003161907196,1.64640247821808,0.41367319226265,0.520039796829224,1.44543242454529,0.570462822914124,0.260926008224487,1.37517988681793,0.503556728363037,0.460934489965439,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
