S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp,
001.00,0.00,0.00,1.00,1.00,1.00,4.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,2.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,7.00,2.00,1.00,1.00,1.00,0.00,13.00,4.00,0.00,2.00,1.5826970338821411,0.23419107496738434,0.38008978962898254,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.892772912979126,0.0641549602150917,0.11387275159358978,1.718481421470642,-0.028623882681131363,0.16130179166793823,16_Aug_2023_11_19
0.00,0.00,2.00,0.00,2.00,1.00,1.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,3.00,0.00,0.00,10.00,5.00,1.00,0.00,0.00,0.00,4.00,2.00,0.00,3.00,1.5827202796936035,0.234153151512146,0.3801182210445404,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927772045135498,0.06418280303478241,0.11384308338165283,1.7185649871826172,-0.02857966721057892,0.16125652194023132,16_Aug_2023_11_19
2.00,0.00,2.00,2.00,3.00,0.00,1.00,0.00,3.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,0.00,0.00,11.00,2.00,8.00,0.00,1.00,0.00,0.00,2.00,1.00,1.00,1.5827202796936035,0.234153151512146,0.3801182210445404,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927772045135498,0.06418280303478241,0.11384308338165283,1.7185649871826172,-0.02857966721057892,0.16125652194023132,16_Aug_2023_11_19
2.00,2.00,2.00,2.00,0.00,0.00,1.00,0.00,2.00,0.00,4.00,1.00,1.00,2.00,9.00,0.00,0.00,1.00,2.00,1.00,1.00,0.00,9.00,2.00,1.00,0.00,8.00,0.00,4.00,4.00,0.00,0.00,1.582680583000183,0.23418234288692474,0.38010865449905396,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927757740020752,0.064154714345932,0.11388242989778519,1.7184697389602661,-0.028628626838326454,0.1613166332244873,16_Aug_2023_11_19
8.00,0.00,3.00,3.00,4.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,6.00,7.00,0.00,1.00,1.00,0.00,1.00,10.00,3.00,1.00,2.00,2.00,0.00,4.00,0.00,0.00,1.00,1.582680583000183,0.23418234288692474,0.38010865449905396,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927757740020752,0.064154714345932,0.11388242989778519,1.7184697389602661,-0.028628626838326454,0.1613166332244873,16_Aug_2023_11_19
4.00,1.00,2.00,4.00,0.00,0.00,2.00,10.00,3.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,2.00,2.00,0.00,0.00,5.00,4.00,1.00,2.00,0.00,0.00,5.00,6.00,3.00,0.00,1.5826677083969116,0.23419180512428284,0.3801065683364868,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8928309679031372,0.0642438679933548,0.11381110548973083,1.7185360193252563,-0.02868649549782276,0.16126775741577148,16_Aug_2023_11_19
2.00,0.00,2.00,0.00,1.00,0.00,2.00,0.00,3.00,1.00,1.00,1.00,12.00,1.00,1.00,0.00,1.00,0.00,2.00,9.00,0.00,0.00,12.00,2.00,2.00,0.00,1.00,1.00,8.00,1.00,0.00,0.00,1.5826677083969116,0.23419180512428284,0.3801065683364868,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8928309679031372,0.0642438679933548,0.11381110548973083,1.7185360193252563,-0.02868649549782276,0.16126775741577148,16_Aug_2023_11_19
5.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,2.00,0.00,1.00,3.00,9.00,3.00,1.00,0.00,1.00,0.00,4.00,2.00,0.00,0.00,1.5826733112335205,0.23420128226280212,0.3801071047782898,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927760124206543,0.06410934031009674,0.11400880664587021,1.718528151512146,-0.02867903746664524,0.16127245128154755,16_Aug_2023_11_19
1.00,0.00,2.00,2.00,0.00,0.00,2.00,4.00,3.00,0.00,3.00,0.00,0.00,3.00,1.00,0.00,3.00,5.00,0.00,0.00,0.00,9.00,9.00,10.00,1.00,1.00,1.00,1.00,8.00,2.00,0.00,1.00,1.5826733112335205,0.23420128226280212,0.3801071047782898,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927760124206543,0.06410934031009674,0.11400880664587021,1.718528151512146,-0.02867903746664524,0.16127245128154755,16_Aug_2023_11_19
5.00,0.00,1.00,3.00,0.00,0.00,0.00,13.00,0.00,0.00,9.00,1.00,1.00,3.00,0.00,1.00,3.00,0.00,3.00,0.00,0.00,2.00,11.00,9.00,1.00,4.00,2.00,1.00,4.00,9.00,0.00,0.00,1.5826749801635742,0.23420535027980804,0.38011181354522705,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.892714262008667,0.06415943801403046,0.11403820663690567,1.7184463739395142,-0.028608692809939384,0.16131336987018585,16_Aug_2023_11_19
