S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp,
3.00,0.00,3.00,2.00,0.00,0.00,0.00,0.00,3.00,0.00,9.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,10.00,2.00,1.00,2.00,2.00,0.00,4.00,2.00,1.00,0.00,1.5826749801635742,0.23420535027980804,0.38011181354522705,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.892714262008667,0.06415943801403046,0.11403820663690567,1.7184463739395142,-0.028608692809939384,0.16131336987018585,16_Aug_2023_11_19
3.00,1.00,2.00,10.00,0.00,1.00,3.00,0.00,3.00,4.00,9.00,0.00,7.00,0.00,1.00,1.00,1.00,0.00,2.00,10.00,0.00,1.00,10.00,3.00,1.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1.5826705694198608,0.2342078983783722,0.38011765480041504,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927770853042603,0.0641806423664093,0.11394402384757996,1.7184410095214844,-0.028552621603012085,0.16130618751049042,16_Aug_2023_11_19
2.00,0.00,3.00,0.00,2.00,0.00,0.00,9.00,10.00,2.00,0.00,0.00,0.00,0.00,1.00,10.00,0.00,0.00,1.00,1.00,0.00,1.00,9.00,2.00,7.00,0.00,2.00,1.00,2.00,2.00,1.00,2.00,1.5826705694198608,0.2342078983783722,0.38011765480041504,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927770853042603,0.0641806423664093,0.11394402384757996,1.7184410095214844,-0.028552621603012085,0.16130618751049042,16_Aug_2023_11_19
1.00,0.00,4.00,2.00,2.00,0.00,9.00,0.00,3.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,9.00,0.00,0.00,0.00,0.00,1.00,11.00,7.00,0.00,1.00,2.00,1.00,5.00,2.00,5.00,0.00,1.582674264907837,0.2342146635055542,0.3801170289516449,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927923440933228,0.06418564915657043,0.11395053565502167,1.7184165716171265,-0.02858545258641243,0.16132128238677979,16_Aug_2023_11_19
2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,4.00,0.00,0.00,0.00,6.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,10.00,3.00,1.00,8.00,1.00,8.00,4.00,1.00,1.00,1.00,1.582674264907837,0.2342146635055542,0.3801170289516449,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927923440933228,0.06418564915657043,0.11395053565502167,1.7184165716171265,-0.02858545258641243,0.16132128238677979,16_Aug_2023_11_19
6.00,7.00,3.00,0.00,1.00,0.00,5.00,4.00,4.00,0.00,1.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,10.00,2.00,1.00,2.00,2.00,1.00,5.00,2.00,1.00,1.00,1.582650899887085,0.23424102365970612,0.380129337310791,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927950859069824,0.06418943405151367,0.11394605040550232,1.7184993028640747,-0.02866150252521038,0.16126488149166107,16_Aug_2023_11_19
2.00,0.00,3.00,3.00,1.00,0.00,1.00,0.00,3.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,3.00,0.00,4.00,1.00,13.00,2.00,0.00,1.00,2.00,1.00,6.00,3.00,1.00,4.00,1.582650899887085,0.23424102365970612,0.380129337310791,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927950859069824,0.06418943405151367,0.11394605040550232,1.7184993028640747,-0.02866150252521038,0.16126488149166107,16_Aug_2023_11_19
3.00,2.00,1.00,2.00,0.00,1.00,3.00,1.00,2.00,0.00,1.00,0.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,10.00,0.00,1.00,0.00,2.00,0.00,8.00,1.00,1.00,1.00,1.58267343044281,0.23421894013881683,0.3801186978816986,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927901983261108,0.06418853998184204,0.11394114047288895,1.7184216976165771,-0.028604120016098022,0.16131240129470825,16_Aug_2023_11_19
3.00,0.00,2.00,2.00,1.00,0.00,0.00,14.00,2.00,0.00,2.00,0.00,3.00,1.00,0.00,1.00,0.00,1.00,8.00,5.00,0.00,4.00,8.00,1.00,1.00,0.00,0.00,8.00,3.00,1.00,0.00,0.00,1.58267343044281,0.23421894013881683,0.3801186978816986,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927901983261108,0.06418853998184204,0.11394114047288895,1.7184216976165771,-0.028604120016098022,0.16131240129470825,16_Aug_2023_11_19
0.00,0.00,1.00,2.00,1.00,3.00,0.00,0.00,0.00,1.00,1.00,1.00,2.00,0.00,3.00,8.00,3.00,1.00,2.00,0.00,1.00,0.00,9.00,10.00,2.00,1.00,2.00,1.00,6.00,0.00,0.00,0.00,1.58267343044281,0.23421894013881683,0.3801186978816986,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927901983261108,0.06418853998184204,0.11394114047288895,1.7184216976165771,-0.028604120016098022,0.16131240129470825,16_Aug_2023_11_19
5.00,0.00,0.00,3.00,3.00,0.00,1.00,0.00,1.00,0.00,2.00,3.00,2.00,0.00,4.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,10.00,3.00,2.00,1.00,1.00,1.00,4.00,2.00,0.00,1.00,1.5827211141586304,0.23419596254825592,0.38014447689056396,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927897214889526,0.0642106682062149,0.1139073595404625,1.718420386314392,-0.02862458862364292,0.16131868958473206,16_Aug_2023_11_19
2.00,1.00,11.00,4.00,0.00,0.00,2.00,0.00,1.00,0.00,5.00,8.00,1.00,1.00,11.00,1.00,1.00,10.00,1.00,0.00,1.00,1.00,10.00,4.00,1.00,0.00,3.00,0.00,4.00,2.00,2.00,1.00,1.5827211141586304,0.23419596254825592,0.38014447689056396,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927897214889526,0.0642106682062149,0.1139073595404625,1.718420386314392,-0.02862458862364292,0.16131868958473206,16_Aug_2023_11_19
1.00,0.00,0.00,1.00,1.00,6.00,1.00,0.00,1.00,0.00,6.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,11.00,3.00,1.00,1.00,0.00,0.00,4.00,1.00,0.00,1.00,1.5826714038848877,0.23421092331409454,0.3801267445087433,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927881717681885,0.06421465426683426,0.1138944998383522,1.7185039520263672,-0.02870948240160942,0.1612740159034729,16_Aug_2023_11_19
2.00,0.00,2.00,0.00,13.00,0.00,2.00,1.00,2.00,2.00,1.00,1.00,0.00,0.00,1.00,3.00,0.00,0.00,1.00,0.00,2.00,0.00,10.00,1.00,2.00,1.00,3.00,14.00,12.00,2.00,0.00,1.00,1.5826714038848877,0.23421092331409454,0.3801267445087433,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927881717681885,0.06421465426683426,0.1138944998383522,1.7185039520263672,-0.02870948240160942,0.1612740159034729,16_Aug_2023_11_19
1.00,0.00,2.00,0.00,0.00,0.00,2.00,1.00,3.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,0.00,1.00,10.00,3.00,0.00,1.00,3.00,0.00,5.00,3.00,1.00,1.00,1.5826475620269775,0.2342441827058792,0.38013383746147156,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927725553512573,0.06417492777109146,0.1139378547668457,1.7184159755706787,-0.028642678633332253,0.16131266951560974,16_Aug_2023_11_19
1.00,0.00,2.00,2.00,2.00,0.00,1.00,4.00,1.00,0.00,3.00,0.00,1.00,1.00,1.00,0.00,0.00,2.00,0.00,1.00,1.00,0.00,10.00,3.00,1.00,1.00,2.00,1.00,4.00,3.00,2.00,0.00,1.5826475620269775,0.2342441827058792,0.38013383746147156,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927725553512573,0.06417492777109146,0.1139378547668457,1.7184159755706787,-0.028642678633332253,0.16131266951560974,16_Aug_2023_11_19
3.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,3.00,0.00,1.00,2.00,3.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,11.00,3.00,0.00,1.00,1.00,1.00,5.00,0.00,0.00,2.00,1.582716703414917,0.2341834455728531,0.3801495134830475,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.892771601676941,0.06416656821966171,0.11394082754850388,1.7184044122695923,-0.028634700924158096,0.16131047904491425,16_Aug_2023_11_19
3.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,14.00,0.00,1.00,2.00,1.00,1.00,1.00,3.00,0.00,3.00,0.00,0.00,2.00,9.00,6.00,0.00,1.00,1.00,0.00,3.00,2.00,1.00,0.00,1.582716703414917,0.2341834455728531,0.3801495134830475,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.892771601676941,0.06416656821966171,0.11394082754850388,1.7184044122695923,-0.028634700924158096,0.16131047904491425,16_Aug_2023_11_19
2.00,0.00,3.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,5.00,0.00,1.00,0.00,3.00,0.00,2.00,0.00,0.00,1.00,11.00,1.00,0.00,7.00,2.00,0.00,4.00,0.00,0.00,0.00,1.582686424255371,0.23422269523143768,0.3801286816596985,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.892765760421753,0.06415560096502304,0.1139589175581932,1.718401551246643,-0.028632596135139465,0.1613094061613083,16_Aug_2023_11_19
3.00,0.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,3.00,0.00,3.00,0.00,14.00,1.00,3.00,1.00,0.00,2.00,0.00,0.00,1.00,11.00,3.00,12.00,0.00,2.00,0.00,0.00,9.00,7.00,0.00,1.582686424255371,0.23422269523143768,0.3801286816596985,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.892765760421753,0.06415560096502304,0.1139589175581932,1.718401551246643,-0.028632596135139465,0.1613094061613083,16_Aug_2023_11_19
2.00,1.00,2.00,3.00,0.00,0.00,2.00,0.00,2.00,0.00,14.00,1.00,0.00,1.00,0.00,0.00,4.00,1.00,2.00,1.00,1.00,1.00,10.00,3.00,1.00,1.00,1.00,0.00,5.00,2.00,0.00,1.00,1.5826934576034546,0.23423486948013306,0.38012224435806274,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927724361419678,0.06418272107839584,0.11393903195858002,1.718401551246643,-0.028610490262508392,0.16128292679786682,16_Aug_2023_11_19
2.00,0.00,6.00,2.00,4.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,13.00,0.00,3.00,0.00,5.00,13.00,0.00,0.00,10.00,2.00,1.00,1.00,1.00,0.00,4.00,1.00,0.00,0.00,1.5826934576034546,0.23423486948013306,0.38012224435806274,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927724361419678,0.06418272107839584,0.11393903195858002,1.718401551246643,-0.028610490262508392,0.16128292679786682,16_Aug_2023_11_19
1.00,0.00,2.00,3.00,3.00,0.00,1.00,0.00,1.00,0.00,2.00,1.00,0.00,1.00,1.00,6.00,4.00,0.00,2.00,1.00,0.00,0.00,10.00,2.00,1.00,1.00,3.00,0.00,6.00,6.00,4.00,1.00,1.582693338394165,0.23423442244529724,0.3801254332065582,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927704095840454,0.06419030576944351,0.11393509060144424,1.7184090614318848,-0.028607666492462158,0.1612820029258728,16_Aug_2023_11_19
1.00,1.00,2.00,4.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,2.00,1.00,0.00,10.00,0.00,0.00,3.00,1.00,1.00,1.00,2.00,10.00,2.00,1.00,0.00,1.00,0.00,4.00,2.00,0.00,0.00,1.582693338394165,0.23423442244529724,0.3801254332065582,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927704095840454,0.06419030576944351,0.11393509060144424,1.7184090614318848,-0.028607666492462158,0.1612820029258728,16_Aug_2023_11_19
3.00,0.00,5.00,4.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,2.00,7.00,0.00,0.00,0.00,1.00,0.00,9.00,0.00,11.00,3.00,0.00,1.00,2.00,0.00,5.00,3.00,4.00,1.00,1.582693338394165,0.23423442244529724,0.3801254332065582,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927704095840454,0.06419030576944351,0.11393509060144424,1.7184090614318848,-0.028607666492462158,0.1612820029258728,16_Aug_2023_11_19
0.00,0.00,5.00,1.00,0.00,0.00,2.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,5.00,0.00,2.00,0.00,10.00,3.00,5.00,0.00,1.00,1.00,4.00,3.00,0.00,1.00,1.582689642906189,0.2342282384634018,0.3801276385784149,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927265405654907,0.06419986486434937,0.1139921173453331,1.7184172868728638,-0.028606891632080078,0.16128626465797424,16_Aug_2023_11_19
3.00,1.00,2.00,2.00,0.00,0.00,4.00,0.00,2.00,10.00,0.00,1.00,7.00,1.00,1.00,1.00,0.00,0.00,2.00,1.00,0.00,0.00,9.00,5.00,2.00,4.00,2.00,2.00,4.00,0.00,9.00,0.00,1.582689642906189,0.2342282384634018,0.3801276385784149,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927265405654907,0.06419986486434937,0.1139921173453331,1.7184172868728638,-0.028606891632080078,0.16128626465797424,16_Aug_2023_11_19
1.00,0.00,2.00,2.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,15.00,1.00,2.00,1.00,1.00,0.00,10.00,1.00,1.00,0.00,1.00,0.00,7.00,2.00,0.00,0.00,1.5827213525772095,0.23417989909648895,0.3801429569721222,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927764892578125,0.06421534717082977,0.11391463875770569,1.7184211015701294,-0.028605319559574127,0.16128695011138916,16_Aug_2023_11_19
3.00,1.00,1.00,3.00,0.00,4.00,1.00,3.00,2.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,10.00,0.00,0.00,3.00,2.00,1.00,6.00,1.00,0.00,0.00,1.5827213525772095,0.23417989909648895,0.3801429569721222,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927764892578125,0.06421534717082977,0.11391463875770569,1.7184211015701294,-0.028605319559574127,0.16128695011138916,16_Aug_2023_11_19
3.00,0.00,2.00,3.00,5.00,0.00,1.00,8.00,7.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,2.00,0.00,0.00,1.00,9.00,5.00,0.00,0.00,1.00,0.00,3.00,2.00,0.00,0.00,1.5826921463012695,0.2342132329940796,0.3801168203353882,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.892817735671997,0.06427408009767532,0.11384441703557968,1.7184358835220337,-0.028608325868844986,0.16129133105278015,16_Aug_2023_11_19
2.00,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,10.00,2.00,9.00,0.00,2.00,1.00,2.00,2.00,1.00,1.00,1.5826921463012695,0.2342132329940796,0.3801168203353882,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.892817735671997,0.06427408009767532,0.11384441703557968,1.7184358835220337,-0.028608325868844986,0.16129133105278015,16_Aug_2023_11_19
3.00,0.00,3.00,0.00,10.00,3.00,1.00,0.00,9.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,10.00,4.00,1.00,0.00,3.00,1.00,5.00,3.00,0.00,0.00,1.582694411277771,0.23421959578990936,0.38011234998703003,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.892841100692749,0.06430070102214813,0.11381223797798157,1.7184394598007202,-0.028607573360204697,0.1612882763147354,16_Aug_2023_11_19
3.00,0.00,5.00,8.00,4.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,2.00,0.00,1.00,1.00,0.00,1.00,8.00,0.00,11.00,4.00,5.00,4.00,5.00,0.00,3.00,4.00,1.00,0.00,1.582694411277771,0.23421959578990936,0.38011234998703003,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.892841100692749,0.06430070102214813,0.11381223797798157,1.7184394598007202,-0.028607573360204697,0.1612882763147354,16_Aug_2023_11_19
3.00,0.00,2.00,3.00,1.00,0.00,1.00,0.00,1.00,14.00,1.00,1.00,5.00,4.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,9.00,8.00,1.00,0.00,1.00,2.00,5.00,0.00,3.00,0.00,1.5827049016952515,0.2342088669538498,0.3801065683364868,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8928320407867432,0.06428514420986176,0.11381902545690536,1.7184431552886963,-0.028616778552532196,0.16128958761692047,16_Aug_2023_11_19
1.00,0.00,3.00,0.00,0.00,0.00,2.00,0.00,3.00,4.00,0.00,0.00,0.00,1.00,3.00,0.00,1.00,0.00,1.00,2.00,1.00,0.00,10.00,3.00,0.00,1.00,2.00,0.00,2.00,2.00,0.00,1.00,1.5827049016952515,0.2342088669538498,0.3801065683364868,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8928320407867432,0.06428514420986176,0.11381902545690536,1.7184431552886963,-0.028616778552532196,0.16128958761692047,16_Aug_2023_11_19
6.00,0.00,2.00,1.00,0.00,0.00,0.00,4.00,3.00,0.00,2.00,1.00,3.00,1.00,1.00,1.00,1.00,0.00,3.00,0.00,1.00,1.00,9.00,2.00,0.00,0.00,2.00,0.00,6.00,2.00,0.00,1.00,1.5827051401138306,0.2342100590467453,0.3801039755344391,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927165269851685,0.06417454779148102,0.11401258409023285,1.7185267210006714,-0.028677769005298615,0.16124069690704346,16_Aug_2023_11_19
1.00,0.00,3.00,2.00,2.00,0.00,1.00,0.00,9.00,0.00,0.00,2.00,0.00,1.00,2.00,0.00,1.00,0.00,2.00,0.00,0.00,0.00,11.00,3.00,1.00,1.00,12.00,0.00,5.00,2.00,1.00,0.00,1.5827051401138306,0.2342100590467453,0.3801039755344391,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927165269851685,0.06417454779148102,0.11401258409023285,1.7185267210006714,-0.028677769005298615,0.16124069690704346,16_Aug_2023_11_19
4.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,4.00,0.00,3.00,0.00,1.00,0.00,1.00,0.00,2.00,0.00,10.00,1.00,12.00,1.00,0.00,0.00,8.00,0.00,5.00,0.00,1.00,0.00,1.5827032327651978,0.23421625792980194,0.3801112473011017,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927843570709229,0.06415266543626785,0.11398284882307053,1.718454360961914,-0.028613243252038956,0.16128721833229065,16_Aug_2023_11_19
2.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,1.00,0.00,1.00,0.00,2.00,0.00,0.00,0.00,9.00,8.00,9.00,0.00,10.00,2.00,4.00,6.00,2.00,0.00,1.5827032327651978,0.23421625792980194,0.3801112473011017,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927843570709229,0.06415266543626785,0.11398284882307053,1.718454360961914,-0.028613243252038956,0.16128721833229065,16_Aug_2023_11_19
11.00,0.00,4.00,10.00,0.00,0.00,2.00,0.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,2.00,0.00,0.00,0.00,9.00,4.00,1.00,0.00,1.00,0.00,8.00,2.00,0.00,0.00,1.582711100578308,0.23421786725521088,0.3801153898239136,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927264213562012,0.06419944018125534,0.114007867872715,1.7184520959854126,-0.028598595410585403,0.16128551959991455,16_Aug_2023_11_19
0.00,0.00,1.00,2.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,4.00,0.00,2.00,0.00,1.00,0.00,9.00,2.00,1.00,0.00,1.00,1.00,7.00,8.00,9.00,0.00,1.582711100578308,0.23421786725521088,0.3801153898239136,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927264213562012,0.06419944018125534,0.114007867872715,1.7184520959854126,-0.028598595410585403,0.16128551959991455,16_Aug_2023_11_19
3.00,12.00,1.00,2.00,0.00,9.00,3.00,0.00,0.00,4.00,0.00,1.00,11.00,0.00,0.00,1.00,0.00,1.00,3.00,2.00,1.00,2.00,11.00,4.00,5.00,0.00,1.00,1.00,3.00,2.00,0.00,0.00,1.582714557647705,0.2342308610677719,0.3801095187664032,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927737474441528,0.06421022117137909,0.11388949304819107,1.7184592485427856,-0.028586942702531815,0.16129285097122192,16_Aug_2023_11_19
1.00,1.00,0.00,4.00,14.00,0.00,2.00,3.00,1.00,0.00,5.00,0.00,9.00,0.00,0.00,2.00,7.00,3.00,2.00,0.00,7.00,1.00,7.00,3.00,1.00,2.00,1.00,2.00,3.00,2.00,0.00,0.00,1.582714557647705,0.2342308610677719,0.3801095187664032,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.8927737474441528,0.06421022117137909,0.11388949304819107,1.7184592485427856,-0.028586942702531815,0.16129285097122192,16_Aug_2023_11_19
3.00,0.00,2.00,0.00,1.00,0.00,1.00,12.00,2.00,0.00,0.00,1.00,1.00,0.00,1.00,4.00,0.00,1.00,1.00,1.00,0.00,1.00,10.00,3.00,1.00,0.00,3.00,4.00,4.00,5.00,0.00,0.00,1.5827093124389648,0.23423166573047638,0.3801112473011017,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.892808437347412,0.06424123048782349,0.11385184526443481,1.7184702157974243,-0.02859373204410076,0.161299929022789,16_Aug_2023_11_19
1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,1.00,0.00,8.00,1.00,1.00,0.00,1.00,0.00,2.00,1.00,1.00,0.00,9.00,2.00,1.00,0.00,2.00,0.00,3.00,0.00,0.00,0.00,1.5827093124389648,0.23423166573047638,0.3801112473011017,1.794803500175476,-0.0790790468454361,0.4576115310192108,1.892808437347412,0.06424123048782349,0.11385184526443481,1.7184702157974243,-0.02859373204410076,0.161299929022789,16_Aug_2023_11_19
