S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp,
1.00,64.00,2.00,97.00,1.00,30.00,2.00,47.00,35.00,0.00,23.00,124.00,24.00,148.00,27.00,223.00,242.00,111.00,52.00,127.00,-1.3908555507659912,0.20362788438796997,0.593849241733551,-1.7403813600540161,0.11682524532079697,0.3372054100036621,-1.528159260749817,0.5573078989982605,0.5130622982978821,-1.7364648580551147,0.2711178660392761,0.4300565719604492,14_Jun_2023_08:27
1.00,18.00,1.00,3.00,57.00,3.00,245.00,1.00,54.00,98.00,28.00,46.00,0.00,54.00,2.00,95.00,1.00,31.00,1.00,49.00,24.00,0.00,31.00,114.00,31.00,134.00,19.00,247.00,252.00,82.00,72.00,134.00,-1.3908555507659912,0.20362788438796997,0.593849241733551,-1.7403813600540161,0.11682524532079697,0.3372054100036621,-1.528159260749817,0.5573078989982605,0.5130622982978821,-1.7364648580551147,0.2711178660392761,0.4300565719604492,14_Jun_2023_08:27
0.00,26.00,1.00,1.00,78.00,5.00,246.00,13.00,45.00,122.00,28.00,46.00,0.00,61.00,3.00,98.00,0.00,25.00,34.00,63.00,42.00,3.00,32.00,138.00,21.00,174.00,5.00,160.00,325.00,89.00,82.00,158.00,-1.3904720544815063,0.2039271891117096,0.594203531742096,-1.7397549152374268,0.1171727403998375,0.33722254633903503,-1.5279512405395508,0.5575816035270691,0.5136164426803589,-1.7361712455749512,0.2715022563934326,0.43020206689834595,14_Jun_2023_08:27
0.00,40.00,1.00,2.00,109.00,0.00,262.00,4.00,47.00,200.00,25.00,60.00,1.00,49.00,1.00,182.00,2.00,18.00,13.00,9.00,149.00,0.00,28.00,205.00,29.00,230.00,4.00,141.00,421.00,61.00,69.00,144.00,-1.3901211023330688,0.20428688824176788,0.5945857763290405,-1.7391797304153442,0.11746963858604431,0.3373430073261261,-1.5276964902877808,0.5578696727752686,0.5142140984535217,-1.7358686923980713,0.2719273269176483,0.4303659498691559,14_Jun_2023_08:27
2.00,52.00,1.00,2.00,135.00,5.00,295.00,0.00,43.00,257.00,13.00,74.00,2.00,47.00,1.00,268.00,1.00,13.00,3.00,0.00,18.00,2.00,25.00,205.00,21.00,261.00,7.00,133.00,425.00,63.00,60.00,113.00,-1.385522484779358,0.2090151160955429,0.5979710221290588,-1.7325265407562256,0.12264121323823929,0.3383486866950989,-1.5251647233963013,0.562309741973877,0.5210907459259033,-1.7322131395339966,0.2780170142650604,0.43186497688293457,14_Jun_2023_08:27
0.00,52.00,0.00,1.00,140.00,5.00,317.00,2.00,30.00,352.00,11.00,87.00,1.00,49.00,1.00,293.00,2.00,14.00,3.00,6.00,24.00,1.00,54.00,190.00,19.00,273.00,0.00,124.00,453.00,63.00,58.00,137.00,-1.368412733078003,0.23139236867427826,0.6066027879714966,-1.719001054763794,0.1625995934009552,0.33763983845710754,-1.516274333000183,0.585957944393158,0.5548834800720215,-1.7237763404846191,0.3105437159538269,0.44635844230651855,14_Jun_2023_08:27
1.00,81.00,0.00,2.00,131.00,3.00,320.00,5.00,31.00,255.00,7.00,67.00,1.00,50.00,0.00,298.00,1.00,15.00,0.00,2.00,23.00,0.00,54.00,172.00,20.00,277.00,3.00,145.00,412.00,50.00,76.00,93.00,-1.3447173833847046,0.2556666433811188,0.6193019151687622,-1.6977342367172241,0.21526914834976196,0.3546867072582245,-1.4959723949432373,0.6117433309555054,0.603424072265625,-1.7079144716262817,0.3473180830478668,0.47905173897743225,14_Jun_2023_08:27
3.00,63.00,2.00,2.00,136.00,7.00,327.00,5.00,12.00,207.00,17.00,62.00,1.00,23.00,0.00,250.00,2.00,13.00,2.00,0.00,12.00,1.00,49.00,162.00,10.00,256.00,1.00,214.00,398.00,35.00,106.00,68.00,-1.3109068870544434,0.2850155830383301,0.636002779006958,-1.6880214214324951,0.3147307336330414,0.365553081035614,-1.4611616134643555,0.6398844718933105,0.6741558909416199,-1.6879944801330566,0.40848854184150696,0.5223174691200256,14_Jun_2023_08:27
1.00,90.00,2.00,3.00,136.00,2.00,273.00,1.00,5.00,171.00,18.00,49.00,1.00,39.00,1.00,211.00,4.00,18.00,0.00,5.00,14.00,2.00,27.00,170.00,29.00,218.00,1.00,303.00,327.00,35.00,206.00,102.00,-1.274479866027832,0.3102882206439972,0.6568291187286377,-1.6882737874984741,0.4441585838794708,0.3857744336128235,-1.4197088479995728,0.6595078110694885,0.7449362277984619,-1.6647953987121582,0.48569101095199585,0.5625191926956177,14_Jun_2023_08:27
0.00,95.00,0.00,1.00,1.00,3.00,219.00,2.00,11.00,112.00,1.00,49.00,0.00,40.00,1.00,151.00,0.00,5.00,1.00,16.00,35.00,1.00,27.00,164.00,36.00,224.00,7.00,292.00,207.00,40.00,182.00,145.00,-1.2388951778411865,0.3282204270362854,0.6812170147895813,-1.6768748760223389,0.5489097833633423,0.40687963366508484,-1.3844554424285889,0.6679070591926575,0.8077185153961182,-1.624545693397522,0.55293869972229,0.5864566564559937,14_Jun_2023_08:27
1.00,86.00,0.00,4.00,3.00,2.00,191.00,4.00,6.00,107.00,1.00,49.00,1.00,53.00,1.00,145.00,3.00,9.00,4.00,12.00,29.00,0.00,35.00,150.00,36.00,292.00,12.00,308.00,192.00,51.00,167.00,151.00,-1.222301959991455,0.3413735330104828,0.6972162127494812,-1.6355174779891968,0.5843754410743713,0.412537157535553,-1.367175579071045,0.6713752150535583,0.8509073257446289,-1.580946683883667,0.5807305574417114,0.5943310856819153,14_Jun_2023_08:27
