S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp
8.0,1.0,10.0,60.0,133.0,0.0,27.0,0.0,24.0,9.0,22.0,71.0,3.0,26.0,2.0,22.0,3.0,15.0,22.0,15.0,32.0,14.0,21.0,16.0,3.0,85.0,8.0,17.0,72.0,28.0,2.0,1.5663743019104,0.642457604408264,0.784042537212372,1.69125187397003,0.416726887226105,0.588854253292084,1.40887200832367,0.595634758472443,0.343386501073837,1.34800803661346,0.545403718948364,0.542839229106903,16_Aug_2023_12_52
5.0,0.0,8.0,60.0,121.0,1.0,28.0,0.0,29.0,14.0,19.0,70.0,3.0,26.0,2.0,17.0,4.0,11.0,21.0,17.0,36.0,12.0,23.0,20.0,4.0,82.0,9.0,22.0,73.0,27.0,2.0,1.5664449930191,0.642489314079285,0.784043490886688,1.69128441810608,0.416743129491806,0.588849425315857,1.40896987915039,0.595641314983368,0.343384712934494,1.34805715084076,0.545469343662262,0.542846262454987,16_Aug_2023_12_52
9.0,2.0,11.0,57.0,113.0,0.0,21.0,0.0,30.0,14.0,16.0,72.0,3.0,24.0,3.0,16.0,5.0,6.0,23.0,18.0,29.0,11.0,27.0,18.0,5.0,81.0,7.0,16.0,75.0,24.0,2.0,1.5664449930191,0.642489314079285,0.784043490886688,1.69128441810608,0.416743129491806,0.588849425315857,1.40896987915039,0.595641314983368,0.343384712934494,1.34805715084076,0.545469343662262,0.542846262454987,16_Aug_2023_12_52
8.0,5.0,8.0,59.0,114.0,0.0,27.0,2.0,26.0,16.0,17.0,61.0,3.0,28.0,3.0,17.0,3.0,8.0,22.0,9.0,28.0,14.0,30.0,19.0,4.0,83.0,7.0,22.0,75.0,21.0,0.0,1.56652915477753,0.642512798309326,0.78403252363205,1.69131326675415,0.4167300760746,0.58885133266449,1.4089515209198,0.595885992050171,0.343363404273987,1.34812664985657,0.54551100730896,0.542836308479309,16_Aug_2023_12_52
11.0,1.0,9.0,61.0,120.0,1.0,21.0,0.0,31.0,18.0,15.0,66.0,6.0,20.0,1.0,16.0,2.0,3.0,20.0,16.0,29.0,10.0,27.0,21.0,2.0,82.0,6.0,21.0,71.0,17.0,2.0,1.56652915477753,0.642512798309326,0.78403252363205,1.69131326675415,0.4167300760746,0.58885133266449,1.4089515209198,0.595885992050171,0.343363404273987,1.34812664985657,0.54551100730896,0.542836308479309,16_Aug_2023_12_52
9.0,1.0,10.0,61.0,119.0,0.0,27.0,4.0,28.0,18.0,14.0,64.0,4.0,20.0,3.0,21.0,7.0,3.0,24.0,11.0,31.0,16.0,29.0,18.0,5.0,83.0,5.0,21.0,60.0,20.0,2.0,1.56660056114197,0.64252632856369,0.784026265144348,1.6913366317749,0.416708469390869,0.588847041130066,1.40902519226074,0.595922708511353,0.343378186225891,1.3481011390686,0.545578539371491,0.54286915063858,16_Aug_2023_12_52
8.0,0.0,14.0,65.0,110.0,0.0,25.0,0.0,28.0,20.0,12.0,75.0,4.0,19.0,0.0,20.0,4.0,5.0,19.0,10.0,26.0,12.0,34.0,21.0,2.0,85.0,6.0,20.0,52.0,23.0,2.0,1.56660056114197,0.64252632856369,0.784026265144348,1.6913366317749,0.416708469390869,0.588847041130066,1.40902519226074,0.595922708511353,0.343378186225891,1.3481011390686,0.545578539371491,0.54286915063858,16_Aug_2023_12_52
7.0,0.0,9.0,72.0,106.0,0.0,28.0,0.0,29.0,21.0,15.0,75.0,4.0,20.0,5.0,16.0,5.0,9.0,19.0,12.0,27.0,11.0,39.0,18.0,0.0,87.0,4.0,20.0,51.0,19.0,2.0,1.56667673587799,0.642533600330353,0.784015834331512,1.69135868549347,0.416693091392517,0.588850975036621,1.40910911560059,0.595947325229645,0.343385607004166,1.34822773933411,0.545603156089783,0.542841494083405,16_Aug_2023_12_52
10.0,1.0,15.0,67.0,117.0,0.0,29.0,0.0,30.0,16.0,19.0,83.0,6.0,22.0,1.0,21.0,5.0,10.0,23.0,12.0,26.0,11.0,41.0,24.0,0.0,87.0,8.0,20.0,56.0,21.0,2.0,1.56667673587799,0.642533600330353,0.784015834331512,1.69135868549347,0.416693091392517,0.588850975036621,1.40910911560059,0.595947325229645,0.343385607004166,1.34822773933411,0.545603156089783,0.542841494083405,16_Aug_2023_12_52
9.0,0.0,13.0,65.0,122.0,0.0,31.0,1.0,31.0,20.0,12.0,88.0,3.0,30.0,3.0,24.0,3.0,7.0,19.0,14.0,25.0,11.0,46.0,27.0,1.0,94.0,5.0,19.0,49.0,20.0,2.0,1.5667519569397,0.642536282539368,0.784011006355285,1.69138371944428,0.416681706905365,0.588839650154114,1.40926671028137,0.595818519592285,0.343417525291443,1.3482917547226,0.545641839504242,0.542845606803894,16_Aug_2023_12_52
8.0,5.0,10.0,78.0,115.0,0.0,27.0,0.0,27.0,25.0,13.0,92.0,4.0,31.0,4.0,21.0,3.0,11.0,21.0,13.0,25.0,13.0,49.0,27.0,3.0,99.0,9.0,15.0,51.0,21.0,1.0,1.56682765483856,0.642537534236908,0.784013092517853,1.69141244888306,0.416676461696625,0.588825941085815,1.40934860706329,0.595829784870148,0.34343358874321,1.3483909368515,0.545617640018463,0.542827427387237,16_Aug_2023_12_52
5.0,0.0,7.0,73.0,126.0,0.0,30.0,0.0,29.0,22.0,13.0,97.0,5.0,27.0,4.0,32.0,5.0,9.0,18.0,18.0,26.0,13.0,55.0,28.0,3.0,98.0,2.0,20.0,49.0,16.0,1.0,1.56682765483856,0.642537534236908,0.784013092517853,1.69141244888306,0.416676461696625,0.588825941085815,1.40934860706329,0.595829784870148,0.34343358874321,1.3483909368515,0.545617640018463,0.542827427387237,16_Aug_2023_12_52
5.0,1.0,8.0,74.0,135.0,0.0,22.0,0.0,30.0,30.0,16.0,95.0,3.0,25.0,2.0,29.0,4.0,18.0,20.0,17.0,24.0,14.0,56.0,26.0,3.0,100.0,4.0,20.0,49.0,21.0,2.0,1.56689918041229,0.642550766468048,0.784012317657471,1.69143903255463,0.416679561138153,0.588804960250855,1.40940582752228,0.595870077610016,0.343442022800446,1.34849345684052,0.545617699623108,0.542838215827942,16_Aug_2023_12_52
7.0,1.0,7.0,74.0,129.0,0.0,24.0,0.0,30.0,31.0,14.0,99.0,4.0,25.0,5.0,25.0,3.0,18.0,19.0,12.0,27.0,13.0,60.0,29.0,6.0,103.0,5.0,16.0,46.0,21.0,0.0,1.56689918041229,0.642550766468048,0.784012317657471,1.69143903255463,0.416679561138153,0.588804960250855,1.40940582752228,0.595870077610016,0.343442022800446,1.34849345684052,0.545617699623108,0.542838215827942,16_Aug_2023_12_52
11.0,1.0,9.0,74.0,131.0,0.0,27.0,0.0,27.0,30.0,15.0,93.0,5.0,22.0,4.0,29.0,0.0,19.0,18.0,15.0,25.0,11.0,54.0,27.0,6.0,104.0,4.0,21.0,52.0,17.0,1.0,1.56698596477509,0.642558872699737,0.784027755260468,1.69146692752838,0.416680485010147,0.588793158531189,1.40945279598236,0.595930218696594,0.343447357416153,1.34842133522034,0.545791387557983,0.542860448360443,16_Aug_2023_12_52
5.0,1.0,7.0,72.0,115.0,0.0,27.0,0.0,30.0,31.0,12.0,84.0,5.0,20.0,3.0,29.0,5.0,17.0,23.0,16.0,24.0,14.0,60.0,25.0,2.0,104.0,5.0,24.0,54.0,22.0,2.0,1.56698596477509,0.642558872699737,0.784027755260468,1.69146692752838,0.416680485010147,0.588793158531189,1.40945279598236,0.595930218696594,0.343447357416153,1.34842133522034,0.545791387557983,0.542860448360443,16_Aug_2023_12_52
7.0,1.0,7.0,66.0,111.0,0.0,27.0,0.0,26.0,31.0,16.0,70.0,4.0,28.0,4.0,24.0,5.0,19.0,23.0,18.0,25.0,11.0,54.0,32.0,1.0,102.0,6.0,18.0,54.0,16.0,2.0,1.56706130504608,0.642568290233612,0.784029304981232,1.69148933887482,0.416684329509735,0.588795840740204,1.40945315361023,0.596081793308258,0.343434065580368,1.34846639633179,0.545829653739929,0.542875945568085,16_Aug_2023_12_52
7.0,11.0,8.0,75.0,118.0,1.0,29.0,0.0,31.0,28.0,21.0,69.0,0.0,30.0,3.0,26.0,0.0,19.0,21.0,14.0,27.0,17.0,53.0,28.0,2.0,108.0,5.0,19.0,60.0,14.0,2.0,1.56714284420013,0.642572462558746,0.784037530422211,1.69151151180267,0.416687905788422,0.58879554271698,1.40949845314026,0.59613174200058,0.34343233704567,1.3485780954361,0.545846581459045,0.542887389659882,16_Aug_2023_12_52
4.0,1.0,11.0,68.0,121.0,1.0,28.0,0.0,29.0,25.0,16.0,58.0,4.0,28.0,1.0,27.0,7.0,17.0,22.0,18.0,27.0,6.0,55.0,32.0,3.0,112.0,10.0,20.0,60.0,12.0,7.0,1.56714284420013,0.642572462558746,0.784037530422211,1.69151151180267,0.416687905788422,0.58879554271698,1.40949845314026,0.59613174200058,0.34343233704567,1.3485780954361,0.545846581459045,0.542887389659882,16_Aug_2023_12_52
