S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp
26,24,24,24,25,24,25,24,25,24,25,25,25,25,24,25,28,27,27,23,27,27,26,27,26,26,27,23,26,0.83457362651825,0.017551463097334,-0.335338473320007,0.992839097976685,0.022080637514591,-0.468939363956451,1.09682250022888,0.016299638897181,-0.553131103515625,1.31660437583923,0.039492607116699,-0.50497579574585,03_May_2023_14:58
25,24,25,24,24,23,24,24,23,25,24,23,26,23,25,23,28,26,26,27,26,26,26,26,26,27,27,27,30,0.83457362651825,0.017551463097334,-0.335338473320007,0.992843627929688,0.022092433646321,-0.468934923410416,1.09682071208954,0.016305569559336,-0.553132295608521,1.31660556793213,0.039494458585978,-0.504976987838745,03_May_2023_14:58
22,23,24,25,24,25,24,25,24,25,24,25,24,24,23,25,28,27,27,27,27,27,28,28,27,28,28,28,28,0.83457362651825,0.017551463097334,-0.335338473320007,0.992843627929688,0.022092433646321,-0.468934923410416,1.09682071208954,0.016305569559336,-0.553132295608521,1.31660556793213,0.039494458585978,-0.504976987838745,03_May_2023_14:58
26,24,24,24,25,25,25,25,25,26,24,25,25,26,25,26,29,27,27,26,27,28,28,27,27,27,28,26,27,0.83457362651825,0.017551463097334,-0.335338473320007,0.992841899394989,0.022084880620241,-0.468937665224075,1.09678781032562,0.016304265707731,-0.553150713443756,1.3166069984436,0.03948999196291,-0.504986107349396,03_May_2023_14:58
26,24,23,25,24,25,24,24,24,24,25,25,25,24,24,24,28,27,26,26,26,26,27,27,26,27,27,27,27,0.83457362651825,0.017551463097334,-0.335338473320007,0.992841899394989,0.022084880620241,-0.468937665224075,1.09678781032562,0.016304265707731,-0.553150713443756,1.3166069984436,0.03948999196291,-0.504986107349396,03_May_2023_14:58
26,25,23,24,25,26,24,24,25,23,25,25,24,24,25,24,28,29,26,27,27,28,27,27,27,27,28,27,25,0.83457362651825,0.017551463097334,-0.335338473320007,0.992841899394989,0.022084880620241,-0.468937665224075,1.09678781032562,0.016304265707731,-0.553150713443756,1.3166069984436,0.03948999196291,-0.504986107349396,03_May_2023_14:58
25,25,24,22,25,25,24,24,25,24,29,24,25,25,24,25,28,27,27,27,30,27,24,28,27,28,28,28,27,0.83457362651825,0.017551463097334,-0.335338473320007,0.99284440279007,0.022069489583373,-0.468937665224075,1.09679222106934,0.016333205625415,-0.553154289722443,1.31661319732666,0.039477415382862,-0.504991292953491,03_May_2023_14:58
25,26,25,23,25,24,26,25,24,20,25,23,25,24,24,24,28,26,27,27,27,27,27,27,27,27,27,26,26,0.83457362651825,0.017551463097334,-0.335338473320007,0.99284440279007,0.022069489583373,-0.468937665224075,1.09679222106934,0.016333205625415,-0.553154289722443,1.31661319732666,0.039477415382862,-0.504991292953491,03_May_2023_14:58
25,25,24,24,23,24,24,24,25,24,24,24,24,23,24,24,27,25,25,26,27,26,27,25,27,26,26,27,26,0.83457362651825,0.017551463097334,-0.335338473320007,0.992850482463837,0.022048842161894,-0.468945771455765,1.09680271148682,0.01630974188447,-0.553167760372162,1.31662404537201,0.039459764957428,-0.50499951839447,03_May_2023_14:58
26,24,18,24,25,23,25,24,26,24,26,24,25,25,25,24,28,27,27,27,27,27,27,27,27,27,26,27,25,0.83457362651825,0.017551463097334,-0.335338473320007,0.992850482463837,0.022048842161894,-0.468945771455765,1.09680271148682,0.01630974188447,-0.553167760372162,1.31662404537201,0.039459764957428,-0.50499951839447,03_May_2023_14:58
27,25,24,25,26,25,24,24,25,26,25,24,25,24,26,25,28,27,27,28,28,28,27,26,27,30,29,27,27,0.83457362651825,0.017551463097334,-0.335338473320007,0.992843806743622,0.022027920931578,-0.468935519456863,1.09681451320648,0.016336364671588,-0.553160011768341,1.31663036346436,0.03944680467248,-0.505004227161408,03_May_2023_14:58
29,25,23,24,23,23,23,24,25,24,24,26,25,24,24,24,28,24,27,27,27,27,27,27,26,26,27,28,23,0.83457362651825,0.017551463097334,-0.335338473320007,0.992843806743622,0.022027920931578,-0.468935519456863,1.09681451320648,0.016336364671588,-0.553160011768341,1.31663036346436,0.03944680467248,-0.505004227161408,03_May_2023_14:58
26,25,24,25,25,24,24,25,24,25,24,25,23,24,27,24,28,27,27,27,27,27,29,27,27,27,28,27,27,0.83457362651825,0.017551463097334,-0.335338473320007,0.992859482765198,0.022022891789675,-0.46892449259758,1.09683477878571,0.016333183273673,-0.553166806697845,1.31663823127747,0.039446096867323,-0.505003452301025,03_May_2023_14:58
26,26,25,25,25,25,25,24,24,24,24,25,22,26,25,26,29,28,27,27,27,27,28,27,27,28,26,29,27,0.83457362651825,0.017551463097334,-0.335338473320007,0.992859482765198,0.022022891789675,-0.46892449259758,1.09683477878571,0.016333183273673,-0.553166806697845,1.31663823127747,0.039446096867323,-0.505003452301025,03_May_2023_14:58
25,25,25,24,26,30,25,24,25,24,23,24,23,23,24,24,27,25,26,26,27,26,26,26,26,26,27,27,25,0.83457362651825,0.017551463097334,-0.335338473320007,0.992878139019012,0.022034034132958,-0.468922644853592,1.09684526920319,0.016348557546735,-0.553145885467529,1.31664347648621,0.039453815668821,-0.504998803138733,03_May_2023_14:58
25,24,24,22,25,23,26,24,24,25,25,24,24,24,23,24,28,27,26,26,27,26,26,27,27,27,27,27,27,0.83457362651825,0.017551463097334,-0.335338473320007,0.992878139019012,0.022034034132958,-0.468922644853592,1.09684526920319,0.016348557546735,-0.553145885467529,1.31664347648621,0.039453815668821,-0.504998803138733,03_May_2023_14:58
29,24,25,25,25,25,24,22,24,25,26,24,24,24,25,25,28,27,27,27,28,27,27,27,27,29,28,28,27,0.83457362651825,0.017551463097334,-0.335338473320007,0.992874205112457,0.022034976631403,-0.468921899795532,1.09683954715729,0.01630893163383,-0.553162813186646,1.31663680076599,0.039459843188524,-0.504992663860321,03_May_2023_14:58
26,25,23,26,25,24,25,24,24,25,25,24,25,24,26,26,29,27,27,27,27,27,27,27,28,26,26,27,26,0.83457362651825,0.017551463097334,-0.335338473320007,0.992874205112457,0.022034976631403,-0.468921899795532,1.09683954715729,0.01630893163383,-0.553162813186646,1.31663680076599,0.039459843188524,-0.504992663860321,03_May_2023_14:58
24,25,23,24,25,24,24,24,25,23,22,23,24,25,24,26,28,28,26,27,26,25,25,26,26,26,28,27,26,0.83457362651825,0.017551463097334,-0.335338473320007,0.992874205112457,0.022034976631403,-0.468921899795532,1.09683954715729,0.01630893163383,-0.553162813186646,1.31663680076599,0.039459843188524,-0.504992663860321,03_May_2023_14:58
26,26,24,24,26,24,25,24,25,25,25,25,24,24,24,25,28,27,28,27,27,27,27,27,27,27,27,27,29,0.83457362651825,0.017551463097334,-0.335338473320007,0.992857396602631,0.022042570635676,-0.468925267457962,1.09683072566986,0.016329202800989,-0.55315637588501,1.31662654876709,0.039470877498388,-0.504989266395569,03_May_2023_14:58
26,25,25,24,26,23,24,26,25,24,25,24,24,25,26,25,29,27,27,27,27,27,27,27,28,27,27,27,26,0.83457362651825,0.017551463097334,-0.335338473320007,0.992857396602631,0.022042570635676,-0.468925267457962,1.09683072566986,0.016329202800989,-0.55315637588501,1.31662654876709,0.039470877498388,-0.504989266395569,03_May_2023_14:58
25,24,23,24,23,24,23,23,24,24,23,24,23,22,24,25,28,25,26,27,26,27,26,27,26,26,26,28,27,0.83457362651825,0.017551463097334,-0.335338473320007,0.99285352230072,0.022061005234718,-0.468936324119568,1.09681880474091,0.016298949718475,-0.55315637588501,1.31661736965179,0.039481051266193,-0.504986643791199,03_May_2023_14:58
25,23,26,25,24,24,24,25,24,23,25,23,25,27,24,24,28,26,26,26,26,28,26,28,26,26,27,27,27,0.83457362651825,0.017551463097334,-0.335338473320007,0.99285352230072,0.022061005234718,-0.468936324119568,1.09681880474091,0.016298949718475,-0.55315637588501,1.31661736965179,0.039481051266193,-0.504986643791199,03_May_2023_14:58
27,24,26,24,25,24,25,25,25,24,25,25,24,25,24,25,28,27,27,28,28,27,27,28,26,28,27,28,27,0.83457362651825,0.017551463097334,-0.335338473320007,0.992839992046356,0.022079167887569,-0.468942433595657,1.09679901599884,0.016296196728945,-0.553155601024628,1.31660568714142,0.039494354277849,-0.504983425140381,03_May_2023_14:58
27,26,25,24,25,24,22,23,24,24,25,24,24,25,24,24,29,27,26,28,25,27,27,27,27,26,27,28,26,0.83457362651825,0.017551463097334,-0.335338473320007,0.992831707000732,0.022086434066296,-0.468946546316147,1.09681868553162,0.016277480870485,-0.553146064281464,1.31659734249115,0.039492800831795,-0.504983305931091,03_May_2023_14:58
25,23,24,23,24,24,24,23,24,24,24,22,25,23,24,24,27,26,27,27,25,27,25,27,27,27,27,27,29,0.83457362651825,0.017551463097334,-0.335338473320007,0.992831707000732,0.022086434066296,-0.468946546316147,1.09681868553162,0.016277480870485,-0.553146064281464,1.31659734249115,0.039492800831795,-0.504983305931091,03_May_2023_14:58
27,25,25,24,25,23,24,25,25,25,27,26,25,28,26,25,27,28,27,27,27,26,27,27,26,27,27,26,28,0.83457362651825,0.017551463097334,-0.335338473320007,0.992831230163574,0.022082274779677,-0.468945920467377,1.09681737422943,0.016278065741062,-0.553137898445129,1.31659996509552,0.039486933499575,-0.504981696605682,03_May_2023_14:58
26,25,26,25,26,24,23,24,24,28,25,24,24,25,24,23,28,28,27,27,26,27,26,27,27,27,26,27,26,0.83457362651825,0.017551463097334,-0.335338473320007,0.992831230163574,0.022082274779677,-0.468945920467377,1.09681737422943,0.016278065741062,-0.553137898445129,1.31659996509552,0.039486933499575,-0.504981696605682,03_May_2023_14:58
27,23,23,23,24,24,24,24,25,25,24,24,28,25,25,24,28,27,27,27,26,27,27,27,26,27,27,27,27,0.83457362651825,0.017551463097334,-0.335338473320007,0.992831230163574,0.022082274779677,-0.468945920467377,1.09681737422943,0.016278065741062,-0.553137898445129,1.31659996509552,0.039486933499575,-0.504981696605682,03_May_2023_14:58
25,24,24,24,24,24,26,24,26,25,25,24,24,23,25,24,28,27,27,27,27,27,27,26,27,28,28,26,27,0.83457362651825,0.017551463097334,-0.335338473320007,0.992833971977234,0.022072486579418,-0.468934744596481,1.0968177318573,0.016303427517414,-0.553137302398682,1.31660735607147,0.039475172758103,-0.50498241186142,03_May_2023_14:58
26,25,25,25,25,25,27,24,25,25,24,26,24,25,25,25,28,28,28,27,27,28,27,28,27,27,27,25,27,0.83457362651825,0.017551463097334,-0.335338473320007,0.992852926254272,0.022066298872233,-0.468929499387741,1.09680604934692,0.016298078000546,-0.553152918815613,1.31661927700043,0.039464499801397,-0.504986643791199,03_May_2023_14:58
26,25,23,24,24,24,24,25,24,24,25,23,24,25,25,24,27,27,27,26,26,26,27,27,27,26,26,27,26,0.83457362651825,0.017551463097334,-0.335338473320007,0.992852926254272,0.022066298872233,-0.468929499387741,1.09680604934692,0.016298078000546,-0.553152918815613,1.31661927700043,0.039464499801397,-0.504986643791199,03_May_2023_14:58
25,24,23,24,24,24,24,24,24,23,25,23,24,24,24,24,28,26,27,26,26,27,26,27,26,27,27,27,27,0.83457362651825,0.017551463097334,-0.335338473320007,0.992852926254272,0.022066298872233,-0.468929499387741,1.09680604934692,0.016298078000546,-0.553152918815613,1.31661927700043,0.039464499801397,-0.504986643791199,03_May_2023_14:58
27,25,24,25,26,24,24,24,25,25,23,27,25,25,24,24,29,27,28,28,26,27,27,28,23,27,28,27,27,0.83457362651825,0.017551463097334,-0.335338473320007,0.992855668067932,0.022045660763979,-0.468917101621628,1.09681606292725,0.016330067068338,-0.553149580955505,1.31662809848785,0.039456576108933,-0.50498902797699,03_May_2023_14:58
26,24,25,25,24,24,24,25,24,24,24,24,22,25,26,24,29,27,27,27,27,27,27,29,27,27,27,26,27,0.83457362651825,0.017551463097334,-0.335338473320007,0.992855668067932,0.022045660763979,-0.468917101621628,1.09681606292725,0.016330067068338,-0.553149580955505,1.31662809848785,0.039456576108933,-0.50498902797699,03_May_2023_14:58
26,23,24,24,23,24,24,24,28,24,24,24,22,24,24,24,27,26,27,26,26,26,26,26,26,26,25,27,27,0.83457362651825,0.017551463097334,-0.335338473320007,0.992868840694428,0.022039452567697,-0.468914449214935,1.09682607650757,0.016327299177647,-0.553154766559601,1.31663465499878,0.039449881762266,-0.504989802837372,03_May_2023_14:58
26,25,25,24,24,24,24,24,25,25,25,24,24,25,24,24,28,27,26,28,27,27,27,27,25,25,27,26,27,0.83457362651825,0.017551463097334,-0.335338473320007,0.992868840694428,0.022039452567697,-0.468914449214935,1.09682607650757,0.016327299177647,-0.553154766559601,1.31663465499878,0.039449881762266,-0.504989802837372,03_May_2023_14:58
25,24,25,25,26,25,25,24,24,23,21,25,25,25,24,25,28,29,27,26,27,27,27,24,27,27,28,27,28,0.83457362651825,0.017551463097334,-0.335338473320007,0.992862403392791,0.022013615816832,-0.468912124633789,1.09683310985565,0.016323398798704,-0.55315762758255,1.31663370132446,0.039443966001272,-0.504992842674255,03_May_2023_14:58
24,24,24,24,24,24,24,24,23,24,25,24,24,27,23,24,27,27,21,27,26,26,27,29,27,27,26,27,26,0.83457362651825,0.017551463097334,-0.335338473320007,0.992862403392791,0.022013615816832,-0.468912124633789,1.09683310985565,0.016323398798704,-0.55315762758255,1.31663370132446,0.039443966001272,-0.504992842674255,03_May_2023_14:58
25,24,23,24,24,23,23,24,24,24,24,24,24,25,25,24,27,26,26,27,23,27,27,27,26,26,27,26,27,0.83457362651825,0.017551463097334,-0.335338473320007,0.992862403392791,0.022013615816832,-0.468912124633789,1.09683310985565,0.016323398798704,-0.55315762758255,1.31663370132446,0.039443966001272,-0.504992842674255,03_May_2023_14:58
25,25,24,24,25,25,24,25,26,22,25,24,24,24,24,25,29,29,27,27,27,27,28,27,28,28,28,27,27,0.83457362651825,0.017551463097334,-0.335338473320007,0.992864966392517,0.022021250799298,-0.468920081853867,1.09683775901794,0.016324086114764,-0.55316036939621,1.31663680076599,0.039451960474253,-0.504997551441193,03_May_2023_14:58
26,24,23,24,24,24,24,24,25,25,26,24,24,24,24,26,28,26,26,27,26,26,27,26,26,27,27,27,27,0.83457362651825,0.017551463097334,-0.335338473320007,0.992864966392517,0.022021250799298,-0.468920081853867,1.09683775901794,0.016324086114764,-0.55316036939621,1.31663680076599,0.039451960474253,-0.504997551441193,03_May_2023_14:58
26,25,25,24,25,23,25,24,25,24,25,24,24,25,25,24,28,26,27,26,26,27,27,27,26,27,26,27,27,0.83457362651825,0.017551463097334,-0.335338473320007,0.992860198020935,0.02203506603837,-0.468928962945938,1.09682095050812,0.016330987215042,-0.553159117698669,1.31663298606873,0.039460681378841,-0.504997134208679,03_May_2023_14:58
26,24,24,24,25,25,27,25,25,25,24,25,24,23,25,25,29,28,27,28,25,27,28,26,27,28,27,27,28,0.83457362651825,0.017551463097334,-0.335338473320007,0.992860198020935,0.02203506603837,-0.468928962945938,1.09682095050812,0.016330987215042,-0.553159117698669,1.31663298606873,0.039460681378841,-0.504997134208679,03_May_2023_14:58
26,26,26,25,24,23,26,24,26,24,25,26,25,23,25,25,25,27,27,27,27,27,26,27,27,27,26,26,28,0.83457362651825,0.017551463097334,-0.335338473320007,0.992851376533508,0.022050183266401,-0.468939065933228,1.09682166576386,0.016329782083631,-0.553161203861237,1.31662881374359,0.039478283375502,-0.504995942115784,03_May_2023_14:58
25,25,23,24,24,24,23,25,24,24,24,25,23,25,23,27,28,27,26,26,26,26,25,29,27,27,27,31,27,0.83457362651825,0.017551463097334,-0.335338473320007,0.992851376533508,0.022050183266401,-0.468939065933228,1.09682166576386,0.016329782083631,-0.553161203861237,1.31662881374359,0.039478283375502,-0.504995942115784,03_May_2023_14:58
27,24,24,25,24,24,24,25,25,24,24,25,25,25,24,24,28,27,27,27,27,27,28,27,27,28,27,26,28,0.83457362651825,0.017551463097334,-0.335338473320007,0.992842733860016,0.02206626906991,-0.46894958615303,1.09681475162506,0.016331674531102,-0.55315488576889,1.31661868095398,0.039488941431046,-0.504992723464966,03_May_2023_14:58
26,30,23,24,25,25,26,24,25,24,24,24,24,26,24,26,29,28,27,27,27,27,27,27,28,28,27,28,27,0.83457362651825,0.017551463097334,-0.335338473320007,0.992842733860016,0.02206626906991,-0.46894958615303,1.09681475162506,0.016331674531102,-0.55315488576889,1.31661868095398,0.039488941431046,-0.504992723464966,03_May_2023_14:58
26,24,25,24,24,24,24,24,24,25,24,24,24,25,23,23,28,26,26,29,26,26,26,26,26,27,26,27,27,0.83457362651825,0.017551463097334,-0.335338473320007,0.992842972278595,0.022084997966886,-0.468950480222702,1.09680223464966,0.016337335109711,-0.553152203559876,1.31661343574524,0.039489425718784,-0.504995405673981,03_May_2023_14:58
26,24,23,24,23,25,24,24,24,24,24,24,25,24,25,24,27,27,27,26,28,27,27,28,27,26,27,29,30,0.83457362651825,0.017551463097334,-0.335338473320007,0.992842972278595,0.022084997966886,-0.468950480222702,1.09680223464966,0.016337335109711,-0.553152203559876,1.31661343574524,0.039489425718784,-0.504995405673981,03_May_2023_14:58
26,24,25,24,24,25,25,25,24,25,25,24,24,24,23,25,29,27,27,28,28,25,27,27,28,27,27,27,27,0.83457362651825,0.017551463097334,-0.335338473320007,0.99283367395401,0.022084256634116,-0.468951195478439,1.09679555892944,0.016336204484105,-0.553149521350861,1.31661105155945,0.039483424276114,-0.504998803138733,03_May_2023_14:58
25,24,25,25,25,24,24,24,24,25,23,25,25,25,25,24,28,26,27,27,27,26,27,27,26,27,26,27,27,0.83457362651825,0.017551463097334,-0.335338473320007,0.99283367395401,0.022084256634116,-0.468951195478439,1.09679555892944,0.016336204484105,-0.553149521350861,1.31661105155945,0.039483424276114,-0.504998803138733,03_May_2023_14:58
26,24,24,24,23,23,25,24,24,23,23,27,24,24,23,25,28,25,26,26,28,26,26,27,27,27,26,26,26,0.83457362651825,0.017551463097334,-0.335338473320007,0.99283367395401,0.022084256634116,-0.468951195478439,1.09679555892944,0.016336204484105,-0.553149521350861,1.31661105155945,0.039483424276114,-0.504998803138733,03_May_2023_14:58
25,25,25,25,24,22,26,23,25,24,24,23,25,25,25,25,28,27,27,26,26,28,27,27,28,27,27,27,27,0.83457362651825,0.017551463097334,-0.335338473320007,0.992830455303192,0.022083105519414,-0.468947559595108,1.09680020809174,0.016335068270564,-0.553149819374085,1.31661105155945,0.039479449391365,-0.504997074604034,03_May_2023_14:58
27,25,25,25,25,25,25,24,25,24,27,25,25,25,24,25,28,28,26,28,27,27,28,27,26,27,27,27,27,0.83457362651825,0.017551463097334,-0.335338473320007,0.992830455303192,0.022083105519414,-0.468947559595108,1.09680020809174,0.016335068270564,-0.553149819374085,1.31661105155945,0.039479449391365,-0.504997074604034,03_May_2023_14:58
25,24,24,24,23,26,23,24,25,23,23,24,25,23,25,23,28,27,27,26,27,26,27,26,26,25,28,26,25,0.83457362651825,0.017551463097334,-0.335338473320007,0.992839097976685,0.022076448425651,-0.468947738409042,1.09679436683655,0.016307290643454,-0.553159117698669,1.31661474704742,0.039464384317398,-0.504999101161957,03_May_2023_14:58
25,24,24,23,23,25,23,24,25,24,23,25,24,24,23,24,28,26,27,26,27,26,26,27,27,27,27,26,26,0.83457362651825,0.017551463097334,-0.335338473320007,0.992839097976685,0.022076448425651,-0.468947738409042,1.09679436683655,0.016307290643454,-0.553159117698669,1.31661474704742,0.039464384317398,-0.504999101161957,03_May_2023_14:58
26,24,25,24,25,23,24,25,25,25,25,24,24,24,25,24,29,27,27,28,27,27,27,28,27,28,27,26,27,0.83457362651825,0.017551463097334,-0.335338473320007,0.992841422557831,0.022058187052608,-0.468941181898117,1.09680771827698,0.016294725239277,-0.553166687488556,1.31661784648895,0.03945304825902,-0.504997968673706,03_May_2023_14:58
24,23,26,24,24,23,24,25,24,23,24,25,24,23,24,24,27,26,27,27,29,26,27,26,26,27,26,26,26,0.83457362651825,0.017551463097334,-0.335338473320007,0.992841422557831,0.022058187052608,-0.468941181898117,1.09680771827698,0.016294725239277,-0.553166687488556,1.31661784648895,0.03945304825902,-0.504997968673706,03_May_2023_14:58
25,24,24,23,25,25,24,25,24,24,24,24,24,24,24,24,28,26,26,27,26,25,26,27,27,27,27,27,26,0.83457362651825,0.017551463097334,-0.335338473320007,0.992844521999359,0.022040110081434,-0.468928992748261,1.09681069850922,0.01632003672421,-0.553153276443481,1.31662344932556,0.039445906877518,-0.504996538162231,03_May_2023_14:58
