S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp,
7.00,10.00,1.00,24.00,22.00,2.00,7.00,0.00,18.00,4.00,15.00,2.00,0.00,8.00,4.00,9.00,10.00,11.00,36.00,13.00,26.00,7.00,18.00,19.00,7.00,40.00,11.00,13.00,23.00,7.00,2.00,0.00,1.6150153875350952,0.6510208249092102,0.7881107926368713,1.7082428932189941,0.4054112136363983,0.5776558518409729,1.4903451204299927,0.6557901501655579,0.3488076627254486,1.408278465270996,0.5789753198623657,0.5309089422225952,16_Aug_2023_13_12
7.00,8.00,1.00,23.00,26.00,11.00,7.00,0.00,20.00,5.00,16.00,5.00,1.00,9.00,8.00,11.00,8.00,10.00,31.00,10.00,24.00,2.00,24.00,19.00,10.00,42.00,11.00,9.00,27.00,7.00,1.00,0.00,1.6150153875350952,0.6510208249092102,0.7881107926368713,1.7082428932189941,0.4054112136363983,0.5776558518409729,1.4903451204299927,0.6557901501655579,0.3488076627254486,1.408278465270996,0.5789753198623657,0.5309089422225952,16_Aug_2023_13_12
7.00,8.00,1.00,21.00,28.00,3.00,5.00,0.00,19.00,8.00,15.00,5.00,0.00,4.00,0.00,11.00,7.00,5.00,35.00,13.00,25.00,3.00,25.00,19.00,12.00,46.00,9.00,9.00,25.00,8.00,2.00,1.00,1.6149992942810059,0.6510103940963745,0.7881160974502563,1.7082457542419434,0.4053860604763031,0.5776753425598145,1.4903342723846436,0.6557685136795044,0.3488219976425171,1.4082297086715698,0.5789781212806702,0.5309334397315979,16_Aug_2023_13_12
7.00,7.00,1.00,24.00,29.00,0.00,7.00,0.00,15.00,6.00,10.00,3.00,1.00,0.00,2.00,10.00,7.00,11.00,34.00,14.00,27.00,4.00,19.00,26.00,9.00,46.00,13.00,9.00,22.00,8.00,1.00,0.00,1.6149992942810059,0.6510103940963745,0.7881160974502563,1.7082457542419434,0.4053860604763031,0.5776753425598145,1.4903342723846436,0.6557685136795044,0.3488219976425171,1.4082297086715698,0.5789781212806702,0.5309334397315979,16_Aug_2023_13_12
7.00,7.00,1.00,21.00,29.00,1.00,9.00,0.00,21.00,7.00,10.00,1.00,0.00,4.00,3.00,15.00,7.00,8.00,35.00,11.00,29.00,6.00,23.00,20.00,8.00,47.00,11.00,8.00,20.00,7.00,7.00,0.00,1.6149801015853882,0.6510018706321716,0.788123607635498,1.7082407474517822,0.40533068776130676,0.5777361392974854,1.4903315305709839,0.6557437181472778,0.3488313555717468,1.4082340002059937,0.5789361596107483,0.5309286117553711,16_Aug_2023_13_12
7.00,6.00,0.00,24.00,29.00,1.00,7.00,0.00,20.00,6.00,13.00,3.00,0.00,2.00,4.00,16.00,10.00,8.00,34.00,12.00,29.00,3.00,25.00,16.00,9.00,44.00,9.00,12.00,19.00,6.00,6.00,1.00,1.6149801015853882,0.6510018706321716,0.788123607635498,1.7082407474517822,0.40533068776130676,0.5777361392974854,1.4903315305709839,0.6557437181472778,0.3488313555717468,1.4082340002059937,0.5789361596107483,0.5309286117553711,16_Aug_2023_13_12
9.00,7.00,4.00,22.00,29.00,0.00,6.00,0.00,19.00,3.00,14.00,5.00,4.00,4.00,2.00,13.00,9.00,1.00,34.00,11.00,23.00,4.00,26.00,14.00,11.00,46.00,4.00,10.00,28.00,8.00,2.00,0.00,1.6149661540985107,0.6509916186332703,0.7881327867507935,1.7082425355911255,0.40531501173973083,0.5777533054351807,1.4903664588928223,0.655734121799469,0.3488418459892273,1.4082610607147217,0.5789650678634644,0.5309502482414246,16_Aug_2023_13_12
7.00,9.00,0.00,23.00,30.00,0.00,8.00,0.00,15.00,6.00,14.00,4.00,0.00,6.00,4.00,11.00,8.00,7.00,33.00,8.00,26.00,8.00,26.00,7.00,9.00,41.00,10.00,9.00,25.00,6.00,6.00,1.00,1.6149661540985107,0.6509916186332703,0.7881327867507935,1.7082425355911255,0.40531501173973083,0.5777533054351807,1.4903664588928223,0.655734121799469,0.3488418459892273,1.4082610607147217,0.5789650678634644,0.5309502482414246,16_Aug_2023_13_12
3.00,7.00,1.00,22.00,28.00,0.00,10.00,0.00,18.00,11.00,13.00,6.00,0.00,7.00,0.00,11.00,9.00,6.00,35.00,13.00,23.00,8.00,24.00,10.00,7.00,46.00,7.00,9.00,22.00,6.00,3.00,2.00,1.614952802658081,0.650977373123169,0.7881367802619934,1.7082483768463135,0.4053370952606201,0.577731728553772,1.4903771877288818,0.6557225584983826,0.3488406240940094,1.4081417322158813,0.5790010690689087,0.5309821963310242,16_Aug_2023_13_12
7.00,14.00,1.00,21.00,30.00,0.00,12.00,0.00,18.00,4.00,13.00,6.00,0.00,6.00,3.00,12.00,6.00,7.00,35.00,14.00,27.00,5.00,23.00,11.00,8.00,45.00,10.00,13.00,25.00,7.00,3.00,3.00,1.614952802658081,0.650977373123169,0.7881367802619934,1.7082483768463135,0.4053370952606201,0.577731728553772,1.4903771877288818,0.6557225584983826,0.3488406240940094,1.4081417322158813,0.5790010690689087,0.5309821963310242,16_Aug_2023_13_12
6.00,5.00,0.00,27.00,31.00,0.00,2.00,0.00,18.00,7.00,13.00,5.00,2.00,5.00,3.00,12.00,3.00,7.00,36.00,16.00,25.00,5.00,29.00,11.00,6.00,45.00,8.00,11.00,27.00,3.00,5.00,0.00,1.6149427890777588,0.6509760618209839,0.7881483435630798,1.7082500457763672,0.4052857756614685,0.57779860496521,1.4903825521469116,0.655698299407959,0.348852276802063,1.4081521034240723,0.5789639949798584,0.5309879779815674,16_Aug_2023_13_12
7.00,5.00,6.00,20.00,28.00,0.00,4.00,0.00,18.00,14.00,12.00,3.00,3.00,5.00,3.00,13.00,7.00,9.00,38.00,13.00,26.00,4.00,23.00,16.00,8.00,45.00,8.00,10.00,22.00,7.00,1.00,2.00,1.6149427890777588,0.6509760618209839,0.7881483435630798,1.7082500457763672,0.4052857756614685,0.57779860496521,1.4903825521469116,0.655698299407959,0.348852276802063,1.4081521034240723,0.5789639949798584,0.5309879779815674,16_Aug_2023_13_12
7.00,7.00,1.00,25.00,29.00,0.00,5.00,8.00,16.00,9.00,13.00,2.00,0.00,8.00,3.00,10.00,9.00,6.00,32.00,14.00,20.00,4.00,23.00,14.00,5.00,45.00,9.00,15.00,23.00,1.00,1.00,0.00,1.6149290800094604,0.650971531867981,0.7881487011909485,1.7082641124725342,0.4053468108177185,0.5777368545532227,1.490387201309204,0.6556761264801025,0.34886327385902405,1.4081621170043945,0.5789571404457092,0.5309934020042419,16_Aug_2023_13_12
6.00,4.00,3.00,25.00,27.00,1.00,7.00,1.00,17.00,8.00,9.00,7.00,0.00,5.00,3.00,11.00,2.00,11.00,35.00,13.00,20.00,7.00,24.00,13.00,7.00,42.00,8.00,13.00,20.00,6.00,1.00,1.00,1.6149290800094604,0.650971531867981,0.7881487011909485,1.7082641124725342,0.4053468108177185,0.5777368545532227,1.490387201309204,0.6556761264801025,0.34886327385902405,1.4081621170043945,0.5789571404457092,0.5309934020042419,16_Aug_2023_13_12
7.00,8.00,1.00,20.00,28.00,4.00,4.00,0.00,19.00,10.00,12.00,5.00,1.00,2.00,4.00,12.00,7.00,5.00,35.00,13.00,29.00,5.00,27.00,12.00,9.00,41.00,7.00,15.00,19.00,6.00,3.00,0.00,1.6149137020111084,0.6509736776351929,0.7881569266319275,1.7082552909851074,0.40535596013069153,0.5777455568313599,1.4904155731201172,0.6556395292282104,0.34886500239372253,1.408163070678711,0.5789685249328613,0.5310049057006836,16_Aug_2023_13_12
7.00,5.00,0.00,20.00,28.00,0.00,4.00,0.00,19.00,7.00,11.00,0.00,4.00,7.00,2.00,9.00,3.00,4.00,34.00,11.00,22.00,3.00,24.00,12.00,8.00,44.00,2.00,15.00,19.00,9.00,2.00,0.00,1.6149137020111084,0.6509736776351929,0.7881569266319275,1.7082552909851074,0.40535596013069153,0.5777455568313599,1.4904155731201172,0.6556395292282104,0.34886500239372253,1.408163070678711,0.5789685249328613,0.5310049057006836,16_Aug_2023_13_12
3.00,5.00,1.00,23.00,28.00,0.00,6.00,0.00,14.00,7.00,10.00,7.00,0.00,6.00,11.00,11.00,13.00,5.00,32.00,13.00,19.00,11.00,26.00,14.00,8.00,39.00,8.00,8.00,17.00,4.00,7.00,0.00,1.6149070262908936,0.6509783267974854,0.7881799936294556,1.7082613706588745,0.4053928256034851,0.577713131904602,1.4904314279556274,0.6556300520896912,0.348871111869812,1.4081624746322632,0.5789950489997864,0.5310201048851013,16_Aug_2023_13_12
7.00,4.00,1.00,21.00,31.00,0.00,5.00,0.00,15.00,8.00,11.00,8.00,2.00,7.00,3.00,9.00,6.00,8.00,31.00,10.00,24.00,6.00,24.00,9.00,8.00,41.00,7.00,9.00,17.00,6.00,2.00,0.00,1.6149070262908936,0.6509783267974854,0.7881799936294556,1.7082613706588745,0.4053928256034851,0.577713131904602,1.4904314279556274,0.6556300520896912,0.348871111869812,1.4081624746322632,0.5789950489997864,0.5310201048851013,16_Aug_2023_13_12
9.00,10.00,8.00,23.00,29.00,1.00,3.00,0.00,19.00,7.00,16.00,2.00,1.00,6.00,1.00,12.00,3.00,6.00,32.00,14.00,23.00,7.00,23.00,13.00,9.00,47.00,5.00,11.00,18.00,8.00,3.00,1.00,1.6148998737335205,0.650981605052948,0.7881923913955688,1.708259105682373,0.4053908586502075,0.5777350068092346,1.490454077720642,0.6556314826011658,0.3488600254058838,1.4081428050994873,0.5790460705757141,0.5310494303703308,16_Aug_2023_13_12
11.00,7.00,1.00,21.00,26.00,0.00,4.00,0.00,14.00,9.00,9.00,3.00,0.00,9.00,2.00,11.00,6.00,4.00,31.00,12.00,24.00,3.00,23.00,12.00,8.00,43.00,6.00,8.00,17.00,4.00,5.00,1.00,1.6148998737335205,0.650981605052948,0.7881923913955688,1.708259105682373,0.4053908586502075,0.5777350068092346,1.490454077720642,0.6556314826011658,0.3488600254058838,1.4081428050994873,0.5790460705757141,0.5310494303703308,16_Aug_2023_13_12
6.00,7.00,7.00,21.00,31.00,0.00,4.00,0.00,15.00,9.00,11.00,3.00,0.00,7.00,4.00,5.00,6.00,4.00,32.00,16.00,23.00,4.00,25.00,9.00,9.00,40.00,7.00,12.00,18.00,3.00,1.00,4.00,1.6148924827575684,0.6509838700294495,0.7881962656974792,1.7082587480545044,0.40534189343452454,0.5778205990791321,1.490451455116272,0.6555883288383484,0.3488684892654419,1.4080836772918701,0.5791230201721191,0.5310827493667603,16_Aug_2023_13_12
7.00,11.00,0.00,21.00,32.00,0.00,4.00,1.00,17.00,7.00,16.00,4.00,5.00,6.00,3.00,12.00,3.00,8.00,34.00,13.00,23.00,2.00,25.00,10.00,9.00,43.00,6.00,9.00,14.00,4.00,4.00,4.00,1.6148924827575684,0.6509838700294495,0.7881962656974792,1.7082587480545044,0.40534189343452454,0.5778205990791321,1.490451455116272,0.6555883288383484,0.3488684892654419,1.4080836772918701,0.5791230201721191,0.5310827493667603,16_Aug_2023_13_12
