S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp,
,05.00,0.00,7.00,7.00,2.00,1.00,2.00,0.00,7.00,2.00,4.00,10.00,0.00,1.00,2.00,9.00,0.00,6.00,5.00,6.00,24.00,6.00,55.00,24.00,3.00,124.00,0.00,84.00,51.00,13.00,1.00,0.00,1.8082771301269531,0.5123528838157654,0.36600980162620544,1.7728910446166992,0.19461794197559357,0.4756641685962677,2.017988443374634,0.13227355480194092,0.1471477448940277,1.8646856546401978,0.25720101594924927,0.1741117388010025,16_Aug_2023_11_14
3.00,0.00,6.00,8.00,0.00,0.00,3.00,0.00,12.00,0.00,3.00,10.00,1.00,2.00,0.00,5.00,1.00,6.00,3.00,6.00,22.00,7.00,54.00,27.00,3.00,127.00,3.00,82.00,48.00,11.00,0.00,0.00,1.8082802295684814,0.5123464465141296,0.36601611971855164,1.7728712558746338,0.1946093738079071,0.4756612777709961,2.017988443374634,0.13227355480194092,0.1471477448940277,1.864680290222168,0.25719180703163147,0.17410577833652496,16_Aug_2023_11_14
4.00,0.00,6.00,10.00,1.00,1.00,0.00,0.00,7.00,1.00,5.00,8.00,5.00,1.00,1.00,4.00,0.00,7.00,2.00,6.00,23.00,8.00,53.00,24.00,4.00,124.00,0.00,85.00,49.00,11.00,1.00,0.00,1.8082802295684814,0.5123464465141296,0.36601611971855164,1.7728712558746338,0.1946093738079071,0.4756612777709961,2.017988443374634,0.13227355480194092,0.1471477448940277,1.864680290222168,0.25719180703163147,0.17410577833652496,16_Aug_2023_11_14
0.00,0.00,10.00,7.00,0.00,1.00,8.00,0.00,4.00,4.00,4.00,10.00,6.00,9.00,0.00,4.00,1.00,7.00,2.00,6.00,24.00,6.00,51.00,25.00,1.00,126.00,1.00,83.00,49.00,13.00,0.00,1.00,1.8082716464996338,0.5123422741889954,0.36602091789245605,1.7728315591812134,0.1945973038673401,0.47565051913261414,2.017988443374634,0.13227355480194092,0.1471477448940277,1.864668369293213,0.25717002153396606,0.17409439384937286,16_Aug_2023_11_14
2.00,0.00,6.00,6.00,2.00,0.00,0.00,0.00,8.00,1.00,3.00,8.00,1.00,2.00,1.00,4.00,2.00,8.00,7.00,4.00,22.00,8.00,50.00,22.00,10.00,128.00,3.00,85.00,49.00,12.00,2.00,1.00,1.8082579374313354,0.5123265981674194,0.3660257160663605,1.772810459136963,0.19458594918251038,0.4756492078304291,2.017988443374634,0.13227355480194092,0.1471477448940277,1.8646472692489624,0.2571445405483246,0.17406892776489258,16_Aug_2023_11_14
2.00,0.00,5.00,8.00,1.00,3.00,1.00,0.00,8.00,1.00,5.00,10.00,2.00,7.00,0.00,5.00,2.00,3.00,0.00,3.00,26.00,7.00,53.00,20.00,3.00,128.00,0.00,83.00,49.00,10.00,1.00,0.00,1.8082579374313354,0.5123265981674194,0.3660257160663605,1.772810459136963,0.19458594918251038,0.4756492078304291,2.017988443374634,0.13227355480194092,0.1471477448940277,1.8646472692489624,0.2571445405483246,0.17406892776489258,16_Aug_2023_11_14
4.00,0.00,6.00,6.00,1.00,0.00,0.00,2.00,7.00,0.00,7.00,8.00,5.00,4.00,1.00,6.00,0.00,9.00,3.00,4.00,23.00,11.00,47.00,24.00,3.00,131.00,4.00,84.00,49.00,10.00,1.00,1.00,1.8082489967346191,0.5123088955879211,0.36602839827537537,1.7727924585342407,0.19457919895648956,0.47564980387687683,2.017988443374634,0.13227355480194092,0.1471477448940277,1.864611268043518,0.2571142017841339,0.17405422031879425,16_Aug_2023_11_14
1.00,0.00,7.00,8.00,2.00,1.00,0.00,0.00,7.00,2.00,3.00,12.00,1.00,1.00,0.00,6.00,2.00,6.00,2.00,7.00,23.00,8.00,46.00,26.00,3.00,125.00,2.00,83.00,48.00,9.00,0.00,0.00,1.8082489967346191,0.5123088955879211,0.36602839827537537,1.7727924585342407,0.19457919895648956,0.47564980387687683,2.017988443374634,0.13227355480194092,0.1471477448940277,1.864611268043518,0.2571142017841339,0.17405422031879425,16_Aug_2023_11_14
3.00,0.00,7.00,8.00,2.00,1.00,8.00,1.00,9.00,1.00,3.00,14.00,0.00,0.00,1.00,5.00,2.00,7.00,2.00,5.00,24.00,8.00,52.00,24.00,3.00,126.00,1.00,80.00,48.00,9.00,2.00,11.00,1.8082422018051147,0.5123041868209839,0.3660299479961395,1.77277672290802,0.19456644356250763,0.4756525158882141,2.017988443374634,0.13227355480194092,0.1471477448940277,1.8645731210708618,0.2570910155773163,0.17404292523860931,16_Aug_2023_11_14
4.00,1.00,7.00,8.00,2.00,1.00,1.00,1.00,7.00,5.00,3.00,10.00,3.00,7.00,1.00,5.00,2.00,6.00,1.00,10.00,18.00,11.00,53.00,24.00,3.00,130.00,1.00,78.00,51.00,10.00,1.00,0.00,1.8082422018051147,0.5123041868209839,0.3660299479961395,1.77277672290802,0.19456644356250763,0.4756525158882141,2.017988443374634,0.13227355480194092,0.1471477448940277,1.8645731210708618,0.2570910155773163,0.17404292523860931,16_Aug_2023_11_14
3.00,1.00,3.00,10.00,6.00,0.00,0.00,0.00,7.00,1.00,7.00,8.00,2.00,2.00,0.00,2.00,6.00,11.00,1.00,9.00,22.00,8.00,53.00,26.00,2.00,129.00,2.00,82.00,46.00,9.00,11.00,6.00,1.80823814868927,0.5122935175895691,0.366028368473053,1.772768497467041,0.19457536935806274,0.4756612181663513,2.017988443374634,0.13227355480194092,0.1471477448940277,1.8645434379577637,0.2570813000202179,0.17402873933315277,16_Aug_2023_11_14
2.00,2.00,6.00,8.00,5.00,0.00,1.00,1.00,7.00,12.00,0.00,16.00,1.00,1.00,0.00,4.00,1.00,6.00,3.00,5.00,23.00,10.00,52.00,22.00,3.00,128.00,3.00,85.00,50.00,11.00,0.00,0.00,1.8082340955734253,0.5122942924499512,0.36603209376335144,1.7727549076080322,0.19456426799297333,0.47566652297973633,2.017988443374634,0.13227355480194092,0.1471477448940277,1.8645128011703491,0.2570800483226776,0.17402401566505432,16_Aug_2023_11_14
3.00,1.00,9.00,6.00,1.00,0.00,2.00,0.00,8.00,1.00,2.00,8.00,2.00,7.00,0.00,4.00,0.00,6.00,6.00,10.00,25.00,8.00,53.00,24.00,2.00,128.00,0.00,86.00,48.00,12.00,1.00,13.00,1.8082340955734253,0.5122942924499512,0.36603209376335144,1.7727549076080322,0.19456426799297333,0.47566652297973633,2.017988443374634,0.13227355480194092,0.1471477448940277,1.8645128011703491,0.2570800483226776,0.17402401566505432,16_Aug_2023_11_14
7.00,1.00,7.00,10.00,0.00,0.00,0.00,1.00,7.00,2.00,3.00,8.00,2.00,2.00,3.00,2.00,2.00,3.00,3.00,5.00,25.00,9.00,53.00,26.00,3.00,123.00,1.00,81.00,47.00,12.00,0.00,1.00,1.8082356452941895,0.5123016238212585,0.3660327196121216,1.7727439403533936,0.19454964995384216,0.4756767153739929,2.017988443374634,0.13227355480194092,0.1471477448940277,1.8644975423812866,0.25708505511283875,0.17402516305446625,16_Aug_2023_11_14
4.00,1.00,7.00,7.00,1.00,3.00,1.00,3.00,8.00,0.00,3.00,10.00,1.00,2.00,0.00,3.00,2.00,8.00,4.00,8.00,24.00,6.00,52.00,26.00,1.00,126.00,2.00,83.00,48.00,11.00,0.00,1.00,1.8082356452941895,0.5123016238212585,0.3660327196121216,1.7727439403533936,0.19454964995384216,0.4756767153739929,2.017988443374634,0.13227355480194092,0.1471477448940277,1.8644975423812866,0.25708505511283875,0.17402516305446625,16_Aug_2023_11_14
3.00,0.00,7.00,6.00,1.00,4.00,1.00,0.00,3.00,12.00,5.00,8.00,2.00,3.00,0.00,3.00,8.00,6.00,4.00,6.00,20.00,9.00,52.00,24.00,3.00,128.00,3.00,86.00,46.00,12.00,1.00,0.00,1.8082377910614014,0.5123049020767212,0.3660328984260559,1.7727059125900269,0.1945294439792633,0.475678950548172,2.017988443374634,0.13227355480194092,0.1471477448940277,1.8644897937774658,0.2571011185646057,0.17403149604797363,16_Aug_2023_11_14
2.00,1.00,6.00,8.00,1.00,1.00,0.00,0.00,9.00,0.00,5.00,10.00,2.00,3.00,1.00,5.00,5.00,9.00,8.00,6.00,26.00,9.00,51.00,22.00,2.00,128.00,1.00,84.00,48.00,12.00,0.00,0.00,1.8082377910614014,0.5123049020767212,0.3660328984260559,1.7727059125900269,0.1945294439792633,0.475678950548172,2.017988443374634,0.13227355480194092,0.1471477448940277,1.8644897937774658,0.2571011185646057,0.17403149604797363,16_Aug_2023_11_14
3.00,0.00,6.00,8.00,0.00,5.00,7.00,14.00,9.00,2.00,0.00,11.00,8.00,2.00,3.00,4.00,2.00,8.00,0.00,3.00,23.00,8.00,52.00,26.00,3.00,126.00,2.00,88.00,49.00,9.00,0.00,0.00,1.8082375526428223,0.5123007893562317,0.36603525280952454,1.7727036476135254,0.19452637434005737,0.4756890833377838,2.017988443374634,0.13227355480194092,0.1471477448940277,1.8644901514053345,0.2571159601211548,0.17404785752296448,16_Aug_2023_11_14
3.00,0.00,7.00,7.00,2.00,0.00,1.00,0.00,8.00,0.00,5.00,10.00,2.00,3.00,1.00,3.00,1.00,7.00,3.00,9.00,25.00,10.00,51.00,24.00,8.00,128.00,2.00,85.00,50.00,12.00,1.00,2.00,1.8082375526428223,0.5123007893562317,0.36603525280952454,1.7727036476135254,0.19452637434005737,0.4756890833377838,2.017988443374634,0.13227355480194092,0.1471477448940277,1.8644901514053345,0.2571159601211548,0.17404785752296448,16_Aug_2023_11_14
13.00,0.00,7.00,7.00,3.00,1.00,1.00,1.00,12.00,2.00,11.00,10.00,3.00,0.00,2.00,9.00,0.00,9.00,6.00,9.00,24.00,8.00,54.00,24.00,2.00,123.00,1.00,83.00,49.00,10.00,0.00,1.00,1.808245062828064,0.5122804045677185,0.3660406470298767,1.7726863622665405,0.1944945901632309,0.4756905436515808,2.017988443374634,0.13227355480194092,0.1471477448940277,1.8645071983337402,0.2571256160736084,0.17406098544597626,16_Aug_2023_11_14
4.00,0.00,11.00,7.00,0.00,0.00,0.00,3.00,7.00,4.00,3.00,7.00,2.00,2.00,2.00,4.00,8.00,6.00,6.00,8.00,23.00,5.00,49.00,26.00,4.00,126.00,2.00,84.00,46.00,11.00,4.00,1.00,1.808245062828064,0.5122804045677185,0.3660406470298767,1.7726863622665405,0.1944945901632309,0.4756905436515808,2.017988443374634,0.13227355480194092,0.1471477448940277,1.8645071983337402,0.2571256160736084,0.17406098544597626,16_Aug_2023_11_14
3.00,1.00,11.00,10.00,3.00,0.00,1.00,1.00,7.00,0.00,5.00,8.00,2.00,2.00,0.00,3.00,6.00,6.00,0.00,9.00,25.00,9.00,53.00,27.00,2.00,124.00,2.00,84.00,47.00,9.00,0.00,0.00,1.8082411289215088,0.5122777819633484,0.36604413390159607,1.7726523876190186,0.19449511170387268,0.4756968915462494,2.017988443374634,0.13227355480194092,0.1471477448940277,1.864533543586731,0.2571280002593994,0.17407716810703278,16_Aug_2023_11_14
3.00,14.00,7.00,6.00,2.00,0.00,1.00,0.00,8.00,1.00,5.00,8.00,1.00,1.00,0.00,3.00,1.00,10.00,2.00,8.00,25.00,9.00,53.00,23.00,3.00,125.00,2.00,81.00,47.00,12.00,0.00,6.00,1.8082411289215088,0.5122777819633484,0.36604413390159607,1.7726523876190186,0.19449511170387268,0.4756968915462494,2.017988443374634,0.13227355480194092,0.1471477448940277,1.864533543586731,0.2571280002593994,0.17407716810703278,16_Aug_2023_11_14
4.00,0.00,5.00,6.00,2.00,1.00,0.00,0.00,7.00,8.00,5.00,10.00,2.00,2.00,0.00,4.00,1.00,9.00,2.00,8.00,24.00,10.00,54.00,24.00,3.00,124.00,4.00,81.00,47.00,11.00,1.00,1.00,1.8082376718521118,0.5122628808021545,0.36604517698287964,1.7726364135742188,0.19448387622833252,0.4756990075111389,2.017988443374634,0.13227355480194092,0.1471477448940277,1.8645559549331665,0.25712576508522034,0.17408975958824158,16_Aug_2023_11_14
5.00,0.00,9.00,7.00,3.00,0.00,0.00,0.00,7.00,2.00,3.00,6.00,0.00,4.00,0.00,3.00,0.00,6.00,0.00,6.00,27.00,6.00,53.00,24.00,6.00,125.00,2.00,80.00,52.00,10.00,1.00,1.00,1.8082376718521118,0.5122628808021545,0.36604517698287964,1.7726364135742188,0.19448387622833252,0.4756990075111389,2.017988443374634,0.13227355480194092,0.1471477448940277,1.8645559549331665,0.25712576508522034,0.17408975958824158,16_Aug_2023_11_14
2.00,0.00,7.00,8.00,3.00,0.00,2.00,0.00,8.00,12.00,4.00,10.00,0.00,3.00,4.00,2.00,2.00,1.00,2.00,5.00,23.00,10.00,51.00,23.00,1.00,126.00,3.00,82.00,49.00,11.00,1.00,0.00,1.8082433938980103,0.5122199058532715,0.36605435609817505,1.7726086378097534,0.19447149336338043,0.4757026135921478,2.017988443374634,0.13227355480194092,0.1471477448940277,1.864585041999817,0.25711843371391296,0.17410488426685333,16_Aug_2023_11_14
6.00,1.00,7.00,8.00,2.00,0.00,2.00,0.00,7.00,2.00,3.00,8.00,1.00,3.00,1.00,10.00,1.00,11.00,2.00,4.00,25.00,10.00,53.00,24.00,1.00,128.00,0.00,82.00,50.00,11.00,0.00,0.00,1.8082433938980103,0.5122199058532715,0.36605435609817505,1.7726086378097534,0.19447149336338043,0.4757026135921478,2.017988443374634,0.13227355480194092,0.1471477448940277,1.864585041999817,0.25711843371391296,0.17410488426685333,16_Aug_2023_11_14
5.00,0.00,9.00,4.00,0.00,1.00,1.00,1.00,7.00,3.00,4.00,9.00,1.00,1.00,1.00,4.00,0.00,4.00,6.00,4.00,25.00,6.00,53.00,23.00,3.00,124.00,2.00,77.00,48.00,13.00,0.00,1.00,1.8082304000854492,0.5122188925743103,0.3660556375980377,1.7725896835327148,0.1944655478000641,0.47570309042930603,2.017988443374634,0.13227355480194092,0.1471477448940277,1.8645960092544556,0.25710541009902954,0.17410846054553986,16_Aug_2023_11_14
2.00,1.00,8.00,11.00,3.00,1.00,1.00,1.00,9.00,0.00,4.00,14.00,1.00,0.00,2.00,4.00,1.00,5.00,5.00,7.00,25.00,13.00,51.00,24.00,1.00,127.00,2.00,79.00,47.00,11.00,1.00,1.00,1.8082304000854492,0.5122188925743103,0.3660556375980377,1.7725896835327148,0.1944655478000641,0.47570309042930603,2.017988443374634,0.13227355480194092,0.1471477448940277,1.8645960092544556,0.25710541009902954,0.17410846054553986,16_Aug_2023_11_14
3.00,0.00,9.00,13.00,1.00,0.00,2.00,0.00,7.00,2.00,11.00,8.00,2.00,2.00,1.00,7.00,2.00,8.00,2.00,7.00,25.00,8.00,48.00,24.00,2.00,126.00,2.00,81.00,49.00,12.00,1.00,0.00,1.808221459388733,0.5122091770172119,0.3660586178302765,1.7725638151168823,0.1944465935230255,0.4757070541381836,2.017988443374634,0.13227355480194092,0.1471477448940277,1.864604115486145,0.2570924460887909,0.17410804331302643,16_Aug_2023_11_14
7.00,15.00,9.00,15.00,3.00,0.00,1.00,1.00,7.00,0.00,3.00,7.00,1.00,2.00,0.00,2.00,0.00,7.00,1.00,6.00,25.00,7.00,54.00,26.00,7.00,126.00,2.00,82.00,43.00,11.00,9.00,0.00,1.808221459388733,0.5122091770172119,0.3660586178302765,1.7725638151168823,0.1944465935230255,0.4757070541381836,2.017988443374634,0.13227355480194092,0.1471477448940277,1.864604115486145,0.2570924460887909,0.17410804331302643,16_Aug_2023_11_14
4.00,4.00,5.00,10.00,5.00,1.00,0.00,0.00,6.00,0.00,6.00,7.00,3.00,0.00,0.00,4.00,5.00,7.00,3.00,4.00,24.00,7.00,49.00,24.00,2.00,127.00,2.00,79.00,52.00,11.00,0.00,1.00,1.8082187175750732,0.5122022032737732,0.36606067419052124,1.7725553512573242,0.19443432986736298,0.47571203112602234,2.017988443374634,0.13227355480194092,0.1471477448940277,1.8646048307418823,0.2570846974849701,0.1741064190864563,16_Aug_2023_11_14
3.00,0.00,7.00,10.00,3.00,7.00,0.00,0.00,7.00,1.00,4.00,6.00,1.00,2.00,0.00,7.00,9.00,6.00,2.00,6.00,23.00,11.00,53.00,24.00,6.00,123.00,2.00,77.00,47.00,11.00,0.00,0.00,1.8082187175750732,0.5122022032737732,0.36606067419052124,1.7725553512573242,0.19443432986736298,0.47571203112602234,2.017988443374634,0.13227355480194092,0.1471477448940277,1.8646048307418823,0.2570846974849701,0.1741064190864563,16_Aug_2023_11_14
4.00,1.00,9.00,10.00,3.00,0.00,0.00,1.00,6.00,1.00,3.00,9.00,2.00,4.00,0.00,2.00,2.00,6.00,2.00,6.00,23.00,7.00,48.00,25.00,2.00,124.00,2.00,78.00,49.00,11.00,2.00,1.00,1.8082102537155151,0.5121990442276001,0.3660624921321869,1.772539496421814,0.194427028298378,0.475716233253479,2.017988443374634,0.13227355480194092,0.1471477448940277,1.864592432975769,0.25707611441612244,0.1740979105234146,16_Aug_2023_11_14
3.00,0.00,7.00,8.00,1.00,2.00,1.00,0.00,5.00,1.00,4.00,10.00,0.00,3.00,0.00,0.00,0.00,2.00,1.00,7.00,22.00,10.00,51.00,24.00,3.00,125.00,3.00,78.00,50.00,10.00,0.00,1.00,1.8082102537155151,0.5121990442276001,0.3660624921321869,1.772539496421814,0.194427028298378,0.475716233253479,2.017988443374634,0.13227355480194092,0.1471477448940277,1.864592432975769,0.25707611441612244,0.1740979105234146,16_Aug_2023_11_14
3.00,1.00,9.00,8.00,1.00,0.00,0.00,4.00,6.00,0.00,6.00,6.00,0.00,2.00,2.00,5.00,2.00,4.00,3.00,8.00,26.00,8.00,54.00,26.00,3.00,124.00,2.00,78.00,49.00,12.00,0.00,1.00,1.8082005977630615,0.5122148394584656,0.36606869101524353,1.7725216150283813,0.1944076120853424,0.4757191240787506,2.017988443374634,0.13227355480194092,0.1471477448940277,1.8646045923233032,0.2570600211620331,0.1740555465221405,16_Aug_2023_11_14
3.00,0.00,5.00,7.00,1.00,1.00,0.00,0.00,7.00,2.00,4.00,8.00,5.00,2.00,1.00,6.00,2.00,7.00,2.00,8.00,24.00,7.00,51.00,26.00,3.00,125.00,2.00,79.00,48.00,10.00,0.00,0.00,1.8082008361816406,0.5122001767158508,0.36606961488723755,1.7724989652633667,0.19440267980098724,0.4757280945777893,2.017988443374634,0.13227355480194092,0.1471477448940277,1.8645614385604858,0.2570752799510956,0.17408569157123566,16_Aug_2023_11_14
3.00,1.00,5.00,6.00,0.00,1.00,0.00,0.00,6.00,0.00,3.00,9.00,0.00,1.00,1.00,3.00,6.00,5.00,2.00,5.00,27.00,8.00,53.00,23.00,3.00,128.00,3.00,80.00,50.00,12.00,2.00,0.00,1.8082008361816406,0.5122001767158508,0.36606961488723755,1.7724989652633667,0.19440267980098724,0.4757280945777893,2.017988443374634,0.13227355480194092,0.1471477448940277,1.8645614385604858,0.2570752799510956,0.17408569157123566,16_Aug_2023_11_14
4.00,0.00,5.00,9.00,0.00,0.00,0.00,0.00,6.00,1.00,2.00,13.00,3.00,3.00,1.00,4.00,1.00,3.00,8.00,9.00,24.00,9.00,54.00,24.00,2.00,126.00,2.00,77.00,43.00,13.00,14.00,2.00,1.8082014322280884,0.5121962428092957,0.3660755157470703,1.7724790573120117,0.1943919062614441,0.4757309854030609,2.017988443374634,0.13227355480194092,0.1471477448940277,1.8645397424697876,0.2570722699165344,0.17408409714698792,16_Aug_2023_11_14
