time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,class
3475.45,4.66,0.65,0.81,0.92,0.33,0.10,0.27,-0.05,0.13,112,266,400,373,178,0,148,61,0,233,0,1
3475.45,4.86,0.51,0.79,0.92,0.33,0.11,0.27,-0.05,0.14,111,266,400,375,178,0,147,62,0,233,1,1
3475.46,5.20,0.58,0.92,0.92,0.33,0.10,0.27,-0.05,0.14,112,265,400,374,178,0,147,61,0,233,0,1
3475.46,5.22,0.62,0.80,0.91,0.33,0.11,0.27,-0.05,0.14,112,266,399,373,178,0,147,62,0,233,1,1
3475.47,5.29,0.41,0.70,0.91,0.33,0.11,0.27,-0.05,0.14,112,266,399,373,178,1,147,61,0,233,0,1
3475.47,5.31,0.29,0.73,0.92,0.32,0.11,0.27,-0.05,0.14,112,265,398,373,178,0,147,62,0,233,0,1
3475.48,5.14,0.17,0.69,0.92,0.33,0.11,0.27,-0.05,0.14,112,265,398,374,178,0,147,61,0,233,0,1
3475.48,5.07,0.25,0.74,0.92,0.32,0.11,0.27,-0.05,0.14,111,266,397,373,178,0,147,61,0,233,0,1
3475.49,5.07,0.02,0.81,0.92,0.32,0.12,0.27,-0.05,0.14,112,266,398,374,178,0,148,61,0,233,0,1
3475.49,4.16,0.25,0.36,0.92,0.32,0.11,0.27,-0.05,0.14,112,265,397,374,178,0,147,61,0,233,0,1
3475.50,3.85,0.06,0.73,0.92,0.32,0.12,0.27,-0.05,0.14,112,266,397,373,177,0,147,60,0,233,0,1
3475.50,3.90,-0.00,0.87,0.92,0.32,0.11,0.27,-0.04,0.13,112,266,397,373,178,0,147,61,0,233,0,1
3475.51,3.47,-0.39,0.96,0.92,0.32,0.11,0.27,-0.04,0.13,112,266,395,374,177,0,147,61,0,233,0,1
3475.51,3.02,-0.40,1.05,0.91,0.32,0.11,0.27,-0.05,0.13,111,265,396,374,179,0,147,61,0,234,0,1
3475.52,2.88,-0.55,1.07,0.92,0.32,0.11,0.27,-0.05,0.13,111,266,395,374,178,0,147,61,0,234,0,1
3475.52,2.63,-0.31,1.17,0.91,0.32,0.10,0.27,-0.05,0.13,112,265,395,374,178,0,147,62,0,234,0,1
