time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,class
90.36,6.38,-0.86,1.70,0.65,0.67,0.28,0.26,-0.18,0.07,369,212,422,232,57,0,537,0,1,52,122,0
90.37,6.03,-0.60,1.86,0.65,0.67,0.28,0.26,-0.18,0.07,371,212,424,233,57,0,537,0,0,53,124,0
90.37,5.07,-0.25,2.22,0.65,0.67,0.29,0.26,-0.18,0.07,370,213,424,232,58,0,538,0,0,53,124,0
90.38,3.97,0.58,2.19,0.65,0.67,0.28,0.26,-0.18,0.07,372,213,426,233,58,0,538,0,0,53,125,0
90.39,3.51,1.19,2.35,0.65,0.68,0.27,0.26,-0.18,0.07,373,213,426,235,58,0,538,0,0,53,125,0
90.39,3.24,1.41,2.87,0.65,0.68,0.27,0.26,-0.18,0.07,374,213,425,234,57,0,538,0,0,53,125,0
90.39,3.67,1.50,3.18,0.65,0.69,0.26,0.26,-0.18,0.07,375,214,428,237,57,0,539,0,0,53,124,0
90.40,4.86,1.50,3.31,0.65,0.68,0.26,0.26,-0.18,0.07,376,213,427,236,57,0,536,0,0,53,125,0
90.40,6.12,1.22,3.47,0.66,0.68,0.26,0.26,-0.18,0.07,375,213,426,236,57,0,537,0,0,53,125,0
90.41,6.49,1.06,3.77,0.66,0.68,0.26,0.26,-0.18,0.07,376,214,426,237,57,0,537,0,0,53,127,0
90.42,6.44,0.76,4.03,0.65,0.68,0.25,0.26,-0.18,0.07,377,213,427,237,58,0,536,0,0,53,127,0
90.42,6.40,0.29,4.24,0.66,0.68,0.25,0.26,-0.18,0.07,377,213,428,237,58,0,537,0,0,53,129,0
90.43,6.01,-0.67,4.55,0.65,0.69,0.25,0.26,-0.18,0.07,378,213,427,238,59,0,537,0,0,53,130,0
90.43,6.82,-1.50,4.64,0.65,0.70,0.26,0.26,-0.18,0.07,379,213,426,238,58,0,537,0,0,53,130,0
90.43,7.87,-1.72,4.41,0.65,0.68,0.24,0.26,-0.18,0.07,381,213,427,238,58,0,537,0,0,53,132,0
90.44,8.54,-1.31,3.84,0.64,0.70,0.28,0.26,-0.18,0.07,382,213,427,238,59,1,536,0,0,53,132,0
90.44,9.14,-1.93,3.84,0.64,0.68,0.26,0.26,-0.18,0.07,383,213,428,238,59,0,537,0,0,53,133,0
90.45,8.93,-1.72,3.76,0.64,0.67,0.26,0.26,-0.18,0.07,384,212,429,237,60,0,536,0,0,52,133,0
90.46,8.52,-1.62,3.66,0.65,0.68,0.27,0.26,-0.18,0.07,385,213,428,237,58,0,535,0,0,54,134,0
90.46,8.29,-2.38,3.81,0.65,0.68,0.26,0.25,-0.18,0.07,386,213,428,239,58,0,536,0,0,53,134,0
90.46,8.60,-2.48,4.22,0.65,0.68,0.26,0.25,-0.18,0.07,386,213,430,239,58,0,536,0,0,53,134,0
90.47,8.82,-2.48,4.26,0.65,0.69,0.25,0.25,-0.18,0.07,387,213,429,240,59,0,536,0,0,53,134,0
90.47,9.10,-3.13,4.35,0.65,0.69,0.25,0.26,-0.18,0.06,387,213,431,239,58,0,536,0,0,54,135,0
90.48,9.86,-4.02,4.72,0.64,0.69,0.24,0.26,-0.18,0.06,387,213,430,238,59,0,535,0,0,53,135,0
90.49,10.35,-5.09,4.47,0.65,0.70,0.25,0.26,-0.19,0.07,388,213,431,239,58,0,535,0,0,53,135,0
90.49,11.29,-6.24,4.33,0.65,0.69,0.26,0.26,-0.19,0.07,389,213,430,239,58,0,534,0,0,53,135,0
90.50,11.52,-6.92,4.30,0.65,0.69,0.26,0.26,-0.19,0.07,390,213,430,238,59,0,533,0,0,53,135,0
90.50,12.76,-7.59,4.30,0.64,0.69,0.27,0.26,-0.18,0.07,391,212,431,239,59,0,533,0,0,53,136,0
90.50,13.17,-7.32,4.51,0.64,0.68,0.29,0.26,-0.18,0.07,392,213,431,239,58,0,532,1,0,53,136,0
90.51,12.99,-7.01,4.53,0.64,0.68,0.30,0.25,-0.19,0.06,393,213,431,239,59,0,532,0,0,53,135,0
90.51,12.10,-6.39,4.22,0.63,0.68,0.30,0.25,-0.19,0.06,394,213,430,240,59,0,532,0,0,53,136,0
90.52,11.40,-5.77,4.16,0.63,0.68,0.30,0.25,-0.19,0.06,393,213,430,240,59,0,531,0,0,53,136,0
90.53,10.62,-4.64,4.15,0.64,0.68,0.29,0.26,-0.19,0.07,394,213,430,239,58,0,532,0,0,53,135,0
90.53,10.05,-4.26,4.24,0.63,0.68,0.29,0.26,-0.19,0.07,394,213,430,238,58,0,532,0,0,53,136,0
90.54,9.64,-4.00,4.42,0.64,0.69,0.29,0.26,-0.19,0.06,395,213,431,239,58,0,531,0,0,53,136,0
90.54,9.76,-3.71,4.48,0.64,0.69,0.28,0.26,-0.19,0.06,396,213,430,238,58,0,531,0,0,53,138,0
90.54,10.25,-3.40,4.09,0.65,0.70,0.27,0.26,-0.19,0.06,396,213,430,238,59,0,531,0,0,53,138,0
90.55,10.49,-3.82,3.97,0.62,0.64,0.29,0.26,-0.18,0.06,397,213,430,239,59,0,531,0,0,53,142,0
90.56,11.19,-4.03,3.87,0.63,0.70,0.27,0.26,-0.18,0.06,398,213,430,239,57,0,531,1,0,53,141,0
90.56,11.52,-4.52,3.45,0.66,0.71,0.28,0.26,-0.18,0.06,398,213,430,239,59,0,531,0,0,53,142,0
90.57,13.27,-4.79,3.12,0.64,0.69,0.28,0.26,-0.18,0.07,399,213,432,237,58,0,530,0,0,53,144,0
90.57,13.60,-4.85,3.28,0.65,0.67,0.28,0.26,-0.18,0.07,400,213,432,237,58,0,531,0,0,53,145,0
90.58,13.82,-4.67,2.61,0.64,0.70,0.29,0.26,-0.19,0.06,401,213,434,236,59,0,530,0,0,53,147,0
90.58,14.08,-4.97,2.50,0.65,0.69,0.28,0.26,-0.19,0.06,401,213,434,235,59,0,530,0,0,53,149,0
90.58,15.00,-4.74,2.48,0.65,0.68,0.27,0.26,-0.19,0.06,401,214,434,235,59,0,512,1,0,54,151,0
90.59,14.85,-4.77,2.42,0.66,0.68,0.28,0.25,-0.18,0.06,402,213,436,235,60,0,512,0,0,53,155,0
90.60,15.02,-4.73,2.36,0.64,0.69,0.28,0.25,-0.18,0.06,403,214,437,233,62,0,510,0,0,54,157,0
