time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,class
3639.95,-4.93,1.17,1.91,0.94,0.05,0.23,0.34,0.07,0.08,143,322,476,419,87,1,530,54,84,116,175,0
3639.95,-4.59,1.73,1.47,0.94,0.06,0.24,0.34,0.07,0.08,143,322,476,418,87,0,530,54,84,116,175,0
3639.96,-4.30,1.95,1.83,0.93,0.06,0.25,0.34,0.07,0.08,143,321,476,418,87,0,513,54,84,116,175,0
3639.96,-4.03,1.50,1.64,0.94,0.06,0.25,0.34,0.07,0.08,143,321,477,419,87,0,530,59,85,116,176,0
3643.95,5.64,-0.05,2.33,0.74,0.51,0.36,0.31,-0.03,0.05,140,281,440,348,56,0,450,33,47,100,161,0
3643.95,5.94,0.04,2.78,0.74,0.50,0.36,0.31,-0.03,0.06,140,280,439,348,57,0,448,32,47,100,161,0
3643.96,5.72,-0.02,2.45,0.74,0.50,0.37,0.31,-0.03,0.06,140,280,440,348,57,0,448,32,47,100,161,0
3643.96,5.58,-0.04,2.57,0.74,0.50,0.37,0.31,-0.03,0.06,141,280,440,348,57,0,450,33,46,100,161,0
3643.97,5.50,0.16,2.35,0.74,0.50,0.37,0.32,-0.03,0.05,141,280,441,349,57,0,450,33,47,100,161,0
3643.97,5.22,-0.21,2.38,0.74,0.50,0.37,0.32,-0.03,0.05,140,280,441,348,56,0,449,33,46,100,160,0
3643.98,5.29,-0.22,2.27,0.74,0.50,0.37,0.32,-0.03,0.05,141,280,441,348,57,0,449,33,47,100,161,0
3643.98,5.23,-0.38,2.17,0.74,0.50,0.37,0.32,-0.03,0.05,141,280,441,349,56,0,449,33,47,100,161,0
3643.99,5.32,-0.51,2.28,0.73,0.50,0.37,0.32,-0.03,0.05,141,280,441,349,57,0,449,32,46,100,162,0
3643.99,5.17,-0.69,2.24,0.73,0.49,0.37,0.31,-0.03,0.05,141,280,440,349,57,0,449,33,47,99,161,0
3644.00,5.07,-0.45,1.82,0.73,0.48,0.36,0.31,-0.03,0.05,140,280,440,349,57,0,449,32,47,100,161,0
3644.00,4.75,-0.73,1.80,0.73,0.48,0.37,0.32,-0.03,0.05,140,280,441,349,57,0,449,32,46,100,161,0
3644.01,4.47,-0.89,1.60,0.73,0.48,0.37,0.32,-0.03,0.05,140,280,441,348,57,0,449,32,47,100,161,0
3644.01,3.96,-0.52,1.50,0.73,0.48,0.36,0.32,-0.03,0.05,140,279,440,349,56,0,448,32,47,100,161,0
3644.02,3.50,-0.46,1.45,0.73,0.48,0.36,0.32,-0.03,0.05,141,279,441,349,57,0,448,32,46,101,161,0
