time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,F1,F2,B1,B2,S1,S2,S3,S4,S5,class
852.52,3.06,-0.24,1.46,0.3,0.5,0.76,-0.13,0.16,-0.49,0,0,0,0,239,609,213,316,0,2
852.63,2.87,-0.35,1.64,0.31,0.49,0.76,-0.13,0.16,-0.49,0,0,0,0,238,608,212,313,0,2
852.73,3.46,0.2,1.46,0.31,0.5,0.76,-0.13,0.16,-0.49,0,0,0,0,236,608,209,308,0,2
852.84,3.74,-0.3,1.75,0.3,0.51,0.76,-0.13,0.16,-0.49,0,0,0,0,237,609,216,313,0,2
852.95,3.51,0.29,1.01,0.31,0.5,0.76,-0.13,0.16,-0.49,0,0,0,0,238,610,215,310,0,2
853.05,3.35,0.27,1.34,0.3,0.51,0.76,-0.13,0.16,-0.49,0,0,0,1,236,610,212,309,0,2
853.16,3.42,0.05,1.3,0.3,0.49,0.76,-0.13,0.16,-0.49,0,0,0,0,237,610,213,309,0,2
853.26,3.99,0,1.55,0.31,0.5,0.76,-0.13,0.16,-0.49,0,0,0,1,237,610,210,311,0,2
853.37,3.62,-0.56,1.84,0.31,0.49,0.76,-0.13,0.16,-0.49,0,0,0,0,237,609,208,309,0,2
853.47,2.97,0.03,1.23,0.3,0.49,0.76,-0.13,0.16,-0.49,0,0,0,0,237,609,198,304,0,2
853.58,2.95,-0.08,1.15,0.31,0.49,0.77,-0.14,0.16,-0.49,0,0,0,0,235,608,190,302,0,2
853.68,3.75,-0.38,1.84,0.31,0.49,0.77,-0.14,0.16,-0.48,0,0,0,0,237,609,209,309,0,2
853.79,3.78,-0.71,1.21,0.31,0.49,0.77,-0.13,0.16,-0.49,0,0,0,0,236,610,204,306,0,2
853.9,3.17,0.23,1.09,0.3,0.5,0.77,-0.14,0.16,-0.49,1,0,0,0,236,610,204,303,0,2
854,3.18,0.61,0.69,0.31,0.49,0.77,-0.13,0.16,-0.49,0,0,0,0,236,610,207,302,0,2
854.11,3.03,0.4,0.89,0.31,0.5,0.77,-0.13,0.16,-0.49,0,0,0,0,235,609,209,306,0,2
854.21,3.71,0.31,0.45,0.31,0.5,0.76,-0.13,0.16,-0.49,0,0,0,0,238,610,213,315,0,2
854.32,4.72,1.19,0.3,0.31,0.49,0.76,-0.13,0.16,-0.5,0,0,0,0,241,611,223,320,0,2
854.42,22.3,-3.67,7.43,0.36,0.66,0.82,-0.14,0.16,-0.49,0,0,0,0,240,603,256,319,0,2
854.53,59.38,-119.72,-28.03,0.26,0.23,1.2,-0.18,0.25,-0.47,0,0,0,0,234,592,299,314,0,2
854.63,11.64,-124.46,30.02,0,0.05,0.56,-0.26,0.3,-0.36,0,0,1,0,240,599,286,241,0,2
854.74,76.2,-116.5,24.67,-0.15,0.17,0.98,-0.35,0.35,-0.29,0,0,0,0,240,572,275,250,0,2
854.84,59.3,-82,8.12,-0.35,0.16,0.81,-0.38,0.36,-0.24,0,0,0,0,264,580,255,292,0,2
854.95,60.39,-89.53,3.53,-0.58,0.07,0.91,-0.44,0.36,-0.2,0,0,0,0,296,547,231,227,0,2
855.05,28.75,-65.23,-9.98,-0.63,-0.14,0.81,-0.46,0.38,-0.14,0,0,0,0,322,498,169,219,0,2
855.16,51.08,-27.18,-4.44,-0.62,-0.07,0.77,-0.46,0.39,-0.1,0,0,0,0,335,451,148,188,0,2
855.27,36.04,-17.18,25.95,-0.49,-0.29,0.72,-0.46,0.41,-0.06,0,0,0,0,326,426,128,229,0,2
855.37,-32.92,-38.68,107.36,-0.51,-0.19,0.67,-0.45,0.45,-0.03,0,0,0,0,320,375,125,278,0,2
855.48,-135.23,-93.53,104.71,-0.44,-0.65,0.71,-0.39,0.54,-0.04,0,0,0,0,318,283,115,233,0,2
855.58,-65.95,-48.83,79.28,-0.61,-0.39,0.55,-0.37,0.61,-0.08,0,0,0,0,321,247,113,250,0,2
855.69,16.83,67.45,96.57,-0.72,-0.35,0.13,-0.39,0.71,-0.1,0,0,0,0,323,233,115,257,0,2
855.79,47.92,30.36,111.79,-0.4,-0.66,0.57,-0.28,0.73,-0.09,0,0,0,0,322,241,116,346,0,2
855.9,-46.8,-40.47,30.85,-0.32,-0.67,0.58,-0.21,0.74,-0.1,0,0,0,0,322,293,116,374,0,2
856.01,24.12,-45.26,7.56,-0.53,-0.67,0.57,-0.16,0.7,-0.11,0,0,0,0,323,335,118,400,0,2
856.11,33.12,-3.75,-14.09,-0.41,-0.85,0.61,-0.14,0.68,-0.07,0,0,0,0,323,372,142,377,0,2
856.22,-78.31,63.55,-80.28,-0.49,-0.84,0.43,-0.17,0.67,-0.08,0,0,0,0,309,386,178,307,0,2
856.32,-212.63,101.97,-91.94,-0.51,-0.29,0.89,-0.24,0.63,-0.21,0,0,0,0,252,368,199,135,0,2
856.43,-286.07,1.14,-123.94,-0.32,0.18,0.88,-0.26,0.47,-0.39,0,0,0,0,221,360,223,171,0,2
856.53,-264.81,-33.28,-130.89,-0.11,1.51,-0.2,-0.3,0.2,-0.42,0,0,0,0,217,350,198,193,0,2
856.64,-55.95,62.2,70.62,-0.15,1.1,0.27,-0.21,0.06,-0.42,0,0,0,0,219,340,179,206,0,2
856.74,59.61,88.07,169.34,-0.09,0.94,0.44,-0.16,0.08,-0.44,0,0,0,0,233,341,164,222,0,2
856.85,142.72,72.09,236.62,-0.25,0.42,0.75,-0.14,0.19,-0.48,0,0,0,0,253,339,171,232,0,2
856.95,63.2,45.6,194.33,-0.33,-0.24,0.88,-0.12,0.32,-0.48,0,0,0,0,268,351,225,232,0,2
857.06,-3.5,-9.29,109.36,-0.57,-0.14,0.9,-0.08,0.36,-0.47,0,0,0,0,282,344,230,283,0,2
857.16,34.62,1.52,96.73,-0.6,-0.29,0.65,-0.06,0.38,-0.47,0,0,0,0,292,317,249,328,0,2
857.27,41.11,10.43,49.71,-0.67,-0.43,0.74,-0.03,0.43,-0.45,0,0,0,0,291,297,262,356,0,2
857.38,-21.03,3.22,-10.47,-0.63,-0.23,0.72,-0.02,0.43,-0.45,0,0,0,0,297,289,264,356,0,2
857.48,14.6,5.46,19.59,-0.61,-0.24,0.74,-0.01,0.42,-0.46,0,0,0,0,300,297,284,296,0,2
857.59,23.71,10.79,23.76,-0.55,-0.33,0.67,0,0.44,-0.45,0,0,0,0,299,258,281,322,0,2
857.69,-12.53,7.88,19.16,-0.55,-0.27,0.69,0.01,0.43,-0.45,0,0,0,0,309,265,281,300,0,2
