time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,F1,F2,B1,B2,S1,S2,S3,S4,S5,class
1496.94,3.11,0.07,1.22,0.16,-0.19,0.94,-0.24,0.51,-0.38,0,0,0,0,209,575,272,205,0,2
1497.05,3.29,-0.31,1.1,0.15,-0.19,0.93,-0.25,0.51,-0.38,0,0,0,0,203,575,270,203,0,2
1497.15,3.2,-0.27,1.04,0.16,-0.19,0.94,-0.24,0.51,-0.38,0,0,0,0,203,573,270,203,0,2
1497.26,3.69,-0.35,1.26,0.15,-0.19,0.93,-0.24,0.51,-0.37,0,0,0,0,204,575,271,204,0,2
1497.36,3.62,0.11,1.24,0.16,-0.19,0.93,-0.25,0.51,-0.38,0,0,0,0,205,576,272,204,0,2
1497.47,3.51,0.05,1.23,0.15,-0.19,0.94,-0.25,0.51,-0.39,0,0,0,0,206,574,270,205,0,2
1497.57,3.34,-0.26,1.52,0.15,-0.19,0.94,-0.25,0.51,-0.38,0,0,0,0,206,576,271,205,0,2
1497.68,3.69,-0.15,1.12,0.16,-0.19,0.94,-0.25,0.51,-0.38,0,0,0,0,204,576,270,205,0,2
1497.79,3.44,0,1.31,0.16,-0.19,0.93,-0.25,0.51,-0.38,0,0,0,0,204,574,269,204,0,2
1497.89,3.73,0.1,1.23,0.15,-0.19,0.93,-0.24,0.51,-0.38,0,0,0,0,202,575,269,203,0,2
1498,5.67,-4.12,-0.36,0.18,-0.2,0.95,-0.25,0.5,-0.38,0,0,0,0,200,574,273,204,0,2
1498.1,49.2,0.07,-3.39,0.16,-0.13,0.98,-0.25,0.51,-0.37,0,0,0,1,222,577,283,207,0,2
1498.21,192.29,-26.57,-21.18,0.14,-0.71,1.25,-0.26,0.57,-0.28,0,0,0,0,208,569,284,205,0,2
1498.31,115.39,-59.67,-106.97,-0.27,-1.05,0.83,-0.33,0.58,-0.12,0,0,0,0,166,560,282,207,0,2
1498.42,18.27,-77.73,-154.25,-0.2,-0.63,0.41,-0.43,0.52,-0.05,0,0,0,0,95,560,282,256,0,2
1498.53,-17.19,-29.09,-128.31,-0.44,-0.68,0.56,-0.47,0.41,0,0,0,0,0,70,565,292,273,0,2
1498.63,-37.72,-48.26,-108,-0.59,-0.36,0.2,-0.49,0.33,0.05,0,0,0,0,76,565,301,286,0,2
1498.74,31.75,-27.77,-17.85,-0.69,-0.11,0.18,-0.48,0.27,0.08,0,0,0,0,37,571,331,292,0,2
1498.84,36.58,24.19,22.78,-0.91,-0.39,0.23,-0.47,0.28,0.08,0,0,0,0,73,578,358,300,0,2
1498.95,9.05,23.84,2.75,-0.79,-0.55,0.42,-0.47,0.28,0.06,0,0,0,0,56,585,364,309,0,2
1499.05,7.77,1.44,-4.83,-0.81,-0.53,0.39,-0.48,0.29,0.06,0,0,0,0,58,586,367,310,0,2
1499.16,16.33,-16.91,-6.96,-0.74,-0.52,0.4,-0.48,0.28,0.06,0,0,0,0,39,588,369,308,0,2
1499.26,11.5,14.35,-5.2,-0.81,-0.49,0.4,-0.48,0.28,0.06,0,0,0,0,14,592,370,314,0,2
1499.37,-2.68,-4.43,-10.28,-0.78,-0.53,0.36,-0.48,0.27,0.06,0,0,0,0,0,593,369,310,0,2
1499.47,3.05,-8.72,12.33,-0.84,-0.45,0.36,-0.49,0.27,0.07,0,0,1,0,0,594,369,309,0,2
1499.58,1.5,11.48,-7.38,-0.8,-0.45,0.43,-0.49,0.27,0.06,0,0,0,0,0,596,366,310,0,2
1499.69,8.93,2.69,-9.81,-0.8,-0.37,0.37,-0.48,0.27,0.06,0,0,0,0,0,596,365,309,0,2
1499.79,-15.66,-7.81,4.32,-0.87,-0.54,0.33,-0.48,0.28,0.06,0,0,0,0,0,598,358,310,0,2
1499.9,3.4,5.54,2.52,-0.86,-0.41,0.45,-0.49,0.27,0.06,0,0,0,0,0,606,343,311,0,2
1500,-1.85,10.54,-19.75,-0.68,-0.32,0.5,-0.48,0.27,0.05,0,0,0,0,1,638,331,321,0,2
1500.11,-3.53,3.74,91.21,-0.82,-0.26,0.82,-0.49,0.29,0.06,0,1,0,0,0,665,317,342,0,2
1500.21,-25.39,-60.28,143.67,-0.72,-0.88,0.58,-0.45,0.39,0.09,0,0,0,0,0,662,298,327,0,2
1500.32,-122.41,-114.8,39.62,-0.58,-1.01,0.4,-0.38,0.49,0.12,0,0,0,0,0,662,303,283,0,2
1500.42,-130.24,-166.29,41.49,-0.54,-0.6,0.23,-0.33,0.55,0.11,0,0,0,0,0,663,306,236,0,2
1500.53,-173.22,-147.54,89.93,-0.61,-0.47,0.12,-0.25,0.62,0.09,0,0,0,0,7,652,307,170,0,2
1500.64,-105.17,-62.47,151.2,-0.44,-0.53,0.16,-0.14,0.67,-0.01,0,0,0,26,103,643,299,145,0,2
1500.74,-66.09,-56.43,174.31,-0.14,-0.94,0.43,0.02,0.66,-0.07,0,0,0,41,183,644,300,97,0,2
1500.85,-114.84,-62.55,86.33,-0.29,-1.01,0.46,0.12,0.61,-0.18,0,0,0,0,248,645,311,125,0,2
1500.95,8.1,-5.31,23.56,-0.25,-0.84,0.61,0.16,0.59,-0.2,0,0,0,0,263,642,322,156,0,2
1501.06,11.37,-10.3,0.25,-0.23,-0.79,0.61,0.16,0.6,-0.2,0,0,0,55,265,636,327,178,0,2
1501.16,18.81,-16.15,13.19,-0.21,-0.8,0.47,0.15,0.59,-0.21,0,0,0,24,269,635,331,179,0,2
1501.27,15.73,-5.75,7.42,-0.19,-0.88,0.45,0.16,0.6,-0.2,0,0,0,0,247,622,322,172,1,2
1501.37,-2.51,1.83,3.81,-0.21,-0.84,0.47,0.16,0.59,-0.2,0,0,0,0,232,616,317,162,0,2
1501.48,7,5.25,4.84,-0.22,-0.85,0.52,0.17,0.59,-0.2,0,0,0,0,245,619,315,159,0,2
1501.58,9.74,3.99,3.72,-0.22,-0.82,0.45,0.17,0.59,-0.2,0,0,0,0,250,626,315,151,0,2
1501.69,15.04,6.58,2.49,-0.2,-0.88,0.49,0.17,0.59,-0.18,0,0,0,0,249,627,316,158,0,2
1501.8,7.43,7.66,-0.02,-0.21,-0.88,0.48,0.18,0.59,-0.18,0,0,0,0,276,627,317,164,0,2
1501.9,6.34,4.31,-0.97,-0.21,-0.82,0.54,0.17,0.6,-0.17,0,0,0,0,308,628,317,196,0,2
1502.01,-0.04,-1.13,-0.94,-0.19,-0.84,0.49,0.18,0.6,-0.18,0,0,0,0,342,630,320,292,0,2
1502.11,-6.09,-1.32,0.81,-0.19,-0.84,0.48,0.17,0.6,-0.18,0,0,0,0,359,629,321,348,0,2
