S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp
2,72,2,2,99,3,436,0,14,138,16,60,0,48,2,147,0,159,0,6,10,0,21,88,12,51,2,120,260,-1.29890906810761,0.351755559444427,0.625459253787994,-1.90708684921265,0.605754196643829,0.85947573184967,-1.4052232503891,0.648906946182251,0.8612459897995,-1.72123265266418,0.572537004947662,0.867031216621399,14_Jun_2023_08:31
0,91,1,0,119,11,380,6,10,218,4,68,0,44,2,151,3,184,3,10,18,1,22,94,12,63,1,119,230,-1.29643476009369,0.3516785800457,0.629442989826202,-1.90712738037109,0.610235333442688,0.779617786407471,-1.40598404407501,0.646790325641632,0.864165306091309,-1.7271374464035,0.573542594909668,0.823928654193878,14_Jun_2023_08:31
2,42,3,1,120,2,300,5,14,164,7,59,0,52,3,112,0,225,1,9,17,1,28,102,29,156,5,166,234,-1.2948112487793,0.351975560188293,0.634031891822815,-1.88939130306244,0.611657679080963,0.679963707923889,-1.408287525177,0.644839525222778,0.866878867149353,-1.72587609291077,0.576945245265961,0.76787656545639,14_Jun_2023_08:31
0,76,2,2,96,4,275,0,15,147,4,59,1,57,3,71,2,212,2,14,12,2,24,87,35,200,4,201,209,-1.29548692703247,0.3530533015728,0.63836133480072,-1.84517991542816,0.609477460384369,0.580665051937103,-1.41228806972504,0.643219888210297,0.871012151241303,-1.70949864387512,0.574941396713257,0.708074152469635,14_Jun_2023_08:31
1,115,1,1,91,3,273,2,5,147,2,56,0,47,6,68,0,98,5,14,17,1,24,89,21,189,11,227,224,-1.29327094554901,0.353864192962646,0.643733859062195,-1.77804374694824,0.601007878780365,0.494831800460815,-1.41647136211395,0.643137454986572,0.874036729335785,-1.67861866950989,0.569060444831848,0.653588354587555,14_Jun_2023_08:31
0,96,0,3,64,2,323,51,4,178,2,66,1,63,4,77,0,75,16,17,30,1,31,104,31,187,27,245,247,-1.29207742214203,0.354660153388977,0.648174941539764,-1.69033563137054,0.58482962846756,0.426914125680923,-1.4222606420517,0.641197383403778,0.87355363368988,-1.63603925704956,0.560027897357941,0.607775688171387,14_Jun_2023_08:31
0,141,0,14,85,10,391,41,6,208,40,68,0,55,3,94,4,65,19,36,29,0,27,84,32,235,57,282,260,-1.28968393802643,0.355476021766663,0.650907933712006,-1.58937346935272,0.57081550359726,0.385267466306686,-1.42776012420654,0.639752328395844,0.871404349803925,-1.58711552619934,0.552552580833435,0.57551634311676,14_Jun_2023_08:31
1,147,0,22,0,10,494,81,41,244,38,76,0,58,5,91,1,57,29,43,35,0,28,92,37,210,24,316,253,-1.28433954715729,0.356360107660294,0.653437674045563,-1.49390244483948,0.552170991897583,0.370499759912491,-1.43260419368744,0.638236045837402,0.868873417377472,-1.5389438867569,0.540809571743012,0.556037366390228,14_Jun_2023_08:31
0,113,0,18,1,1,630,41,13,225,15,75,0,58,4,100,1,52,16,19,47,0,33,94,37,213,29,297,263,-1.27637028694153,0.357863306999207,0.654676020145416,-1.42397892475128,0.536333441734314,0.372147470712662,-1.43557393550873,0.636985599994659,0.867461681365967,-1.50058913230896,0.530780255794525,0.547347128391266,14_Jun_2023_08:31
1,112,0,15,2,2,626,1,2,227,36,67,1,50,3,99,4,69,29,18,47,1,33,77,33,180,50,310,251,-1.27186191082001,0.35872146487236,0.655733108520508,-1.38194012641907,0.520103633403778,0.380606442689896,-1.4367561340332,0.63537859916687,0.866886675357819,-1.47936761379242,0.519542217254639,0.545337080955505,14_Jun_2023_08:31
1,130,0,25,164,3,576,2,12,203,49,65,0,52,5,81,6,102,20,23,51,3,39,58,72,155,69,288,258,-1.27110624313355,0.35888859629631,0.656036734580994,-1.36308860778809,0.483711421489716,0.3943732380867,-1.4372661113739,0.632496118545532,0.865903913974762,-1.47274553775787,0.489811420440674,0.549930274486542,14_Jun_2023_08:31
0,136,5,5,152,4,523,2,16,173,26,59,1,50,4,80,3,58,23,21,56,3,48,40,73,140,68,227,232,-1.2700777053833,0.358338594436645,0.657914757728577,-1.37152493000031,0.419381678104401,0.401209682226181,-1.43682634830475,0.631725251674652,0.863282322883606,-1.47525656223297,0.450072526931763,0.557236075401306,14_Jun_2023_08:31
1,96,2,2,136,2,427,2,35,148,69,58,0,50,6,63,9,75,11,11,65,1,42,33,74,98,59,176,207,-1.26900589466095,0.35694232583046,0.658549666404724,-1.39634478092194,0.343504726886749,0.422413557767868,-1.43646049499512,0.631704390048981,0.859509646892548,-1.49147033691406,0.404534935951233,0.574029624462128,14_Jun_2023_08:31
1,96,2,2,107,1,430,1,68,154,113,58,0,39,4,57,4,122,16,0,69,3,40,18,77,88,55,157,171,-1.27073264122009,0.355609774589539,0.657043218612671,-1.41446471214294,0.261198967695236,0.469830185174942,-1.43857181072235,0.631144642829895,0.856869041919708,-1.50566327571869,0.365180522203445,0.600207209587097,14_Jun_2023_08:31
3,47,5,2,115,5,391,1,80,159,96,57,1,48,3,60,15,85,30,8,72,0,38,18,77,82,44,139,219,-1.27277672290802,0.354248970746994,0.654727697372437,-1.43314182758331,0.199894085526466,0.530552625656128,-1.44152307510376,0.630887925624847,0.854216456413269,-1.52258098125458,0.330799549818039,0.635523676872253,14_Jun_2023_08:31
1,56,2,3,96,20,389,2,159,155,67,57,0,48,6,64,7,28,15,10,78,3,43,10,79,92,30,131,215,-1.2748054265976,0.353708803653717,0.654125571250916,-1.46061682701111,0.166661262512207,0.574414730072022,-1.44662725925446,0.629038035869598,0.852224171161652,-1.54566299915314,0.308268398046494,0.666964888572693,14_Jun_2023_08:31
1,108,1,2,89,14,298,3,102,152,38,57,0,49,2,56,4,68,19,10,76,0,44,17,79,112,38,142,203,-1.27362179756165,0.354667991399765,0.655218303203583,-1.47626340389252,0.152771085500717,0.600942552089691,-1.45052397251129,0.628913581371307,0.852585136890411,-1.55626320838928,0.301063656806946,0.687040567398071,14_Jun_2023_08:31
1,106,1,1,94,6,329,4,71,157,86,63,0,49,3,64,4,68,30,16,86,0,41,21,81,189,40,153,214,-1.27258050441742,0.354821145534515,0.657224833965302,-1.46884918212891,0.150469124317169,0.591075122356415,-1.45210611820221,0.62757009267807,0.852494060993195,-1.54720640182495,0.300066262483597,0.677627503871918,14_Jun_2023_08:31
1,91,0,2,97,8,331,3,52,184,56,63,0,56,7,69,4,72,44,13,100,1,42,28,70,194,38,172,222,-1.27210557460785,0.354578077793121,0.659975051879883,-1.45276236534119,0.185764238238335,0.540803968906403,-1.44928574562073,0.63007378578186,0.853547811508179,-1.5370432138443,0.32363149523735,0.640828371047974,14_Jun_2023_08:31
1,92,2,1,80,16,315,0,34,201,44,66,0,56,4,68,9,89,24,17,99,0,38,33,43,144,35,198,236,-1.27106976509094,0.354488402605057,0.662853896617889,-1.4459193944931,0.266406387090683,0.463420152664185,-1.44600594043732,0.632030010223389,0.855566143989563,-1.53532421588898,0.370741248130798,0.59459775686264,14_Jun_2023_08:31
1,167,1,1,82,18,239,4,11,168,47,60,0,57,6,82,0,38,6,17,83,0,35,46,60,140,19,219,238,-1.26949644088745,0.354797035455704,0.664711177349091,-1.44708836078644,0.379454106092453,0.400290071964264,-1.44178819656372,0.635385572910309,0.857179820537567,-1.53608739376068,0.442135334014893,0.556136846542358,14_Jun_2023_08:31
0,158,0,1,1,11,249,348,16,187,10,62,0,56,2,99,1,31,0,16,66,2,26,78,22,134,12,267,299,-1.26745796203613,0.355745822191238,0.663761973381043,-1.4627548456192,0.493325293064117,0.370915561914444,-1.43739128112793,0.638056635856628,0.860030353069305,-1.54422414302826,0.51018762588501,0.542151927947998,14_Jun_2023_08:31
1,130,1,0,0,4,246,181,6,158,1,58,1,53,3,115,3,67,2,6,22,1,20,97,40,129,5,262,289,-1.26516497135162,0.356846630573273,0.660913050174713,-1.50472748279572,0.60005658864975,0.376941561698914,-1.43258154392242,0.639859735965729,0.862862110137939,-1.56851708889008,0.572121381759644,0.552147507667542,14_Jun_2023_08:31
2,95,0,3,0,2,303,42,6,168,3,62,0,48,8,141,5,3,0,0,26,1,27,88,27,133,3,238,319,-1.26480031013489,0.357650756835937,0.655436456203461,-1.57505524158478,0.677905321121216,0.398858994245529,-1.42837131023407,0.641545295715332,0.86516535282135,-1.59971404075623,0.619302034378052,0.578167974948883,14_Jun_2023_08:31
1,73,1,1,1,3,299,57,5,212,2,69,0,46,3,140,3,8,0,2,10,0,25,72,19,144,2,193,341,-1.2675062417984,0.357901901006699,0.648904979228973,-1.65244770050049,0.715715289115906,0.435367077589035,-1.42285764217377,0.643493950366974,0.86413699388504,-1.63210558891296,0.643199622631073,0.610785007476807,14_Jun_2023_08:31
2,39,2,3,1,8,321,10,9,237,4,70,0,55,2,130,0,29,0,3,10,2,24,43,41,125,3,160,320,-1.27059721946716,0.356889635324478,0.643331825733185,-1.72817158699036,0.724807560443878,0.486362278461456,-1.41832482814789,0.646074891090393,0.860874116420746,-1.66641163825989,0.65049421787262,0.651400744915008,14_Jun_2023_08:31
1,57,2,1,94,0,325,2,13,242,4,76,1,62,2,118,2,45,1,4,11,0,25,35,29,125,3,190,276,-1.27442610263824,0.355369329452515,0.639355421066284,-1.79254055023193,0.704054832458496,0.542861044406891,-1.41418218612671,0.646590888500214,0.860198616981506,-1.694011926651,0.633543908596039,0.690702855587006,14_Jun_2023_08:31
4,89,1,1,80,3,316,0,17,184,4,62,0,62,2,116,0,73,1,9,12,1,33,44,47,103,4,194,248,-1.27518594264984,0.353851020336151,0.637829005718231,-1.83481633663178,0.636409640312195,0.584198415279388,-1.41112947463989,0.645394206047058,0.858727037906647,-1.71259534358978,0.589541137218475,0.7225102186203,14_Jun_2023_08:31
2,67,3,2,50,7,295,1,9,153,1,56,1,54,2,88,1,87,0,7,19,1,33,18,40,97,14,176,196,-1.27374863624573,0.352669477462769,0.638530254364014,-1.84833931922913,0.548636376857758,0.610049784183502,-1.41067600250244,0.643393218517303,0.858926177024841,-1.71912407875061,0.534202396869659,0.746683239936829,14_Jun_2023_08:31
0,73,2,4,61,6,285,1,75,138,11,57,1,52,2,87,1,115,7,13,44,0,36,27,36,89,7,154,191,-1.27341687679291,0.351995080709457,0.63999605178833,-1.83472895622253,0.457541346549988,0.615640699863434,-1.41215467453003,0.640929102897644,0.859381139278412,-1.71176886558533,0.479367464780808,0.754421889781952,14_Jun_2023_08:31
1,79,2,0,72,1,251,0,64,125,8,54,3,48,1,63,0,106,7,13,38,1,38,31,41,58,33,144,198,-1.27379775047302,0.352098137140274,0.642122328281403,-1.80807030200958,0.380627036094665,0.600490033626556,-1.41514790058136,0.637823581695557,0.860497236251831,-1.69733285903931,0.436144948005676,0.741620719432831,14_Jun_2023_08:31
1,80,0,1,49,2,241,0,51,121,5,50,3,53,7,69,1,50,13,7,48,0,43,29,48,76,33,155,219,-1.27392387390137,0.352240532636642,0.645481169223785,-1.75371372699738,0.317052453756332,0.560362339019775,-1.42183792591095,0.635465323925018,0.860191583633423,-1.67244017124176,0.399223953485489,0.708440542221069,14_Jun_2023_08:31
0,66,2,1,64,10,265,5,60,129,64,55,0,55,6,76,5,67,12,15,72,0,41,31,82,70,35,170,224,-1.27234637737274,0.352200746536255,0.649161398410797,-1.6810622215271,0.271908938884735,0.521934270858765,-1.42976188659668,0.633597493171692,0.857001304626465,-1.63658344745636,0.368555665016174,0.676196038722992,14_Jun_2023_08:31
0,78,1,2,99,1,318,1,68,182,51,64,1,55,6,78,3,99,8,44,174,1,43,28,79,106,69,178,220,-1.26932871341705,0.352068036794662,0.652529239654541,-1.59082055091858,0.249947443604469,0.490423649549484,-1.43666982650757,0.632208228111267,0.850611746311188,-1.59604740142822,0.349491596221924,0.647628009319305,14_Jun_2023_08:31
1,48,0,1,98,4,376,0,68,153,83,57,0,55,8,77,9,123,16,31,294,1,42,26,78,126,48,183,235,-1.26514637470245,0.352147340774536,0.656671941280365,-1.50481986999512,0.256866961717606,0.458466470241547,-1.44084203243256,0.632049441337585,0.844858169555664,-1.55599963665009,0.352865308523178,0.610166609287262,14_Jun_2023_08:31
0,65,0,0,103,3,370,0,63,195,87,66,1,55,5,80,0,137,16,20,289,1,43,35,47,124,42,177,243,-1.25876927375793,0.352327078580856,0.660882413387299,-1.43724751472473,0.284291088581085,0.440958350896835,-1.44163811206818,0.632414758205414,0.842247426509857,-1.52782940864563,0.374377429485321,0.577913641929626,14_Jun_2023_08:31
1,105,0,1,105,5,398,5,49,187,56,57,2,59,6,83,9,172,18,20,23,2,36,61,30,120,29,238,258,-1.25799369812012,0.353028863668442,0.662889540195465,-1.39675545692444,0.344003170728684,0.414438724517822,-1.43909561634064,0.634802639484406,0.844693660736084,-1.50527453422546,0.420908063650131,0.548409640789032,14_Jun_2023_08:31
0,148,1,2,1,31,418,1,12,185,40,63,0,72,9,90,1,155,10,18,27,0,34,92,29,101,8,215,250,-1.25906455516815,0.35426539182663,0.663428544998169,-1.38218951225281,0.433773428201675,0.386849045753479,-1.43620002269745,0.635922014713287,0.851840972900391,-1.49464333057404,0.484374433755875,0.531638145446777,14_Jun_2023_08:31
1,124,0,2,0,21,339,25,12,172,15,59,1,69,4,93,10,199,4,17,22,5,22,88,42,75,3,196,233,-1.25850224494934,0.354924589395523,0.663638770580292,-1.3930606842041,0.52528178691864,0.371760040521622,-1.4333997964859,0.636217892169952,0.85679167509079,-1.49956047534943,0.542408406734467,0.528866529464722,14_Jun_2023_08:31
2,88,0,1,2,4,277,68,4,166,6,61,0,47,3,119,7,213,1,14,12,1,25,102,38,69,2,196,283,-1.25840640068054,0.354809582233429,0.662426769733429,-1.43828427791595,0.601726710796356,0.366736173629761,-1.42945754528046,0.638469099998474,0.861754536628723,-1.52149164676666,0.587256193161011,0.537568151950836,14_Jun_2023_08:31
0,69,2,1,1,2,270,57,2,169,3,63,1,53,2,126,2,106,0,2,8,4,24,95,31,59,7,169,333,-1.25902211666107,0.354844272136688,0.659660816192627,-1.5103030204773,0.645945847034454,0.37239533662796,-1.42439603805542,0.640411615371704,0.864494383335114,-1.55738997459412,0.613647162914276,0.555158853530884,14_Jun_2023_08:31
2,87,0,2,1,1,297,53,7,184,3,63,1,52,1,155,8,49,1,7,12,0,20,104,13,57,7,156,335,-1.26093864440918,0.355066269636154,0.655425369739533,-1.59779036045074,0.667338609695435,0.396850764751434,-1.41852533817291,0.64223438501358,0.866344451904297,-1.60045039653778,0.623762845993042,0.583451628684998,14_Jun_2023_08:31
2,48,0,5,1,3,323,53,10,199,4,64,1,50,3,160,6,16,0,1,5,0,37,105,9,57,1,122,413,-1.26389455795288,0.355169922113419,0.650692641735077,-1.69222676753998,0.67198657989502,0.44506824016571,-1.41268062591553,0.643866300582886,0.867832183837891,-1.64563369750977,0.62336665391922,0.624420940876007,14_Jun_2023_08:31
1,56,0,1,1,3,349,20,8,187,1,62,3,56,5,194,7,12,0,14,14,0,19,95,10,57,2,116,391,-1.26842248439789,0.354502260684967,0.645615935325623,-1.77517259120941,0.672953009605408,0.517886400222778,-1.40788793563843,0.646564304828644,0.86736011505127,-1.68369114398956,0.620807826519012,0.67717319726944,14_Jun_2023_08:31
2,59,1,1,101,6,406,4,38,206,4,68,3,47,3,182,6,8,2,4,9,0,18,114,10,42,1,96,407,-1.27419257164001,0.353901714086533,0.64020186662674,-1.83642971515656,0.674501895904541,0.607762336730957,-1.40542936325073,0.648841977119446,0.865251421928406,-1.70780420303345,0.617307305335999,0.736409604549408,14_Jun_2023_08:31
4,50,7,1,68,8,436,2,31,177,1,62,0,51,3,189,8,17,1,4,9,0,17,115,9,42,1,105,436,-1.28022599220276,0.3538538813591,0.635309755802155,-1.87871503829956,0.672240018844605,0.704377412796021,-1.40521633625031,0.650787770748138,0.863600730895996,-1.71905064582825,0.615485310554504,0.791792809963226,14_Jun_2023_08:31
0,35,1,1,67,8,454,0,24,120,5,51,1,55,2,202,4,8,0,2,10,0,12,114,7,72,0,72,455,-1.28792202472687,0.354457944631577,0.630744159221649,-1.8963315486908,0.666893064975739,0.799603462219238,-1.40577733516693,0.651877582073212,0.862826347351074,-1.71989893913269,0.610326409339905,0.842239916324616,14_Jun_2023_08:31
2,48,1,1,44,7,457,1,3,99,5,48,1,59,3,157,2,14,0,12,11,0,12,62,8,87,0,73,439,-1.29605901241303,0.354454040527344,0.627600729465485,-1.89764845371246,0.650932669639587,0.881289005279541,-1.40600681304932,0.652162611484528,0.865019381046295,-1.71472430229187,0.600866258144379,0.88375061750412,14_Jun_2023_08:31
0,50,0,3,55,18,450,4,1,124,8,53,0,45,3,138,5,36,0,9,10,0,13,51,9,29,1,65,314,-1.30247783660889,0.354693353176117,0.626709043979645,-1.89583110809326,0.636281192302704,0.921127736568451,-1.40512371063232,0.651717007160187,0.869552373886108,-1.7118399143219,0.594647943973541,0.906722247600555,14_Jun_2023_08:31
3,22,0,1,31,11,424,2,1,132,6,55,1,48,3,120,6,103,1,12,12,0,11,54,17,31,0,72,248,-1.30255472660065,0.354232370853424,0.629208505153656,-1.89892470836639,0.633521378040314,0.907953441143036,-1.40456664562225,0.651089131832123,0.873060584068298,-1.7146075963974,0.592400133609772,0.90103143453598,14_Jun_2023_08:31
1,33,2,1,61,3,414,2,3,146,6,56,1,49,3,117,4,136,1,6,12,2,15,47,15,40,3,70,251,-1.29676449298859,0.353893876075745,0.633966863155365,-1.90568888187408,0.63239586353302,0.853006660938263,-1.40473651885986,0.650977373123169,0.874732673168182,-1.72160255908966,0.592068672180176,0.868892729282379,14_Jun_2023_08:31
