S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp
1,105,0,3,0,2,357,54,3,236,21,70,1,48,2,190,9,6,9,27,45,0,38,109,33,262,7,331,222,-1.25088441371918,0.349233508110046,0.691407978534699,-1.35535395145416,0.456803470849991,0.447720646858215,-1.3935923576355,0.663249135017395,0.869267284870148,-1.47570693492889,0.479101806879044,0.582451581954956,14_Jun_2023_08:27
1,91,0,1,1,2,392,2,11,266,36,78,0,65,3,240,13,39,5,35,167,2,49,49,51,261,31,263,218,-1.24745857715607,0.348357498645783,0.691422820091248,-1.35792100429535,0.372111082077026,0.4691481590271,-1.40235126018524,0.65910679101944,0.85929948091507,-1.48116159439087,0.427652209997177,0.593820452690125,14_Jun_2023_08:27
1,51,1,1,127,1,394,3,48,303,42,85,0,58,2,238,1,33,2,38,161,1,44,52,55,220,29,207,250,-1.24903225898743,0.347288250923157,0.689388334751129,-1.44055354595184,0.306172758340836,0.471731811761856,-1.40634620189667,0.657363951206207,0.853659510612488,-1.52199113368988,0.399179816246033,0.612305760383606,14_Jun_2023_08:27
0,52,0,1,158,5,357,1,55,256,36,71,0,63,2,212,5,6,9,28,223,0,62,52,62,179,27,167,253,-1.25672554969788,0.345451146364212,0.6856489777565,-1.54867494106293,0.300505101680756,0.477248191833496,-1.40350770950317,0.65872597694397,0.85357940196991,-1.57212042808533,0.406263500452042,0.631052315235138,14_Jun_2023_08:27
1,65,2,4,140,6,236,1,82,211,21,62,0,42,0,205,1,5,4,18,258,3,56,50,69,161,17,174,284,-1.25984215736389,0.343344539403915,0.684606492519379,-1.64212775230408,0.340485513210297,0.485110998153686,-1.39854466915131,0.660398423671722,0.853273749351501,-1.61449158191681,0.431734502315521,0.647680461406708,14_Jun_2023_08:27
0,73,1,0,121,2,243,0,78,199,17,66,0,50,0,217,7,9,2,7,131,0,57,62,64,189,9,218,318,-1.25760293006897,0.343130201101303,0.684708893299103,-1.70176005363464,0.431295931339264,0.4847651720047,-1.39286184310913,0.662579655647278,0.855634093284607,-1.64448738098145,0.483694523572922,0.655835211277008,14_Jun_2023_08:27
1,115,1,3,131,2,224,1,39,217,14,66,1,57,2,206,6,15,0,2,52,0,49,94,15,233,7,281,313,-1.25725269317627,0.345723867416382,0.682744383811951,-1.72083783149719,0.549433648586273,0.482620030641556,-1.38677394390106,0.665365815162659,0.863036930561066,-1.65314304828644,0.548210620880127,0.657348453998566,14_Jun_2023_08:27
1,108,2,1,1,1,266,6,12,190,1,60,1,51,2,184,7,14,2,3,13,0,21,90,27,287,10,274,266,-1.2586487531662,0.349803119897842,0.680932819843292,-1.69270324707031,0.642680168151856,0.476672828197479,-1.3830543756485,0.667206406593323,0.872503280639648,-1.63794445991516,0.599130034446716,0.650095760822296,14_Jun_2023_08:27
1,128,4,0,1,0,301,87,6,187,2,61,0,57,0,110,0,8,1,7,27,1,21,95,28,376,6,322,224,-1.26017653942108,0.354692965745926,0.680929839611053,-1.62885761260986,0.68215012550354,0.453471541404724,-1.38517105579376,0.665930151939392,0.881083011627197,-1.60498082637787,0.620463192462921,0.628843724727631,14_Jun_2023_08:27
2,162,0,2,1,2,311,1,0,186,1,60,2,47,1,114,0,12,5,25,34,1,24,123,13,437,9,377,223,-1.25975120067596,0.357999235391617,0.682722747325897,-1.53910541534424,0.6728835105896,0.429911136627197,-1.39002466201782,0.664012312889099,0.885955035686493,-1.56409394741058,0.611128151416779,0.60436475276947,14_Jun_2023_08:27
2,165,1,1,1,4,355,81,2,214,2,65,0,43,1,148,3,16,2,28,53,1,37,123,39,384,17,317,222,-1.25773978233337,0.358890533447266,0.685309648513794,-1.46552491188049,0.608706533908844,0.418447911739349,-1.39637446403503,0.660876452922821,0.884280323982239,-1.53076303005219,0.5640909075737,0.58591365814209,14_Jun_2023_08:27
6,171,2,1,0,2,371,118,1,199,19,67,1,58,1,181,1,17,9,32,47,1,38,83,37,349,35,320,221,-1.25430417060852,0.358042299747467,0.688329994678497,-1.42937242984772,0.507589876651764,0.418553382158279,-1.40302860736847,0.656022965908051,0.877434313297272,-1.51264119148254,0.496254116296768,0.582368135452271,14_Jun_2023_08:27
3,166,2,3,2,7,367,2,13,248,11,77,1,38,1,194,4,58,11,35,43,9,42,63,54,311,47,295,200,-1.25170278549194,0.35659259557724,0.689479112625122,-1.44691228866577,0.405689895153046,0.429740756750107,-1.40606427192688,0.652846455574035,0.870698153972626,-1.51997709274292,0.439552903175354,0.597034215927124,14_Jun_2023_08:27
1,84,0,1,1,4,371,3,57,273,37,81,0,38,0,176,6,42,1,23,57,1,52,43,51,266,50,230,217,-1.25246107578278,0.354649394750595,0.689311683177948,-1.51493358612061,0.333087712526321,0.463542550802231,-1.40485548973084,0.651943802833557,0.868914246559143,-1.55408787727356,0.40261971950531,0.631420373916626,14_Jun_2023_08:27
1,71,1,0,136,4,350,1,77,293,9,77,0,38,0,167,3,28,3,36,57,0,46,56,61,201,35,217,229,-1.25476467609406,0.353066384792328,0.688815832138062,-1.60648465156555,0.317725330591202,0.495501279830933,-1.40141272544861,0.652498781681061,0.870643377304077,-1.5966500043869,0.404720932245255,0.66117787361145,14_Jun_2023_08:27
1,72,1,2,126,3,282,2,58,248,3,70,0,36,1,168,4,15,9,19,303,2,61,58,62,193,10,193,274,-1.25700211524963,0.352906078100205,0.688073098659515,-1.7062668800354,0.382548600435257,0.520837485790253,-1.39789605140686,0.654899597167969,0.878876388072968,-1.64214420318604,0.447929620742798,0.685381233692169,14_Jun_2023_08:27
2,67,2,0,162,1,238,33,21,175,2,58,0,36,0,148,5,16,2,13,301,0,62,68,30,178,6,202,295,-1.26224327087402,0.353976875543594,0.686847150325775,-1.75297021865845,0.494651019573212,0.52892941236496,-1.39496278762817,0.657646119594574,0.889621794223785,-1.66565930843353,0.511155605316162,0.694544315338135,14_Jun_2023_08:27
1,120,1,2,1,2,266,3,6,135,6,56,3,48,1,120,3,14,3,16,29,1,65,81,27,223,5,217,279,-1.26860475540161,0.355570524930954,0.686818361282349,-1.73651742935181,0.591697216033935,0.51942765712738,-1.39457035064697,0.658624529838562,0.898927330970764,-1.66102933883667,0.56175947189331,0.688365459442139,14_Jun_2023_08:27
1,123,0,1,1,2,278,20,2,155,1,53,0,46,1,129,3,14,0,18,19,1,32,87,21,252,3,264,245,-1.2724187374115,0.357298254966736,0.688915610313416,-1.68057763576508,0.638621509075165,0.492497742176056,-1.39713752269745,0.65923535823822,0.906367182731628,-1.63722372055054,0.588577210903168,0.668229818344116,14_Jun_2023_08:27
2,130,0,1,1,5,293,0,2,225,2,71,1,48,2,92,3,15,1,15,16,0,36,93,29,379,4,294,191,-1.27294635772705,0.359285742044449,0.692584991455078,-1.6032737493515,0.651157736778259,0.458348959684372,-1.4035439491272,0.659254729747772,0.909459352493286,-1.60036849975586,0.595364451408386,0.637928307056427,14_Jun_2023_08:27
1,175,1,1,1,4,347,105,7,223,0,72,2,43,0,87,1,24,6,19,20,1,36,92,30,375,9,377,192,-1.27038526535034,0.359481632709503,0.696866035461426,-1.52072501182556,0.620831370353699,0.43416839838028,-1.4102156162262,0.65837287902832,0.905494630336762,-1.56255006790161,0.575092554092407,0.611169934272766,14_Jun_2023_08:27
0,179,3,0,2,1,487,112,1,279,1,79,0,36,1,101,3,65,25,26,37,1,45,82,42,353,9,380,210,-1.26502335071564,0.358787328004837,0.700679421424866,-1.43259942531586,0.569071590900421,0.427904695272446,-1.4166167974472,0.65774542093277,0.897010743618012,-1.52307152748108,0.545817196369171,0.589879989624023,14_Jun_2023_08:27
0,153,1,13,1,3,560,104,4,299,7,83,0,59,2,148,7,36,28,18,34,1,47,74,54,370,14,334,218,-1.25865828990936,0.358196020126343,0.703593134880066,-1.34468722343445,0.521444320678711,0.454284697771072,-1.42302215099335,0.657403588294983,0.889714002609253,-1.47903120517731,0.516899347305298,0.580690383911133,14_Jun_2023_08:27
0,116,1,14,1,2,628,23,2,289,32,74,0,58,3,180,9,40,7,16,48,0,51,60,38,422,44,359,204,-1.25631809234619,0.35786834359169,0.70474249124527,-1.28614592552185,0.47223824262619,0.49434831738472,-1.42535936832428,0.655531823635101,0.88139283657074,-1.44678461551666,0.486288458108902,0.582119941711426,14_Jun_2023_08:27
0,165,0,6,0,2,598,18,2,431,47,101,1,64,2,181,9,64,18,16,55,1,45,66,40,388,43,352,207,-1.25502371788025,0.357593894004822,0.704724192619324,-1.29932940006256,0.477360486984253,0.470943242311478,-1.42319107055664,0.65560507774353,0.880157768726349,-1.4509049654007,0.49293577671051,0.576754987239838,14_Jun_2023_08:27
0,170,0,2,1,6,444,54,1,376,52,95,1,44,5,150,11,57,8,15,49,1,47,57,38,281,41,294,183,-1.25625467300415,0.358057647943497,0.702709376811981,-1.38931882381439,0.498502880334854,0.413876622915268,-1.41754233837128,0.656095564365387,0.883819699287415,-1.4924031496048,0.511690378189087,0.572118163108826,14_Jun_2023_08:27
1,135,1,1,0,5,259,92,5,327,5,83,0,48,1,148,6,29,30,22,55,1,43,62,39,231,36,270,256,-1.25977039337158,0.358822554349899,0.697893440723419,-1.5079597234726,0.506439626216888,0.40107923746109,-1.40973830223084,0.655872881412506,0.889388620853424,-1.54674136638641,0.523116767406464,0.586651146411896,14_Jun_2023_08:27
1,115,2,8,1,2,204,79,8,280,4,77,1,55,2,162,3,15,7,10,60,0,40,72,38,245,11,256,274,-1.26484560966492,0.359518080949783,0.691612362861633,-1.6194212436676,0.51907229423523,0.430256903171539,-1.40490686893463,0.655103981494904,0.89336222410202,-1.60243916511536,0.532082915306091,0.619634985923767,14_Jun_2023_08:27
3,135,1,2,1,11,256,76,7,253,1,71,1,43,1,143,1,16,3,8,51,1,53,80,40,217,4,256,284,-1.26747047901154,0.359802037477493,0.686417520046234,-1.71346890926361,0.537149906158447,0.48283863067627,-1.398717045784,0.656511604785919,0.895153164863586,-1.64638340473175,0.544779598712921,0.661005556583405,14_Jun_2023_08:27
0,97,1,1,1,7,275,91,22,259,3,71,0,43,1,143,2,14,2,10,55,2,60,78,41,215,4,256,274,-1.26943945884705,0.359844416379929,0.681875944137573,-1.77826654911041,0.549332320690155,0.536918818950653,-1.39532721042633,0.658010840415955,0.895163953304291,-1.67112183570862,0.554657936096191,0.693917036056519,14_Jun_2023_08:27
1,61,0,6,1,3,287,48,3,221,3,68,1,44,2,144,3,14,2,12,49,0,57,66,36,203,9,258,260,-1.27238571643829,0.359778970479965,0.679522156715393,-1.79541826248169,0.559768557548523,0.555178642272949,-1.39381587505341,0.659150958061218,0.896444201469421,-1.67679941654205,0.562238812446594,0.703792572021484,14_Jun_2023_08:28
0,75,2,2,1,3,273,102,4,220,6,67,1,46,4,136,5,16,3,14,37,4,46,63,30,203,5,278,202,-1.27398550510407,0.360299408435822,0.681045055389404,-1.7621898651123,0.561146259307861,0.521475195884705,-1.39451968669891,0.658276617527008,0.899871051311493,-1.65957224369049,0.562057554721832,0.68103039264679,14_Jun_2023_08:28
0,120,1,1,0,4,259,96,1,265,1,72,0,38,0,122,2,18,10,18,73,2,44,62,30,305,2,363,191,-1.27440655231476,0.360529690980911,0.685440838336945,-1.66809892654419,0.554794490337372,0.45359393954277,-1.39813411235809,0.65768426656723,0.901158928871155,-1.61307787895203,0.556549906730652,0.635811448097229,14_Jun_2023_08:28
4,161,0,0,1,3,283,123,8,300,4,83,0,50,2,128,4,32,15,25,44,1,45,75,30,343,14,387,226,-1.27189350128174,0.360369503498077,0.689591765403748,-1.53829526901245,0.553888857364655,0.410431027412415,-1.40448820590973,0.657530426979065,0.899332880973816,-1.5538250207901,0.555104434490204,0.600240707397461,14_Jun_2023_08:28
0,208,0,2,0,2,455,123,1,391,8,99,0,48,3,137,10,28,14,42,36,0,43,85,32,388,31,393,233,-1.26899600028992,0.360532581806183,0.693421959877014,-1.40623867511749,0.54807186126709,0.416876763105392,-1.41052532196045,0.657603919506073,0.896519899368286,-1.49801421165466,0.548703610897064,0.583935618400574,14_Jun_2023_08:28
1,200,0,17,0,2,566,102,2,364,21,94,1,49,0,143,8,69,13,40,35,5,44,74,34,400,45,381,252,-1.26321136951447,0.360295802354813,0.696800470352173,-1.31754577159882,0.539459407329559,0.456368386745453,-1.41492533683777,0.657040536403656,0.89408278465271,-1.45996451377869,0.541239619255066,0.579224348068237,14_Jun_2023_08:28
0,128,1,15,1,2,663,4,0,360,23,92,0,65,1,158,8,86,25,39,37,1,42,86,36,413,53,370,245,-1.26029050350189,0.360440522432327,0.69855135679245,-1.27341604232788,0.522384941577911,0.497385084629059,-1.41707003116608,0.656648695468903,0.891785502433777,-1.43716180324554,0.525372862815857,0.581860244274139,14_Jun_2023_08:28
1,144,4,19,1,4,644,6,1,424,62,101,0,55,1,172,1,147,20,31,34,0,48,103,40,407,31,368,242,-1.2605162858963,0.359422922134399,0.699710667133331,-1.2749582529068,0.514874160289764,0.502025544643402,-1.41721093654633,0.655263125896454,0.890183091163635,-1.43873178958893,0.516462564468384,0.584152579307556,14_Jun_2023_08:28
3,160,1,16,0,2,401,0,3,330,42,86,1,48,0,151,4,156,22,36,48,4,44,67,43,242,34,307,217,-1.2623610496521,0.359084606170654,0.699963629245758,-1.34031212329865,0.521014392375946,0.452070623636246,-1.4150298833847,0.654842495918274,0.893882870674133,-1.47460782527924,0.525688529014587,0.582385957241058,14_Jun_2023_08:28
0,103,1,1,1,1,304,3,2,227,13,69,1,48,0,140,9,82,19,29,46,0,47,68,43,170,30,295,212,-1.2662980556488,0.358862012624741,0.697635591030121,-1.45614123344421,0.52381956577301,0.40989100933075,-1.41126954555511,0.65420013666153,0.896378874778748,-1.52529406547546,0.53459882736206,0.587741672992706,14_Jun_2023_08:28
1,110,2,2,0,2,249,70,6,186,8,57,2,48,2,123,4,53,11,33,58,1,43,60,38,191,26,308,212,-1.27234256267548,0.357900619506836,0.692833542823792,-1.58114910125732,0.537323355674744,0.419874370098114,-1.40651178359985,0.654491126537323,0.898228466510773,-1.58340895175934,0.541182935237885,0.611060440540314,14_Jun_2023_08:28
2,80,2,0,0,6,254,69,3,188,5,62,1,48,0,140,5,42,16,30,47,1,42,56,38,163,8,272,249,-1.27799546718597,0.357041835784912,0.687792897224426,-1.66304242610931,0.553951323032379,0.456764310598373,-1.40234375,0.654513716697693,0.899402439594269,-1.62728536128998,0.548515319824219,0.643760204315185,14_Jun_2023_08:28
2,82,1,2,1,0,256,69,7,169,5,55,0,48,0,140,2,45,3,32,42,1,38,59,33,175,7,236,255,-1.28198719024658,0.356518477201462,0.683782577514648,-1.73344779014587,0.56011313199997,0.495052009820938,-1.4015679359436,0.654754281044006,0.89914345741272,-1.65536391735077,0.557588160037994,0.668897867202759,14_Jun_2023_08:28
0,56,1,2,2,1,266,52,11,164,4,52,0,47,0,145,2,60,1,29,40,0,41,62,32,171,7,241,248,-1.28431344032288,0.356534242630005,0.681054353713989,-1.77764165401459,0.564819633960724,0.529622793197632,-1.40161693096161,0.655722975730896,0.898918211460114,-1.67230463027954,0.562211394309998,0.6884446144104,14_Jun_2023_08:28
1,66,1,0,0,2,279,72,14,143,5,55,2,50,1,140,3,46,3,25,41,3,38,60,29,152,6,246,223,-1.28702127933502,0.357605993747711,0.680683732032776,-1.7718722820282,0.570012032985687,0.524250686168671,-1.40226364135742,0.656354784965515,0.900277256965637,-1.67072546482086,0.565050780773163,0.685564339160919,14_Jun_2023_08:28
1,64,0,1,1,3,260,58,14,133,2,53,0,45,0,110,3,84,0,51,36,1,35,59,31,161,30,267,243,-1.28468263149261,0.359687596559525,0.684505820274353,-1.71482193470001,0.566632866859436,0.475456655025482,-1.4055712223053,0.656411170959473,0.901665389537811,-1.64322435855865,0.563427448272705,0.652224242687225,14_Jun_2023_08:28
1,110,0,0,2,4,273,0,5,96,8,44,2,47,0,120,3,112,5,39,33,1,38,84,37,172,54,306,250,-1.278928399086,0.36206865310669,0.689437568187714,-1.60307991504669,0.562452435493469,0.422979235649109,-1.41340589523315,0.654247343540192,0.902667284011841,-1.59260761737824,0.558408200740814,0.61386102437973,14_Jun_2023_08:28
3,90,1,1,2,2,357,59,3,115,6,48,0,51,0,116,2,106,5,26,43,0,41,119,43,189,37,299,265,-1.27510845661163,0.364028602838516,0.693080067634583,-1.46536993980408,0.558637619018555,0.416566163301468,-1.42081737518311,0.652945697307587,0.903705358505249,-1.53813147544861,0.556218266487122,0.592497766017914,14_Jun_2023_08:28
2,95,1,1,0,3,368,46,3,136,6,58,1,74,1,122,4,98,22,31,33,1,37,131,37,220,52,306,269,-1.27249801158905,0.364762663841248,0.694882094860077,-1.35724496841431,0.553434133529663,0.476378113031387,-1.42595589160919,0.652501225471497,0.902583956718445,-1.50161421298981,0.548654317855835,0.589433252811432,14_Jun_2023_08:28
0,70,0,5,2,4,459,96,2,179,25,56,0,72,0,131,6,91,25,21,31,1,38,125,33,214,69,303,266,-1.27205693721771,0.364341050386429,0.695038974285126,-1.30786943435669,0.541870474815369,0.554937183856964,-1.42802929878235,0.652413249015808,0.900575578212738,-1.47715485095978,0.532902598381043,0.595044314861298,14_Jun_2023_08:28
0,74,2,5,1,4,496,37,3,211,44,65,1,58,1,140,19,135,10,19,42,3,39,129,40,234,71,300,272,-1.27313220500946,0.362320601940155,0.696294724941254,-1.30345523357391,0.527799069881439,0.592696011066437,-1.42617535591126,0.65255206823349,0.900129675865173,-1.47344279289246,0.525450587272644,0.600885987281799,14_Jun_2023_08:28
1,76,1,4,2,4,424,105,4,207,37,61,3,55,0,141,18,117,13,27,43,2,35,99,39,192,67,286,260,-1.2751008272171,0.362519055604935,0.698321342468262,-1.32179176807404,0.531508922576904,0.541955411434174,-1.42266225814819,0.652620851993561,0.904997885227203,-1.48866152763367,0.532370686531067,0.601649820804596,14_Jun_2023_08:28
1,90,0,1,1,4,354,37,2,169,33,51,2,46,0,138,15,107,14,28,39,0,40,103,41,167,57,261,259,-1.27604174613953,0.362108111381531,0.700456559658051,-1.38704788684845,0.5369553565979,0.460507810115814,-1.41893720626831,0.652120649814606,0.908306777477264,-1.51400196552277,0.540365636348724,0.598666131496429,14_Jun_2023_08:28
0,116,1,1,0,4,305,94,4,138,6,53,1,47,1,147,14,95,25,24,39,0,38,99,38,160,37,239,249,-1.27583026885986,0.361507564783096,0.69985431432724,-1.47513866424561,0.545096933841705,0.424299210309982,-1.41577887535095,0.652333617210388,0.908427834510803,-1.54582226276398,0.548463463783264,0.601632714271545,14_Jun_2023_08:28
0,98,1,2,1,3,283,85,2,182,4,60,1,41,1,167,1,84,3,25,45,2,36,96,42,142,19,243,245,-1.27451038360596,0.360350608825684,0.697837948799133,-1.5748782157898,0.56877589225769,0.425923407077789,-1.4112640619278,0.65333616733551,0.906347036361694,-1.58860731124878,0.562031269073486,0.616478741168976,14_Jun_2023_08:28
1,79,1,5,1,3,299,5,5,142,3,60,1,45,0,166,4,114,4,17,37,0,39,80,38,154,16,223,257,-1.27425217628479,0.359312742948532,0.693475425243378,-1.67813014984131,0.594880342483521,0.464810788631439,-1.40622282028198,0.654552698135376,0.905849695205688,-1.63477039337158,0.576785743236542,0.650147557258606,14_Jun_2023_08:28
0,87,0,4,1,2,301,1,6,122,3,51,0,43,1,175,1,130,2,10,6,3,35,78,21,130,4,188,283,-1.27589666843414,0.357846587896347,0.687908232212067,-1.76601767539978,0.617184579372406,0.529862403869629,-1.40125465393066,0.656693279743195,0.903574824333191,-1.67151832580566,0.590302765369415,0.693692445755005,14_Jun_2023_08:28
1,45,1,2,0,2,353,1,9,94,4,48,0,37,1,185,0,141,3,5,6,3,27,68,18,110,9,139,278,-1.27735388278961,0.355804890394211,0.681943476200104,-1.83010613918304,0.634484052658081,0.616412997245789,-1.3965950012207,0.66061943769455,0.899967670440674,-1.69699692726135,0.600968837738037,0.749979197978973,14_Jun_2023_08:28
0,47,0,1,1,2,386,0,4,103,2,47,1,34,1,198,1,146,1,22,2,0,31,69,10,90,1,106,370,-1.27825355529785,0.353762090206146,0.676042914390564,-1.86345338821411,0.650933563709259,0.704532265663147,-1.39319324493408,0.664920389652252,0.89314877986908,-1.7069331407547,0.611383974552155,0.804691135883331,14_Jun_2023_08:28
0,46,3,1,1,2,445,2,40,79,1,42,0,66,1,209,1,63,3,6,7,3,30,74,15,106,1,101,398,-1.28088021278381,0.353056132793427,0.669650971889496,-1.87464845180511,0.666205286979675,0.800475120544434,-1.39041531085968,0.668679118156433,0.886815845966339,-1.70256865024567,0.617335557937622,0.861900866031647,14_Jun_2023_08:28
0,55,0,1,57,1,448,2,7,51,1,41,1,49,0,196,3,20,0,16,6,0,22,59,13,68,1,65,427,-1.28827273845673,0.354571759700775,0.662719428539276,-1.87626397609711,0.665391206741333,0.884352087974548,-1.38538658618927,0.670046508312225,0.887982547283173,-1.69357979297638,0.619785904884338,0.904821336269379,14_Jun_2023_08:28
1,30,0,1,67,1,488,0,0,33,1,35,0,58,0,201,1,19,1,14,7,0,26,80,10,55,0,70,417,-1.29489421844482,0.355968326330185,0.659072816371918,-1.87369740009308,0.655248641967773,0.930326879024506,-1.38174307346344,0.669658541679382,0.89003175497055,-1.68852949142456,0.615329623222351,0.92702454328537,14_Jun_2023_08:28
0,47,1,1,60,2,471,0,1,52,1,38,0,60,2,188,0,34,1,21,5,0,28,64,12,61,1,76,352,-1.29478538036346,0.357516944408417,0.658678948879242,-1.87785446643829,0.649816453456879,0.922730207443237,-1.38222455978394,0.66838812828064,0.89391016960144,-1.69218981266022,0.612339198589325,0.921877861022949,14_Jun_2023_08:28
3,34,0,0,77,0,464,2,5,86,4,43,1,51,2,160,2,121,0,21,8,0,26,59,10,64,2,83,260,-1.292076587677,0.358897596597671,0.661474347114563,-1.88624823093414,0.652378797531128,0.855072021484375,-1.38317763805389,0.666809678077698,0.899647057056427,-1.70274150371552,0.614524066448212,0.883792817592621,14_Jun_2023_08:28
0,33,2,4,126,0,362,0,5,95,3,46,1,53,1,164,0,205,3,19,5,5,31,71,11,68,1,108,247,-1.29005074501038,0.36045840382576,0.665948450565338,-1.87153196334839,0.658630430698395,0.736170589923858,-1.38650345802307,0.665114998817444,0.903877794742584,-1.70467460155487,0.619588732719421,0.818218171596527,14_Jun_2023_08:28
0,38,2,1,0,3,258,2,7,112,3,48,2,49,1,153,3,170,1,15,5,1,35,86,9,165,1,206,229,-1.28965365886688,0.361000895500183,0.672983050346375,-1.81534993648529,0.664087295532227,0.614546716213226,-1.39071667194366,0.663914382457733,0.909083425998688,-1.68298161029816,0.621840417385101,0.744369328022003,14_Jun_2023_08:28
0,94,2,3,0,5,270,1,0,147,4,60,0,63,1,104,1,188,2,15,4,4,26,109,15,216,4,256,194,-1.28743827342987,0.36052805185318,0.680778682231903,-1.728391289711,0.661796689033508,0.515345454216003,-1.39779734611511,0.663977801799774,0.910792946815491,-1.64206159114838,0.619839549064636,0.680319845676422,14_Jun_2023_08:28
0,104,4,1,1,5,277,1,1,188,2,60,0,64,0,94,5,206,1,20,11,0,26,96,16,223,17,320,179,-1.28075242042542,0.359715521335602,0.688087224960327,-1.64019048213959,0.650867402553558,0.453812122344971,-1.40558862686157,0.663835048675537,0.907431483268738,-1.59919190406799,0.613503396511078,0.636413812637329,14_Jun_2023_08:28
0,93,2,1,1,6,371,108,0,163,5,58,0,61,2,96,2,139,1,15,5,0,33,104,22,245,23,361,213,-1.27360439300537,0.35944065451622,0.693547546863556,-1.57473814487457,0.624120652675629,0.422150939702988,-1.41271805763245,0.661730766296387,0.901305854320526,-1.565882563591,0.594871282577515,0.60831743478775,14_Jun_2023_08:28
