time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,P1,P2,P3,P4,P5,F1,F2,F3,F4,B1,B2,B3,S1,S2,class
475.10,4.09,0.57,0.94,0.39,0.16,0.86,-0.10,0.39,-0.50,0,0,0,0,561,422,659,626,0,694,409,0,327,250,1
475.21,3.41,0.32,0.66,0.37,0.15,0.87,-0.09,0.40,-0.49,0,0,0,0,561,421,659,626,0,694,410,0,329,252,1
475.31,2.81,1.19,-0.35,0.39,0.15,0.87,-0.10,0.40,-0.49,0,0,0,0,561,420,660,625,0,694,411,1,333,253,1
475.42,3.52,0.54,0.73,0.38,0.15,0.87,-0.10,0.39,-0.49,0,0,0,0,560,420,660,625,0,694,412,0,339,254,1
475.52,3.39,0.60,-0.05,0.39,0.15,0.88,-0.09,0.40,-0.50,0,0,0,0,560,420,660,626,0,694,413,0,344,256,1
475.63,2.64,0.03,1.14,0.39,0.15,0.86,-0.10,0.40,-0.50,0,0,0,0,560,421,660,626,0,694,413,1,343,255,1
475.74,6.34,-1.72,-0.49,0.40,0.15,0.81,-0.09,0.40,-0.50,0,0,0,0,570,424,663,628,0,694,413,0,341,256,1
475.84,17.34,-2.00,8.53,0.37,0.15,0.87,-0.09,0.40,-0.49,0,0,0,0,577,420,672,637,0,695,416,0,339,255,1
475.95,3.26,1.23,2.00,0.38,0.14,0.84,-0.10,0.40,-0.49,0,0,0,0,572,414,669,635,1,695,413,0,325,253,1
476.05,3.21,1.31,1.49,0.36,0.12,0.90,-0.10,0.41,-0.49,0,0,0,0,564,411,666,633,0,695,412,0,324,253,1
476.16,-8.57,7.08,-3.33,0.39,0.14,0.89,-0.09,0.41,-0.49,0,0,0,0,562,392,666,632,0,697,414,0,322,254,1
476.26,-12.77,7.83,-14.11,0.67,0.24,1.22,-0.08,0.38,-0.50,0,0,0,0,561,330,673,638,0,712,441,0,298,265,1
476.37,-0.41,-45.59,-54.75,0.54,0.06,1.06,-0.12,0.39,-0.48,0,0,0,0,571,406,664,630,1,719,450,0,240,254,1
476.48,-70.44,-48.53,-2.09,-0.02,0.26,0.66,-0.17,0.36,-0.47,0,0,0,0,569,479,664,625,0,718,430,88,134,210,1
476.58,-42.14,-32.42,49.11,0.10,0.42,1.11,-0.18,0.33,-0.47,0,0,0,0,570,481,665,628,0,717,461,0,153,185,1
476.69,-92.14,-54.05,-24.75,0.14,0.38,0.96,-0.21,0.31,-0.46,0,0,0,0,575,466,665,626,0,717,474,0,169,127,1
476.79,-116.72,-39.13,-27.86,0.05,0.68,0.64,-0.25,0.20,-0.43,0,0,0,0,577,415,670,633,0,715,415,0,173,198,1
476.90,-167.12,24.94,5.05,-0.06,0.87,0.48,-0.24,0.09,-0.41,0,0,0,0,582,318,670,633,0,703,338,0,162,167,1
477.00,-86.72,96.92,129.16,-0.01,0.83,0.38,-0.21,0.02,-0.40,0,0,0,0,581,303,656,625,0,689,314,0,245,157,1
477.11,16.07,119.54,109.93,0.18,0.61,0.51,-0.18,0.05,-0.42,0,0,0,0,584,307,666,630,0,675,324,45,332,159,1
477.21,-107.42,121.81,55.80,-0.03,0.84,0.24,-0.12,0.02,-0.43,0,0,0,0,581,282,666,627,0,671,315,1,434,162,1
477.32,45.72,104.17,58.18,-0.17,0.99,0.24,-0.05,-0.03,-0.42,0,0,0,0,572,205,673,632,0,672,332,0,489,272,1
477.42,9.30,-37.76,-11.45,-0.23,0.70,0.47,-0.03,-0.00,-0.44,0,0,0,0,0,332,678,645,0,675,337,0,509,397,1
477.53,22.63,0.75,3.41,-0.30,0.95,0.29,-0.05,-0.00,-0.44,0,0,0,0,592,348,686,651,0,677,342,0,528,395,1
