time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,P1,P2,P3,P4,P5,F1,F2,F3,F4,B1,B2,B3,S1,S2,class
390.83,-1.25,-2.61,2.22,-0.35,0.91,0.25,-0.05,-0.00,-0.43,0,0,0,0,584,346,661,639,0,665,296,0,366,294,1
390.93,4.67,-1.01,1.68,-0.36,0.86,0.31,-0.06,-0.01,-0.43,0,0,0,0,583,344,661,638,0,666,295,0,361,296,1
391.04,2.21,-1.50,-0.18,-0.35,0.90,0.29,-0.06,-0.01,-0.43,0,0,0,0,583,344,659,637,0,665,296,0,364,306,1
391.14,3.51,-3.95,0.76,-0.36,0.90,0.26,-0.06,-0.00,-0.43,0,0,0,0,582,344,657,635,0,665,296,0,362,306,1
391.25,3.79,-1.24,1.90,-0.36,0.89,0.27,-0.06,-0.01,-0.43,0,0,0,0,583,344,658,636,0,665,295,0,359,309,1
391.36,1.69,-2.04,0.89,-0.36,0.87,0.29,-0.06,-0.00,-0.43,0,0,0,1,581,344,657,636,0,665,295,0,363,329,1
391.46,0.81,2.54,2.41,-0.36,0.92,0.25,-0.06,-0.01,-0.43,0,0,0,0,582,344,657,636,0,666,296,0,367,335,1
391.57,2.10,-0.02,2.41,-0.35,0.88,0.27,-0.06,-0.00,-0.43,0,0,0,0,582,344,657,637,0,666,297,0,371,354,1
391.67,2.29,-0.66,-0.31,-0.36,0.88,0.27,-0.06,-0.01,-0.43,0,0,0,0,581,344,658,636,0,665,298,0,377,361,1
391.78,1.72,0.24,1.20,-0.37,0.88,0.29,-0.06,-0.01,-0.43,0,0,0,0,582,343,658,637,0,666,299,0,381,371,1
391.88,0.04,-1.40,1.13,-0.37,0.92,0.24,-0.06,-0.02,-0.42,0,0,0,0,581,343,657,637,0,666,300,0,392,379,1
391.99,1.51,-1.26,0.80,-0.36,0.91,0.25,-0.06,-0.02,-0.43,1,0,0,0,581,343,657,636,0,666,302,0,398,382,1
392.10,0.19,-2.29,1.04,-0.36,0.90,0.23,-0.06,-0.02,-0.42,0,0,0,0,580,342,656,633,0,666,303,0,401,390,1
392.20,3.42,-1.47,0.41,-0.36,0.88,0.24,-0.06,-0.02,-0.43,0,0,0,0,580,343,656,633,0,666,303,0,406,389,1
392.31,5.33,-0.80,0.48,-0.36,0.86,0.28,-0.06,-0.02,-0.42,0,0,0,0,581,343,657,633,0,667,300,0,396,383,1
392.41,0.40,0.72,-0.48,-0.36,0.92,0.25,-0.06,-0.02,-0.43,0,0,0,0,581,343,656,632,0,666,298,0,398,381,1
392.52,-0.06,-0.50,0.81,-0.36,0.91,0.25,-0.06,-0.02,-0.42,0,0,0,0,580,342,656,632,0,666,297,0,395,380,1
392.62,-0.63,-0.62,0.04,-0.36,0.91,0.23,-0.06,-0.02,-0.43,0,0,0,0,580,342,656,632,0,666,298,0,392,378,1
392.73,2.56,1.37,-0.17,-0.38,0.89,0.27,-0.06,-0.02,-0.43,0,0,0,0,580,342,655,631,0,665,298,0,395,377,1
392.83,10.28,2.02,4.23,-0.36,0.87,0.29,-0.06,-0.02,-0.43,0,0,0,0,580,342,656,632,0,666,297,0,390,373,1
392.94,6.00,-1.75,2.52,-0.37,0.87,0.27,-0.06,-0.01,-0.43,0,0,0,0,581,342,656,632,0,667,298,0,393,368,1
393.05,2.14,3.19,1.33,-0.36,0.87,0.26,-0.06,-0.02,-0.43,0,0,0,0,581,342,656,633,0,666,297,0,390,340,1
393.15,2.45,-0.16,-0.99,-0.37,0.88,0.28,-0.05,-0.02,-0.43,0,0,0,0,580,342,655,632,0,666,296,0,399,341,1
393.26,3.14,-0.22,0.17,-0.38,0.88,0.27,-0.05,-0.02,-0.44,0,0,0,0,580,341,655,631,0,666,297,0,402,332,1
393.36,6.05,-1.37,1.15,-0.36,0.89,0.27,-0.05,-0.02,-0.43,0,0,0,0,580,342,655,631,0,666,298,0,424,347,1
393.47,4.21,0.60,1.37,-0.36,0.88,0.28,-0.06,-0.02,-0.43,0,0,0,0,580,341,655,630,0,666,297,0,425,345,1
393.57,4.89,0.04,1.43,-0.35,0.87,0.27,-0.05,-0.02,-0.44,0,0,0,0,579,341,654,631,0,666,297,0,417,337,1
393.68,4.39,-1.37,1.25,-0.36,0.90,0.25,-0.06,-0.02,-0.43,0,0,0,0,580,341,654,631,0,665,297,0,425,337,1
393.79,4.87,0.76,2.57,-0.36,0.92,0.26,-0.06,-0.02,-0.43,0,0,0,0,581,341,654,631,0,666,297,0,423,314,1
393.89,4.66,1.31,1.94,-0.37,0.87,0.28,-0.06,-0.02,-0.43,0,0,0,0,580,341,655,631,0,666,297,0,417,307,1
394.00,3.38,0.52,0.59,-0.37,0.86,0.29,-0.06,-0.02,-0.43,0,0,0,0,580,341,655,630,0,665,297,0,413,305,1
394.10,1.43,0.38,0.92,-0.36,0.90,0.25,-0.06,-0.01,-0.43,0,0,0,0,580,341,654,631,0,665,297,0,417,309,1
394.21,0.30,-1.40,0.62,-0.36,0.92,0.25,-0.06,-0.02,-0.43,0,0,0,0,580,341,654,630,0,666,298,0,418,309,1
394.31,-1.21,-0.71,0.04,-0.36,0.91,0.26,-0.06,-0.01,-0.43,0,0,0,0,580,340,654,629,0,666,298,0,422,322,1
394.42,2.77,0.08,2.34,-0.35,0.90,0.25,-0.06,-0.02,-0.44,0,0,0,0,579,340,653,629,0,665,298,0,422,333,1
394.52,5.00,0.32,2.18,-0.36,0.90,0.24,-0.06,-0.02,-0.43,0,0,0,0,580,340,654,631,0,666,300,0,428,343,1
394.63,3.66,0.17,0.88,-0.36,0.89,0.27,-0.06,-0.02,-0.43,0,0,0,0,580,341,654,631,0,665,301,0,431,349,1
394.73,6.14,-0.35,1.64,-0.36,0.87,0.27,-0.06,-0.01,-0.43,0,0,0,0,580,340,655,631,0,666,304,0,437,354,1
394.84,1.32,-0.17,1.00,-0.37,0.89,0.27,-0.06,-0.03,-0.43,0,0,0,0,580,341,655,632,0,666,302,0,440,361,1
394.95,3.99,-0.42,1.92,-0.37,0.89,0.26,-0.06,-0.02,-0.43,0,0,0,0,581,341,654,632,0,666,302,0,441,368,1
395.05,3.39,-0.14,1.12,-0.37,0.88,0.25,-0.06,-0.02,-0.43,0,0,0,0,580,341,655,632,0,665,302,0,442,369,1
395.16,2.51,0.91,0.67,-0.37,0.91,0.26,-0.06,-0.02,-0.42,0,0,0,0,580,341,655,632,0,666,303,0,446,372,1
395.26,4.80,0.38,2.30,-0.36,0.90,0.25,-0.06,-0.02,-0.43,0,0,0,0,580,341,654,632,0,666,305,0,451,377,1
395.37,9.26,0.45,3.82,-0.37,0.87,0.28,-0.06,-0.02,-0.43,0,0,0,0,580,342,656,634,0,667,305,0,453,380,1
395.47,6.02,-0.92,1.82,-0.36,0.86,0.27,-0.06,-0.02,-0.43,0,0,0,0,580,341,657,634,0,666,305,0,453,381,1
395.58,5.00,1.09,0.90,-0.36,0.87,0.26,-0.06,-0.02,-0.42,0,0,0,0,580,341,657,634,1,667,301,0,448,379,1
395.69,4.51,1.39,1.16,-0.36,0.92,0.24,-0.06,-0.02,-0.43,0,0,0,0,581,341,659,633,0,667,301,0,447,379,1
395.79,6.42,1.46,1.93,-0.37,0.89,0.26,-0.06,-0.02,-0.42,0,0,0,0,580,341,658,633,0,667,299,0,444,379,1
395.90,7.44,1.54,3.18,-0.37,0.89,0.25,-0.06,-0.02,-0.42,0,0,0,0,580,341,657,633,0,667,298,0,440,379,1
396.00,1.24,0.67,1.22,-0.36,0.90,0.27,-0.06,-0.02,-0.42,0,0,0,0,579,341,656,633,0,667,298,0,439,376,1
396.11,5.51,0.98,2.11,-0.36,0.89,0.26,-0.05,-0.02,-0.43,0,0,0,0,580,341,656,633,0,667,298,0,440,376,1
396.21,7.28,1.06,2.27,-0.37,0.87,0.29,-0.06,-0.02,-0.43,0,0,0,0,580,341,657,633,0,666,299,0,442,378,1
396.32,3.51,0.66,1.64,-0.36,0.87,0.28,-0.05,-0.01,-0.43,0,0,0,0,580,341,657,633,0,667,300,0,443,380,1
396.42,7.20,-2.45,0.57,-0.37,0.85,0.28,-0.05,-0.02,-0.43,0,0,0,0,580,341,656,633,0,666,300,0,444,382,1
396.53,2.04,-0.06,0.66,-0.37,0.90,0.25,-0.05,-0.01,-0.43,0,0,0,0,580,340,654,631,0,667,300,0,444,383,1
396.64,5.14,0.39,1.64,-0.35,0.91,0.26,-0.05,-0.02,-0.43,0,0,0,0,579,340,654,629,0,667,298,0,444,381,1
396.74,0.17,0.17,1.02,-0.38,0.90,0.24,-0.05,-0.02,-0.43,0,0,0,0,579,339,653,629,0,667,297,0,421,356,1
396.85,2.53,1.07,0.45,-0.35,0.88,0.29,-0.06,-0.02,-0.43,0,0,0,0,579,340,654,631,0,666,298,0,422,317,1
396.95,5.47,0.70,1.86,-0.36,0.88,0.27,-0.05,-0.02,-0.43,0,0,0,0,579,340,654,631,0,666,297,0,422,319,1
397.06,1.69,0.35,0.50,-0.36,0.89,0.27,-0.05,-0.02,-0.42,0,0,0,0,579,340,655,630,0,667,297,0,426,317,1
397.16,1.53,-0.77,1.00,-0.37,0.89,0.26,-0.05,-0.02,-0.43,0,0,0,1,579,340,654,630,0,666,298,0,433,323,1
397.27,4.09,-0.87,1.47,-0.37,0.91,0.25,-0.05,-0.02,-0.43,0,0,0,0,579,340,654,630,0,666,299,0,437,327,1
397.38,3.82,-0.61,1.35,-0.36,0.88,0.26,-0.05,-0.01,-0.43,0,0,0,0,579,339,654,630,0,668,297,0,437,326,1
397.48,6.42,1.48,2.23,-0.36,0.87,0.28,-0.05,-0.02,-0.43,1,0,0,0,578,340,654,629,0,666,298,0,438,329,1
397.59,0.04,-0.23,-0.17,-0.37,0.87,0.28,-0.06,-0.02,-0.43,0,0,0,0,578,338,653,629,0,667,299,0,443,321,1
397.69,2.34,-0.28,0.67,-0.36,0.91,0.25,-0.06,-0.02,-0.43,0,0,0,0,578,340,655,630,0,666,300,0,448,326,1
397.80,3.18,-0.94,1.89,-0.36,0.91,0.24,-0.06,-0.02,-0.42,0,0,0,0,579,341,654,630,0,667,301,0,454,330,1
397.90,2.38,-1.33,0.72,-0.36,0.90,0.24,-0.06,-0.02,-0.43,0,0,0,0,579,339,654,630,0,667,301,0,455,330,1
398.01,3.66,-0.38,1.75,-0.36,0.90,0.25,-0.06,-0.02,-0.43,0,0,0,0,579,340,654,631,0,667,302,0,458,332,1
398.11,3.97,0.25,1.49,-0.37,0.89,0.24,-0.06,-0.02,-0.42,0,0,0,0,578,339,654,630,0,667,304,0,461,336,1
398.22,2.56,-0.54,1.01,-0.35,0.90,0.25,-0.06,-0.02,-0.43,0,0,0,1,579,340,653,630,1,667,303,0,465,351,1
398.33,6.08,1.26,1.68,-0.36,0.88,0.26,-0.06,-0.02,-0.43,0,0,0,0,578,340,653,631,0,667,305,0,469,362,1
398.43,3.35,0.27,0.51,-0.35,0.87,0.28,-0.05,-0.03,-0.43,0,0,0,0,579,340,654,630,0,667,305,0,471,363,1
398.54,0.57,-0.29,-0.15,-0.35,0.92,0.24,-0.05,-0.02,-0.43,0,0,0,0,579,341,654,632,0,667,306,0,470,365,1
398.64,0.88,-1.79,0.74,-0.37,0.90,0.24,-0.05,-0.02,-0.43,0,1,0,0,579,340,654,631,0,667,306,0,464,366,1
398.75,4.51,-2.78,2.74,-0.37,0.91,0.23,-0.05,-0.02,-0.42,0,0,1,0,578,340,653,629,0,666,306,0,462,380,1
398.85,7.80,-0.36,3.54,-0.35,0.89,0.26,-0.05,-0.02,-0.42,0,0,0,1,578,340,653,630,0,666,306,0,459,378,1
398.96,4.30,-0.00,1.56,-0.36,0.85,0.25,-0.06,-0.02,-0.43,0,0,0,0,578,340,653,629,0,667,306,0,456,377,1
399.06,3.67,1.98,0.45,-0.35,0.88,0.29,-0.06,-0.02,-0.42,0,0,0,0,578,340,652,629,0,667,307,0,458,382,1
399.17,-1.38,1.30,-0.31,-0.35,0.93,0.25,-0.05,-0.02,-0.43,0,0,0,0,578,340,652,628,0,666,308,0,458,383,1
399.28,1.52,0.83,1.33,-0.35,0.90,0.27,-0.05,-0.02,-0.43,1,0,0,0,578,340,654,630,0,667,308,0,460,382,1
399.38,0.52,-1.48,1.00,-0.35,0.89,0.27,-0.06,-0.02,-0.42,0,0,0,0,578,339,654,630,0,667,308,0,460,383,1
399.49,0.28,-0.31,0.99,-0.35,0.91,0.23,-0.06,-0.02,-0.42,0,0,1,0,579,340,653,630,0,667,310,0,460,385,1
399.59,2.71,-0.38,1.54,-0.38,0.89,0.27,-0.06,-0.02,-0.43,0,0,0,0,578,340,653,630,0,667,310,0,460,386,1
399.70,5.60,-0.19,3.01,-0.35,0.84,0.27,-0.06,-0.02,-0.43,0,0,0,1,578,340,653,630,0,667,311,0,457,377,1
399.80,5.70,-0.39,-0.13,-0.37,0.90,0.26,-0.06,-0.02,-0.43,0,0,0,0,578,340,652,629,0,666,307,0,458,373,1
399.91,2.31,0.58,1.04,-0.36,0.92,0.26,-0.06,-0.02,-0.43,0,0,0,0,577,340,652,629,0,666,308,0,458,377,1
400.02,-3.71,-1.89,0.42,-0.35,0.93,0.22,-0.06,-0.02,-0.43,0,0,0,0,578,340,652,630,0,666,311,0,459,378,1
400.12,-1.86,-0.87,2.00,-0.35,0.93,0.21,-0.06,-0.02,-0.42,0,0,0,0,578,340,655,631,0,667,308,0,456,378,1
400.23,6.01,1.32,2.84,-0.37,0.90,0.23,-0.06,-0.02,-0.43,0,0,0,0,578,340,654,631,0,667,310,0,457,380,1
400.33,7.65,1.56,1.79,-0.37,0.88,0.28,-0.06,-0.02,-0.43,0,0,0,0,578,340,653,632,0,666,310,0,458,381,1
400.44,3.95,0.29,1.64,-0.36,0.89,0.27,-0.06,-0.02,-0.42,0,0,0,0,578,340,654,630,0,667,310,0,459,384,1
400.54,4.77,0.20,2.66,-0.38,0.88,0.26,-0.06,-0.02,-0.42,0,0,0,0,577,340,654,630,0,666,310,0,458,388,1
400.65,2.98,-1.48,1.23,-0.37,0.87,0.27,-0.06,-0.02,-0.43,0,0,0,0,578,339,653,630,0,667,310,0,460,391,1
400.75,0.23,-0.99,0.41,-0.36,0.89,0.24,-0.06,-0.02,-0.43,0,0,0,0,578,339,652,630,0,667,311,0,462,391,1
400.86,2.22,1.45,1.15,-0.37,0.94,0.21,-0.06,-0.02,-0.43,0,0,0,0,578,340,653,630,0,667,312,0,462,383,1
400.96,4.16,1.03,2.01,-0.37,0.89,0.25,-0.06,-0.02,-0.43,0,0,0,0,578,340,653,631,0,668,313,0,465,391,1
401.07,4.42,-0.10,0.73,-0.36,0.87,0.26,-0.06,-0.01,-0.43,0,0,0,0,578,340,654,631,0,668,315,0,472,395,1
401.18,3.42,-0.21,1.54,-0.37,0.91,0.25,-0.06,-0.02,-0.42,0,0,0,0,578,340,653,630,0,667,316,0,478,398,1
401.28,1.60,-1.07,0.99,-0.36,0.89,0.25,-0.05,-0.02,-0.43,0,0,0,0,578,339,653,630,0,667,316,0,478,394,1
401.39,3.22,1.59,1.96,-0.37,0.89,0.25,-0.06,-0.02,-0.43,0,0,0,0,577,339,652,629,0,666,318,0,476,381,1
401.49,4.60,0.91,2.03,-0.37,0.88,0.26,-0.06,-0.03,-0.43,0,0,0,1,577,339,652,629,0,668,319,0,472,373,1
401.60,6.33,0.59,0.04,-0.38,0.89,0.23,-0.05,-0.02,-0.43,0,0,0,0,578,339,652,630,0,667,322,0,476,387,1
401.70,6.71,-0.67,3.54,-0.37,0.89,0.28,-0.05,-0.02,-0.43,0,0,0,0,578,340,653,630,0,668,325,0,479,394,1
401.81,1.78,-0.68,2.60,-0.37,0.86,0.26,-0.06,-0.02,-0.43,0,0,0,0,577,340,652,629,0,668,326,0,471,385,1
401.92,3.10,2.87,1.15,-0.37,0.87,0.25,-0.06,-0.02,-0.43,0,0,0,0,578,339,653,629,0,667,325,0,469,388,1
402.02,4.17,0.28,-0.67,-0.37,0.90,0.27,-0.06,-0.02,-0.43,0,0,0,0,577,340,652,628,0,668,327,0,465,380,1
402.13,2.78,-0.72,1.38,-0.36,0.90,0.26,-0.06,-0.02,-0.43,0,0,0,0,578,340,651,626,0,668,326,0,466,382,1
402.23,3.51,-0.57,2.34,-0.37,0.89,0.24,-0.06,-0.02,-0.43,0,0,0,0,577,338,650,627,0,668,325,0,464,378,1
402.34,2.60,-0.09,1.28,-0.37,0.88,0.24,-0.06,-0.03,-0.43,0,0,0,0,577,340,652,627,0,668,325,0,463,377,1
402.44,1.54,0.17,0.55,-0.36,0.89,0.26,-0.06,-0.03,-0.43,0,0,0,0,578,340,653,628,0,668,327,0,463,382,1
402.55,0.43,0.72,0.46,-0.38,0.90,0.24,-0.06,-0.02,-0.43,0,0,0,0,578,340,653,628,0,668,326,0,462,379,1
402.65,2.51,-0.17,1.41,-0.37,0.90,0.25,-0.06,-0.03,-0.43,0,0,0,0,578,341,653,628,0,669,326,0,461,381,1
402.76,5.64,1.50,2.01,-0.38,0.88,0.24,-0.06,-0.02,-0.43,0,0,0,0,578,339,652,626,0,668,327,0,459,380,1
402.87,5.61,3.05,2.05,-0.35,0.89,0.26,-0.06,-0.02,-0.43,0,0,0,0,579,340,653,628,0,668,327,0,463,385,1
402.97,4.28,-0.89,1.23,-0.37,0.89,0.26,-0.06,-0.02,-0.42,0,0,0,0,579,340,654,629,0,668,328,0,466,391,1
403.08,5.72,0.05,1.94,-0.37,0.90,0.25,-0.06,-0.02,-0.43,0,0,0,0,578,341,655,630,0,668,328,0,468,393,1
403.18,3.46,-0.99,1.81,-0.36,0.88,0.26,-0.06,-0.02,-0.42,0,0,0,0,580,341,655,631,0,667,327,0,467,392,1
403.29,3.18,1.86,1.56,-0.38,0.91,0.21,-0.06,-0.02,-0.43,0,0,0,0,579,341,655,630,0,667,327,0,465,386,1
403.39,7.92,2.55,1.55,-0.37,0.87,0.28,-0.05,-0.02,-0.43,0,0,0,0,579,341,655,630,0,668,328,0,469,388,1
403.50,2.27,-0.95,0.67,-0.38,0.90,0.26,-0.05,-0.02,-0.43,0,0,0,0,579,341,655,631,0,668,326,0,467,385,1
403.61,3.32,-0.03,3.40,-0.37,0.88,0.26,-0.05,-0.02,-0.43,0,0,0,0,578,341,655,628,0,668,326,0,465,383,1
403.71,2.53,-0.47,2.24,-0.38,0.88,0.24,-0.06,-0.02,-0.43,0,0,0,0,579,340,655,630,1,668,327,0,465,386,1
403.82,4.54,-0.02,1.30,-0.38,0.88,0.25,-0.06,-0.02,-0.43,0,0,0,0,579,341,655,630,0,667,328,0,467,385,1
403.92,3.16,-0.52,1.81,-0.38,0.89,0.26,-0.06,-0.02,-0.43,0,0,0,0,580,341,655,630,0,667,328,0,468,386,1
404.03,2.25,-0.49,1.15,-0.37,0.89,0.24,-0.06,-0.02,-0.42,0,0,0,0,579,340,654,629,0,668,327,0,464,374,1
404.13,3.77,0.19,1.60,-0.38,0.89,0.26,-0.06,-0.03,-0.43,0,0,0,0,579,340,654,629,0,667,326,0,465,377,1
404.24,2.71,1.18,1.63,-0.37,0.87,0.27,-0.05,-0.02,-0.43,0,0,0,0,579,340,654,628,0,668,329,0,465,382,1
404.34,5.41,-1.27,2.57,-0.38,0.88,0.25,-0.05,-0.02,-0.43,0,0,0,0,578,340,654,626,0,667,329,0,466,387,1
404.45,5.19,-1.27,2.00,-0.37,0.89,0.25,-0.06,-0.03,-0.43,0,0,0,0,578,340,653,628,0,668,328,0,470,396,1
404.55,9.30,1.39,1.61,-0.38,0.88,0.25,-0.06,-0.03,-0.43,0,0,0,0,578,340,654,629,0,667,328,0,473,399,1
404.66,6.30,2.62,2.13,-0.37,0.90,0.24,-0.06,-0.02,-0.43,0,0,0,0,579,339,655,629,0,668,332,0,475,400,1
404.77,6.34,1.20,2.22,-0.37,0.88,0.28,-0.06,-0.03,-0.42,0,0,0,0,579,340,654,629,0,668,333,0,476,402,1
404.87,3.93,-0.23,1.98,-0.39,0.87,0.26,-0.06,-0.02,-0.43,0,0,0,1,579,340,653,629,0,668,335,0,479,404,1
404.98,1.56,-0.90,-0.88,-0.38,0.88,0.25,-0.06,-0.03,-0.42,0,0,0,0,579,340,654,628,0,668,337,0,486,404,1
405.08,3.39,-1.94,-0.33,-0.37,0.90,0.23,-0.06,-0.02,-0.42,0,0,0,0,579,340,653,628,0,668,337,0,491,406,1
405.19,7.03,0.22,1.98,-0.38,0.92,0.25,-0.06,-0.02,-0.42,0,0,0,0,579,341,653,628,0,669,338,0,492,409,1
405.29,2.35,-2.96,1.30,-0.37,0.91,0.25,-0.06,-0.02,-0.43,0,0,0,0,579,341,653,629,0,668,337,0,497,391,1
