time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,P1,P2,P3,P4,P5,F1,F2,F3,F4,B1,B2,B3,S1,S2,class
535.83,3.69,0.03,1.61,0.05,0.59,0.76,-0.08,0.29,-0.50,0,0,0,0,549,286,725,634,0,680,354,247,178,187,1
535.94,3.73,0.31,1.44,0.05,0.58,0.77,-0.08,0.29,-0.50,0,0,0,0,549,286,724,633,0,680,353,246,177,187,1
536.04,3.23,0.11,1.45,0.04,0.59,0.77,-0.08,0.29,-0.50,0,0,0,0,550,287,726,633,0,680,353,245,177,188,1
536.15,3.91,-0.04,1.41,0.05,0.59,0.77,-0.09,0.29,-0.51,0,0,0,0,550,288,726,633,0,682,356,246,177,188,1
536.25,4.03,0.17,1.05,0.05,0.60,0.77,-0.08,0.29,-0.51,0,0,0,0,549,287,725,633,0,681,357,247,177,189,1
536.36,5.31,-1.01,1.62,0.05,0.59,0.76,-0.08,0.29,-0.51,0,0,0,0,550,288,726,635,0,681,356,247,182,191,1
536.46,1.19,0.57,0.17,0.04,0.58,0.77,-0.08,0.29,-0.51,0,0,0,0,550,286,725,633,0,681,360,247,183,187,1
536.57,1.21,0.80,1.71,0.05,0.59,0.78,-0.09,0.29,-0.50,0,0,0,0,547,285,720,633,0,680,364,249,197,188,1
536.67,4.51,0.84,0.69,0.04,0.59,0.77,-0.08,0.29,-0.50,0,0,0,0,548,287,720,633,0,681,369,243,210,199,1
536.78,54.11,-14.95,-5.91,-0.07,0.99,1.35,-0.09,0.30,-0.51,0,0,0,0,570,290,711,630,0,745,439,366,364,227,1
536.89,-99.31,-1.86,-0.53,-0.02,0.88,0.62,-0.10,0.21,-0.50,0,0,0,0,589,330,683,629,0,752,456,371,408,283,1
536.99,-161.41,22.00,57.98,-0.02,0.97,0.26,-0.09,0.08,-0.47,0,0,0,0,582,301,656,619,0,726,436,318,392,277,1
537.10,-82.07,74.37,94.68,0.08,0.79,0.27,-0.07,-0.01,-0.43,0,0,0,0,581,280,656,624,0,666,447,0,484,276,1
537.20,-124.29,36.47,47.83,-0.11,1.00,-0.08,-0.07,-0.10,-0.36,0,0,0,0,579,258,674,634,0,667,467,0,474,316,1
537.31,31.77,52.01,45.93,-0.17,0.95,-0.02,-0.06,-0.11,-0.34,0,0,0,0,581,290,691,647,0,670,458,0,409,488,1
