time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,F1,F2,B1,B2,S1,S2,S3,S4,S5,class
1550.86,3.96,0.83,5.21,-0.16,-0.91,0.41,0.19,0.59,-0.13,0,0,0,0,289,568,328,491,0,3
1550.97,3.08,-0.66,1.51,-0.15,-0.92,0.4,0.2,0.59,-0.14,0,0,0,0,288,570,329,492,0,3
1551.08,5.23,1.53,-0.37,-0.16,-0.9,0.4,0.19,0.59,-0.14,0,0,0,0,271,569,325,494,0,3
1551.18,2.63,-1.33,-0.36,-0.15,-0.91,0.41,0.19,0.59,-0.14,0,0,0,0,270,568,326,494,0,3
1551.29,5.09,1.21,1.01,-0.14,-0.87,0.39,0.19,0.6,-0.14,0,0,0,0,265,567,326,491,0,3
1551.39,1.63,-0.54,3.29,-0.16,-0.9,0.39,0.19,0.6,-0.13,0,0,1,0,249,563,326,493,0,3
1551.5,2.63,0.46,0.19,-0.15,-0.91,0.4,0.19,0.59,-0.14,0,0,0,0,252,560,325,493,1,3
1551.6,2.94,0.81,1.22,-0.15,-0.89,0.39,0.2,0.59,-0.14,0,0,0,0,249,560,325,493,0,3
1551.71,4.66,0.6,1.83,-0.15,-0.91,0.41,0.2,0.59,-0.15,0,0,0,0,246,561,325,494,0,3
1551.81,3.7,0.45,0.4,-0.15,-0.91,0.42,0.2,0.59,-0.14,0,0,0,0,245,560,325,495,0,3
1551.92,2.56,0,1.44,-0.14,-0.89,0.41,0.2,0.59,-0.13,0,0,0,0,246,561,325,494,0,3
1552.03,6.17,1.75,0.52,-0.16,-0.88,0.37,0.2,0.6,-0.14,0,0,0,0,248,560,324,495,0,3
1552.13,13.39,6.31,-13.91,-0.17,-0.97,0.34,0.2,0.59,-0.13,0,0,0,0,254,560,326,492,0,3
1552.24,46,38.24,-83.61,-0.14,-1.23,0.23,0.17,0.61,-0.09,0,0,0,0,284,562,330,481,0,3
1552.34,44.13,64.43,-148.54,-0.3,-1.09,0.21,0.08,0.65,-0.06,0,0,0,0,287,570,340,431,0,3
1552.45,46.28,76.11,-145.42,-0.43,-0.79,0.23,-0.05,0.67,-0.02,0,0,0,0,289,575,332,397,0,3
1552.55,96.4,98.76,-113.61,-0.78,-0.75,0.28,-0.17,0.65,0.03,0,0,0,0,305,576,321,433,0,3
1552.66,57.01,73.19,-84.36,-0.82,-0.73,0.46,-0.27,0.6,0.07,0,0,0,0,313,507,293,496,0,3
1552.76,33.22,-3.93,-67.68,-0.73,-0.49,0.51,-0.33,0.56,0.08,0,0,0,0,221,388,262,259,0,3
1552.87,35.03,-39.89,-11.31,-0.81,-0.38,0.44,-0.36,0.53,0.11,0,0,0,0,63,49,260,198,0,3
1552.97,-28.19,-31.3,16.91,-0.7,-0.47,0.27,-0.34,0.52,0.14,0,0,0,0,0,0,269,201,0,3
1553.08,-20.97,-10.21,20.12,-0.73,-0.48,0.27,-0.33,0.53,0.13,0,0,0,0,0,0,278,355,0,3
1553.19,-121.64,-46.32,9.78,-0.75,-0.31,0.23,-0.31,0.56,0.09,0,0,0,0,0,0,273,374,0,3
1553.29,-22.28,-26.07,39.47,-0.87,-0.26,0.23,-0.29,0.58,0.06,0,0,0,0,0,0,281,371,0,3
1553.4,-15.97,-14.3,16,-0.88,-0.4,0.15,-0.25,0.6,0.04,0,0,0,0,0,0,288,381,0,3
1553.5,23.76,9.12,-6.11,-0.82,-0.58,0.25,-0.25,0.6,0.05,0,0,0,0,0,0,291,384,0,3
1553.61,10.06,12.56,-18.5,-0.88,-0.46,0.15,-0.26,0.6,0.05,0,0,0,0,0,0,292,372,0,3
1553.71,14.24,14.39,-10.81,-0.89,-0.42,0.21,-0.27,0.59,0.05,0,0,0,0,0,1,282,374,0,3
1553.82,28.48,6.76,6.01,-0.87,-0.48,0.3,-0.27,0.59,0.06,0,0,0,0,1,0,284,380,0,3
1553.92,18.37,6.66,1.19,-0.86,-0.43,0.21,-0.28,0.59,0.06,1,0,0,0,0,0,283,386,0,3
1554.03,-2.69,6.05,2.45,-0.87,-0.51,0.26,-0.27,0.59,0.06,0,0,0,0,0,0,288,397,0,3
1554.14,-6.81,-1.24,3.46,-0.87,-0.46,0.23,-0.27,0.59,0.06,0,0,0,0,0,0,284,397,0,3
1554.24,4.25,-1.95,5.45,-0.86,-0.43,0.16,-0.27,0.59,0.05,0,0,0,0,0,4,289,408,0,3
1554.35,13.27,11.7,4.7,-0.88,-0.5,0.22,-0.27,0.6,0.06,0,0,0,0,0,44,293,414,0,3
1554.45,5.13,5.56,4.17,-0.88,-0.49,0.27,-0.27,0.59,0.06,0,0,0,0,0,70,293,416,0,3
1554.56,6.76,4.08,2.81,-0.85,-0.5,0.27,-0.27,0.59,0.06,0,0,0,0,0,78,293,417,0,3
1554.66,5.17,1.62,0.86,-0.84,-0.5,0.28,-0.27,0.6,0.06,0,0,0,0,0,82,295,415,0,3
1554.77,5.26,4.33,3.46,-0.85,-0.53,0.25,-0.26,0.6,0.05,0,0,0,0,0,92,294,415,0,3
1554.87,7.47,4.38,-0.91,-0.84,-0.52,0.25,-0.27,0.59,0.06,0,0,0,1,0,87,293,415,0,3
1554.98,10.54,3.97,-1.86,-0.84,-0.5,0.27,-0.27,0.59,0.06,0,0,0,0,0,88,292,417,0,3
1555.08,4.19,1.92,-3.3,-0.85,-0.48,0.28,-0.27,0.59,0.06,0,0,0,0,0,86,292,418,0,3
1555.19,1.6,-1.92,1.92,-0.85,-0.49,0.25,-0.28,0.59,0.06,1,0,0,0,0,82,293,419,0,3
1555.3,7.71,1.9,-2.3,-0.84,-0.48,0.25,-0.27,0.59,0.06,0,0,0,0,0,82,295,420,0,3
1555.4,-5.04,-1,7.3,-0.84,-0.46,0.3,-0.27,0.59,0.06,0,0,0,0,0,81,293,423,0,3
1555.51,-2.89,-5.55,11.34,-0.84,-0.51,0.29,-0.27,0.59,0.06,0,0,0,0,0,83,294,425,1,3
1555.61,3.46,-1.14,4.66,-0.83,-0.52,0.28,-0.27,0.6,0.06,0,0,0,0,0,88,286,427,1,3
1555.72,0.46,-0.11,5.16,-0.83,-0.48,0.28,-0.27,0.59,0.05,0,0,0,0,0,95,286,431,0,3
1555.82,5.8,-3.15,7.04,-0.83,-0.52,0.28,-0.26,0.6,0.06,0,0,0,0,0,97,291,433,0,3
1555.93,3.49,-0.13,2.71,-0.83,-0.53,0.3,-0.26,0.6,0.05,0,0,0,1,0,99,292,434,0,3
1556.03,-0.52,-5.01,-0.06,-0.82,-0.51,0.27,-0.26,0.6,0.05,0,0,0,0,0,99,297,435,0,3
1556.14,1.68,-1.28,3.05,-0.86,-0.5,0.21,-0.26,0.6,0.05,0,0,0,0,1,96,297,431,0,3
1556.24,2.37,1.03,2.53,-0.85,-0.52,0.24,-0.26,0.6,0.06,0,0,0,0,0,94,297,432,0,3
1556.35,6.26,4.4,-0.88,-0.82,-0.52,0.28,-0.26,0.6,0.05,0,0,0,0,1,95,292,434,0,3
1556.46,0.2,-0.31,-1.59,-0.85,-0.5,0.24,-0.26,0.6,0.05,0,0,0,0,0,49,282,434,0,3
1556.56,18.86,4.28,1.37,-0.83,-0.49,0.22,-0.26,0.6,0.06,0,0,0,1,0,42,270,434,0,3
1556.67,12.02,5.22,4.33,-0.84,-0.55,0.28,-0.25,0.6,0.06,0,0,0,0,1,44,264,433,0,3
1556.77,13.99,5.55,-3.54,-0.83,-0.56,0.32,-0.26,0.6,0.07,0,0,0,0,0,45,264,440,0,3
1556.88,-2.64,-3.7,-4.52,-0.83,-0.54,0.27,-0.26,0.59,0.07,0,0,0,0,0,43,270,439,0,3
1556.98,-3.95,1.79,-18.16,-0.81,-0.52,0.27,-0.27,0.59,0.06,0,0,0,0,0,46,275,432,0,3
1557.09,4.83,-3.2,-0.66,-0.85,-0.44,0.28,-0.28,0.59,0.06,0,0,0,0,0,41,280,428,0,3
1557.19,-2.65,-9.9,-0.64,-0.86,-0.47,0.23,-0.28,0.59,0.06,0,0,0,0,0,46,277,429,0,3
1557.3,-1.38,-0.58,3.65,-0.85,-0.47,0.21,-0.29,0.59,0.06,0,0,0,0,0,39,280,425,0,3
1557.41,2.65,1.1,3.4,-0.86,-0.47,0.25,-0.28,0.59,0.06,0,0,0,0,0,40,286,429,0,3
1557.51,2.3,-2.79,3.67,-0.88,-0.47,0.23,-0.28,0.59,0.06,0,0,0,0,0,35,286,426,0,3
1557.62,4.66,0.23,-2.2,-0.86,-0.47,0.22,-0.28,0.59,0.06,0,0,0,0,0,14,286,425,0,3
1557.72,2.95,1.72,1.68,-0.86,-0.47,0.27,-0.28,0.59,0.06,0,0,0,0,0,10,285,427,0,3
1557.83,5.76,-0.37,3.39,-0.85,-0.48,0.27,-0.27,0.6,0.06,0,0,0,0,0,12,285,428,0,3
1557.93,6.59,1.15,0.24,-0.86,-0.48,0.24,-0.28,0.59,0.07,0,0,0,1,0,23,285,427,0,3
1558.04,3.65,5.72,4.78,-0.85,-0.48,0.24,-0.28,0.59,0.06,0,0,0,0,0,37,284,428,0,3
1558.14,6.18,3.88,3.4,-0.87,-0.51,0.27,-0.28,0.59,0.06,0,1,0,0,0,40,289,430,0,3
1558.25,4.85,1.01,2.28,-0.85,-0.45,0.27,-0.28,0.59,0.06,0,0,0,0,0,42,289,430,0,3
1558.35,3.5,-1.26,2.79,-0.85,-0.47,0.26,-0.28,0.59,0.06,0,0,0,0,0,62,293,435,0,3
