time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,F1,F2,B1,B2,S1,S2,S3,S4,S5,class
907.08,5.39,1.08,1.77,-0.47,-0.38,0.77,0.07,0.44,-0.43,0,0,0,0,267,325,239,439,1,3
907.18,6.37,0.02,1.29,-0.46,-0.38,0.8,0.07,0.44,-0.43,0,0,0,0,270,337,244,442,0,3
907.29,2.47,-2.38,0.36,-0.46,-0.38,0.79,0.07,0.44,-0.42,0,0,0,1,271,344,255,441,0,3
907.4,1.46,-2.48,0.4,-0.46,-0.38,0.78,0.07,0.45,-0.43,0,1,0,0,270,340,253,441,0,3
907.5,0.36,-1,0.99,-0.47,-0.38,0.77,0.07,0.44,-0.44,0,1,0,0,270,337,251,440,1,3
907.61,3.05,1.25,0.45,-0.46,-0.38,0.76,0.06,0.44,-0.44,0,0,0,0,268,334,248,441,0,3
907.71,6.41,3.05,-0.81,-0.46,-0.37,0.76,0.07,0.44,-0.43,0,0,0,0,268,330,236,441,0,3
907.82,24.42,4.16,-8.12,-0.49,-0.43,0.78,0.07,0.45,-0.43,0,0,0,0,268,330,218,441,0,3
907.92,5.6,-4.91,-22.5,-0.49,-0.4,0.79,0.06,0.47,-0.42,0,0,0,0,268,335,227,445,0,3
908.03,-0.06,1.06,3.51,-0.48,-0.34,0.76,0.05,0.46,-0.42,0,0,0,0,264,335,214,445,0,3
908.13,2.83,3.7,11.45,-0.46,-0.37,0.76,0.06,0.46,-0.42,0,0,0,0,265,339,214,455,0,3
908.24,9.89,8.94,16.29,-0.45,-0.38,0.77,0.06,0.46,-0.42,0,0,0,0,266,324,208,459,0,3
908.34,-2.43,2.86,7.97,-0.45,-0.46,0.81,0.07,0.46,-0.41,0,0,0,0,268,326,212,457,0,3
908.45,4.86,0.54,0.32,-0.45,-0.43,0.81,0.08,0.46,-0.42,0,0,0,0,268,331,219,460,0,3
908.56,2.08,-2.16,0.28,-0.44,-0.42,0.79,0.08,0.46,-0.42,0,0,0,0,268,341,221,459,1,3
908.66,5.48,-0.99,2.07,-0.44,-0.41,0.78,0.07,0.46,-0.42,0,0,0,0,269,345,228,455,0,3
908.77,4.85,1.65,2.86,-0.44,-0.42,0.76,0.07,0.46,-0.42,0,0,0,0,269,346,233,450,0,3
908.87,2.28,1.72,0.38,-0.44,-0.42,0.78,0.08,0.46,-0.42,0,0,0,0,271,348,238,450,0,3
908.98,3.57,1.35,-2.69,-0.44,-0.41,0.76,0.08,0.46,-0.41,0,0,0,0,275,350,236,452,0,3
909.08,12.18,6.08,-3.29,-0.44,-0.41,0.73,0.08,0.46,-0.41,0,0,0,0,278,355,239,453,0,3
909.19,80.26,24.82,-16.91,-0.44,-0.53,0.8,0.08,0.48,-0.39,0,0,0,0,280,357,248,445,0,3
909.29,17.11,19.42,-69.77,-0.48,-0.68,0.84,0.08,0.53,-0.35,0,0,0,0,280,362,249,438,0,3
909.4,43.68,54.01,-118.28,-0.35,-0.65,0.79,0.04,0.55,-0.34,0,0,0,0,273,377,234,419,0,3
909.51,50.08,20.12,-131.87,-0.4,-0.41,0.83,-0.03,0.59,-0.31,0,0,0,0,251,383,181,398,0,3
909.61,49.33,11.43,-112.32,-0.47,-0.4,0.72,-0.11,0.61,-0.27,0,0,0,0,242,377,163,395,0,3
909.72,80.56,13.47,-112.56,-0.58,-0.51,0.74,-0.19,0.61,-0.22,0,0,0,0,239,353,148,398,0,3
909.82,72.47,-19.59,-96.65,-0.6,-0.18,0.69,-0.27,0.59,-0.18,0,0,0,0,223,328,142,408,0,3
909.93,67.43,-33.64,-75.92,-0.87,-0.31,0.73,-0.32,0.57,-0.11,0,0,0,0,239,272,131,436,0,3
910.03,54.56,-53.96,-48.97,-0.84,-0.26,0.55,-0.37,0.54,-0.04,0,0,0,0,187,198,97,430,0,3
910.14,17.46,-53.91,-30.32,-0.75,-0.21,0.3,-0.39,0.51,0.01,0,0,0,0,0,150,76,331,0,3
910.24,66.59,-14.09,0.27,-0.87,-0.16,0.39,-0.39,0.5,0.04,0,0,0,0,0,79,66,423,0,3
910.35,66.22,-4.16,19.51,-0.91,-0.3,0.4,-0.38,0.5,0.08,0,0,0,0,0,78,59,495,0,3
910.46,3.84,-4.53,8.62,-0.87,-0.39,0.37,-0.37,0.5,0.1,0,0,1,0,0,16,57,507,0,3
910.56,-19.26,-6.09,-4.82,-0.83,-0.37,0.41,-0.37,0.51,0.1,0,1,1,0,0,0,70,271,0,3
910.67,-20.31,-14.13,-20.86,-0.91,-0.37,0.38,-0.37,0.5,0.09,0,0,0,0,0,0,67,298,0,3
910.77,-54.64,-40.46,-5.84,-0.88,-0.17,0.22,-0.38,0.5,0.08,0,0,0,0,0,0,102,278,1,3
910.88,-86.14,-30.2,-3.12,-0.88,-0.11,0.14,-0.38,0.52,0.06,0,0,0,0,0,0,124,276,0,3
910.98,-56.39,-33.92,-12.4,-0.95,-0.18,0.15,-0.37,0.53,0.04,0,0,0,0,0,0,168,268,0,3
911.09,-19.82,5.94,-14.32,-0.93,-0.07,0,-0.38,0.52,0.03,0,0,1,0,0,0,138,260,0,3
911.19,6.52,14.94,-6.28,-0.98,-0.09,0.08,-0.38,0.51,0.02,0,0,0,0,0,0,143,260,0,3
911.3,5.21,8.99,-4.82,-1.01,-0.07,0.21,-0.39,0.51,0.01,0,0,0,0,0,0,148,257,0,3
911.4,28.25,5.12,2.21,-0.99,-0.06,0.27,-0.4,0.51,0.02,0,0,0,0,0,0,144,258,0,3
911.51,12.86,-1.25,5.93,-1.01,-0.07,0.18,-0.39,0.51,0.03,0,0,0,0,0,0,146,258,0,3
911.61,-0.52,4.86,4.5,-0.99,-0.16,0.18,-0.39,0.51,0.03,0,0,0,0,0,0,137,258,1,3
911.72,-5.64,6.68,0.27,-0.99,-0.09,0.19,-0.39,0.51,0.01,0,0,0,0,0,0,142,261,0,3
911.83,3.45,6.35,2.79,-0.99,-0.09,0.29,-0.39,0.51,0,0,0,0,0,0,0,150,262,0,3
911.93,-9.2,-1.3,8.46,-1,-0.12,0.26,-0.38,0.51,0,0,0,0,0,0,0,150,266,0,3
912.04,1.92,-9.89,1.01,-1,-0.15,0.21,-0.39,0.52,0,0,0,0,0,0,0,154,266,0,3
912.14,5.78,-3.69,-7.91,-0.96,-0.08,0.19,-0.39,0.52,0.01,0,0,0,1,0,0,159,266,0,3
912.25,12.03,0.25,-0.46,-0.98,-0.03,0.17,-0.39,0.51,0.02,0,0,0,0,0,0,157,267,0,3
