time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,class
632.68,2.76,-0.60,0.84,-0.40,0.92,-0.06,-0.24,-0.02,-0.31,0,355,495,0,330,0,293,707,459,244,333,2
632.78,5.58,-1.37,2.23,-0.40,0.92,-0.06,-0.24,-0.02,-0.32,0,359,495,0,332,0,292,707,458,244,332,2
632.89,3.83,1.09,2.00,-0.40,0.93,-0.05,-0.25,-0.02,-0.32,0,360,495,0,331,0,292,708,459,244,333,2
632.99,1.42,0.40,0.93,-0.40,0.93,-0.05,-0.25,-0.02,-0.32,0,358,494,0,331,0,293,708,460,245,334,2
633.10,3.34,0.54,1.98,-0.40,0.90,-0.04,-0.25,-0.02,-0.32,0,358,495,0,329,0,293,707,460,244,333,2
633.21,3.61,0.38,2.10,-0.40,0.93,-0.05,-0.25,-0.03,-0.32,0,358,495,0,330,0,291,709,459,244,333,2
633.31,4.93,-0.39,1.89,-0.42,0.91,-0.05,-0.25,-0.02,-0.32,0,358,494,0,331,0,291,708,458,245,332,2
633.42,3.09,0.55,2.29,-0.40,0.91,-0.05,-0.25,-0.02,-0.32,0,356,495,0,330,0,291,708,458,244,333,2
633.52,2.60,0.97,0.84,-0.40,0.94,-0.07,-0.25,-0.03,-0.32,0,358,495,0,330,0,291,708,459,244,333,2
633.63,3.25,2.00,0.52,-0.40,0.95,-0.06,-0.25,-0.03,-0.32,0,361,495,0,331,0,292,708,460,244,333,2
633.73,3.56,-2.64,1.27,-0.40,0.92,-0.05,-0.25,-0.03,-0.32,0,361,495,0,329,0,291,708,460,244,333,2
633.84,4.42,0.31,0.25,-0.40,0.90,-0.04,-0.25,-0.02,-0.32,0,362,496,0,326,0,291,709,459,245,333,2
633.94,2.69,1.00,2.21,-0.38,0.94,-0.05,-0.24,-0.03,-0.32,0,361,496,0,332,0,291,709,459,244,333,2
634.05,5.79,-0.81,1.98,-0.40,0.90,-0.04,-0.24,-0.02,-0.32,0,357,495,0,310,0,291,708,459,244,333,2
634.16,3.68,-2.16,-0.31,-0.40,0.94,-0.06,-0.24,-0.03,-0.32,0,359,495,0,309,0,292,708,459,244,332,2
634.26,-0.99,0.27,1.73,-0.40,0.94,-0.07,-0.25,-0.02,-0.33,0,360,495,0,310,0,291,708,458,244,333,2
634.37,3.97,2.88,2.56,-0.40,0.93,-0.04,-0.25,-0.03,-0.33,0,363,495,0,316,0,292,708,460,244,333,2
634.47,4.94,0.53,1.47,-0.40,0.91,-0.05,-0.24,-0.02,-0.32,1,363,495,0,313,0,292,708,460,244,333,2
634.58,3.15,-0.31,1.69,-0.40,0.95,-0.07,-0.24,-0.03,-0.32,0,363,495,0,317,0,292,708,460,245,333,2
634.68,1.79,0.12,1.15,-0.39,0.91,-0.05,-0.24,-0.03,-0.32,0,363,496,0,312,0,292,709,458,246,334,2
634.79,5.15,1.01,0.74,-0.40,0.93,-0.06,-0.24,-0.02,-0.33,0,362,495,0,313,0,293,708,459,244,333,2
634.89,3.16,1.13,1.22,-0.40,0.94,-0.06,-0.24,-0.02,-0.33,0,362,494,0,316,0,292,707,459,245,333,2
635.00,5.67,1.77,1.03,-0.40,0.90,-0.04,-0.24,-0.03,-0.32,0,361,495,0,314,0,292,707,458,245,332,2
635.10,2.24,1.14,0.85,-0.40,0.95,-0.05,-0.24,-0.02,-0.33,0,365,495,0,317,0,293,708,459,245,332,2
635.21,2.63,-0.25,2.22,-0.39,0.92,-0.04,-0.23,-0.02,-0.32,0,364,495,0,318,0,292,710,460,245,334,2
635.32,3.05,-0.38,0.19,-0.40,0.90,-0.03,-0.24,-0.02,-0.33,0,365,495,0,313,0,293,708,460,245,333,2
635.42,3.09,1.26,0.67,-0.38,0.96,-0.05,-0.24,-0.02,-0.32,0,365,495,0,317,0,294,709,459,245,333,2
635.53,1.53,0.15,1.11,-0.39,0.93,-0.04,-0.24,-0.02,-0.33,0,364,495,0,318,0,293,708,459,245,333,2
635.63,4.77,-0.74,1.57,-0.39,0.91,-0.03,-0.24,-0.02,-0.33,0,364,495,0,324,0,293,707,458,244,332,2
635.74,4.34,-0.39,2.70,-0.39,0.93,-0.05,-0.24,-0.03,-0.32,0,363,496,0,325,0,293,708,459,244,332,2
635.84,1.92,0.06,1.95,-0.38,0.94,-0.06,-0.24,-0.02,-0.32,0,365,495,0,327,0,293,708,459,244,332,2
635.95,2.41,-0.47,2.18,-0.39,0.94,-0.05,-0.24,-0.03,-0.33,1,365,496,0,327,0,294,708,459,245,332,2
636.05,2.29,-1.01,-0.22,-0.39,0.91,-0.04,-0.24,-0.02,-0.33,0,362,496,1,318,0,293,708,459,246,332,2
636.16,6.11,2.78,1.96,-0.40,0.94,-0.05,-0.24,-0.02,-0.32,0,363,496,0,318,0,293,708,459,245,333,2
