time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,class
414.88,6.01,-0.82,1.43,-0.30,0.55,0.74,0.17,0.02,-0.41,270,703,364,88,118,205,649,0,0,137,357,3
414.89,5.77,-0.72,1.16,-0.29,0.54,0.75,0.17,0.02,-0.41,272,703,363,87,118,204,649,0,0,137,357,3
414.89,5.27,-0.54,1.22,-0.29,0.54,0.75,0.17,0.02,-0.41,271,703,363,89,118,205,648,0,0,136,356,3
414.90,4.95,-0.74,1.29,-0.29,0.54,0.75,0.17,0.02,-0.41,271,702,363,87,118,205,648,0,0,137,357,3
414.90,4.08,-0.85,1.30,-0.29,0.53,0.75,0.17,0.02,-0.41,271,703,363,87,118,203,649,0,0,136,357,3
414.91,2.82,-0.80,0.90,-0.29,0.53,0.75,0.17,0.02,-0.41,270,703,362,88,119,204,648,0,0,138,357,3
414.91,2.02,-0.88,0.92,-0.29,0.53,0.75,0.17,0.02,-0.41,271,702,363,88,118,204,648,1,0,137,357,3
414.92,1.39,-0.58,0.85,-0.29,0.55,0.75,0.17,0.02,-0.41,271,703,363,87,118,202,649,0,0,136,357,3
414.92,1.09,-0.58,1.04,-0.28,0.55,0.75,0.17,0.02,-0.41,271,703,363,88,118,202,648,0,0,138,357,3
414.93,0.56,-0.28,1.05,-0.29,0.56,0.74,0.17,0.02,-0.42,271,703,363,88,118,202,649,0,0,137,357,3
414.93,0.73,-0.52,1.16,-0.30,0.56,0.74,0.17,0.02,-0.42,271,703,362,88,118,203,648,0,0,138,357,3
414.94,1.20,-0.23,1.09,-0.30,0.56,0.73,0.17,0.02,-0.42,271,703,363,88,118,203,649,0,0,137,356,3
414.94,1.67,0.00,1.16,-0.30,0.57,0.73,0.17,0.02,-0.42,271,702,363,89,118,203,648,0,0,137,357,3
414.95,2.27,0.12,1.01,-0.30,0.57,0.73,0.17,0.02,-0.42,271,703,363,88,119,203,649,1,0,138,357,3
414.95,2.33,0.39,1.01,-0.30,0.55,0.73,0.17,0.02,-0.42,272,703,364,88,119,203,649,0,0,139,357,3
414.96,2.94,0.56,1.06,-0.30,0.56,0.73,0.17,0.02,-0.42,271,703,362,88,118,203,649,0,0,137,357,3
414.96,3.20,0.97,1.04,-0.30,0.57,0.73,0.17,0.02,-0.41,272,703,363,88,118,203,648,0,0,138,357,3
414.97,4.03,1.00,1.15,-0.29,0.57,0.73,0.17,0.02,-0.41,272,703,363,88,119,204,649,0,0,138,357,3
