time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,class
3445.12,3.40,-2.58,2.12,-0.17,0.80,0.50,0.00,-0.18,0.00,559,414,306,304,366,0,216,0,0,49,128,2
3445.13,3.12,-2.80,2.64,-0.17,0.80,0.50,0.00,-0.18,0.00,560,414,306,304,366,0,217,0,0,49,128,2
3445.13,2.62,-2.97,2.83,-0.17,0.80,0.50,0.00,-0.18,0.00,560,414,306,303,365,0,216,0,0,49,128,2
3445.14,2.51,-2.85,2.98,-0.17,0.80,0.49,0.00,-0.18,0.00,558,412,305,303,364,0,216,0,0,48,127,2
3445.14,2.49,-2.97,3.14,-0.18,0.80,0.48,-0.00,-0.18,0.00,559,412,305,304,364,0,215,0,0,48,127,2
3445.15,3.03,-2.64,2.77,-0.18,0.79,0.48,-0.00,-0.18,0.00,559,410,306,304,364,0,214,0,0,47,128,2
3445.15,3.42,-2.44,2.61,-0.18,0.79,0.47,-0.00,-0.18,0.00,558,410,304,304,363,0,214,0,0,48,128,2
3445.16,3.96,-2.33,2.17,-0.18,0.78,0.47,-0.00,-0.18,0.00,558,409,304,304,363,0,215,1,0,47,128,2
3445.16,4.49,-2.11,1.97,-0.18,0.78,0.47,-0.00,-0.18,0.00,558,409,305,304,363,0,214,0,0,48,127,2
3445.17,4.70,-1.80,1.29,-0.19,0.78,0.47,-0.00,-0.18,0.00,558,407,304,304,363,0,213,0,0,47,128,2
3445.17,5.53,-2.01,0.87,-0.19,0.77,0.47,-0.00,-0.18,0.00,558,406,305,304,364,0,215,0,0,47,128,2
3445.18,5.43,-1.67,0.44,-0.20,0.77,0.48,-0.00,-0.18,0.00,557,405,304,304,362,0,215,0,0,46,128,2
3445.18,5.67,-1.51,0.16,-0.20,0.77,0.49,-0.00,-0.18,0.00,558,404,305,303,363,0,215,0,0,46,128,2
3445.19,4.87,-1.45,-0.50,-0.20,0.76,0.49,-0.00,-0.18,0.00,558,405,305,303,363,0,216,0,0,46,127,2
3445.19,4.52,-1.00,-0.95,-0.20,0.76,0.50,-0.00,-0.18,0.00,557,405,305,303,363,0,217,0,0,47,128,2
3445.20,3.47,-0.46,-1.44,-0.20,0.76,0.51,-0.00,-0.18,0.00,558,405,305,303,363,0,216,0,0,47,128,2
3445.20,1.57,-0.14,-1.74,-0.19,0.77,0.52,-0.00,-0.18,0.00,558,406,304,304,363,0,217,0,0,47,129,2
3445.21,0.42,0.31,-1.50,-0.18,0.78,0.52,-0.00,-0.18,0.00,557,405,305,304,363,0,217,0,0,47,128,2
3445.21,-1.04,0.59,-1.35,-0.18,0.79,0.53,-0.00,-0.18,0.00,558,405,304,303,363,0,217,0,0,47,128,2
3445.22,-2.60,0.74,-0.97,-0.18,0.80,0.55,-0.00,-0.18,0.01,558,407,304,304,363,0,217,0,0,47,128,2
3445.22,-4.31,0.79,-0.41,-0.18,0.81,0.53,-0.00,-0.18,0.01,557,406,304,304,363,0,217,0,0,46,128,2
3445.23,-5.75,0.88,0.13,-0.18,0.83,0.53,-0.00,-0.18,0.01,557,406,305,306,362,0,217,0,0,46,129,2
3445.23,-6.83,0.91,0.75,-0.18,0.84,0.52,0.00,-0.18,0.01,557,407,304,304,362,0,216,0,0,46,129,2
3445.24,-7.29,0.94,1.14,-0.19,0.85,0.51,0.00,-0.18,0.01,558,408,305,306,362,0,217,0,0,47,129,2
3445.24,-6.81,0.96,1.38,-0.19,0.86,0.51,0.00,-0.18,0.01,558,409,305,307,362,0,217,0,0,46,129,2
3445.25,-6.41,1.09,1.21,-0.19,0.86,0.50,-0.00,-0.17,0.00,557,408,305,307,362,0,217,0,0,47,136,2
3445.25,-4.72,1.06,1.40,-0.20,0.87,0.50,-0.00,-0.17,0.00,558,408,303,307,362,0,218,0,0,47,136,2
3445.26,-3.03,1.26,1.36,-0.20,0.87,0.50,-0.00,-0.17,0.00,558,409,305,308,362,0,217,0,0,47,140,2
3445.26,-1.56,1.51,1.01,-0.20,0.86,0.50,-0.00,-0.17,0.00,558,410,304,306,362,0,216,0,0,46,143,2
3445.27,1.92,1.61,0.29,-0.20,0.86,0.50,-0.00,-0.17,0.00,557,410,305,307,361,0,217,0,0,47,143,2
3445.27,1.78,1.89,-0.31,-0.19,0.86,0.51,-0.00,-0.18,0.01,558,409,305,307,362,0,218,0,0,47,144,2
3445.28,2.97,2.31,-0.83,-0.19,0.86,0.52,-0.00,-0.18,0.01,558,410,306,307,362,0,218,0,0,46,146,2
3445.28,4.15,2.28,-0.85,-0.18,0.86,0.52,-0.00,-0.18,0.00,558,410,305,308,362,0,219,0,0,47,145,2
3445.29,4.62,2.48,-0.70,-0.17,0.86,0.53,-0.00,-0.18,0.00,558,410,306,308,362,0,218,0,0,46,147,2
3445.29,5.51,1.99,-0.31,-0.17,0.86,0.54,-0.00,-0.18,0.00,559,411,305,308,362,0,218,1,0,46,147,2
3445.30,6.12,1.43,-0.05,-0.18,0.86,0.54,-0.00,-0.18,0.01,559,411,306,307,362,0,219,0,0,47,147,2
3445.30,6.20,1.23,0.18,-0.18,0.86,0.54,-0.00,-0.18,0.01,558,411,306,308,361,0,219,0,0,46,147,2
3445.31,6.20,1.38,0.16,-0.18,0.85,0.54,-0.00,-0.18,0.00,558,412,306,308,361,0,219,0,0,46,148,2
3445.31,6.07,1.44,-0.04,-0.18,0.85,0.54,-0.00,-0.18,0.00,559,412,306,308,361,0,219,1,0,47,147,2
3445.32,6.21,1.58,0.38,-0.18,0.84,0.54,-0.00,-0.18,0.00,558,412,307,308,361,1,219,0,0,46,148,2
3445.32,5.59,1.71,0.31,-0.18,0.84,0.54,-0.00,-0.18,0.01,560,412,307,308,362,0,219,0,0,47,148,2
3445.33,5.36,1.50,0.63,-0.18,0.84,0.54,-0.00,-0.18,0.01,559,413,307,308,362,0,219,0,0,47,147,2
3445.33,4.83,1.58,1.03,-0.17,0.84,0.55,-0.00,-0.18,0.01,559,413,307,308,362,0,219,0,0,46,147,2
3445.34,6.59,1.35,1.37,-0.17,0.84,0.55,-0.00,-0.18,0.01,559,412,307,309,362,0,219,0,0,46,149,2
3445.34,3.46,1.07,1.58,-0.17,0.83,0.55,-0.00,-0.18,0.01,558,412,307,308,362,0,219,0,0,46,147,2
3445.35,3.00,0.79,1.67,-0.17,0.83,0.54,-0.00,-0.18,0.00,559,413,307,308,362,0,219,0,0,47,148,2
3445.35,2.53,0.85,1.71,-0.17,0.83,0.55,-0.00,-0.18,0.00,558,413,306,308,362,0,219,0,0,46,147,2
3445.36,2.37,0.48,1.79,-0.17,0.83,0.55,-0.00,-0.18,0.00,559,413,306,308,362,0,218,0,0,47,147,2
3445.36,1.90,0.78,1.73,-0.18,0.83,0.55,-0.00,-0.18,0.00,558,413,307,308,363,0,218,0,0,46,146,2
3445.37,1.39,0.67,1.60,-0.17,0.83,0.55,-0.00,-0.18,0.00,559,412,307,308,362,0,218,0,0,46,146,2
3445.37,0.94,-0.08,1.75,-0.17,0.83,0.55,-0.00,-0.18,0.00,558,412,306,308,363,0,220,0,0,46,145,2
3445.38,0.74,-0.03,1.82,-0.17,0.83,0.54,-0.00,-0.18,0.00,558,413,307,308,362,0,220,0,0,46,143,2
3445.38,0.28,-0.50,1.72,-0.17,0.83,0.54,-0.00,-0.18,0.00,558,413,307,307,362,0,220,0,0,47,142,2
3445.39,0.18,-0.67,1.58,-0.17,0.83,0.53,-0.00,-0.18,0.01,558,413,308,308,363,0,219,0,0,48,141,2
3445.39,-0.15,-0.85,1.95,-0.18,0.83,0.52,-0.00,-0.18,0.01,557,413,308,308,362,0,219,0,0,47,143,2
3445.40,-0.04,-0.81,2.00,-0.18,0.83,0.52,-0.00,-0.18,0.00,558,413,307,307,362,0,219,0,0,47,143,2
3445.40,0.04,-0.89,2.01,-0.18,0.83,0.51,-0.00,-0.18,0.00,558,413,307,307,363,0,220,0,0,47,142,2
3445.41,0.65,-0.92,1.92,-0.18,0.83,0.50,-0.00,-0.18,0.00,558,414,307,306,363,0,221,0,0,47,140,2
3445.41,1.18,-1.09,1.90,-0.19,0.83,0.50,0.00,-0.18,0.00,558,414,307,307,363,0,220,0,0,47,139,2
3445.42,1.95,-0.83,1.74,-0.19,0.83,0.50,0.00,-0.18,0.00,558,412,306,308,363,0,221,0,0,47,140,2
3445.42,3.04,-1.01,1.52,-0.19,0.83,0.51,-0.00,-0.18,0.00,559,413,306,308,363,0,221,1,0,48,138,2
3445.43,3.35,-0.75,1.24,-0.19,0.82,0.50,-0.00,-0.18,0.00,558,413,306,307,364,0,221,0,0,47,139,2
3449.67,4.99,-1.61,-0.79,-0.10,0.40,0.88,-0.30,0.19,-0.35,0,429,437,257,0,0,445,0,0,132,199,2
3449.68,3.75,-1.78,-0.95,-0.10,0.40,0.87,-0.30,0.19,-0.35,1,428,437,258,0,0,445,1,0,133,199,2
3449.68,3.18,-1.58,-0.58,-0.11,0.40,0.86,-0.30,0.19,-0.35,0,429,437,258,0,0,445,0,0,132,199,2
3449.69,2.94,-1.29,-0.58,-0.11,0.41,0.86,-0.30,0.19,-0.34,0,429,436,257,0,0,446,0,0,132,199,2
3449.69,3.23,-1.01,-0.62,-0.11,0.40,0.87,-0.30,0.19,-0.34,0,428,437,258,0,0,445,0,0,133,199,2
3449.70,3.95,-0.80,-0.60,-0.11,0.40,0.86,-0.31,0.19,-0.35,0,429,437,258,0,0,446,0,0,133,200,2
3449.70,4.09,-1.21,-0.82,-0.10,0.40,0.86,-0.31,0.19,-0.35,0,428,437,257,0,0,445,0,0,132,200,2
3449.71,3.95,-1.23,-1.28,-0.09,0.40,0.86,-0.31,0.19,-0.35,0,429,436,257,0,0,446,0,0,132,200,2
3449.71,3.24,-1.22,-1.07,-0.09,0.40,0.87,-0.30,0.19,-0.34,0,429,435,258,0,0,445,0,0,133,200,2
3449.72,2.80,-0.82,-0.87,-0.09,0.40,0.87,-0.30,0.19,-0.34,0,429,436,257,0,0,445,0,0,133,201,2
3449.72,2.18,-0.25,-0.67,-0.10,0.40,0.87,-0.31,0.19,-0.34,0,428,436,258,0,0,446,0,0,133,200,2
3449.73,1.74,-0.20,-0.75,-0.10,0.39,0.88,-0.31,0.19,-0.34,0,430,435,258,0,0,446,0,0,133,200,2
3449.73,1.86,-0.59,-0.77,-0.09,0.38,0.87,-0.31,0.19,-0.34,0,429,436,257,0,0,446,0,0,133,200,2
3449.74,1.75,-1.11,-1.21,-0.10,0.39,0.87,-0.31,0.19,-0.35,0,429,437,257,0,0,446,0,0,132,200,2
3449.74,2.19,-1.77,-1.54,-0.09,0.39,0.87,-0.31,0.19,-0.35,0,429,436,258,0,0,446,0,0,133,200,2
3449.75,2.77,-1.90,-1.84,-0.10,0.40,0.86,-0.31,0.19,-0.35,0,429,437,258,0,0,446,1,0,133,200,2
3449.75,3.38,-2.20,-2.02,-0.10,0.41,0.86,-0.30,0.19,-0.35,0,430,437,257,0,0,446,0,0,133,200,2
3449.76,4.23,-2.45,-2.32,-0.10,0.41,0.85,-0.30,0.19,-0.35,0,429,437,258,0,0,446,0,0,133,199,2
3449.76,5.47,-2.20,-2.62,-0.11,0.42,0.85,-0.30,0.19,-0.34,0,430,437,258,0,0,446,0,0,134,200,2
3449.77,6.94,-1.66,-2.95,-0.11,0.42,0.86,-0.30,0.19,-0.34,0,430,437,258,0,0,446,0,0,134,200,2
3449.77,7.88,-1.51,-3.25,-0.10,0.41,0.86,-0.30,0.19,-0.34,0,431,437,259,0,0,446,0,0,134,200,2
3449.78,8.18,-0.69,-3.41,-0.10,0.41,0.87,-0.30,0.19,-0.34,0,430,438,258,1,0,446,0,0,134,200,2
3449.78,8.19,0.17,-3.12,-0.10,0.41,0.87,-0.30,0.19,-0.34,0,430,438,258,0,0,446,0,0,134,200,2
3449.79,7.95,-0.00,-2.87,-0.10,0.41,0.88,-0.31,0.19,-0.35,0,430,439,258,0,0,447,0,0,134,200,2
3449.79,7.14,0.78,-2.70,-0.10,0.41,0.89,-0.31,0.19,-0.35,0,430,438,258,0,0,446,0,0,135,201,2
3449.80,6.53,0.99,-2.56,-0.10,0.41,0.89,-0.31,0.19,-0.35,0,431,439,258,0,0,447,0,0,135,201,2
3449.80,5.78,1.00,-1.92,-0.10,0.42,0.90,-0.31,0.19,-0.34,0,430,439,258,0,0,446,0,0,135,201,2
3449.81,4.34,1.28,-1.68,-0.10,0.41,0.91,-0.31,0.19,-0.34,0,430,439,258,0,0,447,0,1,134,200,2
3449.81,2.86,1.63,-1.37,-0.10,0.41,0.89,-0.30,0.19,-0.34,0,431,439,258,0,0,448,0,0,135,201,2
3449.82,1.73,0.98,-1.22,-0.10,0.41,0.91,-0.30,0.19,-0.34,0,432,439,258,0,0,447,0,0,135,200,2
3449.82,0.39,0.46,-1.24,-0.09,0.42,0.90,-0.30,0.19,-0.34,0,431,439,258,1,0,448,0,0,134,200,2
3449.83,-0.47,0.60,-1.00,-0.09,0.42,0.90,-0.30,0.19,-0.34,0,431,439,259,0,0,447,0,0,135,200,2
3449.83,-1.44,-0.05,-0.75,-0.09,0.41,0.89,-0.30,0.19,-0.34,0,431,439,258,0,0,447,0,0,135,200,2
3449.84,-1.72,-0.49,-0.75,-0.09,0.42,0.88,-0.30,0.19,-0.34,0,431,439,258,0,0,447,0,0,135,200,2
3449.84,-1.26,-0.89,-0.72,-0.09,0.44,0.87,-0.30,0.19,-0.34,0,431,439,259,0,0,447,0,0,135,200,2
3449.85,-0.54,-0.51,-0.70,-0.09,0.43,0.86,-0.30,0.19,-0.34,0,431,439,258,0,0,448,0,0,134,200,2
3449.85,0.30,-1.09,-0.44,-0.10,0.43,0.85,-0.31,0.19,-0.34,0,430,439,259,0,0,447,0,0,135,200,2
3449.86,1.64,-1.50,-0.19,-0.10,0.43,0.86,-0.31,0.19,-0.34,0,430,439,258,0,0,447,0,0,134,200,2
3449.86,2.50,-1.70,-0.04,-0.11,0.42,0.86,-0.31,0.19,-0.34,0,429,439,258,0,0,448,1,1,134,200,2
3449.87,3.58,-2.19,0.20,-0.11,0.42,0.86,-0.30,0.19,-0.35,0,430,439,259,0,0,448,0,0,134,200,2
3449.87,4.59,-1.82,-0.39,-0.12,0.42,0.86,-0.30,0.19,-0.35,0,430,439,258,0,0,448,0,0,134,200,2
3449.88,5.64,-1.71,-0.61,-0.12,0.42,0.86,-0.31,0.19,-0.35,0,430,440,259,0,0,448,0,0,135,200,2
3449.88,5.93,-1.50,-0.67,-0.12,0.42,0.87,-0.31,0.19,-0.35,0,430,439,259,0,0,448,0,0,135,200,2
3449.89,5.85,-1.11,-0.78,-0.11,0.41,0.87,-0.31,0.19,-0.35,0,430,440,259,0,0,447,0,0,134,200,2
3449.89,6.56,-0.84,-0.96,-0.11,0.41,0.88,-0.30,0.19,-0.35,0,430,440,259,0,0,447,0,0,134,200,2
3449.90,6.62,-0.76,-1.06,-0.10,0.40,0.88,-0.30,0.19,-0.35,0,430,440,258,0,0,448,0,0,134,200,2
3449.91,6.63,-1.12,-0.87,-0.09,0.40,0.89,-0.30,0.19,-0.35,0,430,440,258,0,0,447,0,0,135,200,2
3449.91,6.65,-1.20,-0.88,-0.09,0.39,0.89,-0.30,0.19,-0.35,0,430,440,259,0,0,447,0,0,134,200,2
3449.91,6.21,-1.38,-0.78,-0.09,0.39,0.88,-0.30,0.19,-0.35,0,429,440,259,0,0,448,0,0,134,200,2
3449.92,5.27,-1.37,-0.60,-0.09,0.39,0.89,-0.31,0.18,-0.35,0,430,440,259,0,0,448,0,0,135,200,2
