time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,class
3885.11,4.16,0.40,1.83,-0.15,-0.20,0.94,-0.33,0.31,-0.33,183,246,368,270,230,168,544,0,0,28,169,3
3885.11,4.65,0.48,1.42,-0.14,-0.20,0.94,-0.33,0.31,-0.33,183,246,369,270,229,168,544,0,0,28,169,3
3885.12,4.85,0.11,1.50,-0.15,-0.20,0.94,-0.33,0.31,-0.33,183,246,368,271,230,168,545,0,0,29,169,3
3885.12,4.80,0.42,1.44,-0.14,-0.21,0.95,-0.33,0.31,-0.33,183,246,368,271,231,168,544,1,0,28,168,3
3885.13,4.45,0.27,1.60,-0.14,-0.21,0.95,-0.33,0.31,-0.34,184,246,369,271,230,168,545,0,0,28,169,3
3885.13,4.07,0.08,1.40,-0.14,-0.21,0.95,-0.33,0.31,-0.34,183,246,369,270,232,168,545,0,0,29,168,3
3885.14,3.59,-0.00,1.64,-0.14,-0.20,0.95,-0.33,0.31,-0.34,184,246,368,271,232,168,544,0,0,28,168,3
3885.14,3.38,0.00,1.89,-0.14,-0.20,0.97,-0.33,0.31,-0.33,183,246,368,271,232,168,545,0,0,28,169,3
3885.15,3.11,0.56,2.01,-0.13,-0.20,0.95,-0.33,0.31,-0.33,183,246,368,270,232,167,544,0,0,28,169,3
3885.15,2.45,0.97,2.16,-0.14,-0.20,0.95,-0.33,0.31,-0.34,183,247,368,271,232,168,544,0,0,28,169,3
3885.16,2.39,0.91,2.11,-0.14,-0.20,0.95,-0.33,0.31,-0.34,183,246,369,271,230,168,545,0,0,28,169,3
3885.16,2.38,0.95,2.28,-0.14,-0.20,0.94,-0.33,0.31,-0.34,183,246,368,271,230,168,543,0,0,28,169,3
3885.17,2.81,0.45,2.55,-0.14,-0.20,0.95,-0.33,0.31,-0.33,183,246,369,270,231,168,544,0,0,28,169,3
3885.17,3.29,0.06,2.35,-0.15,-0.20,0.94,-0.33,0.31,-0.33,183,246,368,270,231,167,544,0,0,29,169,3
3885.18,3.23,0.27,2.02,-0.15,-0.20,0.94,-0.33,0.31,-0.33,183,246,368,270,232,167,544,0,0,28,169,3
3885.18,3.13,-0.02,2.01,-0.15,-0.20,0.95,-0.33,0.31,-0.33,183,246,368,270,233,168,544,0,0,29,169,3
3885.19,3.23,0.00,1.47,-0.15,-0.19,0.95,-0.33,0.31,-0.33,183,246,368,271,233,168,544,0,0,28,169,3
