time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,F1,F2,B1,B2,S1,S2,S3,S4,S5,class
797.23,6.43,1.09,0.78,-0.48,0.54,0.69,-0.32,0.33,-0.39,0,0,1,0,22,423,365,631,1,0
797.34,3.1,-0.62,1.17,-0.46,0.52,0.7,-0.31,0.33,-0.39,0,0,0,0,21,424,365,633,0,0
797.44,4.87,0,0.92,-0.48,0.52,0.7,-0.31,0.33,-0.39,0,0,0,0,21,423,364,633,0,0
797.55,2.42,-1.49,0.73,-0.48,0.53,0.68,-0.32,0.33,-0.4,0,0,0,1,21,424,364,634,0,0
797.65,4.32,-0.33,1.14,-0.48,0.52,0.68,-0.32,0.33,-0.39,0,0,0,0,22,422,364,632,0,0
797.76,3.11,1.35,2.82,-0.47,0.54,0.68,-0.32,0.33,-0.39,0,1,0,0,18,423,364,630,0,0
797.86,3.4,1.38,2.4,-0.48,0.53,0.68,-0.32,0.33,-0.39,0,0,0,0,14,423,364,631,0,0
797.97,6.61,1.22,3.33,-0.49,0.51,0.66,-0.31,0.33,-0.38,0,0,0,0,18,425,364,629,0,0
798.07,2.74,1.91,2.5,-0.49,0.53,0.69,-0.31,0.33,-0.39,0,0,0,0,30,427,365,630,0,0
798.18,4.68,0.67,1.96,-0.49,0.5,0.68,-0.31,0.34,-0.39,0,0,0,0,30,427,366,631,0,0
798.28,4.23,-0.74,0.29,-0.46,0.51,0.67,-0.31,0.34,-0.39,0,0,0,0,31,428,366,629,0,0
798.39,3.48,-0.11,1.7,-0.48,0.51,0.67,-0.32,0.34,-0.38,0,0,0,0,34,429,365,628,0,0
798.49,3.95,2.77,0.62,-0.47,0.54,0.72,-0.31,0.33,-0.38,0,0,0,0,32,430,367,630,0,0
798.6,2.95,-0.98,0.47,-0.48,0.53,0.72,-0.31,0.34,-0.39,0,0,0,0,35,432,367,632,0,0
798.71,2.83,-0.17,0.13,-0.48,0.54,0.68,-0.31,0.33,-0.39,0,0,0,0,34,431,367,632,0,0
798.81,0.46,0.91,0.11,-0.48,0.52,0.68,-0.31,0.33,-0.39,0,0,0,0,38,431,368,632,0,0
798.92,5.5,0.6,0.06,-0.48,0.53,0.67,-0.31,0.34,-0.39,0,0,0,0,47,438,369,633,0,0
799.02,24.59,-0.4,10.68,-0.48,0.46,0.7,-0.31,0.34,-0.39,0,0,0,0,70,440,370,631,0,0
799.13,28.82,-15.54,3.23,-0.43,0.51,0.75,-0.31,0.35,-0.39,0,0,0,0,79,445,367,633,0,0
799.23,-6.64,-125.19,-27.22,-0.12,0.15,1.03,-0.35,0.37,-0.34,0,0,0,0,36,446,336,615,0,0
799.34,56.75,-94.55,25.09,-0.54,0.42,0.38,-0.43,0.34,-0.26,0,0,0,1,50,464,250,614,0,0
799.45,64.78,-37.7,12.37,-0.62,0.35,0.56,-0.46,0.37,-0.19,0,0,0,0,116,475,287,596,0,0
799.55,56.95,10.22,-37.28,-0.62,0.32,0.32,-0.46,0.37,-0.15,0,0,0,0,182,483,326,621,0,0
799.66,37.44,78.46,-31.13,-0.86,0.37,0.4,-0.46,0.35,-0.18,0,0,0,0,220,498,364,620,1,0
799.76,61.27,121.58,-17.89,-0.75,0.55,0.75,-0.46,0.33,-0.22,0,0,0,0,225,564,395,634,0,0
799.87,-64.97,86.42,-73.32,-0.43,0.38,0.79,-0.45,0.31,-0.28,0,0,0,0,209,571,371,459,0,0
799.97,-29.48,113.3,-63.88,-0.28,0.68,0.37,-0.42,0.21,-0.36,0,0,0,0,215,574,341,372,0,0
800.08,59.76,111.13,-61.19,0.03,0.5,0.82,-0.37,0.21,-0.45,0,0,0,0,213,561,295,346,0,0
800.18,80.11,101.88,-57.44,0.38,0.42,0.94,-0.27,0.18,-0.39,0,0,0,0,231,583,293,350,0,0
800.29,181.74,283.35,-71.46,0.61,2,2,-0.2,0.15,-0.56,0,0,0,0,250,613,291,338,0,0
800.39,21.9,24.12,9.51,0.32,0.44,0.78,0.07,0.17,-0.54,0,0,0,0,269,632,293,354,0,0
800.5,-1.44,11.01,-4.68,0.34,0.59,0.75,-0.11,0.2,-0.5,0,0,0,0,267,627,276,308,0,0
800.6,-3.04,-7.06,5.01,0.24,0.48,0.79,-0.14,0.2,-0.49,0,1,0,0,272,625,269,298,0,0
800.71,9.5,4.16,3.84,0.26,0.5,0.78,-0.09,0.21,-0.54,0,0,1,0,276,626,260,297,1,0
800.82,9.34,8.42,4.66,0.27,0.48,0.73,-0.1,0.2,-0.53,0,0,0,0,274,628,245,291,0,0
800.92,6.05,-0.05,-6,0.34,0.49,0.75,-0.13,0.19,-0.49,0,0,0,0,277,629,235,286,0,0
801.03,5.42,3,-5.22,0.32,0.47,0.78,-0.12,0.19,-0.52,0,0,0,0,271,623,228,270,0,0
