time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,F1,F2,B1,B2,S1,S2,S3,S4,S5,class
1444.19,3.18,-0.27,1.94,-0.3,-0.73,0.6,-0.15,0.64,0,0,0,0,0,318,444,361,619,0,0
1444.3,2.44,-0.39,1.1,-0.3,-0.73,0.59,-0.14,0.64,0,0,0,1,0,315,443,361,620,1,0
1444.41,4.4,0.25,1.19,-0.29,-0.73,0.59,-0.15,0.64,0,0,0,0,0,313,442,360,620,0,0
1444.51,3.89,1.42,1.14,-0.31,-0.74,0.59,-0.15,0.64,0,0,0,0,0,312,441,360,620,0,0
1444.62,5.1,1.26,1.4,-0.3,-0.74,0.62,-0.14,0.64,0,0,0,0,0,314,443,360,621,0,0
1444.72,2.5,0.38,1.74,-0.3,-0.73,0.59,-0.15,0.64,0,0,0,0,0,312,437,361,613,0,0
1444.83,1.88,-0.8,-1.44,-0.29,-0.72,0.59,-0.15,0.64,0,0,0,1,0,313,435,361,614,0,0
1444.93,4.2,0.25,-0.13,-0.31,-0.72,0.6,-0.15,0.64,-0.01,0,0,0,0,313,432,360,612,0,0
1445.04,5.51,0.89,0.69,-0.3,-0.72,0.57,-0.15,0.64,0,0,0,0,0,313,429,357,609,0,0
1445.15,6.24,3.88,1.38,-0.3,-0.74,0.6,-0.16,0.64,0,0,0,0,0,312,429,351,608,0,0
1445.25,16.57,-4.57,-9.54,-0.27,-0.73,0.55,-0.15,0.64,0,0,0,0,0,311,434,335,507,1,0
1445.36,54.99,-4.1,-52.14,-0.26,-0.81,0.46,-0.17,0.63,0.03,0,0,0,0,265,451,308,319,0,0
1445.46,58.92,-11.16,-77.52,-0.37,-0.71,0.46,-0.23,0.59,0.08,0,0,0,0,250,461,301,308,0,0
1445.57,36.37,-1.67,-56.11,-0.44,-0.71,0.3,-0.29,0.56,0.12,0,0,0,0,187,467,302,302,0,0
1445.67,-1.15,30,-30.77,-0.59,-0.68,0.33,-0.32,0.52,0.13,0,0,0,54,143,486,298,308,0,0
1445.78,-17.75,60.24,20.77,-0.56,-0.64,0.27,-0.36,0.52,0.1,0,0,0,0,76,495,293,304,0,0
1445.88,24.94,75.62,58.18,-0.54,-0.71,0.62,-0.35,0.54,0.05,0,0,0,0,8,506,286,308,0,0
1445.99,-27.44,82.88,2.29,-0.56,-1,0.77,-0.36,0.57,0.02,0,0,0,0,0,534,267,288,0,0
1446.09,-89.44,83.81,-0.71,-0.2,-0.45,0.77,-0.36,0.57,-0.11,0,0,0,0,0,545,262,258,0,0
1446.2,-76.94,60.39,36.65,-0.25,-0.47,0.84,-0.33,0.58,-0.2,0,0,0,0,0,543,252,185,0,0
1446.31,-115.47,84.67,13.89,0.2,-0.55,0.79,-0.26,0.59,-0.28,0,0,0,0,0,545,249,181,0,0
1446.41,-80.48,0.23,-11.8,0.18,-0.47,1.32,-0.22,0.55,-0.36,0,0,0,25,30,562,240,186,0,0
1446.52,-19.43,-6.05,-0.25,0.06,0.19,1.23,-0.26,0.49,-0.39,0,0,0,1,86,589,230,194,0,0
1446.62,2.93,5.28,11.77,0.21,-0.15,0.99,-0.27,0.49,-0.39,0,0,0,0,110,599,237,196,0,0
1446.73,6.02,-1.35,8.96,0.14,-0.09,0.94,-0.26,0.49,-0.4,0,0,0,0,106,600,241,200,0,0
1446.83,7.24,0.92,0.42,0.12,-0.16,0.94,-0.26,0.48,-0.4,0,0,0,1,21,588,233,196,0,0
1446.94,-0.24,-0.5,-1.06,0.13,-0.13,0.95,-0.26,0.48,-0.4,0,0,0,0,0,586,233,188,0,0
1447.04,2.56,1.08,-1.53,0.12,-0.08,0.95,-0.26,0.48,-0.4,0,0,0,0,0,589,238,190,1,0
1447.15,7.01,1.23,3.54,0.12,-0.15,0.95,-0.26,0.48,-0.4,0,0,0,0,0,589,243,190,0,0
1447.25,10.18,1.92,7.04,0.13,-0.12,0.96,-0.26,0.48,-0.4,0,0,0,0,35,590,245,192,0,0
1447.36,8.99,4.08,7.38,0.14,-0.15,0.94,-0.25,0.49,-0.39,0,0,0,0,102,591,248,192,0,0
1447.46,7.96,1.15,3.95,0.15,-0.17,0.94,-0.25,0.5,-0.39,0,0,0,0,130,588,250,192,0,0
1447.57,4.04,0.56,2.33,0.13,-0.16,0.95,-0.25,0.5,-0.39,0,0,1,0,138,584,253,193,0,0
1447.68,7.2,1.27,0.66,0.16,-0.17,0.95,-0.25,0.5,-0.39,0,0,1,0,141,579,253,193,0,0
1447.78,5.6,3.12,0.38,0.14,-0.15,0.95,-0.25,0.5,-0.39,0,0,0,0,132,576,256,193,0,0
1447.89,5.56,3.14,1.94,0.15,-0.19,0.94,-0.25,0.51,-0.39,0,0,0,0,107,570,257,188,0,0
1447.99,1.09,2.62,0.88,0.15,-0.15,0.93,-0.25,0.51,-0.39,0,0,0,0,94,566,259,184,0,0
1448.1,4.39,2.58,-0.3,0.19,-0.16,0.94,-0.24,0.5,-0.39,0,0,0,0,100,568,257,188,0,0
1448.2,5.74,0.4,2.14,0.18,-0.17,0.93,-0.25,0.5,-0.39,0,0,0,0,107,568,259,187,0,0
1448.31,4.66,-1.5,1.5,0.16,-0.18,0.93,-0.24,0.51,-0.38,0,0,0,0,107,569,261,189,0,0
1448.42,4.74,-0.95,1.18,0.15,-0.18,0.93,-0.25,0.51,-0.38,0,0,0,0,109,571,263,189,0,0
